role	formal_feature	log_odds_weight	support	positive_support	physical_folios	selected_model	claim_state
REL_ARRAY_OR_GROUP	H2:hd	1.349515109617	4	1	4	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	H2:hs	1.349515109617	4	1	3	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	H2:of	1.349515109617	4	1	3	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	H2:oi	1.349515109617	4	1	3	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	H2:po	1.349515109617	4	1	3	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	H3:^of	1.349515109617	4	1	3	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	H3:chd	1.349515109617	4	1	4	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	H3:ees	1.349515109617	4	1	4	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	H3:iir	1.349515109617	4	1	3	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	H3:koc	1.349515109617	4	1	4	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	H3:lo$	1.349515109617	4	1	4	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	H3:lol	1.349515109617	4	1	4	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	H3:oii	1.349515109617	4	1	3	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	H3:ola	1.349515109617	4	1	4	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	H3:te$	1.349515109617	4	1	3	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	H3:yky	1.349515109617	4	1	4	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	HOST_EXACT:arol	1.349515109617	4	1	4	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	HOST_EXACT:ote	1.349515109617	4	1	3	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	LAYER:t	1.349515109617	4	1	3	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	H3:oka	1.336283940545	17	5	11	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	HOST_LEN:9	1.302818638963	14	4	9	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	H3:ara	1.262680405153	11	3	9	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	H1:f	1.209154163068	8	2	5	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	H2:lo	1.154391629716	12	3	9	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	H2:es	1.123485553413	5	1	4	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	H2:ys	1.123485553413	5	1	5	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	H3:dor	1.123485553413	5	1	5	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	H3:eor	1.123485553413	5	1	5	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	H3:ols	1.123485553413	5	1	4	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	H3:oro	1.123485553413	5	1	5	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	H3:otc	1.123485553413	5	1	5	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	H2:oe	1.072711560236	9	2	5	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	H2:al	1.060921017567	62	14	15	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	H2:ry	1.052793894888	17	4	7	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	H3:ry$	1.052793894888	17	4	7	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	H2:l$	1.010994667343	75	16	15	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	H1:l	0.980458421550	143	26	18	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	H3:ral	0.952008814476	10	2	9	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	H2:^s	0.938269638593	6	1	4	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	H2:sy	0.938269638593	6	1	4	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	H3:eol	0.938269638593	6	1	4	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	H3:okc	0.938269638593	6	1	5	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	H3:olk	0.938269638593	6	1	5	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	H3:olo	0.938269638593	6	1	5	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	H3:sy$	0.938269638593	6	1	4	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	HOST_EXACT:otal	0.938269638593	6	1	6	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	LAYER:d	0.925230246913	52	11	13	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	H3:hy$	0.884573504347	24	5	10	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	H3:^op	0.843720039039	11	2	9	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	H3:^or	0.843720039039	11	2	8	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	H3:hol	0.843720039039	11	2	6	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	H2:or	0.792179666871	41	8	11	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	H2:do	0.781216199108	7	1	6	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	H2:tc	0.781216199108	7	1	6	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	H3:^ko	0.781216199108	7	1	5	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	H3:^od	0.781216199108	7	1	4	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	H3:kar	0.781216199108	7	1	7	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	H3:tch	0.781216199108	7	1	6	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	H3:yte	0.781216199108	7	1	4	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	CURRIER:A	0.768666328548	101	18	5	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	SECTION:P	0.768666328548	101	18	5	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	H2:op	0.745472999562	12	2	9	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	HAND:1	0.737616998724	103	18	6	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	H2:hy	0.735706794979	27	5	10	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	H3:^al	0.666636055012	18	3	7	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	H3:ly$	0.666636055012	18	3	11	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	H2:d$	0.655516112342	13	2	9	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	H2:e$	0.655516112342	13	2	7	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	H2:lc	0.644773596276	8	1	5	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	H2:ls	0.644773596276	8	1	6	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	H3:lch	0.644773596276	8	1	5	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	HOST_EXACT:ary	0.644773596276	8	1	6	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	H2:ck	0.634389022338	3	0	3	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	H2:dl	0.634389022338	3	0	3	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	H2:ea	0.634389022338	3	0	2	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	H2:ec	0.634389022338	3	0	3	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	H2:ep	0.634389022338	3	0	2	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	H2:ha	0.634389022338	3	0	3	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	H2:k$	0.634389022338	3	0	3	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	H2:kh	0.634389022338	3	0	3	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	H2:rd	0.634389022338	3	0	2	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	H3:^cp	0.634389022338	3	0	3	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	H3:^oi	0.634389022338	3	0	2	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	H3:als	0.634389022338	3	0	3	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	H3:cha	0.634389022338	3	0	3	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	H3:ckh	0.634389022338	3	0	3	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	H3:he$	0.634389022338	3	0	2	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	H3:hee	0.634389022338	3	0	3	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	H3:ho$	0.634389022338	3	0	2	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	H3:hs$	0.634389022338	3	0	2	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	H3:lam	0.634389022338	3	0	3	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	H3:lda	0.634389022338	3	0	3	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	H3:lor	0.634389022338	3	0	3	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	H3:ock	0.634389022338	3	0	3	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	H3:odc	0.634389022338	3	0	2	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	HOST_EXACT:am	0.634389022338	3	0	3	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	HOST_EXACT:okol	0.634389022338	3	0	3	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	HOST_EXACT:or	0.634389022338	3	0	2	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	HOST_EXACT:otoky	0.634389022338	3	0	3	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	HOST_EXACT:yky	0.634389022338	3	0	3	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	HOST_EXACT:yto	0.634389022338	3	0	2	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	H2:ly	0.603021894347	19	3	11	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	H2:ky	0.572519192771	14	2	8	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	H2:ir	0.524070850516	9	1	5	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	H3:aro	0.524070850516	9	1	6	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	H3:eeo	0.524070850516	9	1	5	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	H3:rol	0.524070850516	9	1	8	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	H3:tol	0.524070850516	9	1	5	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	HOST_LEN:4	0.497095430954	84	13	15	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	H2:kc	0.495448255487	15	2	8	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	H3:kch	0.495448255487	15	2	8	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	H3:^yk	0.485790235176	21	3	7	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	H3:^ar	0.485443118082	33	5	11	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	H3:in$	0.483674634700	27	4	7	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	H2:n$	0.439789850649	28	4	7	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	H1:p	0.431480347249	22	3	10	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	H2:am	0.423483613611	16	2	7	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	H2:ro	0.423483613611	16	2	10	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	H3:chy	0.423483613611	16	2	8	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	H3:ote	0.423483613611	16	2	8	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	H2:^k	0.415782075079	10	1	7	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	H2:h$	0.415782075079	10	1	6	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	H2:la	0.415782075079	10	1	7	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	H3:ch$	0.415782075079	10	1	6	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	H3:dar	0.415782075079	10	1	6	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	H3:yke	0.415782075079	10	1	4	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	H2:^d	0.408359466135	4	0	4	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	H2:dc	0.408359466135	4	0	3	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	H2:oa	0.408359466135	4	0	3	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	H3:dch	0.408359466135	4	0	3	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	H3:eos	0.408359466135	4	0	2	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	H3:key	0.408359466135	4	0	2	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	H3:lsy	0.408359466135	4	0	4	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	H3:od$	0.408359466135	4	0	2	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	H3:tar	0.408359466135	4	0	4	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	H3:tee	0.408359466135	4	0	3	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	H3:thy	0.408359466135	4	0	2	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	H3:to$	0.408359466135	4	0	2	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	H3:ys$	0.408359466135	4	0	4	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	HOST_EXACT:okeo	0.408359466135	4	0	2	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	HOST_EXACT:oko	0.408359466135	4	0	2	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	HOST_EXACT:oky	0.408359466135	4	0	2	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	HOST_EXACT:ol	0.408359466135	4	0	4	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	HOST_EXACT:otol	0.408359466135	4	0	3	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	H2:in	0.397496938459	29	4	7	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	H1:r	0.388073365396	120	17	18	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	H2:da	0.379664462163	23	3	9	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	H1:n	0.356674943939	30	4	7	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	H1:m	0.355964464335	17	2	8	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	H1:k	0.352298715538	115	16	16	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	H2:te	0.330109542833	24	3	9	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	H2:yk	0.330109542833	24	3	7	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	H3:oto	0.330109542833	24	3	9	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	H1:a	0.320345879271	165	22	17	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	HOST_LEN:7	0.317216107198	31	4	14	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	H1:i	0.310728651785	38	5	9	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	H1:s	0.307944153007	45	6	13	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	H2:y$	0.301224806270	111	15	15	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	HOST_LEN:5	0.295980875266	74	10	13	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	H3:^ok	0.264386509848	61	8	14	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	H1:y	0.256429528948	154	20	15	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	H3:am$	0.227578148382	12	1	6	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	H3:ary	0.227578148382	12	1	6	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	H3:kol	0.227578148382	12	1	7	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	H3:teo	0.227578148382	12	1	6	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	H2:cp	0.223143551314	5	0	3	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	H2:ph	0.223143551314	5	0	3	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	H3:^am	0.223143551314	5	0	3	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	H3:^os	0.223143551314	5	0	4	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	H3:^s$	0.223143551314	5	0	3	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	H3:air	0.223143551314	5	0	3	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	H3:cph	0.223143551314	5	0	3	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	H3:dai	0.223143551314	5	0	2	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	H3:hor	0.223143551314	5	0	2	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	H3:ir$	0.223143551314	5	0	3	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	H3:lar	0.223143551314	5	0	4	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	H3:oct	0.223143551314	5	0	2	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	H3:osa	0.223143551314	5	0	2	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
REL_ARRAY_OR_GROUP	H3:tok	0.223143551314	5	0	3	RESIDUAL_HOST	POSTSELECTED_ROLE_MOTIF_NOT_MEANING
