rank	feature_family	feature_value	denominator	ha_count	ha_folios	ha_rate_per_1000	hb_count	hb_folios	hb_rate_per_1000	sb_count	sb_folios	sb_rate_per_1000	ob_count	ob_folios	ob_rate_per_1000	sa_count	sa_folios	sa_rate_per_1000	other_count	other_folios	other_rate_per_1000	shared_a_enrichment_log2	shared_other_b_specificity_log2	hb_sb_abs_log2_rate_difference	minimum_target_folio_support	same_hand3_support	hb_hand3_count	hb_hand3_folios	sb_hand3_count	sb_hand3_folios	hb_nonhand3_count	hb_nonhand3_folios	cross_hand_target_support	sa_cross_currier_sensitivity	lofo_min_a_enrichment_log2	lofo_min_other_b_specificity_log2	family_selector_bits	rank_score	formal_function_hint	classification
135	CORE	okch	GROUP	0	0	0.127811861	10	5	7.930513595	7	5	1.544481054	15	9	3.429203540	0	0	1.655629139	0	0	0.730994152	3.595028544	-1.150751364	2.360292127	5	YES	3	2	7	5	7	3	YES	ABSENT	3.262551711	-1.483228197	6.209453366	3.849093618	PREDOMINANT_CLOSURE_HOST	GENERIC_CURRIER_B_NOT_BS_SPECIFIC
136	CLOSED_FIELD_CLOSER	she	FIELD	0	0	0.553097345	4	3	9.782608696	8	6	5.610561056	20	11	12.016412661	0	0	8.620689655	0	0	2.808988764	3.342539725	-1.098789310	0.802074188	3	NO	0	0	7	6	4	3	YES	ABSENT	3.094353926	-1.346975110	4.000000000	3.842713321	FORMAL_PATTERN	GENERIC_CURRIER_B_NOT_BS_SPECIFIC
139	CLOSED_FIELD_CLOSER	okch	FIELD	0	0	0.553097345	10	5	22.826086957	7	5	4.950495050	15	9	9.085580305	0	0	8.620689655	0	0	2.808988764	3.161967480	-0.876005862	2.205038855	5	YES	3	2	7	5	7	3	YES	ABSENT	2.830461936	-1.207511406	4.000000000	3.768404691	FORMAL_PATTERN	GENERIC_CURRIER_B_NOT_BS_SPECIFIC
149	CORE	ke	GROUP	0	0	0.127811861	9	8	7.175226586	6	3	1.338550247	9	6	2.101769912	0	0	1.655629139	0	0	0.730994152	3.388577667	-0.650933444	2.422353095	3	YES	1	1	6	3	8	7	YES	ABSENT	2.622104504	-1.417406607	6.209453366	3.526467675	PREDOMINANT_CLOSURE_HOST	GENERIC_CURRIER_B_NOT_BS_SPECIFIC
151	CLOSED_FIELD_CLOSER	ke	FIELD	0	0	0.553097345	9	8	20.652173913	6	3	4.290429043	9	6	5.568581477	0	0	8.620689655	0	0	2.808988764	2.955516602	-0.376187942	2.267099823	3	YES	1	1	6	3	8	7	YES	ABSENT	2.196036280	-1.135668264	4.000000000	3.445778748	FORMAL_PATTERN	GENERIC_CURRIER_B_NOT_BS_SPECIFIC
154	WRAPPER_CORE	q|ote	GROUP	0	0	0.127811861	3	2	2.643504532	8	7	1.750411862	25	12	5.641592920	0	0	1.655629139	0	0	0.730994152	3.775600790	-1.688408150	0.594757380	2	NO	0	0	8	7	3	2	YES	ABSENT	3.239042575	-2.224966365	6.357552005	3.374776451	FORMAL_PATTERN	GENERIC_CURRIER_B_NOT_BS_SPECIFIC
159	CLOSED_FIELD_CLOSER	okee	FIELD	0	0	0.553097345	6	6	14.130434783	108	12	71.617161716	119	13	70.046893318	0	0	8.620689655	1	1	8.426966292	4.675128630	-2.309515209	2.341499487	6	YES	1	1	105	12	5	5	YES	ABSENT	4.504823521	-2.479820318	4.000000000	3.327089969	FORMAL_PATTERN	GENERIC_CURRIER_B_NOT_BS_SPECIFIC
162	FIELD_SHAPE	CLOSED|LEN_2|Q_OUTER_STATE>DY_RESOLUTION	FIELD	1	1	1.659292035	5	4	11.956521739	34	12	22.772277228	53	13	31.359906213	0	0	8.620689655	1	1	8.426966292	2.849158029	-1.391123487	0.929480811	4	YES	1	1	31	12	4	3	YES	ABSENT	2.267784324	-1.972497193	5.129283017	3.315222232	FORMAL_PATTERN	GENERIC_CURRIER_B_NOT_BS_SPECIFIC
163	FIELD_TEMPLATE	Q_OUTER_STATE>DY_RESOLUTION	FIELD	1	1	1.659292035	5	4	11.956521739	34	12	22.772277228	53	13	31.359906213	0	0	8.620689655	1	1	8.426966292	2.849158029	-1.391123487	0.929480811	4	YES	1	1	31	12	4	3	YES	ABSENT	2.267784324	-1.972497193	4.169925001	3.315222232	FORMAL_PATTERN	GENERIC_CURRIER_B_NOT_BS_SPECIFIC
164	CORE	okee	GROUP	0	0	0.127811861	6	6	4.909365559	108	12	22.343492586	119	13	26.438053097	0	0	1.655629139	1	1	2.192982456	5.263442966	-2.429007439	2.186246215	6	YES	1	1	105	12	5	5	YES	ABSENT	5.063325935	-2.629124470	6.209453366	3.285224375	PREDOMINANT_CLOSURE_HOST	GENERIC_CURRIER_B_NOT_BS_SPECIFIC
165	WRAPPER_CORE	sh|dy	GROUP	1	1	0.383435583	7	5	5.664652568	6	5	1.338550247	6	2	1.438053097	0	0	1.655629139	0	0	0.730994152	1.803615166	-0.103445649	2.081316177	5	YES	3	2	6	5	4	3	YES	ABSENT	1.383585210	-0.523475605	6.357552005	3.244473929	FORMAL_PATTERN	GENERIC_CURRIER_B_NOT_BS_SPECIFIC
176	WRAPPER_CORE	che|ckhy	GROUP	1	1	0.383435583	3	3	2.643504532	7	3	1.544481054	10	8	2.323008850	0	0	1.655629139	1	1	2.192982456	2.010066044	-0.588872476	0.775329626	3	NO	0	0	7	3	3	3	YES	ABSENT	1.399712083	-1.199226437	6.357552005	3.033528755	FORMAL_PATTERN	GENERIC_CURRIER_B_NOT_BS_SPECIFIC
177	STATE_TRANSITION	Q_OUTER_STATE>DY_RESOLUTION	TRANSITION	10	10	3.364306312	11	7	10.123239437	78	12	18.717215069	87	13	22.733177449	1	1	5.791505792	3	3	6.161971831	1.589290056	-1.167128319	0.886694766	7	YES	4	2	70	12	7	5	YES	PRESENT	1.352267062	-1.404151313	6.000000000	2.978814353	FORMAL_PATTERN	GENERIC_CURRIER_B_NOT_BS_SPECIFIC
181	STATE_TRANSITION	DY_RESOLUTION>OL_STATE	TRANSITION	17	12	5.607177187	21	10	18.926056338	48	11	11.564139247	106	13	27.669524552	2	1	9.652509653	16	4	29.049295775	1.044311321	-1.258639968	0.710715939	10	YES	3	2	46	11	18	8	YES	PRESENT	0.892805188	-1.410146101	6.000000000	2.889745002	FORMAL_PATTERN	GENERIC_CURRIER_B_NOT_BS_SPECIFIC
185	WRAPPER_CORE	sh|ee	GROUP	1	1	0.383435583	3	2	2.643504532	15	9	3.191927512	31	12	6.969026549	0	0	1.655629139	0	0	0.730994152	2.785395669	-1.398505351	0.271976089	2	NO	0	0	14	9	3	2	YES	ABSENT	1.697676463	-2.486224557	6.357552005	2.835864775	FORMAL_PATTERN	GENERIC_CURRIER_B_NOT_BS_SPECIFIC
186	WRAPPER_TRANSITION	q>che	TRANSITION	18	11	5.927587312	13	11	11.883802817	99	12	23.724368145	114	12	29.747986490	2	1	9.652509653	9	3	16.725352113	1.003479659	-1.323795450	0.997373092	11	YES	1	1	94	11	12	10	YES	PRESENT	0.817302479	-1.509972630	5.491853096	2.765960164	FORMAL_PATTERN	GENERIC_CURRIER_B_NOT_BS_SPECIFIC
188	FIELD_SHAPE	CLOSED|LEN_3|OL_STATE>DY_RESOLUTION	FIELD	3	3	3.871681416	6	4	14.130434783	16	9	10.891089109	34	13	20.222743259	2	1	43.103448276	2	2	14.044943820	1.492116081	-0.892830484	0.375657626	4	NO	0	0	16	9	6	4	YES	PRESENT	1.346263320	-1.038683245	5.129283017	2.733384879	FORMAL_PATTERN	GENERIC_CURRIER_B_NOT_BS_SPECIFIC
191	WRAPPER_CORE	t|e	GROUP	0	0	0.127811861	5	4	4.154078550	4	4	0.926688633	11	8	2.544247788	0	0	1.655629139	0	0	0.730994152	2.858062950	-1.457082604	2.164371917	4	NO	0	0	4	4	5	4	YES	ABSENT	2.610475014	-1.704670540	6.357552005	2.640722483	FORMAL_PATTERN	GENERIC_CURRIER_B_NOT_BS_SPECIFIC
193	WRAPPER_CORE	ch|ckhy	GROUP	5	5	1.405930470	15	8	11.706948640	15	7	3.191927512	22	11	4.977876106	0	0	1.655629139	2	2	3.654970760	1.182902640	-0.641102435	1.874865299	7	YES	3	2	15	7	12	6	YES	ABSENT	0.648379703	-1.175625373	6.357552005	2.604367556	FORMAL_PATTERN	GENERIC_CURRIER_B_NOT_BS_SPECIFIC
197	CORE	kar	GROUP	3	3	0.894683027	12	5	9.441087613	9	8	1.956342669	9	7	2.101769912	1	1	4.966887417	0	0	0.730994152	1.128710540	-0.103445649	2.270793976	5	YES	3	1	8	7	9	4	YES	PRESENT	0.899441919	-0.332714270	6.209453366	2.474830404	PREDOMINANT_AR_REFERENCE	GENERIC_CURRIER_B_NOT_BS_SPECIFIC
208	CORE	she	GROUP	1	1	0.383435583	4	3	3.398791541	8	6	1.750411862	20	11	4.535398230	0	0	1.655629139	0	0	0.730994152	2.190638289	-1.373534812	0.957327460	3	NO	0	0	7	6	4	3	YES	ABSENT	1.918597310	-1.645575792	6.209453366	2.338439747	PREDOMINANT_CLOSURE_HOST	GENERIC_CURRIER_B_NOT_BS_SPECIFIC
213	FIELD_SHAPE	CLOSED|LEN_2|OL_STATE>DY_RESOLUTION	FIELD	5	5	6.084070796	6	4	14.130434783	27	11	18.151815182	57	11	33.704572098	0	0	8.620689655	6	2	36.516853933	1.215697011	-1.254138452	0.361307968	4	YES	1	1	26	11	5	3	YES	ABSENT	0.478104294	-1.991731169	5.129283017	2.102832669	FORMAL_PATTERN	GENERIC_CURRIER_B_NOT_BS_SPECIFIC
214	FIELD_TEMPLATE	OL_STATE>DY_RESOLUTION	FIELD	5	5	6.084070796	6	4	14.130434783	27	11	18.151815182	57	11	33.704572098	0	0	8.620689655	6	2	36.516853933	1.215697011	-1.254138452	0.361307968	4	YES	1	1	26	11	5	3	YES	ABSENT	0.478104294	-1.991731169	4.169925001	2.102832669	FORMAL_PATTERN	GENERIC_CURRIER_B_NOT_BS_SPECIFIC
219	CLOSED_FIELD_CLOSER	ch	FIELD	0	0	0.553097345	6	5	14.130434783	3	3	2.310231023	6	4	3.810082063	0	0	8.620689655	0	0	2.808988764	2.062431806	-0.721784943	2.612696823	3	YES	3	2	3	3	3	3	YES	ABSENT	1.678582684	-1.105634065	4.000000000	2.034298451	FORMAL_PATTERN	GENERIC_CURRIER_B_NOT_BS_SPECIFIC
222	WRAPPER_CORE	q|okch	GROUP	0	0	0.127811861	8	4	6.419939577	4	4	0.926688633	14	8	3.207964602	0	0	1.655629139	0	0	0.730994152	2.858062950	-1.791501643	2.792403139	4	YES	2	2	4	4	6	2	YES	ABSENT	2.607261168	-2.042303425	6.357552005	1.992287833	FORMAL_PATTERN	GENERIC_CURRIER_B_NOT_BS_SPECIFIC
226	WRAPPER_CORE	q|okain	GROUP	0	0	0.127811861	3	3	2.643504532	55	9	11.429159802	96	11	21.349557522	1	1	4.966887417	0	0	0.730994152	4.370358170	-3.013682465	2.112195645	3	YES	1	1	54	9	2	2	YES	PRESENT	4.019604558	-3.364436077	6.357552005	1.943902178	FORMAL_PATTERN	GENERIC_CURRIER_B_NOT_BS_SPECIFIC
232	CORE	ch	GROUP	1	1	0.383435583	6	5	4.909365559	4	4	0.926688633	6	4	1.438053097	0	0	1.655629139	0	0	0.730994152	1.273100449	-0.633960366	2.405380016	4	YES	3	2	4	4	3	3	YES	ABSENT	1.021015131	-0.886045685	6.209453366	1.758378171	PREDOMINANT_CLOSURE_HOST	GENERIC_CURRIER_B_NOT_BS_SPECIFIC
235	WRAPPER_CORE	q|okee	GROUP	0	0	0.127811861	3	3	2.643504532	83	12	17.195222405	97	13	21.570796460	0	0	1.655629139	0	0	0.730994152	4.370358170	-3.028555741	2.701484071	3	NO	0	0	80	12	3	3	YES	ABSENT	3.925822412	-3.473091500	6.357552005	1.649257965	FORMAL_PATTERN	GENERIC_CURRIER_B_NOT_BS_SPECIFIC
251	STATE_TRANSITION	DY_RESOLUTION>Q_OUTER_STATE	TRANSITION	12	10	4.005126562	11	7	10.123239437	174	12	41.607057701	147	13	38.321641985	3	1	13.513513514	7	3	13.204225352	1.337751289	-1.920488352	2.039157244	7	YES	5	2	161	12	6	5	YES	PRESENT	1.100728295	-2.157511345	6.000000000	1.397684315	FORMAL_PATTERN	GENERIC_CURRIER_B_NOT_BS_SPECIFIC
280	CORE	olkain	GROUP	0	0	0.127811861	3	2	2.643504532	3	2	0.720757825	21	8	4.756637168	0	0	1.655629139	0	0	0.730994152	2.495492871	-2.722355482	1.874865299	2	YES	2	1	3	2	1	1	YES	ABSENT	1.421279387	-3.796568966	6.209453366	0.420667240	PREDOMINANT_OL_STATE	GENERIC_CURRIER_B_NOT_BS_SPECIFIC
