representation	page	physical_folio	groups	page_gain_vs_wrapper
COMPILER_ONLY	f52v	f52	25	-0.198834024428
COMPILER_ONLY	f53r	f53	20	-0.147964481331
COMPILER_ONLY	f53v	f53	30	0.319881697441
COMPILER_ONLY	f54r	f54	32	0.267052124767
COMPILER_ONLY	f54v	f54	26	0.0748599810992
COMPILER_ONLY	f55r	f55	54	-0.312746435032
COMPILER_ONLY	f55v	f55	39	0.387437467296
COMPILER_ONLY	f56r	f56	38	-0.00445272464599
COMPILER_ONLY	f56v	f56	48	-0.0165998674369
COMPILER_ONLY	f57r	f57	7	0
COMPILER_ONLY	f58r	f58	174	26.162162257
COMPILER_ONLY	f58v	f58	127	19.1692278294
COMPILER_ONLY	f6r	f6	43	0.674914904128
COMPILER_ONLY	f6v	f6	37	0.378679097482
COMPILER_ONLY	f66r	f66	159	3.97451993591
COMPILER_ONLY	f66v	f66	18	0.0179738992784
COMPILER_ONLY	f7r	f7	39	0.214265337686
COMPILER_ONLY	f7v	f7	37	0.0734542767271
COMPILER_ONLY	f75r	f75	209	-0.45923364526
COMPILER_ONLY	f75v	f75	178	1.81893735296
COMPILER_ONLY	f76r	f76	248	-0.845483609006
COMPILER_ONLY	f76v	f76	242	0.472651518432
COMPILER_ONLY	f77r	f77	193	0.0901893753825
COMPILER_ONLY	f77v	f77	197	-4.58579426876
COMPILER_ONLY	f78r	f78	140	2.08886371485
COMPILER_ONLY	f78v	f78	206	-0.803289758838
COMPILER_ONLY	f79r	f79	187	2.59608257011
COMPILER_ONLY	f79v	f79	252	3.43139983192
COMPILER_ONLY	f8r	f8	51	-0.165723764624
COMPILER_ONLY	f8v	f8	78	1.78317247605
COMPILER_ONLY	f80r	f80	198	4.29807278932
COMPILER_ONLY	f80v	f80	221	3.51236607023
COMPILER_ONLY	f81r	f81	131	0.628112941484
COMPILER_ONLY	f81v	f81	115	-0.135922266455
COMPILER_ONLY	f82r	f82	119	0.498704443396
COMPILER_ONLY	f82v	f82	195	-5.06790481418
COMPILER_ONLY	f83r	f83	211	-2.69445291712
COMPILER_ONLY	f83v	f83	163	0.0263108454931
COMPILER_ONLY	f84v	f84	228	-0.922130063751
COMPILER_ONLY	f85r1	f85	151	10.7554266719
COMPILER_ONLY	f85r2	f85	60	-1.18847221449
COMPILER_ONLY	f86v3	f86	122	2.3340791553
COMPILER_ONLY	f86v4	f86	3	0
COMPILER_ONLY	f86v5	f86	212	13.11888694
COMPILER_ONLY	f86v6	f86	179	12.9994074461
COMPILER_ONLY	f87r	f87	56	-0.0379527180152
COMPILER_ONLY	f87v	f87	34	0.146499229972
COMPILER_ONLY	f88r	f88	73	-0.505393910722
COMPILER_ONLY	f88v	f88	62	0.79289328473
COMPILER_ONLY	f89r1	f89	55	0.13434253739
COMPILER_ONLY	f89r2	f89	14	-0.00328229429074
COMPILER_ONLY	f89v1	f89	56	-0.204864040374
COMPILER_ONLY	f89v2	f89	21	0.00180954418833
COMPILER_ONLY	f9r	f9	38	-0.00217140547552
COMPILER_ONLY	f9v	f9	50	0.271759249057
COMPILER_ONLY	f90r1	f90	28	-0.118477821523
COMPILER_ONLY	f90r2	f90	25	0.0387660370594
COMPILER_ONLY	f90v1	f90	12	0.0289085962311
COMPILER_ONLY	f90v2	f90	18	-0.0411193900961
COMPILER_ONLY	f93r	f93	115	8.67139415438
COMPILER_ONLY	f93v	f93	31	0.315238670355
COMPILER_ONLY	f94r	f94	20	-0.153498299284
COMPILER_ONLY	f94v	f94	66	0.354824279888
COMPILER_ONLY	f95r1	f95	68	1.09182398821
COMPILER_ONLY	f95r2	f95	60	-0.404731346192
COMPILER_ONLY	f95v1	f95	53	0.622361578709
COMPILER_ONLY	f95v2	f95	26	0.765478251618
COMPILER_ONLY	f96r	f96	55	2.45608210413
COMPILER_ONLY	f96v	f96	26	0.303829299643
COMPILER_ONLY	f99r	f99	104	1.58663748007
COMPILER_ONLY	f99v	f99	68	0.905815596019
