locus	next_locus	page	physical_folio	section	currier	hand	first_paragraph_start	primary_continuation_pair	source_line_number	source_group_count	source_member_count	last_field_group_count	last_field_host_length	last_field_raw_length	target_first_field_group_count	selection
f79v.15	f79v.16	f79v	f79	B	B	2	0	1	15	8	37	6	16	32	5	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f79v.16	f79v.17	f79v	f79	B	B	2	0	1	16	9	37	3	6	12	10	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f79v.25	f79v.26	f79v	f79	B	B	2	0	1	25	9	37	4	11	18	1	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f79v.35	f79v.36	f79v	f79	B	B	2	0	1	35	11	36	1	4	5	5	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f79v.39	f79v.40	f79v	f79	B	B	2	0	1	39	10	33	9	29	38	8	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f8v.10	f8v.11	f8v	f8	H	A	1	0	1	10	5	24	3	15	16	1	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f8v.13	f8v.14	f8v	f8	H	A	1	0	1	13	7	33	7	26	38	9	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f80r.14	f80r.15	f80r	f80	B	B	2	0	1	14	12	47	12	32	58	1	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f80r.15	f80r.16	f80r	f80	B	B	2	0	1	15	10	50	6	18	35	1	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f80r.20	f80r.21	f80r	f80	B	B	2	0	1	20	11	48	3	7	15	1	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f80v.24	f80v.25	f80v	f80	B	B	2	0	1	24	10	41	9	23	42	1	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f80v.33	f80v.34	f80v	f80	B	B	2	0	1	33	8	39	4	17	21	6	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f80v.34	f80v.35	f80v	f80	B	B	2	0	1	34	9	35	3	10	16	12	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f81r.8	f81r.9	f81r	f81	B	B	2	0	1	8	6	25	5	16	22	2	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f81r.9	f81r.10	f81r	f81	B	B	2	0	1	9	4	22	1	5	7	3	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f81r.20	f81r.21	f81r	f81	B	B	2	0	1	20	7	30	6	12	28	1	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f81r.21	f81r.22	f81r	f81	B	B	2	0	1	21	7	31	6	24	29	9	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f81v.17	f81v.18	f81v	f81	B	B	2	0	1	17	9	36	4	8	17	1	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f82r.2	f82r.3	f82r	f82	B	B	2	0	1	2	8	39	3	15	18	2	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f82r.3	f82r.4	f82r	f82	B	B	2	0	1	3	6	32	4	14	27	4	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f82r.26	f82r.27	f82r	f82	B	B	2	0	1	26	9	38	7	21	36	1	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f82v.8	f82v.9	f82v	f82	B	B	2	0	1	8	10	46	4	10	19	1	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f82v.28	f82v.29	f82v	f82	B	B	2	1	0	28	8	38	8	24	46	4	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f82v.34	f82v.35	f82v	f82	B	B	2	0	1	34	9	41	9	29	50	8	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f83r.14	f83r.15	f83r	f83	B	B	2	0	1	14	10	45	4	9	18	7	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f83r.15	f83r.16	f83r	f83	B	B	2	0	1	15	9	39	1	4	6	1	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f83r.25	f83r.26	f83r	f83	B	B	2	1	0	25	6	31	2	3	9	5	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f83r.26	f83r.27	f83r	f83	B	B	2	0	1	26	6	29	1	5	8	3	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f83r.27	f83r.28	f83r	f83	B	B	2	0	1	27	5	23	1	4	8	4	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f83r.37	f83r.38	f83r	f83	B	B	2	0	1	37	5	22	2	5	10	4	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f83r.38	f83r.39	f83r	f83	B	B	2	0	1	38	4	16	4	13	20	4	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f83r.47	f83r.48	f83r	f83	B	B	2	1	0	47	3	16	1	2	6	5	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f83r.48	f83r.49	f83r	f83	B	B	2	0	1	48	5	16	5	11	20	3	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f83v.2	f83v.3	f83v	f83	B	B	2	0	1	2	10	47	3	5	12	4	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f83v.3	f83v.4	f83v	f83	B	B	2	0	1	3	10	44	1	3	5	2	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f83v.19	f83v.20	f83v	f83	B	B	2	0	1	19	9	45	6	15	34	5	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f83v.22	f83v.23	f83v	f83	B	B	2	0	1	22	7	31	7	19	38	3	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f83v.29	f83v.30	f83v	f83	B	B	2	0	1	29	7	27	4	9	20	6	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f85r2.2	f85r2.3	f85r2	f85	C	B	2	1	0	2	5	14	5	15	18	2	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f85r2.3	f85r2.4	f85r2	f85	C	B	2	0	1	3	5	22	3	7	16	5	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f85r2.12	f85r2.13	f85r2	f85	C	B	2	1	0	12	4	17	4	12	21	2	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f86v3.26	f86v3.27	f86v3	f86	C	B	2	0	1	26	9	36	6	17	35	6	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f86v3.31	f86v3.32	f86v3	f86	C	B	2	0	1	31	7	30	1	3	4	3	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f86v5.10	f86v5.11	f86v5	f86	T	B	2	0	1	10	11	41	7	14	29	10	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f86v5.24	f86v5.25	f86v5	f86	T	B	2	0	1	24	9	34	4	11	23	6	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f86v5.31	f86v5.32	f86v5	f86	T	B	2	0	1	31	10	40	2	8	8	8	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f86v6.41	f86v6.42	f86v6	f86	T	B	2	0	1	41	9	43	9	32	52	10	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f86v6.42	f86v6.43	f86v6	f86	T	B	2	0	1	42	10	38	10	19	43	9	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f88r.30	f88r.31	f88r	f88	P	A	1	0	1	30	7	33	7	24	40	6	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f89r1.6	f89r1.7	f89r1	f89	P	A	1	1	0	6	10	42	10	32	50	1	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f89r1.7	f89r1.8	f89r1	f89	P	A	1	0	1	7	9	41	3	6	19	5	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f9r.1	f9r.2	f9r	f9	H	A	1	1	0	1	10	33	10	30	43	4	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f9v.1	f9v.2	f9v	f9	H	A	1	1	0	1	10	43	8	32	41	11	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f9v.2	f9v.3	f9v	f9	H	A	1	0	1	2	11	36	11	24	50	9	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f93r.2	f93r.3	f93r	f93	H	A	1	0	1	2	11	41	11	39	52	3	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f93r.15	f93r.16	f93r	f93	H	A	1	0	1	15	4	18	4	8	21	3	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f93r.20	f93r.21	f93r	f93	H	A	1	0	1	20	3	12	3	17	17	4	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f93r.30	f93r.31	f93r	f93	H	A	1	0	1	30	3	13	3	11	19	4	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f93r.31	f93r.32	f93r	f93	H	A	1	0	1	31	4	13	4	13	17	3	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f94v.11	f94v.12	f94v	f94	H	B	3	0	1	11	10	37	1	3	3	5	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f95r1.1	f95r1.2	f95r1	f95	H	B	3	1	0	1	9	39	7	16	36	12	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f95r1.2	f95r1.3	f95r1	f95	H	B	3	0	1	2	12	40	12	19	49	4	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f95r1.3	f95r1.4	f95r1	f95	H	B	3	0	1	3	8	35	4	8	26	11	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f95r2.2	f95r2.3	f95r2	f95	H	B	3	0	1	2	10	36	2	4	7	10	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f95r2.3	f95r2.4	f95r2	f95	H	B	3	0	1	3	10	38	10	22	48	2	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f95r2.5	f95r2.6	f95r2	f95	H	B	3	1	0	5	9	40	1	4	4	11	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f95v2.5	f95v2.6	f95v2	f95	H	B	3	0	1	5	9	33	9	25	43	8	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f96r.1	f96r.2	f96r	f96	H	A	1	1	0	1	7	32	7	34	43	5	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f96r.4	f96r.5	f96r	f96	H	A	1	0	1	4	8	28	8	27	37	7	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f96v.11	f96v.12	f96v	f96	H	A	1	0	1	11	4	13	4	14	19	3	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
f99r.30	f99r.31	f99r	f99	P	A	1	0	1	30	9	46	4	18	23	7	POST_ENUMERATION_CORRECTED_ALL_F84_EXCLUDED
