locus	page	physical_folio	section	currier	hand	group_index	token	residual_host	page_host	wrapper	inner_d	local_frame	right_family	b3	record_state	compiler_signature	annotation_certainty	tags
f67v1.3	f67v1	f67	A		4	1	okal	okal	ok	NONE	0	NONE	al	0	AL_STATE	NONE|D0|NONE|al|DY0|B30|AL_STATE	UNHEDGED	NONE
f67v1.3	f67v1	f67	A		4	2	ary	ary	ary	NONE	0	NONE	NONE	0	AR_REFERENCE	NONE|D0|NONE|NONE|DY0|B30|AR_REFERENCE	UNHEDGED	NONE
f67v1.7	f67v1	f67	A		4	1	ykeodar	ykeodar	ykeod	NONE	0	NONE	ar	0	AR_REFERENCE	NONE|D0|NONE|ar|DY0|B30|AR_REFERENCE	UNHEDGED	REL_PROXIMITY
f67v1.9	f67v1	f67	A		4	1	ockhosam	ockhosam	ockhosa	NONE	0	NONE	NONE	1	OTHER	NONE|D0|NONE|NONE|DY0|B31|OTHER	UNHEDGED	NONE
f67v2.19	f67v2	f67	C		4	1	soaiin	oaiin	o	s	0	NONE	aiin	0	ENTRY_STATE	s|D0|NONE|aiin|DY0|B30|ENTRY_STATE	UNHEDGED	REL_PROXIMITY
f67v2.19	f67v2	f67	C		4	2	dalam	alam	ala	d	0	NONE	NONE	1	AL_STATE	d|D0|NONE|NONE|DY0|B31|AL_STATE	UNHEDGED	REL_PROXIMITY
f67v2.2	f67v2	f67	C		4	1	otararain	otararain	otarar	NONE	0	NONE	ain	0	OT_AR_LOCAL	NONE|D0|NONE|ain|DY0|B30|OT_AR_LOCAL	UNHEDGED	REL_ENCLOSURE
f68r1.10	f68r1	f68	A		4	1	otcheody	otcheo	cheo	NONE	0	OT	NONE	0	DY_RESOLUTION	NONE|D0|OT|NONE|DY1|B30|DY_RESOLUTION	HEDGED	REL_EXPLICIT_ATTACHMENT;REL_PROXIMITY;STAR_OR_SKY
f68r1.11	f68r1	f68	A		4	1	okoaly	okoaly	okoaly	NONE	0	NONE	NONE	0	AL_STATE	NONE|D0|NONE|NONE|DY0|B30|AL_STATE	UNHEDGED	REL_EXPLICIT_ATTACHMENT;STAR_OR_SKY
f68r1.13	f68r1	f68	A		4	1	octhey	octhey	octhey	NONE	0	NONE	NONE	0	OTHER	NONE|D0|NONE|NONE|DY0|B30|OTHER	UNHEDGED	REL_EXPLICIT_ATTACHMENT;STAR_OR_SKY
f68r1.15	f68r1	f68	A		4	1	otydy	oty	y	NONE	0	OT	NONE	0	DY_RESOLUTION	NONE|D0|OT|NONE|DY1|B30|DY_RESOLUTION	UNHEDGED	REL_EXPLICIT_ATTACHMENT;STAR_OR_SKY
f68r1.17	f68r1	f68	A		4	1	cphocthy	cphocthy	cphocthy	NONE	0	NONE	NONE	0	OTHER	NONE|D0|NONE|NONE|DY0|B30|OTHER	UNHEDGED	REL_EXPLICIT_ATTACHMENT;STAR_OR_SKY
f68r1.18	f68r1	f68	A		4	1	ytchody	ytcho	ytcho	NONE	0	NONE	NONE	0	DY_RESOLUTION	NONE|D0|NONE|NONE|DY1|B30|DY_RESOLUTION	UNHEDGED	REL_EXPLICIT_ATTACHMENT;REL_PROXIMITY;STAR_OR_SKY
f68r1.19	f68r1	f68	A		4	1	otys	otys	otys	NONE	0	NONE	NONE	0	OTHER	NONE|D0|NONE|NONE|DY0|B30|OTHER	HEDGED	REL_EXPLICIT_ATTACHMENT;REL_PROXIMITY;STAR_OR_SKY
f68r1.20	f68r1	f68	A		4	1	olor	olor	olor	NONE	0	NONE	NONE	0	OL_STATE	NONE|D0|NONE|NONE|DY0|B30|OL_STATE	UNHEDGED	REL_EXPLICIT_ATTACHMENT;STAR_OR_SKY
f68r1.21	f68r1	f68	A		4	1	ockhy	ockhy	ockhy	NONE	0	NONE	NONE	0	OTHER	NONE|D0|NONE|NONE|DY0|B30|OTHER	UNHEDGED	REL_EXPLICIT_ATTACHMENT;STAR_OR_SKY
f68r1.22	f68r1	f68	A		4	1	ofcheor	ofcheor	ofcheor	NONE	0	NONE	NONE	0	OTHER	NONE|D0|NONE|NONE|DY0|B30|OTHER	UNHEDGED	REL_EXPLICIT_ATTACHMENT;REL_PROXIMITY;STAR_OR_SKY
f68r1.24	f68r1	f68	A		4	1	otykchs	otykchs	otykchs	NONE	0	NONE	NONE	0	OTHER	NONE|D0|NONE|NONE|DY0|B30|OTHER	UNHEDGED	REL_EXPLICIT_ATTACHMENT;REL_PROXIMITY;STAR_OR_SKY
f68r1.25	f68r1	f68	A		4	1	otol	otol	ol	NONE	0	OT	NONE	0	OT_OL_LOCAL	NONE|D0|OT|NONE|DY0|B30|OT_OL_LOCAL	UNHEDGED	REL_EXPLICIT_ATTACHMENT;REL_PROXIMITY;STAR_OR_SKY
f68r1.26	f68r1	f68	A		4	1	otor	otor	or	NONE	0	OT	NONE	0	OTHER	NONE|D0|OT|NONE|DY0|B30|OTHER	UNHEDGED	REL_EXPLICIT_ATTACHMENT;REL_PROXIMITY;STAR_OR_SKY
f68r1.27	f68r1	f68	A		4	1	oiinar	oiinar	oiin	NONE	0	NONE	ar	0	AR_REFERENCE	NONE|D0|NONE|ar|DY0|B30|AR_REFERENCE	UNHEDGED	REL_EXPLICIT_ATTACHMENT;STAR_OR_SKY
f68r1.28	f68r1	f68	A		4	1	okoldy	okol	okol	NONE	0	NONE	NONE	0	DY_RESOLUTION	NONE|D0|NONE|NONE|DY1|B30|DY_RESOLUTION	UNHEDGED	REL_EXPLICIT_ATTACHMENT;STAR_OR_SKY
f68r1.29	f68r1	f68	A		4	1	ykchdy	ykch	ykch	NONE	0	NONE	NONE	0	DY_RESOLUTION	NONE|D0|NONE|NONE|DY1|B30|DY_RESOLUTION	UNHEDGED	REL_EXPLICIT_ATTACHMENT;REL_PROXIMITY;STAR_OR_SKY
f68r1.3	f68r1	f68	A		4	1	ykor	ykor	ykor	NONE	0	NONE	NONE	0	OTHER	NONE|D0|NONE|NONE|DY0|B30|OTHER	HEDGED	PLANT;REL_OVERLAP_OR_CONTACT
f68r1.3	f68r1	f68	A		4	2	shey	ey	ey	sh	0	NONE	NONE	0	CARRIER_STATE	sh|D0|NONE|NONE|DY0|B30|CARRIER_STATE	HEDGED	PLANT;REL_OVERLAP_OR_CONTACT
f68r1.3	f68r1	f68	A		4	3	qocheey	ocheey	cheey	q	0	O	NONE	0	Q_OUTER_STATE	q|D0|O|NONE|DY0|B30|Q_OUTER_STATE	HEDGED	PLANT;REL_OVERLAP_OR_CONTACT
f68r1.3	f68r1	f68	A		4	4	chokal	okal	ok	ch	0	NONE	al	0	AL_STATE	ch|D0|NONE|al|DY0|B30|AL_STATE	HEDGED	PLANT;REL_OVERLAP_OR_CONTACT
f68r1.3	f68r1	f68	A		4	5	okeey	okeey	okeey	NONE	0	NONE	NONE	0	OTHER	NONE|D0|NONE|NONE|DY0|B30|OTHER	HEDGED	PLANT;REL_OVERLAP_OR_CONTACT
f68r1.3	f68r1	f68	A		4	6	ror	ror	ror	NONE	0	NONE	NONE	0	OTHER	NONE|D0|NONE|NONE|DY0|B30|OTHER	HEDGED	PLANT;REL_OVERLAP_OR_CONTACT
f68r1.3	f68r1	f68	A		4	8	daram	aram	ara	d	0	NONE	NONE	1	AR_REFERENCE	d|D0|NONE|NONE|DY0|B31|AR_REFERENCE	HEDGED	PLANT;REL_OVERLAP_OR_CONTACT
f68r1.31	f68r1	f68	A		4	1	ocphy	ocphy	ocphy	NONE	0	NONE	NONE	0	OTHER	NONE|D0|NONE|NONE|DY0|B30|OTHER	UNHEDGED	REL_EXPLICIT_ATTACHMENT;REL_PROXIMITY;STAR_OR_SKY
f68r1.32	f68r1	f68	A		4	1	okeeodal	okeeodal	okeeod	NONE	0	NONE	al	0	AL_STATE	NONE|D0|NONE|al|DY0|B30|AL_STATE	UNHEDGED	REL_EXPLICIT_ATTACHMENT;REL_PROXIMITY;STAR_OR_SKY
f68r1.33	f68r1	f68	A		4	1	okshor	okshor	okshor	NONE	0	NONE	NONE	0	OTHER	NONE|D0|NONE|NONE|DY0|B30|OTHER	UNHEDGED	REL_EXPLICIT_ATTACHMENT;STAR_OR_SKY
f68r1.35	f68r1	f68	A		4	1	otochedy	otoche	otoche	NONE	0	NONE	NONE	0	DY_RESOLUTION	NONE|D0|NONE|NONE|DY1|B30|DY_RESOLUTION	UNHEDGED	REL_EXPLICIT_ATTACHMENT;REL_PROXIMITY;STAR_OR_SKY
f68r1.36	f68r1	f68	A		4	1	dolchedy	olche	olche	d	0	NONE	NONE	0	DY_RESOLUTION	d|D0|NONE|NONE|DY1|B30|DY_RESOLUTION	UNHEDGED	REL_EXPLICIT_ATTACHMENT;REL_PROXIMITY;STAR_OR_SKY
f68r1.5	f68r1	f68	A		4	1	yky	yky	yky	NONE	0	NONE	NONE	0	OTHER	NONE|D0|NONE|NONE|DY0|B30|OTHER	UNHEDGED	REL_ENCLOSURE;REL_PROXIMITY;STAR_OR_SKY
f68r1.6	f68r1	f68	A		4	1	dary	ary	ary	d	0	NONE	NONE	0	AR_REFERENCE	d|D0|NONE|NONE|DY0|B30|AR_REFERENCE	UNHEDGED	REL_ENCLOSURE;REL_PROXIMITY;STAR_OR_SKY
f68r1.7	f68r1	f68	A		4	1	chkchykoly	kchykoly	kchykoly	ch	0	NONE	NONE	0	OL_STATE	ch|D0|NONE|NONE|DY0|B30|OL_STATE	UNHEDGED	REL_ENCLOSURE;REL_PROXIMITY;STAR_OR_SKY
f68r1.9	f68r1	f68	A		4	1	odchecthy	odchecthy	odchecthy	NONE	0	NONE	NONE	0	OTHER	NONE|D0|NONE|NONE|DY0|B30|OTHER	UNHEDGED	REL_EXPLICIT_ATTACHMENT;REL_PROXIMITY;STAR_OR_SKY
f68r2.10	f68r2	f68	A		4	1	ochory	ochory	ochory	NONE	0	NONE	NONE	0	OTHER	NONE|D0|NONE|NONE|DY0|B30|OTHER	UNHEDGED	REL_ENCLOSURE;REL_EXPLICIT_ATTACHMENT;STAR_OR_SKY
f68r2.11	f68r2	f68	A		4	1	shdar	dar	d	sh	0	NONE	ar	0	AR_REFERENCE	sh|D0|NONE|ar|DY0|B30|AR_REFERENCE	UNHEDGED	REL_ENCLOSURE;REL_EXPLICIT_ATTACHMENT;STAR_OR_SKY
f68r2.12	f68r2	f68	A		4	1	dchol	chol	chol	d	0	NONE	NONE	0	OL_STATE	d|D0|NONE|NONE|DY0|B30|OL_STATE	UNHEDGED	REL_ENCLOSURE;REL_EXPLICIT_ATTACHMENT;STAR_OR_SKY
f68r2.13	f68r2	f68	A		4	1	todaraiily	odaraiily	odaraiily	t	0	NONE	NONE	0	AR_REFERENCE	t|D0|NONE|NONE|DY0|B30|AR_REFERENCE	HEDGED	REL_ENCLOSURE;REL_EXPLICIT_ATTACHMENT;STAR_OR_SKY
f68r2.14	f68r2	f68	A		4	1	olcheesey	olcheesey	olcheesey	NONE	0	NONE	NONE	0	OL_STATE	NONE|D0|NONE|NONE|DY0|B30|OL_STATE	UNHEDGED	REL_ENCLOSURE;REL_EXPLICIT_ATTACHMENT;STAR_OR_SKY
f68r2.15	f68r2	f68	A		4	1	okchor	okchor	okchor	NONE	0	NONE	NONE	0	OTHER	NONE|D0|NONE|NONE|DY0|B30|OTHER	UNHEDGED	REL_ENCLOSURE;REL_EXPLICIT_ATTACHMENT;STAR_OR_SKY
f68r2.16	f68r2	f68	A		4	1	oteool	oteool	oteool	NONE	0	NONE	NONE	0	OL_STATE	NONE|D0|NONE|NONE|DY0|B30|OL_STATE	UNHEDGED	REL_ENCLOSURE;REL_EXPLICIT_ATTACHMENT;STAR_OR_SKY
f68r2.19	f68r2	f68	A		4	1	cholar	olar	l	ch	0	O	ar	0	AR_REFERENCE	ch|D0|O|ar|DY0|B30|AR_REFERENCE	UNHEDGED	REL_ENCLOSURE;REL_EXPLICIT_ATTACHMENT;STAR_OR_SKY
f68r2.20	f68r2	f68	A		4	1	dcheoldy	cheol	cheol	d	0	NONE	NONE	0	DY_RESOLUTION	d|D0|NONE|NONE|DY1|B30|DY_RESOLUTION	HEDGED	REL_ENCLOSURE;REL_EXPLICIT_ATTACHMENT;STAR_OR_SKY
f68r2.24	f68r2	f68	A		4	1	otcheodar	otcheodar	cheod	NONE	0	OT	ar	0	AR_REFERENCE	NONE|D0|OT|ar|DY0|B30|AR_REFERENCE	HEDGED	REL_ENCLOSURE;REL_EXPLICIT_ATTACHMENT;STAR_OR_SKY
f68r2.25	f68r2	f68	A		4	1	odair	odair	d	NONE	0	O	air	0	OTHER	NONE|D0|O|air|DY0|B30|OTHER	UNHEDGED	REL_ENCLOSURE;REL_EXPLICIT_ATTACHMENT;STAR_OR_SKY
f68r2.25	f68r2	f68	A		4	2	chol	ol	l	ch	0	O	NONE	0	OL_STATE	ch|D0|O|NONE|DY0|B30|OL_STATE	UNHEDGED	REL_ENCLOSURE;REL_EXPLICIT_ATTACHMENT;STAR_OR_SKY
f68r2.26	f68r2	f68	A		4	1	opocphor	opocphor	opocphor	NONE	0	NONE	NONE	0	OTHER	NONE|D0|NONE|NONE|DY0|B30|OTHER	UNHEDGED	REL_ENCLOSURE;REL_EXPLICIT_ATTACHMENT;REL_PROXIMITY;STAR_OR_SKY
f68r2.27	f68r2	f68	A		4	1	otoshol	otoshol	otoshol	NONE	0	NONE	NONE	0	OL_STATE	NONE|D0|NONE|NONE|DY0|B30|OL_STATE	UNHEDGED	REL_ENCLOSURE;REL_EXPLICIT_ATTACHMENT;STAR_OR_SKY
f68r2.28	f68r2	f68	A		4	1	chodar	odar	d	ch	0	O	ar	0	AR_REFERENCE	ch|D0|O|ar|DY0|B30|AR_REFERENCE	HEDGED	REL_ENCLOSURE;REL_EXPLICIT_ATTACHMENT;STAR_OR_SKY
f68r2.8	f68r2	f68	A		4	1	cheorol	orol	orol	che	0	NONE	NONE	0	OL_STATE	che|D0|NONE|NONE|DY0|B30|OL_STATE	UNHEDGED	REL_ENCLOSURE;REL_EXPLICIT_ATTACHMENT;STAR_OR_SKY
f68r2.9	f68r2	f68	A		4	1	odaiin	odaiin	d	NONE	0	O	aiin	0	OTHER	NONE|D0|O|aiin|DY0|B30|OTHER	UNHEDGED	REL_ENCLOSURE;REL_EXPLICIT_ATTACHMENT;STAR_OR_SKY
f68r3.12	f68r3	f68	A		4	1	oalcheol	oalcheol	oalcheol	NONE	0	NONE	NONE	0	O_AL_LOCAL	NONE|D0|NONE|NONE|DY0|B30|O_AL_LOCAL	HEDGED	REL_EXPLICIT_ATTACHMENT;REL_PROXIMITY;STAR_OR_SKY
f68r3.13	f68r3	f68	A		4	1	okos	okos	okos	NONE	0	NONE	NONE	0	OTHER	NONE|D0|NONE|NONE|DY0|B30|OTHER	UNHEDGED	REL_EXPLICIT_ATTACHMENT;STAR_OR_SKY
f68r3.17	f68r3	f68	A		4	1	okolchy	okolchy	okolchy	NONE	0	NONE	NONE	0	OL_STATE	NONE|D0|NONE|NONE|DY0|B30|OL_STATE	UNHEDGED	REL_EXPLICIT_ATTACHMENT;REL_PROXIMITY;STAR_OR_SKY
f68r3.18	f68r3	f68	A		4	1	o	o	o	NONE	0	NONE	NONE	0	OTHER	NONE|D0|NONE|NONE|DY0|B30|OTHER	UNHEDGED	REL_EXPLICIT_ATTACHMENT;REL_PROXIMITY;STAR_OR_SKY
f68r3.18	f68r3	f68	A		4	2	cthyd	cthyd	cthyd	NONE	0	NONE	NONE	0	OTHER	NONE|D0|NONE|NONE|DY0|B30|OTHER	UNHEDGED	REL_EXPLICIT_ATTACHMENT;REL_PROXIMITY;STAR_OR_SKY
f68r3.20	f68r3	f68	A		4	1	darall	arall	arall	d	0	NONE	NONE	0	AR_REFERENCE	d|D0|NONE|NONE|DY0|B30|AR_REFERENCE	UNHEDGED	REL_EXPLICIT_ATTACHMENT;STAR_OR_SKY
f68v2.10	f68v2	f68	A		4	1	socths	ocths	ocths	s	0	NONE	NONE	0	ENTRY_STATE	s|D0|NONE|NONE|DY0|B30|ENTRY_STATE	UNHEDGED	STAR_OR_SKY
f68v2.10	f68v2	f68	A		4	2	chety	ty	ty	che	0	NONE	NONE	0	CARRIER_STATE	che|D0|NONE|NONE|DY0|B30|CARRIER_STATE	UNHEDGED	STAR_OR_SKY
f68v2.11	f68v2	f68	A		4	1	oteoys	oteoys	oteoys	NONE	0	NONE	NONE	0	OTHER	NONE|D0|NONE|NONE|DY0|B30|OTHER	UNHEDGED	REL_PROXIMITY;STAR_OR_SKY
f68v2.12	f68v2	f68	A		4	1	yteody	yteo	yteo	NONE	0	NONE	NONE	0	DY_RESOLUTION	NONE|D0|NONE|NONE|DY1|B30|DY_RESOLUTION	UNHEDGED	STAR_OR_SKY
f68v2.12	f68v2	f68	A		4	2	chetey	tey	tey	che	0	NONE	NONE	0	CARRIER_STATE	che|D0|NONE|NONE|DY0|B30|CARRIER_STATE	UNHEDGED	STAR_OR_SKY
f68v2.13	f68v2	f68	A		4	2	alamchy	alamchy	alamchy	NONE	0	NONE	NONE	0	AL_STATE	NONE|D0|NONE|NONE|DY0|B30|AL_STATE	UNHEDGED	STAR_OR_SKY
f68v2.14	f68v2	f68	A		4	1	otchdy	otch	ch	NONE	0	OT	NONE	0	DY_RESOLUTION	NONE|D0|OT|NONE|DY1|B30|DY_RESOLUTION	UNHEDGED	REL_PROXIMITY;STAR_OR_SKY
f68v2.14	f68v2	f68	A		4	2	chetal	tal	t	che	0	NONE	al	0	AL_STATE	che|D0|NONE|al|DY0|B30|AL_STATE	UNHEDGED	REL_PROXIMITY;STAR_OR_SKY
f68v2.16	f68v2	f68	A		4	1	dchedal	chedal	ched	d	0	NONE	al	0	AL_STATE	d|D0|NONE|al|DY0|B30|AL_STATE	UNHEDGED	STAR_OR_SKY
f68v2.16	f68v2	f68	A		4	2	daiin	aiin	aiin	d	0	NONE	NONE	0	ENTRY_STATE	d|D0|NONE|NONE|DY0|B30|ENTRY_STATE	UNHEDGED	STAR_OR_SKY
f68v2.17	f68v2	f68	A		4	1	ykeeepol	ykeeepol	ykeeepol	NONE	0	NONE	NONE	0	OL_STATE	NONE|D0|NONE|NONE|DY0|B30|OL_STATE	UNHEDGED	REL_PROXIMITY;STAR_OR_SKY
f68v2.17	f68v2	f68	A		4	2	ypchy	ypchy	ypchy	NONE	0	NONE	NONE	0	OTHER	NONE|D0|NONE|NONE|DY0|B30|OTHER	UNHEDGED	REL_PROXIMITY;STAR_OR_SKY
f68v2.18	f68v2	f68	A		4	1	choteey	oteey	eey	ch	0	OT	NONE	0	CARRIER_STATE	ch|D0|OT|NONE|DY0|B30|CARRIER_STATE	UNHEDGED	STAR_OR_SKY
f68v2.7	f68v2	f68	A		4	1	otey	otey	otey	NONE	0	NONE	NONE	0	OTHER	NONE|D0|NONE|NONE|DY0|B30|OTHER	UNHEDGED	STAR_OR_SKY
f68v2.7	f68v2	f68	A		4	2	dalar	alar	al	d	0	NONE	ar	0	AR_REFERENCE	d|D0|NONE|ar|DY0|B30|AR_REFERENCE	UNHEDGED	STAR_OR_SKY
f68v2.8	f68v2	f68	A		4	1	otosey	otosey	otosey	NONE	0	NONE	NONE	0	OTHER	NONE|D0|NONE|NONE|DY0|B30|OTHER	UNHEDGED	REL_PROXIMITY;STAR_OR_SKY
f68v2.8	f68v2	f68	A		4	2	sary	ary	ary	s	0	NONE	NONE	0	AR_REFERENCE	s|D0|NONE|NONE|DY0|B30|AR_REFERENCE	UNHEDGED	REL_PROXIMITY;STAR_OR_SKY
f68v2.9	f68v2	f68	A		4	2	ar	ar	ar	NONE	0	NONE	NONE	0	AR_REFERENCE	NONE|D0|NONE|NONE|DY0|B30|AR_REFERENCE	UNHEDGED	STAR_OR_SKY
f68v2.9	f68v2	f68	A		4	3	shy	y	y	sh	0	NONE	NONE	0	CARRIER_STATE	sh|D0|NONE|NONE|DY0|B30|CARRIER_STATE	UNHEDGED	STAR_OR_SKY
f68v3.16	f68v3	f68	C		4	1	opcholdg	opcholdg	opcholdg	NONE	0	NONE	NONE	0	OL_STATE	NONE|D0|NONE|NONE|DY0|B30|OL_STATE	UNHEDGED	REL_ENCLOSURE
f69r.21	f69r	f69	C		4	1	chodchy	odchy	odchy	ch	0	NONE	NONE	0	CARRIER_STATE	ch|D0|NONE|NONE|DY0|B30|CARRIER_STATE	UNHEDGED	PLANT;REL_PROXIMITY
f69r.21	f69r	f69	C		4	2	chotal	otal	ot	ch	0	NONE	al	0	OT_AL_LOCAL	ch|D0|NONE|al|DY0|B30|OT_AL_LOCAL	UNHEDGED	PLANT;REL_PROXIMITY
f69r.22	f69r	f69	C		4	1	okeo	okeo	okeo	NONE	0	NONE	NONE	0	OTHER	NONE|D0|NONE|NONE|DY0|B30|OTHER	UNHEDGED	PLANT;REL_PROXIMITY
f69r.22	f69r	f69	C		4	2	sho	o	o	sh	0	NONE	NONE	0	CARRIER_STATE	sh|D0|NONE|NONE|DY0|B30|CARRIER_STATE	UNHEDGED	PLANT;REL_PROXIMITY
f69r.22	f69r	f69	C		4	3	qotam	otam	a	q	0	OT	NONE	1	Q_OUTER_STATE	q|D0|OT|NONE|DY0|B31|Q_OUTER_STATE	UNHEDGED	PLANT;REL_PROXIMITY
f69r.23	f69r	f69	C		4	1	okeodar	okeodar	okeod	NONE	0	NONE	ar	0	AR_REFERENCE	NONE|D0|NONE|ar|DY0|B30|AR_REFERENCE	UNHEDGED	PLANT;REL_PROXIMITY
f69r.23	f69r	f69	C		4	2	oteody	oteo	eo	NONE	0	OT	NONE	0	DY_RESOLUTION	NONE|D0|OT|NONE|DY1|B30|DY_RESOLUTION	UNHEDGED	PLANT;REL_PROXIMITY
f69r.24	f69r	f69	C		4	1	ykeeos	ykeeos	ykeeos	NONE	0	NONE	NONE	0	OTHER	NONE|D0|NONE|NONE|DY0|B30|OTHER	UNHEDGED	PLANT;REL_PROXIMITY
f69r.25	f69r	f69	C		4	1	ykeey	ykeey	ykeey	NONE	0	NONE	NONE	0	OTHER	NONE|D0|NONE|NONE|DY0|B30|OTHER	UNHEDGED	PLANT;REL_PROXIMITY
f69r.25	f69r	f69	C		4	2	dal	al	al	d	0	NONE	NONE	0	AL_STATE	d|D0|NONE|NONE|DY0|B30|AL_STATE	UNHEDGED	PLANT;REL_PROXIMITY
f69r.25	f69r	f69	C		4	3	oky	oky	oky	NONE	0	NONE	NONE	0	OTHER	NONE|D0|NONE|NONE|DY0|B30|OTHER	UNHEDGED	PLANT;REL_PROXIMITY
f69r.26	f69r	f69	C		4	1	doly	oly	oly	d	0	NONE	NONE	0	OL_STATE	d|D0|NONE|NONE|DY0|B30|OL_STATE	UNHEDGED	PLANT;REL_PROXIMITY
f69r.26	f69r	f69	C		4	2	dal	al	al	d	0	NONE	NONE	0	AL_STATE	d|D0|NONE|NONE|DY0|B30|AL_STATE	UNHEDGED	PLANT;REL_PROXIMITY
f69r.26	f69r	f69	C		4	3	dar	ar	ar	d	0	NONE	NONE	0	AR_REFERENCE	d|D0|NONE|NONE|DY0|B30|AR_REFERENCE	UNHEDGED	PLANT;REL_PROXIMITY
f69r.26	f69r	f69	C		4	4	chyky	yky	yky	ch	0	NONE	NONE	0	CARRIER_STATE	ch|D0|NONE|NONE|DY0|B30|CARRIER_STATE	UNHEDGED	PLANT;REL_PROXIMITY
f69r.27	f69r	f69	C		4	1	okchol	okchol	okchol	NONE	0	NONE	NONE	0	OL_STATE	NONE|D0|NONE|NONE|DY0|B30|OL_STATE	UNHEDGED	PLANT;REL_PROXIMITY
f69r.27	f69r	f69	C		4	2	qokol	okol	okol	q	0	NONE	NONE	0	OL_STATE	q|D0|NONE|NONE|DY0|B30|OL_STATE	UNHEDGED	PLANT;REL_PROXIMITY
f69r.28	f69r	f69	C		4	1	ykechody	ykecho	ykecho	NONE	0	NONE	NONE	0	DY_RESOLUTION	NONE|D0|NONE|NONE|DY1|B30|DY_RESOLUTION	UNHEDGED	PLANT;REL_PROXIMITY
f69r.28	f69r	f69	C		4	2	otar	otar	ot	NONE	0	NONE	ar	0	OT_AR_LOCAL	NONE|D0|NONE|ar|DY0|B30|OT_AR_LOCAL	UNHEDGED	PLANT;REL_PROXIMITY
f69r.29	f69r	f69	C		4	1	dary	ary	ary	d	0	NONE	NONE	0	AR_REFERENCE	d|D0|NONE|NONE|DY0|B30|AR_REFERENCE	UNHEDGED	PLANT;REL_PROXIMITY
f69r.29	f69r	f69	C		4	2	dar	ar	ar	d	0	NONE	NONE	0	AR_REFERENCE	d|D0|NONE|NONE|DY0|B30|AR_REFERENCE	UNHEDGED	PLANT;REL_PROXIMITY
f69r.29	f69r	f69	C		4	3	aloly	aloly	aloly	NONE	0	NONE	NONE	0	AL_STATE	NONE|D0|NONE|NONE|DY0|B30|AL_STATE	UNHEDGED	PLANT;REL_PROXIMITY
f69r.30	f69r	f69	C		4	2	okar	okar	ok	NONE	0	NONE	ar	0	AR_REFERENCE	NONE|D0|NONE|ar|DY0|B30|AR_REFERENCE	UNHEDGED	PLANT;REL_PROXIMITY
f69r.30	f69r	f69	C		4	3	ar	ar	ar	NONE	0	NONE	NONE	0	AR_REFERENCE	NONE|D0|NONE|NONE|DY0|B30|AR_REFERENCE	UNHEDGED	PLANT;REL_PROXIMITY
f69r.34	f69r	f69	C		4	1	sol	ol	l	s	0	O	NONE	0	OL_STATE	s|D0|O|NONE|DY0|B30|OL_STATE	UNHEDGED	PLANT;REL_PROXIMITY
f69r.34	f69r	f69	C		4	2	aiir	aiir	aiir	NONE	0	NONE	NONE	0	OTHER	NONE|D0|NONE|NONE|DY0|B30|OTHER	UNHEDGED	PLANT;REL_PROXIMITY
f69r.34	f69r	f69	C		4	3	okeytam	okeytam	okeyta	NONE	0	NONE	NONE	1	OTHER	NONE|D0|NONE|NONE|DY0|B31|OTHER	UNHEDGED	PLANT;REL_PROXIMITY
f69r.35	f69r	f69	C		4	1	okeos	okeos	okeos	NONE	0	NONE	NONE	0	OTHER	NONE|D0|NONE|NONE|DY0|B30|OTHER	UNHEDGED	PLANT;REL_PROXIMITY
f69r.35	f69r	f69	C		4	2	ar	ar	ar	NONE	0	NONE	NONE	0	AR_REFERENCE	NONE|D0|NONE|NONE|DY0|B30|AR_REFERENCE	UNHEDGED	PLANT;REL_PROXIMITY
f69r.36	f69r	f69	C		4	1	docheeo	ocheeo	ocheeo	d	0	NONE	NONE	0	ENTRY_STATE	d|D0|NONE|NONE|DY0|B30|ENTRY_STATE	UNHEDGED	PLANT;REL_PROXIMITY
f69r.36	f69r	f69	C		4	2	kody	ko	ko	NONE	0	NONE	NONE	0	DY_RESOLUTION	NONE|D0|NONE|NONE|DY1|B30|DY_RESOLUTION	UNHEDGED	PLANT;REL_PROXIMITY
f69r.36	f69r	f69	C		4	3	sar	ar	ar	s	0	NONE	NONE	0	AR_REFERENCE	s|D0|NONE|NONE|DY0|B30|AR_REFERENCE	UNHEDGED	PLANT;REL_PROXIMITY
f69r.37	f69r	f69	C		4	1	dchokey	chokey	chokey	d	0	NONE	NONE	0	ENTRY_STATE	d|D0|NONE|NONE|DY0|B30|ENTRY_STATE	UNHEDGED	PLANT;REL_PROXIMITY
f69r.39	f69r	f69	C		4	2	al	al	al	NONE	0	NONE	NONE	0	AL_STATE	NONE|D0|NONE|NONE|DY0|B30|AL_STATE	UNHEDGED	PLANT;REL_PROXIMITY
f69r.39	f69r	f69	C		4	3	okody	oko	oko	NONE	0	NONE	NONE	0	DY_RESOLUTION	NONE|D0|NONE|NONE|DY1|B30|DY_RESOLUTION	UNHEDGED	PLANT;REL_PROXIMITY
f69r.39	f69r	f69	C		4	4	otedy	ote	e	NONE	0	OT	NONE	0	DY_RESOLUTION	NONE|D0|OT|NONE|DY1|B30|DY_RESOLUTION	UNHEDGED	PLANT;REL_PROXIMITY
