page_host	event_count	physical_folio_count	opener_like_count	operation_like_count	ingredient_like_count	tool_like_count	closer_like_count	dominant_role_like	dominant_purity	role_entropy_bits	instruction_clause_like_count	short_argument_like_count	record_closer_like_count	unresolved_edge_class_count	dominant_abstract_role_like	dominant_abstract_purity	atlas_state
keshed	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
keso	1	1	1	0	0	0	0	OPENER	1.000000000	-0.000000000	0	0	0	1	UNRESOLVED_EDGE_CLASS	1.000000000	DESCRIPTIVE_LOW_CAPACITY
ko	2	2	0	1	1	0	0	OPERATION	0.500000000	1.000000000	1	1	0	0	INSTRUCTION_CLAUSE_LIKE	0.500000000	DESCRIPTIVE_LOW_CAPACITY
kodeey	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
kotchy	1	1	0	0	1	0	0	INGREDIENT	1.000000000	-0.000000000	0	1	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
kshed	1	1	1	0	0	0	0	OPENER	1.000000000	-0.000000000	0	0	0	1	UNRESOLVED_EDGE_CLASS	1.000000000	DESCRIPTIVE_LOW_CAPACITY
ksheoary	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
kshor	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
ky	1	1	0	0	1	0	0	INGREDIENT	1.000000000	-0.000000000	0	1	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
l	36	8	1	19	13	0	3	OPERATION	0.527777778	1.459613152	19	13	3	1	INSTRUCTION_CLAUSE_LIKE	0.527777778	CROSS_FOLIO_REPEATED
laiiin	2	2	0	2	0	0	0	OPERATION	1.000000000	-0.000000000	2	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
lch	1	1	0	0	1	0	0	INGREDIENT	1.000000000	-0.000000000	0	1	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
lchd	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
lche	2	2	0	0	2	0	0	INGREDIENT	1.000000000	-0.000000000	0	2	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
lchealai	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
lched	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
lchedr	1	1	0	0	1	0	0	INGREDIENT	1.000000000	-0.000000000	0	1	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
lchee	1	1	0	0	1	0	0	INGREDIENT	1.000000000	-0.000000000	0	1	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
lcheey	4	4	0	2	0	0	2	OPERATION	0.500000000	1.000000000	2	0	2	0	INSTRUCTION_CLAUSE_LIKE	0.500000000	DESCRIPTIVE_LOW_CAPACITY
lcheo	2	2	0	2	0	0	0	OPERATION	1.000000000	-0.000000000	2	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
lcheod	1	1	0	0	1	0	0	INGREDIENT	1.000000000	-0.000000000	0	1	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
lcheos	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
lchod	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
ld	1	1	0	0	1	0	0	INGREDIENT	1.000000000	-0.000000000	0	1	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
lfche	1	1	0	0	1	0	0	INGREDIENT	1.000000000	-0.000000000	0	1	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
lk	7	3	0	5	2	0	0	OPERATION	0.714285714	0.863120569	5	2	0	0	INSTRUCTION_CLAUSE_LIKE	0.714285714	CROSS_FOLIO_REPEATED
lkch	1	1	0	0	1	0	0	INGREDIENT	1.000000000	-0.000000000	0	1	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
lkche	4	4	0	0	4	0	0	INGREDIENT	1.000000000	-0.000000000	0	4	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
lkcheo	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
lkeches	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
lkechor	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
lked	1	1	0	0	1	0	0	INGREDIENT	1.000000000	-0.000000000	0	1	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
lkee	2	2	0	0	2	0	0	INGREDIENT	1.000000000	-0.000000000	0	2	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
lkeed	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
lkeedas	1	1	0	0	1	0	0	INGREDIENT	1.000000000	-0.000000000	0	1	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
lkeeeo	1	1	0	0	1	0	0	INGREDIENT	1.000000000	-0.000000000	0	1	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
lkeeo	1	1	0	0	1	0	0	INGREDIENT	1.000000000	-0.000000000	0	1	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
lkeesh	1	1	0	0	1	0	0	INGREDIENT	1.000000000	-0.000000000	0	1	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
lkeo	1	1	0	0	1	0	0	INGREDIENT	1.000000000	-0.000000000	0	1	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
lkesh	1	1	0	0	1	0	0	INGREDIENT	1.000000000	-0.000000000	0	1	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
lkl	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
lkshe	2	2	0	0	2	0	0	INGREDIENT	1.000000000	-0.000000000	0	2	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
lksheey	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
lky	1	1	0	0	1	0	0	INGREDIENT	1.000000000	-0.000000000	0	1	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
lls	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
llsan	1	1	0	0	0	0	1	CLOSER	1.000000000	-0.000000000	0	0	1	0	RECORD_CLOSER_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
lodas	1	1	0	0	1	0	0	INGREDIENT	1.000000000	-0.000000000	0	1	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
loiin	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
lol	2	2	0	0	2	0	0	INGREDIENT	1.000000000	-0.000000000	0	2	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
lor	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
loty	1	1	0	0	1	0	0	INGREDIENT	1.000000000	-0.000000000	0	1	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
ls	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
lsheo	1	1	0	0	1	0	0	INGREDIENT	1.000000000	-0.000000000	0	1	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
lshes	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
lte	1	1	0	0	1	0	0	INGREDIENT	1.000000000	-0.000000000	0	1	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
ltee	1	1	0	0	1	0	0	INGREDIENT	1.000000000	-0.000000000	0	1	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
lxor	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
m	1	1	0	0	1	0	0	INGREDIENT	1.000000000	-0.000000000	0	1	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
o	43	8	0	21	18	0	4	OPERATION	0.488372093	1.349582989	21	18	4	0	INSTRUCTION_CLAUSE_LIKE	0.488372093	CROSS_FOLIO_REPEATED
oaiil	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
ocheocthey	1	1	1	0	0	0	0	OPENER	1.000000000	-0.000000000	0	0	0	1	UNRESOLVED_EDGE_CLASS	1.000000000	DESCRIPTIVE_LOW_CAPACITY
ockhe	1	1	0	0	1	0	0	INGREDIENT	1.000000000	-0.000000000	0	1	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
ockhed	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
ockheey	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
ockhey	1	1	0	0	0	0	1	CLOSER	1.000000000	-0.000000000	0	0	1	0	RECORD_CLOSER_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
ockhy	3	2	0	2	1	0	0	OPERATION	0.666666667	0.918295834	2	1	0	0	INSTRUCTION_CLAUSE_LIKE	0.666666667	DESCRIPTIVE_LOW_CAPACITY
ocph	1	1	0	0	1	0	0	INGREDIENT	1.000000000	-0.000000000	0	1	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
ocphe	1	1	0	0	1	0	0	INGREDIENT	1.000000000	-0.000000000	0	1	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
ocphey	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
octh	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
octhe	1	1	0	0	1	0	0	INGREDIENT	1.000000000	-0.000000000	0	1	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
octhhy	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
odaly	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
odee	1	1	0	0	1	0	0	INGREDIENT	1.000000000	-0.000000000	0	1	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
odke	1	1	0	0	1	0	0	INGREDIENT	1.000000000	-0.000000000	0	1	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
odor	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
oeech	1	1	0	0	1	0	0	INGREDIENT	1.000000000	-0.000000000	0	1	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
oeeolchy	1	1	0	0	1	0	0	INGREDIENT	1.000000000	-0.000000000	0	1	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
oeos	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
ofar	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
ofche	2	2	0	0	2	0	0	INGREDIENT	1.000000000	-0.000000000	0	2	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
ofoiir	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
oiiin	2	2	0	2	0	0	0	OPERATION	1.000000000	-0.000000000	2	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
oiin	4	2	0	3	0	0	1	OPERATION	0.750000000	0.811278124	3	0	1	0	INSTRUCTION_CLAUSE_LIKE	0.750000000	DESCRIPTIVE_LOW_CAPACITY
oiir	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
oin	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
ok	87	8	0	52	21	0	14	OPERATION	0.597701149	1.362891770	52	21	14	0	INSTRUCTION_CLAUSE_LIKE	0.597701149	CROSS_FOLIO_REPEATED
oka	7	6	0	0	6	0	1	INGREDIENT	0.857142857	0.591672779	0	6	1	0	SHORT_ARGUMENT_LIKE	0.857142857	CROSS_FOLIO_REPEATED
okai?	1	1	0	0	0	0	1	CLOSER	1.000000000	-0.000000000	0	0	1	0	RECORD_CLOSER_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
okaiir	2	1	0	0	2	0	0	INGREDIENT	1.000000000	-0.000000000	0	2	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
okalch	1	1	0	0	1	0	0	INGREDIENT	1.000000000	-0.000000000	0	1	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
okalsheo	1	1	0	0	1	0	0	INGREDIENT	1.000000000	-0.000000000	0	1	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
okaly	2	2	0	1	0	0	1	OPERATION	0.500000000	1.000000000	1	0	1	0	INSTRUCTION_CLAUSE_LIKE	0.500000000	DESCRIPTIVE_LOW_CAPACITY
okary	2	2	0	1	1	0	0	OPERATION	0.500000000	1.000000000	1	1	0	0	INSTRUCTION_CLAUSE_LIKE	0.500000000	DESCRIPTIVE_LOW_CAPACITY
okch	5	4	0	1	4	0	0	INGREDIENT	0.800000000	0.721928095	1	4	0	0	SHORT_ARGUMENT_LIKE	0.800000000	CROSS_FOLIO_REPEATED
okchd	4	3	0	2	1	0	1	OPERATION	0.500000000	1.500000000	2	1	1	0	INSTRUCTION_CLAUSE_LIKE	0.500000000	DESCRIPTIVE_LOW_CAPACITY
okche	14	5	0	0	14	0	0	INGREDIENT	1.000000000	-0.000000000	0	14	0	0	SHORT_ARGUMENT_LIKE	1.000000000	CROSS_FOLIO_REPEATED
okchechy	1	1	0	0	1	0	0	INGREDIENT	1.000000000	-0.000000000	0	1	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
okcheda	1	1	0	0	1	0	0	INGREDIENT	1.000000000	-0.000000000	0	1	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
okcheey	2	2	0	1	1	0	0	OPERATION	0.500000000	1.000000000	1	1	0	0	INSTRUCTION_CLAUSE_LIKE	0.500000000	DESCRIPTIVE_LOW_CAPACITY
okcheochy	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
okcheod	1	1	0	0	1	0	0	INGREDIENT	1.000000000	-0.000000000	0	1	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
okchey	4	3	0	2	2	0	0	OPERATION	0.500000000	1.000000000	2	2	0	0	INSTRUCTION_CLAUSE_LIKE	0.500000000	DESCRIPTIVE_LOW_CAPACITY
okcho	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
okchy	4	3	0	2	1	0	1	OPERATION	0.500000000	1.500000000	2	1	1	0	INSTRUCTION_CLAUSE_LIKE	0.500000000	DESCRIPTIVE_LOW_CAPACITY
oke	14	7	0	0	14	0	0	INGREDIENT	1.000000000	-0.000000000	0	14	0	0	SHORT_ARGUMENT_LIKE	1.000000000	CROSS_FOLIO_REPEATED
okechey	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
okechy	3	2	0	3	0	0	0	OPERATION	1.000000000	-0.000000000	3	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
oked	4	4	0	4	0	0	0	OPERATION	1.000000000	-0.000000000	4	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
okee	24	8	0	1	23	0	0	INGREDIENT	0.958333333	0.249882293	1	23	0	0	SHORT_ARGUMENT_LIKE	0.958333333	CROSS_FOLIO_REPEATED
okeed	4	3	0	2	1	0	1	OPERATION	0.500000000	1.500000000	2	1	1	0	INSTRUCTION_CLAUSE_LIKE	0.500000000	DESCRIPTIVE_LOW_CAPACITY
okeeddl	1	1	0	0	1	0	0	INGREDIENT	1.000000000	-0.000000000	0	1	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
okeedey	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
okeedo	1	1	0	0	1	0	0	INGREDIENT	1.000000000	-0.000000000	0	1	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
okeee	1	1	0	0	1	0	0	INGREDIENT	1.000000000	-0.000000000	0	1	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
okeeey	4	3	0	2	2	0	0	INGREDIENT	0.500000000	1.000000000	2	2	0	0	SHORT_ARGUMENT_LIKE	0.500000000	DESCRIPTIVE_LOW_CAPACITY
okeeo	10	3	0	5	5	0	0	INGREDIENT	0.500000000	1.000000000	5	5	0	0	SHORT_ARGUMENT_LIKE	0.500000000	CROSS_FOLIO_REPEATED
okeeod	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
okeeolkcheey	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
okeeor	2	2	0	2	0	0	0	OPERATION	1.000000000	-0.000000000	2	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
okeey	20	7	0	10	7	0	3	OPERATION	0.500000000	1.440645450	10	7	3	0	INSTRUCTION_CLAUSE_LIKE	0.500000000	CROSS_FOLIO_REPEATED
okeeytee	1	1	0	0	1	0	0	INGREDIENT	1.000000000	-0.000000000	0	1	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
okeo	2	2	0	0	2	0	0	INGREDIENT	1.000000000	-0.000000000	0	2	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
okeol	4	4	0	1	3	0	0	INGREDIENT	0.750000000	0.811278124	1	3	0	0	SHORT_ARGUMENT_LIKE	0.750000000	DESCRIPTIVE_LOW_CAPACITY
okeshe	1	1	0	0	1	0	0	INGREDIENT	1.000000000	-0.000000000	0	1	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
okey	3	3	0	2	1	0	0	OPERATION	0.666666667	0.918295834	2	1	0	0	INSTRUCTION_CLAUSE_LIKE	0.666666667	DESCRIPTIVE_LOW_CAPACITY
okiin	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
okl	1	1	0	0	1	0	0	INGREDIENT	1.000000000	-0.000000000	0	1	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
okod	2	2	0	2	0	0	0	OPERATION	1.000000000	-0.000000000	2	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
okoeey	2	2	0	2	0	0	0	OPERATION	1.000000000	-0.000000000	2	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
okohy	1	1	0	0	1	0	0	INGREDIENT	1.000000000	-0.000000000	0	1	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
okol	5	3	0	4	1	0	0	OPERATION	0.800000000	0.721928095	4	1	0	0	INSTRUCTION_CLAUSE_LIKE	0.800000000	CROSS_FOLIO_REPEATED
okolkch	1	1	0	0	1	0	0	INGREDIENT	1.000000000	-0.000000000	0	1	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
okolky	1	1	0	0	0	0	1	CLOSER	1.000000000	-0.000000000	0	0	1	0	RECORD_CLOSER_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
okor	7	4	0	3	4	0	0	INGREDIENT	0.571428571	0.985228136	3	4	0	0	SHORT_ARGUMENT_LIKE	0.571428571	CROSS_FOLIO_REPEATED
okshe	1	1	0	0	1	0	0	INGREDIENT	1.000000000	-0.000000000	0	1	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
okshed	1	1	0	0	1	0	0	INGREDIENT	1.000000000	-0.000000000	0	1	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
oky	4	3	0	1	3	0	0	INGREDIENT	0.750000000	0.811278124	1	3	0	0	SHORT_ARGUMENT_LIKE	0.750000000	DESCRIPTIVE_LOW_CAPACITY
ol	8	6	0	3	5	0	0	INGREDIENT	0.625000000	0.954434003	3	5	0	0	SHORT_ARGUMENT_LIKE	0.625000000	CROSS_FOLIO_REPEATED
olche	4	3	0	0	4	0	0	INGREDIENT	1.000000000	-0.000000000	0	4	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
olched	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
olchee	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
olcheol	1	1	0	1	0	0	0	OPERATION	1.000000000	-0.000000000	1	0	0	0	INSTRUCTION_CLAUSE_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
oleed	1	1	0	0	1	0	0	INGREDIENT	1.000000000	-0.000000000	0	1	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
olfch	1	1	0	0	1	0	0	INGREDIENT	1.000000000	-0.000000000	0	1	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
olfor	1	1	0	0	1	0	0	INGREDIENT	1.000000000	-0.000000000	0	1	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
olk	3	3	0	1	2	0	0	INGREDIENT	0.666666667	0.918295834	1	2	0	0	SHORT_ARGUMENT_LIKE	0.666666667	DESCRIPTIVE_LOW_CAPACITY
olkchokee	1	1	0	0	1	0	0	INGREDIENT	1.000000000	-0.000000000	0	1	0	0	SHORT_ARGUMENT_LIKE	1.000000000	DESCRIPTIVE_LOW_CAPACITY
olkchy	2	1	0	1	1	0	0	OPERATION	0.500000000	1.000000000	1	1	0	0	INSTRUCTION_CLAUSE_LIKE	0.500000000	DESCRIPTIVE_LOW_CAPACITY
