group_id	locus	page	physical_folio	group_index	group_count	token	stripped_prefix	residual_host	dy_closure	family_surface	family_length	host_length	section	currier	hand	kind	grammar_scope	annotation_certainty	object_tags	relation_tags	unit	annotation_source	raw_source_description
f68r1.9|G001	f68r1.9	f68r1	f68	1	1	odchecthy	NONE	odchecthy	0	ABKJUA	6	9	A		4	L	DIAGNOSTIC_NONPROSE	UNHEDGED	LABEL;STAR_OR_SKY	REL_EXPLICIT_ATTACHMENT;REL_PROXIMITY	S1	transcription/sources/Stolfi_text25e1-52.evt	Labels on 29 stars. || Label on star at 00:30 - East of sun. Seven points, no core.
f68r2.10|G001	f68r2.10	f68r2	f68	1	1	ochory	NONE	ochory	0	AKACA	5	6	A		4	L	DIAGNOSTIC_NONPROSE	UNHEDGED	LABEL;STAR_OR_SKY	REL_ENCLOSURE;REL_EXPLICIT_ATTACHMENT	S1	transcription/sources/Stolfi_text25e1-52.evt	Labels on 25 stars inside diagram. || Label on star at 12:30, distance 0.7. Seven points, no core, fully painted.
f68r2.11|G001	f68r2.11	f68r2	f68	1	1	shdar	sh	dar	0	LBAC	4	3	A		4	L	DIAGNOSTIC_NONPROSE	UNHEDGED	LABEL;STAR_OR_SKY	REL_ENCLOSURE;REL_EXPLICIT_ATTACHMENT	S1	transcription/sources/Stolfi_text25e1-52.evt	Labels on 25 stars inside diagram. || Unnnamed star at 01:15, distance 0.8. Seven points, no core. Label on star at 10:00, distance 0.8. Seven points, dot core.
f68r2.12|G001	f68r2.12	f68r2	f68	1	1	dchol	d	chol	0	BKAB	4	4	A		4	L	DIAGNOSTIC_NONPROSE	UNHEDGED	LABEL;STAR_OR_SKY	REL_ENCLOSURE;REL_EXPLICIT_ATTACHMENT	S1	transcription/sources/Stolfi_text25e1-52.evt	Labels on 25 stars inside diagram. || Unnnamed star at 10:15, distance 0.6. Six points, no core. Label on star at 10:00, distance 0.6. Seven points, dot core or no core.
f68r2.13|G001	f68r2.13	f68r2	f68	1	1	todaraiily	t	odaraiily	0	QABACAFBA	9	9	A		4	L	DIAGNOSTIC_NONPROSE	HEDGED	LABEL;STAR_OR_SKY	REL_ENCLOSURE;REL_EXPLICIT_ATTACHMENT	S1	transcription/sources/Stolfi_text25e1-52.evt	Labels on 25 stars inside diagram. || Label on star at 12:30, distance 0.3. Eight points, dot core. The right side of the final @y lies on top of the star's outline. The star points seem to be arranged on purpose to allow that.
f68r2.14|G001	f68r2.14	f68r2	f68	1	1	olcheesey	NONE	olcheesey	0	ABKKCJA	7	9	A		4	L	DIAGNOSTIC_NONPROSE	UNHEDGED	LABEL;STAR_OR_SKY	REL_ENCLOSURE;REL_EXPLICIT_ATTACHMENT	S1	transcription/sources/Stolfi_text25e1-52.evt	Labels on 25 stars inside diagram. || Label on star at 01:15, distance 0.5. Seven points, unpainted core.
f68r2.15|G001	f68r2.15	f68r2	f68	1	1	okchor	NONE	okchor	0	AQKAC	5	6	A		4	L	DIAGNOSTIC_NONPROSE	UNHEDGED	LABEL;STAR_OR_SKY	REL_ENCLOSURE;REL_EXPLICIT_ATTACHMENT	S1	transcription/sources/Stolfi_text25e1-52.evt	Labels on 25 stars inside diagram. || Label on star at 09:15, distance 0.8. Six points, no core.
f68r2.16|G001	f68r2.16	f68r2	f68	1	1	oteool	NONE	oteool	0	AQJAAB	6	6	A		4	L	DIAGNOSTIC_NONPROSE	UNHEDGED	LABEL;STAR_OR_SKY	REL_ENCLOSURE;REL_EXPLICIT_ATTACHMENT	S1	transcription/sources/Stolfi_text25e1-52.evt	Labels on 25 stars inside diagram. || Label on star at 09:00, distance 0.6. Seven points, no core.
f68r2.19|G001	f68r2.19	f68r2	f68	1	1	cholar	ch	olar	0	KABAC	5	4	A		4	L	DIAGNOSTIC_NONPROSE	UNHEDGED	LABEL;STAR_OR_SKY	REL_ENCLOSURE;REL_EXPLICIT_ATTACHMENT	S1	transcription/sources/Stolfi_text25e1-52.evt	Labels on 25 stars inside diagram. || Label on star at 08:30, distance 0.8. Six points, blank core.
f68r2.20|G001	f68r2.20	f68r2	f68	1	1	dcheoldy	d	cheol	1	BKJABBA	7	5	A		4	L	DIAGNOSTIC_NONPROSE	HEDGED	LABEL;STAR_OR_SKY	REL_ENCLOSURE;REL_EXPLICIT_ATTACHMENT	S1	transcription/sources/Stolfi_text25e1-52.evt	Labels on 25 stars inside diagram. || Label on star at 08:00, distance 0.5. Seven points, no core. Label seems to have been retraced in darker ink.
f68r2.24|G001	f68r2.24	f68r2	f68	1	1	otcheodar	NONE	otcheodar	0	AQKJABAC	8	9	A		4	L	DIAGNOSTIC_NONPROSE	HEDGED	LABEL;STAR_OR_SKY	REL_ENCLOSURE;REL_EXPLICIT_ATTACHMENT	S1	transcription/sources/Stolfi_text25e1-52.evt	Labels on 25 stars inside diagram. || Label on star at 05:30, distance 0.2. Seven points, no core. Label seems to have been retraced in darker ink.
f68r2.25|G001	f68r2.25	f68r2	f68	1	2	odair	NONE	odair	0	ABAF	4	5	A		4	L	DIAGNOSTIC_NONPROSE	UNHEDGED	LABEL;STAR_OR_SKY	REL_ENCLOSURE;REL_EXPLICIT_ATTACHMENT	S1	transcription/sources/Stolfi_text25e1-52.evt	Labels on 25 stars inside diagram. || Label on star at 04:00, distance 0.6. Seven points, blank core. Merged with <f68r2.S1.19;R>, <f68r2.S1.19;V>
f68r2.25|G002	f68r2.25	f68r2	f68	2	2	chol	ch	ol	0	KAB	3	2	A		4	L	DIAGNOSTIC_NONPROSE	UNHEDGED	LABEL;STAR_OR_SKY	REL_ENCLOSURE;REL_EXPLICIT_ATTACHMENT	S1	transcription/sources/Stolfi_text25e1-52.evt	Labels on 25 stars inside diagram. || Label on star at 04:00, distance 0.6. Seven points, blank core. Merged with <f68r2.S1.19;R>, <f68r2.S1.19;V>
f68r2.26|G001	f68r2.26	f68r2	f68	1	1	opocphor	NONE	opocphor	0	APATAC	6	8	A		4	L	DIAGNOSTIC_NONPROSE	UNHEDGED	LABEL;STAR_OR_SKY	REL_ENCLOSURE;REL_EXPLICIT_ATTACHMENT;REL_PROXIMITY	S1	transcription/sources/Stolfi_text25e1-52.evt	Labels on 25 stars inside diagram. || <f68r2.S1.19;R>, <f68r2.S1.19;V> deleted, see above. Label on star at 07:15, distance 0.8. Six points, no core
f68r2.27|G001	f68r2.27	f68r2	f68	1	1	otoshol	NONE	otoshol	0	AQALAB	6	7	A		4	L	DIAGNOSTIC_NONPROSE	UNHEDGED	LABEL;STAR_OR_SKY	REL_ENCLOSURE;REL_EXPLICIT_ATTACHMENT	S1	transcription/sources/Stolfi_text25e1-52.evt	Labels on 25 stars inside diagram. || Label on star at 06:30, distance 0.6. Six points, blank core
f68r2.28|G001	f68r2.28	f68r2	f68	1	1	chodar	ch	odar	0	KABAC	5	4	A		4	L	DIAGNOSTIC_NONPROSE	HEDGED	LABEL;STAR_OR_SKY	REL_ENCLOSURE;REL_EXPLICIT_ATTACHMENT	S1	transcription/sources/Stolfi_text25e1-52.evt	Labels on 25 stars inside diagram. || Label on star at 04:45, distance 0.6. Seven points, no core. The first half of the label seems to have been retraced in darker ink.
f68r2.8|G001	f68r2.8	f68r2	f68	1	1	cheorol	che	orol	0	KJACAB	6	4	A		4	L	DIAGNOSTIC_NONPROSE	UNHEDGED	LABEL;STAR_OR_SKY	REL_ENCLOSURE;REL_EXPLICIT_ATTACHMENT	S1	transcription/sources/Stolfi_text25e1-52.evt	Labels on 25 stars inside diagram. || There is an un-named star at 00:45, distance 0.8. Seven points, no core, fully painted minus 2 rays. Label on star at 10:30, distance 0.8. Seven points, blank core.
f68r2.9|G001	f68r2.9	f68r2	f68	1	1	odaiin	NONE	odaiin	0	ABAG	4	6	A		4	L	DIAGNOSTIC_NONPROSE	UNHEDGED	LABEL;STAR_OR_SKY	REL_ENCLOSURE;REL_EXPLICIT_ATTACHMENT	S1	transcription/sources/Stolfi_text25e1-52.evt	Labels on 25 stars inside diagram. || Label on star at 11:00, distance 0.6. Six points, no core.
f68r3.12|G001	f68r3.12	f68r3	f68	1	1	oalcheol	NONE	oalcheol	0	AABKJAB	7	8	A		4	L	DIAGNOSTIC_NONPROSE	HEDGED	LABEL;STAR_OR_SKY	REL_EXPLICIT_ATTACHMENT;REL_PROXIMITY	S1	transcription/sources/Stolfi_text25e1-52.evt	"Labels on stars in sectors. || In 10:00 sector, near group of small stars (Pleiades?). Grove's L2. Rene confirmed the ""B"" reading @'doary' (not @'doaro') against the original MS. In 10:00 sector, near curved tail from Pleiades. Grove's L3."
f68r3.13|G001	f68r3.13	f68r3	f68	1	1	okos	NONE	okos	0	AQAC	4	4	A		4	L	DIAGNOSTIC_NONPROSE	UNHEDGED	LABEL;STAR_OR_SKY	REL_EXPLICIT_ATTACHMENT	S1	transcription/sources/Stolfi_text25e1-52.evt	Labels on stars in sectors. || Sector 01:00, innermost of two stars. Grove's L4.
f68r3.17|G001	f68r3.17	f68r3	f68	1	1	okolchy	NONE	okolchy	0	AQABKA	6	7	A		4	L	DIAGNOSTIC_NONPROSE	UNHEDGED	LABEL;STAR_OR_SKY	REL_EXPLICIT_ATTACHMENT;REL_PROXIMITY	S1	transcription/sources/Stolfi_text25e1-52.evt	Labels on stars in sectors. || Sector 04:00, star at 04:15, near border. Grove's L6.
f68r3.18|G001	f68r3.18	f68r3	f68	1	2	o	NONE	o	0	A	1	1	A		4	L	DIAGNOSTIC_NONPROSE	UNHEDGED	LABEL;STAR_OR_SKY	REL_EXPLICIT_ATTACHMENT;REL_PROXIMITY	S1	transcription/sources/Stolfi_text25e1-52.evt	Labels on stars in sectors. || Sector 07:00, star at 06:45, near border. Grove's L11.
f68r3.18|G002	f68r3.18	f68r3	f68	2	2	cthyd	NONE	cthyd	0	UAB	3	5	A		4	L	DIAGNOSTIC_NONPROSE	UNHEDGED	LABEL;STAR_OR_SKY	REL_EXPLICIT_ATTACHMENT;REL_PROXIMITY	S1	transcription/sources/Stolfi_text25e1-52.evt	Labels on stars in sectors. || Sector 07:00, star at 06:45, near border. Grove's L11.
f68r3.20|G001	f68r3.20	f68r3	f68	1	1	darall	d	arall	0	BACABB	6	5	A		4	L	DIAGNOSTIC_NONPROSE	UNHEDGED	LABEL;STAR_OR_SKY	REL_EXPLICIT_ATTACHMENT	S1	transcription/sources/Stolfi_text25e1-52.evt	Labels on stars in sectors. || Sector 07:00, outermost of the two stars at 07:00. Grove's L10.
f68v2.10|G001	f68v2.10	f68v2	f68	1	2	socths	s	ocths	0	CAUC	4	5	A		4	R	DIAGNOSTIC_NONPROSE	UNHEDGED	STAR_OR_SKY		E1	transcription/sources/Stolfi_text25e1-52.evt	Radial titles, outwards from points of big central star. || From star point at 3:30. Grove's S4.
f68v2.10|G002	f68v2.10	f68v2	f68	2	2	chety	che	ty	0	KJQA	4	2	A		4	R	DIAGNOSTIC_NONPROSE	UNHEDGED	STAR_OR_SKY		E1	transcription/sources/Stolfi_text25e1-52.evt	Radial titles, outwards from points of big central star. || From star point at 3:30. Grove's S4.
f68v2.11|G001	f68v2.11	f68v2	f68	1	2	oteoys	NONE	oteoys	0	AQJAAC	6	6	A		4	R	DIAGNOSTIC_NONPROSE	UNHEDGED	LABEL;STAR_OR_SKY	REL_PROXIMITY	S1	transcription/sources/Stolfi_text25e1-52.evt	Star labels in sectors between points of big central star. || Sector at 04:30. Grove's L3.
f68v2.12|G001	f68v2.12	f68v2	f68	1	2	yteody	NONE	yteo	1	AQJABA	6	4	A		4	R	DIAGNOSTIC_NONPROSE	UNHEDGED	STAR_OR_SKY		E1	transcription/sources/Stolfi_text25e1-52.evt	Radial titles, outwards from points of big central star. || From star point at 5:30. Grove's S5.
f68v2.12|G002	f68v2.12	f68v2	f68	2	2	chetey	che	tey	0	KJQJA	5	3	A		4	R	DIAGNOSTIC_NONPROSE	UNHEDGED	STAR_OR_SKY		E1	transcription/sources/Stolfi_text25e1-52.evt	Radial titles, outwards from points of big central star. || From star point at 5:30. Grove's S5.
f68v2.13|G002	f68v2.13	f68v2	f68	2	2	alamchy	NONE	alamchy	0	ABABKA	6	7	A		4	R	DIAGNOSTIC_NONPROSE	UNHEDGED	STAR_OR_SKY		E1	transcription/sources/Stolfi_text25e1-52.evt	Radial titles, outwards from points of big central star. || From star point at 6:30. Grove's S6.
f68v2.14|G001	f68v2.14	f68v2	f68	1	2	otchdy	NONE	otch	1	AQKBA	5	4	A		4	R	DIAGNOSTIC_NONPROSE	UNHEDGED	LABEL;STAR_OR_SKY	REL_PROXIMITY	S1	transcription/sources/Stolfi_text25e1-52.evt	Star labels in sectors between points of big central star. || Sector at 07:30. Grove's L4. The lsat @e is barely more than a dot. Assuming accident.
f68v2.14|G002	f68v2.14	f68v2	f68	2	2	chetal	che	tal	0	KJQAB	5	3	A		4	R	DIAGNOSTIC_NONPROSE	UNHEDGED	LABEL;STAR_OR_SKY	REL_PROXIMITY	S1	transcription/sources/Stolfi_text25e1-52.evt	Star labels in sectors between points of big central star. || Sector at 07:30. Grove's L4. The lsat @e is barely more than a dot. Assuming accident.
f68v2.16|G001	f68v2.16	f68v2	f68	1	2	dchedal	d	chedal	0	BKJBAB	6	6	A		4	R	DIAGNOSTIC_NONPROSE	UNHEDGED	STAR_OR_SKY		E1	transcription/sources/Stolfi_text25e1-52.evt	Radial titles, outwards from points of big central star. || From star point at 9:30. Grove's S8.
f68v2.16|G002	f68v2.16	f68v2	f68	2	2	daiin	d	aiin	0	BAG	3	4	A		4	R	DIAGNOSTIC_NONPROSE	UNHEDGED	STAR_OR_SKY		E1	transcription/sources/Stolfi_text25e1-52.evt	Radial titles, outwards from points of big central star. || From star point at 9:30. Grove's S8.
f68v2.17|G001	f68v2.17	f68v2	f68	1	2	ykeeepol	NONE	ykeeepol	0	AQMPAB	6	8	A		4	R	DIAGNOSTIC_NONPROSE	UNHEDGED	LABEL;STAR_OR_SKY	REL_PROXIMITY	S1	transcription/sources/Stolfi_text25e1-52.evt	Star labels in sectors between points of big central star. || Labels read outwards. Numbered clockwise, starting at 10:30. Sector at 10:30. Grove's L1.
f68v2.17|G002	f68v2.17	f68v2	f68	2	2	ypchy	NONE	ypchy	0	APKA	4	5	A		4	R	DIAGNOSTIC_NONPROSE	UNHEDGED	LABEL;STAR_OR_SKY	REL_PROXIMITY	S1	transcription/sources/Stolfi_text25e1-52.evt	Star labels in sectors between points of big central star. || Labels read outwards. Numbered clockwise, starting at 10:30. Sector at 10:30. Grove's L1.
f68v2.18|G001	f68v2.18	f68v2	f68	1	2	choteey	ch	oteey	0	KAQKA	5	5	A		4	R	DIAGNOSTIC_NONPROSE	UNHEDGED	LABEL;STAR_OR_SKY		E1	transcription/sources/Stolfi_text25e1-52.evt	Radial titles, outwards from points of big central star. || Numbered clockwise, starting at 11:30. The numbering follows Grove's numbering, and interleaves with the star label numbers (unit <f68v2.S1>) From star point at 11:30. Grove's S1.
f68v2.7|G001	f68v2.7	f68v2	f68	1	2	otey	NONE	otey	0	AQJA	4	4	A		4	R	DIAGNOSTIC_NONPROSE	UNHEDGED	STAR_OR_SKY		E1	transcription/sources/Stolfi_text25e1-52.evt	Radial titles, outwards from points of big central star. || From star point at 00:30. Grove's S2.
f68v2.7|G002	f68v2.7	f68v2	f68	2	2	dalar	d	alar	0	BABAC	5	4	A		4	R	DIAGNOSTIC_NONPROSE	UNHEDGED	STAR_OR_SKY		E1	transcription/sources/Stolfi_text25e1-52.evt	Radial titles, outwards from points of big central star. || From star point at 00:30. Grove's S2.
f68v2.8|G001	f68v2.8	f68v2	f68	1	2	otosey	NONE	otosey	0	AQACJA	6	6	A		4	R	DIAGNOSTIC_NONPROSE	UNHEDGED	LABEL;STAR_OR_SKY	REL_PROXIMITY	S1	transcription/sources/Stolfi_text25e1-52.evt	Star labels in sectors between points of big central star. || Sector at 01:30. Grove's L2. &Sa; = a @C ligd to an @a with an @s-plume on the lig stroke.
f68v2.8|G002	f68v2.8	f68v2	f68	2	2	sary	s	ary	0	CACA	4	3	A		4	R	DIAGNOSTIC_NONPROSE	UNHEDGED	LABEL;STAR_OR_SKY	REL_PROXIMITY	S1	transcription/sources/Stolfi_text25e1-52.evt	Star labels in sectors between points of big central star. || Sector at 01:30. Grove's L2. &Sa; = a @C ligd to an @a with an @s-plume on the lig stroke.
f68v2.9|G002	f68v2.9	f68v2	f68	2	3	ar	NONE	ar	0	AC	2	2	A		4	R	DIAGNOSTIC_NONPROSE	UNHEDGED	STAR_OR_SKY		E1	transcription/sources/Stolfi_text25e1-52.evt	Radial titles, outwards from points of big central star. || From star point at 02:30. Grove's S3.
f68v2.9|G003	f68v2.9	f68v2	f68	3	3	shy	sh	y	0	LA	2	1	A		4	R	DIAGNOSTIC_NONPROSE	UNHEDGED	STAR_OR_SKY		E1	transcription/sources/Stolfi_text25e1-52.evt	Radial titles, outwards from points of big central star. || From star point at 02:30. Grove's S3.
f68v3.16|G001	f68v3.16	f68v3	f68	1	1	opcholdg	NONE	opcholdg	0	APKABBB	7	8	C		4	L	DIAGNOSTIC_NONPROSE	UNHEDGED	LABEL	REL_ENCLOSURE	X1	transcription/sources/Stolfi_text25e1-52.evt	Labels inside top half of central circle. || Top right quarter of central circle.
f69r.21|G001	f69r.21	f69r	f69	1	2	chodchy	ch	odchy	0	KABKA	5	5	C		4	R	DIAGNOSTIC_NONPROSE	UNHEDGED	PLANT	REL_PROXIMITY	E1	transcription/sources/Stolfi_text25e1-52.evt	"Radial lines between ""flower stalks"" || At 09:15."
f69r.21|G002	f69r.21	f69r	f69	2	2	chotal	ch	otal	0	KAQAB	5	4	C		4	R	DIAGNOSTIC_NONPROSE	UNHEDGED	PLANT	REL_PROXIMITY	E1	transcription/sources/Stolfi_text25e1-52.evt	"Radial lines between ""flower stalks"" || At 09:15."
f69r.22|G001	f69r.22	f69r	f69	1	3	okeo	NONE	okeo	0	AQJA	4	4	C		4	R	DIAGNOSTIC_NONPROSE	UNHEDGED	PLANT	REL_PROXIMITY	E1	transcription/sources/Stolfi_text25e1-52.evt	"Radial lines between ""flower stalks"" || At 10:00."
f69r.22|G002	f69r.22	f69r	f69	2	3	sho	sh	o	0	LA	2	1	C		4	R	DIAGNOSTIC_NONPROSE	UNHEDGED	PLANT	REL_PROXIMITY	E1	transcription/sources/Stolfi_text25e1-52.evt	"Radial lines between ""flower stalks"" || At 10:00."
f69r.22|G003	f69r.22	f69r	f69	3	3	qotam	q	otam	0	DAQAB	5	4	C		4	R	DIAGNOSTIC_NONPROSE	UNHEDGED	PLANT	REL_PROXIMITY	E1	transcription/sources/Stolfi_text25e1-52.evt	"Radial lines between ""flower stalks"" || At 10:00."
f69r.23|G001	f69r.23	f69r	f69	1	2	okeodar	NONE	okeodar	0	AQJABAC	7	7	C		4	R	DIAGNOSTIC_NONPROSE	UNHEDGED	PLANT	REL_PROXIMITY	E1	transcription/sources/Stolfi_text25e1-52.evt	"Radial lines between ""flower stalks"" || At 10:30."
f69r.23|G002	f69r.23	f69r	f69	2	2	oteody	NONE	oteo	1	AQJABA	6	4	C		4	R	DIAGNOSTIC_NONPROSE	UNHEDGED	PLANT	REL_PROXIMITY	E1	transcription/sources/Stolfi_text25e1-52.evt	"Radial lines between ""flower stalks"" || At 10:30."
f69r.24|G001	f69r.24	f69r	f69	1	4	ykeeos	NONE	ykeeos	0	AQKAC	5	6	C		4	R	DIAGNOSTIC_NONPROSE	UNHEDGED	PLANT	REL_PROXIMITY	E1	transcription/sources/Stolfi_text25e1-52.evt	"Radial lines between ""flower stalks"" || At 11:00."
f69r.25|G001	f69r.25	f69r	f69	1	3	ykeey	NONE	ykeey	0	AQKA	4	5	C		4	R	DIAGNOSTIC_NONPROSE	UNHEDGED	PLANT	REL_PROXIMITY	E1	transcription/sources/Stolfi_text25e1-52.evt	"Radial lines between ""flower stalks"" || At 11:30."
f69r.25|G002	f69r.25	f69r	f69	2	3	dal	d	al	0	BAB	3	2	C		4	R	DIAGNOSTIC_NONPROSE	UNHEDGED	PLANT	REL_PROXIMITY	E1	transcription/sources/Stolfi_text25e1-52.evt	"Radial lines between ""flower stalks"" || At 11:30."
f69r.25|G003	f69r.25	f69r	f69	3	3	oky	NONE	oky	0	AQA	3	3	C		4	R	DIAGNOSTIC_NONPROSE	UNHEDGED	PLANT	REL_PROXIMITY	E1	transcription/sources/Stolfi_text25e1-52.evt	"Radial lines between ""flower stalks"" || At 11:30."
f69r.26|G001	f69r.26	f69r	f69	1	4	doly	d	oly	0	BABA	4	3	C		4	R	DIAGNOSTIC_NONPROSE	UNHEDGED	PLANT	REL_PROXIMITY	E1	transcription/sources/Stolfi_text25e1-52.evt	"Radial lines between ""flower stalks"" || At 00:00."
f69r.26|G002	f69r.26	f69r	f69	2	4	dal	d	al	0	BAB	3	2	C		4	R	DIAGNOSTIC_NONPROSE	UNHEDGED	PLANT	REL_PROXIMITY	E1	transcription/sources/Stolfi_text25e1-52.evt	"Radial lines between ""flower stalks"" || At 00:00."
f69r.26|G003	f69r.26	f69r	f69	3	4	dar	d	ar	0	BAC	3	2	C		4	R	DIAGNOSTIC_NONPROSE	UNHEDGED	PLANT	REL_PROXIMITY	E1	transcription/sources/Stolfi_text25e1-52.evt	"Radial lines between ""flower stalks"" || At 00:00."
f69r.26|G004	f69r.26	f69r	f69	4	4	chyky	ch	yky	0	KAQA	4	3	C		4	R	DIAGNOSTIC_NONPROSE	UNHEDGED	PLANT	REL_PROXIMITY	E1	transcription/sources/Stolfi_text25e1-52.evt	"Radial lines between ""flower stalks"" || At 00:00."
f69r.27|G001	f69r.27	f69r	f69	1	3	okchol	NONE	okchol	0	AQKAB	5	6	C		4	R	DIAGNOSTIC_NONPROSE	UNHEDGED	PLANT	REL_PROXIMITY	E1	transcription/sources/Stolfi_text25e1-52.evt	"Radial lines between ""flower stalks"" || At 00:30."
f69r.27|G002	f69r.27	f69r	f69	2	3	qokol	q	okol	0	DAQAB	5	4	C		4	R	DIAGNOSTIC_NONPROSE	UNHEDGED	PLANT	REL_PROXIMITY	E1	transcription/sources/Stolfi_text25e1-52.evt	"Radial lines between ""flower stalks"" || At 00:30."
f69r.28|G001	f69r.28	f69r	f69	1	2	ykechody	NONE	ykecho	1	AQJKABA	7	6	C		4	R	DIAGNOSTIC_NONPROSE	UNHEDGED	PLANT	REL_PROXIMITY	E1	transcription/sources/Stolfi_text25e1-52.evt	"Radial lines between ""flower stalks"" || At 01:00."
f69r.28|G002	f69r.28	f69r	f69	2	2	otar	NONE	otar	0	AQAC	4	4	C		4	R	DIAGNOSTIC_NONPROSE	UNHEDGED	PLANT	REL_PROXIMITY	E1	transcription/sources/Stolfi_text25e1-52.evt	"Radial lines between ""flower stalks"" || At 01:00."
f69r.29|G001	f69r.29	f69r	f69	1	3	dary	d	ary	0	BACA	4	3	C		4	R	DIAGNOSTIC_NONPROSE	UNHEDGED	PLANT	REL_PROXIMITY	E1	transcription/sources/Stolfi_text25e1-52.evt	"Radial lines between ""flower stalks"" || At 01:30."
f69r.29|G002	f69r.29	f69r	f69	2	3	dar	d	ar	0	BAC	3	2	C		4	R	DIAGNOSTIC_NONPROSE	UNHEDGED	PLANT	REL_PROXIMITY	E1	transcription/sources/Stolfi_text25e1-52.evt	"Radial lines between ""flower stalks"" || At 01:30."
f69r.29|G003	f69r.29	f69r	f69	3	3	aloly	NONE	aloly	0	ABABA	5	5	C		4	R	DIAGNOSTIC_NONPROSE	UNHEDGED	PLANT	REL_PROXIMITY	E1	transcription/sources/Stolfi_text25e1-52.evt	"Radial lines between ""flower stalks"" || At 01:30."
f69r.30|G002	f69r.30	f69r	f69	2	3	okar	NONE	okar	0	AQAC	4	4	C		4	R	DIAGNOSTIC_NONPROSE	UNHEDGED	PLANT	REL_PROXIMITY	E1	transcription/sources/Stolfi_text25e1-52.evt	"Radial lines between ""flower stalks"" || Transcribed clockwise from decorated wedge at 02:00. Here is the approximate correspondence between radial lines (""E1.NN"") and sectors in the outer text ring (""X1.NN""). However many radial lines are aligned with a sector boundary. E1.1 X1.2 E1.2 X1.3 E1.3 X1.3 E1.4 X1.4 E1.5 X1.5 E1.6 X1.6 E1.7 X1.6 E1.8 X1.7 E1.9 X1.8 E1.10 X1.9 E1.11 X1.9 E1.12 X1.10 E1.13 X1.10 E1.14 X1.11 E1.15 X1.11 E1.16 X1.12 E1.17 X1.13 E1.18 X1.13 E1.19 X1.14 E1.20 X1.15 E1.21 X1.15 E1.22 X1.16 At 02:30."
f69r.30|G003	f69r.30	f69r	f69	3	3	ar	NONE	ar	0	AC	2	2	C		4	R	DIAGNOSTIC_NONPROSE	UNHEDGED	PLANT	REL_PROXIMITY	E1	transcription/sources/Stolfi_text25e1-52.evt	"Radial lines between ""flower stalks"" || Transcribed clockwise from decorated wedge at 02:00. Here is the approximate correspondence between radial lines (""E1.NN"") and sectors in the outer text ring (""X1.NN""). However many radial lines are aligned with a sector boundary. E1.1 X1.2 E1.2 X1.3 E1.3 X1.3 E1.4 X1.4 E1.5 X1.5 E1.6 X1.6 E1.7 X1.6 E1.8 X1.7 E1.9 X1.8 E1.10 X1.9 E1.11 X1.9 E1.12 X1.10 E1.13 X1.10 E1.14 X1.11 E1.15 X1.11 E1.16 X1.12 E1.17 X1.13 E1.18 X1.13 E1.19 X1.14 E1.20 X1.15 E1.21 X1.15 E1.22 X1.16 At 02:30."
f69r.34|G001	f69r.34	f69r	f69	1	3	sol	s	ol	0	CAB	3	2	C		4	R	DIAGNOSTIC_NONPROSE	UNHEDGED	PLANT	REL_PROXIMITY	E1	transcription/sources/Stolfi_text25e1-52.evt	"Radial lines between ""flower stalks"" || At 05:00."
f69r.34|G002	f69r.34	f69r	f69	2	3	aiir	NONE	aiir	0	AG	2	4	C		4	R	DIAGNOSTIC_NONPROSE	UNHEDGED	PLANT	REL_PROXIMITY	E1	transcription/sources/Stolfi_text25e1-52.evt	"Radial lines between ""flower stalks"" || At 05:00."
f69r.34|G003	f69r.34	f69r	f69	3	3	okeytam	NONE	okeytam	0	AQJAQAB	7	7	C		4	R	DIAGNOSTIC_NONPROSE	UNHEDGED	PLANT	REL_PROXIMITY	E1	transcription/sources/Stolfi_text25e1-52.evt	"Radial lines between ""flower stalks"" || At 05:00."
f69r.35|G001	f69r.35	f69r	f69	1	3	okeos	NONE	okeos	0	AQJAC	5	5	C		4	R	DIAGNOSTIC_NONPROSE	UNHEDGED	PLANT	REL_PROXIMITY	E1	transcription/sources/Stolfi_text25e1-52.evt	"Radial lines between ""flower stalks"" || At 05:30."
f69r.35|G002	f69r.35	f69r	f69	2	3	ar	NONE	ar	0	AC	2	2	C		4	R	DIAGNOSTIC_NONPROSE	UNHEDGED	PLANT	REL_PROXIMITY	E1	transcription/sources/Stolfi_text25e1-52.evt	"Radial lines between ""flower stalks"" || At 05:30."
f69r.36|G001	f69r.36	f69r	f69	1	3	docheeo	d	ocheeo	0	BAKKA	5	6	C		4	R	DIAGNOSTIC_NONPROSE	UNHEDGED	PLANT	REL_PROXIMITY	E1	transcription/sources/Stolfi_text25e1-52.evt	"Radial lines between ""flower stalks"" || At 05:45."
f69r.36|G002	f69r.36	f69r	f69	2	3	kody	NONE	ko	1	QABA	4	2	C		4	R	DIAGNOSTIC_NONPROSE	UNHEDGED	PLANT	REL_PROXIMITY	E1	transcription/sources/Stolfi_text25e1-52.evt	"Radial lines between ""flower stalks"" || At 05:45."
f69r.36|G003	f69r.36	f69r	f69	3	3	sar	s	ar	0	CAC	3	2	C		4	R	DIAGNOSTIC_NONPROSE	UNHEDGED	PLANT	REL_PROXIMITY	E1	transcription/sources/Stolfi_text25e1-52.evt	"Radial lines between ""flower stalks"" || At 05:45."
