lexical_id	source_form	source_frequency	family_id	family_ordinal	variant_code	b2_host	b2_left	b2_right	b2_field	b2_lexical_closure	s2_host	derivation_class	exception_note
LEX244	infra	6	F21	10	D	bf	q	r	NONE	v	bf	ANALOGICAL_LEFT_RIGHT	LEXICALIZED_CLOSURE_EXCEPTION
LEX245	ĩt̾	6	F21	11	F	bf	d	NONE	t	NONE	bf	ANALOGICAL_LEFT_FIELD	NONE
LEX246	suũ	6	F21	12	H	bf	q	y	t	NONE	bf	LOCAL_COMPLEX_EXTENSION	NONE
LEX247	st̃	6	F21	13	L	bf	q	NONE	u	m	bf	LOCAL_COMPLEX_EXTENSION	NONE
LEX248	possit	6	F21	14	M	bfe	NONE	y	NONE	NONE	bfe	ANALOGICAL_HOST_EXTENSION	NONE
LEX249	nimis	6	F22	1	0	bg	NONE	NONE	NONE	NONE	bg	FAMILY_BASE	NONE
LEX250	qrͣ	6	F22	2	4	bg	s	NONE	NONE	NONE	bg	LEFT_EXTENSION	NONE
LEX251	augm̃tũ	5	F22	3	5	bg	NONE	r	NONE	NONE	bg	RIGHT_EXTENSION	NONE
LEX252	sortes	5	F22	4	6	bg	NONE	y	NONE	NONE	bg	RIGHT_EXTENSION	NONE
LEX253	mane	5	F22	5	7	bg	NONE	k	NONE	NONE	bg	RIGHT_EXTENSION	NONE
LEX254	casti	5	F22	6	8	bg	NONE	NONE	t	NONE	bg	OPTIONAL_FIELD	NONE
LEX255	feĩe	5	F22	7	A	bg	NONE	NONE	u	NONE	bg	OPTIONAL_FIELD	NONE
LEX256	qͥd	5	F22	8	C	bg	NONE	NONE	NONE	n	bg	OPTIONAL_LEXICAL_CLOSURE	NONE
LEX257	hñt	5	F22	9	N	bgi	o	NONE	NONE	n	bgi	ANALOGICAL_HOST_EXTENSION	NONE
LEX258	qͦs	5	F23	1	0	bi	NONE	NONE	NONE	NONE	bi	FAMILY_BASE	NONE
LEX259	dicendũ	5	F23	2	1	bi	q	NONE	NONE	NONE	bi	LEFT_EXTENSION	NONE
LEX260	nc̃	5	F23	3	2	bi	o	NONE	NONE	NONE	bi	LEFT_EXTENSION	NONE
LEX261	horͣ	5	F23	4	3	bi	d	NONE	NONE	NONE	bi	LEFT_EXTENSION	NONE
LEX262	m̃se	5	F23	5	4	bi	s	NONE	NONE	NONE	bi	LEFT_EXTENSION	NONE
LEX263	m̃	5	F23	6	6	bi	NONE	y	NONE	NONE	bi	RIGHT_EXTENSION	NONE
LEX264	modico	5	F23	7	7	bi	NONE	k	NONE	NONE	bi	RIGHT_EXTENSION	NONE
LEX265	fu̾int	5	F23	8	8	bi	NONE	NONE	t	NONE	bi	OPTIONAL_FIELD	NONE
LEX266	roga	5	F23	9	9	bi	NONE	NONE	s	NONE	bi	OPTIONAL_FIELD	NONE
LEX267	ille	5	F23	10	A	bi	NONE	NONE	u	NONE	bi	OPTIONAL_FIELD	NONE
LEX268	dab̾	5	F23	11	B	bi	NONE	NONE	NONE	m	bi	OPTIONAL_LEXICAL_CLOSURE	NONE
LEX269	modicũ	5	F23	12	E	bi	o	y	NONE	NONE	bi	ANALOGICAL_LEFT_RIGHT	NONE
LEX270	ẜmo	5	F23	13	G	bi	s	NONE	u	NONE	bi	ANALOGICAL_LEFT_FIELD	NONE
LEX271	sp̃t	5	F23	14	M	bie	NONE	y	NONE	NONE	bie	ANALOGICAL_HOST_EXTENSION	NONE
LEX272	seu	5	F23	15	N	bii	o	NONE	NONE	n	bii	ANALOGICAL_HOST_EXTENSION	NONE
LEX273	cor	5	F24	1	0	bj	NONE	NONE	NONE	NONE	bj	FAMILY_BASE	NONE
LEX274	emitit᷑	5	F24	2	2	bj	o	NONE	NONE	NONE	bj	LEFT_EXTENSION	NONE
LEX275	feb	5	F24	3	5	bj	NONE	r	NONE	NONE	bj	RIGHT_EXTENSION	NONE
LEX276	ẜm	5	F24	4	6	bj	NONE	y	NONE	NONE	bj	RIGHT_EXTENSION	NONE
LEX277	ta	5	F24	5	7	bj	NONE	k	NONE	NONE	bj	RIGHT_EXTENSION	NONE
LEX278	rub̾a	5	F24	6	9	bj	NONE	NONE	s	NONE	bj	OPTIONAL_FIELD	NONE
LEX279	itẽ	5	F24	7	C	bj	NONE	NONE	NONE	n	bj	OPTIONAL_LEXICAL_CLOSURE	NONE
LEX280	dm̃	5	F24	8	D	bj	q	r	NONE	NONE	bj	ANALOGICAL_LEFT_RIGHT	NONE
LEX281	fabe	5	F24	9	F	bj	d	NONE	t	NONE	bj	ANALOGICAL_LEFT_FIELD	NONE
LEX282	ꝯpetit	5	F24	10	H	bj	q	y	t	NONE	bj	LOCAL_COMPLEX_EXTENSION	NONE
LEX283	anͥ	5	F24	11	J	bj	d	k	s	NONE	bj	LOCAL_COMPLEX_EXTENSION	NONE
LEX284	oĩa	5	F25	1	0	bl	NONE	NONE	NONE	NONE	bo	FAMILY_BASE	NONE
LEX285	sol	5	F25	2	1	bl	q	NONE	NONE	NONE	bo	LEFT_EXTENSION	NONE
LEX286	it̃	5	F25	3	3	bl	d	NONE	NONE	NONE	bo	LEFT_EXTENSION	NONE
LEX287	nob̾	5	F25	4	4	bl	n	NONE	NONE	NONE	bo	LEFT_EXTENSION	LEXICALIZED_LEFT_EXCEPTION
LEX288	renũ	5	F25	5	5	bl	NONE	r	NONE	NONE	bo	RIGHT_EXTENSION	NONE
LEX289	ꝓdẽ	5	F25	6	6	bl	NONE	y	NONE	NONE	bo	RIGHT_EXTENSION	NONE
LEX290	da	5	F25	7	8	bl	NONE	NONE	t	NONE	bo	OPTIONAL_FIELD	NONE
LEX291	sigͥcat	5	F25	8	A	bl	NONE	NONE	u	NONE	bo	OPTIONAL_FIELD	NONE
LEX292	om̃is	5	F25	9	B	bl	NONE	NONE	NONE	m	bo	OPTIONAL_LEXICAL_CLOSURE	NONE
LEX293	om̃ib	5	F25	10	D	bl	q	r	NONE	NONE	bo	ANALOGICAL_LEFT_RIGHT	NONE
LEX294	posuit	5	F25	11	E	bl	o	y	NONE	NONE	bo	ANALOGICAL_LEFT_RIGHT	NONE
LEX295	cͥsis	5	F25	12	K	bl	s	r	NONE	n	bo	LOCAL_COMPLEX_EXTENSION	NONE
LEX296	esto	5	F25	13	N	bli	o	NONE	NONE	n	blk	ANALOGICAL_HOST_EXTENSION	NONE
LEX297	pili	5	F26	1	0	bm	NONE	NONE	NONE	NONE	bm	FAMILY_BASE	NONE
LEX298	m̃bͣ	5	F26	2	2	bm	o	NONE	NONE	NONE	bm	LEFT_EXTENSION	NONE
LEX299	uino	5	F26	3	7	bm	NONE	k	NONE	NONE	bm	RIGHT_EXTENSION	NONE
LEX300	humor	5	F26	4	9	bm	NONE	NONE	s	NONE	bm	OPTIONAL_FIELD	NONE
LEX301	siqͥ	5	F26	5	B	bm	NONE	NONE	NONE	m	bm	OPTIONAL_LEXICAL_CLOSURE	NONE
LEX302	cibai̾a	5	F26	6	F	bm	d	NONE	t	NONE	bm	ANALOGICAL_LEFT_FIELD	NONE
LEX303	q̃dam	5	F26	7	L	bm	q	NONE	u	m	bm	LOCAL_COMPLEX_EXTENSION	NONE
LEX304	tp̃s	5	F26	8	N	bmi	o	NONE	NONE	n	bmi	ANALOGICAL_HOST_EXTENSION	NONE
LEX305	gͥ	5	F27	1	0	bn	NONE	NONE	NONE	NONE	bn	FAMILY_BASE	NONE
LEX306	int̃	5	F27	2	1	bn	q	NONE	NONE	NONE	bn	LEFT_EXTENSION	NONE
LEX307	gen̾at̃	5	F27	3	2	bn	o	NONE	NONE	NONE	bn	LEFT_EXTENSION	NONE
LEX308	uis	5	F27	4	3	bn	d	NONE	NONE	NONE	bn	LEFT_EXTENSION	NONE
LEX309	iam	5	F27	5	4	bn	s	NONE	NONE	NONE	bn	LEFT_EXTENSION	NONE
LEX310	quib	5	F27	6	5	bn	NONE	r	NONE	NONE	bn	RIGHT_EXTENSION	NONE
LEX311	ꝙ̃	5	F27	7	6	bn	NONE	y	NONE	NONE	bn	RIGHT_EXTENSION	NONE
LEX312	quidã	5	F27	8	7	bn	NONE	k	NONE	NONE	bn	RIGHT_EXTENSION	NONE
LEX313	frĩa	5	F27	9	8	bn	NONE	NONE	t	NONE	bn	OPTIONAL_FIELD	NONE
LEX314	quod	5	F27	10	9	bn	NONE	NONE	s	NONE	bn	OPTIONAL_FIELD	NONE
LEX315	uene	5	F27	11	B	bn	NONE	NONE	NONE	m	bn	OPTIONAL_LEXICAL_CLOSURE	NONE
LEX316	parte	5	F27	12	C	bn	NONE	NONE	NONE	n	bn	OPTIONAL_LEXICAL_CLOSURE	NONE
LEX317	fuit	5	F27	13	G	bn	s	NONE	u	NONE	bn	ANALOGICAL_LEFT_FIELD	NONE
LEX318	suꝑflui	5	F27	14	I	bn	o	r	NONE	m	bn	LOCAL_COMPLEX_EXTENSION	NONE
LEX319	quia	5	F27	15	K	bn	s	r	z	n	bn	LOCAL_COMPLEX_EXTENSION	LEXICALIZED_FIELD_EXCEPTION
LEX320	uenaꝵ	5	F27	16	M	bne	NONE	y	NONE	NONE	bne	ANALOGICAL_HOST_EXTENSION	NONE
LEX321	pͥmo	5	F28	1	0	bp	NONE	NONE	NONE	NONE	bp	FAMILY_BASE	NONE
LEX322	suꝑfluo	5	F28	2	1	bp	q	NONE	NONE	NONE	bp	LEFT_EXTENSION	NONE
LEX323	uiris	5	F28	3	4	bp	s	NONE	NONE	NONE	bp	LEFT_EXTENSION	NONE
LEX324	un̾	5	F28	4	6	bp	NONE	y	NONE	NONE	bp	RIGHT_EXTENSION	NONE
LEX325	corde	5	F28	5	8	bp	NONE	NONE	t	NONE	bp	OPTIONAL_FIELD	NONE
LEX326	bona	5	F28	6	A	bp	NONE	NONE	u	NONE	bp	OPTIONAL_FIELD	NONE
LEX327	dt	5	F28	7	D	bp	q	r	NONE	NONE	bp	ANALOGICAL_LEFT_RIGHT	NONE
LEX328	aceto	4	F28	8	E	bp	o	y	NONE	NONE	bp	ANALOGICAL_LEFT_RIGHT	NONE
LEX329	calidũ	4	F28	9	H	bp	q	y	t	NONE	bp	LOCAL_COMPLEX_EXTENSION	NONE
LEX330	hõ	4	F28	10	J	bp	d	k	s	NONE	bp	LOCAL_COMPLEX_EXTENSION	NONE
LEX331	alba	4	F29	1	0	bs	NONE	NONE	NONE	NONE	bs	FAMILY_BASE	NONE
LEX332	obm̃	4	F29	2	2	bs	o	NONE	NONE	NONE	bs	LEFT_EXTENSION	NONE
LEX333	oło	4	F29	3	3	bs	d	NONE	NONE	NONE	bs	LEFT_EXTENSION	NONE
LEX334	medicoꝵ	4	F29	4	5	bs	NONE	r	NONE	NONE	bs	RIGHT_EXTENSION	NONE
LEX335	sue	4	F29	5	6	bs	NONE	y	NONE	NONE	bs	RIGHT_EXTENSION	NONE
LEX336	mͥ	4	F29	6	7	bs	NONE	k	NONE	NONE	bs	RIGHT_EXTENSION	NONE
LEX337	sci̾ã	4	F29	7	8	bs	NONE	NONE	t	NONE	bs	OPTIONAL_FIELD	NONE
LEX338	for	4	F29	8	9	bs	NONE	NONE	s	NONE	bs	OPTIONAL_FIELD	NONE
LEX339	cecidit	4	F29	9	B	bs	NONE	NONE	NONE	m	bs	OPTIONAL_LEXICAL_CLOSURE	NONE
LEX340	tũ	4	F29	10	F	bs	d	NONE	t	NONE	bs	ANALOGICAL_LEFT_FIELD	NONE
LEX341	am̃s	4	F29	11	M	bse	NONE	y	NONE	NONE	bse	ANALOGICAL_HOST_EXTENSION	NONE
LEX342	magnũ	4	F29	12	N	bsi	o	NONE	NONE	n	bsi	ANALOGICAL_HOST_EXTENSION	NONE
LEX343	ideo	4	F30	1	0	bt	NONE	NONE	NONE	NONE	by	FAMILY_BASE	NONE
LEX344	ssu	4	F30	2	1	bt	q	NONE	NONE	NONE	by	LEFT_EXTENSION	NONE
LEX345	qͣs	4	F30	3	2	bt	o	NONE	NONE	NONE	by	LEFT_EXTENSION	NONE
LEX346	nichil	4	F30	4	3	bt	d	NONE	NONE	NONE	by	LEFT_EXTENSION	NONE
LEX347	ꝑoxiᷤmos	4	F30	5	4	bt	s	NONE	NONE	NONE	by	LEFT_EXTENSION	NONE
LEX348	di	4	F30	6	6	bt	NONE	y	NONE	NONE	by	RIGHT_EXTENSION	NONE
LEX349	postea	4	F30	7	7	bt	NONE	k	NONE	NONE	by	RIGHT_EXTENSION	NONE
LEX350	uentositatẽ	4	F30	8	8	bt	NONE	NONE	t	NONE	by	OPTIONAL_FIELD	NONE
LEX351	istis	4	F30	9	A	bt	NONE	p	u	NONE	by	OPTIONAL_FIELD	LEXICALIZED_RIGHT_EXCEPTION
LEX352	appa	4	F30	10	C	bt	NONE	NONE	NONE	n	by	OPTIONAL_LEXICAL_CLOSURE	NONE
LEX353	descendit	4	F30	11	D	bt	q	r	NONE	NONE	by	ANALOGICAL_LEFT_RIGHT	NONE
LEX354	toto	4	F30	12	G	bt	s	NONE	u	NONE	by	ANALOGICAL_LEFT_FIELD	NONE
LEX355	qͣlit̾	4	F30	13	I	bt	o	r	NONE	m	by	LOCAL_COMPLEX_EXTENSION	NONE
LEX356	ꝯ̾ens	4	F30	14	L	bt	q	NONE	u	m	by	LOCAL_COMPLEX_EXTENSION	NONE
LEX357	int̾	4	F31	1	0	bu	NONE	NONE	NONE	NONE	bu	FAMILY_BASE	NONE
LEX358	fiũt	4	F31	2	5	bu	NONE	r	NONE	NONE	bu	RIGHT_EXTENSION	NONE
LEX359	ira	4	F31	3	6	bu	NONE	y	NONE	NONE	bu	RIGHT_EXTENSION	NONE
LEX360	modic̾	4	F31	4	7	bu	NONE	k	NONE	NONE	bu	RIGHT_EXTENSION	NONE
LEX361	oĩno	4	F31	5	9	bu	NONE	NONE	s	NONE	bu	OPTIONAL_FIELD	NONE
LEX362	ordĩes	4	F31	6	B	bu	NONE	NONE	NONE	m	bu	OPTIONAL_LEXICAL_CLOSURE	NONE
LEX363	diminuit᷑	4	F31	7	E	bu	o	y	NONE	NONE	bu	ANALOGICAL_LEFT_RIGHT	NONE
LEX364	omĩa	4	F31	8	K	bu	s	r	NONE	n	bu	LOCAL_COMPLEX_EXTENSION	NONE
LEX365	p̃t̃	4	F31	9	N	bui	o	NONE	NONE	n	bui	ANALOGICAL_HOST_EXTENSION	NONE
LEX366	multi	4	F32	1	0	bv	NONE	NONE	NONE	NONE	bv	FAMILY_BASE	NONE
LEX367	ni	4	F32	2	1	bv	q	NONE	NONE	NONE	bv	LEFT_EXTENSION	NONE
LEX368	facił	4	F32	3	2	bv	o	NONE	NONE	NONE	bv	LEFT_EXTENSION	NONE
LEX369	albi	4	F32	4	3	bv	d	NONE	NONE	NONE	bv	LEFT_EXTENSION	NONE
LEX370	uid̾	4	F32	5	4	bv	s	NONE	NONE	NONE	bv	LEFT_EXTENSION	NONE
LEX371	mandans	4	F32	6	5	bv	NONE	r	NONE	NONE	bv	RIGHT_EXTENSION	NONE
LEX372	notificatõe	4	F32	7	6	bv	NONE	y	NONE	NONE	bv	RIGHT_EXTENSION	NONE
LEX373	rute	4	F32	8	7	bv	NONE	k	NONE	NONE	bv	RIGHT_EXTENSION	NONE
LEX374	nũ	4	F32	9	8	bv	NONE	NONE	t	NONE	bv	OPTIONAL_FIELD	NONE
LEX375	uolu̾it	4	F32	10	9	bv	NONE	NONE	s	NONE	bv	OPTIONAL_FIELD	NONE
LEX376	al	4	F32	11	A	bv	NONE	NONE	u	NONE	bv	OPTIONAL_FIELD	NONE
LEX377	causã	4	F32	12	B	bv	NONE	NONE	NONE	m	bv	OPTIONAL_LEXICAL_CLOSURE	NONE
LEX378	dolor	4	F32	13	D	bv	q	r	NONE	NONE	bv	ANALOGICAL_LEFT_RIGHT	NONE
LEX379	uirgã	4	F32	14	E	bv	o	y	NONE	x	bv	ANALOGICAL_LEFT_RIGHT	LEXICALIZED_CLOSURE_EXCEPTION
LEX380	ãpħoꝵ	4	F32	15	H	bv	q	y	t	NONE	bv	LOCAL_COMPLEX_EXTENSION	NONE
LEX381	spẽ	4	F32	16	L	bv	q	NONE	u	m	bv	LOCAL_COMPLEX_EXTENSION	NONE
LEX382	mascłi	4	F32	17	M	bve	NONE	y	NONE	NONE	bve	ANALOGICAL_HOST_EXTENSION	NONE
LEX383	atq	4	F32	18	N	bvi	o	NONE	NONE	n	bvi	ANALOGICAL_HOST_EXTENSION	NONE
