candidate	external_axis	page_host	candidate_loci	candidate_positive_loci	candidate_negative_loci	physical_folios	leave_host_out_effect	included_in_repeat_host_robustness
RATE:R=NONE>=0.75	REL_ENCLOSURE	okaly	4	2	2	2	-0.0893274853801	1
RATE:R=NONE>=0.75	REL_ENCLOSURE	okeoly	4	0	4	4	-0.0770114942529	1
RATE:R=NONE>=0.75	REL_ENCLOSURE	yto	4	0	4	3	-0.0779661016949	1
RATE:R=NONE>=0.75	REL_ENCLOSURE	okeos	3	1	2	2	-0.0798850574713	1
RATE:R=NONE>=0.75	REL_ENCLOSURE	olol	3	0	3	3	-0.0779661016949	1
RATE:R=NONE>=0.75	REL_ENCLOSURE	os	3	0	3	3	-0.0772222222222	1
RATE:R=NONE>=0.75	REL_ENCLOSURE	oto	3	1	2	2	-0.0772222222222	1
RATE:R=NONE>=0.75	REL_ENCLOSURE	ykch	3	0	3	2	-0.0768361581921	1
RATE:R=NONE>=0.75	REL_ENCLOSURE	ykey	3	0	3	2	-0.0772222222222	1
RATE:R=NONE>=0.75	REL_ENCLOSURE	yky	3	1	2	3	-0.0772222222222	1
RATE:R=NONE>=0.75	REL_ENCLOSURE	chol	2	1	1	2	-0.0818965517241	1
RATE:R=NONE>=0.75	REL_ENCLOSURE	chy	2	0	2	2	-0.0772222222222	1
RATE:R=NONE>=0.75	REL_ENCLOSURE	ee	2	0	2	2	-0.0772222222222	1
RATE:R=NONE>=0.75	REL_ENCLOSURE	ockhy	2	0	2	2	-0.0768361581921	1
RATE:R=NONE>=0.75	REL_ENCLOSURE	octhy	2	0	2	2	-0.0770099956541	1
RATE:R=NONE>=0.75	REL_ENCLOSURE	oiin	2	0	2	2	-0.0775862068966	1
RATE:R=NONE>=0.75	REL_ENCLOSURE	oka	2	0	2	2	-0.0772222222222	1
RATE:R=NONE>=0.75	REL_ENCLOSURE	okary	2	0	2	2	-0.0772222222222	1
RATE:R=NONE>=0.75	REL_ENCLOSURE	okeol	2	1	1	2	-0.0770099956541	1
RATE:R=NONE>=0.75	REL_ENCLOSURE	okoly	2	0	2	2	-0.0772222222222	1
RATE:R=NONE>=0.75	REL_ENCLOSURE	olda	2	0	2	2	-0.0772222222222	1
RATE:R=NONE>=0.75	REL_ENCLOSURE	olky	2	0	2	2	-0.0772222222222	1
RATE:R=NONE>=0.75	REL_ENCLOSURE	ols	2	0	2	2	-0.0772222222222	1
RATE:R=NONE>=0.75	REL_ENCLOSURE	oly	2	0	2	2	-0.0772222222222	1
RATE:R=NONE>=0.75	REL_ENCLOSURE	orol	2	1	1	2	-0.0810734463277	1
RATE:R=NONE>=0.75	REL_ENCLOSURE	ory	2	0	2	2	-0.0772222222222	1
RATE:R=NONE>=0.75	REL_ENCLOSURE	oteos	2	0	2	2	-0.0772222222222	1
RATE:R=NONE>=0.75	REL_ENCLOSURE	otey	2	1	1	2	-0.0798348544111	1
RATE:R=NONE>=0.75	REL_ENCLOSURE	yke	2	1	1	2	-0.0772222222222	1
RATE:R=NONE>=0.75	REL_ENCLOSURE	ykee	2	0	2	2	-0.0770114942529	1
RATE:R=NONE>=0.75	REL_ENCLOSURE	ykeeo	2	1	1	2	-0.0772272924815	1
RATE:R=NONE>=0.75	REL_ENCLOSURE	ykeey	2	0	2	1	-0.0772222222222	1
RATE:R=NONE>=0.75	REL_ENCLOSURE	ykeo	2	0	2	2	-0.0772272924815	1
RATE:R=NONE>=0.75	REL_ENCLOSURE	yteo	2	0	2	2	-0.0770099956541	1
RATE:R=NONE>=0.75	REL_ENCLOSURE	aiiny	1	0	1	1	-0.0772222222222	0
RATE:R=NONE>=0.75	REL_ENCLOSURE	aiir	1	0	1	1	-0.0772222222222	0
RATE:R=NONE>=0.75	REL_ENCLOSURE	ain	1	0	1	1	-0.074213836478	0
RATE:R=NONE>=0.75	REL_ENCLOSURE	air	1	0	1	1	-0.0772222222222	0
RATE:R=NONE>=0.75	REL_ENCLOSURE	ala	1	0	1	1	-0.0772222222222	0
RATE:R=NONE>=0.75	REL_ENCLOSURE	alo	1	0	1	1	-0.0772222222222	0
RATE:R=NONE>=0.75	REL_ENCLOSURE	aly	1	0	1	1	-0.0772222222222	0
RATE:R=NONE>=0.75	REL_ENCLOSURE	aro	1	0	1	1	-0.0772222222222	0
RATE:R=NONE>=0.75	REL_ENCLOSURE	cheo	1	0	1	1	-0.0768361581921	0
RATE:R=NONE>=0.75	REL_ENCLOSURE	cheol	1	1	0	1	-0.0810734463277	0
RATE:R=NONE>=0.75	REL_ENCLOSURE	cho	1	0	1	1	-0.0772222222222	0
RATE:R=NONE>=0.75	REL_ENCLOSURE	ckhhy	1	0	1	1	-0.0772222222222	0
RATE:R=NONE>=0.75	REL_ENCLOSURE	cpheor	1	0	1	1	-0.0772222222222	0
RATE:R=NONE>=0.75	REL_ENCLOSURE	cthhy	1	0	1	1	-0.0772222222222	0
RATE:R=NONE>=0.75	REL_ENCLOSURE	eees	1	0	1	1	-0.0770099956541	0
RATE:R=NONE>=0.75	REL_ENCLOSURE	eeo	1	0	1	1	-0.0772222222222	0
RATE:R=NONE>=0.75	REL_ENCLOSURE	eeol	1	0	1	1	-0.0772222222222	0
RATE:R=NONE>=0.75	REL_ENCLOSURE	ees	1	0	1	1	-0.0770099956541	0
RATE:R=NONE>=0.75	REL_ENCLOSURE	es	1	0	1	1	-0.0779661016949	0
RATE:R=NONE>=0.75	REL_ENCLOSURE	kee	1	0	1	1	-0.0772222222222	0
RATE:R=NONE>=0.75	REL_ENCLOSURE	kol	1	0	1	1	-0.0772222222222	0
RATE:R=NONE>=0.75	REL_ENCLOSURE	lchy	1	0	1	1	-0.0772222222222	0
RATE:R=NONE>=0.75	REL_ENCLOSURE	lol	1	0	1	1	-0.0772222222222	0
RATE:R=NONE>=0.75	REL_ENCLOSURE	ly	1	0	1	1	-0.0772222222222	0
RATE:R=NONE>=0.75	REL_ENCLOSURE	ockhey	1	0	1	1	-0.0772222222222	0
RATE:R=NONE>=0.75	REL_ENCLOSURE	ocphy	1	0	1	1	-0.0768361581921	0
RATE:R=NONE>=0.75	REL_ENCLOSURE	octhey	1	0	1	1	-0.0768361581921	0
RATE:R=NONE>=0.75	REL_ENCLOSURE	octho	1	0	1	1	-0.0772222222222	0
RATE:R=NONE>=0.75	REL_ENCLOSURE	odaiiin	1	0	1	1	-0.0779661016949	0
RATE:R=NONE>=0.75	REL_ENCLOSURE	okchol	1	0	1	1	-0.0772222222222	0
RATE:R=NONE>=0.75	REL_ENCLOSURE	okchor	1	1	0	1	-0.0810734463277	0
RATE:R=NONE>=0.75	REL_ENCLOSURE	oke	1	0	1	1	-0.0772222222222	0
RATE:R=NONE>=0.75	REL_ENCLOSURE	okeeo	1	0	1	1	-0.0772222222222	0
RATE:R=NONE>=0.75	REL_ENCLOSURE	okeeol	1	0	1	1	-0.0770099956541	0
RATE:R=NONE>=0.75	REL_ENCLOSURE	okeeor	1	0	1	1	-0.0772222222222	0
RATE:R=NONE>=0.75	REL_ENCLOSURE	okeeos	1	0	1	1	-0.0772222222222	0
RATE:R=NONE>=0.75	REL_ENCLOSURE	okey	1	0	1	1	-0.0770099956541	0
RATE:R=NONE>=0.75	REL_ENCLOSURE	okl	1	0	1	1	-0.0772222222222	0
RATE:R=NONE>=0.75	REL_ENCLOSURE	okshor	1	0	1	1	-0.0768361581921	0
RATE:R=NONE>=0.75	REL_ENCLOSURE	okshy	1	0	1	1	-0.0772222222222	0
RATE:R=NONE>=0.75	REL_ENCLOSURE	olche	1	0	1	1	-0.0768361581921	0
RATE:R=NONE>=0.75	REL_ENCLOSURE	olcheo	1	0	1	1	-0.0772222222222	0
RATE:R=NONE>=0.75	REL_ENCLOSURE	olkchy	1	0	1	1	-0.0772222222222	0
RATE:R=NONE>=0.75	REL_ENCLOSURE	olkee	1	0	1	1	-0.0772222222222	0
RATE:R=NONE>=0.75	REL_ENCLOSURE	olor	1	0	1	1	-0.0768361581921	0
RATE:R=NONE>=0.75	REL_ENCLOSURE	olsh	1	0	1	1	-0.0772222222222	0
RATE:R=NONE>=0.75	REL_ENCLOSURE	opchey	1	0	1	1	-0.0772222222222	0
RATE:R=NONE>=0.75	REL_ENCLOSURE	opchol	1	0	1	1	-0.0772222222222	0
RATE:R=NONE>=0.75	REL_ENCLOSURE	opchor	1	0	1	1	-0.0772222222222	0
RATE:R=NONE>=0.75	REL_ENCLOSURE	opchy	1	0	1	1	-0.0772222222222	0
RATE:R=NONE>=0.75	REL_ENCLOSURE	opol	1	1	0	1	-0.0886904761905	0
RATE:R=NONE>=0.75	REL_ENCLOSURE	opor	1	0	1	1	-0.0772222222222	0
RATE:R=NONE>=0.75	REL_ENCLOSURE	ora	1	0	1	1	-0.0772222222222	0
RATE:R=NONE>=0.75	REL_ENCLOSURE	oror	1	0	1	1	-0.0772222222222	0
RATE:R=NONE>=0.75	REL_ENCLOSURE	oteoly	1	0	1	1	-0.0770099956541	0
RATE:R=NONE>=0.75	REL_ENCLOSURE	otoly	1	0	1	1	-0.0772222222222	0
RATE:R=NONE>=0.75	REL_ENCLOSURE	shol	1	0	1	1	-0.0772222222222	0
RATE:R=NONE>=0.75	REL_ENCLOSURE	ycheo	1	0	1	1	-0.0779661016949	0
RATE:R=NONE>=0.75	REL_ENCLOSURE	ykol	1	0	1	1	-0.0772222222222	0
RATE:R=NONE>=0.75	REL_ENCLOSURE	yor	1	0	1	1	-0.0772222222222	0
RATE:R=NONE>=0.75	REL_ENCLOSURE	ypchol	1	0	1	1	-0.0772222222222	0
RATE:R=NONE>=0.75	REL_ENCLOSURE	ytcho	1	0	1	1	-0.0768361581921	0
RATE:R=NONE>=0.75	REL_ENCLOSURE	ytchol	1	0	1	1	-0.0772222222222	0
RATE:R=NONE>=0.75	REL_ENCLOSURE	yte	1	0	1	1	-0.0772222222222	0
RATE:R=NONE>=0.75	REL_ENCLOSURE	ytee	1	0	1	1	-0.0772222222222	0
RATE:R=NONE>=0.75	REL_ENCLOSURE	yteol	1	0	1	1	-0.0772222222222	0
RATE:R=NONE>=0.75	REL_ENCLOSURE	ytor	1	0	1	1	-0.0779661016949	0
RATE:R=NONE>=0.75	REL_ENCLOSURE	yty	1	0	1	1	-0.0772222222222	0
RATE:R=aiin>=0.25	REL_ENCLOSURE	ok	14	2	12	9	0.372916666667	1
RATE:R=aiin>=0.25	REL_ENCLOSURE	d	8	4	4	6	0.376766091052	1
RATE:R=aiin>=0.25	REL_ENCLOSURE	ot	8	1	7	7	0.432307692308	1
RATE:R=aiin>=0.25	REL_ENCLOSURE	k	2	0	2	2	0.373063973064	1
RATE:R=aiin>=0.25	REL_ENCLOSURE	op	2	1	1	2	0.364216524217	1
RATE:R=aiin>=0.25	REL_ENCLOSURE	alk	1	0	1	1	0.373063973064	0
RATE:R=aiin>=0.25	REL_ENCLOSURE	cheod	1	1	0	1	0.35787037037	0
RATE:R=aiin>=0.25	REL_ENCLOSURE	ek	1	1	0	1	0.364216524217	0
RATE:R=aiin>=0.25	REL_ENCLOSURE	old	1	0	1	1	0.373063973064	0
RATE:R=aiin>=0.25	REL_ENCLOSURE	olk	1	0	1	1	0.373063973064	0
RATE:R=aiin>=0.25	REL_ENCLOSURE	r	1	0	1	1	0.373063973064	0
RATE:R=aiin>=0.25	REL_ENCLOSURE	ys	1	0	1	1	0.373063973064	0
RATE:R=aiin>=0.25	REL_ENCLOSURE	ytod	1	0	1	1	0.373063973064	0
RATE:W=NONE>=0.75	REL_PROXIMITY	arol	4	4	0	4	0.337515151515	1
RATE:W=NONE>=0.75	REL_PROXIMITY	okal	4	0	4	2	0.31303030303	1
RATE:W=NONE>=0.75	REL_PROXIMITY	s	4	2	2	2	0.405416666667	1
RATE:W=NONE>=0.75	REL_PROXIMITY	ykch	3	3	0	2	0.279166666667	1
RATE:W=NONE>=0.75	REL_PROXIMITY	ykey	3	0	3	2	0.31303030303	1
RATE:W=NONE>=0.75	REL_PROXIMITY	yto	3	1	2	3	0.31303030303	1
RATE:W=NONE>=0.75	REL_PROXIMITY	okary	2	1	1	2	0.337515151515	1
RATE:W=NONE>=0.75	REL_PROXIMITY	olda	2	2	0	2	0.31303030303	1
RATE:W=NONE>=0.75	REL_PROXIMITY	olol	2	2	0	2	0.31303030303	1
RATE:W=NONE>=0.75	REL_PROXIMITY	oteod	2	0	2	1	0.31303030303	1
RATE:W=NONE>=0.75	REL_PROXIMITY	yke	2	2	0	2	0.31303030303	1
RATE:W=NONE>=0.75	REL_PROXIMITY	ykee	2	0	2	2	0.31303030303	1
RATE:W=NONE>=0.75	REL_PROXIMITY	ykeeo	2	0	2	2	0.31303030303	1
RATE:W=NONE>=0.75	REL_PROXIMITY	ykeo	2	0	2	2	0.31303030303	1
RATE:W=NONE>=0.75	REL_PROXIMITY	alk	1	1	0	1	0.31303030303	0
RATE:W=NONE>=0.75	REL_PROXIMITY	cpheor	1	1	0	1	0.31303030303	0
RATE:W=NONE>=0.75	REL_PROXIMITY	kee	1	1	0	1	0.337515151515	0
RATE:W=NONE>=0.75	REL_PROXIMITY	kol	1	1	0	1	0.31303030303	0
RATE:W=NONE>=0.75	REL_PROXIMITY	lchy	1	1	0	1	0.31303030303	0
RATE:W=NONE>=0.75	REL_PROXIMITY	ly	1	1	0	1	0.31303030303	0
RATE:W=NONE>=0.75	REL_PROXIMITY	olcheo	1	1	0	1	0.31303030303	0
RATE:W=NONE>=0.75	REL_PROXIMITY	olsh	1	0	1	1	0.31303030303	0
RATE:W=NONE>=0.75	REL_PROXIMITY	opchol	1	1	0	1	0.31303030303	0
RATE:W=NONE>=0.75	REL_PROXIMITY	ora	1	1	0	1	0.31303030303	0
RATE:W=NONE>=0.75	REL_PROXIMITY	oteos	1	0	1	1	0.31303030303	0
RATE:W=NONE>=0.75	REL_PROXIMITY	r	1	1	0	1	0.301476190476	0
RATE:W=NONE>=0.75	REL_PROXIMITY	ykeey	1	0	1	1	0.31303030303	0
RATE:W=NONE>=0.75	REL_PROXIMITY	ykeod	1	1	0	1	0.311	0
RATE:W=NONE>=0.75	REL_PROXIMITY	ykol	1	0	1	1	0.31303030303	0
RATE:W=NONE>=0.75	REL_PROXIMITY	yor	1	1	0	1	0.31303030303	0
RATE:W=NONE>=0.75	REL_PROXIMITY	yp	1	0	1	1	0.31303030303	0
RATE:W=NONE>=0.75	REL_PROXIMITY	ypchol	1	1	0	1	0.31303030303	0
RATE:W=NONE>=0.75	REL_PROXIMITY	ytcho	1	1	0	1	0.279166666667	0
RATE:W=NONE>=0.75	REL_PROXIMITY	ytchol	1	1	0	1	0.31303030303	0
RATE:W=NONE>=0.75	REL_PROXIMITY	yte	1	1	0	1	0.31303030303	0
RATE:W=NONE>=0.75	REL_PROXIMITY	ytee	1	0	1	1	0.31303030303	0
RATE:W=NONE>=0.75	REL_PROXIMITY	yteo	1	0	1	1	0.31303030303	0
RATE:W=NONE>=0.75	REL_PROXIMITY	yteol	1	0	1	1	0.31303030303	0
RATE:W=NONE>=0.75	REL_PROXIMITY	ytod	1	1	0	1	0.294333333333	0
RATE:W=sh>=0.25	REL_EXPLICIT_ATTACHMENT	e	8	2	6	5	0.354545454545	1
RATE:W=sh>=0.25	REL_EXPLICIT_ATTACHMENT	eol	4	0	4	4	0.364502164502	1
RATE:W=sh>=0.25	REL_EXPLICIT_ATTACHMENT	eey	3	0	3	3	0.439682539683	1
RATE:W=sh>=0.25	REL_EXPLICIT_ATTACHMENT	eo	3	1	2	3	0.364502164502	1
RATE:W=sh>=0.25	REL_EXPLICIT_ATTACHMENT	o	3	2	1	3	0.364502164502	1
RATE:W=sh>=0.25	REL_EXPLICIT_ATTACHMENT	ed	2	1	1	2	0.336363636364	1
RATE:W=sh>=0.25	REL_EXPLICIT_ATTACHMENT	ee	2	0	2	2	0.439682539683	1
RATE:W=sh>=0.25	REL_EXPLICIT_ATTACHMENT	octhy	2	1	1	2	0.291919191919	1
RATE:W=sh>=0.25	REL_EXPLICIT_ATTACHMENT	ykeo	2	0	2	2	0.364502164502	1
RATE:W=sh>=0.25	REL_EXPLICIT_ATTACHMENT	eeol	1	0	1	1	0.364502164502	0
RATE:W=sh>=0.25	REL_EXPLICIT_ATTACHMENT	ek	1	0	1	1	0.364502164502	0
RATE:W=sh>=0.25	REL_EXPLICIT_ATTACHMENT	ol	1	1	0	1	0.390303030303	0
