target_section	page_host	outside_section_occurrences	outside_section_folios	rate_R_aiin	rate_F_O
Z	o	368	81	0.0733695652174	0
Z	ockh	4	4	0	0
Z	ockhe	4	4	0	0
Z	ockhey	18	12	0	0
Z	ockho	4	4	0	0
Z	ockhol	5	5	0	0
Z	ockhy	32	26	0	0
Z	ocphy	2	2	0	0
Z	octh	4	4	0	0
Z	octhe	2	2	0	0
Z	octhey	6	6	0	0
Z	octho	2	2	0	0
Z	octhy	32	25	0	0
Z	odaiiin	4	4	0	0
Z	odaly	5	5	0	0
Z	odchy	2	2	0	0
Z	odee	2	2	0	0
Z	odeeey	4	4	0	0
Z	odeey	2	2	0	0
Z	odl	2	2	0	0
Z	odol	4	4	0	0
Z	odor	5	5	0	0
Z	oek	4	4	0.25	0
Z	oekeey	2	2	0	0
Z	oekeo	2	2	0	0
Z	oet	2	2	0	0
Z	of	10	7	0.1	0
Z	ofch	6	6	0	0
Z	ofche	5	5	0	0
Z	ofchey	4	4	0	0
Z	ofchy	2	2	0	0
Z	ofol	2	2	0	0
Z	oiiin	9	9	0	0
Z	oiin	38	24	0	0
Z	oiir	3	3	0	0
Z	oin	4	4	0	0
Z	ok	847	70	0.338842975207	0
Z	oka	24	20	0	0
Z	okai	3	3	0	0
Z	okaiiin	3	3	0	0
Z	okaiir	4	4	0	0
Z	okal	4	4	0	0
Z	okalch	2	2	0	0
Z	okalol	2	2	0	0
Z	okaly	18	15	0	0
Z	okan	8	8	0	0
Z	okarol	2	2	0	0
Z	okary	4	4	0	0
Z	okch	43	27	0.093023255814	0
Z	okchd	7	7	0	0
Z	okche	36	15	0	0
Z	okcheey	4	4	0	0
Z	okcheo	6	6	0	0
Z	okcheod	2	2	0.5	0
Z	okchey	30	20	0	0
Z	okcho	10	9	0	0
Z	okchod	3	2	0.333333333333	0
Z	okchol	16	13	0	0
Z	okchor	14	11	0	0
Z	okchy	64	36	0	0
Z	oke	241	37	0	0
Z	okech	3	3	0	0
Z	okeche	5	3	0	0
Z	okechey	2	2	0	0
Z	okechy	11	11	0	0
Z	oked	22	14	0.181818181818	0
Z	okee	239	34	0.00836820083682	0
Z	okeed	25	15	0.04	0
Z	okeee	7	6	0	0
Z	okeeeo	2	2	0	0
Z	okeees	2	2	0	0
Z	okeeey	26	15	0	0
Z	okeeo	31	14	0	0
Z	okeeol	9	8	0	0
Z	okeeor	7	6	0	0
Z	okeeos	2	2	0	0
Z	okees	10	8	0	0
Z	okeey	230	44	0	0
Z	okeo	35	21	0.0285714285714	0
Z	okeod	3	3	0	0
Z	okeoke	2	2	0	0
Z	okeol	43	23	0	0
Z	okeoly	3	3	0	0
Z	okeor	13	11	0	0
Z	okeos	3	3	0	0
Z	okes	2	2	0	0
Z	okeshe	2	2	0	0
Z	okeshey	2	2	0	0
Z	okeshy	2	2	0	0
Z	okey	79	28	0	0
Z	okiin	2	2	0	0
Z	okl	7	5	0.142857142857	0
Z	oko	16	13	0.0625	0
Z	okod	10	8	0.2	0
Z	okoiin	5	4	0	0
Z	okol	94	46	0.0106382978723	0
Z	okoly	3	2	0	0
Z	okor	34	26	0	0
Z	oksh	5	5	0	0
Z	okshd	3	3	0	0
Z	okshe	9	9	0	0
Z	oksheo	2	2	0	0
Z	okshey	3	3	0	0
Z	oksho	2	2	0	0
Z	okshol	2	2	0	0
Z	okshor	2	2	0	0
Z	okshy	10	8	0	0
Z	oky	159	68	0	0
Z	ol	72	43	0.0138888888889	0.0277777777778
Z	ola	3	3	0	0
Z	olaiir	2	2	0	0
Z	olch	7	5	0	0
Z	olche	31	14	0	0
Z	olchee	4	3	0	0
Z	olcheey	4	4	0	0
Z	olcheo	4	4	0	0
Z	olcheol	4	3	0	0
Z	olchey	19	11	0	0
Z	olchy	6	6	0	0
Z	old	19	14	0.421052631579	0
Z	olda	2	2	0	0
Z	olee	2	2	0	0
Z	olfche	3	3	0	0
Z	olk	70	23	0.285714285714	0
Z	olka	4	4	0	0
Z	olkche	5	4	0	0
Z	olkchy	2	2	0	0
Z	olke	17	12	0	0
Z	olked	2	2	1	0
Z	olkee	37	19	0	0
Z	olkeechy	2	2	0	0
Z	olkeeey	8	7	0	0
Z	olkeeo	5	4	0	0
Z	olkeeol	2	2	0	0
Z	olkees	3	3	0	0
Z	olkeey	29	18	0	0
Z	olkeol	5	5	0	0
Z	olkey	9	6	0	0
Z	olkshey	2	2	0	0
Z	olky	11	9	0	0
Z	ollchy	2	2	0	0
Z	olo	11	9	0.0909090909091	0
Z	oloiin	2	2	0	0
Z	olol	16	16	0	0
Z	olor	19	14	0	0
Z	olpchd	2	2	0	0
Z	olpchey	2	2	0	0
Z	ols	13	12	0.0769230769231	0
Z	olsh	4	3	0	0
Z	olshe	19	9	0	0
Z	olsheey	5	5	0	0
Z	olsheol	2	2	0	0
Z	olshey	9	6	0	0
Z	olshy	7	7	0	0
Z	olt	8	5	0.125	0
Z	olte	3	3	0	0
Z	oltee	3	3	0	0
Z	oly	44	27	0	0
Z	oolkeey	2	2	0	0
Z	op	24	18	0.25	0
Z	opa	2	2	0	0
Z	opch	19	15	0	0
Z	opchd	2	2	0	0
Z	opche	44	20	0	0
Z	opched	7	6	0.428571428571	0
Z	opchee	6	5	0	0
Z	opcheey	5	4	0	0
Z	opcheod	2	2	0	0
Z	opcheol	2	2	0	0
Z	opchety	2	2	0	0
Z	opchey	22	17	0	0
Z	opcho	2	2	0	0
Z	opchol	5	5	0	0
Z	opchor	4	4	0	0
Z	opchsd	2	2	0	0
Z	opchy	15	12	0	0
Z	opol	3	3	0	0
Z	opor	5	4	0	0
Z	opshe	5	4	0	0
Z	opy	8	8	0	0
Z	opyd	2	2	1	0
Z	or	509	87	0.0432220039293	0.0098231827112
Z	ora	5	5	0	0
Z	oraly	2	2	0	0
Z	orche	2	2	0	0
Z	orchey	4	4	0	0
Z	oro	3	3	0	0
Z	orol	8	7	0	0
Z	oror	3	3	0	0
Z	orshy	3	3	0	0
Z	ory	18	14	0	0
Z	os	47	33	0.106382978723	0.0425531914894
Z	ot	432	62	0.298611111111	0
Z	otaly	8	7	0	0
Z	otan	2	2	0	0
Z	otary	2	2	0	0
Z	otas	3	3	0	0
Z	otchd	8	6	0.125	0
Z	otcheol	3	2	0	0
Z	otchs	2	2	0	0
Z	otechy	3	2	0	0
Z	oteda	3	3	0	0
Z	otedor	2	2	0	0
Z	oteod	5	4	0.2	0
Z	oteoly	2	2	0	0
Z	oteos	4	3	0	0
Z	otey	41	24	0	0
Z	oto	16	15	0.0625	0
Z	otod	7	5	0.285714285714	0
Z	otoeey	2	2	0	0
Z	otoiin	2	2	0	0
Z	otolo	2	2	0.5	0
Z	otoly	5	5	0	0
Z	otoy	3	3	0	0
Z	otshol	2	2	0	0
Z	oykeey	2	2	0	0
Z	p	13	10	0.384615384615	0
Z	pch	8	8	0.125	0
Z	pchd	6	5	0.333333333333	0
Z	pche	21	12	0	0
Z	pched	11	10	0.181818181818	0
Z	pcheey	3	3	0	0
Z	pcheo	5	4	0	0
Z	pcheod	2	2	0.5	0
Z	pcheol	7	6	0	0
Z	pcheor	3	2	0	0
Z	pcheos	2	2	0	0
Z	pchey	3	3	0	0
Z	pcho	4	3	0	0
Z	pchocthy	2	2	0	0
Z	pchod	7	6	0.428571428571	0
Z	pchodol	2	2	0	0
Z	pchol	3	3	0	0
Z	pcholky	2	2	0	0
Z	pchor	6	6	0	0
Z	pchy	6	5	0	0
Z	pd	3	3	0.666666666667	0
Z	po	2	2	0	0
Z	poche	2	2	0	0
Z	pod	3	3	0.666666666667	0
Z	pok	2	2	0	0
Z	pol	17	12	0.352941176471	0
Z	polar	2	2	0	0
Z	polch	2	2	0	0
Z	polche	6	6	0	0
Z	polched	2	2	0	0
Z	polor	2	2	0	0
Z	por	9	7	0.222222222222	0
Z	pshd	3	3	0.333333333333	0
Z	pshe	2	2	0	0
Z	pshee	2	2	0	0
Z	psheo	2	2	0	0
Z	pshod	2	2	1	0
Z	py	5	5	0	0
Z	pyd	2	2	1	0
Z	r	69	34	0.31884057971	0
Z	ra	2	2	0	0
Z	raly	2	2	0	0
Z	rara	2	2	0	0
Z	rche	5	4	0	0
Z	rched	2	2	0	0
Z	rcheey	2	2	0	0
Z	ro	4	3	0	0
Z	rol	8	7	0	0
Z	ror	9	7	0	0
Z	rshe	5	3	0	0
Z	rshey	2	2	0	0
Z	ry	5	5	0	0
Z	s	122	59	0	0
Z	sey	2	2	0	0
Z	sh	10	9	0.2	0.2
Z	she	43	25	0	0.046511627907
Z	shed	6	4	0	0
Z	shee	2	2	0	0
Z	shees	2	2	0	0
Z	sheey	10	8	0	0
Z	sheo	6	6	0	0.5
Z	sheod	3	3	0	0
Z	sheol	9	9	0	0
Z	shey	23	15	0	0.130434782609
Z	sho	12	12	0	0
Z	shod	6	4	0.166666666667	0
Z	shol	9	8	0	0
Z	shor	14	12	0	0.0714285714286
Z	shy	15	14	0	0.266666666667
Z	t	13	13	0.153846153846	0
Z	tch	2	2	0.5	0
Z	tchy	3	3	0	0
Z	tol	3	3	0	0
Z	ty	21	18	0	0
Z	y	904	88	0.00221238938053	0.0143805309735
Z	ych	5	5	0	0
Z	yche	15	12	0	0
Z	yched	8	6	0.25	0
Z	ychee	2	2	0	0
Z	ycheeo	4	3	0	0
Z	ycheeod	2	2	0.5	0
Z	ychees	2	2	0	0
Z	ycheey	14	11	0	0
Z	ycheo	5	4	0	0
Z	ycheod	3	3	0	0
Z	ycheoky	2	2	0	0
Z	ycheol	6	6	0	0
Z	ycheor	7	6	0	0
Z	yches	2	2	0	0
Z	ychey	9	7	0	0
Z	ycho	3	3	0	0
Z	ychocthy	2	2	0	0
Z	ychol	8	7	0	0
Z	ychor	8	8	0	0
Z	ychy	3	3	0	0
Z	yd	15	13	0.6	0
Z	yk	56	33	0.482142857143	0
Z	yka	2	2	0	0
Z	ykaly	3	3	0	0
Z	ykch	3	3	0	0
Z	ykche	4	4	0	0
Z	ykcho	5	5	0	0
Z	ykchol	3	3	0	0
Z	ykchor	4	3	0	0
Z	ykchy	8	8	0	0
Z	yke	6	5	0	0
Z	ykee	19	17	0	0
Z	ykeed	2	2	0.5	0
Z	ykeee	3	3	0	0
Z	ykeeey	5	5	0	0
Z	ykeeo	9	7	0	0
Z	ykeeol	6	4	0	0
Z	ykeeor	2	2	0	0
Z	ykees	2	2	0	0
Z	ykeey	25	20	0	0
Z	ykeo	4	4	0	0
Z	ykeod	2	2	0	0
Z	ykeol	5	5	0	0
Z	ykeos	2	2	0	0
Z	ykey	2	2	0	0
Z	ykoiin	2	2	0	0
Z	ykol	5	5	0	0
Z	yky	12	9	0	0
Z	yl	2	2	0	0
Z	yor	2	2	0	0
Z	yp	4	3	0	0
Z	ypch	3	3	0.333333333333	0
Z	ypchd	2	2	0	0
Z	ypche	6	5	0	0
Z	ypchey	3	2	0	0
Z	ypchol	2	2	0	0
Z	ypchor	2	2	0	0
Z	ypchy	2	2	0	0
Z	ys	4	4	0.5	0
Z	yshe	9	7	0	0
Z	yshee	3	3	0	0
Z	ysheey	4	4	0	0
Z	ysheo	2	2	0	0
Z	ysheod	2	2	0	0
Z	yshey	8	7	0	0
Z	ysho	3	3	0	0
Z	yshol	3	3	0	0
Z	yt	55	28	0.4	0
Z	yta	8	7	0	0
Z	ytch	8	7	0.125	0
Z	ytche	5	5	0	0
Z	ytchey	2	2	0	0
Z	ytcho	3	3	0	0
Z	ytchol	3	3	0	0
Z	ytchor	8	7	0	0
Z	ytchy	12	10	0	0
Z	yte	13	9	0	0
Z	ytee	13	10	0	0
Z	yteeey	2	2	0	0
Z	yteey	11	7	0	0
Z	yteo	7	6	0	0
Z	yteol	2	2	0	0
Z	yteor	2	2	0	0
Z	ytey	8	8	0	0
Z	yto	5	3	0	0
Z	ytod	2	2	0.5	0
Z	ytol	9	8	0	0
Z	ytor	7	7	0	0
Z	ytshe	2	2	0	0
Z	yty	11	10	0	0
