module	locus	page	physical_folio	source_group_index	source_group_count_by_reading	ZL3b_token	IT2a_token	RF1b_token	match_state_by_reading	match_positions_zero_based	proposed_segmentation_by_reading	reading_agreement	layout_role	kind	section	currier	hand	grammar_scope	left_separator_by_reading	right_separator_by_reading	annotation_provenance	object_tags	relation_tags	annotation_certainty	raw_source_description	claim_state
TEE	f108v.23	f108v	f108	12	IT2a:12;RF1b:12		ltedy	lteedy	IT2a:ABSENT;RF1b:INTERNAL	RF1b:1	RF1b:l+[TEE]+dy	READING_OR_TOPOLOGY_DISAGREEMENT	RUNNING_TEXT	P	S	B	3	CONFIRMED_PROSE	IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	IT2a:LINE_END;RF1b:LINE_END	NONE					FORMAL_MODULE_OCCURRENCE_NOT_MORPHEME
DY	f108v.23	f108v	f108	12	IT2a:12;RF1b:12		ltedy	lteedy	IT2a:SUFFIX;RF1b:SUFFIX	IT2a:3;RF1b:4	IT2a:lte+[DY]+∅;RF1b:ltee+[DY]+∅	READING_OR_TOPOLOGY_DISAGREEMENT	RUNNING_TEXT	P	S	B	3	CONFIRMED_PROSE	IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	IT2a:LINE_END;RF1b:LINE_END	NONE					FORMAL_MODULE_OCCURRENCE_NOT_MORPHEME
OL	f108v.24	f108v	f108	4	ZL3b:12;IT2a:12;RF1b:12	ol	ol	ol	ZL3b:FREE;IT2a:FREE;RF1b:FREE	ZL3b:0;IT2a:0;RF1b:0	ZL3b:∅+[OL]+∅;IT2a:∅+[OL]+∅;RF1b:∅+[OL]+∅	ALL_THREE_EXACT	RUNNING_TEXT	P	S	B	3	CONFIRMED_PROSE	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	NONE					FORMAL_MODULE_OCCURRENCE_NOT_MORPHEME
AR	f108v.24	f108v	f108	7	ZL3b:12;IT2a:12;RF1b:12	odar	odar	odar	ZL3b:SUFFIX;IT2a:SUFFIX;RF1b:SUFFIX	ZL3b:2;IT2a:2;RF1b:2	ZL3b:od+[AR]+∅;IT2a:od+[AR]+∅;RF1b:od+[AR]+∅	ALL_THREE_EXACT	RUNNING_TEXT	P	S	B	3	CONFIRMED_PROSE	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	NONE					FORMAL_MODULE_OCCURRENCE_NOT_MORPHEME
DAR	f108v.24	f108v	f108	7	ZL3b:12;IT2a:12;RF1b:12	odar	odar	odar	ZL3b:SUFFIX;IT2a:SUFFIX;RF1b:SUFFIX	ZL3b:1;IT2a:1;RF1b:1	ZL3b:o+[DAR]+∅;IT2a:o+[DAR]+∅;RF1b:o+[DAR]+∅	ALL_THREE_EXACT	RUNNING_TEXT	P	S	B	3	CONFIRMED_PROSE	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	NONE					FORMAL_MODULE_OCCURRENCE_NOT_MORPHEME
AR	f108v.24	f108v	f108	10	ZL3b:12;IT2a:12;RF1b:12	tchar	tchar	tchar	ZL3b:SUFFIX;IT2a:SUFFIX;RF1b:SUFFIX	ZL3b:3;IT2a:3;RF1b:3	ZL3b:tch+[AR]+∅;IT2a:tch+[AR]+∅;RF1b:tch+[AR]+∅	ALL_THREE_EXACT	RUNNING_TEXT	P	S	B	3	CONFIRMED_PROSE	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	NONE					FORMAL_MODULE_OCCURRENCE_NOT_MORPHEME
OL	f108v.25	f108v	f108	1	ZL3b:13;IT2a:12;RF1b:13	sheeol	sheeol	sheeol	ZL3b:SUFFIX;IT2a:SUFFIX;RF1b:SUFFIX	ZL3b:4;IT2a:4;RF1b:4	ZL3b:shee+[OL]+∅;IT2a:shee+[OL]+∅;RF1b:shee+[OL]+∅	READING_OR_TOPOLOGY_DISAGREEMENT	RUNNING_TEXT	P	S	B	3	CONFIRMED_PROSE	ZL3b:LINE_START;IT2a:LINE_START;RF1b:LINE_START	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	NONE					FORMAL_MODULE_OCCURRENCE_NOT_MORPHEME
OL	f108v.25	f108v	f108	5	ZL3b:13;IT2a:12;RF1b:13	ol	ol	ol	ZL3b:FREE;IT2a:FREE;RF1b:FREE	ZL3b:0;IT2a:0;RF1b:0	ZL3b:∅+[OL]+∅;IT2a:∅+[OL]+∅;RF1b:∅+[OL]+∅	READING_OR_TOPOLOGY_DISAGREEMENT	RUNNING_TEXT	P	S	B	3	CONFIRMED_PROSE	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	NONE					FORMAL_MODULE_OCCURRENCE_NOT_MORPHEME
OL	f108v.26	f108v	f108	3	ZL3b:14;IT2a:14;RF1b:14	cheol	cheol	cheol	ZL3b:SUFFIX;IT2a:SUFFIX;RF1b:SUFFIX	ZL3b:3;IT2a:3;RF1b:3	ZL3b:che+[OL]+∅;IT2a:che+[OL]+∅;RF1b:che+[OL]+∅	ALL_THREE_EXACT	RUNNING_TEXT	P	S	B	3	CONFIRMED_PROSE	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	NONE					FORMAL_MODULE_OCCURRENCE_NOT_MORPHEME
DY	f108v.26	f108v	f108	4	ZL3b:14;IT2a:14;RF1b:14	shedy	shedy	shedy	ZL3b:SUFFIX;IT2a:SUFFIX;RF1b:SUFFIX	ZL3b:3;IT2a:3;RF1b:3	ZL3b:she+[DY]+∅;IT2a:she+[DY]+∅;RF1b:she+[DY]+∅	ALL_THREE_EXACT	RUNNING_TEXT	P	S	B	3	CONFIRMED_PROSE	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	NONE					FORMAL_MODULE_OCCURRENCE_NOT_MORPHEME
AR	f108v.26	f108v	f108	7	ZL3b:14;IT2a:14;RF1b:14	ar	ar	ar	ZL3b:FREE;IT2a:FREE;RF1b:FREE	ZL3b:0;IT2a:0;RF1b:0	ZL3b:∅+[AR]+∅;IT2a:∅+[AR]+∅;RF1b:∅+[AR]+∅	ALL_THREE_EXACT	RUNNING_TEXT	P	S	B	3	CONFIRMED_PROSE	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	NONE					FORMAL_MODULE_OCCURRENCE_NOT_MORPHEME
AR	f108v.26	f108v	f108	9	ZL3b:14;IT2a:14;RF1b:14	lkar	lkar	lkar	ZL3b:SUFFIX;IT2a:SUFFIX;RF1b:SUFFIX	ZL3b:2;IT2a:2;RF1b:2	ZL3b:lk+[AR]+∅;IT2a:lk+[AR]+∅;RF1b:lk+[AR]+∅	ALL_THREE_EXACT	RUNNING_TEXT	P	S	B	3	CONFIRMED_PROSE	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	NONE					FORMAL_MODULE_OCCURRENCE_NOT_MORPHEME
AR	f108v.26	f108v	f108	10	ZL3b:14;IT2a:14;RF1b:14	char	char	char	ZL3b:SUFFIX;IT2a:SUFFIX;RF1b:SUFFIX	ZL3b:2;IT2a:2;RF1b:2	ZL3b:ch+[AR]+∅;IT2a:ch+[AR]+∅;RF1b:ch+[AR]+∅	ALL_THREE_EXACT	RUNNING_TEXT	P	S	B	3	CONFIRMED_PROSE	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	NONE					FORMAL_MODULE_OCCURRENCE_NOT_MORPHEME
AR	f108v.26	f108v	f108	13	ZL3b:14;IT2a:14;RF1b:14	ldyr	ldyr	ldar	ZL3b:ABSENT;IT2a:ABSENT;RF1b:SUFFIX	RF1b:2	RF1b:ld+[AR]+∅	READING_OR_TOPOLOGY_DISAGREEMENT	RUNNING_TEXT	P	S	B	3	CONFIRMED_PROSE	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	NONE					FORMAL_MODULE_OCCURRENCE_NOT_MORPHEME
DAR	f108v.26	f108v	f108	13	ZL3b:14;IT2a:14;RF1b:14	ldyr	ldyr	ldar	ZL3b:ABSENT;IT2a:ABSENT;RF1b:SUFFIX	RF1b:1	RF1b:l+[DAR]+∅	READING_OR_TOPOLOGY_DISAGREEMENT	RUNNING_TEXT	P	S	B	3	CONFIRMED_PROSE	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	NONE					FORMAL_MODULE_OCCURRENCE_NOT_MORPHEME
DY	f108v.26	f108v	f108	13	ZL3b:14;IT2a:14;RF1b:14	ldyr	ldyr	ldar	ZL3b:INTERNAL;IT2a:INTERNAL;RF1b:ABSENT	ZL3b:1;IT2a:1	ZL3b:l+[DY]+r;IT2a:l+[DY]+r	READING_OR_TOPOLOGY_DISAGREEMENT	RUNNING_TEXT	P	S	B	3	CONFIRMED_PROSE	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	NONE					FORMAL_MODULE_OCCURRENCE_NOT_MORPHEME
AR	f108v.27	f108v	f108	4	ZL3b:13;IT2a:13;RF1b:13	okar	okar	okar	ZL3b:SUFFIX;IT2a:SUFFIX;RF1b:SUFFIX	ZL3b:2;IT2a:2;RF1b:2	ZL3b:ok+[AR]+∅;IT2a:ok+[AR]+∅;RF1b:ok+[AR]+∅	ALL_THREE_EXACT	RUNNING_TEXT	P	S	B	3	CONFIRMED_PROSE	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	NONE					FORMAL_MODULE_OCCURRENCE_NOT_MORPHEME
AR	f108v.27	f108v	f108	5	ZL3b:13;IT2a:13;RF1b:13	ar	ar	ar	ZL3b:FREE;IT2a:FREE;RF1b:FREE	ZL3b:0;IT2a:0;RF1b:0	ZL3b:∅+[AR]+∅;IT2a:∅+[AR]+∅;RF1b:∅+[AR]+∅	ALL_THREE_EXACT	RUNNING_TEXT	P	S	B	3	CONFIRMED_PROSE	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	NONE					FORMAL_MODULE_OCCURRENCE_NOT_MORPHEME
OL	f108v.27	f108v	f108	7	ZL3b:13;IT2a:13;RF1b:13	olcheees	olcheees	olcheees	ZL3b:PREFIX;IT2a:PREFIX;RF1b:PREFIX	ZL3b:0;IT2a:0;RF1b:0	ZL3b:∅+[OL]+cheees;IT2a:∅+[OL]+cheees;RF1b:∅+[OL]+cheees	ALL_THREE_EXACT	RUNNING_TEXT	P	S	B	3	CONFIRMED_PROSE	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	NONE					FORMAL_MODULE_OCCURRENCE_NOT_MORPHEME
OL	f108v.27	f108v	f108	8	ZL3b:13;IT2a:13;RF1b:13	ol	ol	ol	ZL3b:FREE;IT2a:FREE;RF1b:FREE	ZL3b:0;IT2a:0;RF1b:0	ZL3b:∅+[OL]+∅;IT2a:∅+[OL]+∅;RF1b:∅+[OL]+∅	ALL_THREE_EXACT	RUNNING_TEXT	P	S	B	3	CONFIRMED_PROSE	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	NONE					FORMAL_MODULE_OCCURRENCE_NOT_MORPHEME
AR	f108v.27	f108v	f108	11	ZL3b:13;IT2a:13;RF1b:13	ykar	ykar	ykar	ZL3b:SUFFIX;IT2a:SUFFIX;RF1b:SUFFIX	ZL3b:2;IT2a:2;RF1b:2	ZL3b:yk+[AR]+∅;IT2a:yk+[AR]+∅;RF1b:yk+[AR]+∅	ALL_THREE_EXACT	RUNNING_TEXT	P	S	B	3	CONFIRMED_PROSE	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	NONE					FORMAL_MODULE_OCCURRENCE_NOT_MORPHEME
AR	f108v.28	f108v	f108	1	ZL3b:14;IT2a:13;RF1b:13	paror	pororaiin	paroraiin	ZL3b:INTERNAL;IT2a:ABSENT;RF1b:INTERNAL	ZL3b:1;RF1b:1	ZL3b:p+[AR]+or;RF1b:p+[AR]+oraiin	READING_OR_TOPOLOGY_DISAGREEMENT	RUNNING_TEXT	P	S	B	3	CONFIRMED_PROSE	ZL3b:LINE_START;IT2a:LINE_START;RF1b:LINE_START	ZL3b:UNCERTAIN_SMALL_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	NONE					FORMAL_MODULE_OCCURRENCE_NOT_MORPHEME
DY	f108v.28	f108v	f108	2	ZL3b:14;IT2a:13;RF1b:13	aiin	shedy	shedy	ZL3b:ABSENT;IT2a:SUFFIX;RF1b:SUFFIX	IT2a:3;RF1b:3	IT2a:she+[DY]+∅;RF1b:she+[DY]+∅	READING_OR_TOPOLOGY_DISAGREEMENT	RUNNING_TEXT	P	S	B	3	CONFIRMED_PROSE	ZL3b:UNCERTAIN_SMALL_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	NONE					FORMAL_MODULE_OCCURRENCE_NOT_MORPHEME
DY	f108v.28	f108v	f108	3	ZL3b:14;IT2a:13;RF1b:13	shedy	qokey	qokey	ZL3b:SUFFIX;IT2a:ABSENT;RF1b:ABSENT	ZL3b:3	ZL3b:she+[DY]+∅	READING_OR_TOPOLOGY_DISAGREEMENT	RUNNING_TEXT	P	S	B	3	CONFIRMED_PROSE	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	NONE					FORMAL_MODULE_OCCURRENCE_NOT_MORPHEME
OL	f108v.28	f108v	f108	4	ZL3b:14;IT2a:13;RF1b:13	qokey	qol	qol	ZL3b:ABSENT;IT2a:SUFFIX;RF1b:SUFFIX	IT2a:1;RF1b:1	IT2a:q+[OL]+∅;RF1b:q+[OL]+∅	READING_OR_TOPOLOGY_DISAGREEMENT	RUNNING_TEXT	P	S	B	3	CONFIRMED_PROSE	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	NONE					FORMAL_MODULE_OCCURRENCE_NOT_MORPHEME
OL	f108v.28	f108v	f108	5	ZL3b:14;IT2a:13;RF1b:13	qol	eees	eees	ZL3b:SUFFIX;IT2a:ABSENT;RF1b:ABSENT	ZL3b:1	ZL3b:q+[OL]+∅	READING_OR_TOPOLOGY_DISAGREEMENT	RUNNING_TEXT	P	S	B	3	CONFIRMED_PROSE	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	NONE					FORMAL_MODULE_OCCURRENCE_NOT_MORPHEME
DY	f108v.28	f108v	f108	8	ZL3b:14;IT2a:13;RF1b:13	lal	lkeeedy	lkeeedy	ZL3b:ABSENT;IT2a:SUFFIX;RF1b:SUFFIX	IT2a:5;RF1b:5	IT2a:lkeee+[DY]+∅;RF1b:lkeee+[DY]+∅	READING_OR_TOPOLOGY_DISAGREEMENT	RUNNING_TEXT	P	S	B	3	CONFIRMED_PROSE	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	NONE					FORMAL_MODULE_OCCURRENCE_NOT_MORPHEME
DY	f108v.28	f108v	f108	9	ZL3b:14;IT2a:13;RF1b:13	lkeeedy	otain	otain	ZL3b:SUFFIX;IT2a:ABSENT;RF1b:ABSENT	ZL3b:5	ZL3b:lkeee+[DY]+∅	READING_OR_TOPOLOGY_DISAGREEMENT	RUNNING_TEXT	P	S	B	3	CONFIRMED_PROSE	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	NONE					FORMAL_MODULE_OCCURRENCE_NOT_MORPHEME
OL	f108v.28	f108v	f108	11	ZL3b:14;IT2a:13;RF1b:13	sheey	chol	chol	ZL3b:ABSENT;IT2a:SUFFIX;RF1b:SUFFIX	IT2a:2;RF1b:2	IT2a:ch+[OL]+∅;RF1b:ch+[OL]+∅	READING_OR_TOPOLOGY_DISAGREEMENT	RUNNING_TEXT	P	S	B	3	CONFIRMED_PROSE	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	NONE					FORMAL_MODULE_OCCURRENCE_NOT_MORPHEME
OL	f108v.28	f108v	f108	12	ZL3b:14;IT2a:13;RF1b:13	chol	kan	tan	ZL3b:SUFFIX;IT2a:ABSENT;RF1b:ABSENT	ZL3b:2	ZL3b:ch+[OL]+∅	READING_OR_TOPOLOGY_DISAGREEMENT	RUNNING_TEXT	P	S	B	3	CONFIRMED_PROSE	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	NONE					FORMAL_MODULE_OCCURRENCE_NOT_MORPHEME
AR	f108v.29	f108v	f108	1	ZL3b:7;IT2a:7;RF1b:7	dar	dar	dar	ZL3b:SUFFIX;IT2a:SUFFIX;RF1b:SUFFIX	ZL3b:1;IT2a:1;RF1b:1	ZL3b:d+[AR]+∅;IT2a:d+[AR]+∅;RF1b:d+[AR]+∅	ALL_THREE_EXACT	RUNNING_TEXT	P	S	B	3	CONFIRMED_PROSE	ZL3b:LINE_START;IT2a:LINE_START;RF1b:LINE_START	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	NONE					FORMAL_MODULE_OCCURRENCE_NOT_MORPHEME
DAR	f108v.29	f108v	f108	1	ZL3b:7;IT2a:7;RF1b:7	dar	dar	dar	ZL3b:FREE;IT2a:FREE;RF1b:FREE	ZL3b:0;IT2a:0;RF1b:0	ZL3b:∅+[DAR]+∅;IT2a:∅+[DAR]+∅;RF1b:∅+[DAR]+∅	ALL_THREE_EXACT	RUNNING_TEXT	P	S	B	3	CONFIRMED_PROSE	ZL3b:LINE_START;IT2a:LINE_START;RF1b:LINE_START	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	NONE					FORMAL_MODULE_OCCURRENCE_NOT_MORPHEME
OL	f108v.29	f108v	f108	4	ZL3b:7;IT2a:7;RF1b:7	cheol	cheol	cheol	ZL3b:SUFFIX;IT2a:SUFFIX;RF1b:SUFFIX	ZL3b:3;IT2a:3;RF1b:3	ZL3b:che+[OL]+∅;IT2a:che+[OL]+∅;RF1b:che+[OL]+∅	ALL_THREE_EXACT	RUNNING_TEXT	P	S	B	3	CONFIRMED_PROSE	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	NONE					FORMAL_MODULE_OCCURRENCE_NOT_MORPHEME
DY	f108v.29	f108v	f108	6	ZL3b:7;IT2a:7;RF1b:7	qokeedy	qokeedy	qokeedy	ZL3b:SUFFIX;IT2a:SUFFIX;RF1b:SUFFIX	ZL3b:5;IT2a:5;RF1b:5	ZL3b:qokee+[DY]+∅;IT2a:qokee+[DY]+∅;RF1b:qokee+[DY]+∅	ALL_THREE_EXACT	RUNNING_TEXT	P	S	B	3	CONFIRMED_PROSE	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	NONE					FORMAL_MODULE_OCCURRENCE_NOT_MORPHEME
DAL	f108v.3	f108v	f108	1	ZL3b:10;IT2a:10;RF1b:10	ssheedal	ssheedal	ssheedal	ZL3b:SUFFIX;IT2a:SUFFIX;RF1b:SUFFIX	ZL3b:5;IT2a:5;RF1b:5	ZL3b:sshee+[DAL]+∅;IT2a:sshee+[DAL]+∅;RF1b:sshee+[DAL]+∅	ALL_THREE_EXACT	RUNNING_TEXT	P	S	B	3	CONFIRMED_PROSE	ZL3b:LINE_START;IT2a:LINE_START;RF1b:LINE_START	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	NONE					FORMAL_MODULE_OCCURRENCE_NOT_MORPHEME
OL	f108v.3	f108v	f108	2	ZL3b:10;IT2a:10;RF1b:10	ol	ol	ol	ZL3b:FREE;IT2a:FREE;RF1b:FREE	ZL3b:0;IT2a:0;RF1b:0	ZL3b:∅+[OL]+∅;IT2a:∅+[OL]+∅;RF1b:∅+[OL]+∅	ALL_THREE_EXACT	RUNNING_TEXT	P	S	B	3	CONFIRMED_PROSE	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	NONE					FORMAL_MODULE_OCCURRENCE_NOT_MORPHEME
DY	f108v.3	f108v	f108	3	ZL3b:10;IT2a:10;RF1b:10	lkedy	lkedy	lkedy	ZL3b:SUFFIX;IT2a:SUFFIX;RF1b:SUFFIX	ZL3b:3;IT2a:3;RF1b:3	ZL3b:lke+[DY]+∅;IT2a:lke+[DY]+∅;RF1b:lke+[DY]+∅	ALL_THREE_EXACT	RUNNING_TEXT	P	S	B	3	CONFIRMED_PROSE	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	NONE					FORMAL_MODULE_OCCURRENCE_NOT_MORPHEME
DY	f108v.3	f108v	f108	4	ZL3b:10;IT2a:10;RF1b:10	lkeedy	lkeedy	lkeedy	ZL3b:SUFFIX;IT2a:SUFFIX;RF1b:SUFFIX	ZL3b:4;IT2a:4;RF1b:4	ZL3b:lkee+[DY]+∅;IT2a:lkee+[DY]+∅;RF1b:lkee+[DY]+∅	ALL_THREE_EXACT	RUNNING_TEXT	P	S	B	3	CONFIRMED_PROSE	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	NONE					FORMAL_MODULE_OCCURRENCE_NOT_MORPHEME
DAL	f108v.3	f108v	f108	5	ZL3b:10;IT2a:10;RF1b:10	chedalkedy	chedalkedy	chedalkedy	ZL3b:INTERNAL;IT2a:INTERNAL;RF1b:INTERNAL	ZL3b:3;IT2a:3;RF1b:3	ZL3b:che+[DAL]+kedy;IT2a:che+[DAL]+kedy;RF1b:che+[DAL]+kedy	ALL_THREE_EXACT	RUNNING_TEXT	P	S	B	3	CONFIRMED_PROSE	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	NONE					FORMAL_MODULE_OCCURRENCE_NOT_MORPHEME
DY	f108v.3	f108v	f108	5	ZL3b:10;IT2a:10;RF1b:10	chedalkedy	chedalkedy	chedalkedy	ZL3b:SUFFIX;IT2a:SUFFIX;RF1b:SUFFIX	ZL3b:8;IT2a:8;RF1b:8	ZL3b:chedalke+[DY]+∅;IT2a:chedalke+[DY]+∅;RF1b:chedalke+[DY]+∅	ALL_THREE_EXACT	RUNNING_TEXT	P	S	B	3	CONFIRMED_PROSE	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	NONE					FORMAL_MODULE_OCCURRENCE_NOT_MORPHEME
DY	f108v.3	f108v	f108	6	ZL3b:10;IT2a:10;RF1b:10	lkeedy	lkeedy	lkeedy	ZL3b:SUFFIX;IT2a:SUFFIX;RF1b:SUFFIX	ZL3b:4;IT2a:4;RF1b:4	ZL3b:lkee+[DY]+∅;IT2a:lkee+[DY]+∅;RF1b:lkee+[DY]+∅	ALL_THREE_EXACT	RUNNING_TEXT	P	S	B	3	CONFIRMED_PROSE	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	ZL3b:DEFINITE_SPACE;IT2a:DEFINITE_SPACE;RF1b:DEFINITE_SPACE	NONE					FORMAL_MODULE_OCCURRENCE_NOT_MORPHEME
