operation	field	source_value	target_value	page_host	source_surface_sha256	target_surface_sha256	source_events	target_events	delta_first	delta_middle	delta_last
wrapper:ch>q	wrapper	ch	q	ok	036397547cd6d9264237996bb73d638d3ee840a3f02847b92eb62bcb7e7d337d	558248aee9ab376ce7d248aae4504a7d32642eb2fb7d9b2cda2769bdd8b759ba	6	81	0.111111111111	-0.148148148148	0.037037037037
right_family:ain>ar	right_family	ain	ar	ok	558248aee9ab376ce7d248aae4504a7d32642eb2fb7d9b2cda2769bdd8b759ba	b8ca74070339937805eadb986b17b6b7ee5b21c5fbed63dc28402f23eb112806	81	46	-0.089371980676	0.082930756844	0.006441223833
wrapper:NONE>ch	wrapper	NONE	ch	ok	28317ecccc52f5ce2fc0ec8e543a9b8062a936ab600ef6171ef1f1a9493ece5d	036397547cd6d9264237996bb73d638d3ee840a3f02847b92eb62bcb7e7d337d	33	6	-0.090909090909	0.181818181818	-0.090909090909
right_family:aiin>ain	right_family	aiin	ain	ok	6784db648d5bcd01a786cc2e6a52d8829e734316e40baddd37722eaff4a8a3aa	036397547cd6d9264237996bb73d638d3ee840a3f02847b92eb62bcb7e7d337d	5	6	-0.200000000000	0.400000000000	-0.200000000000
wrapper:ch>sh	wrapper	ch	sh	octhy	05e78f2e3591130c85dde0be577d9afa3deb70c7d28d2bb0ecf94b41edebf710	f0758b3d6689ad8e7cc7a5d019e7ff204d881b539d7872e068c978a5145f4c41	10	5	0.100000000000	0.100000000000	-0.200000000000
wrapper:sh>t	wrapper	sh	t	eol	38a885399703d448baee764b6932251fb4bdb206c8c5aee858e98da933eb8bdd	1c95a7a13852b51f2e1c13e93bca8366f2247e01aee1d68e606e6127d982b315	30	5	0.200000000000	-0.166666666667	-0.033333333333
dy_closure:0>1	dy_closure	0	1	e	2cda85e504e155f30a40f1f1cc4e83f3f8ec178033f6b6170cc9381f5e4f9d3d	7eaef4ee437d153a7600af770ca658840529a2a3f3b45455bf34c130e638e935	6	117	0.025641025641	-0.085470085470	0.059829059829
wrapper:NONE>q	wrapper	NONE	q	e	7f61df29d993654fad3ee2f8d828ee51d01596e1eb5d0f94af188993f393c34e	f37338ca237f0cbad514d01fa303bd6067db1e40c849907e667089711e4a5dd3	39	23	0.043478260870	-0.053511705686	0.010033444816
wrapper:che>sh	wrapper	che	sh	e	bfd4bc3e110db2308f1a390dd37ecc302a79a634f93f7c796951dd1334d495fc	7eaef4ee437d153a7600af770ca658840529a2a3f3b45455bf34c130e638e935	17	117	0.025641025641	-0.026646556058	0.001005530417
wrapper:sh>t	wrapper	sh	t	e	7eaef4ee437d153a7600af770ca658840529a2a3f3b45455bf34c130e638e935	76b3546321c8e9cd1743656ebd0ebe4cc5ad28cbb3315afa37469ae1d38e7076	117	10	-0.025641025641	0.085470085470	-0.059829059829
wrapper:che>t	wrapper	che	t	e	bfd4bc3e110db2308f1a390dd37ecc302a79a634f93f7c796951dd1334d495fc	76b3546321c8e9cd1743656ebd0ebe4cc5ad28cbb3315afa37469ae1d38e7076	17	10	0.000000000000	0.058823529412	-0.058823529412
right_family:aiin>ain	right_family	aiin	ain	or	28707aa5958961f29701d6d2ea6934b7725677cca2987dce783b6ebc26b88eb4	8f36011786c9746419d92db7683d26c2f543bb1d23aae1f694a2b37d9fdf611a	8	5	-0.125000000000	-0.225000000000	0.350000000000
wrapper:NONE>che	wrapper	NONE	che	or	7175517a370b5cd2e664e3fd29c4ea9db5ce17058eb9772fe090a5485e49dad6	846bc211ed5c3dcd48e7c1cb469fc500e7b5d7b843aabe8c4a7becd3363e1b5f	65	21	-0.136996336996	0.213919413919	-0.076923076923
wrapper:ch>che	wrapper	ch	che	or	71477a1f60ce035e8948579231d5ca1e89955bab12b5c35925753915732edb54	846bc211ed5c3dcd48e7c1cb469fc500e7b5d7b843aabe8c4a7becd3363e1b5f	65	21	0.001465201465	0.044688644689	-0.046153846154
wrapper:che>sh	wrapper	che	sh	or	846bc211ed5c3dcd48e7c1cb469fc500e7b5d7b843aabe8c4a7becd3363e1b5f	93eae4861f4ab98c40e77de7f26321e44c5e0e42e1562634f1989e5a4fb14f1a	21	33	0.164502164502	-0.164502164502	0.000000000000
wrapper:che>d	wrapper	che	d	or	846bc211ed5c3dcd48e7c1cb469fc500e7b5d7b843aabe8c4a7becd3363e1b5f	f3cf3f52140e146702cb77f015f2530adc7f5056c7b59c3be8568df9181d67bb	21	15	0.352380952381	-0.352380952381	0.000000000000
wrapper:che>s	wrapper	che	s	or	846bc211ed5c3dcd48e7c1cb469fc500e7b5d7b843aabe8c4a7becd3363e1b5f	54bca8d2372c18649c81035349a91aaf152e79e8dd5742c9a5aff701fc25653d	21	13	0.644688644689	-0.644688644689	0.000000000000
wrapper:che>t	wrapper	che	t	or	846bc211ed5c3dcd48e7c1cb469fc500e7b5d7b843aabe8c4a7becd3363e1b5f	bd144d4b9250b5395989271bf922dc5efcc4f66c8ee2e180e1a29c96db47f8b5	21	6	0.285714285714	-0.452380952381	0.166666666667
right_family:NONE>aiin	right_family	NONE	aiin	or	7175517a370b5cd2e664e3fd29c4ea9db5ce17058eb9772fe090a5485e49dad6	28707aa5958961f29701d6d2ea6934b7725677cca2987dce783b6ebc26b88eb4	65	8	-0.059615384615	-0.113461538462	0.173076923077
wrapper:NONE>ch	wrapper	NONE	ch	or	7175517a370b5cd2e664e3fd29c4ea9db5ce17058eb9772fe090a5485e49dad6	71477a1f60ce035e8948579231d5ca1e89955bab12b5c35925753915732edb54	65	65	-0.138461538462	0.169230769231	-0.030769230769
wrapper:NONE>sh	wrapper	NONE	sh	or	7175517a370b5cd2e664e3fd29c4ea9db5ce17058eb9772fe090a5485e49dad6	93eae4861f4ab98c40e77de7f26321e44c5e0e42e1562634f1989e5a4fb14f1a	65	33	0.027505827506	0.049417249417	-0.076923076923
wrapper:NONE>d	wrapper	NONE	d	or	7175517a370b5cd2e664e3fd29c4ea9db5ce17058eb9772fe090a5485e49dad6	f3cf3f52140e146702cb77f015f2530adc7f5056c7b59c3be8568df9181d67bb	65	15	0.215384615385	-0.138461538462	-0.076923076923
wrapper:NONE>q	wrapper	NONE	q	or	7175517a370b5cd2e664e3fd29c4ea9db5ce17058eb9772fe090a5485e49dad6	560c987e35675251567b198de258ff00b8ff2420a4c48882b9ab72a0d6d5b0ae	65	7	0.243956043956	-0.309890109890	0.065934065934
wrapper:NONE>s	wrapper	NONE	s	or	7175517a370b5cd2e664e3fd29c4ea9db5ce17058eb9772fe090a5485e49dad6	54bca8d2372c18649c81035349a91aaf152e79e8dd5742c9a5aff701fc25653d	65	13	0.507692307692	-0.430769230769	-0.076923076923
wrapper:NONE>t	wrapper	NONE	t	or	7175517a370b5cd2e664e3fd29c4ea9db5ce17058eb9772fe090a5485e49dad6	bd144d4b9250b5395989271bf922dc5efcc4f66c8ee2e180e1a29c96db47f8b5	65	6	0.148717948718	-0.238461538462	0.089743589744
wrapper:ch>sh	wrapper	ch	sh	or	71477a1f60ce035e8948579231d5ca1e89955bab12b5c35925753915732edb54	93eae4861f4ab98c40e77de7f26321e44c5e0e42e1562634f1989e5a4fb14f1a	65	33	0.165967365967	-0.119813519814	-0.046153846154
wrapper:ch>d	wrapper	ch	d	or	71477a1f60ce035e8948579231d5ca1e89955bab12b5c35925753915732edb54	f3cf3f52140e146702cb77f015f2530adc7f5056c7b59c3be8568df9181d67bb	65	15	0.353846153846	-0.307692307692	-0.046153846154
wrapper:ch>q	wrapper	ch	q	or	71477a1f60ce035e8948579231d5ca1e89955bab12b5c35925753915732edb54	560c987e35675251567b198de258ff00b8ff2420a4c48882b9ab72a0d6d5b0ae	65	7	0.382417582418	-0.479120879121	0.096703296703
wrapper:ch>s	wrapper	ch	s	or	71477a1f60ce035e8948579231d5ca1e89955bab12b5c35925753915732edb54	54bca8d2372c18649c81035349a91aaf152e79e8dd5742c9a5aff701fc25653d	65	13	0.646153846154	-0.600000000000	-0.046153846154
wrapper:ch>t	wrapper	ch	t	or	71477a1f60ce035e8948579231d5ca1e89955bab12b5c35925753915732edb54	bd144d4b9250b5395989271bf922dc5efcc4f66c8ee2e180e1a29c96db47f8b5	65	6	0.287179487179	-0.407692307692	0.120512820513
wrapper:d>sh	wrapper	d	sh	or	f3cf3f52140e146702cb77f015f2530adc7f5056c7b59c3be8568df9181d67bb	93eae4861f4ab98c40e77de7f26321e44c5e0e42e1562634f1989e5a4fb14f1a	15	33	-0.187878787879	0.187878787879	0.000000000000
wrapper:q>sh	wrapper	q	sh	or	560c987e35675251567b198de258ff00b8ff2420a4c48882b9ab72a0d6d5b0ae	93eae4861f4ab98c40e77de7f26321e44c5e0e42e1562634f1989e5a4fb14f1a	7	33	-0.216450216450	0.359307359307	-0.142857142857
wrapper:s>sh	wrapper	s	sh	or	54bca8d2372c18649c81035349a91aaf152e79e8dd5742c9a5aff701fc25653d	93eae4861f4ab98c40e77de7f26321e44c5e0e42e1562634f1989e5a4fb14f1a	13	33	-0.480186480186	0.480186480186	0.000000000000
wrapper:sh>t	wrapper	sh	t	or	93eae4861f4ab98c40e77de7f26321e44c5e0e42e1562634f1989e5a4fb14f1a	bd144d4b9250b5395989271bf922dc5efcc4f66c8ee2e180e1a29c96db47f8b5	33	6	0.121212121212	-0.287878787879	0.166666666667
wrapper:d>s	wrapper	d	s	or	f3cf3f52140e146702cb77f015f2530adc7f5056c7b59c3be8568df9181d67bb	54bca8d2372c18649c81035349a91aaf152e79e8dd5742c9a5aff701fc25653d	15	13	0.292307692308	-0.292307692308	0.000000000000
wrapper:d>t	wrapper	d	t	or	f3cf3f52140e146702cb77f015f2530adc7f5056c7b59c3be8568df9181d67bb	bd144d4b9250b5395989271bf922dc5efcc4f66c8ee2e180e1a29c96db47f8b5	15	6	-0.066666666667	-0.100000000000	0.166666666667
wrapper:NONE>q	wrapper	NONE	q	or	f26c1efa610bd193ceb01c2345dd389af36f29240cd6c2b4b8110543f944ed4b	133326988d27d8e21fd4450e5b403dd5c243a8393a9786abecf76d09d0d12db4	5	7	0.514285714286	-0.514285714286	0.000000000000
wrapper:s>t	wrapper	s	t	or	54bca8d2372c18649c81035349a91aaf152e79e8dd5742c9a5aff701fc25653d	bd144d4b9250b5395989271bf922dc5efcc4f66c8ee2e180e1a29c96db47f8b5	13	6	-0.358974358974	0.192307692308	0.166666666667
wrapper:NONE>q	wrapper	NONE	q	okol	2aed9df78446daa8cb7e394606a545d5922e108d06289151c643074b48eb31dd	ec4ab71920132a5e03a4579c202e1689914bb5e7bd68a34d22fdf85e9929cbd1	14	29	0.032019704433	0.039408866995	-0.071428571429
wrapper:d>s	wrapper	d	s	ain	635ff8d0a885e09e1a14895284ac64ee38e529006474a5dd43553f96ea87387e	c836536ff120612abb73b3d1f483339636015cca1b018cf10f5d50a15842e876	50	19	0.193684210526	-0.171578947368	-0.022105263158
wrapper:NONE>d	wrapper	NONE	d	ain	abc42f1c89829b4d374c4164bf648fb6b15ec89a12289e05ffd628280695498b	635ff8d0a885e09e1a14895284ac64ee38e529006474a5dd43553f96ea87387e	7	50	0.280000000000	-0.174285714286	-0.105714285714
wrapper:ch>d	wrapper	ch	d	ain	9414886b1ebf025db067a4cbd13a0903fbd9733a5372bba1b58bd72c1699b798	635ff8d0a885e09e1a14895284ac64ee38e529006474a5dd43553f96ea87387e	8	50	0.280000000000	-0.335000000000	0.055000000000
wrapper:NONE>s	wrapper	NONE	s	ain	abc42f1c89829b4d374c4164bf648fb6b15ec89a12289e05ffd628280695498b	c836536ff120612abb73b3d1f483339636015cca1b018cf10f5d50a15842e876	7	19	0.473684210526	-0.345864661654	-0.127819548872
wrapper:ch>s	wrapper	ch	s	ain	9414886b1ebf025db067a4cbd13a0903fbd9733a5372bba1b58bd72c1699b798	c836536ff120612abb73b3d1f483339636015cca1b018cf10f5d50a15842e876	8	19	0.473684210526	-0.506578947368	0.032894736842
wrapper:NONE>ch	wrapper	NONE	ch	ain	abc42f1c89829b4d374c4164bf648fb6b15ec89a12289e05ffd628280695498b	9414886b1ebf025db067a4cbd13a0903fbd9733a5372bba1b58bd72c1699b798	7	8	0.000000000000	0.160714285714	-0.160714285714
wrapper:NONE>q	wrapper	NONE	q	eey	f6b2ad9e27afc18d37708184ec4e49aee09cbbda9aee1f5a782bd6ce6ceacfda	989ef50533f0410d3185343f74f9fe238c0905bd5fb283a1e7b48c6043093844	30	11	0.024242424242	0.042424242424	-0.066666666667
wrapper:NONE>ch	wrapper	NONE	ch	ckhey	d29f0823b38b9a53bcdeee390cee6e4e228b8865dfba821611c254a77f35e60a	6c0e01754f9760060e8afffa5ee7ffe5491abd964c5b5b099b71aa32778ba1ad	9	6	0.000000000000	-0.222222222222	0.222222222222
wrapper:che>sh	wrapper	che	sh	ey	1b5de6afaf902a8c5f0a12a3bcc0d796c22dfe39408cb762b0b00108e0042e7b	e79e624caf27bdac55539009e7ec3e21ccab515fb2b913735097a65c7ac11b45	30	48	-0.012500000000	-0.004166666667	0.016666666667
wrapper:ch>sh	wrapper	ch	sh	ckhy	f71159fefc6143eebc5d81163b9912ed8a0224425bc46f69977290ca56942773	94d555484cbf6fe4863bf9f926d744578c285f8a8f8e08762bb44e957ffdaa5d	36	10	0.000000000000	0.055555555556	-0.055555555556
wrapper:NONE>sh	wrapper	NONE	sh	ckhy	fda71671c022a8e5de3155a7db9e99de2ac86bbbcfae55da8f0867d9677a3c0b	94d555484cbf6fe4863bf9f926d744578c285f8a8f8e08762bb44e957ffdaa5d	14	10	0.000000000000	0.214285714286	-0.214285714286
wrapper:che>sh	wrapper	che	sh	ckhy	6a18501aaf77586aaee899a41d82730c1df46ee6e56d51ad6ffb1f992db2f05e	94d555484cbf6fe4863bf9f926d744578c285f8a8f8e08762bb44e957ffdaa5d	11	10	0.000000000000	0.000000000000	0.000000000000
wrapper:NONE>ch	wrapper	NONE	ch	ckhy	fda71671c022a8e5de3155a7db9e99de2ac86bbbcfae55da8f0867d9677a3c0b	f71159fefc6143eebc5d81163b9912ed8a0224425bc46f69977290ca56942773	14	36	0.000000000000	0.158730158730	-0.158730158730
wrapper:ch>che	wrapper	ch	che	ckhy	f71159fefc6143eebc5d81163b9912ed8a0224425bc46f69977290ca56942773	6a18501aaf77586aaee899a41d82730c1df46ee6e56d51ad6ffb1f992db2f05e	36	11	0.000000000000	0.055555555556	-0.055555555556
wrapper:NONE>che	wrapper	NONE	che	ckhy	fda71671c022a8e5de3155a7db9e99de2ac86bbbcfae55da8f0867d9677a3c0b	6a18501aaf77586aaee899a41d82730c1df46ee6e56d51ad6ffb1f992db2f05e	14	11	0.000000000000	0.214285714286	-0.214285714286
wrapper:sh>t	wrapper	sh	t	ar	8bb596034beab707c5cf1c371512237d906fbc6e44e89981198209dcfcbb326f	90aebae315675cbf04612de4f7d5874850f48e0b8dd82becbeaa47ca93f5ebfb	13	11	0.468531468531	-0.391608391608	-0.076923076923
wrapper:ch>sh	wrapper	ch	sh	ar	411b0496da5eeced5314a3b5e9532bac97008d09ce9969ab4fa6a52b8c7ef634	8bb596034beab707c5cf1c371512237d906fbc6e44e89981198209dcfcbb326f	16	13	0.014423076923	-0.091346153846	0.076923076923
wrapper:NONE>sh	wrapper	NONE	sh	ar	ab5b62081b1d305e78d0daadb2cd23470b3faeb65af7370627798b7219ea2061	8bb596034beab707c5cf1c371512237d906fbc6e44e89981198209dcfcbb326f	63	13	0.061050061050	-0.010989010989	-0.050061050061
wrapper:che>sh	wrapper	che	sh	ar	ae12b88a2547109fe68e60fae8fb440beb394213f2bee52922f179f543effbd0	8bb596034beab707c5cf1c371512237d906fbc6e44e89981198209dcfcbb326f	8	13	0.076923076923	-0.028846153846	-0.048076923077
wrapper:s>sh	wrapper	s	sh	ar	bdb8ec313eb09be46a2527fcae4af190c85cbf925d86353ccf517413f1c0a645	8bb596034beab707c5cf1c371512237d906fbc6e44e89981198209dcfcbb326f	13	13	-0.384615384615	0.461538461538	-0.076923076923
wrapper:d>sh	wrapper	d	sh	ar	5d9c970dcd517291d13e5010a4d44864daeaa5efdb17919615d3d1a5036ed9e5	8bb596034beab707c5cf1c371512237d906fbc6e44e89981198209dcfcbb326f	51	13	-0.060331825038	0.179487179487	-0.119155354449
wrapper:ch>t	wrapper	ch	t	ar	411b0496da5eeced5314a3b5e9532bac97008d09ce9969ab4fa6a52b8c7ef634	90aebae315675cbf04612de4f7d5874850f48e0b8dd82becbeaa47ca93f5ebfb	16	11	0.482954545455	-0.482954545455	0.000000000000
wrapper:NONE>t	wrapper	NONE	t	ar	ab5b62081b1d305e78d0daadb2cd23470b3faeb65af7370627798b7219ea2061	90aebae315675cbf04612de4f7d5874850f48e0b8dd82becbeaa47ca93f5ebfb	63	11	0.529581529582	-0.402597402597	-0.126984126984
wrapper:che>t	wrapper	che	t	ar	ae12b88a2547109fe68e60fae8fb440beb394213f2bee52922f179f543effbd0	90aebae315675cbf04612de4f7d5874850f48e0b8dd82becbeaa47ca93f5ebfb	8	11	0.545454545455	-0.420454545455	-0.125000000000
wrapper:s>t	wrapper	s	t	ar	bdb8ec313eb09be46a2527fcae4af190c85cbf925d86353ccf517413f1c0a645	90aebae315675cbf04612de4f7d5874850f48e0b8dd82becbeaa47ca93f5ebfb	13	11	0.083916083916	0.069930069930	-0.153846153846
wrapper:d>t	wrapper	d	t	ar	5d9c970dcd517291d13e5010a4d44864daeaa5efdb17919615d3d1a5036ed9e5	90aebae315675cbf04612de4f7d5874850f48e0b8dd82becbeaa47ca93f5ebfb	51	11	0.408199643494	-0.212121212121	-0.196078431373
wrapper:NONE>ch	wrapper	NONE	ch	ar	ab5b62081b1d305e78d0daadb2cd23470b3faeb65af7370627798b7219ea2061	411b0496da5eeced5314a3b5e9532bac97008d09ce9969ab4fa6a52b8c7ef634	63	16	0.046626984127	0.080357142857	-0.126984126984
wrapper:ch>che	wrapper	ch	che	ar	411b0496da5eeced5314a3b5e9532bac97008d09ce9969ab4fa6a52b8c7ef634	ae12b88a2547109fe68e60fae8fb440beb394213f2bee52922f179f543effbd0	16	8	-0.062500000000	-0.062500000000	0.125000000000
wrapper:ch>s	wrapper	ch	s	ar	411b0496da5eeced5314a3b5e9532bac97008d09ce9969ab4fa6a52b8c7ef634	bdb8ec313eb09be46a2527fcae4af190c85cbf925d86353ccf517413f1c0a645	16	13	0.399038461538	-0.552884615385	0.153846153846
wrapper:ch>d	wrapper	ch	d	ar	411b0496da5eeced5314a3b5e9532bac97008d09ce9969ab4fa6a52b8c7ef634	5d9c970dcd517291d13e5010a4d44864daeaa5efdb17919615d3d1a5036ed9e5	16	51	0.074754901961	-0.270833333333	0.196078431373
wrapper:NONE>che	wrapper	NONE	che	ar	ab5b62081b1d305e78d0daadb2cd23470b3faeb65af7370627798b7219ea2061	ae12b88a2547109fe68e60fae8fb440beb394213f2bee52922f179f543effbd0	63	8	-0.015873015873	0.017857142857	-0.001984126984
wrapper:NONE>s	wrapper	NONE	s	ar	ab5b62081b1d305e78d0daadb2cd23470b3faeb65af7370627798b7219ea2061	bdb8ec313eb09be46a2527fcae4af190c85cbf925d86353ccf517413f1c0a645	63	13	0.445665445665	-0.472527472527	0.026862026862
wrapper:NONE>d	wrapper	NONE	d	ar	ab5b62081b1d305e78d0daadb2cd23470b3faeb65af7370627798b7219ea2061	5d9c970dcd517291d13e5010a4d44864daeaa5efdb17919615d3d1a5036ed9e5	63	51	0.121381886088	-0.190476190476	0.069094304388
wrapper:che>s	wrapper	che	s	ar	ae12b88a2547109fe68e60fae8fb440beb394213f2bee52922f179f543effbd0	bdb8ec313eb09be46a2527fcae4af190c85cbf925d86353ccf517413f1c0a645	8	13	0.461538461538	-0.490384615385	0.028846153846
wrapper:che>d	wrapper	che	d	ar	ae12b88a2547109fe68e60fae8fb440beb394213f2bee52922f179f543effbd0	5d9c970dcd517291d13e5010a4d44864daeaa5efdb17919615d3d1a5036ed9e5	8	51	0.137254901961	-0.208333333333	0.071078431373
wrapper:d>s	wrapper	d	s	ar	5d9c970dcd517291d13e5010a4d44864daeaa5efdb17919615d3d1a5036ed9e5	bdb8ec313eb09be46a2527fcae4af190c85cbf925d86353ccf517413f1c0a645	51	13	0.324283559578	-0.282051282051	-0.042232277526
wrapper:NONE>q	wrapper	NONE	q	ot	143a2289a4ba21be4771b82687af1a3225c77fe181aa8f84b9defa4ed3a67817	3e724d2ca74a30c6dbf343cdce95488ce3b761f548fcd491daff5d751978736e	37	21	0.020592020592	0.073359073359	-0.093951093951
wrapper:NONE>q	wrapper	NONE	q	ot	fed467040cb2fca3f4d06f931a71e9fdab3dc6c865e25e9528f7a152f294b264	16ac4a6fab74d11ee99ae584c566771a320b927414ba4f29600c8c407ca9e9fa	31	20	0.067741935484	0.029032258065	-0.096774193548
right_family:aiin>ain	right_family	aiin	ain	ot	af94e325250665492485e2c5c224ac0734bd7bd841184a37b09bb4cc71220750	16ac4a6fab74d11ee99ae584c566771a320b927414ba4f29600c8c407ca9e9fa	26	20	0.023076923077	0.169230769231	-0.192307692308
right_family:ain>ar	right_family	ain	ar	ot	16ac4a6fab74d11ee99ae584c566771a320b927414ba4f29600c8c407ca9e9fa	3b973755ee947c3dd673d5428f2cba526e02c838c42a2f81f0565c5dd711d306	20	15	-0.100000000000	-0.166666666667	0.266666666667
right_family:ain>ar	right_family	ain	ar	ot	fed467040cb2fca3f4d06f931a71e9fdab3dc6c865e25e9528f7a152f294b264	407336096d733147f92f275f75ae09064a33ef0b737607a0bacd5294a761c578	31	34	-0.002846299810	0.040796963947	-0.037950664137
right_family:aiin>ar	right_family	aiin	ar	ot	f858814c2e3c4ec31576d2206d07a1ead2fd9ac2a179341ec9edf30a7e0d7943	407336096d733147f92f275f75ae09064a33ef0b737607a0bacd5294a761c578	44	34	0.006684491979	0.070855614973	-0.077540106952
wrapper:NONE>q	wrapper	NONE	q	ot	407336096d733147f92f275f75ae09064a33ef0b737607a0bacd5294a761c578	3b973755ee947c3dd673d5428f2cba526e02c838c42a2f81f0565c5dd711d306	34	15	-0.029411764706	-0.178431372549	0.207843137255
right_family:aiin>ain	right_family	aiin	ain	ot	f858814c2e3c4ec31576d2206d07a1ead2fd9ac2a179341ec9edf30a7e0d7943	fed467040cb2fca3f4d06f931a71e9fdab3dc6c865e25e9528f7a152f294b264	44	31	0.009530791789	0.030058651026	-0.039589442815
wrapper:NONE>q	wrapper	NONE	q	ot	f858814c2e3c4ec31576d2206d07a1ead2fd9ac2a179341ec9edf30a7e0d7943	af94e325250665492485e2c5c224ac0734bd7bd841184a37b09bb4cc71220750	44	26	0.054195804196	-0.110139860140	0.055944055944
right_family:aiin>ar	right_family	aiin	ar	ot	af94e325250665492485e2c5c224ac0734bd7bd841184a37b09bb4cc71220750	3b973755ee947c3dd673d5428f2cba526e02c838c42a2f81f0565c5dd711d306	26	15	-0.076923076923	0.002564102564	0.074358974359
wrapper:NONE>q	wrapper	NONE	q	oke	384a57856e6d52d8193c37582c1adf8d77a98242206f85fdff0418c920b72f8e	3f4c2512d257f51b8773c7a0ad025c6d972f7ded4f331db790828b809634208a	18	93	0.053763440860	-0.008960573477	-0.044802867384
wrapper:NONE>q	wrapper	NONE	q	oky	e3a041c293621f940a636fbb2be503ee2daee181d1ab80ee631a78863709bf67	c8677a1a92ed95abea607311d20c5dddf921f400d08411e15c14364aa5f4ce9b	25	39	-0.003076923077	0.063589743590	-0.060512820513
wrapper:ch>q	wrapper	ch	q	oky	826a00c051ed65a2d9c7e14f2635860e7c1505c3cef82214ad9e59e2da286dda	c8677a1a92ed95abea607311d20c5dddf921f400d08411e15c14364aa5f4ce9b	14	39	0.076923076923	-0.042124542125	-0.034798534799
wrapper:NONE>ch	wrapper	NONE	ch	oky	e3a041c293621f940a636fbb2be503ee2daee181d1ab80ee631a78863709bf67	826a00c051ed65a2d9c7e14f2635860e7c1505c3cef82214ad9e59e2da286dda	25	14	-0.080000000000	0.105714285714	-0.025714285714
wrapper:NONE>q	wrapper	NONE	q	okaly	452ad129d4dde74e3ced8c63ee3f0f04fd82a44da506a38576e02e3128197522	af1aba9109c908a537cb8190984b208abf54172b1a04fec42ac6e184137ea0df	6	8	0.000000000000	-0.083333333333	0.083333333333
wrapper:NONE>q	wrapper	NONE	q	okee	d592ffc2dd42bdfb4cfb87d28935718c93d3ac7fe39f0058473ab21b1ad3e403	3f90e24cba089d8733083a228a181ba105f8e72ef126b24d6f5643e9129f7657	24	99	0.059343434343	0.055555555556	-0.114898989899
wrapper:NONE>q	wrapper	NONE	q	opche	1e6d074b9d7a10d95582a4b3b23787008425fec1034978f251502a572e8b3d33	2c2ec38ced47ab0bea304b447ac7f582c52854215fc83335c6afbe2b8976a249	13	5	0.200000000000	-0.123076923077	-0.076923076923
wrapper:ch>sh	wrapper	ch	sh	cthy	01e676d4209852ebcd82917e294e51550664cd87f300263f565705f403128098	bedaf19408d474233f9d3c2828b9ab5e862ef78b9fefe31c2abbccf208e04ba1	35	14	0.000000000000	0.071428571429	-0.071428571429
wrapper:NONE>sh	wrapper	NONE	sh	cthy	ad386158f5afc89bf254105711ff3e8bfdd23fab4ff281e3fa5be38d2ab9ae9b	bedaf19408d474233f9d3c2828b9ab5e862ef78b9fefe31c2abbccf208e04ba1	41	14	0.000000000000	0.245644599303	-0.245644599303
wrapper:che>sh	wrapper	che	sh	cthy	a41687895fa4fc4f1813f0afa76b896ccdbb2a8f0a2b853d7feab880de9d1ec6	bedaf19408d474233f9d3c2828b9ab5e862ef78b9fefe31c2abbccf208e04ba1	9	14	0.000000000000	0.150793650794	-0.150793650794
wrapper:NONE>ch	wrapper	NONE	ch	cthy	ad386158f5afc89bf254105711ff3e8bfdd23fab4ff281e3fa5be38d2ab9ae9b	01e676d4209852ebcd82917e294e51550664cd87f300263f565705f403128098	41	35	0.000000000000	0.174216027875	-0.174216027875
wrapper:ch>che	wrapper	ch	che	cthy	01e676d4209852ebcd82917e294e51550664cd87f300263f565705f403128098	a41687895fa4fc4f1813f0afa76b896ccdbb2a8f0a2b853d7feab880de9d1ec6	35	9	0.000000000000	-0.079365079365	0.079365079365
wrapper:NONE>che	wrapper	NONE	che	cthy	ad386158f5afc89bf254105711ff3e8bfdd23fab4ff281e3fa5be38d2ab9ae9b	a41687895fa4fc4f1813f0afa76b896ccdbb2a8f0a2b853d7feab880de9d1ec6	41	9	0.000000000000	0.094850948509	-0.094850948509
wrapper:NONE>q	wrapper	NONE	q	otey	18298b6fdbad02f9c22f3bfbed2cde1a1bc23ba32a678fd3e3cc1a785d037682	5e903a74e8c8028616341c022bd435c3a41d8e23e3d6a7065bc49f77c5d2ad7b	15	9	0.000000000000	0.000000000000	0.000000000000
wrapper:NONE>q	wrapper	NONE	q	okey	15d9332756935007ee35d46473a6e093a43ff4e8bee3cbe6b65408d1178d60e2	f573cfe43c40f1ffa717c1b1adf7e2d7fb4621ce3c4695b800b71ee0fe3dd910	8	25	0.120000000000	0.215000000000	-0.335000000000
wrapper:NONE>q	wrapper	NONE	q	okeey	99fa2a55212dbc317dce7bc555c47549f4de733f987ef499aa1977082ea99fa2	3657c5ddc1bf6597615f72c434bced259b44aa77a59ea8da9183be031ab0a92f	22	90	0.054545454545	-0.098989898990	0.044444444444
wrapper:NONE>che	wrapper	NONE	che	al	6351825030155836664876686dcff61b6a91254a0458537072a1b26ad151b5ce	22bc47e812ced3a11bde6900e04e8355539948c79f1fc871783aae8e8c552317	33	14	0.000000000000	0.140692640693	-0.140692640693
wrapper:che>d	wrapper	che	d	al	22bc47e812ced3a11bde6900e04e8355539948c79f1fc871783aae8e8c552317	c7abd4dc26cd750f72b87bb9da1b462c07b20c77c4fc299ef12377adc904ed8d	14	64	0.015625000000	-0.225446428571	0.209821428571
