residual_host	branch	right_edge_state	occurrences	physical_folios	tokens	loci	claim_state
ote	Q	DY_RESOLUTION	107	30	chotedy|otedy|qotedy	f103r.12|f103r.13|f103r.32|f103v.30|f104v.8|f105r.18|f106r.10|f106r.23|f106r.36|f106r.43|f106r.46|f106v.41|f107v.16|f107v.8|f108r.29|f108r.38|f108r.6|f108v.1|f108v.20|f108v.31|f108v.40|f111r.40|f111r.7|f111v.5|f112r.15|f112r.24|f112r.35|f112r.39|f112v.27|f112v.36|f113r.13|f114r.12|f114r.20|f114r.31|f114v.11|f115v.23|f115v.3|f116r.8|f26v.3|f34r.3|f34r.4|f39r.13|f39v.13|f43r.10|f43r.9|f43v.13|f46v.11|f48v.5|f48v.9|f75r.44|f75r.45|f76r.3|f76r.46|f76v.13|f76v.14|f76v.22|f76v.31|f76v.7|f77r.14|f77r.20|f77r.25|f77r.27|f77r.31|f77v.16|f77v.6|f78r.12|f78r.7|f78r.9|f78v.2|f78v.8|f79v.12|f79v.26|f80r.26|f80v.2|f81r.10|f81r.13|f81r.15|f81r.9|f82r.13|f82v.11|f82v.7|f83r.21|f83r.22|f83r.23|f83r.8|f83v.4|f84v.10|f84v.12|f84v.13|f84v.14|f84v.3|f85r1.21|f85r1.3|f85r1.33|f85r2.9|f86v6.27	FORMAL_CELL_NOT_MEANING
oted	Q	ED_MEDIUM	2	2	oted|qoted	f114r.20|f78r.16	FORMAL_CELL_NOT_MEANING
otedaiin	Q	ED_MEDIUM	2	2	otedaiin|qotedaiin	f105r.36|f83r.22	FORMAL_CELL_NOT_MEANING
otedair	Q	ED_MEDIUM	1	1	otedair	f76v.16	FORMAL_CELL_NOT_MEANING
otedal	Q	AL_STATE	4	3	otedal|qotedal	f111v.5|f114v.21|f114v.34|f116r.15	FORMAL_CELL_NOT_MEANING
otedam	Q	ED_MEDIUM	3	3	otedam	f107v.8|f108r.29|f85r1.3	FORMAL_CELL_NOT_MEANING
otedar	Q	AR_REFERENCE	5	4	otedar|qotedar	f108r.26|f108v.1|f114v.1|f83v.2|f84v.3	FORMAL_CELL_NOT_MEANING
otedor	Q	ED_MEDIUM	2	2	qotedor	f104v.10|f82r.11	FORMAL_CELL_NOT_MEANING
otedshe	Q	DY_RESOLUTION	1	1	qotedshedy	f76r.11	FORMAL_CELL_NOT_MEANING
otedyl	Q	ED_MEDIUM	1	1	otedyl	f76r.19	FORMAL_CELL_NOT_MEANING
otee	Q	DY_RESOLUTION	94	25	oteedy|qoteedy	f103r.10|f103r.41|f103r.45|f103v.14|f103v.17|f103v.25|f104v.10|f104v.4|f105r.18|f105r.8|f105v.3|f107r.38|f107v.11|f107v.48|f108r.47|f108r.49|f108v.31|f108v.38|f111r.14|f111r.17|f111r.29|f111r.47|f111r.7|f112r.12|f112r.3|f112r.6|f112v.39|f112v.7|f113r.34|f113r.50|f113v.4|f113v.49|f113v.7|f114r.20|f114v.8|f115r.4|f115r.5|f115v.29|f116r.15|f116r.4|f34r.5|f66r.50|f66r.72|f75r.41|f75v.66|f76r.11|f76r.48|f76v.11|f76v.13|f76v.14|f76v.3|f76v.7|f77r.11|f77r.14|f77r.17|f77r.22|f77r.26|f77r.37|f78r.11|f78v.18|f78v.23|f78v.28|f78v.8|f79r.34|f79r.41|f79v.12|f79v.2|f79v.25|f79v.30|f79v.31|f79v.35|f79v.5|f79v.8|f80r.20|f80v.23|f81r.19|f82r.27|f82r.5|f82v.8|f82v.9|f83r.2|f83r.20|f83r.7|f84v.5|f86v3.26|f86v5.7|f95r2.2	FORMAL_CELL_NOT_MEANING
oteed	Q	DY_RESOLUTION	1	1	qoteeddy	f114r.2	FORMAL_CELL_NOT_MEANING
oteed	Q	ED_MEDIUM	6	6	oteed|qoteed	f104v.2|f107r.2|f111r.17|f48v.4|f76v.5|f84v.10	FORMAL_CELL_NOT_MEANING
oteedal	Q	AL_STATE	1	1	oteedal	f115v.30	FORMAL_CELL_NOT_MEANING
oteedar	Q	AR_REFERENCE	3	3	oteedar|qoteedar	f113v.13|f116r.8|f26r.8	FORMAL_CELL_NOT_MEANING
otshe	L	DY_RESOLUTION	8	7	otshedy|qotshedy	f103r.44|f108v.20|f111r.8|f113v.18|f114r.37|f115r.16|f82v.23|f82v.28	FORMAL_CELL_NOT_MEANING
oykee	Q	DY_RESOLUTION	1	1	oykeedy	f43v.7	FORMAL_CELL_NOT_MEANING
pcholkch	Q	DY_RESOLUTION	1	1	pcholkchdy	f103r.30	FORMAL_CELL_NOT_MEANING
pcholkee	Q	DY_RESOLUTION	1	1	pcholkeedy	f112r.27	FORMAL_CELL_NOT_MEANING
podshe	L	DY_RESOLUTION	1	1	podshedy	f106r.24	FORMAL_CELL_NOT_MEANING
polkeedal	Q	AL_STATE	1	1	polkeedal	f108v.20	FORMAL_CELL_NOT_MEANING
pshe	L	DY_RESOLUTION	2	2	pshedy	f114v.23|f76r.39	FORMAL_CELL_NOT_MEANING
pshedaiin	L	ED_MEDIUM	1	1	pshedaiin	f107r.13	FORMAL_CELL_NOT_MEANING
pshee	L	DY_RESOLUTION	2	2	chpsheedy|psheedy	f76r.39|f79r.9	FORMAL_CELL_NOT_MEANING
pyke	Q	DY_RESOLUTION	1	1	pykedy	f78v.1	FORMAL_CELL_NOT_MEANING
rolkee	Q	DY_RESOLUTION	1	1	rolkeedy	f83v.8	FORMAL_CELL_NOT_MEANING
rshe	L	DY_RESOLUTION	4	3	rshedy	f75r.40|f78v.2|f82r.27|f82v.20	FORMAL_CELL_NOT_MEANING
rshed	L	ED_MEDIUM	1	1	rshed	f76v.30	FORMAL_CELL_NOT_MEANING
rshee	L	DY_RESOLUTION	1	1	rsheedy	f77v.8	FORMAL_CELL_NOT_MEANING
rsheedar	L	AR_REFERENCE	1	1	rsheedar	f82v.20	FORMAL_CELL_NOT_MEANING
she	L	DY_RESOLUTION	32	20	dshedy|sshedy|tshedy	f105v.3|f106r.44|f107v.11|f111r.7|f113r.37|f113v.36|f115r.16|f115v.21|f41v.3|f43r.9|f43v.13|f48v.1|f66r.72|f75r.16|f75r.31|f75r.45|f76r.2|f76r.20|f76v.10|f77r.16|f77v.27|f78r.34|f78r.8|f80v.14|f80v.2|f81r.21|f82r.17|f82r.7|f82v.24|f84v.45|f85r1.1|f86v3.21	FORMAL_CELL_NOT_MEANING
shed	L	ED_MEDIUM	1	1	tshed	f86v6.30	FORMAL_CELL_NOT_MEANING
shedain	L	ED_MEDIUM	1	1	tshedain	f114v.20	FORMAL_CELL_NOT_MEANING
shedal	L	AL_STATE	2	2	dshedal|tshedal	f114v.2|f86v3.23	FORMAL_CELL_NOT_MEANING
shedar	L	AR_REFERENCE	2	2	tshedar	f104r.22|f46r.4	FORMAL_CELL_NOT_MEANING
shedky	L	ED_MEDIUM	1	1	tshedky	f108v.12	FORMAL_CELL_NOT_MEANING
shee	L	DY_RESOLUTION	2	2	dsheedy	f104r.21|f111r.3	FORMAL_CELL_NOT_MEANING
sheedal	L	AL_STATE	1	1	dsheedal	f77v.11	FORMAL_CELL_NOT_MEANING
sheokee	Q	DY_RESOLUTION	1	1	tsheokeedy	f76v.16	FORMAL_CELL_NOT_MEANING
shkch	Q	DY_RESOLUTION	1	1	sshkchdy	f81v.17	FORMAL_CELL_NOT_MEANING
tch	Q	DY_RESOLUTION	1	1	chetchdy	f95r1.7	FORMAL_CELL_NOT_MEANING
te	Q	DY_RESOLUTION	1	1	chetedy	f81v.12	FORMAL_CELL_NOT_MEANING
ykch	Q	DY_RESOLUTION	2	2	ykchdy	f104r.43|f66r.77	FORMAL_CELL_NOT_MEANING
yke	Q	DY_RESOLUTION	6	5	ykedy	f112r.25|f31r.13|f48v.8|f78r.33|f78r.8|f84v.18	FORMAL_CELL_NOT_MEANING
ykedckhy	Q	ED_MEDIUM	1	1	ykedckhy	f114v.22	FORMAL_CELL_NOT_MEANING
ykedor	Q	ED_MEDIUM	1	1	ykedor	f105v.12	FORMAL_CELL_NOT_MEANING
ykee	Q	DY_RESOLUTION	18	16	dykeedy|ykeedy	f103r.39|f104v.8|f108r.10|f112v.43|f114r.6|f115v.39|f41r.11|f48r.4|f75v.67|f78r.32|f79r.26|f79v.26|f79v.31|f81r.4|f82v.18|f84v.6|f85r2.19|f94v.2	FORMAL_CELL_NOT_MEANING
ykeedaiin	Q	ED_MEDIUM	1	1	ykeedaiin	f111r.10	FORMAL_CELL_NOT_MEANING
ykeedar	Q	AR_REFERENCE	1	1	ykeedar	f31r.7	FORMAL_CELL_NOT_MEANING
ykeeshe	L	DY_RESOLUTION	1	1	ykeeshedy	f104r.17	FORMAL_CELL_NOT_MEANING
ykshe	L	DY_RESOLUTION	1	1	ykshedy	f66r.52	FORMAL_CELL_NOT_MEANING
yote	Q	DY_RESOLUTION	1	1	yotedy	f48v.2	FORMAL_CELL_NOT_MEANING
yshe	L	DY_RESOLUTION	7	6	yshedy	f115v.19|f75r.39|f75r.43|f79v.41|f80v.24|f82v.23|f94v.3	FORMAL_CELL_NOT_MEANING
yshedair	L	ED_MEDIUM	1	1	yshedair	f31r.15	FORMAL_CELL_NOT_MEANING
yshee	L	DY_RESOLUTION	3	3	ysheedy	f105v.12|f85r1.34|f86v5.34	FORMAL_CELL_NOT_MEANING
ysheed	L	ED_MEDIUM	1	1	ysheed	f115v.12	FORMAL_CELL_NOT_MEANING
ytch	Q	DY_RESOLUTION	6	5	dytchdy|ytchdy	f106r.3|f66v.7|f86v3.22|f86v5.31|f94r.9|f95v1.2	FORMAL_CELL_NOT_MEANING
yte	Q	DY_RESOLUTION	12	8	ytedy	f105r.36|f26r.4|f26v.3|f34r.4|f43r.2|f48v.10|f78r.33|f78v.31|f81v.12|f86v5.18|f86v5.31	FORMAL_CELL_NOT_MEANING
ytedar	Q	AR_REFERENCE	1	1	ytedar	f104v.37	FORMAL_CELL_NOT_MEANING
ytedykor	Q	ED_MEDIUM	1	1	ytedykor	f39v.5	FORMAL_CELL_NOT_MEANING
ytee	Q	DY_RESOLUTION	13	10	yteedy	f104r.41|f107r.10|f108r.46|f114r.40|f114v.24|f115v.2|f116r.8|f48r.7|f48v.4|f78v.21|f79v.15|f86v6.11|f86v6.25	FORMAL_CELL_NOT_MEANING
yteedar	Q	AR_REFERENCE	1	1	yteedar	f84v.40	FORMAL_CELL_NOT_MEANING
ytshe	L	DY_RESOLUTION	2	2	ytshedy	f43v.7|f95v1.4	FORMAL_CELL_NOT_MEANING
