locus	physical_folio	register	group_index	group_count	token	wrapper	residual_host	base	suffix	is_air	field_position	late_half	field_start	preclose_or_close	after_dy	before_dy	physical_line_end
f106r.10	f106	SB	1	9	pshoair	NONE	pshoair	psho	air	1	FIELD_START	0	1	0	0	1	0
f106r.10	f106	SB	3	9	qokain	q	okain	ok	ain	0	FIELD_START	0	1	0	1	0	0
f106r.11	f106	SB	6	12	raiin	NONE	raiin	r	aiin	0	FIELD_INTERNAL	0	0	0	0	0	0
f106r.18	f106	SB	6	11	lkeedar	NONE	lkeedar	lkeed	ar	0	FIELD_START	1	1	0	1	0	0
f106r.20	f106	SB	1	10	ytaiin	NONE	ytaiin	yt	aiin	0	FIELD_START	0	1	0	0	0	0
f106r.20	f106	SB	3	10	qokaiin	q	okaiin	ok	aiin	0	FIELD_INTERNAL	0	0	0	0	0	0
f106r.20	f106	SB	10	10	qokaiin	q	okaiin	ok	aiin	0	SINGLE	1	0	0	1	0	1
f106r.33	f106	SB	5	9	qokaiin	q	okaiin	ok	aiin	0	FIELD_START	1	1	0	1	0	0
f106r.33	f106	SB	7	9	akair	NONE	akair	ak	air	1	FIELD_INTERNAL	1	0	0	0	0	0
f106r.35	f106	SB	1	5	okaiin	NONE	okaiin	ok	aiin	0	FIELD_START	0	1	0	0	0	0
f106r.35	f106	SB	3	5	lkar	NONE	lkar	lk	ar	0	FIELD_INTERNAL	1	0	0	0	0	0
f106r.36	f106	SB	7	10	okalal	NONE	okalal	okal	al	0	FIELD_INTERNAL	1	0	0	0	0	0
f106r.36	f106	SB	9	10	otaiin	NONE	otaiin	ot	aiin	0	PRECLOSE	1	0	1	0	1	0
f106r.40	f106	SB	5	11	lkaiin	NONE	lkaiin	lk	aiin	0	PRECLOSE	0	0	1	0	1	0
f106r.40	f106	SB	8	11	qokal	q	okal	ok	al	0	FIELD_START	1	1	0	1	0	0
f106r.40	f106	SB	10	11	okaiin	NONE	okaiin	ok	aiin	0	PRECLOSE	1	0	1	0	1	0
f106r.44	f106	SB	3	10	otaiin	NONE	otaiin	ot	aiin	0	FIELD_INTERNAL	0	0	0	0	0	0
f106r.44	f106	SB	9	10	otair	NONE	otair	ot	air	1	FIELD_INTERNAL	1	0	0	0	0	0
f106r.9	f106	SB	3	7	qokain	q	okain	ok	ain	0	FIELD_INTERNAL	0	0	0	0	0	0
f106r.9	f106	SB	7	7	qokar	q	okar	ok	ar	0	OPEN_FIELD_END	1	0	0	0	0	1
f106v.10	f106	SB	4	7	qodaiin	q	odaiin	od	aiin	0	FIELD_INTERNAL	1	0	0	0	0	0
f106v.10	f106	SB	5	7	ytain	NONE	ytain	yt	ain	0	PRECLOSE	1	0	1	0	1	0
f106v.34	f106	SB	1	12	pchodaiin	NONE	pchodaiin	pchod	aiin	0	FIELD_START	0	1	0	0	0	0
f106v.34	f106	SB	8	12	odal	NONE	odal	od	al	0	PRECLOSE	1	0	1	0	1	0
f106v.34	f106	SB	10	12	qotaiin	q	otaiin	ot	aiin	0	FIELD_START	1	1	0	1	0	0
f106v.36	f106	SB	3	4	qokaiin	q	okaiin	ok	aiin	0	FIELD_START	1	1	0	1	0	0
f106v.4	f106	SB	5	8	okain	NONE	okain	ok	ain	0	FIELD_INTERNAL	1	0	0	0	0	0
f106v.46	f106	SB	1	11	ytar	NONE	ytar	yt	ar	0	FIELD_START	0	1	0	0	0	0
f106v.46	f106	SB	2	11	okain	NONE	okain	ok	ain	0	FIELD_INTERNAL	0	0	0	0	0	0
f106v.46	f106	SB	9	11	raiin	NONE	raiin	r	aiin	0	FIELD_INTERNAL	1	0	0	0	0	0
f106v.5	f106	SB	3	12	qokain	q	okain	ok	ain	0	PRECLOSE	0	0	1	0	1	0
f106v.5	f106	SB	7	12	otaiin	NONE	otaiin	ot	aiin	0	FIELD_START	1	1	0	1	0	0
f106v.8	f106	SB	1	5	oraiin	NONE	oraiin	or	aiin	0	FIELD_START	0	1	0	0	0	0
f106v.8	f106	SB	5	5	otaiin	NONE	otaiin	ot	aiin	0	OPEN_FIELD_END	1	0	0	0	0	1
f107r.13	f107	SB	4	10	qokaiin	q	okaiin	ok	aiin	0	FIELD_INTERNAL	0	0	0	0	0	0
f107r.13	f107	SB	5	10	opchal	NONE	opchal	opch	al	0	PRECLOSE	0	0	1	0	1	0
f107r.13	f107	SB	7	10	pshedaiin	NONE	pshedaiin	pshed	aiin	0	FIELD_START	1	1	0	1	0	0
f107r.13	f107	SB	8	10	otodal	NONE	otodal	otod	al	0	PRECLOSE	1	0	1	0	1	0
f107r.13	f107	SB	10	10	otaral	NONE	otaral	otar	al	0	SINGLE	1	0	0	1	0	1
f107r.17	f107	SB	3	4	losaiin	NONE	losaiin	los	aiin	0	FIELD_INTERNAL	1	0	0	0	0	0
f107r.19	f107	SB	1	12	oaiin	NONE	oaiin	o	aiin	0	FIELD_START	0	1	0	0	0	0
f107r.19	f107	SB	3	12	rar	NONE	rar	r	ar	0	FIELD_INTERNAL	0	0	0	0	0	0
f107r.19	f107	SB	5	12	ylar	NONE	ylar	yl	ar	0	FIELD_INTERNAL	0	0	0	0	0	0
f107r.2	f107	SB	10	13	qotain	q	otain	ot	ain	0	FIELD_INTERNAL	1	0	0	0	0	0
f107r.25	f107	SB	1	11	ycheain	NONE	ycheain	yche	ain	0	FIELD_START	0	1	0	0	0	0
f107r.25	f107	SB	3	11	kal	NONE	kal	k	al	0	FIELD_INTERNAL	0	0	0	0	0	0
f107r.25	f107	SB	5	11	qokaiin	q	okaiin	ok	aiin	0	PRECLOSE	0	0	1	0	1	0
f107r.25	f107	SB	8	11	qokal	q	okal	ok	al	0	FIELD_START	1	1	0	1	0	0
f107r.33	f107	SB	1	11	yaiin	NONE	yaiin	y	aiin	0	FIELD_START	0	1	0	0	0	0
f107r.33	f107	SB	4	11	kaiin	NONE	kaiin	k	aiin	0	FIELD_INTERNAL	0	0	0	0	0	0
f107r.33	f107	SB	10	11	lkar	NONE	lkar	lk	ar	0	FIELD_INTERNAL	1	0	0	0	0	0
f107r.33	f107	SB	11	11	okal	NONE	okal	ok	al	0	OPEN_FIELD_END	1	0	0	0	0	1
f107r.35	f107	SB	6	11	lkaiin	NONE	lkaiin	lk	aiin	0	FIELD_INTERNAL	1	0	0	0	0	0
f107r.35	f107	SB	8	11	qotaiin	q	otaiin	ot	aiin	0	FIELD_INTERNAL	1	0	0	0	0	0
f107r.38	f107	SB	1	9	poaral	NONE	poaral	poar	al	0	FIELD_START	0	1	0	0	0	0
f107r.38	f107	SB	2	9	orar	NONE	orar	or	ar	0	FIELD_INTERNAL	0	0	0	0	0	0
f107r.38	f107	SB	5	9	qotaiin	q	otaiin	ot	aiin	0	FIELD_START	1	1	0	1	1	0
f107r.38	f107	SB	8	9	otlchdain	NONE	otlchdain	otlchd	ain	0	FIELD_INTERNAL	1	0	0	0	0	0
f107r.44	f107	SB	1	4	ycheodain	NONE	ycheodain	ycheod	ain	0	FIELD_START	0	1	0	0	0	0
f107r.44	f107	SB	4	4	qokaiin	q	okaiin	ok	aiin	0	SINGLE	1	0	0	1	0	1
f107r.46	f107	SB	3	12	qodaiin	q	odaiin	od	aiin	0	FIELD_INTERNAL	0	0	0	0	0	0
f107r.46	f107	SB	4	12	qokaiin	q	okaiin	ok	aiin	0	FIELD_INTERNAL	0	0	0	0	0	0
f107r.46	f107	SB	8	12	otal	NONE	otal	ot	al	0	FIELD_INTERNAL	1	0	0	0	0	0
f107r.46	f107	SB	10	12	qokaiin	q	okaiin	ok	aiin	0	FIELD_INTERNAL	1	0	0	0	0	0
f107r.46	f107	SB	11	12	otal	NONE	otal	ot	al	0	FIELD_INTERNAL	1	0	0	0	0	0
f107r.46	f107	SB	12	12	alkal	NONE	alkal	alk	al	0	OPEN_FIELD_END	1	0	0	0	0	1
f107r.5	f107	SB	6	10	qokear	q	okear	oke	ar	0	FIELD_INTERNAL	1	0	0	0	0	0
f107r.5	f107	SB	9	10	qokain	q	okain	ok	ain	0	FIELD_START	1	1	0	1	0	0
f107r.7	f107	SB	1	6	ytaiin	NONE	ytaiin	yt	aiin	0	FIELD_START	0	1	0	0	0	0
f107r.7	f107	SB	3	6	okaiin	NONE	okaiin	ok	aiin	0	FIELD_INTERNAL	0	0	0	0	0	0
f107v.11	f107	SB	2	10	okal	NONE	okal	ok	al	0	FIELD_START	0	1	0	1	1	0
f107v.11	f107	SB	7	10	qotaiin	q	otaiin	ot	aiin	0	FIELD_INTERNAL	1	0	0	0	0	0
f107v.12	f107	SB	4	11	kaiin	NONE	kaiin	k	aiin	0	FIELD_INTERNAL	0	0	0	0	0	0
f107v.12	f107	SB	5	11	olkal	NONE	olkal	olk	al	0	PRECLOSE	0	0	1	0	1	0
f107v.12	f107	SB	8	11	odar	NONE	odar	od	ar	0	FIELD_INTERNAL	1	0	0	0	0	0
f107v.12	f107	SB	10	11	qokaiin	q	okaiin	ok	aiin	0	FIELD_INTERNAL	1	0	0	0	0	0
f107v.15	f107	SB	2	9	qokal	q	okal	ok	al	0	FIELD_INTERNAL	0	0	0	0	0	0
f107v.15	f107	SB	4	9	lkaiin	NONE	lkaiin	lk	aiin	0	FIELD_INTERNAL	0	0	0	0	0	0
f107v.15	f107	SB	5	9	okain	NONE	okain	ok	ain	0	FIELD_INTERNAL	1	0	0	0	0	0
f107v.15	f107	SB	7	9	otain	NONE	otain	ot	ain	0	FIELD_INTERNAL	1	0	0	0	0	0
f107v.17	f107	SB	3	11	ykeear	NONE	ykeear	ykee	ar	0	FIELD_INTERNAL	0	0	0	0	0	0
f107v.17	f107	SB	5	11	okaiin	NONE	okaiin	ok	aiin	0	FIELD_INTERNAL	0	0	0	0	0	0
f107v.17	f107	SB	6	11	okal	NONE	okal	ok	al	0	FIELD_INTERNAL	1	0	0	0	0	0
f107v.17	f107	SB	7	11	qoklaiin	q	oklaiin	okl	aiin	0	FIELD_INTERNAL	1	0	0	0	0	0
f107v.17	f107	SB	9	11	qokar	q	okar	ok	ar	0	FIELD_INTERNAL	1	0	0	0	0	0
f107v.18	f107	SB	1	10	qokain	q	okain	ok	ain	0	FIELD_START	0	1	0	0	0	0
f107v.18	f107	SB	4	10	okaiin	NONE	okaiin	ok	aiin	0	FIELD_START	0	1	0	1	0	0
f107v.18	f107	SB	7	10	raiin	NONE	raiin	r	aiin	0	FIELD_INTERNAL	1	0	0	0	0	0
f107v.18	f107	SB	8	10	otaiin	NONE	otaiin	ot	aiin	0	FIELD_INTERNAL	1	0	0	0	0	0
f107v.18	f107	SB	9	10	alkaiin	NONE	alkaiin	alk	aiin	0	FIELD_INTERNAL	1	0	0	0	0	0
f107v.2	f107	SB	7	13	otal	NONE	otal	ot	al	0	FIELD_START	1	1	0	1	0	0
f107v.2	f107	SB	11	13	otar	NONE	otar	ot	ar	0	FIELD_INTERNAL	1	0	0	0	0	0
f107v.2	f107	SB	12	13	alkain	NONE	alkain	alk	ain	0	FIELD_INTERNAL	1	0	0	0	0	0
f107v.20	f107	SB	1	10	palar	NONE	palar	pal	ar	0	FIELD_START	0	1	0	0	0	0
f107v.20	f107	SB	4	10	kalkal	NONE	kalkal	kalk	al	0	FIELD_INTERNAL	0	0	0	0	0	0
f107v.20	f107	SB	5	10	okaiin	NONE	okaiin	ok	aiin	0	FIELD_INTERNAL	0	0	0	0	0	0
f107v.20	f107	SB	9	10	pcholkal	NONE	pcholkal	pcholk	al	0	FIELD_START	1	1	0	1	0	0
f107v.24	f107	SB	2	5	olaiin	NONE	olaiin	ol	aiin	0	FIELD_INTERNAL	0	0	0	0	0	0
f107v.24	f107	SB	4	5	olkain	NONE	olkain	olk	ain	0	FIELD_INTERNAL	1	0	0	0	0	0
f107v.24	f107	SB	5	5	lkaiin	NONE	lkaiin	lk	aiin	0	OPEN_FIELD_END	1	0	0	0	0	1
f107v.35	f107	SB	5	10	lkar	NONE	lkar	lk	ar	0	PRECLOSE	0	0	1	0	1	0
f107v.35	f107	SB	7	10	qokaiin	q	okaiin	ok	aiin	0	FIELD_START	1	1	0	1	0	0
f107v.38	f107	SB	4	9	qokaiin	q	okaiin	ok	aiin	0	FIELD_INTERNAL	0	0	0	0	0	0
f107v.38	f107	SB	9	9	lkain	NONE	lkain	lk	ain	0	OPEN_FIELD_END	1	0	0	0	0	1
f107v.4	f107	SB	4	7	qokain	q	okain	ok	ain	0	FIELD_INTERNAL	1	0	0	0	0	0
f107v.4	f107	SB	6	7	otaiin	NONE	otaiin	ot	aiin	0	FIELD_INTERNAL	1	0	0	0	0	0
f107v.4	f107	SB	7	7	alkaiin	NONE	alkaiin	alk	aiin	0	OPEN_FIELD_END	1	0	0	0	0	1
f107v.7	f107	SB	4	4	qokain	q	okain	ok	ain	0	OPEN_FIELD_END	1	0	0	0	0	1
f107v.8	f107	SB	1	9	polcheolkain	NONE	polcheolkain	polcheolk	ain	0	FIELD_START	0	1	0	0	0	0
f107v.8	f107	SB	2	9	qokair	q	okair	ok	air	1	FIELD_INTERNAL	0	0	0	0	0	0
f107v.8	f107	SB	5	9	qokaiin	q	okaiin	ok	aiin	0	FIELD_INTERNAL	1	0	0	0	0	0
f108r.17	f108	SB	1	10	fcheokair	NONE	fcheokair	fcheok	air	1	FIELD_START	0	1	0	0	0	0
f108r.17	f108	SB	2	10	okedaiin	NONE	okedaiin	oked	aiin	0	FIELD_INTERNAL	0	0	0	0	0	0
f108r.17	f108	SB	5	10	okain	NONE	okain	ok	ain	0	FIELD_INTERNAL	0	0	0	0	0	0
f108r.17	f108	SB	7	10	laiin	NONE	laiin	l	aiin	0	FIELD_INTERNAL	1	0	0	0	0	0
f108r.17	f108	SB	8	10	ofar	NONE	ofar	of	ar	0	FIELD_INTERNAL	1	0	0	0	0	0
f108r.22	f108	SB	4	12	qokaiin	q	okaiin	ok	aiin	0	FIELD_INTERNAL	0	0	0	0	0	0
f108r.22	f108	SB	5	12	otal	NONE	otal	ot	al	0	FIELD_INTERNAL	0	0	0	0	0	0
f108r.26	f108	SB	2	11	okal	NONE	okal	ok	al	0	FIELD_INTERNAL	0	0	0	0	0	0
f108r.26	f108	SB	9	11	otaiin	NONE	otaiin	ot	aiin	0	FIELD_START	1	1	0	1	0	0
f108r.26	f108	SB	10	11	otedar	NONE	otedar	oted	ar	0	PRECLOSE	1	0	1	0	1	0
f108r.28	f108	SB	3	5	qoal	q	oal	o	al	0	PRECLOSE	1	0	1	0	1	0
f108r.28	f108	SB	5	5	okaiin	NONE	okaiin	ok	aiin	0	SINGLE	1	0	0	1	0	1
f108r.29	f108	SB	6	9	qotaiin	q	otaiin	ot	aiin	0	FIELD_START	1	1	0	1	1	0
f108r.34	f108	SB	4	4	okain	NONE	okain	ok	ain	0	SINGLE	1	0	0	1	0	1
f108r.35	f108	SB	7	10	opalal	NONE	opalal	opal	al	0	FIELD_START	1	1	0	1	1	0
f108r.36	f108	SB	6	9	qotal	q	otal	ot	al	0	FIELD_START	1	1	0	1	0	0
f108r.44	f108	SB	3	6	okar	NONE	okar	ok	ar	0	FIELD_INTERNAL	0	0	0	0	0	0
f108r.8	f108	SB	5	12	kedal	NONE	kedal	ked	al	0	FIELD_INTERNAL	0	0	0	0	0	0
f108r.8	f108	SB	7	12	qokar	q	okar	ok	ar	0	FIELD_INTERNAL	1	0	0	0	0	0
f108v.1	f108	SB	1	12	pchedal	NONE	pchedal	pched	al	0	FIELD_START	0	1	0	0	0	0
f108v.1	f108	SB	2	12	qokeedar	q	okeedar	okeed	ar	0	PRECLOSE	0	0	1	0	1	0
f108v.1	f108	SB	6	12	ltal	NONE	ltal	lt	al	0	FIELD_INTERNAL	0	0	0	0	0	0
f108v.1	f108	SB	10	12	otedar	NONE	otedar	oted	ar	0	FIELD_INTERNAL	1	0	0	0	0	0
f108v.17	f108	SB	9	11	kedar	NONE	kedar	ked	ar	0	FIELD_START	1	1	0	1	0	0
f108v.17	f108	SB	10	11	otal	NONE	otal	ot	al	0	FIELD_INTERNAL	1	0	0	0	0	0
f108v.24	f108	SB	7	12	odar	NONE	odar	od	ar	0	FIELD_INTERNAL	1	0	0	0	0	0
f108v.24	f108	SB	11	12	okeedaiin	NONE	okeedaiin	okeed	aiin	0	FIELD_INTERNAL	1	0	0	0	0	0
f108v.37	f108	SB	8	11	lkain	NONE	lkain	lk	ain	0	PRECLOSE	1	0	1	0	1	0
f108v.37	f108	SB	10	11	qokain	q	okain	ok	ain	0	FIELD_START	1	1	0	1	0	0
f108v.40	f108	SB	10	10	qotaiin	q	otaiin	ot	aiin	0	SINGLE	1	0	0	1	0	1
f108v.47	f108	SB	6	10	okeedal	NONE	okeedal	okeed	al	0	FIELD_INTERNAL	1	0	0	0	0	0
f108v.49	f108	SB	2	12	okain	NONE	okain	ok	ain	0	FIELD_INTERNAL	0	0	0	0	0	0
f108v.49	f108	SB	4	12	lkaiin	NONE	lkaiin	lk	aiin	0	FIELD_INTERNAL	0	0	0	0	0	0
f108v.49	f108	SB	7	12	keear	NONE	keear	kee	ar	0	PRECLOSE	1	0	1	0	1	0
f108v.49	f108	SB	11	12	qokal	q	okal	ok	al	0	FIELD_START	1	1	0	1	0	0
f108v.6	f108	SB	1	10	oeeedain	NONE	oeeedain	oeeed	ain	0	FIELD_START	0	1	0	0	0	0
f108v.6	f108	SB	8	10	qokar	q	okar	ok	ar	0	PRECLOSE	1	0	1	0	1	0
f111r.1	f111	SB	1	11	kcholchdar	NONE	kcholchdar	kcholchd	ar	0	FIELD_START	0	1	0	0	0	0
f111r.10	f111	SB	1	12	ykeedaiin	NONE	ykeedaiin	ykeed	aiin	0	FIELD_START	0	1	0	0	0	0
f111r.10	f111	SB	4	12	qokear	q	okear	oke	ar	0	FIELD_START	0	1	0	1	0	0
f111r.10	f111	SB	11	12	oraiin	NONE	oraiin	or	aiin	0	FIELD_START	1	1	0	1	0	0
f111r.12	f111	SB	8	11	oteolair	NONE	oteolair	oteol	air	1	FIELD_START	1	1	0	1	0	0
f111r.17	f111	SB	8	12	kal	NONE	kal	k	al	0	PRECLOSE	1	0	1	0	1	0
f111r.23	f111	SB	7	10	okain	NONE	okain	ok	ain	0	FIELD_START	1	1	0	1	0	0
f111r.41	f111	SB	2	10	raiin	NONE	raiin	r	aiin	0	PRECLOSE	0	0	1	0	1	0
f111r.41	f111	SB	8	10	qokeeal	q	okeeal	okee	al	0	FIELD_START	1	1	0	1	0	0
f111r.41	f111	SB	10	10	otaral	NONE	otaral	otar	al	0	OPEN_FIELD_END	1	0	0	0	0	1
f111r.43	f111	SB	3	5	lkedar	NONE	lkedar	lked	ar	0	FIELD_START	1	1	0	1	1	0
f111r.5	f111	SB	7	7	otain	NONE	otain	ot	ain	0	OPEN_FIELD_END	1	0	0	0	0	1
f111r.54	f111	SB	4	6	qokal	q	okal	ok	al	0	FIELD_INTERNAL	1	0	0	0	0	0
f111r.54	f111	SB	5	6	otain	NONE	otain	ot	ain	0	FIELD_INTERNAL	1	0	0	0	0	0
f111r.54	f111	SB	6	6	okal	NONE	okal	ok	al	0	OPEN_FIELD_END	1	0	0	0	0	1
f111r.7	f111	SB	9	13	raiin	NONE	raiin	r	aiin	0	FIELD_START	1	1	0	1	1	0
f111r.7	f111	SB	11	13	otar	NONE	otar	ot	ar	0	FIELD_START	1	1	0	1	0	0
f111v.17	f111	SB	3	12	okaiin	NONE	okaiin	ok	aiin	0	FIELD_INTERNAL	0	0	0	0	0	0
f111v.17	f111	SB	5	12	qokain	q	okain	ok	ain	0	FIELD_INTERNAL	0	0	0	0	0	0
f111v.17	f111	SB	10	12	lchal	NONE	lchal	lch	al	0	FIELD_INTERNAL	1	0	0	0	0	0
f111v.17	f111	SB	12	12	otain	NONE	otain	ot	ain	0	OPEN_FIELD_END	1	0	0	0	0	1
f111v.19	f111	SB	1	11	qokaiin	q	okaiin	ok	aiin	0	FIELD_START	0	1	0	0	0	0
f111v.19	f111	SB	4	11	qokain	q	okain	ok	ain	0	FIELD_INTERNAL	0	0	0	0	0	0
f111v.19	f111	SB	6	11	qokain	q	okain	ok	ain	0	FIELD_INTERNAL	1	0	0	0	0	0
f111v.19	f111	SB	11	11	qokaiin	q	okaiin	ok	aiin	0	OPEN_FIELD_END	1	0	0	0	0	1
f111v.20	f111	SB	2	11	qokal	q	okal	ok	al	0	FIELD_INTERNAL	0	0	0	0	0	0
f111v.20	f111	SB	4	11	qoteal	q	oteal	ote	al	0	FIELD_INTERNAL	0	0	0	0	0	0
f111v.20	f111	SB	5	11	qotain	q	otain	ot	ain	0	FIELD_INTERNAL	0	0	0	0	0	0
f111v.20	f111	SB	7	11	qotain	q	otain	ot	ain	0	FIELD_INTERNAL	1	0	0	0	0	0
f111v.20	f111	SB	10	11	qotain	q	otain	ot	ain	0	FIELD_START	1	1	0	1	0	0
f111v.21	f111	SB	5	15	rar	NONE	rar	r	ar	0	FIELD_INTERNAL	0	0	0	0	0	0
f111v.21	f111	SB	9	15	lkain	NONE	lkain	lk	ain	0	FIELD_INTERNAL	1	0	0	0	0	0
f111v.21	f111	SB	13	15	qokain	q	okain	ok	ain	0	FIELD_INTERNAL	1	0	0	0	0	0
f111v.24	f111	SB	2	11	qokar	q	okar	ok	ar	0	FIELD_INTERNAL	0	0	0	0	0	0
f111v.24	f111	SB	3	11	otain	NONE	otain	ot	ain	0	FIELD_INTERNAL	0	0	0	0	0	0
f111v.24	f111	SB	5	11	lkain	NONE	lkain	lk	ain	0	FIELD_INTERNAL	0	0	0	0	0	0
f111v.24	f111	SB	10	11	qokar	q	okar	ok	ar	0	FIELD_INTERNAL	1	0	0	0	0	0
f111v.30	f111	SB	2	11	okeokain	NONE	okeokain	okeok	ain	0	FIELD_INTERNAL	0	0	0	0	0	0
f111v.30	f111	SB	4	11	qokain	q	okain	ok	ain	0	FIELD_INTERNAL	0	0	0	0	0	0
f111v.30	f111	SB	7	11	qetain	q	etain	et	ain	0	FIELD_INTERNAL	1	0	0	0	0	0
f111v.30	f111	SB	8	11	otain	NONE	otain	ot	ain	0	FIELD_INTERNAL	1	0	0	0	0	0
f111v.30	f111	SB	10	11	lkain	NONE	lkain	lk	ain	0	FIELD_INTERNAL	1	0	0	0	0	0
f111v.31	f111	SB	2	12	oteain	NONE	oteain	ote	ain	0	FIELD_INTERNAL	0	0	0	0	0	0
f111v.31	f111	SB	5	12	lain	NONE	lain	l	ain	0	FIELD_INTERNAL	0	0	0	0	0	0
f111v.31	f111	SB	7	12	qokain	q	okain	ok	ain	0	FIELD_INTERNAL	1	0	0	0	0	0
f111v.31	f111	SB	9	12	lkain	NONE	lkain	lk	ain	0	FIELD_INTERNAL	1	0	0	0	0	0
f111v.35	f111	SB	1	12	oain	NONE	oain	o	ain	0	FIELD_START	0	1	0	0	0	0
f111v.35	f111	SB	2	12	okaiin	NONE	okaiin	ok	aiin	0	FIELD_INTERNAL	0	0	0	0	0	0
f111v.35	f111	SB	4	12	lkain	NONE	lkain	lk	ain	0	FIELD_INTERNAL	0	0	0	0	0	0
f111v.35	f111	SB	6	12	lshekain	NONE	lshekain	lshek	ain	0	FIELD_INTERNAL	0	0	0	0	0	0
f111v.35	f111	SB	7	12	qotal	q	otal	ot	al	0	PRECLOSE	1	0	1	0	1	0
f111v.35	f111	SB	11	12	lkain	NONE	lkain	lk	ain	0	FIELD_INTERNAL	1	0	0	0	0	0
f111v.39	f111	SB	2	11	qokal	q	okal	ok	al	0	FIELD_INTERNAL	0	0	0	0	0	0
f111v.39	f111	SB	5	11	qokain	q	okain	ok	ain	0	FIELD_INTERNAL	0	0	0	0	0	0
f111v.39	f111	SB	9	11	qokain	q	okain	ok	ain	0	FIELD_INTERNAL	1	0	0	0	0	0
f111v.40	f111	SB	2	9	lkain	NONE	lkain	lk	ain	0	FIELD_INTERNAL	0	0	0	0	0	0
f111v.44	f111	SB	4	5	olaiin	NONE	olaiin	ol	aiin	0	FIELD_INTERNAL	1	0	0	0	0	0
f111v.5	f111	SB	11	12	qotedal	q	otedal	oted	al	0	FIELD_START	1	1	0	1	0	0
f111v.50	f111	SB	3	12	okain	NONE	okain	ok	ain	0	FIELD_INTERNAL	0	0	0	0	0	0
f111v.50	f111	SB	6	12	okain	NONE	okain	ok	ain	0	FIELD_INTERNAL	0	0	0	0	0	0
f111v.50	f111	SB	11	12	otain	NONE	otain	ot	ain	0	FIELD_INTERNAL	1	0	0	0	0	0
f112r.10	f112	SB	4	5	qodain	q	odain	od	ain	0	FIELD_INTERNAL	1	0	0	0	0	0
f112r.12	f112	SB	6	9	qotain	q	otain	ot	ain	0	PRECLOSE	1	0	1	0	1	0
f112r.13	f112	SB	7	10	otaiin	NONE	otaiin	ot	aiin	0	FIELD_INTERNAL	1	0	0	0	0	0
f112r.18	f112	SB	7	10	okal	NONE	okal	ok	al	0	PRECLOSE	1	0	1	0	1	0
f112r.2	f112	SB	2	8	oar	NONE	oar	o	ar	0	FIELD_INTERNAL	0	0	0	0	0	0
f112r.2	f112	SB	3	8	qolkaiin	q	olkaiin	olk	aiin	0	FIELD_INTERNAL	0	0	0	0	0	0
f112r.2	f112	SB	6	8	olaiin	NONE	olaiin	ol	aiin	0	FIELD_INTERNAL	1	0	0	0	0	0
f112r.2	f112	SB	8	8	otar	NONE	otar	ot	ar	0	OPEN_FIELD_END	1	0	0	0	0	1
f112r.20	f112	SB	1	11	qoaiin	q	oaiin	o	aiin	0	FIELD_START	0	1	0	0	0	0
f112r.3	f112	SB	6	8	otaiin	NONE	otaiin	ot	aiin	0	FIELD_START	1	1	0	1	0	0
f112r.35	f112	SB	2	11	olaiin	NONE	olaiin	ol	aiin	0	PRECLOSE	0	0	1	0	1	0
f112r.35	f112	SB	5	11	okeal	NONE	okeal	oke	al	0	FIELD_INTERNAL	0	0	0	0	0	0
f112r.36	f112	SB	4	6	olchain	NONE	olchain	olch	ain	0	FIELD_INTERNAL	1	0	0	0	0	0
f112r.4	f112	SB	3	7	otain	NONE	otain	ot	ain	0	FIELD_INTERNAL	0	0	0	0	0	0
f112r.4	f112	SB	4	7	otar	NONE	otar	ot	ar	0	FIELD_INTERNAL	1	0	0	0	0	0
f112v.12	f112	SB	3	9	olkeedain	NONE	olkeedain	olkeed	ain	0	FIELD_INTERNAL	0	0	0	0	0	0
f112v.12	f112	SB	7	9	qochaiin	q	ochaiin	och	aiin	0	FIELD_START	1	1	0	1	0	0
f112v.13	f112	SB	8	9	qokaiin	q	okaiin	ok	aiin	0	FIELD_INTERNAL	1	0	0	0	0	0
f112v.18	f112	SB	9	10	olaiin	NONE	olaiin	ol	aiin	0	FIELD_INTERNAL	1	0	0	0	0	0
f112v.31	f112	SB	3	5	okeear	NONE	okeear	okee	ar	0	PRECLOSE	1	0	1	0	1	0
f112v.31	f112	SB	5	5	arar	NONE	arar	ar	ar	0	SINGLE	1	0	0	1	0	1
f112v.33	f112	SB	8	10	otaiin	NONE	otaiin	ot	aiin	0	FIELD_START	1	1	0	1	0	0
f112v.37	f112	SB	4	11	otaiin	NONE	otaiin	ot	aiin	0	PRECLOSE	0	0	1	0	1	0
f112v.37	f112	SB	6	11	qokedaiin	q	okedaiin	oked	aiin	0	FIELD_START	1	1	0	1	0	0
f112v.37	f112	SB	8	11	qokaiin	q	okaiin	ok	aiin	0	FIELD_INTERNAL	1	0	0	0	0	0
f112v.39	f112	SB	3	9	okaiin	NONE	okaiin	ok	aiin	0	FIELD_INTERNAL	0	0	0	0	0	0
f112v.39	f112	SB	8	9	qotain	q	otain	ot	ain	0	FIELD_INTERNAL	1	0	0	0	0	0
f112v.40	f112	SB	9	11	okain	NONE	okain	ok	ain	0	FIELD_INTERNAL	1	0	0	0	0	0
f112v.5	f112	SB	5	9	otal	NONE	otal	ot	al	0	FIELD_INTERNAL	1	0	0	0	0	0
