page_host	external_axis	direction	host_loci	host_folios	axis_positive_host_loci	axis_negative_host_loci	positive_folios	negative_folios	informative_folios	cmh_z	local_permutation_p	max_search_p	lofo_min_z	lofo_max_z	lofo_sign_stable	positive_wrappers	negative_wrappers	positive_right_families	negative_right_families	classification	rank_by_abs_cmh_z
o	STAR_OR_SKY	DEPLETED	10	6	4	6	3	4	4	-0.75237525452	0.657668466307	1	-0.899360119735	-0.203819442415	1	NONE	NONE;ch;che;s;sh	NONE;ar	NONE;aiin	NO_SIGNAL	137
olol	STAR_OR_SKY	ENRICHED	3	3	1	2	1	2	1	0.75	1	1	0.75	0.75	1	NONE	NONE;d	NONE	NONE	NO_SIGNAL	138
aiin	REL_PROXIMITY	DEPLETED	7	3	1	6	1	3	2	-0.746818383792	0.653469306139	1	-0.828078671211	-0.415739709642	1	NONE	d;s	NONE	NONE	NO_SIGNAL	139
okal	REL_ENCLOSURE	ENRICHED	4	2	1	3	1	2	2	0.733907083201	1	1	-0.37267799625	1.05515795127	0	NONE	NONE	ar	air;al;ar	NO_SIGNAL	140
ch	REL_ENCLOSURE	DEPLETED	5	4	0	5	0	4	2	-0.733516151473	1	1	-0.733516151473	-0.176776695297	1		NONE;d		NONE;ar	NO_SIGNAL	141
ol	REL_ENCLOSURE	DEPLETED	5	4	0	5	0	4	2	-0.733516151473	1	1	-0.733516151473	-0.176776695297	1		NONE		NONE	NO_SIGNAL	142
os	REL_PROXIMITY	ENRICHED	4	3	3	1	3	1	2	0.733218109517	1	1	0.218217890236	0.733218109517	1	NONE;ch;che	NONE	NONE;aiin	ar	NO_SIGNAL	143
oko	STAR_OR_SKY	DEPLETED	5	3	2	3	2	2	2	-0.728247655439	0.584683063387	1	-0.929260897028	0.37267799625	0	NONE	NONE	NONE	NONE	NO_SIGNAL	144
okol	REL_ENCLOSURE	DEPLETED	6	5	0	6	0	5	1	-0.716114874039	1	1	-0.716114874039	-0.716114874039	1		NONE;q		NONE;ar	NO_SIGNAL	145
ykch	REL_ENCLOSURE	DEPLETED	3	2	0	3	0	2	1	-0.716114874039	1	1	-0.716114874039	-0.716114874039	1		NONE;d		NONE;al	NO_SIGNAL	146
ot	REL_ARRAY_OR_GROUP	ENRICHED	12	10	2	10	2	8	5	0.714853735979	0.498900219956	1	-0.28538698761	1.26357701551	0	NONE	NONE;ch	al	aiin;ain;air;al;ar	NO_SIGNAL	147
otaly	REL_EXPLICIT_ATTACHMENT	DEPLETED	5	5	0	5	0	5	4	-0.714847585699	1	1	-0.714847585699	-0.538707197138	1		NONE		NONE	NO_SIGNAL	148
l	PLANT	ENRICHED	12	7	5	7	3	5	5	0.711026866484	0.666866626675	1	0.0742266848897	0.909751996291	1	NONE;ch;s;sh	NONE;ch;t	NONE;aiin	NONE;aiin;ar	NO_SIGNAL	149
y	REL_PROXIMITY	DEPLETED	15	8	6	9	5	5	5	-0.705646252248	0.54349130174	1	-1.08133417206	-0.20296629281	1	NONE;ch;d	NONE;ch;d;sh	NONE	NONE	NO_SIGNAL	150
aiin	PLANT	DEPLETED	7	3	0	7	0	3	2	-0.700165700962	1	1	-0.700165700962	-0.13130643286	1		NONE;d;s		NONE	NO_SIGNAL	151
ok	REL_PROXIMITY	ENRICHED	19	11	11	8	8	4	5	0.699217573705	0.635872825435	1	0.271172839145	1.24211847528	1	NONE;d;q	NONE;ch	aiin;ain;al;ar	aiin;al	NO_SIGNAL	152
ch	WATER_OR_APPARATUS	DEPLETED	5	4	1	4	1	4	1	-0.698212002188	1	1	-0.698212002188	-0.698212002188	1	d	NONE;d	NONE	NONE;ar	NO_SIGNAL	153
e	REL_ENCLOSURE	DEPLETED	9	6	0	9	0	6	1	-0.691564074808	1	1	-0.691564074808	-0.691564074808	1		NONE;d;q;sh		NONE;ar	NO_SIGNAL	154
eol	REL_ENCLOSURE	DEPLETED	4	4	0	4	0	4	1	-0.691564074808	1	1	-0.691564074808	-0.691564074808	1		NONE;sh		NONE;ar	NO_SIGNAL	155
okeod	REL_ENCLOSURE	DEPLETED	5	2	0	5	0	2	1	-0.691564074808	1	1	-0.691564074808	-0.691564074808	1		NONE;ch		NONE;ar	NO_SIGNAL	156
olol	REL_EXPLICIT_ATTACHMENT	DEPLETED	3	3	0	3	0	3	1	-0.674199862463	1	1	-0.674199862463	-0.674199862463	1		NONE;d		NONE	NO_SIGNAL	157
ot	PLANT	ENRICHED	12	10	4	8	3	7	5	0.654926981752	0.646270745851	1	-0.755335536853	1.58789573892	0	NONE;ch	NONE	air;al;ar	aiin;ain;al	NO_SIGNAL	158
otaly	REL_ARRAY_OR_GROUP	DEPLETED	5	5	0	5	0	5	3	-0.650326304763	1	1	-0.650326304763	-0.363783510711	1		NONE		NONE	NO_SIGNAL	159
d	REL_ARRAY_OR_GROUP	DEPLETED	12	7	0	12	0	7	2	-0.64987799512	1	1	-0.64987799512	-0.226455406829	1		NONE;ch;che;s;sh;t		NONE;aiin;air;al;ar	NO_SIGNAL	160
o	PLANT	ENRICHED	10	6	4	6	2	5	4	0.647881862847	0.662467506499	1	0.268065535743	0.737295838651	1	ch;che;sh	NONE;s	NONE	NONE;aiin;ar	NO_SIGNAL	161
otaly	REL_ENCLOSURE	ENRICHED	5	5	1	4	1	4	3	0.639797918021	1	1	-0.537477524128	0.971291797035	0	NONE	NONE	NONE	NONE	NO_SIGNAL	162
or	WATER_OR_APPARATUS	ENRICHED	7	6	1	6	1	5	1	0.632455532034	1	1	0.632455532034	0.632455532034	1	s	NONE;ch;che;s	al	NONE;ain	NO_SIGNAL	163
arol	REL_EXPLICIT_ATTACHMENT	ENRICHED	4	4	1	3	1	3	3	0.63175610116	1	1	-0.557386411433	1.06406760922	0	d	NONE;d;s	NONE	NONE	NO_SIGNAL	164
okol	REL_EXPLICIT_ATTACHMENT	ENRICHED	6	5	2	4	2	3	4	0.631256333712	0.563887222555	1	-0.187116455552	1.036978628	0	NONE	NONE;q	NONE	NONE;ar	NO_SIGNAL	165
os	REL_ARRAY_OR_GROUP	DEPLETED	4	3	0	4	0	3	2	-0.6260990337	1	1	-0.6260990337	-0.316227766017	1		NONE;ch;che		NONE;aiin;ar	NO_SIGNAL	166
olol	REL_PROXIMITY	DEPLETED	3	3	2	1	2	1	1	-0.623609564462	1	1	-0.623609564462	-0.623609564462	1	NONE;d	NONE	NONE	NONE	NO_SIGNAL	167
eol	REL_EXPLICIT_ATTACHMENT	DEPLETED	4	4	0	4	0	4	3	-0.618622587575	1	1	-0.618622587575	-0.474273272156	1		NONE;sh		NONE;ar	NO_SIGNAL	168
o	REL_ARRAY_OR_GROUP	ENRICHED	10	6	1	9	1	5	2	0.618283820862	1	1	-0.879882690128	4.41588043316	0	NONE	NONE;ch;che;s;sh	NONE	NONE;aiin;ar	NO_SIGNAL	169
os	REL_EXPLICIT_ATTACHMENT	DEPLETED	4	3	0	4	0	3	2	-0.616315634428	1	1	-0.616315634428	-0.39735970712	1		NONE;ch;che		NONE;aiin;ar	NO_SIGNAL	170
s	REL_ARRAY_OR_GROUP	DEPLETED	6	4	0	6	0	4	1	-0.612372435696	1	1	-0.612372435696	-0.612372435696	1		NONE;che		NONE	NO_SIGNAL	171
otaly	PLANT	ENRICHED	5	5	2	3	2	3	2	0.610689566768	1	1	0.284747398726	0.610689566768	1	NONE	NONE	NONE	NONE	NO_SIGNAL	172
otoky	REL_ARRAY_OR_GROUP	DEPLETED	3	3	0	3	0	3	2	-0.610689566768	1	1	-0.610689566768	-0.284747398726	1		NONE		NONE	NO_SIGNAL	173
oiin	REL_EXPLICIT_ATTACHMENT	ENRICHED	3	2	1	2	1	1	1	0.60999428133	1	1	0.60999428133	0.60999428133	1	NONE	NONE;d	ar	NONE	NO_SIGNAL	174
l	STAR_OR_SKY	ENRICHED	12	7	5	7	3	5	3	0.60964963054	0.653069386123	1	-0.155654981807	1.09695332976	0	NONE;ch;t	NONE;ch;s;sh	NONE;ar	NONE;aiin	NO_SIGNAL	175
e	WATER_OR_APPARATUS	DEPLETED	9	6	4	5	2	5	2	-0.597004202607	0.606078784243	1	-0.774596669241	-0.19847906538	1	NONE;q;sh	NONE;d	NONE	NONE;ar	NO_SIGNAL	176
y	REL_EXPLICIT_ATTACHMENT	ENRICHED	15	8	3	12	3	7	5	0.589169605805	0.630673865227	1	-0.103911218338	1.25765721274	0	NONE;d	NONE;ch;d;sh	NONE	NONE	NO_SIGNAL	177
s	REL_PROXIMITY	ENRICHED	6	4	3	3	3	2	3	0.578948200627	0.620075984803	1	0.0694053363043	1.01454849059	1	NONE;che	NONE	NONE	NONE	NO_SIGNAL	178
ol	PLANT	ENRICHED	5	4	2	3	2	2	3	0.578595108154	1	1	0.197909317361	0.631036262202	1	NONE	NONE	NONE	NONE	NO_SIGNAL	179
otoky	REL_EXPLICIT_ATTACHMENT	DEPLETED	3	3	0	3	0	3	2	-0.576750424592	1	1	-0.576750424592	-0.333333333333	1		NONE		NONE	NO_SIGNAL	180
ot	REL_PROXIMITY	ENRICHED	12	10	6	6	5	5	5	0.574158591745	0.635472905419	1	-0.525114592859	0.954070951371	0	NONE;ch	NONE	air;al;ar	aiin;ain;al	NO_SIGNAL	181
okeos	REL_EXPLICIT_ATTACHMENT	DEPLETED	3	2	0	3	0	2	2	-0.572539437574	1	1	-0.572539437574	-0.35805743702	1		NONE		NONE	NO_SIGNAL	182
ykey	REL_EXPLICIT_ATTACHMENT	DEPLETED	3	2	0	3	0	2	2	-0.572539437574	1	1	-0.572539437574	-0.35805743702	1		NONE		NONE	NO_SIGNAL	183
ar	REL_ENCLOSURE	ENRICHED	24	9	3	21	2	9	5	0.568005845568	0.690461907618	1	-0.178723712889	0.893090861876	0	NONE;d;s	NONE;ch;d;s;t	NONE;al	NONE;al;ar	NO_SIGNAL	184
eo	FIGURE	ENRICHED	5	5	3	2	3	2	1	0.567961834247	1	1	0.567961834247	0.567961834247	1	NONE	NONE;sh	NONE;al	NONE	NO_SIGNAL	185
okal	FIGURE	ENRICHED	4	2	4	0	2	0	1	0.567961834247	1	1	0.567961834247	0.567961834247	1	NONE		air;al;ar		NO_SIGNAL	186
okeoly	FIGURE	ENRICHED	4	4	3	1	3	1	1	0.567961834247	1	1	0.567961834247	0.567961834247	1	NONE;q	NONE	NONE	NONE	NO_SIGNAL	187
otaly	FIGURE	ENRICHED	5	5	3	2	3	2	1	0.567961834247	1	1	0.567961834247	0.567961834247	1	NONE	NONE	NONE	NONE	NO_SIGNAL	188
o	FIGURE	ENRICHED	10	6	1	9	1	5	1	0.567961834247	1	1	0.567961834247	0.567961834247	1	NONE	NONE;ch;che;s;sh	NONE	NONE;aiin;ar	NO_SIGNAL	189
okal	REL_PROXIMITY	DEPLETED	4	2	0	4	0	2	1	-0.567961834247	1	1	-0.567961834247	-0.567961834247	1		NONE		air;al;ar	NO_SIGNAL	190
oko	FIGURE	ENRICHED	5	3	1	4	1	2	1	0.567961834247	1	1	0.567961834247	0.567961834247	1	NONE	NONE	NONE	NONE	NO_SIGNAL	191
a	REL_EXPLICIT_ATTACHMENT	DEPLETED	8	7	0	8	0	7	3	-0.567081964668	1	1	-0.567081964668	-0.43980837887	1		NONE;d;q;s		NONE	NO_SIGNAL	192
d	PLANT	DEPLETED	12	7	1	11	1	6	4	-0.566938927996	1	1	-0.997291008862	-0.096528812997	1	s	NONE;ch;che;s;sh;t	ar	NONE;aiin;air;al;ar	NO_SIGNAL	193
ary	FIGURE	ENRICHED	10	7	3	7	2	5	1	0.561951486949	1	1	0.561951486949	0.561951486949	1	NONE;d	NONE;d;s	NONE	NONE	NO_SIGNAL	194
s	REL_ENCLOSURE	DEPLETED	6	4	0	6	0	4	2	-0.558321750895	1	1	-0.558321750895	-0.176776695297	1		NONE;che		NONE	NO_SIGNAL	195
okeos	REL_ENCLOSURE	ENRICHED	3	2	1	2	1	2	1	0.541736338886	1	1	0.541736338886	0.541736338886	1	NONE	NONE	NONE	NONE	NO_SIGNAL	196
okeoly	REL_EXPLICIT_ATTACHMENT	DEPLETED	4	4	0	4	0	4	3	-0.538707197138	1	1	-0.538707197138	-0.42322491944	1		NONE;q		NONE	NO_SIGNAL	197
yteo	REL_PROXIMITY	ENRICHED	3	3	1	2	1	2	2	0.535373375567	1	1	-0.828078671211	1.76068168617	0	NONE	NONE	NONE	NONE	NO_SIGNAL	198
olol	REL_ENCLOSURE	DEPLETED	3	3	0	3	0	3	1	-0.531085004544	1	1	-0.531085004544	-0.531085004544	1		NONE;d		NONE	NO_SIGNAL	199
oky	STAR_OR_SKY	DEPLETED	8	5	4	4	3	2	2	-0.516976984778	1	1	-1.20185042515	0.533760512684	0	NONE	NONE;ch	NONE	NONE	NO_SIGNAL	200
ch	PLANT	ENRICHED	5	4	2	3	2	2	2	0.503779034863	1	1	-0.13130643286	0.565685424949	0	NONE;d	NONE;d	NONE;ar	NONE	NO_SIGNAL	201
okal	REL_EXPLICIT_ATTACHMENT	DEPLETED	4	2	0	4	0	2	1	-0.50260392677	1	1	-0.50260392677	-0.50260392677	1		NONE		air;al;ar	NO_SIGNAL	202
okaly	REL_EXPLICIT_ATTACHMENT	DEPLETED	4	2	1	3	1	1	1	-0.50260392677	1	1	-0.50260392677	-0.50260392677	1	NONE	NONE	NONE	NONE	NO_SIGNAL	203
okol	PLANT	ENRICHED	6	5	2	4	2	4	3	0.481052600259	1	1	0.235794544457	0.508257118518	1	NONE;q	NONE	NONE	NONE;ar	NO_SIGNAL	204
al	REL_ARRAY_OR_GROUP	ENRICHED	11	6	2	9	1	5	2	0.47991171635	1	1	-0.324336170274	0.722315118515	0	d	NONE;d;s	NONE	NONE;aiin;ar	NO_SIGNAL	205
or	REL_EXPLICIT_ATTACHMENT	DEPLETED	7	6	1	6	1	5	5	-0.475503927017	1	1	-0.920210744426	-0.186706900898	1	NONE	NONE;ch;che;s	NONE	NONE;ain;al	NO_SIGNAL	206
okol	REL_PROXIMITY	DEPLETED	6	5	3	3	3	3	3	-0.462949152912	1	1	-0.677182362883	-3.04785719521e-16	1	NONE;q	NONE	NONE	NONE;ar	NO_SIGNAL	207
yto	REL_EXPLICIT_ATTACHMENT	DEPLETED	5	3	0	5	0	3	2	-0.458771211865	1	1	-0.458771211865	-0.286972021592	1		NONE		NONE;aiin;ar	NO_SIGNAL	208
ykch	REL_ARRAY_OR_GROUP	DEPLETED	3	2	0	3	0	2	1	-0.458257569496	1	1	-0.458257569496	-0.458257569496	1		NONE;d		NONE;al	NO_SIGNAL	209
okaly	WATER_OR_APPARATUS	DEPLETED	4	2	0	4	0	2	1	-0.4472135955	1	1	-0.4472135955	-0.4472135955	1		NONE		NONE	NO_SIGNAL	210
y	PLANT	DEPLETED	15	8	3	12	3	6	5	-0.444777665285	0.701059788042	1	-0.705574643218	0.188380795919	0	ch;d	NONE;ch;d;sh	NONE	NONE	NO_SIGNAL	211
oiin	PLANT	DEPLETED	3	2	0	3	0	2	2	-0.441191796444	1	1	-0.441191796444	-0.13130643286	1		NONE;d		NONE;ar	NO_SIGNAL	212
eey	REL_ENCLOSURE	ENRICHED	4	4	1	3	1	3	3	0.435288366115	1	1	-0.808026964566	1.21670113344	0	NONE	NONE;ch	NONE	NONE	NO_SIGNAL	213
a	REL_ARRAY_OR_GROUP	DEPLETED	8	7	0	8	0	7	2	-0.431595545651	1	1	-0.431595545651	-0.284747398726	1		NONE;d;q;s		NONE	NO_SIGNAL	214
l	REL_PROXIMITY	DEPLETED	12	7	7	5	4	3	5	-0.42530442914	0.71525694861	1	-1.40580113018	0.254477245162	0	NONE;ch;s;sh	NONE;ch;t	NONE;aiin	NONE;ar	NO_SIGNAL	215
arol	REL_PROXIMITY	ENRICHED	4	4	4	0	4	0	2	0.412121366587	1	1	0.242535625036	0.412121366587	1	NONE;d;s		NONE		NO_SIGNAL	216
ary	PLANT	ENRICHED	10	7	3	7	3	5	5	0.407921931478	1	1	0.177550251713	0.519847482773	1	NONE;d	NONE;d;s	NONE	NONE	NO_SIGNAL	217
yto	REL_PROXIMITY	DEPLETED	5	3	1	4	1	3	2	-0.398241418328	1	1	-1.04653623694	0.210069597083	0	NONE	NONE	aiin	NONE;ar	NO_SIGNAL	218
otoky	PLANT	ENRICHED	3	3	2	1	2	1	3	0.393791931102	1	1	-0.0132233030674	0.610689566768	0	NONE	NONE	NONE	NONE	NO_SIGNAL	219
okeo	STAR_OR_SKY	ENRICHED	8	5	6	2	4	2	2	0.390797293804	1	1	0.273312028538	0.390797293804	1	NONE	NONE	NONE	NONE	NO_SIGNAL	220
okeod	STAR_OR_SKY	DEPLETED	5	2	3	2	2	1	1	-0.383416936257	1	1	-0.383416936257	-0.383416936257	1	NONE	NONE;ch	NONE	NONE;ar	NO_SIGNAL	221
okeod	PLANT	ENRICHED	5	2	2	3	1	2	1	0.383416936257	1	1	0.383416936257	0.383416936257	1	NONE;ch	NONE	NONE;ar	NONE	NO_SIGNAL	222
d	REL_PROXIMITY	ENRICHED	12	7	5	7	4	4	5	0.375222601062	0.741851629674	1	-0.499281426473	1.99292652179	0	NONE;ch;s;t	NONE;ch;che;sh	NONE;aiin;al;ar	NONE;aiin;air;al;ar	NO_SIGNAL	223
arol	PLANT	ENRICHED	4	4	2	2	2	2	2	0.374018462982	1	1	0.242535625036	0.374018462982	1	NONE;s	d	NONE	NONE	NO_SIGNAL	224
okal	STAR_OR_SKY	ENRICHED	4	2	4	0	2	0	1	0.37267799625	1	1	0.37267799625	0.37267799625	1	NONE		air;al;ar		NO_SIGNAL	225
okeoly	STAR_OR_SKY	ENRICHED	4	4	3	1	3	1	1	0.37267799625	1	1	0.37267799625	0.37267799625	1	NONE;q	NONE	NONE	NONE	NO_SIGNAL	226
oko	REL_ENCLOSURE	DEPLETED	5	3	0	5	0	3	1	-0.37267799625	1	1	-0.37267799625	-0.37267799625	1		NONE		NONE	NO_SIGNAL	227
ar	FIGURE	DEPLETED	24	9	8	16	5	5	2	-0.369724081992	1	1	-0.854124426521	0.561951486949	0	NONE;ch;s;t	NONE;d;s	NONE;al;ar	NONE;al;ar	NO_SIGNAL	228
okeoly	REL_ARRAY_OR_GROUP	DEPLETED	4	4	0	4	0	4	2	-0.363783510711	1	1	-0.363783510711	-0.226455406829	1		NONE;q		NONE	NO_SIGNAL	229
oto	REL_EXPLICIT_ATTACHMENT	DEPLETED	3	2	0	3	0	2	1	-0.35805743702	1	1	-0.35805743702	-0.35805743702	1		NONE		NONE	NO_SIGNAL	230
arol	REL_ARRAY_OR_GROUP	DEPLETED	4	4	1	3	1	3	4	-0.344876631823	1	1	-0.763562236514	0.130807608695	0	d	NONE;d;s	NONE	NONE	NO_SIGNAL	231
ain	REL_EXPLICIT_ATTACHMENT	DEPLETED	3	2	0	3	0	2	1	-0.333333333333	1	1	-0.333333333333	-0.333333333333	1		NONE;d		NONE	NO_SIGNAL	232
op	REL_ARRAY_OR_GROUP	ENRICHED	3	3	1	2	1	2	2	0.332852623941	1	1	-0.226455406829	0.5	0	NONE	NONE	al	aiin;ar	NO_SIGNAL	233
okeo	REL_ARRAY_OR_GROUP	DEPLETED	8	5	0	8	0	5	2	-0.331819499439	1	1	-0.331819499439	-0.226455406829	1		NONE		NONE	NO_SIGNAL	234
oko	REL_ARRAY_OR_GROUP	DEPLETED	5	3	0	5	0	3	2	-0.331819499439	1	1	-0.331819499439	-0.226455406829	1		NONE		NONE	NO_SIGNAL	235
oto	REL_ARRAY_OR_GROUP	DEPLETED	3	2	0	3	0	2	1	-0.324336170274	1	1	-0.324336170274	-0.324336170274	1		NONE		NONE	NO_SIGNAL	236
eey	PLANT	DEPLETED	4	4	0	4	0	4	2	-0.322694700103	1	1	-0.322694700103	-0.13130643286	1		NONE;ch		NONE	NO_SIGNAL	237
eol	REL_ARRAY_OR_GROUP	DEPLETED	4	4	0	4	0	4	1	-0.316227766017	1	1	-0.316227766017	-0.316227766017	1		NONE;sh		NONE;ar	NO_SIGNAL	238
oky	REL_PROXIMITY	ENRICHED	8	5	4	4	2	3	3	0.311193747075	1	1	-0.239331961667	1.09308483811	0	NONE;ch	NONE	NONE	NONE	NO_SIGNAL	239
op	REL_EXPLICIT_ATTACHMENT	DEPLETED	3	3	0	3	0	3	1	-0.311085508419	1	1	-0.311085508419	-0.311085508419	1		NONE		aiin;al;ar	NO_SIGNAL	240
olol	PLANT	DEPLETED	3	3	0	3	0	3	1	-0.29488391231	1	1	-0.29488391231	-0.29488391231	1		NONE;d		NONE	NO_SIGNAL	241
or	PLANT	ENRICHED	7	6	3	4	3	3	5	0.287054842249	1	1	-0.0872556697846	0.62726502382	0	NONE;ch;che	NONE;s	NONE;ain	NONE;al	NO_SIGNAL	242
ain	REL_ARRAY_OR_GROUP	DEPLETED	3	2	0	3	0	2	1	-0.284747398726	1	1	-0.284747398726	-0.284747398726	1		NONE;d		NONE	NO_SIGNAL	243
okeoly	PLANT	ENRICHED	4	4	1	3	1	3	1	0.284747398726	1	1	0.284747398726	0.284747398726	1	NONE	NONE;q	NONE	NONE	NO_SIGNAL	244
okeoly	REL_PROXIMITY	DEPLETED	4	4	1	3	1	3	2	-0.274704005309	1	1	-0.567961834247	0.333333333333	0	NONE	NONE;q	NONE	NONE	NO_SIGNAL	245
okol	STAR_OR_SKY	DEPLETED	6	5	3	3	3	3	3	-0.261134399517	1	1	-0.316507594102	-0.0418809825367	1	NONE	NONE;q	NONE;ar	NONE	NO_SIGNAL	246
l	FIGURE	ENRICHED	12	7	1	11	1	6	1	0.258198889747	1	1	0.258198889747	0.258198889747	1	NONE	NONE;ch;s;sh;t	aiin	NONE;aiin;ar	NO_SIGNAL	247
okol	FIGURE	ENRICHED	6	5	2	4	2	3	1	0.258198889747	1	1	0.258198889747	0.258198889747	1	NONE	NONE;q	NONE;ar	NONE;ar	NO_SIGNAL	248
ch	REL_ARRAY_OR_GROUP	DEPLETED	5	4	1	4	1	4	3	-0.257853668762	1	1	-0.68599434057	0.0710375884875	0	NONE	NONE;d	NONE	NONE;ar	NO_SIGNAL	249
okeo	REL_PROXIMITY	ENRICHED	8	5	3	5	3	3	3	0.249727689217	1	1	-0.585673914209	1.66764402904	0	NONE	NONE	NONE	NONE	NO_SIGNAL	250
oko	REL_PROXIMITY	ENRICHED	5	3	3	2	2	2	3	0.249727689217	1	1	-0.386982504234	0.556822982475	0	NONE	NONE	NONE	NONE	NO_SIGNAL	251
otoky	REL_PROXIMITY	DEPLETED	3	3	2	1	2	1	3	-0.232463154422	1	1	-0.473864564823	0.398261401271	0	NONE	NONE	NONE	NONE	NO_SIGNAL	252
eo	REL_ARRAY_OR_GROUP	DEPLETED	5	5	0	5	0	5	1	-0.226455406829	1	1	-0.226455406829	-0.226455406829	1		NONE;sh		NONE;al	NO_SIGNAL	253
okal	REL_ARRAY_OR_GROUP	DEPLETED	4	2	0	4	0	2	1	-0.226455406829	1	1	-0.226455406829	-0.226455406829	1		NONE		air;al;ar	NO_SIGNAL	254
yky	REL_ARRAY_OR_GROUP	DEPLETED	3	3	0	3	0	3	1	-0.226455406829	1	1	-0.226455406829	-0.226455406829	1		NONE;ch		NONE	NO_SIGNAL	255
yteo	REL_ARRAY_OR_GROUP	DEPLETED	3	3	0	3	0	3	1	-0.226455406829	1	1	-0.226455406829	-0.226455406829	1		NONE		NONE	NO_SIGNAL	256
l	REL_ARRAY_OR_GROUP	DEPLETED	12	7	1	11	1	6	3	-0.224141259376	1	1	-1.12778876702	1.14889338922	0	NONE	NONE;ch;s;sh;t	aiin	NONE;aiin;ar	NO_SIGNAL	257
or	REL_PROXIMITY	ENRICHED	7	6	5	2	5	1	4	0.213918014264	1	1	-0.551688146587	1.20867960016	0	NONE;ch;che;s	NONE;s	NONE;ain;al	NONE	NO_SIGNAL	258
ch	FIGURE	DEPLETED	5	4	1	4	1	4	1	-0.2124591464	1	1	-0.2124591464	-0.2124591464	1	NONE	NONE;d	NONE	NONE;ar	NO_SIGNAL	259
ol	FIGURE	DEPLETED	5	4	1	4	1	4	1	-0.2124591464	1	1	-0.2124591464	-0.2124591464	1	NONE	NONE	NONE	NONE	NO_SIGNAL	260
okeo	PLANT	DEPLETED	8	5	2	6	2	4	2	-0.19908716012	1	1	-0.273312028538	0.242535625036	0	NONE	NONE	NONE	NONE	NO_SIGNAL	261
otaly	STAR_OR_SKY	ENRICHED	5	5	3	2	3	2	2	0.197206456419	1	1	-0.218217890236	0.37267799625	0	NONE	NONE	NONE	NONE	NO_SIGNAL	262
ch	STAR_OR_SKY	ENRICHED	5	4	1	4	1	3	1	0.187317162316	1	1	0.187317162316	0.187317162316	1	NONE	NONE;d	NONE	NONE;ar	NO_SIGNAL	263
ol	STAR_OR_SKY	ENRICHED	5	4	1	4	1	3	1	0.187317162316	1	1	0.187317162316	0.187317162316	1	NONE	NONE	NONE	NONE	NO_SIGNAL	264
ykch	STAR_OR_SKY	ENRICHED	3	2	1	2	1	1	1	0.187317162316	1	1	0.187317162316	0.187317162316	1	NONE	NONE;d	NONE	NONE;al	NO_SIGNAL	265
ain	PLANT	DEPLETED	3	2	1	2	1	1	2	-0.183928008346	1	1	-0.4213504858	0.284747398726	0	NONE	NONE;d	NONE	NONE	NO_SIGNAL	266
olol	REL_ARRAY_OR_GROUP	DEPLETED	3	3	1	2	1	2	2	-0.183750015951	1	1	-2	1.48323969742	0	d	NONE	NONE	NONE	NO_SIGNAL	267
otaly	REL_PROXIMITY	DEPLETED	5	5	2	3	2	3	3	-0.174633595124	1	1	-0.415783528031	0.398261401271	0	NONE	NONE	NONE	NONE	NO_SIGNAL	268
ary	REL_ARRAY_OR_GROUP	DEPLETED	10	7	1	9	1	6	3	-0.16070711145	1	1	-0.610689566768	0.260997875486	0	d	NONE;d;s	NONE	NONE	NO_SIGNAL	269
ok	REL_ENCLOSURE	ENRICHED	19	11	2	17	1	11	5	0.157333852507	1	1	-1.2720527006	0.611974907566	0	NONE	NONE;ch;d;q	al	aiin;ain;al;ar	NO_SIGNAL	270
eo	STAR_OR_SKY	DEPLETED	5	5	4	1	4	1	3	-0.143165653099	1	1	-0.794029188268	0.829620795796	0	NONE;sh	NONE	NONE;al	NONE	NO_SIGNAL	271
y	REL_ENCLOSURE	ENRICHED	15	8	2	13	2	7	5	0.140771557146	1	1	-0.487725336716	0.890924024398	0	ch;d	NONE;ch;d;sh	NONE	NONE	NO_SIGNAL	272
yteo	PLANT	DEPLETED	3	3	0	3	0	3	1	-0.13130643286	1	1	-0.13130643286	-0.13130643286	1		NONE		NONE	NO_SIGNAL	273
ykch	PLANT	DEPLETED	3	2	2	1	1	1	1	-0.13130643286	1	1	-0.13130643286	-0.13130643286	1	NONE;d	NONE	NONE;al	NONE	NO_SIGNAL	274
okeod	REL_PROXIMITY	DEPLETED	5	2	2	3	1	2	1	-0.0943540752241	1	1	-0.0943540752241	-0.0943540752241	1	NONE;ch	NONE	NONE;ar	NONE	NO_SIGNAL	275
okeey	REL_EXPLICIT_ATTACHMENT	ENRICHED	6	4	1	5	1	4	2	0.0675426028598	1	1	-1.63935963108	1.69927994289	0	NONE	NONE	NONE	NONE	NO_SIGNAL	276
ot	REL_ENCLOSURE	ENRICHED	12	10	1	11	1	9	5	0.0500101408416	1	1	-0.967546422956	0.50279935085	0	NONE	NONE;ch	al	aiin;ain;air;al;ar	NO_SIGNAL	277
ar	REL_ARRAY_OR_GROUP	ENRICHED	24	9	1	23	1	8	3	0.0485166531055	1	1	-0.431595545651	0.260997875486	0	s	NONE;ch;d;s;t	al	NONE;al;ar	NO_SIGNAL	278
al	REL_ENCLOSURE	DEPLETED	11	6	1	10	1	6	3	-0.0260961368244	1	1	-0.885932379449	0.428176485749	0	s	NONE;d;s	NONE	NONE;aiin;ar	NO_SIGNAL	279
