page_host	renderer_tuple	raw_token	events	folios
olk	t|NONE|0|ain|0|0	tolkain	1	1
oly	NONE|NONE|0|NONE|0|0	oly	19	16
oly	ch|NONE|0|NONE|0|0	choly	4	4
oly	che|NONE|0|NONE|0|0	cheoly	3	3
oly	q|NONE|0|NONE|0|0	qoly	2	2
oly	d|NONE|0|NONE|0|0	doly	1	1
or	NONE|NONE|0|NONE|0|0	or	65	36
or	ch|NONE|0|NONE|0|0	chor	65	35
or	sh|NONE|0|NONE|0|0	shor	33	21
or	che|NONE|0|NONE|0|0	cheor	21	17
or	d|NONE|0|NONE|0|0	dor	15	13
or	s|NONE|0|NONE|0|0	sor	13	13
or	NONE|NONE|0|aiin|0|0	oraiin	8	7
or	q|NONE|0|NONE|0|0	qor	7	7
or	q|OT|0|NONE|0|0	qotor	7	6
or	t|NONE|0|NONE|0|0	tor	6	6
or	NONE|NONE|0|ain|0|0	orain	5	4
or	NONE|OT|0|NONE|0|0	otor	5	5
or	ch|NONE|1|NONE|0|0	chdor	4	4
or	NONE|NONE|0|air|0|0	orair	2	2
or	NONE|NONE|0|ar|0|0	orar	2	2
or	ch|O|0|NONE|0|0	choor	2	2
or	s|NONE|0|aiin|0|0	soraiin	2	2
or	s|NONE|0|ain|0|0	sorain	2	2
or	NONE|NONE|0|al|0|0	oral	1	1
or	NONE|OT|0|aiin|0|0	otoraiin	1	1
or	che|NONE|1|NONE|0|0	chedor	1	1
or	che|O|0|NONE|0|0	cheoor	1	1
or	ch|NONE|0|NONE|1|0	chordy	1	1
or	ch|OT|0|NONE|0|0	chotor	1	1
or	q|NONE|0|aiin|0|0	qoraiin	1	1
or	q|O|0|NONE|0|0	qoor	1	1
or	q|O|0|ar|0|0	qoorar	1	1
or	sh|NONE|0|NONE|1|0	shordy	1	1
or	s|NONE|0|al|0|0	soral	1	1
os	ch|NONE|0|NONE|0|0	chos	6	6
os	NONE|NONE|0|NONE|0|0	os	4	4
os	che|NONE|0|NONE|0|0	cheos	4	4
os	sh|NONE|0|NONE|0|0	shos	4	4
os	NONE|OT|0|NONE|0|0	otos	1	1
os	q|NONE|0|aiin|0|0	qosaiin	1	1
os	q|O|0|NONE|0|0	qoos	1	1
os	sh|NONE|0|aiin|0|0	shosaiin	1	1
os	s|NONE|0|ar|0|0	sosar	1	1
ot	NONE|NONE|0|aiin|0|0	otaiin	44	23
ot	NONE|NONE|0|al|0|0	otal	37	21
ot	NONE|NONE|0|ar|0|0	otar	34	22
ot	NONE|NONE|0|ain|0|0	otain	31	15
ot	q|NONE|0|aiin|0|0	qotaiin	26	16
ot	q|NONE|0|al|0|0	qotal	21	15
ot	q|NONE|0|ain|0|0	qotain	20	13
ot	q|NONE|0|ar|0|0	qotar	15	10
ot	NONE|NONE|0|air|0|0	otair	4	4
ot	ch|NONE|0|aiin|0|0	chotaiin	4	4
ot	NONE|NONE|0|NONE|0|0	ot	2	2
ot	NONE|NONE|0|al|1|0	otaldy	2	2
ot	ch|NONE|0|ain|0|0	chotain	2	2
ot	ch|NONE|0|ar|0|0	chotar	2	2
ot	q|NONE|0|NONE|0|0	qot	2	2
ot	NONE|NONE|0|NONE|1|0	otdy	1	1
ot	che|NONE|0|ar|0|0	cheotar	1	1
ot	q|NONE|0|air|0|0	qotair	1	1
ot	q|NONE|0|al|1|0	qotaldy	1	1
ot	sh|NONE|0|NONE|0|0	shot	1	1
ot	sh|NONE|0|aiin|0|0	shotaiin	1	1
ot	s|NONE|0|aiin|0|0	sotaiin	1	1
otey	NONE|NONE|0|NONE|0|0	otey	15	10
otey	q|NONE|0|NONE|0|0	qotey	9	7
otey	che|NONE|0|NONE|0|0	cheotey	1	1
r	NONE|NONE|0|NONE|0|0	r	19	14
r	NONE|NONE|0|aiin|0|0	raiin	9	7
r	NONE|NONE|0|al|0|0	ral	4	4
r	NONE|NONE|0|ar|0|0	rar	4	4
r	ch|NONE|0|NONE|0|0	chr	2	2
r	NONE|NONE|0|ain|0|0	rain	1	1
r	sh|NONE|0|NONE|0|0	shr	1	1
s	NONE|NONE|0|NONE|0|0	s	52	35
s	che|NONE|0|NONE|0|0	ches	6	6
s	ch|NONE|0|NONE|0|0	chs	4	3
s	d|NONE|0|NONE|0|0	ds	1	1
s	q|NONE|0|ain|0|0	qsain	1	1
s	sh|NONE|0|NONE|0|0	shs	1	1
y	che|NONE|1|NONE|0|0	chedy	132	34
y	che|NONE|0|NONE|0|0	chey	81	40
y	d|NONE|0|NONE|0|0	dy	47	29
y	ch|NONE|1|NONE|0|0	chdy	43	23
y	ch|NONE|0|NONE|0|0	chy	41	29
y	NONE|OT|0|NONE|0|0	oty	27	20
y	NONE|NONE|0|NONE|0|0	y	26	22
y	q|OT|0|NONE|0|0	qoty	25	19
y	sh|NONE|0|NONE|0|0	shy	23	17
y	ch|OT|0|NONE|0|0	choty	14	11
y	sh|NONE|1|NONE|0|0	shdy	11	8
y	s|NONE|0|NONE|0|0	sy	8	8
y	sh|OT|0|NONE|0|0	shoty	4	4
y	NONE|NONE|0|NONE|1|0	ydy	2	2
y	NONE|NONE|0|aiin|0|0	yaiin	2	2
y	ch|O|0|NONE|0|0	choy	2	2
y	t|O|0|NONE|0|0	toy	2	2
y	NONE|OT|0|NONE|1|0	otydy	1	1
y	NONE|O|0|NONE|0|0	oy	1	1
y	che|NONE|1|NONE|1|0	chedydy	1	1
y	che|OT|0|NONE|0|0	cheoty	1	1
y	che|O|0|NONE|0|0	cheoy	1	1
y	d|NONE|0|NONE|0|1	dym	1	1
y	q|O|0|NONE|0|0	qoy	1	1
y	s|OT|0|NONE|0|0	soty	1	1
y	t|NONE|0|NONE|0|0	ty	1	1
yk	NONE|NONE|0|aiin|0|0	ykaiin	8	7
yk	NONE|NONE|0|ar|0|0	ykar	8	8
yk	NONE|NONE|0|NONE|0|0	yk	2	2
yk	NONE|NONE|0|ain|0|0	ykain	2	2
yk	d|NONE|0|aiin|0|0	dykaiin	2	2
yk	NONE|NONE|0|NONE|1|0	ykdy	1	1
yk	NONE|NONE|0|air|0|0	ykair	1	1
yk	NONE|NONE|0|al|0|0	ykal	1	1
yk	q|NONE|0|aiin|0|0	qykaiin	1	1
yk	s|NONE|0|aiin|0|0	sykaiin	1	1
yt	NONE|NONE|0|aiin|0|0	ytaiin	15	10
yt	NONE|NONE|0|ain|0|0	ytain	6	5
yt	NONE|NONE|0|ar|0|0	ytar	6	5
yt	NONE|NONE|0|al|0|0	ytal	4	4
yt	d|NONE|0|ain|0|0	dytain	1	1
yt	d|NONE|0|al|0|0	dytal	1	1
