role_hypothesis	anchor_model	anchor_rank	formal_feature	feature_weight	locus	page	physical_folio	group_index	token	residual_host	stripped_prefix	dy_closure	family_surface	claim_state
STAR_OR_SKY	SOURCE_FAMILY	4	F2:TA	1.466874847779	f3v.7	f3v	f3	4	cfham	cfham	NONE	0	TAB	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
STAR_OR_SKY	SOURCE_FAMILY	4	F2:TA	1.466874847779	f42v.2	f42v	f42	6	cphy	cphy	NONE	0	TA	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
STAR_OR_SKY	SOURCE_FAMILY	4	F2:TA	1.466874847779	f44r.1	f44r	f44	2	oracphy	oracphy	NONE	0	ACATA	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
STAR_OR_SKY	SOURCE_FAMILY	4	F2:TA	1.466874847779	f44v.10	f44v	f44	4	cphaiin	cphaiin	NONE	0	TAG	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
STAR_OR_SKY	SOURCE_FAMILY	4	F2:TA	1.466874847779	f44v.5	f44v	f44	4	cphaiin	cphaiin	NONE	0	TAG	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
STAR_OR_SKY	SOURCE_FAMILY	5	F3:KJB	1.466874847779	f103r.13	f103r	f103	8	chedy	dy	che	0	KJBA	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
STAR_OR_SKY	SOURCE_FAMILY	5	F3:KJB	1.466874847779	f103r.18	f103r	f103	1	polchedy	polche	NONE	1	PABKJBA	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
STAR_OR_SKY	SOURCE_FAMILY	5	F3:KJB	1.466874847779	f103r.19	f103r	f103	6	chedy	dy	che	0	KJBA	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
STAR_OR_SKY	SOURCE_FAMILY	5	F3:KJB	1.466874847779	f103r.21	f103r	f103	9	pchedy	pche	NONE	1	PKJBA	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
STAR_OR_SKY	SOURCE_FAMILY	5	F3:KJB	1.466874847779	f103r.23	f103r	f103	3	lchedy	lche	NONE	1	BKJBA	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
STAR_OR_SKY	SOURCE_FAMILY	5	F3:KJB	1.466874847779	f103r.24	f103r	f103	6	opchedy	opche	NONE	1	APKJBA	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
STAR_OR_SKY	SOURCE_FAMILY	5	F3:KJB	1.466874847779	f103r.30	f103r	f103	7	opchedy	opche	NONE	1	APKJBA	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
STAR_OR_SKY	SOURCE_FAMILY	5	F3:KJB	1.466874847779	f103r.36	f103r	f103	2	chedy	dy	che	0	KJBA	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
STAR_OR_SKY	SOURCE_FAMILY	5	F3:KJB	1.466874847779	f103r.38	f103r	f103	1	otechedy	oteche	NONE	1	AQJKJBA	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
STAR_OR_SKY	SOURCE_FAMILY	5	F3:KJB	1.466874847779	f103r.4	f103r	f103	1	ychedy	yche	NONE	1	AKJBA	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
STAR_OR_SKY	SOURCE_FAMILY	5	F3:KJB	1.466874847779	f103r.45	f103r	f103	5	chedy	dy	che	0	KJBA	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
STAR_OR_SKY	SOURCE_FAMILY	5	F3:KJB	1.466874847779	f103r.52	f103r	f103	1	pchedal	pchedal	NONE	0	PKJBAB	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
STAR_OR_SKY	SOURCE_FAMILY	5	F3:KJB	1.466874847779	f103r.53	f103r	f103	6	chedy	dy	che	0	KJBA	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
STAR_OR_SKY	SOURCE_FAMILY	5	F3:KJB	1.466874847779	f103r.53	f103r	f103	9	lchedy	lche	NONE	1	BKJBA	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
STAR_OR_SKY	SOURCE_FAMILY	5	F3:KJB	1.466874847779	f103v.17	f103v	f103	2	chedy	dy	che	0	KJBA	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
STAR_OR_SKY	SOURCE_FAMILY	5	F3:KJB	1.466874847779	f103v.17	f103v	f103	11	opchedy	opche	NONE	1	APKJBA	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
STAR_OR_SKY	SOURCE_FAMILY	5	F3:KJB	1.466874847779	f103v.30	f103v	f103	3	opchedy	opche	NONE	1	APKJBA	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
STAR_OR_SKY	SOURCE_FAMILY	5	F3:KJB	1.466874847779	f103v.30	f103v	f103	5	fchedy	fche	NONE	1	PKJBA	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
STAR_OR_SKY	SOURCE_FAMILY	5	F3:KJB	1.466874847779	f103v.30	f103v	f103	8	lchedy	lche	NONE	1	BKJBA	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
STAR_OR_SKY	SOURCE_FAMILY	5	F3:KJB	1.466874847779	f103v.30	f103v	f103	9	fchedey	fchedey	NONE	0	PKJBJA	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
STAR_OR_SKY	SOURCE_FAMILY	5	F3:KJB	1.466874847779	f103v.32	f103v	f103	6	chedy	dy	che	0	KJBA	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
STAR_OR_SKY	SOURCE_FAMILY	5	F3:KJB	1.466874847779	f103v.6	f103v	f103	10	chedy	dy	che	0	KJBA	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
STAR_OR_SKY	SOURCE_FAMILY	5	F3:KJB	1.466874847779	f103v.7	f103v	f103	12	chedydy	dy	che	1	KJBABA	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
STAR_OR_SKY	SOURCE_FAMILY	5	F3:KJB	1.466874847779	f104r.1	f104r	f104	2	chedy	dy	che	0	KJBA	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
STAR_OR_SKY	SOURCE_FAMILY	5	F3:KJB	1.466874847779	f104r.1	f104r	f104	4	qopchedy	opche	q	1	DAPKJBA	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
STAR_OR_SKY	SOURCE_FAMILY	5	F3:KJB	1.466874847779	f104r.1	f104r	f104	6	qopchedy	opche	q	1	DAPKJBA	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
STAR_OR_SKY	SOURCE_FAMILY	5	F3:KJB	1.466874847779	f104r.12	f104r	f104	2	qotchedy	otche	q	1	DAQKJBA	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
STAR_OR_SKY	SOURCE_FAMILY	5	F3:KJB	1.466874847779	f104r.17	f104r	f104	5	chedy	dy	che	0	KJBA	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
STAR_OR_SKY	SOURCE_FAMILY	5	F3:KJB	1.466874847779	f104r.19	f104r	f104	6	olkchedy	olkche	NONE	1	ABQKJBA	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
STAR_OR_SKY	SOURCE_FAMILY	5	F3:KJB	1.466874847779	f104r.21	f104r	f104	4	olkchedy	olkche	NONE	1	ABQKJBA	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
STAR_OR_SKY	SOURCE_FAMILY	5	F3:KJB	1.466874847779	f104r.22	f104r	f104	5	kchedy	kche	NONE	1	QKJBA	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
STAR_OR_SKY	SOURCE_FAMILY	5	F3:KJB	1.466874847779	f104r.27	f104r	f104	1	pchedar	pchedar	NONE	0	PKJBAC	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
STAR_OR_SKY	SOURCE_FAMILY	5	F3:KJB	1.466874847779	f104r.28	f104r	f104	2	chedar	dar	che	0	KJBAC	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
STAR_OR_SKY	SOURCE_FAMILY	5	F3:KJB	1.466874847779	f104r.34	f104r	f104	5	chedy	dy	che	0	KJBA	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
STAR_OR_SKY	SOURCE_FAMILY	5	F3:KJB	1.466874847779	f104r.43	f104r	f104	3	qokchedy	okche	q	1	DAQKJBA	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
STAR_OR_SKY	SOURCE_FAMILY	5	F3:KJB	1.466874847779	f104r.43	f104r	f104	5	pchedy	pche	NONE	1	PKJBA	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
STAR_OR_SKY	SOURCE_FAMILY	5	F3:KJB	1.466874847779	f104r.5	f104r	f104	7	chedacphy	dacphy	che	0	KJBATA	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
STAR_OR_SKY	SOURCE_FAMILY	5	F3:KJB	1.466874847779	f104r.7	f104r	f104	4	otchedy	otche	NONE	1	AQKJBA	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
STAR_OR_SKY	SOURCE_FAMILY	5	F3:KJB	1.466874847779	f104r.7	f104r	f104	7	chedy	dy	che	0	KJBA	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
STAR_OR_SKY	SOURCE_FAMILY	5	F3:KJB	1.466874847779	f104v.15	f104v	f104	8	chedy	dy	che	0	KJBA	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
REL_EXPLICIT_ATTACHMENT	SOURCE_FAMILY	1	F3:UA$	2.346070204934	f100r.25	f100r	f100	9	cheockhy	ockhy	che	0	KJAUA	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
REL_EXPLICIT_ATTACHMENT	SOURCE_FAMILY	1	F3:UA$	2.346070204934	f102r1.11	f102r1	f102	2	qockhy	ockhy	q	0	DAUA	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
REL_EXPLICIT_ATTACHMENT	SOURCE_FAMILY	1	F3:UA$	2.346070204934	f102r1.17	f102r1	f102	5	chockhy	ockhy	ch	0	KAUA	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
REL_EXPLICIT_ATTACHMENT	SOURCE_FAMILY	1	F3:UA$	2.346070204934	f102r1.3	f102r1	f102	2	shocthy	octhy	sh	0	LAUA	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
REL_EXPLICIT_ATTACHMENT	SOURCE_FAMILY	1	F3:UA$	2.346070204934	f102r2.6	f102r2	f102	6	chckhy	ckhy	ch	0	KUA	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
REL_EXPLICIT_ATTACHMENT	SOURCE_FAMILY	1	F3:UA$	2.346070204934	f103r.12	f103r	f103	3	shckhy	ckhy	sh	0	LUA	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
REL_EXPLICIT_ATTACHMENT	SOURCE_FAMILY	1	F3:UA$	2.346070204934	f103r.13	f103r	f103	6	checkhy	ckhy	che	0	KJUA	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
REL_EXPLICIT_ATTACHMENT	SOURCE_FAMILY	1	F3:UA$	2.346070204934	f103r.18	f103r	f103	4	checthy	cthy	che	0	KJUA	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
REL_EXPLICIT_ATTACHMENT	SOURCE_FAMILY	1	F3:UA$	2.346070204934	f103r.22	f103r	f103	8	chcthy	cthy	ch	0	KUA	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
REL_EXPLICIT_ATTACHMENT	SOURCE_FAMILY	1	F3:UA$	2.346070204934	f103r.23	f103r	f103	2	sheckhy	eckhy	sh	0	LJUA	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
REL_EXPLICIT_ATTACHMENT	SOURCE_FAMILY	1	F3:UA$	2.346070204934	f103r.23	f103r	f103	4	chckhy	ckhy	ch	0	KUA	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
REL_EXPLICIT_ATTACHMENT	SOURCE_FAMILY	1	F3:UA$	2.346070204934	f103r.24	f103r	f103	8	shcthy	cthy	sh	0	LUA	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
REL_EXPLICIT_ATTACHMENT	SOURCE_FAMILY	1	F3:UA$	2.346070204934	f103r.30	f103r	f103	2	sheckhy	eckhy	sh	0	LJUA	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
REL_EXPLICIT_ATTACHMENT	SOURCE_FAMILY	1	F3:UA$	2.346070204934	f103r.31	f103r	f103	6	shckhy	ckhy	sh	0	LUA	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
REL_EXPLICIT_ATTACHMENT	SOURCE_FAMILY	1	F3:UA$	2.346070204934	f103r.32	f103r	f103	7	shcthy	cthy	sh	0	LUA	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
REL_EXPLICIT_ATTACHMENT	SOURCE_FAMILY	1	F3:UA$	2.346070204934	f103r.38	f103r	f103	3	shcthy	cthy	sh	0	LUA	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
REL_EXPLICIT_ATTACHMENT	SOURCE_FAMILY	1	F3:UA$	2.346070204934	f103r.38	f103r	f103	4	chckhy	ckhy	ch	0	KUA	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
REL_EXPLICIT_ATTACHMENT	SOURCE_FAMILY	1	F3:UA$	2.346070204934	f103v.28	f103v	f103	2	checkhy	ckhy	che	0	KJUA	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
REL_EXPLICIT_ATTACHMENT	SOURCE_FAMILY	1	F3:UA$	2.346070204934	f103v.28	f103v	f103	4	shckhy	ckhy	sh	0	LUA	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
REL_EXPLICIT_ATTACHMENT	SOURCE_FAMILY	1	F3:UA$	2.346070204934	f103v.43	f103v	f103	4	shckhy	ckhy	sh	0	LUA	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
REL_EXPLICIT_ATTACHMENT	SOURCE_FAMILY	1	F3:UA$	2.346070204934	f103v.45	f103v	f103	6	shckhy	ckhy	sh	0	LUA	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
REL_EXPLICIT_ATTACHMENT	SOURCE_FAMILY	1	F3:UA$	2.346070204934	f103v.46	f103v	f103	4	chckhy	ckhy	ch	0	KUA	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
REL_EXPLICIT_ATTACHMENT	SOURCE_FAMILY	1	F3:UA$	2.346070204934	f104r.12	f104r	f104	8	octhy	octhy	NONE	0	AUA	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
REL_EXPLICIT_ATTACHMENT	SOURCE_FAMILY	1	F3:UA$	2.346070204934	f104r.40	f104r	f104	4	qcthy	cthy	q	0	DUA	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
REL_EXPLICIT_ATTACHMENT	SOURCE_FAMILY	1	F3:UA$	2.346070204934	f104r.41	f104r	f104	9	oqockhy	oqockhy	NONE	0	ADAUA	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
REL_EXPLICIT_ATTACHMENT	SOURCE_FAMILY	1	F3:UA$	2.346070204934	f104v.15	f104v	f104	2	chocthy	octhy	ch	0	KAUA	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
REL_EXPLICIT_ATTACHMENT	SOURCE_FAMILY	1	F3:UA$	2.346070204934	f104v.2	f104v	f104	3	chockhy	ockhy	ch	0	KAUA	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
REL_EXPLICIT_ATTACHMENT	SOURCE_FAMILY	1	F3:UA$	2.346070204934	f105r.14	f105r	f105	6	shckhy	ckhy	sh	0	LUA	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
REL_EXPLICIT_ATTACHMENT	SOURCE_FAMILY	1	F3:UA$	2.346070204934	f105v.37	f105v	f105	2	ckhy	ckhy	NONE	0	UA	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
REL_EXPLICIT_ATTACHMENT	SOURCE_FAMILY	1	F3:UA$	2.346070204934	f106v.34	f106v	f106	5	shcthy	cthy	sh	0	LUA	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
REL_EXPLICIT_ATTACHMENT	SOURCE_FAMILY	1	F3:UA$	2.346070204934	f106v.35	f106v	f106	2	shockhy	ockhy	sh	0	LAUA	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
REL_EXPLICIT_ATTACHMENT	SOURCE_FAMILY	1	F3:UA$	2.346070204934	f106v.4	f106v	f106	4	chcthy	cthy	ch	0	KUA	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
REL_EXPLICIT_ATTACHMENT	SOURCE_FAMILY	1	F3:UA$	2.346070204934	f106v.5	f106v	f106	10	octhy	octhy	NONE	0	AUA	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
REL_EXPLICIT_ATTACHMENT	SOURCE_FAMILY	1	F3:UA$	2.346070204934	f107r.2	f107r	f107	8	cheockhy	ockhy	che	0	KJAUA	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
REL_EXPLICIT_ATTACHMENT	SOURCE_FAMILY	1	F3:UA$	2.346070204934	f107r.7	f107r	f107	4	chckhy	ckhy	ch	0	KUA	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
REL_EXPLICIT_ATTACHMENT	SOURCE_FAMILY	1	F3:UA$	2.346070204934	f107v.15	f107v	f107	8	chcthy	cthy	ch	0	KUA	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
REL_EXPLICIT_ATTACHMENT	SOURCE_FAMILY	1	F3:UA$	2.346070204934	f107v.17	f107v	f107	4	chckhy	ckhy	ch	0	KUA	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
REL_EXPLICIT_ATTACHMENT	SOURCE_FAMILY	1	F3:UA$	2.346070204934	f107v.2	f107v	f107	2	dckhy	ckhy	d	0	BUA	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
REL_EXPLICIT_ATTACHMENT	SOURCE_FAMILY	1	F3:UA$	2.346070204934	f107v.35	f107v	f107	4	chcthy	cthy	ch	0	KUA	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
REL_EXPLICIT_ATTACHMENT	SOURCE_FAMILY	1	F3:UA$	2.346070204934	f107v.4	f107v	f107	5	shocthy	octhy	sh	0	LAUA	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
REL_EXPLICIT_ATTACHMENT	SOURCE_FAMILY	2	F3:^A$	2.346070204934	f103v.24	f103v	f103	11	y	y	NONE	0	A	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
REL_EXPLICIT_ATTACHMENT	SOURCE_FAMILY	2	F3:^A$	2.346070204934	f104r.42	f104r	f104	1	y	y	NONE	0	A	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
REL_EXPLICIT_ATTACHMENT	SOURCE_FAMILY	2	F3:^A$	2.346070204934	f106r.19	f106r	f106	10	y	y	NONE	0	A	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
REL_EXPLICIT_ATTACHMENT	SOURCE_FAMILY	2	F3:^A$	2.346070204934	f108r.30	f108r	f108	4	o	o	NONE	0	A	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
REL_EXPLICIT_ATTACHMENT	SOURCE_FAMILY	2	F3:^A$	2.346070204934	f108r.6	f108r	f108	13	y	y	NONE	0	A	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
REL_EXPLICIT_ATTACHMENT	SOURCE_FAMILY	2	F3:^A$	2.346070204934	f111r.8	f111r	f111	2	o	o	NONE	0	A	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
REL_EXPLICIT_ATTACHMENT	SOURCE_FAMILY	2	F3:^A$	2.346070204934	f111v.35	f111v	f111	12	y	y	NONE	0	A	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
REL_EXPLICIT_ATTACHMENT	SOURCE_FAMILY	2	F3:^A$	2.346070204934	f111v.5	f111v	f111	2	o	o	NONE	0	A	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
REL_EXPLICIT_ATTACHMENT	SOURCE_FAMILY	2	F3:^A$	2.346070204934	f112v.40	f112v	f112	1	y	y	NONE	0	A	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
REL_EXPLICIT_ATTACHMENT	SOURCE_FAMILY	2	F3:^A$	2.346070204934	f114r.15	f114r	f114	6	y	y	NONE	0	A	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
REL_EXPLICIT_ATTACHMENT	SOURCE_FAMILY	2	F3:^A$	2.346070204934	f114r.15	f114r	f114	11	y	y	NONE	0	A	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
REL_EXPLICIT_ATTACHMENT	SOURCE_FAMILY	2	F3:^A$	2.346070204934	f114r.18	f114r	f114	3	y	y	NONE	0	A	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
REL_EXPLICIT_ATTACHMENT	SOURCE_FAMILY	2	F3:^A$	2.346070204934	f115r.25	f115r	f115	1	y	y	NONE	0	A	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
REL_EXPLICIT_ATTACHMENT	SOURCE_FAMILY	2	F3:^A$	2.346070204934	f115r.45	f115r	f115	1	y	y	NONE	0	A	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
REL_EXPLICIT_ATTACHMENT	SOURCE_FAMILY	2	F3:^A$	2.346070204934	f11v.1	f11v	f11	8	y	y	NONE	0	A	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
REL_EXPLICIT_ATTACHMENT	SOURCE_FAMILY	2	F3:^A$	2.346070204934	f13v.9	f13v	f13	5	y	y	NONE	0	A	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
REL_EXPLICIT_ATTACHMENT	SOURCE_FAMILY	2	F3:^A$	2.346070204934	f16v.2	f16v	f16	2	y	y	NONE	0	A	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
REL_EXPLICIT_ATTACHMENT	SOURCE_FAMILY	2	F3:^A$	2.346070204934	f16v.8	f16v	f16	3	y	y	NONE	0	A	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
REL_EXPLICIT_ATTACHMENT	SOURCE_FAMILY	2	F3:^A$	2.346070204934	f19r.9	f19r	f19	4	y	y	NONE	0	A	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
REL_EXPLICIT_ATTACHMENT	SOURCE_FAMILY	2	F3:^A$	2.346070204934	f21r.6	f21r	f21	2	y	y	NONE	0	A	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
REL_EXPLICIT_ATTACHMENT	SOURCE_FAMILY	2	F3:^A$	2.346070204934	f22r.2	f22r	f22	4	o	o	NONE	0	A	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
REL_EXPLICIT_ATTACHMENT	SOURCE_FAMILY	2	F3:^A$	2.346070204934	f27r.10	f27r	f27	4	y	y	NONE	0	A	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
REL_EXPLICIT_ATTACHMENT	SOURCE_FAMILY	2	F3:^A$	2.346070204934	f28v.4	f28v	f28	4	o	o	NONE	0	A	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
REL_EXPLICIT_ATTACHMENT	SOURCE_FAMILY	2	F3:^A$	2.346070204934	f2r.3	f2r	f2	3	y	y	NONE	0	A	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
REL_EXPLICIT_ATTACHMENT	SOURCE_FAMILY	2	F3:^A$	2.346070204934	f34r.14	f34r	f34	3	y	y	NONE	0	A	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
REL_EXPLICIT_ATTACHMENT	SOURCE_FAMILY	2	F3:^A$	2.346070204934	f35r.10	f35r	f35	1	o	o	NONE	0	A	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
REL_EXPLICIT_ATTACHMENT	SOURCE_FAMILY	2	F3:^A$	2.346070204934	f38v.8	f38v	f38	1	o	o	NONE	0	A	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
REL_EXPLICIT_ATTACHMENT	SOURCE_FAMILY	2	F3:^A$	2.346070204934	f42v.2	f42v	f42	3	y	y	NONE	0	A	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
REL_EXPLICIT_ATTACHMENT	SOURCE_FAMILY	2	F3:^A$	2.346070204934	f45r.7	f45r	f45	3	y	y	NONE	0	A	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
REL_EXPLICIT_ATTACHMENT	SOURCE_FAMILY	2	F3:^A$	2.346070204934	f50r.5	f50r	f50	7	y	y	NONE	0	A	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
REL_EXPLICIT_ATTACHMENT	SOURCE_FAMILY	2	F3:^A$	2.346070204934	f54r.12	f54r	f54	3	o	o	NONE	0	A	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
REL_EXPLICIT_ATTACHMENT	SOURCE_FAMILY	2	F3:^A$	2.346070204934	f55r.2	f55r	f55	6	y	y	NONE	0	A	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
REL_EXPLICIT_ATTACHMENT	SOURCE_FAMILY	2	F3:^A$	2.346070204934	f55v.11	f55v	f55	9	y	y	NONE	0	A	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
REL_EXPLICIT_ATTACHMENT	SOURCE_FAMILY	2	F3:^A$	2.346070204934	f58r.7	f58r	f58	9	o	o	NONE	0	A	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
REL_EXPLICIT_ATTACHMENT	SOURCE_FAMILY	2	F3:^A$	2.346070204934	f58v.4	f58v	f58	4	y	y	NONE	0	A	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
REL_EXPLICIT_ATTACHMENT	SOURCE_FAMILY	2	F3:^A$	2.346070204934	f58v.7	f58v	f58	1	y	y	NONE	0	A	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
REL_EXPLICIT_ATTACHMENT	SOURCE_FAMILY	2	F3:^A$	2.346070204934	f6r.14	f6r	f6	3	y	y	NONE	0	A	PROSE_PROPAGATION_HYPOTHESIS_NOT_DECODED_TEXT
