locus	page	physical_folio	register	hand	group_count	length_bucket	paragraph_start	opening_token	opening_member	closing_token	closing_member	q2_open	b3_close
f51r.2	f51r	f51	HA	1	4	4	0	dcheodaiin	B1	chody	A2	0	0
f51r.9	f51r	f51	HA	1	7	7	0	tol	Q2	qoetam	B3	1	1
f51v.11	f51v	f51	HA	1	4	4	0	ycheoky	A2	chey	A2	0	0
f51v.13	f51v	f51	HA	1	3	3	0	daiin	B1	cheodain	F1	0	0
f51v.2	f51v	f51	HA	1	8	8	0	dshody	B1	cthy	A2	0	0
f51v.3	f51v	f51	HA	1	8	8	0	tchody	Q2	ytam	B3	1	1
f51v.7	f51v	f51	HA	1	9	9	0	qotol	D1	olcheety	A2	0	0
f52r.3	f52r	f52	HA	1	7	7	0	tchotshey	Q2	ytoldy	A2	1	0
f52r.5	f52r	f52	HA	1	8	8	0	oky	A1	ytchdam	B3	0	1
f52v.11	f52v	f52	HA	1	5	5	0	daiin	B1	sal	B2	0	0
f52v.12	f52v	f52	HA	1	4	4	0	qoekar	D1	ckhy	A2	0	0
f52v.14	f52v	f52	HA	1	3	3	0	odar	A1	ckheey	A2	0	0
f52v.6	f52v	f52	HA	1	4	4	0	qotodaiin	D1	kcholy	A2	0	0
f52v.7	f52v	f52	HA	1	4	4	1	pcheol	P1	aiin	G1	0	0
f52v.8	f52v	f52	HA	1	5	5	0	kodaiin	Q1	ol	B2	0	0
f53r.9	f53r	f53	HA	1	7	7	0	otol	A1	qoty	A2	0	0
f53v.10	f53v	f53	HA	1	3	3	0	ychocthy	A2	shodaiin	G1	0	0
f53v.5	f53v	f53	HA	1	6	6	0	ysheey	A2	ydy	A2	0	0
f54v.11	f54v	f54	HA	1	3	3	0	oaiin	A1	qokam	B3	0	1
f54v.12	f54v	f54	HA	1	4	4	0	tol	Q2	s	C2	1	0
f54v.9	f54v	f54	HA	1	6	6	0	ydaiin	A2	dy	A2	0	0
f56r.12	f56r	f56	HA	1	4	4	0	sh	L1	qokokchy	A2	0	0
f56r.13	f56r	f56	HA	1	3	3	0	okchy	A1	kchal	B2	0	0
f56r.18	f56r	f56	HA	1	4	4	0	sho	L1	sotodan	E2	0	0
f56r.19	f56r	f56	HA	1	3	3	0	otchey	A1	daiin	G1	0	0
f56r.5	f56r	f56	HA	1	4	4	0	chochor	K1	daiin	G1	0	0
f56r.7	f56r	f56	HA	1	5	5	0	sho	L1	dal	B2	0	0
f56r.8	f56r	f56	HA	1	4	4	0	schol	C2	cheeckhody	A2	0	0
f56v.11	f56v	f56	HA	1	5	5	0	chotchey	K1	tchain	F1	0	0
f56v.13	f56v	f56	HA	1	6	6	0	ykor	A2	daiin	G1	0	0
f56v.14	f56v	f56	HA	1	6	6	0	chol	K1	chotor	C1	0	0
f56v.15	f56v	f56	HA	1	5	5	0	otchol	A1	chotaiin	G1	0	0
f56v.3	f56v	f56	HA	1	7	7	0	ochey	A1	dal	B2	0	0
f56v.6	f56v	f56	HA	1	3	3	0	chokchol	K1	ckhos	C2	0	0
f56v.8	f56v	f56	HA	1	5	5	0	ykchor	A2	kol	B2	0	0
f6r.12	f6r	f6	HA	1	5	5	0	or	A1	cthy	A2	0	0
f6r.14	f6r	f6	HA	1	4	4	0	ysho	A2	kaiim	B3	0	1
f6r.2	f6r	f6	HA	1	8	8	0	daiin	B1	chotols	C2	0	0
f6r.6	f6r	f6	HA	1	7	7	0	or	A1	ydaiin	G1	0	0
f6r.7	f6r	f6	HA	1	7	7	0	daiin	B1	s	C2	0	0
f6r.8	f6r	f6	HA	1	5	5	0	ychol	A2	ckhaiin	G1	0	0
f6v.14	f6v	f6	HA	1	4	4	0	qokor	D1	tchalody	A2	0	0
f6v.20	f6v	f6	HA	1	4	4	0	dchor	B1	daiin	G1	0	0
f6v.21	f6v	f6	HA	1	3	3	0	ycheor	A2	octham	B3	0	1
f6v.7	f6v	f6	HA	1	5	5	0	ychos	A2	dol	B2	0	0
f6v.8	f6v	f6	HA	1	4	4	0	ychor	A2	qokom	B3	0	1
f6v.9	f6v	f6	HA	1	5	5	0	oeeo	A1	s	C2	0	0
f7r.3	f7r	f7	HA	1	6	6	0	oeeees	A1	chald	B1	0	0
f7r.4	f7r	f7	HA	1	7	7	0	qokcho	D1	odaiin	G1	0	0
f7r.5	f7r	f7	HA	1	2	2	0	oaiir	A1	otaiin	G1	0	0
f7r.7	f7r	f7	HA	1	8	8	0	dshoy	B1	chotchy	A2	0	0
f7r.8	f7r	f7	HA	1	8	8	0	okchey	A1	dain	F1	0	0
f7v.1	f7v	f7	HA	1	8	8	1	polyshy	P1	tshodody	A2	0	0
f7v.2	f7v	f7	HA	1	9	9	0	chochy	K1	cthd	B1	0	0
f7v.5	f7v	f7	HA	1	4	4	0	dchodaiin	B1	tcheey	A2	0	0
f8r.2	f8r	f8	HA	1	9	9	0	tchty	Q2	al	B2	1	0
f8r.7	f8r	f8	HA	1	4	4	0	choto	K1	dain	F1	0	0
f8v.10	f8v	f8	HA	1	5	5	0	scharchy	C2	cpharom	B3	0	1
f8v.11	f8v	f8	HA	1	1	1	0	sorain	C2	sorain	F1	0	0
f8v.13	f8v	f8	HA	1	7	7	0	kchor	Q1	satar	C1	0	0
f8v.14	f8v	f8	HA	1	9	9	0	shor	L1	ckham	B3	0	1
f8v.17	f8v	f8	HA	1	3	3	0	dain	B1	daiin	G1	0	0
f8v.5	f8v	f8	HA	1	7	7	0	chol	K1	dar	C1	0	0
f8v.7	f8v	f8	HA	1	7	7	0	sho	L1	ry	A2	0	0
f87r.10	f87r	f87	HA	1	5	5	0	sho	L1	qoty	A2	0	0
f87r.11	f87r	f87	HA	1	6	6	1	psheodshy	P1	aldy	A2	0	0
f87r.14	f87r	f87	HA	1	7	7	0	daiin	B1	daiim	B3	0	1
f87r.4	f87r	f87	HA	1	7	7	0	soraiin	C2	odar	C1	0	0
f87v.16	f87v	f87	HA	1	2	2	0	saiin	C2	olcthr	C1	0	0
f87v.4	f87v	f87	HA	1	4	4	0	dcheecthey	B1	oky	A2	0	0
f87v.7	f87v	f87	HA	1	5	5	0	qotechoep	D1	qokeog	B4	0	0
f87v.9	f87v	f87	HA	1	3	3	0	techol	Q2	otol	B2	1	0
f9r.1	f9r	f9	HA	1	10	10PLUS	1	tydlo	Q2	cthy	A2	1	0
f9r.2	f9r	f9	HA	1	9	9	0	oykeey	A1	chaiin	G1	0	0
f9r.5	f9r	f9	HA	1	10	10PLUS	0	daiin	B1	dy	A2	0	0
f9v.1	f9v	f9	HA	1	10	10PLUS	1	fochor	P2	daiin	G1	0	0
f9v.10	f9v	f9	HA	1	5	5	0	oty	A1	kyty	A2	0	0
f9v.12	f9v	f9	HA	1	3	3	0	chkaiin	K1	chor	C1	0	0
f9v.2	f9v	f9	HA	1	11	10PLUS	0	dchor	B1	dy	A2	0	0
f9v.3	f9v	f9	HA	1	9	9	0	ykey	A2	daiin	G1	0	0
f9v.8	f9v	f9	HA	1	5	5	0	soiin	C2	daly	A2	0	0
f90r1.2	f90r1	f90	HA	1	6	6	0	yshol	A2	darala	A3	0	0
f90r1.8	f90r1	f90	HA	1	10	10PLUS	0	kor	Q1	choky	A2	0	0
f93r.15	f93r	f93	HA	1	4	4	0	ochol	A1	cheodam	B3	0	1
f93r.16	f93r	f93	HA	1	3	3	0	choshy	K1	chckhs	C2	0	0
f93r.18	f93r	f93	HA	1	3	3	0	olkees	A1	shody	A2	0	0
f93r.2	f93r	f93	HA	1	11	10PLUS	0	ycham	A2	cthoshol	B2	0	0
f93r.20	f93r	f93	HA	1	3	3	0	ychockhy	A2	osos	C2	0	0
f93r.21	f93r	f93	HA	1	4	4	0	dol	B1	shcthy	A2	0	0
f93r.23	f93r	f93	HA	1	4	4	0	oain	A1	teols	C2	0	0
f93r.25	f93r	f93	HA	1	3	3	0	ysaiin	A2	shody	A2	0	0
f93r.27	f93r	f93	HA	1	4	4	0	qokor	D1	ckheody	A2	0	0
f93r.3	f93r	f93	HA	1	10	10PLUS	0	dsho	B1	qotchd	B1	0	0
f93r.30	f93r	f93	HA	1	3	3	0	shodaiin	L1	cthol	B2	0	0
f93r.31	f93r	f93	HA	1	4	4	0	ol	A1	olchod	B1	0	0
f93r.32	f93r	f93	HA	1	3	3	0	dol	B1	schos	C2	0	0
f93r.5	f93r	f93	HA	1	7	7	0	ol	A1	chodain	F1	0	0
f93r.7	f93r	f93	HA	1	5	5	0	shor	L1	s	C2	0	0
f93v.1	f93v	f93	HA	1	9	9	1	possheody	P1	shodaiin	G1	0	0
f96r.1	f96r	f96	HA	1	7	7	1	tor	Q2	chodar	C1	1	0
f96r.11	f96r	f96	HA	1	7	7	0	teol	Q2	chokey	A2	1	0
f96r.2	f96r	f96	HA	1	7	7	0	ytol	A2	cthey	A2	0	0
f96r.4	f96r	f96	HA	1	8	8	0	or	A1	choly	A2	0	0
f96r.5	f96r	f96	HA	1	7	7	0	daiin	B1	okol	B2	0	0
f96r.7	f96r	f96	HA	1	7	7	0	oiir	A1	chockhy	A2	0	0
f96r.9	f96r	f96	HA	1	6	6	0	todar	Q2	dory	A2	1	0
f96v.11	f96v	f96	HA	1	4	4	0	sar	C2	socthh	W2	0	0
f96v.12	f96v	f96	HA	1	3	3	0	sosar	C2	dain	F1	0	0
f26r.10	f26r	f26	HB	2	5	5	0	shese	L1	otal	B2	0	0
f26r.4	f26r	f26	HB	2	10	10PLUS	0	qokedy	D1	aldy	A2	0	0
f26v.3	f26v	f26	HB	2	12	10PLUS	0	pchdar	P1	g	B4	0	0
f26v.7	f26v	f26	HB	2	10	10PLUS	0	pchedy	P1	sheey	A2	0	0
f31r.10	f31r	f31	HB	2	8	8	1	tol	Q2	shedshey	A2	1	0
f31r.12	f31r	f31	HB	2	6	6	0	qoaiin	D1	dar	C1	0	0
f31r.16	f31r	f31	HB	2	2	2	0	oteor	A1	aiicthy	A2	0	0
f31r.8	f31r	f31	HB	2	7	7	0	shedy	L1	checthy	A2	0	0
f31r.9	f31r	f31	HB	2	4	4	0	daiir	B1	okeol	B2	0	0
f33r.7	f33r	f33	HB	2	9	9	0	dar	B1	okeeey	A2	0	0
f33v.11	f33v	f33	HB	2	4	4	0	tar	Q2	oram	B3	1	1
f33v.2	f33v	f33	HB	2	10	10PLUS	0	kchdy	Q1	cham	B3	0	1
f34r.1	f34r	f34	HB	2	9	9	1	pcheoepchy	P1	ytey	A2	0	0
f34r.13	f34r	f34	HB	2	11	10PLUS	0	ykeo	A2	daly	A2	0	0
f34r.15	f34r	f34	HB	2	8	8	0	sair	C2	cheolchcthy	A2	0	0
f34r.3	f34r	f34	HB	2	11	10PLUS	0	qotedy	D1	kam	B3	0	1
f34r.4	f34r	f34	HB	2	10	10PLUS	0	ytedy	A2	checthy	A2	0	0
f34v.2	f34v	f34	HB	2	11	10PLUS	0	tol	Q2	oldam	B3	1	1
f34v.4	f34v	f34	HB	2	10	10PLUS	0	tchdaiin	Q2	otam	B3	1	1
f34v.9	f34v	f34	HB	2	11	10PLUS	0	lsheody	B2	oldaiin	G1	0	0
f39r.14	f39r	f39	HB	2	11	10PLUS	0	daiin	B1	qokam	B3	0	1
f39r.16	f39r	f39	HB	2	5	5	0	oteol	A1	ykdy	A2	0	0
f39r.9	f39r	f39	HB	2	5	5	0	tchedy	Q2	shdaiin	G1	1	0
f39v.10	f39v	f39	HB	2	11	10PLUS	0	dar	B1	olchef	P2	0	0
f39v.14	f39v	f39	HB	2	4	4	0	tar	Q2	cholody	A2	1	0
f39v.7	f39v	f39	HB	2	8	8	1	pardy	P1	ar	C1	0	0
f40r.11	f40r	f40	HB	2	4	4	0	toar	Q2	dal	B2	1	0
f40r.7	f40r	f40	HB	2	4	4	0	yaiin	A2	ycheey	A2	0	0
f40r.9	f40r	f40	HB	2	9	9	0	taiin	Q2	daram	B3	1	1
f40v.1	f40v	f40	HB	2	3	3	1	pchedain	P1	oldy	A2	0	0
f40v.10	f40v	f40	HB	2	4	4	0	tchkaiin	Q2	oraiin	G1	1	0
f40v.12	f40v	f40	HB	2	3	3	0	ycheekeey	A2	okaiin	G1	0	0
f40v.13	f40v	f40	HB	2	7	7	1	toees	Q2	chefain	F1	1	0
f40v.18	f40v	f40	HB	2	8	8	0	saiin	C2	okary	A2	0	0
f40v.19	f40v	f40	HB	2	4	4	0	pchedy	P1	arody	A2	0	0
f40v.3	f40v	f40	HB	2	5	5	0	s	C2	okam	B3	0	1
f40v.5	f40v	f40	HB	2	4	4	0	solaiin	C2	chckhy	A2	0	0
f40v.7	f40v	f40	HB	2	5	5	0	shody	L1	ar	C1	0	0
f41r.11	f41r	f41	HB	5	4	4	0	ykeod	A2	cheked	B1	0	0
f41v.2	f41v	f41	HB	5	9	9	1	pcheody	P1	dar	C1	0	0
f43r.10	f43r	f43	HB	2	11	10PLUS	1	pshdar	P1	qotar	C1	0	0
f43r.6	f43r	f43	HB	2	5	5	0	kchedy	Q1	cheolkeepchy	A2	0	0
f43r.9	f43r	f43	HB	2	5	5	0	dshedy	B1	odain	F1	0	0
f43v.16	f43v	f43	HB	2	7	7	0	ol	A1	chey	A2	0	0
f43v.3	f43v	f43	HB	2	12	10PLUS	0	tody	Q2	dary	A2	1	0
f43v.7	f43v	f43	HB	2	10	10PLUS	0	ytshedy	A2	otas	C2	0	0
f43v.8	f43v	f43	HB	2	9	9	0	shetcheodchs	L1	chef	P2	0	0
f46r.12	f46r	f46	HB	2	12	10PLUS	0	techy	Q2	chckham	B3	1	1
f46r.4	f46r	f46	HB	2	10	10PLUS	0	tshedar	Q2	dalocthhy	A2	1	0
f46v.11	f46v	f46	HB	2	5	5	0	tolshey	Q2	dam	B3	1	1
f46v.12	f46v	f46	HB	2	5	5	0	dair	B1	chdam	B3	0	1
f46v.13	f46v	f46	HB	2	2	2	0	ykar	A2	chedy	A2	0	0
f46v.5	f46v	f46	HB	2	13	10PLUS	0	lodaiin	B2	cthy	A2	0	0
f48r.1	f48r	f48	HB	5	10	10PLUS	1	pshdaiin	P1	opaldy	A2	0	0
f48r.3	f48r	f48	HB	5	13	10PLUS	0	sheody	L1	ldy	A2	0	0
f48v.10	f48v	f48	HB	5	13	10PLUS	0	tol	Q2	ary	A2	1	0
f48v.5	f48v	f48	HB	5	10	10PLUS	0	lkeey	B2	otam	B3	0	1
f48v.9	f48v	f48	HB	5	12	10PLUS	0	tor	Q2	otedy	A2	1	0
f50r.2	f50r	f50	HB	2	12	10PLUS	0	sor	C2	okam	B3	0	1
f50r.3	f50r	f50	HB	2	10	10PLUS	0	tshol	Q2	odam	B3	1	1
f50r.5	f50r	f50	HB	2	11	10PLUS	0	solkchy	C2	okain	F1	0	0
f50v.1	f50v	f50	HB	2	10	10PLUS	1	tchy	Q2	fardam	B3	1	1
f50v.11	f50v	f50	HB	2	4	4	0	lchey	B2	kchdy	A2	0	0
f50v.3	f50v	f50	HB	2	9	9	0	pochedy	P1	okal	B2	0	0
f55r.12	f55r	f55	HB	2	10	10PLUS	0	oain	A1	r	C1	0	0
f55r.13	f55r	f55	HB	2	7	7	0	lchdal	B2	ain	F1	0	0
f55v.11	f55v	f55	HB	2	10	10PLUS	0	ykaiin	A2	orain	F1	0	0
f55v.5	f55v	f55	HB	2	8	8	0	qokaiin	D1	talam	B3	0	1
f66v.5	f66v	f66	HB	5	5	5	0	shdy	L1	dal	B2	0	0
f94r.9	f94r	f94	HB	3	3	3	0	otar	A1	dytchdy	A2	0	0
f94v.11	f94v	f94	HB	3	10	10PLUS	0	todaiin	Q2	oky	A2	1	0
f94v.12	f94v	f94	HB	3	5	5	0	daiin	B1	okaiin	G1	0	0
f94v.4	f94v	f94	HB	3	7	7	0	dchdy	B1	okchy	A2	0	0
f94v.5	f94v	f94	HB	3	8	8	1	tedain	Q2	am	B3	1	1
f94v.9	f94v	f94	HB	3	11	10PLUS	0	ytar	A2	oly	A2	0	0
f95r1.1	f95r1	f95	HB	3	9	9	1	kshdor	Q1	odain	F1	0	0
f95r1.2	f95r1	f95	HB	3	12	10PLUS	0	ol	A1	dan	E2	0	0
f95r1.3	f95r1	f95	HB	3	8	8	0	teodaiin	Q2	chaiin	G1	1	0
f95r1.4	f95r1	f95	HB	3	11	10PLUS	0	ycheey	A2	ly	A2	0	0
f95r1.7	f95r1	f95	HB	3	9	9	0	ykchedy	A2	chkam	B3	0	1
f95r1.9	f95r1	f95	HB	3	10	10PLUS	0	tchdy	Q2	or	C1	1	0
f95r2.2	f95r2	f95	HB	3	10	10PLUS	0	daiin	B1	okam	B3	0	1
f95r2.3	f95r2	f95	HB	3	10	10PLUS	0	todaiin	Q2	aram	B3	1	1
f95r2.4	f95r2	f95	HB	3	6	6	0	daiin	B1	chckhey	A2	0	0
f95r2.5	f95r2	f95	HB	3	9	9	1	tshod	Q2	kary	A2	1	0
f95r2.6	f95r2	f95	HB	3	11	10PLUS	0	y	A2	odaly	A2	0	0
f95v1.13	f95v1	f95	HB	3	5	5	0	lshee	B2	chcthy	A2	0	0
f95v1.2	f95v1	f95	HB	3	11	10PLUS	0	okshy	A1	am	B3	0	1
f95v1.5	f95v1	f95	HB	3	4	4	0	otal	A1	chey	A2	0	0
f95v2.5	f95v2	f95	HB	3	9	9	0	tar	Q2	ar	C1	1	0
f95v2.6	f95v2	f95	HB	3	8	8	0	dain	B1	ldy	A2	0	0
f103r.12	f103r	f103	SB	3	9	9	0	oain	A1	otedy	A2	0	0
f103r.21	f103r	f103	SB	3	12	10PLUS	1	pcheam	P1	lor	C1	0	0
f103r.23	f103r	f103	SB	3	5	5	0	daiin	B1	shol	B2	0	0
f103r.24	f103r	f103	SB	3	12	10PLUS	1	tchoky	Q2	oky	A2	1	0
f103r.30	f103r	f103	SB	3	9	9	1	pcholkchdy	P1	chdaly	A2	0	0
f103r.32	f103r	f103	SB	3	8	8	0	okeey	A1	oraiin	G1	0	0
f103r.36	f103r	f103	SB	3	8	8	0	okool	A1	qokeey	A2	0	0
f103r.39	f103r	f103	SB	3	6	6	0	ykeedy	A2	oteey	A2	0	0
f103r.42	f103r	f103	SB	3	4	4	0	tshey	Q2	chalal	B2	1	0
f103r.43	f103r	f103	SB	3	11	10PLUS	1	tar	Q2	qokaiin	G1	1	0
f103r.44	f103r	f103	SB	3	5	5	0	odeeey	A1	otshedy	A2	0	0
f103r.53	f103r	f103	SB	3	10	10PLUS	0	sshey	C2	loty	A2	0	0
f103v.14	f103v	f103	SB	3	12	10PLUS	1	teeol	Q2	otam	B3	1	1
f103v.17	f103v	f103	SB	3	11	10PLUS	1	qokeedy	D1	opchedy	A2	0	0
f103v.24	f103v	f103	SB	3	12	10PLUS	0	ykeey	A2	kain	F1	0	0
f103v.25	f103v	f103	SB	3	10	10PLUS	0	sain	C2	oteeam	B3	0	1
f103v.26	f103v	f103	SB	3	6	6	0	yteey	A2	oteaiin	G1	0	0
f103v.30	f103v	f103	SB	3	10	10PLUS	1	pchear	P1	rar	C1	0	0
f103v.32	f103v	f103	SB	3	7	7	0	qokeeey	D1	olkam	B3	0	1
f103v.33	f103v	f103	SB	3	10	10PLUS	1	yshey	A2	oly	A2	0	0
f103v.36	f103v	f103	SB	3	5	5	0	saiin	C2	olshedy	A2	0	0
f103v.7	f103v	f103	SB	3	12	10PLUS	0	daiin	B1	chedydy	A2	0	0
f104r.21	f104r	f104	SB	3	5	5	0	dsheedy	B1	charaiin	G1	0	0
f104r.22	f104r	f104	SB	3	12	10PLUS	1	tshedar	Q2	dam	B3	1	1
f104r.26	f104r	f104	SB	3	4	4	0	shar	L1	sheody	A2	0	0
f104r.27	f104r	f104	SB	3	11	10PLUS	1	pchedar	P1	qoparaiin	G1	0	0
f104r.37	f104r	f104	SB	3	10	10PLUS	0	okaiin	A1	qotir	F3	0	0
f104r.39	f104r	f104	SB	3	11	10PLUS	1	pcholor	P1	ofaiino	A1	0	0
f104r.42	f104r	f104	SB	3	3	3	0	y	A2	cholkar	C1	0	0
f104r.7	f104r	f104	SB	3	11	10PLUS	0	dchodees	B1	okaim	B3	0	1
f104v.10	f104v	f104	SB	3	11	10PLUS	0	shol	L1	lchey	A2	0	0
f104v.19	f104v	f104	SB	3	13	10PLUS	1	pcheor	P1	chekal	B2	0	0
f104v.20	f104v	f104	SB	3	12	10PLUS	0	or	A1	otam	B3	0	1
f104v.21	f104v	f104	SB	3	6	6	0	yshor	A2	chodain	F1	0	0
f104v.27	f104v	f104	SB	3	13	10PLUS	1	pchoror	P1	al	B2	0	0
f104v.34	f104v	f104	SB	3	8	8	0	ycheo	A2	olcho	A1	0	0
f104v.36	f104v	f104	SB	3	6	6	0	sar	C2	qokcheodaiin	G1	0	0
f104v.4	f104v	f104	SB	3	11	10PLUS	0	qoteedy	D1	qokeedy	A2	0	0
f104v.40	f104v	f104	SB	3	7	7	0	qokeeey	D1	qoky	A2	0	0
f105r.10	f105r	f105	SB	3	4	4	0	sairy	C2	ytam	B3	0	1
f105r.15	f105r	f105	SB	3	12	10PLUS	0	lksheey	B2	aral	B2	0	0
f105r.18	f105r	f105	SB	3	12	10PLUS	0	sheoy	L1	chdy	A2	0	0
f105r.21	f105r	f105	SB	3	11	10PLUS	0	ycheo	A2	chekaim	B3	0	1
f105r.24	f105r	f105	SB	3	13	10PLUS	1	pcheor	P1	dam	B3	0	1
f105r.25	f105r	f105	SB	3	6	6	0	deeedy	B1	airols	C2	0	0
f105r.27	f105r	f105	SB	3	7	7	0	dair	B1	cphedy	A2	0	0
f105r.34	f105r	f105	SB	3	11	10PLUS	0	dor	B1	alkam	B3	0	1
f105r.36	f105r	f105	SB	3	11	10PLUS	0	dyteey	B1	otaiin	G1	0	0
f105r.8	f105r	f105	SB	3	11	10PLUS	0	sheey	L1	oesal	B2	0	0
f105v.1	f105v	f105	SB	3	9	9	1	polairy	P1	sairy	A2	0	0
f105v.16	f105v	f105	SB	3	12	10PLUS	0	daiin	B1	opaiim	B3	0	1
f105v.18	f105v	f105	SB	3	10	10PLUS	1	pchor	P1	karaim	B3	0	1
f105v.26	f105v	f105	SB	3	12	10PLUS	0	lkl	B2	ry	A2	0	0
f105v.28	f105v	f105	SB	3	6	6	0	oeoar	A1	otaiin	G1	0	0
f105v.37	f105v	f105	SB	3	12	10PLUS	0	yshey	A2	aildy	A2	0	0
f105v.4	f105v	f105	SB	3	8	8	0	olkeeol	A1	chedaiin	G1	0	0
f105v.7	f105v	f105	SB	3	7	7	0	ycheeo	A2	lchedr	C1	0	0
f106r.10	f106r	f106	SB	3	9	9	1	pshoair	P1	qotoky	A2	0	0
f106r.11	f106r	f106	SB	3	12	10PLUS	0	sar	C2	lchg	B4	0	0
f106r.18	f106r	f106	SB	3	11	10PLUS	1	kshed	Q1	chdy	A2	0	0
f106r.20	f106r	f106	SB	3	10	10PLUS	0	ytaiin	A2	qokaiin	G1	0	0
f106r.23	f106r	f106	SB	3	10	10PLUS	0	ychedy	A2	aror	C1	0	0
f106r.26	f106r	f106	SB	3	2	2	0	ycheeo	A2	lkeey	A2	0	0
f106r.33	f106r	f106	SB	3	9	9	0	ycheol	A2	okaly	A2	0	0
f106r.35	f106r	f106	SB	3	5	5	0	okaiin	A1	lchedy	A2	0	0
f106r.36	f106r	f106	SB	3	10	10PLUS	1	psheodalo	P1	shedy	A2	0	0
f106r.37	f106r	f106	SB	3	3	3	0	tchodaiin	Q2	dlchy	A2	1	0
f106r.40	f106r	f106	SB	3	11	10PLUS	0	shaiin	L1	chdaldy	A2	0	0
f106r.44	f106r	f106	SB	3	10	10PLUS	0	dshedy	B1	otaiikam	B3	0	1
f106r.9	f106r	f106	SB	3	7	7	0	ychor	A2	qokar	C1	0	0
f106v.10	f106v	f106	SB	3	7	7	0	ysheody	A2	oltydy	A2	0	0
f106v.18	f106v	f106	SB	3	10	10PLUS	1	pshodalos	P1	dairy	A2	0	0
f106v.25	f106v	f106	SB	3	6	6	0	sar	C2	okarol	B2	0	0
f106v.34	f106v	f106	SB	3	12	10PLUS	1	pchodaiin	P1	alodam	B3	0	1
f106v.36	f106v	f106	SB	3	4	4	0	sol	C2	cholkaiin	G1	0	0
f106v.4	f106v	f106	SB	3	8	8	0	ycheoto	A2	charam	B3	0	1
f106v.46	f106v	f106	SB	3	11	10PLUS	0	ytar	A2	chos	C2	0	0
f106v.5	f106v	f106	SB	3	12	10PLUS	1	tshoar	Q2	ry	A2	1	0
f106v.8	f106v	f106	SB	3	5	5	0	oraiin	A1	otaiin	G1	0	0
f107r.13	f107r	f107	SB	3	10	10PLUS	1	polchls	P1	otaral	B2	0	0
f107r.17	f107r	f107	SB	3	4	4	0	sair	C2	chey	A2	0	0
f107r.19	f107r	f107	SB	3	12	10PLUS	0	oaiin	A1	aldy	A2	0	0
f107r.2	f107r	f107	SB	3	13	10PLUS	0	dchey	B1	lor	C1	0	0
f107r.23	f107r	f107	SB	3	3	3	0	chodaiin	K1	chodaiin	G1	0	0
f107r.25	f107r	f107	SB	3	11	10PLUS	0	ycheain	A2	om	B3	0	1
f107r.33	f107r	f107	SB	3	11	10PLUS	0	yaiin	A2	okal	B2	0	0
f107r.35	f107r	f107	SB	3	11	10PLUS	0	daiin	B1	kaldaim	B3	0	1
f107r.38	f107r	f107	SB	3	9	9	1	poaral	P1	aly	A2	0	0
f107r.44	f107r	f107	SB	3	4	4	0	ycheodain	A2	qokaiin	G1	0	0
f107r.46	f107r	f107	SB	3	12	10PLUS	0	sar	C2	alkal	B2	0	0
f107r.5	f107r	f107	SB	3	10	10PLUS	0	olkchedy	A1	ar	C1	0	0
f107r.7	f107r	f107	SB	3	6	6	0	ytaiin	A2	otcheey	A2	0	0
f107v.11	f107v	f107	SB	3	10	10PLUS	1	tshedy	Q2	qopchcfhy	A2	1	0
f107v.12	f107v	f107	SB	3	11	10PLUS	0	qokeey	D1	otam	B3	0	1
f107v.15	f107v	f107	SB	3	9	9	0	solain	C2	tarairy	A2	0	0
f107v.17	f107v	f107	SB	3	11	10PLUS	0	saiin	C2	lkam	B3	0	1
f107v.18	f107v	f107	SB	3	10	10PLUS	0	qokain	D1	dal	B2	0	0
f107v.2	f107v	f107	SB	3	13	10PLUS	0	daiin	B1	ol	B2	0	0
f107v.20	f107v	f107	SB	3	10	10PLUS	1	palar	P1	opalkam	B3	0	1
f107v.24	f107v	f107	SB	3	5	5	0	dain	B1	lkaiin	G1	0	0
f107v.35	f107v	f107	SB	3	10	10PLUS	1	polchedy	P1	lol	B2	0	0
f107v.38	f107v	f107	SB	3	9	9	0	dain	B1	lkain	F1	0	0
f107v.40	f107v	f107	SB	3	6	6	0	chokeey	K1	aiily	A2	0	0
f107v.7	f107v	f107	SB	3	4	4	0	taiin	Q2	qokain	F1	1	0
f107v.8	f107v	f107	SB	3	9	9	1	polcheolkain	P1	otedam	B3	0	1
f108r.17	f108r	f108	SB	3	10	10PLUS	1	fcheokair	P2	tedam	B3	0	1
f108r.22	f108r	f108	SB	3	12	10PLUS	0	dcheol	B1	okeeam	B3	0	1
f108r.26	f108r	f108	SB	3	11	10PLUS	0	dair	B1	chalkeedy	A2	0	0
f108r.28	f108r	f108	SB	3	5	5	0	sain	C2	okaiin	G1	0	0
f108r.29	f108r	f108	SB	3	9	9	1	polchedy	P1	otedam	B3	0	1
f108r.30	f108r	f108	SB	3	8	8	0	ykeol	A2	alkan	E2	0	0
f108r.34	f108r	f108	SB	3	4	4	0	ycheol	A2	okain	F1	0	0
f108r.35	f108r	f108	SB	3	10	10PLUS	1	pychory	P1	opchdy	A2	0	0
f108r.36	f108r	f108	SB	3	9	9	0	okechy	A1	chedy	A2	0	0
f108r.38	f108r	f108	SB	3	6	6	0	dcheeody	B1	chey	A2	0	0
f108r.44	f108r	f108	SB	3	6	6	0	ychey	A2	cheody	A2	0	0
f108r.49	f108r	f108	SB	3	10	10PLUS	0	oteedy	A1	lkedy	A2	0	0
