locus	page	physical_folio	section	kind	object_class	object_tags	raw_family	transferred_prefix	strict_residual	certainty	relation_scope	claim_state
f68r1.22	f68r1	f68	A	L	ASTRONOMICAL	STAR_OR_SKY;LABEL	APKJAC	APK	JAC	UNHEDGED	EXACT_LOCAL_COMMENT	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f68r1.24	f68r1	f68	A	L	ASTRONOMICAL	STAR_OR_SKY;LABEL	AQAQKC	AQA	QKC	UNHEDGED	EXACT_LOCAL_COMMENT	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f68r1.25	f68r1	f68	A	L	ASTRONOMICAL	STAR_OR_SKY;LABEL	AQAB	AQAB	EMPTY	UNHEDGED	EXACT_LOCAL_COMMENT	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f68r1.26	f68r1	f68	A	L	ASTRONOMICAL	STAR_OR_SKY;LABEL	AQAC	AQAC	EMPTY	UNHEDGED	EXACT_LOCAL_COMMENT	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f68r1.27	f68r1	f68	A	L	ASTRONOMICAL	STAR_OR_SKY;LABEL	AGAC	NONE	AGAC	UNHEDGED	EXACT_LOCAL_COMMENT	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f68r1.28	f68r1	f68	A	L	ASTRONOMICAL	STAR_OR_SKY;LABEL	AQABBA	AQAB	BA	UNHEDGED	EXACT_LOCAL_COMMENT	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f68r1.29	f68r1	f68	A	L	ASTRONOMICAL	STAR_OR_SKY;LABEL	AQKBA	NONE	AQKBA	UNHEDGED	EXACT_LOCAL_COMMENT	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f68r1.31	f68r1	f68	A	L	ASTRONOMICAL	STAR_OR_SKY;LABEL	ATA	NONE	ATA	UNHEDGED	EXACT_LOCAL_COMMENT	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f68r1.32	f68r1	f68	A	L	ASTRONOMICAL	STAR_OR_SKY;LABEL	AQKABAB	NONE	AQKABAB	UNHEDGED	EXACT_LOCAL_COMMENT	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f68r1.33	f68r1	f68	A	L	ASTRONOMICAL	STAR_OR_SKY;LABEL	AQLAC	NONE	AQLAC	UNHEDGED	EXACT_LOCAL_COMMENT	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f68r1.34	f68r1	f68	A	L	ASTRONOMICAL	STAR_OR_SKY;LABEL	ACBAG	NONE	ACBAG	UNHEDGED	EXACT_LOCAL_COMMENT	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f68r1.35	f68r1	f68	A	L	ASTRONOMICAL	STAR_OR_SKY;LABEL	AQAKJBA	AQA	KJBA	UNHEDGED	EXACT_LOCAL_COMMENT	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f68r1.36	f68r1	f68	A	L	ASTRONOMICAL	STAR_OR_SKY;LABEL	BABKJBA	NONE	BABKJBA	UNHEDGED	EXACT_LOCAL_COMMENT	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f68r1.8	f68r1	f68	A	L	ASTRONOMICAL	STAR_OR_SKY;LABEL	AQABABA	AQAB	ABA	UNHEDGED	EXACT_LOCAL_COMMENT	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f68r1.9	f68r1	f68	A	L	ASTRONOMICAL	STAR_OR_SKY;LABEL	ABKJUA	NONE	ABKJUA	UNHEDGED	EXACT_LOCAL_COMMENT	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f68r2.10	f68r2	f68	A	L	ASTRONOMICAL	STAR_OR_SKY;LABEL	AKACA	NONE	AKACA	UNHEDGED	EXACT_LOCAL_COMMENT	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f68r2.11	f68r2	f68	A	L	ASTRONOMICAL	STAR_OR_SKY;LABEL	LBAC	NONE	LBAC	UNHEDGED	EXACT_LOCAL_COMMENT	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f68r2.12	f68r2	f68	A	L	ASTRONOMICAL	STAR_OR_SKY;LABEL	BKAB	NONE	BKAB	UNHEDGED	EXACT_LOCAL_COMMENT	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f68r2.13	f68r2	f68	A	L	ASTRONOMICAL	STAR_OR_SKY;LABEL	QABACAFBA	NONE	QABACAFBA	HEDGED	EXACT_LOCAL_COMMENT	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f68r2.14	f68r2	f68	A	L	ASTRONOMICAL	STAR_OR_SKY;LABEL	ABKKCJA	NONE	ABKKCJA	UNHEDGED	EXACT_LOCAL_COMMENT	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f68r2.15	f68r2	f68	A	L	ASTRONOMICAL	STAR_OR_SKY;LABEL	AQKAC	NONE	AQKAC	UNHEDGED	EXACT_LOCAL_COMMENT	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f68r2.16	f68r2	f68	A	L	ASTRONOMICAL	STAR_OR_SKY;LABEL	AQJAAB	NONE	AQJAAB	UNHEDGED	EXACT_LOCAL_COMMENT	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f68r2.17	f68r2	f68	A	L	ASTRONOMICAL	STAR_OR_SKY;LABEL	AABKA	NONE	AABKA	UNHEDGED	EXACT_LOCAL_COMMENT	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f68r2.19	f68r2	f68	A	L	ASTRONOMICAL	STAR_OR_SKY;LABEL	KABAC	NONE	KABAC	UNHEDGED	EXACT_LOCAL_COMMENT	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f68r2.20	f68r2	f68	A	L	ASTRONOMICAL	STAR_OR_SKY;LABEL	BKJABBA	NONE	BKJABBA	HEDGED	EXACT_LOCAL_COMMENT	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f68r2.21	f68r2	f68	A	L	ASTRONOMICAL	STAR_OR_SKY;LABEL	AQMAC	NONE	AQMAC	UNHEDGED	EXACT_LOCAL_COMMENT	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f68r2.24	f68r2	f68	A	L	ASTRONOMICAL	STAR_OR_SKY;LABEL	AQKJABAC	NONE	AQKJABAC	HEDGED	EXACT_LOCAL_COMMENT	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f68r2.25	f68r2	f68	A	L	ASTRONOMICAL	STAR_OR_SKY;LABEL	ABAF|KAB	NONE	ABAF|KAB	UNHEDGED	EXACT_LOCAL_COMMENT	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f68r2.26	f68r2	f68	A	L	ASTRONOMICAL	STAR_OR_SKY;LABEL	APATAC	APA	TAC	UNHEDGED	EXACT_LOCAL_COMMENT	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f68r2.27	f68r2	f68	A	L	ASTRONOMICAL	STAR_OR_SKY;LABEL	AQALAB	AQA	LAB	UNHEDGED	EXACT_LOCAL_COMMENT	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f68r2.28	f68r2	f68	A	L	ASTRONOMICAL	STAR_OR_SKY;LABEL	KABAC	NONE	KABAC	HEDGED	EXACT_LOCAL_COMMENT	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f68r2.29	f68r2	f68	A	L	ASTRONOMICAL	STAR_OR_SKY;LABEL	LKA	NONE	LKA	UNHEDGED	EXACT_LOCAL_COMMENT	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f68r2.8	f68r2	f68	A	L	ASTRONOMICAL	STAR_OR_SKY;LABEL	KJACAB	NONE	KJACAB	UNHEDGED	EXACT_LOCAL_COMMENT	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f68r2.9	f68r2	f68	A	L	ASTRONOMICAL	STAR_OR_SKY;LABEL	ABAG	NONE	ABAG	UNHEDGED	EXACT_LOCAL_COMMENT	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f68r3.12	f68r3	f68	A	L	ASTRONOMICAL	STAR_OR_SKY;LABEL	AABKJAB	NONE	AABKJAB	HEDGED	EXACT_LOCAL_COMMENT	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f68r3.13	f68r3	f68	A	L	ASTRONOMICAL	STAR_OR_SKY;LABEL	AQAC	AQAC	EMPTY	UNHEDGED	UNIT_DESCRIPTION	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f68r3.14	f68r3	f68	A	L	ASTRONOMICAL	STAR_OR_SKY;LABEL	AQACA	AQAC	A	UNHEDGED	UNIT_DESCRIPTION	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f68r3.17	f68r3	f68	A	L	ASTRONOMICAL	STAR_OR_SKY;LABEL	AQABKA	AQAB	KA	UNHEDGED	EXACT_LOCAL_COMMENT	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f68r3.18	f68r3	f68	A	L	ASTRONOMICAL	STAR_OR_SKY;LABEL	A|UAB	NONE	A|UAB	UNHEDGED	EXACT_LOCAL_COMMENT	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f68r3.19	f68r3	f68	A	L	ASTRONOMICAL	STAR_OR_SKY;LABEL	AQABB	AQAB	B	UNHEDGED	UNIT_DESCRIPTION	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f68r3.20	f68r3	f68	A	L	ASTRONOMICAL	STAR_OR_SKY;LABEL	BACABB	NONE	BACABB	UNHEDGED	UNIT_DESCRIPTION	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f68r3.21	f68r3	f68	A	L	ASTRONOMICAL	STAR_OR_SKY;LABEL	AQKABA	NONE	AQKABA	UNHEDGED	EXACT_LOCAL_COMMENT	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f68v2.11	f68v2	f68	A	R	ASTRONOMICAL	STAR_OR_SKY;LABEL	AQJAAC|ACACABA	NONE	AQJAAC|ACACABA	UNHEDGED	UNIT_DESCRIPTION	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f68v2.14	f68v2	f68	A	R	ASTRONOMICAL	STAR_OR_SKY;LABEL	AQKBA|KJQAB	NONE	AQKBA|KJQAB	UNHEDGED	UNIT_DESCRIPTION	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f68v2.17	f68v2	f68	A	R	ASTRONOMICAL	STAR_OR_SKY;LABEL	AQMPAB|APKA	NONE	AQMPAB|APKA	UNHEDGED	UNIT_DESCRIPTION	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f68v2.18	f68v2	f68	A	R	ASTRONOMICAL	STAR_OR_SKY;LABEL	KAQKA|BACA	NONE	KAQKA|BACA	UNHEDGED	OBJECT_CONTEXT_ONLY	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f68v2.8	f68v2	f68	A	R	ASTRONOMICAL	STAR_OR_SKY;LABEL	AQACJA|CACA	AQAC	JA|CACA	UNHEDGED	UNIT_DESCRIPTION	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f68v3.15	f68v3	f68	C	L	OTHER_LABEL	LABEL	AQABAB	AQAB	AB	UNHEDGED	UNIT_DESCRIPTION	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f68v3.16	f68v3	f68	C	L	OTHER_LABEL	LABEL	APKABBB	APKA	BBB	UNHEDGED	UNIT_DESCRIPTION	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f69r.44	f69r	f69	C	L	ASTRONOMICAL	STAR_OR_SKY;LABEL	A	NONE	A	UNHEDGED	UNIT_DESCRIPTION	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f69r.45	f69r	f69	C	L	ASTRONOMICAL	STAR_OR_SKY;LABEL	B	NONE	B	UNHEDGED	UNIT_DESCRIPTION	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f69r.46	f69r	f69	C	L	ASTRONOMICAL	STAR_OR_SKY;LABEL	A	NONE	A	UNHEDGED	UNIT_DESCRIPTION	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f69r.47	f69r	f69	C	L	ASTRONOMICAL	STAR_OR_SKY;LABEL	B	NONE	B	UNHEDGED	UNIT_DESCRIPTION	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f69r.48	f69r	f69	C	L	ASTRONOMICAL	STAR_OR_SKY;LABEL	C	NONE	C	UNHEDGED	UNIT_DESCRIPTION	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f69r.49	f69r	f69	C	L	ASTRONOMICAL	STAR_OR_SKY;LABEL	JB	J	B	UNHEDGED	UNIT_DESCRIPTION	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f69v.10	f69v	f69	C	R	ASTRONOMICAL	STAR_OR_SKY;LABEL	AQABA	AQAB	A	UNHEDGED	OBJECT_CONTEXT_ONLY	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f69v.11	f69v	f69	C	R	ASTRONOMICAL	STAR_OR_SKY;LABEL	AQABA	AQAB	A	UNHEDGED	OBJECT_CONTEXT_ONLY	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f69v.12	f69v	f69	C	R	ASTRONOMICAL	STAR_OR_SKY;LABEL	AQABA	AQAB	A	UNHEDGED	OBJECT_CONTEXT_ONLY	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f69v.13	f69v	f69	C	R	ASTRONOMICAL	STAR_OR_SKY;LABEL	AQJAB	NONE	AQJAB	UNHEDGED	OBJECT_CONTEXT_ONLY	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f69v.14	f69v	f69	C	R	ASTRONOMICAL	STAR_OR_SKY;LABEL	AQJAB	NONE	AQJAB	UNHEDGED	OBJECT_CONTEXT_ONLY	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f69v.15	f69v	f69	C	R	ASTRONOMICAL	STAR_OR_SKY;LABEL	AQKAC	NONE	AQKAC	UNHEDGED	OBJECT_CONTEXT_ONLY	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f69v.16	f69v	f69	C	R	ASTRONOMICAL	STAR_OR_SKY;LABEL	AQJAB	NONE	AQJAB	UNHEDGED	OBJECT_CONTEXT_ONLY	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f69v.17	f69v	f69	C	R	ASTRONOMICAL	STAR_OR_SKY;LABEL	AQJABA	NONE	AQJABA	UNHEDGED	OBJECT_CONTEXT_ONLY	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f69v.18	f69v	f69	C	R	ASTRONOMICAL	STAR_OR_SKY;LABEL	AQJAB	NONE	AQJAB	UNHEDGED	OBJECT_CONTEXT_ONLY	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f69v.19	f69v	f69	C	R	ASTRONOMICAL	STAR_OR_SKY;LABEL	CACAB	NONE	CACAB	UNHEDGED	OBJECT_CONTEXT_ONLY	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f69v.20	f69v	f69	C	R	ASTRONOMICAL	STAR_OR_SKY;LABEL	CAG	NONE	CAG	UNHEDGED	OBJECT_CONTEXT_ONLY	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f69v.21	f69v	f69	C	R	ASTRONOMICAL	STAR_OR_SKY;LABEL	AQABAC	AQAB	AC	UNHEDGED	OBJECT_CONTEXT_ONLY	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f69v.22	f69v	f69	C	R	ASTRONOMICAL	STAR_OR_SKY;LABEL	AQJABA	NONE	AQJABA	UNHEDGED	OBJECT_CONTEXT_ONLY	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f69v.23	f69v	f69	C	R	ASTRONOMICAL	STAR_OR_SKY;LABEL	CACABA	NONE	CACABA	UNHEDGED	OBJECT_CONTEXT_ONLY	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f69v.24	f69v	f69	C	R	ASTRONOMICAL	STAR_OR_SKY;LABEL	AQKA	NONE	AQKA	UNHEDGED	OBJECT_CONTEXT_ONLY	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f69v.25	f69v	f69	C	R	ASTRONOMICAL	STAR_OR_SKY;LABEL	AQKA|BA	NONE	AQKA|BA	UNHEDGED	OBJECT_CONTEXT_ONLY	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f69v.26	f69v	f69	C	R	ASTRONOMICAL	STAR_OR_SKY;LABEL	AQJA|B	NONE	AQJA|B	UNHEDGED	OBJECT_CONTEXT_ONLY	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f69v.27	f69v	f69	C	R	ASTRONOMICAL	STAR_OR_SKY;LABEL	AQJAB	NONE	AQJAB	UNHEDGED	OBJECT_CONTEXT_ONLY	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f69v.28	f69v	f69	C	R	ASTRONOMICAL	STAR_OR_SKY;LABEL	AQABKA	AQAB	KA	UNHEDGED	OBJECT_CONTEXT_ONLY	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f69v.29	f69v	f69	C	R	ASTRONOMICAL	STAR_OR_SKY;LABEL	AQJABA	NONE	AQJABA	UNHEDGED	OBJECT_CONTEXT_ONLY	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f69v.30	f69v	f69	C	R	ASTRONOMICAL	STAR_OR_SKY;LABEL	AQKJAC	NONE	AQKJAC	UNHEDGED	OBJECT_CONTEXT_ONLY	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f69v.31	f69v	f69	C	R	ASTRONOMICAL	STAR_OR_SKY;LABEL	AAC|ABAC	NONE	AAC|ABAC	UNHEDGED	OBJECT_CONTEXT_ONLY	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f69v.4	f69v	f69	C	R	ASTRONOMICAL	STAR_OR_SKY;LABEL	AQKA|CAC	NONE	AQKA|CAC	UNHEDGED	OBJECT_CONTEXT_ONLY	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f69v.5	f69v	f69	C	R	ASTRONOMICAL	STAR_OR_SKY;LABEL	AQJA|BA	NONE	AQJA|BA	UNHEDGED	OBJECT_CONTEXT_ONLY	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f69v.6	f69v	f69	C	R	ASTRONOMICAL	STAR_OR_SKY;LABEL	AKAAQ	NONE	AKAAQ	UNHEDGED	OBJECT_CONTEXT_ONLY	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f69v.7	f69v	f69	C	R	ASTRONOMICAL	STAR_OR_SKY;LABEL	AQKA	NONE	AQKA	UNHEDGED	OBJECT_CONTEXT_ONLY	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f69v.8	f69v	f69	C	R	ASTRONOMICAL	STAR_OR_SKY;LABEL	AQACA	AQAC	A	UNHEDGED	OBJECT_CONTEXT_ONLY	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f69v.9	f69v	f69	C	R	ASTRONOMICAL	STAR_OR_SKY;LABEL	AKCA	NONE	AKCA	UNHEDGED	OBJECT_CONTEXT_ONLY	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f70r1.11	f70r1	f70	C	R	OTHER_LABEL	LABEL	AQJABA|CAB	NONE	AQJABA|CAB	UNHEDGED	UNIT_DESCRIPTION	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f70r1.12	f70r1	f70	C	R	OTHER_LABEL	LABEL	AQKA|BABBA	NONE	AQKA|BABBA	UNHEDGED	UNIT_DESCRIPTION	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f70r1.14	f70r1	f70	C	R	ASTRONOMICAL	STAR_OR_SKY;LABEL	AQJAB	NONE	AQJAB	HEDGED	UNIT_DESCRIPTION	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f70r1.15	f70r1	f70	C	R	ASTRONOMICAL	STAR_OR_SKY;LABEL	AQJABA	NONE	AQJABA	HEDGED	UNIT_DESCRIPTION	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f70r1.16	f70r1	f70	C	R	ASTRONOMICAL	STAR_OR_SKY;LABEL	AQABA	AQAB	A	HEDGED	UNIT_DESCRIPTION	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f70r1.17	f70r1	f70	C	R	ASTRONOMICAL	STAR_OR_SKY;LABEL	APABAB	APAB	AB	HEDGED	UNIT_DESCRIPTION	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f70r1.18	f70r1	f70	C	R	ASTRONOMICAL	STAR_OR_SKY;LABEL	KABAB	NONE	KABAB	HEDGED	UNIT_DESCRIPTION	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f70r1.19	f70r1	f70	C	R	ASTRONOMICAL	STAR_OR_SKY;LABEL	AQACB	AQAC	B	HEDGED	UNIT_DESCRIPTION	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f70r1.4	f70r1	f70	C	R	OTHER_LABEL	LABEL	APKJABBA	APK	JABBA	UNHEDGED	UNIT_DESCRIPTION	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f70r1.5	f70r1	f70	C	R	OTHER_LABEL	LABEL	AQKJAC|ABA	NONE	AQKJAC|ABA	UNHEDGED	UNIT_DESCRIPTION	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f70r1.6	f70r1	f70	C	R	OTHER_LABEL	LABEL	AQKA|BAC|AQA	NONE	AQKA|BAC|AQA	UNHEDGED	UNIT_DESCRIPTION	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f70r1.7	f70r1	f70	C	R	OTHER_LABEL	LABEL	APAC|AQKA	APAC	|AQKA	UNHEDGED	UNIT_DESCRIPTION	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f70r1.9	f70r1	f70	C	R	OTHER_LABEL	LABEL	AQAF|ACABBA	AQA	F|ACABBA	UNHEDGED	UNIT_DESCRIPTION	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f70v1.10	f70v1	f70	Z	L	ASTRONOMICAL	FIGURE;STAR_OR_SKY;LABEL	AQLLBA	NONE	AQLLBA	HEDGED	OBJECT_CONTEXT_ONLY	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f70v1.11	f70v1	f70	Z	L	ASTRONOMICAL	FIGURE;STAR_OR_SKY;LABEL	AQAB|APLACAB	AQAB	|APLACAB	HEDGED	OBJECT_CONTEXT_ONLY	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f70v1.13	f70v1	f70	Z	L	ASTRONOMICAL	FIGURE;STAR_OR_SKY;LABEL	AQABA	AQAB	A	HEDGED	OBJECT_CONTEXT_ONLY	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f70v1.14	f70v1	f70	Z	L	ASTRONOMICAL	FIGURE;STAR_OR_SKY;LABEL	AQABAG	AQAB	AG	HEDGED	OBJECT_CONTEXT_ONLY	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f70v1.15	f70v1	f70	Z	L	ASTRONOMICAL	FIGURE;STAR_OR_SKY;LABEL	AQJA|ABABC|ACABA	NONE	AQJA|ABABC|ACABA	HEDGED	OBJECT_CONTEXT_ONLY	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f70v1.16	f70v1	f70	Z	L	ASTRONOMICAL	FIGURE;STAR_OR_SKY;LABEL	AQJAKA|AQAB|AQJABAC	NONE	AQJAKA|AQAB|AQJABAC	UNHEDGED	OBJECT_CONTEXT_ONLY	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f70v1.17	f70v1	f70	Z	L	ASTRONOMICAL	FIGURE;STAR_OR_SKY;LABEL	AQJAC|ACAABA	NONE	AQJAC|ACAABA	HEDGED	OBJECT_CONTEXT_ONLY	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f70v1.2	f70v1	f70	Z	L	ASTRONOMICAL	FIGURE;STAR_OR_SKY;LABEL	AQABKA|QAC|AB|BA	AQAB	KA|QAC|AB|BA	HEDGED	OBJECT_CONTEXT_ONLY	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f70v1.3	f70v1	f70	Z	L	ASTRONOMICAL	FIGURE;STAR_OR_SKY;LABEL	APKJA|CAB	APK	JA|CAB	HEDGED	OBJECT_CONTEXT_ONLY	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f70v1.4	f70v1	f70	Z	L	ASTRONOMICAL	FIGURE;STAR_OR_SKY;LABEL	AQAQAEBAE	AQA	QAEBAE	HEDGED	OBJECT_CONTEXT_ONLY	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f70v1.5	f70v1	f70	Z	L	ASTRONOMICAL	FIGURE;STAR_OR_SKY;LABEL	AQABAB	AQAB	AB	HEDGED	OBJECT_CONTEXT_ONLY	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f70v1.6	f70v1	f70	Z	L	ASTRONOMICAL	FIGURE;STAR_OR_SKY;LABEL	AQABA	AQAB	A	HEDGED	OBJECT_CONTEXT_ONLY	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f70v1.7	f70v1	f70	Z	L	ASTRONOMICAL	FIGURE;STAR_OR_SKY;LABEL	AABKJB	NONE	AABKJB	HEDGED	OBJECT_CONTEXT_ONLY	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f70v1.8	f70v1	f70	Z	L	ASTRONOMICAL	FIGURE;STAR_OR_SKY;LABEL	AQKABABC	NONE	AQKABABC	HEDGED	OBJECT_CONTEXT_ONLY	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f70v1.9	f70v1	f70	Z	L	ASTRONOMICAL	FIGURE;STAR_OR_SKY;LABEL	AQABLA	AQAB	LA	HEDGED	OBJECT_CONTEXT_ONLY	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f70v2.10	f70v2	f70	Z	L	ASTRONOMICAL	FIGURE;STAR_OR_SKY;LABEL	AQABB	AQAB	B	HEDGED	OBJECT_CONTEXT_ONLY	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f70v2.11	f70v2	f70	Z	L	ASTRONOMICAL	FIGURE;STAR_OR_SKY;LABEL	AQABBAC	AQAB	BAC	HEDGED	OBJECT_CONTEXT_ONLY	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
f70v2.12	f70v2	f70	Z	L	ASTRONOMICAL	FIGURE;STAR_OR_SKY;LABEL	AQABA	AQAB	A	HEDGED	OBJECT_CONTEXT_ONLY	COARSE_VISIBLE_OBJECT_ENDPOINT_NO_GLOSS
