locus	page	physical_folio	section	hand	group_index	group_count	retained_group_count	retained_line_complete	physical_line_end	token	wrapper	core	wrapper_core	target_state	line_position	field_index	field_count	field_length	field_closed	field_position	field_role	previous_token	previous_core	previous_state	next_token	next_core	next_state	previous_field_states	previous_field_shape	current_field_states	masked_field_template	next_field_states	next_field_shape	micro_context	neighbor_field_context
f107v.32	f107v	f107	SB	3	9	9	7	0	1	qokam	q	okam	q|okam	Q_OUTER_STATE	7/7	2	2	5	0	OPEN_FIELD_END	OPEN|LEN_4PLUS|OPEN_FIELD_END|Q_OUTER_STATE	qokaiin	okaiin	Q_OUTER_STATE	EOS	EOS	EOS	OTHER>DY_RESOLUTION	CLOSED|LEN_2|OTHER>DY_RESOLUTION	OTHER>OTHER>OTHER>Q_OUTER_STATE>Q_OUTER_STATE	OTHER>OTHER>OTHER>Q_OUTER_STATE>TARGET[Q_OUTER_STATE]>OPEN	EOL	EOL	Q_OUTER_STATE>TARGET[Q_OUTER_STATE]>EOS	CLOSED|LEN_2|OTHER>DY_RESOLUTION||EOL
f112v.37	f112v	f112	SB	3	11	11	11	1	1	qokam	q	okam	q|okam	Q_OUTER_STATE	11/11	3	3	1	0	SINGLE	OPEN|LEN_1|SINGLE|Q_OUTER_STATE	kedy	ke	DY_RESOLUTION	EOS	EOS	EOS	ED_MEDIUM>AR_REFERENCE>Q_OUTER_STATE>OL_STATE>DY_RESOLUTION	CLOSED|LEN_4PLUS|ED_MEDIUM>DY_RESOLUTION	Q_OUTER_STATE	TARGET[Q_OUTER_STATE]>OPEN	EOL	EOL	DY_RESOLUTION>TARGET[Q_OUTER_STATE]>EOS	CLOSED|LEN_4PLUS|ED_MEDIUM>DY_RESOLUTION||EOL
f113v.8	f113v	f113	SB	3	5	11	11	1	0	chokam	ch	okam	ch|okam	CARRIER_STATE	5/11	2	3	7	1	FIELD_INTERNAL	CLOSED|LEN_4PLUS|FIELD_INTERNAL|CARRIER_STATE	olkam	olkam	OL_STATE	odal	odal	AL_STATE	DY_RESOLUTION	CLOSED|LEN_1|DY_RESOLUTION>DY_RESOLUTION	Q_OUTER_STATE>AR_REFERENCE>OL_STATE>CARRIER_STATE>AL_STATE>CARRIER_STATE>DY_RESOLUTION	Q_OUTER_STATE>AR_REFERENCE>OL_STATE>TARGET[CARRIER_STATE]>AL_STATE>CARRIER_STATE>DY_RESOLUTION	OTHER>OT_AR_LOCAL>ENTRY_STATE	OPEN|LEN_3|OTHER>ENTRY_STATE	OL_STATE>TARGET[CARRIER_STATE]>AL_STATE	CLOSED|LEN_1|DY_RESOLUTION>DY_RESOLUTION||OPEN|LEN_3|OTHER>ENTRY_STATE
f115v.2	f115v	f115	SB	3	10	10	9	0	1	qokam	q	okam	q|okam	Q_OUTER_STATE	9/9	6	6	1	0	SINGLE	OPEN|LEN_1|SINGLE|Q_OUTER_STATE	okchdy	okch	DY_RESOLUTION	EOS	EOS	EOS	AR_REFERENCE>DY_RESOLUTION	CLOSED|LEN_2|AR_REFERENCE>DY_RESOLUTION	Q_OUTER_STATE	TARGET[Q_OUTER_STATE]>OPEN	EOL	EOL	DY_RESOLUTION>TARGET[Q_OUTER_STATE]>EOS	CLOSED|LEN_2|AR_REFERENCE>DY_RESOLUTION||EOL
f116r.4	f116r	f116	SB	3	7	12	9	0	0	okam	NONE	okam	NONE|okam	OTHER	6/9	1	2	8	1	FIELD_INTERNAL	CLOSED|LEN_4PLUS|FIELD_INTERNAL|OTHER	chckhy	ckhy	CARRIER_STATE	chedy	dy	CARRIER_STATE	BOL	BOL	AR_REFERENCE>CARRIER_STATE>OTHER>OL_STATE>CARRIER_STATE>OTHER>CARRIER_STATE>DY_RESOLUTION	AR_REFERENCE>CARRIER_STATE>OTHER>OL_STATE>CARRIER_STATE>TARGET[OTHER]>CARRIER_STATE>DY_RESOLUTION	OT_AR_LOCAL	OPEN|LEN_1|OT_AR_LOCAL>OT_AR_LOCAL	CARRIER_STATE>TARGET[OTHER]>CARRIER_STATE	BOL||OPEN|LEN_1|OT_AR_LOCAL>OT_AR_LOCAL
f34v.10	f34v	f34	HB	2	12	12	9	0	1	okam	NONE	okam	NONE|okam	OTHER	9/9	4	4	5	0	OPEN_FIELD_END	OPEN|LEN_4PLUS|OPEN_FIELD_END|OTHER	or	or	OTHER	EOS	EOS	EOS	DY_RESOLUTION	CLOSED|LEN_1|DY_RESOLUTION>DY_RESOLUTION	CARRIER_STATE>CARRIER_STATE>OTHER>OTHER>OTHER	CARRIER_STATE>CARRIER_STATE>OTHER>OTHER>TARGET[OTHER]>OPEN	EOL	EOL	OTHER>TARGET[OTHER]>EOS	CLOSED|LEN_1|DY_RESOLUTION>DY_RESOLUTION||EOL
f39r.14	f39r	f39	HB	2	11	11	11	1	1	qokam	q	okam	q|okam	Q_OUTER_STATE	11/11	1	1	11	0	OPEN_FIELD_END	OPEN|LEN_4PLUS|OPEN_FIELD_END|Q_OUTER_STATE	chdam	dam	CARRIER_STATE	EOS	EOS	EOS	BOL	BOL	ENTRY_STATE>CARRIER_STATE>CARRIER_STATE>OL_STATE>ENTRY_STATE>CARRIER_STATE>OTHER>ENTRY_STATE>OT_AL_LOCAL>CARRIER_STATE>Q_OUTER_STATE	ENTRY_STATE>CARRIER_STATE>CARRIER_STATE>OL_STATE>ENTRY_STATE>CARRIER_STATE>OTHER>ENTRY_STATE>OT_AL_LOCAL>CARRIER_STATE>TARGET[Q_OUTER_STATE]>OPEN	EOL	EOL	CARRIER_STATE>TARGET[Q_OUTER_STATE]>EOS	BOL||EOL
f40v.3	f40v	f40	HB	2	5	5	5	1	1	okam	NONE	okam	NONE|okam	OTHER	5/5	1	1	5	0	OPEN_FIELD_END	OPEN|LEN_4PLUS|OPEN_FIELD_END|OTHER	okaiin	okaiin	OTHER	EOS	EOS	EOS	BOL	BOL	OTHER>OTHER>OTHER>OTHER>OTHER	OTHER>OTHER>OTHER>OTHER>TARGET[OTHER]>OPEN	EOL	EOL	OTHER>TARGET[OTHER]>EOS	BOL||EOL
f48r.7	f48r	f48	HB	5	10	10	9	0	1	okam	NONE	okam	NONE|okam	OTHER	9/9	3	3	1	0	SINGLE	OPEN|LEN_1|SINGLE|OTHER	okedy	oke	DY_RESOLUTION	EOS	EOS	EOS	OL_STATE>OT_OL_LOCAL>AL_STATE>OTHER>DY_RESOLUTION	CLOSED|LEN_4PLUS|OL_STATE>DY_RESOLUTION	OTHER	TARGET[OTHER]>OPEN	EOL	EOL	DY_RESOLUTION>TARGET[OTHER]>EOS	CLOSED|LEN_4PLUS|OL_STATE>DY_RESOLUTION||EOL
f50r.2	f50r	f50	HB	2	12	12	12	1	1	okam	NONE	okam	NONE|okam	OTHER	12/12	2	2	9	0	OPEN_FIELD_END	OPEN|LEN_4PLUS|OPEN_FIELD_END|OTHER	ar	ar	AR_REFERENCE	EOS	EOS	EOS	ENTRY_STATE>OTHER>DY_RESOLUTION	CLOSED|LEN_3|ENTRY_STATE>DY_RESOLUTION	CARRIER_STATE>AL_STATE>ENTRY_STATE>AR_REFERENCE>OTHER>ENTRY_STATE>AR_REFERENCE>AR_REFERENCE>OTHER	CARRIER_STATE>AL_STATE>ENTRY_STATE>AR_REFERENCE>OTHER>ENTRY_STATE>AR_REFERENCE>AR_REFERENCE>TARGET[OTHER]>OPEN	EOL	EOL	AR_REFERENCE>TARGET[OTHER]>EOS	CLOSED|LEN_3|ENTRY_STATE>DY_RESOLUTION||EOL
f95r2.2	f95r2	f95	HB	3	10	10	10	1	1	okam	NONE	okam	NONE|okam	OTHER	10/10	3	3	2	0	OPEN_FIELD_END	OPEN|LEN_2|OPEN_FIELD_END|OTHER	kar	kar	AR_REFERENCE	EOS	EOS	EOS	CARRIER_STATE>OL_STATE>CARRIER_STATE>OTHER>OTHER>DY_RESOLUTION	CLOSED|LEN_4PLUS|CARRIER_STATE>DY_RESOLUTION	AR_REFERENCE>OTHER	AR_REFERENCE>TARGET[OTHER]>OPEN	EOL	EOL	AR_REFERENCE>TARGET[OTHER]>EOS	CLOSED|LEN_4PLUS|CARRIER_STATE>DY_RESOLUTION||EOL
f104r.7	f104r	f104	SB	3	5	11	11	1	0	qodain	q	odain	q|odain	Q_OUTER_STATE	5/11	2	3	2	1	FIELD_START	CLOSED|LEN_2|FIELD_START|Q_OUTER_STATE	otchedy	otche	DY_RESOLUTION	shedy	e	DY_RESOLUTION	ENTRY_STATE>CARRIER_STATE>OTHER>DY_RESOLUTION	CLOSED|LEN_4PLUS|ENTRY_STATE>DY_RESOLUTION	Q_OUTER_STATE>DY_RESOLUTION	TARGET[Q_OUTER_STATE]>DY_RESOLUTION	CARRIER_STATE>Q_OUTER_STATE>AR_REFERENCE>AR_REFERENCE>OTHER	OPEN|LEN_4PLUS|CARRIER_STATE>OTHER	DY_RESOLUTION>TARGET[Q_OUTER_STATE]>DY_RESOLUTION	CLOSED|LEN_4PLUS|ENTRY_STATE>DY_RESOLUTION||OPEN|LEN_4PLUS|CARRIER_STATE>OTHER
f104r.7	f104r	f104	SB	3	8	11	11	1	0	qodain	q	odain	q|odain	Q_OUTER_STATE	8/11	3	3	5	0	FIELD_INTERNAL	OPEN|LEN_4PLUS|FIELD_INTERNAL|Q_OUTER_STATE	chedy	dy	CARRIER_STATE	okar	okar	AR_REFERENCE	Q_OUTER_STATE>DY_RESOLUTION	CLOSED|LEN_2|Q_OUTER_STATE>DY_RESOLUTION	CARRIER_STATE>Q_OUTER_STATE>AR_REFERENCE>AR_REFERENCE>OTHER	CARRIER_STATE>TARGET[Q_OUTER_STATE]>AR_REFERENCE>AR_REFERENCE>OTHER>OPEN	EOL	EOL	CARRIER_STATE>TARGET[Q_OUTER_STATE]>AR_REFERENCE	CLOSED|LEN_2|Q_OUTER_STATE>DY_RESOLUTION||EOL
f104v.21	f104v	f104	SB	3	6	6	6	1	1	chodain	ch	odain	ch|odain	CARRIER_STATE	6/6	2	2	4	0	OPEN_FIELD_END	OPEN|LEN_4PLUS|OPEN_FIELD_END|CARRIER_STATE	qokeey	okeey	Q_OUTER_STATE	EOS	EOS	EOS	OTHER>DY_RESOLUTION	CLOSED|LEN_2|OTHER>DY_RESOLUTION	Q_OUTER_STATE>CARRIER_STATE>Q_OUTER_STATE>CARRIER_STATE	Q_OUTER_STATE>CARRIER_STATE>Q_OUTER_STATE>TARGET[CARRIER_STATE]>OPEN	EOL	EOL	Q_OUTER_STATE>TARGET[CARRIER_STATE]>EOS	CLOSED|LEN_2|OTHER>DY_RESOLUTION||EOL
f104v.40	f104v	f104	SB	3	5	7	7	1	0	odain	NONE	odain	NONE|odain	OTHER	5/7	2	3	4	1	PRECLOSE	CLOSED|LEN_4PLUS|PRECLOSE|OTHER	aiin	aiin	OTHER	orchedy	orche	DY_RESOLUTION	Q_OUTER_STATE>DY_RESOLUTION	CLOSED|LEN_2|Q_OUTER_STATE>DY_RESOLUTION	Q_OUTER_STATE>OTHER>OTHER>DY_RESOLUTION	Q_OUTER_STATE>OTHER>TARGET[OTHER]>DY_RESOLUTION	Q_OUTER_STATE	OPEN|LEN_1|Q_OUTER_STATE>Q_OUTER_STATE	OTHER>TARGET[OTHER]>DY_RESOLUTION	CLOSED|LEN_2|Q_OUTER_STATE>DY_RESOLUTION||OPEN|LEN_1|Q_OUTER_STATE>Q_OUTER_STATE
f106r.22	f106r	f106	SB	3	3	10	9	0	0	odain	NONE	odain	NONE|odain	OTHER	3/9	1	3	4	1	PRECLOSE	CLOSED|LEN_4PLUS|PRECLOSE|OTHER	olkeees	olkeees	OL_STATE	qokeedy	okee	DY_RESOLUTION	BOL	BOL	ENTRY_STATE>OL_STATE>OTHER>DY_RESOLUTION	ENTRY_STATE>OL_STATE>TARGET[OTHER]>DY_RESOLUTION	OTHER>AR_REFERENCE>DY_RESOLUTION	CLOSED|LEN_3|OTHER>DY_RESOLUTION	OL_STATE>TARGET[OTHER]>DY_RESOLUTION	BOL||CLOSED|LEN_3|OTHER>DY_RESOLUTION
f106v.12	f106v	f106	SB	3	3	11	2	0	0	chodain	ch	odain	ch|odain	CARRIER_STATE	2/2	1	1	2	0	OPEN_FIELD_END	OPEN|LEN_2|OPEN_FIELD_END|CARRIER_STATE	ycheey	ycheey	OTHER	EOS	EOS	EOS	BOL	BOL	OTHER>CARRIER_STATE	OTHER>TARGET[CARRIER_STATE]>OPEN	EOL	EOL	OTHER>TARGET[CARRIER_STATE]>EOS	BOL||EOL
f106v.45	f106v	f106	SB	3	3	11	9	0	0	cheodain	che	odain	che|odain	CARRIER_STATE	2/9	1	1	9	1	FIELD_INTERNAL	CLOSED|LEN_4PLUS|FIELD_INTERNAL|CARRIER_STATE	okeey	okeey	OTHER	chey	y	CARRIER_STATE	BOL	BOL	OTHER>CARRIER_STATE>CARRIER_STATE>AR_REFERENCE>OTHER>OTHER>OTHER>AR_REFERENCE>DY_RESOLUTION	OTHER>TARGET[CARRIER_STATE]>CARRIER_STATE>AR_REFERENCE>OTHER>OTHER>OTHER>AR_REFERENCE>DY_RESOLUTION	EOL	EOL	OTHER>TARGET[CARRIER_STATE]>CARRIER_STATE	BOL||EOL
f107v.33	f107v	f107	SB	3	4	11	8	0	0	odain	NONE	odain	NONE|odain	OTHER	4/8	1	1	8	0	FIELD_INTERNAL	OPEN|LEN_4PLUS|FIELD_INTERNAL|OTHER	qodaiin	odaiin	Q_OUTER_STATE	aiin	aiin	OTHER	BOL	BOL	OTHER>OL_STATE>Q_OUTER_STATE>OTHER>OTHER>OTHER>AL_STATE>OTHER	OTHER>OL_STATE>Q_OUTER_STATE>TARGET[OTHER]>OTHER>OTHER>AL_STATE>OTHER>OPEN	EOL	EOL	Q_OUTER_STATE>TARGET[OTHER]>OTHER	BOL||EOL
f107v.36	f107v	f107	SB	3	10	10	9	0	1	odain	NONE	odain	NONE|odain	OTHER	9/9	2	2	4	0	OPEN_FIELD_END	OPEN|LEN_4PLUS|OPEN_FIELD_END|OTHER	olkain	olkain	OL_STATE	EOS	EOS	EOS	CARRIER_STATE>OTHER>OL_STATE>Q_OUTER_STATE>DY_RESOLUTION	CLOSED|LEN_4PLUS|CARRIER_STATE>DY_RESOLUTION	AR_REFERENCE>AR_REFERENCE>OL_STATE>OTHER	AR_REFERENCE>AR_REFERENCE>OL_STATE>TARGET[OTHER]>OPEN	EOL	EOL	OL_STATE>TARGET[OTHER]>EOS	CLOSED|LEN_4PLUS|CARRIER_STATE>DY_RESOLUTION||EOL
f108v.43	f108v	f108	SB	3	1	9	9	1	0	shodain	sh	odain	sh|odain	CARRIER_STATE	1/9	1	3	3	1	FIELD_START	CLOSED|LEN_3|FIELD_START|CARRIER_STATE	BOS	BOS	BOS	cheal	al	AL_STATE	BOL	BOL	CARRIER_STATE>AL_STATE>DY_RESOLUTION	TARGET[CARRIER_STATE]>AL_STATE>DY_RESOLUTION	OTHER>Q_OUTER_STATE>DY_RESOLUTION	CLOSED|LEN_3|OTHER>DY_RESOLUTION	BOS>TARGET[CARRIER_STATE]>AL_STATE	BOL||CLOSED|LEN_3|OTHER>DY_RESOLUTION
f111v.24	f111v	f111	SB	3	1	11	11	1	0	cheodain	che	odain	che|odain	CARRIER_STATE	1/11	1	1	11	0	FIELD_START	OPEN|LEN_4PLUS|FIELD_START|CARRIER_STATE	BOS	BOS	BOS	qokar	okar	AR_REFERENCE	BOL	BOL	CARRIER_STATE>AR_REFERENCE>OTHER>CARRIER_STATE>OTHER>CARRIER_STATE>CARRIER_STATE>Q_OUTER_STATE>CARRIER_STATE>AR_REFERENCE>CARRIER_STATE	TARGET[CARRIER_STATE]>AR_REFERENCE>OTHER>CARRIER_STATE>OTHER>CARRIER_STATE>CARRIER_STATE>Q_OUTER_STATE>CARRIER_STATE>AR_REFERENCE>CARRIER_STATE>OPEN	EOL	EOL	BOS>TARGET[CARRIER_STATE]>AR_REFERENCE	BOL||EOL
f112r.10	f112r	f112	SB	3	4	5	5	1	0	qodain	q	odain	q|odain	Q_OUTER_STATE	4/5	1	1	5	0	FIELD_INTERNAL	OPEN|LEN_4PLUS|FIELD_INTERNAL|Q_OUTER_STATE	chedy	dy	CARRIER_STATE	dam	am	ENTRY_STATE	BOL	BOL	ENTRY_STATE>AL_STATE>CARRIER_STATE>Q_OUTER_STATE>ENTRY_STATE	ENTRY_STATE>AL_STATE>CARRIER_STATE>TARGET[Q_OUTER_STATE]>ENTRY_STATE>OPEN	EOL	EOL	CARRIER_STATE>TARGET[Q_OUTER_STATE]>ENTRY_STATE	BOL||EOL
f115r.25	f115r	f115	SB	@	2	7	7	1	0	cheodain	che	odain	che|odain	CARRIER_STATE	2/7	1	3	4	1	FIELD_INTERNAL	CLOSED|LEN_4PLUS|FIELD_INTERNAL|CARRIER_STATE	y	y	OTHER	cheey	ey	CARRIER_STATE	BOL	BOL	OTHER>CARRIER_STATE>CARRIER_STATE>DY_RESOLUTION	OTHER>TARGET[CARRIER_STATE]>CARRIER_STATE>DY_RESOLUTION	DY_RESOLUTION	CLOSED|LEN_1|DY_RESOLUTION>DY_RESOLUTION	OTHER>TARGET[CARRIER_STATE]>CARRIER_STATE	BOL||CLOSED|LEN_1|DY_RESOLUTION>DY_RESOLUTION
f115r.5	f115r	f115	SB	@	5	11	11	1	0	qodain	q	odain	q|odain	Q_OUTER_STATE	5/11	2	5	5	1	PRECLOSE	CLOSED|LEN_4PLUS|PRECLOSE|Q_OUTER_STATE	sheed	eed	ED_MEDIUM	qoteedy	otee	DY_RESOLUTION	DY_RESOLUTION	CLOSED|LEN_1|DY_RESOLUTION>DY_RESOLUTION	AR_REFERENCE>OL_STATE>ED_MEDIUM>Q_OUTER_STATE>DY_RESOLUTION	AR_REFERENCE>OL_STATE>ED_MEDIUM>TARGET[Q_OUTER_STATE]>DY_RESOLUTION	DY_RESOLUTION	CLOSED|LEN_1|DY_RESOLUTION>DY_RESOLUTION	ED_MEDIUM>TARGET[Q_OUTER_STATE]>DY_RESOLUTION	CLOSED|LEN_1|DY_RESOLUTION>DY_RESOLUTION||CLOSED|LEN_1|DY_RESOLUTION>DY_RESOLUTION
f115v.25	f115v	f115	SB	3	6	10	9	0	0	cheodain	che	odain	che|odain	CARRIER_STATE	6/9	2	3	5	1	FIELD_INTERNAL	CLOSED|LEN_4PLUS|FIELD_INTERNAL|CARRIER_STATE	ain	ain	OTHER	chcthy	cthy	CARRIER_STATE	OTHER>OTHER>DY_RESOLUTION	CLOSED|LEN_3|OTHER>DY_RESOLUTION	Q_OUTER_STATE>OTHER>CARRIER_STATE>CARRIER_STATE>DY_RESOLUTION	Q_OUTER_STATE>OTHER>TARGET[CARRIER_STATE]>CARRIER_STATE>DY_RESOLUTION	DY_RESOLUTION	CLOSED|LEN_1|DY_RESOLUTION>DY_RESOLUTION	OTHER>TARGET[CARRIER_STATE]>CARRIER_STATE	CLOSED|LEN_3|OTHER>DY_RESOLUTION||CLOSED|LEN_1|DY_RESOLUTION>DY_RESOLUTION
f43r.9	f43r	f43	HB	2	5	5	5	1	1	odain	NONE	odain	NONE|odain	OTHER	5/5	3	3	3	0	OPEN_FIELD_END	OPEN|LEN_3|OPEN_FIELD_END|OTHER	cheey	ey	CARRIER_STATE	EOS	EOS	EOS	DY_RESOLUTION	CLOSED|LEN_1|DY_RESOLUTION>DY_RESOLUTION	ENTRY_STATE>CARRIER_STATE>OTHER	ENTRY_STATE>CARRIER_STATE>TARGET[OTHER]>OPEN	EOL	EOL	CARRIER_STATE>TARGET[OTHER]>EOS	CLOSED|LEN_1|DY_RESOLUTION>DY_RESOLUTION||EOL
f95r1.1	f95r1	f95	HB	3	9	9	9	1	1	odain	NONE	odain	NONE|odain	OTHER	9/9	2	2	7	0	OPEN_FIELD_END	OPEN|LEN_4PLUS|OPEN_FIELD_END|OTHER	oty	oty	OTHER	EOS	EOS	EOS	OTHER>DY_RESOLUTION	CLOSED|LEN_2|OTHER>DY_RESOLUTION	OTHER>OL_STATE>OL_STATE>OL_STATE>Q_OUTER_STATE>OTHER>OTHER	OTHER>OL_STATE>OL_STATE>OL_STATE>Q_OUTER_STATE>OTHER>TARGET[OTHER]>OPEN	EOL	EOL	OTHER>TARGET[OTHER]>EOS	CLOSED|LEN_2|OTHER>DY_RESOLUTION||EOL
f95v1.13	f95v1	f95	HB	3	2	5	5	1	0	qodain	q	odain	q|odain	Q_OUTER_STATE	2/5	1	2	4	1	FIELD_INTERNAL	CLOSED|LEN_4PLUS|FIELD_INTERNAL|Q_OUTER_STATE	lshee	lshee	OTHER	okaiin	okaiin	OTHER	BOL	BOL	OTHER>Q_OUTER_STATE>OTHER>DY_RESOLUTION	OTHER>TARGET[Q_OUTER_STATE]>OTHER>DY_RESOLUTION	CARRIER_STATE	OPEN|LEN_1|CARRIER_STATE>CARRIER_STATE	OTHER>TARGET[Q_OUTER_STATE]>OTHER	BOL||OPEN|LEN_1|CARRIER_STATE>CARRIER_STATE
