physical_page	page_model	clause_id	start_event	end_event	events	natural_process_summary_de
f75r	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P915-C061	P912-E0678	P912-E0681	4	An der gezeigten Bad- oder Arbeitsstation stehen 3 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 2× umsetzen, 1× kennzeichnen, 1× einstellen, 1× einsetzen. Danach wird der Arbeitsschritt geschlossen.
f75r	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P915-C062	P912-E0682	P912-E0688	7	An der gezeigten Bad- oder Arbeitsstation stehen 3 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 2× halten, 1× ansetzen, 1× bereitstellen. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil. Der Gang führt über weiterer Lauf. Die notierten Wirkstufen sind kurz, länger. Danach wird der Arbeitsschritt geschlossen.
f75r	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P915-C063	P912-E0689	P912-E0689	1	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× ansetzen. Die notierten Wirkstufen sind länger. Danach wird der Arbeitsschritt geschlossen.
f75r	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P915-C064	P912-E0690	P912-E0690	1	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× umsetzen. Der Gang führt über weiterer Lauf. Danach wird der Arbeitsschritt geschlossen.
f75r	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P915-C065	P912-E0691	P912-E0700	10	An der gezeigten Bad- oder Arbeitsstation stehen 5 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 2× ansetzen, 1× behandeln, 1× ausführen, 1× zugeben. Als Einsatzgrößen erscheinen Sollmaß, Portion. Der Gang führt über Ziel- oder Anschlussstelle, weiterer Lauf. Die notierten Wirkstufen sind länger. Danach wird der Arbeitsschritt geschlossen.
f75r	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P915-C066	P912-E0701	P912-E0714	14	An der gezeigten Bad- oder Arbeitsstation stehen 11 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 3× ansetzen, 2× umsetzen, 2× ausführen, 2× behandeln, 1× zugeben, 1× absetzen. Als Einsatzgrößen erscheinen Portion. Der Gang führt über Ziel- oder Anschlussstelle. Die notierten Wirkstufen sind kurz, länger. Danach wird der Arbeitsschritt geschlossen.
f75r	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P915-C067	P912-E0715	P912-E0717	3	An der gezeigten Bad- oder Arbeitsstation stehen 3 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× ansetzen, 1× ausführen, 1× halten. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
f75r	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P915-C068	P912-E0718	P912-E0721	4	An der gezeigten Bad- oder Arbeitsstation stehen 3 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 2× ansetzen, 1× absetzen. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil. Der Gang führt über Durchlass. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
f75r	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P915-C069	P912-E0722	P912-E0724	3	An der gezeigten Bad- oder Arbeitsstation stehen 2 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 2× ansetzen. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
f75r	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P915-C070	P912-E0725	P912-E0725	1	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind nur Bezug und Weiterführung. Der Gang führt über Ziel- oder Anschlussstelle. Danach wird der Arbeitsschritt geschlossen.
f75r	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P915-C071	P912-E0726	P912-E0728	3	An der gezeigten Bad- oder Arbeitsstation stehen 2 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× einsetzen, 1× halten, 1× absetzen. Der Gang führt über Ziel- oder Anschlussstelle. Danach wird der Arbeitsschritt geschlossen.
f75r	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P915-C072	P912-E0729	P912-E0731	3	An der gezeigten Bad- oder Arbeitsstation stehen 2 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× ansetzen, 1× entnehmen, 1× auswählen. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil, Portion. Danach wird der Arbeitsschritt geschlossen.
f75r	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P915-C073	P912-E0732	P912-E0732	1	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× absetzen. Danach wird der Arbeitsschritt geschlossen.
f75r	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P915-C074	P912-E0733	P912-E0734	2	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× absetzen. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil. Danach wird der Arbeitsschritt geschlossen.
f75r	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P915-C075	P912-E0735	P912-E0735	1	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind nur Bezug und Weiterführung. Der Gang führt über weiterer Lauf. Danach wird der Arbeitsschritt geschlossen.
f75r	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P915-C076	P912-E0736	P912-E0738	3	An der gezeigten Bad- oder Arbeitsstation stehen 2 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× ansetzen, 1× absetzen. Der Gang führt über weiterer Lauf. Die notierten Wirkstufen sind länger. Danach wird der Arbeitsschritt geschlossen.
f75r	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P915-C077	P912-E0739	P912-E0743	5	An der gezeigten Bad- oder Arbeitsstation stehen 4 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× ausführen, 1× umsetzen, 1× ansetzen, 1× entnehmen, 1× bereitstellen. Als Einsatzgrößen erscheinen Portion. Der Gang führt über weiterer Lauf. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
f75r	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P915-C078	P912-E0744	P912-E0744	1	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× einstellen. Der Gang führt über weiterer Lauf. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
f75r	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P915-C079	P912-E0745	P912-E0747	3	An der gezeigten Bad- oder Arbeitsstation stehen 3 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× ausführen, 1× auswählen, 1× auffangen. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
f75r	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P915-C080	P912-E0748	P912-E0755	8	An der gezeigten Bad- oder Arbeitsstation stehen 4 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 2× ansetzen, 1× zugeben, 1× einstellen. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil, Portion. Der Gang führt über Ziel- oder Anschlussstelle. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
f75r	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P915-C081	P912-E0756	P912-E0761	6	An der gezeigten Bad- oder Arbeitsstation stehen 4 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 2× ansetzen, 1× halten, 1× einstellen, 1× absetzen. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil, Portion. Die notierten Wirkstufen sind länger. Danach wird der Arbeitsschritt geschlossen.
f75r	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P915-C082	P912-E0762	P912-E0763	2	An der gezeigten Bad- oder Arbeitsstation stehen 2 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× ansetzen. Als Einsatzgrößen erscheinen Portion. Danach wird der Arbeitsschritt geschlossen.
f75r	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P915-C083	P912-E0764	P912-E0765	2	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× zugeben. Die notierten Wirkstufen sind länger. Danach wird der Arbeitsschritt geschlossen.
f75r	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P915-C084	P912-E0766	P912-E0766	1	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× ansetzen. Die notierten Wirkstufen sind länger. Danach wird der Arbeitsschritt geschlossen.
f75r	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P915-C085	P912-E0767	P912-E0770	4	An der gezeigten Bad- oder Arbeitsstation stehen 3 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 2× ansetzen. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
f75r	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P915-C086	P912-E0771	P912-E0771	1	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× ansetzen. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
f75r	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P915-C087	P912-E0772	P912-E0774	3	An der gezeigten Bad- oder Arbeitsstation stehen 2 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× halten, 1× einstellen, 1× ansetzen. Die notierten Wirkstufen sind kurz, länger. Danach wird der Arbeitsschritt geschlossen.
f75r	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P915-C088	P912-E0775	P912-E0775	1	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× ansetzen. Die notierten Wirkstufen sind länger. Danach wird der Arbeitsschritt geschlossen.
f75r	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P915-C089	P912-E0776	P912-E0776	1	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× ansetzen, 1× umsetzen. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
f75r	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P915-C090	P912-E0777	P912-E0778	2	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× ansetzen. Der Gang führt über weiterer Lauf. Die notierten Wirkstufen sind länger. Danach wird der Arbeitsschritt geschlossen.
f75r	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P915-C091	P912-E0779	P912-E0779	1	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× ansetzen. Die notierten Wirkstufen sind länger. Danach wird der Arbeitsschritt geschlossen.
f75r	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P915-C092	P912-E0780	P912-E0780	1	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× ansetzen. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
f75r	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P915-C093	P912-E0781	P912-E0781	1	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× ansetzen. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
f75r	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P915-C094	P912-E0782	P912-E0782	1	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× ansetzen. Die notierten Wirkstufen sind länger. Danach wird der Arbeitsschritt geschlossen.
f75r	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P915-C095	P912-E0783	P912-E0783	1	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind nur Bezug und Weiterführung. Der Gang führt über weiterer Lauf. Danach wird der Arbeitsschritt geschlossen.
f75r	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P915-C096	P912-E0784	P912-E0784	1	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× halten. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
f75r	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P915-C097	P912-E0785	P912-E0785	1	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× ansetzen. Die notierten Wirkstufen sind länger. Danach wird der Arbeitsschritt geschlossen.
f75r	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P915-C098	P912-E0786	P912-E0786	1	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× ansetzen. Die notierten Wirkstufen sind länger. Danach wird der Arbeitsschritt geschlossen.
f75r	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P915-C099	P912-E0787	P912-E0787	1	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× auffangen. Die notierten Wirkstufen sind länger. Danach wird der Arbeitsschritt geschlossen.
f75r	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P915-C100	P912-E0788	P912-E0789	2	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× zugeben. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
f75r	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P915-C101	P912-E0790	P912-E0791	2	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× absetzen. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil. Danach wird der Arbeitsschritt geschlossen.
f75r	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P915-C102	P912-E0792	P912-E0793	2	An der gezeigten Bad- oder Arbeitsstation stehen 2 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× ansetzen, 1× absetzen. Als Einsatzgrößen erscheinen Portion. Danach wird der Arbeitsschritt geschlossen.
f75r	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P915-C103	P912-E0794	P912-E0795	2	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× zugeben. Der Gang führt über Ziel- oder Anschlussstelle. Die notierten Wirkstufen sind länger. Danach wird der Arbeitsschritt geschlossen.
f75r	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P915-C104	P912-E0796	P912-E0796	1	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× kennzeichnen, 1× absetzen. Danach wird der Arbeitsschritt geschlossen.
f75r	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P915-C105	P912-E0797	P912-E0797	1	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× auswählen, 1× ansetzen. Die notierten Wirkstufen sind länger. Danach wird der Arbeitsschritt geschlossen.
f75r	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P915-C106	P912-E0798	P912-E0798	1	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× ansetzen. Die notierten Wirkstufen sind länger. Danach wird der Arbeitsschritt geschlossen.
f75r	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P915-C107	P912-E0799	P912-E0799	1	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind nur Bezug und Weiterführung. Die notierten Wirkstufen sind länger. Danach wird der Arbeitsschritt geschlossen.
f75r	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P915-C108	P912-E0800	P912-E0802	3	An der gezeigten Bad- oder Arbeitsstation stehen 2 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× ansetzen, 1× zugeben. Die notierten Wirkstufen sind länger. Danach wird der Arbeitsschritt geschlossen.
f75r	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P915-C109	P912-E0803	P912-E0804	2	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× halten. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
f75r	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P915-C110	P912-E0805	P912-E0805	1	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× ansetzen. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
f75r	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P915-C111	P912-E0806	P912-E0806	1	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× ansetzen. Die notierten Wirkstufen sind länger. Danach wird der Arbeitsschritt geschlossen.
f75r	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P915-C112	P912-E0807	P912-E0808	2	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind nur Bezug und Weiterführung. Die notierten Wirkstufen sind länger. Danach wird der Arbeitsschritt geschlossen.
f75r	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P915-C113	P912-E0809	P912-E0810	2	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× halten. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil, Ansatz. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
f75r	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P915-C114	P912-E0811	P912-E0812	2	An der gezeigten Bad- oder Arbeitsstation stehen 2 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× behandeln. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil. Danach wird der Arbeitsschritt geschlossen.
f75r	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P915-C115	P912-E0813	P912-E0816	4	An der gezeigten Bad- oder Arbeitsstation stehen 3 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× ansetzen, 1× behandeln. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil, Portion. Danach wird der Arbeitsschritt geschlossen.
f75r	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P915-C116	P912-E0817	P912-E0819	3	An der gezeigten Bad- oder Arbeitsstation stehen 3 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× umsetzen, 1× auswählen, 1× ansetzen. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil, Portion. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
f75r	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P915-C117	P912-E0820	P912-E0820	1	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× ansetzen. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
f75r	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P915-C118	P912-E0821	P912-E0821	1	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind nur Bezug und Weiterführung. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
f75r	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P915-C119	P912-E0822	P912-E0822	1	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× ansetzen. Danach wird der Arbeitsschritt geschlossen.
f75r	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P915-C120	P912-E0823	P912-E0829	7	An der gezeigten Bad- oder Arbeitsstation stehen 2 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× entnehmen, 1× auswählen, 1× halten. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil, Sollmaß. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
f75r	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P915-C121	P912-E0830	P912-E0832	3	An der gezeigten Bad- oder Arbeitsstation stehen 3 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 2× ansetzen, 1× halten. Der Gang führt über Durchlass. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
f75r	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P915-C122	P912-E0833	P912-E0835	3	An der gezeigten Bad- oder Arbeitsstation stehen 2 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× auswählen. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
f75r	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P915-C123	P912-E0836	P912-E0836	1	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind nur Bezug und Weiterführung. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
f75r	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P915-C124	P912-E0837	P912-E0837	1	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind nur Bezug und Weiterführung. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
f75r	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P915-C125	P912-E0838	P912-E0840	3	An der gezeigten Bad- oder Arbeitsstation stehen 3 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 3× ansetzen. Als Einsatzgrößen erscheinen Sollmaß. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
f75r	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P915-C126	P912-E0841	P912-E0842	2	An der gezeigten Bad- oder Arbeitsstation stehen 2 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× halten, 1× ansetzen. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
f75r	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P915-C127	P912-E0843	P912-E0844	2	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× absetzen. Als Einsatzgrößen erscheinen Portion. Danach wird der Arbeitsschritt geschlossen.
f75r	BAD_UND_STATIONSARBEIT_IN_KURZEN_ZELLEN	P915-C128	P912-E0845	P912-E0847	3	An der gezeigten Bad- oder Arbeitsstation stehen 2 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× umsetzen. Als Einsatzgrößen erscheinen Ansatz. Der Arbeitsgang bleibt für die folgende Klausel oder Seite offen.
f81v	ANWENDUNGS_UND_TRANSFERFOLGE	P915-C129	P912-E0858	P912-E0860	3	An der gezeigten Bad- oder Arbeitsstation stehen 3 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× einsetzen, 1× halten, 1× zugeben. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil. Die notierten Wirkstufen sind kurz, länger. Danach wird der Arbeitsschritt geschlossen.
f81v	ANWENDUNGS_UND_TRANSFERFOLGE	P915-C130	P912-E0861	P912-E0865	5	An der gezeigten Bad- oder Arbeitsstation stehen 2 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× halten, 1× zugeben, 1× einsetzen, 1× umsetzen. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil. Der Gang führt über Ziel- oder Anschlussstelle. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
f81v	ANWENDUNGS_UND_TRANSFERFOLGE	P915-C131	P912-E0866	P912-E0869	4	An der gezeigten Bad- oder Arbeitsstation stehen 3 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 2× zugeben, 1× halten, 1× ausführen, 1× spülen, 1× ansetzen. Als Einsatzgrößen erscheinen Portion. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
