variant	paragraph	locus	mention	form	kind	axis	value	scope	patient	patient_form	rule	debts	model	old_phase_not_recomputed	row_status
J	f9v|f9v.5-f9v.12	f9v.10	f9v.10:3	chol	ACTION_EFFECT	moisture	dry	PHYSICAL	f9v.10:2	kchol	REGISTERED_ACTION_RESULT		N	1	recorded
J	f9v|f9v.5-f9v.12	f9v.10	f9v.10:4	chy	STANDALONE	thermal	hot	PHYSICAL	f9v.10:2	kchol	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f9v.10:3	N	1	recorded
J	f9v|f9v.5-f9v.12	f9v.11	f9v.11:2	chshoty	BARE_NOMINAL	thermal	cold	CONSTITUTION	f9v.11:2	chshoty	NOMINAL_INPUT		N	0	recorded
J	f9v|f9v.5-f9v.12	f9v.11	f9v.11:2	chshoty	BARE_NOMINAL	moisture	wet	CONSTITUTION	f9v.11:2	chshoty	NOMINAL_INPUT		N	0	recorded
J	f9v|f9v.5-f9v.12	f9v.11	f9v.11:3	oky	STANDALONE	thermal	warm	PHYSICAL	f9v.11:2	chshoty	LOCAL_LEFT		N	0	recorded
M	f9v|f9v.5-f9v.12	f9v.6	f9v.6:4	chody	PROCESSED_NOMINAL	moisture	dry	PHYSICAL	f9v.6:4	chody	NOMINAL_INPUT		N	0	recorded
M	f9v|f9v.5-f9v.12	f9v.7	f9v.7:2	chol	ACTION_EFFECT	moisture	dry	PHYSICAL	f9v.6:4	chody	REGISTERED_ACTION_RESULT	UNREAD_BETWEEN:f9v.6:5;UNREAD_BETWEEN:f9v.6:6;UNREAD_BETWEEN:f9v.6:7;UNREAD_BETWEEN:f9v.6:8;IMPLICIT_SUBJECT_CONTINUATION	N	2	recorded
M	f9v|f9v.5-f9v.12	f9v.7	f9v.7:3	chol	ACTION_EFFECT	moisture	dry	PHYSICAL	f9v.7:6	otal	REGISTERED_ACTION_RESULT	UNREAD_BETWEEN:f9v.7:4	N	1	recorded
M	f9v|f9v.5-f9v.12	f9v.7	f9v.7:6	otal	BARE_NOMINAL	thermal	cold	CONSTITUTION	f9v.7:6	otal	NOMINAL_INPUT		N	0	recorded
M	f9v|f9v.5-f9v.12	f9v.9	f9v.9:2	chy	STANDALONE	thermal	hot	PHYSICAL			MISSING	MISSING_MATERIAL_BINDING	N	0	recorded
M	f9v|f9v.5-f9v.12	f9v.10	f9v.10:1	oty	STANDALONE	thermal	cold	PHYSICAL	f9v.10:2	kchol	LOCAL_RIGHT		N	0	recorded
M	f9v|f9v.5-f9v.12	f9v.10	f9v.10:2	kchol	BARE_NOMINAL	moisture	dry	CONSTITUTION	f9v.10:2	kchol	NOMINAL_INPUT		N	0	recorded
M	f9v|f9v.5-f9v.12	f9v.10	f9v.10:3	chol	ACTION_EFFECT	moisture	dry	PHYSICAL	f9v.10:2	kchol	REGISTERED_ACTION_RESULT		N	1	recorded
M	f9v|f9v.5-f9v.12	f9v.10	f9v.10:4	chy	STANDALONE	thermal	hot	PHYSICAL	f9v.10:2	kchol	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f9v.10:3	N	1	recorded
M	f9v|f9v.5-f9v.12	f9v.11	f9v.11:2	chshoty	BARE_NOMINAL	thermal	cold	CONSTITUTION	f9v.11:2	chshoty	NOMINAL_INPUT		N	0	recorded
M	f9v|f9v.5-f9v.12	f9v.11	f9v.11:2	chshoty	BARE_NOMINAL	moisture	wet	CONSTITUTION	f9v.11:2	chshoty	NOMINAL_INPUT		N	0	recorded
M	f9v|f9v.5-f9v.12	f9v.11	f9v.11:3	oky	STANDALONE	thermal	warm	PHYSICAL	f9v.11:2	chshoty	LOCAL_LEFT		N	0	recorded
B	f9v|f9v.5-f9v.12	f9v.6	f9v.6:4	chody	PROCESSED_NOMINAL	moisture	dry	PHYSICAL	f9v.6:4	chody	NOMINAL_INPUT		P	0	recorded
B	f9v|f9v.5-f9v.12	f9v.7	f9v.7:2	chol	ACTION_EFFECT	moisture	dry	PHYSICAL	f9v.6:4	chody	REGISTERED_ACTION_RESULT	UNREAD_BETWEEN:f9v.6:5;UNREAD_BETWEEN:f9v.6:6;UNREAD_BETWEEN:f9v.6:7;UNREAD_BETWEEN:f9v.6:8;IMPLICIT_SUBJECT_CONTINUATION	P	2	recorded
B	f9v|f9v.5-f9v.12	f9v.7	f9v.7:3	chol	ACTION_EFFECT	moisture	dry	PHYSICAL	f9v.7:6	otal	REGISTERED_ACTION_RESULT	UNREAD_BETWEEN:f9v.7:4	P	1	recorded
B	f9v|f9v.5-f9v.12	f9v.7	f9v.7:6	otal	BARE_NOMINAL	thermal	cold	CONSTITUTION	f9v.7:6	otal	NOMINAL_INPUT		P	0	recorded
B	f9v|f9v.5-f9v.12	f9v.9	f9v.9:2	chy	STANDALONE	thermal	hot	PHYSICAL			MISSING	MISSING_MATERIAL_BINDING	P	0	recorded
B	f9v|f9v.5-f9v.12	f9v.10	f9v.10:1	oty	STANDALONE	thermal	cold	PHYSICAL	f9v.10:2	kchol	LOCAL_RIGHT		P	0	recorded
B	f9v|f9v.5-f9v.12	f9v.10	f9v.10:2	kchol	BARE_NOMINAL	moisture	dry	CONSTITUTION	f9v.10:2	kchol	NOMINAL_INPUT		P	0	recorded
B	f9v|f9v.5-f9v.12	f9v.10	f9v.10:3	chol	ACTION_EFFECT	moisture	dry	PHYSICAL	f9v.10:2	kchol	REGISTERED_ACTION_RESULT		P	1	recorded
B	f9v|f9v.5-f9v.12	f9v.10	f9v.10:4	chy	STANDALONE	thermal	hot	PHYSICAL	f9v.10:2	kchol	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f9v.10:3	P	1	recorded
B	f9v|f9v.5-f9v.12	f9v.11	f9v.11:2	chshoty	BARE_NOMINAL	thermal	cold	CONSTITUTION	f9v.11:2	chshoty	NOMINAL_INPUT		P	0	recorded
B	f9v|f9v.5-f9v.12	f9v.11	f9v.11:2	chshoty	BARE_NOMINAL	moisture	wet	CONSTITUTION	f9v.11:2	chshoty	NOMINAL_INPUT		P	0	recorded
B	f9v|f9v.5-f9v.12	f9v.11	f9v.11:3	oky	STANDALONE	thermal	warm	PHYSICAL	f9v.11:2	chshoty	LOCAL_LEFT		P	0	recorded
J	f9v|f9v.5-f9v.12	f9v.6	f9v.6:4	chody	PROCESSED_NOMINAL	moisture	dry	PHYSICAL	f9v.6:4	chody	NOMINAL_INPUT		P	0	recorded
J	f9v|f9v.5-f9v.12	f9v.7	f9v.7:2	chol	ACTION_EFFECT	moisture	dry	PHYSICAL	f9v.6:4	chody	REGISTERED_ACTION_RESULT	UNREAD_BETWEEN:f9v.6:5;UNREAD_BETWEEN:f9v.6:6;UNREAD_BETWEEN:f9v.6:7;UNREAD_BETWEEN:f9v.6:8;IMPLICIT_SUBJECT_CONTINUATION	P	2	recorded
J	f9v|f9v.5-f9v.12	f9v.7	f9v.7:3	chol	ACTION_EFFECT	moisture	dry	PHYSICAL	f9v.7:6	otal	REGISTERED_ACTION_RESULT	UNREAD_BETWEEN:f9v.7:4	P	1	recorded
J	f9v|f9v.5-f9v.12	f9v.7	f9v.7:6	otal	BARE_NOMINAL	thermal	cold	CONSTITUTION	f9v.7:6	otal	NOMINAL_INPUT		P	0	recorded
J	f9v|f9v.5-f9v.12	f9v.9	f9v.9:2	chy	STANDALONE	thermal	hot	PHYSICAL			MISSING	MISSING_MATERIAL_BINDING	P	0	recorded
J	f9v|f9v.5-f9v.12	f9v.10	f9v.10:1	oty	STANDALONE	thermal	cold	PHYSICAL	f9v.10:2	kchol	LOCAL_RIGHT		P	0	recorded
J	f9v|f9v.5-f9v.12	f9v.10	f9v.10:2	kchol	BARE_NOMINAL	moisture	dry	CONSTITUTION	f9v.10:2	kchol	NOMINAL_INPUT		P	0	recorded
J	f9v|f9v.5-f9v.12	f9v.10	f9v.10:3	chol	ACTION_EFFECT	moisture	dry	PHYSICAL	f9v.10:2	kchol	REGISTERED_ACTION_RESULT		P	1	recorded
J	f9v|f9v.5-f9v.12	f9v.10	f9v.10:4	chy	STANDALONE	thermal	hot	PHYSICAL	f9v.10:2	kchol	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f9v.10:3	P	1	recorded
J	f9v|f9v.5-f9v.12	f9v.11	f9v.11:2	chshoty	BARE_NOMINAL	thermal	cold	CONSTITUTION	f9v.11:2	chshoty	NOMINAL_INPUT		P	0	recorded
J	f9v|f9v.5-f9v.12	f9v.11	f9v.11:2	chshoty	BARE_NOMINAL	moisture	wet	CONSTITUTION	f9v.11:2	chshoty	NOMINAL_INPUT		P	0	recorded
J	f9v|f9v.5-f9v.12	f9v.11	f9v.11:3	oky	STANDALONE	thermal	warm	PHYSICAL	f9v.11:2	chshoty	LOCAL_LEFT		P	0	recorded
M	f9v|f9v.5-f9v.12	f9v.6	f9v.6:4	chody	PROCESSED_NOMINAL	moisture	dry	PHYSICAL	f9v.6:4	chody	NOMINAL_INPUT		P	0	recorded
M	f9v|f9v.5-f9v.12	f9v.7	f9v.7:2	chol	ACTION_EFFECT	moisture	dry	PHYSICAL	f9v.6:4	chody	REGISTERED_ACTION_RESULT	UNREAD_BETWEEN:f9v.6:5;UNREAD_BETWEEN:f9v.6:6;UNREAD_BETWEEN:f9v.6:7;UNREAD_BETWEEN:f9v.6:8;IMPLICIT_SUBJECT_CONTINUATION	P	2	recorded
M	f9v|f9v.5-f9v.12	f9v.7	f9v.7:3	chol	ACTION_EFFECT	moisture	dry	PHYSICAL	f9v.7:6	otal	REGISTERED_ACTION_RESULT	UNREAD_BETWEEN:f9v.7:4	P	1	recorded
M	f9v|f9v.5-f9v.12	f9v.7	f9v.7:6	otal	BARE_NOMINAL	thermal	cold	CONSTITUTION	f9v.7:6	otal	NOMINAL_INPUT		P	0	recorded
M	f9v|f9v.5-f9v.12	f9v.9	f9v.9:2	chy	STANDALONE	thermal	hot	PHYSICAL			MISSING	MISSING_MATERIAL_BINDING	P	0	recorded
M	f9v|f9v.5-f9v.12	f9v.10	f9v.10:1	oty	STANDALONE	thermal	cold	PHYSICAL	f9v.10:2	kchol	LOCAL_RIGHT		P	0	recorded
M	f9v|f9v.5-f9v.12	f9v.10	f9v.10:2	kchol	BARE_NOMINAL	moisture	dry	CONSTITUTION	f9v.10:2	kchol	NOMINAL_INPUT		P	0	recorded
M	f9v|f9v.5-f9v.12	f9v.10	f9v.10:3	chol	ACTION_EFFECT	moisture	dry	PHYSICAL	f9v.10:2	kchol	REGISTERED_ACTION_RESULT		P	1	recorded
M	f9v|f9v.5-f9v.12	f9v.10	f9v.10:4	chy	STANDALONE	thermal	hot	PHYSICAL	f9v.10:2	kchol	ACTION_RESULT_REFERENCE	ASSUMED_RESULT_OR_PROCESS_CONDITION:f9v.10:3	P	1	recorded
M	f9v|f9v.5-f9v.12	f9v.11	f9v.11:2	chshoty	BARE_NOMINAL	thermal	cold	CONSTITUTION	f9v.11:2	chshoty	NOMINAL_INPUT		P	0	recorded
M	f9v|f9v.5-f9v.12	f9v.11	f9v.11:2	chshoty	BARE_NOMINAL	moisture	wet	CONSTITUTION	f9v.11:2	chshoty	NOMINAL_INPUT		P	0	recorded
M	f9v|f9v.5-f9v.12	f9v.11	f9v.11:3	oky	STANDALONE	thermal	warm	PHYSICAL	f9v.11:2	chshoty	LOCAL_LEFT		P	0	recorded
B	f17v|f17v.1-f17v.23	f17v.4	f17v.4:1	kchor	BARE_NOMINAL	moisture	dry	CONSTITUTION	f17v.4:1	kchor	NOMINAL_INPUT		A	0	recorded
B	f17v|f17v.1-f17v.23	f17v.5	f17v.5:2	chol	ACTION_EFFECT	moisture	dry	PHYSICAL	f17v.5:4	tchol	REGISTERED_ACTION_RESULT	UNREAD_BETWEEN:f17v.5:3	A	1	recorded
B	f17v|f17v.1-f17v.23	f17v.5	f17v.5:4	tchol	PROCESSED_NOMINAL	moisture	dry	PHYSICAL	f17v.5:4	tchol	NOMINAL_INPUT		A	0	recorded
B	f17v|f17v.1-f17v.23	f17v.6	f17v.6:5	otaiin	BARE_NOMINAL	thermal	cold	CONSTITUTION	f17v.6:5	otaiin	NOMINAL_INPUT		A	0	recorded
B	f17v|f17v.1-f17v.23	f17v.9	f17v.9:2	shol	STANDALONE	moisture	wet	PHYSICAL	f17v.9:3	kchol	LOCAL_RIGHT		A	0	recorded
B	f17v|f17v.1-f17v.23	f17v.9	f17v.9:3	kchol	BARE_NOMINAL	moisture	dry	CONSTITUTION	f17v.9:3	kchol	NOMINAL_INPUT		A	0	recorded
B	f17v|f17v.1-f17v.23	f17v.10	f17v.10:2	okeor	BARE_NOMINAL	thermal	warm	CONSTITUTION	f17v.10:2	okeor	NOMINAL_INPUT		A	0	recorded
B	f17v|f17v.1-f17v.23	f17v.11	f17v.11:4	chol	ACTION_EFFECT	moisture	dry	PHYSICAL	f17v.10:4	okol	REGISTERED_ACTION_RESULT	UNREAD_BETWEEN:f17v.10:5;UNREAD_BETWEEN:f17v.10:6;UNREAD_BETWEEN:f17v.11:1;UNREAD_BETWEEN:f17v.11:2;UNREAD_BETWEEN:f17v.11:3;IMPLICIT_SUBJECT_CONTINUATION	A	1	recorded
B	f17v|f17v.1-f17v.23	f17v.13	f17v.13:2	chol	ACTION_EFFECT	moisture	dry	PHYSICAL	f17v.12:6	chor	REGISTERED_ACTION_RESULT	UNREAD_BETWEEN:f17v.13:1;IMPLICIT_SUBJECT_CONTINUATION	A	1	recorded
B	f17v|f17v.1-f17v.23	f17v.13	f17v.13:3	chol	ACTION_EFFECT	moisture	dry	PHYSICAL	f17v.13:4	cthol	REGISTERED_ACTION_RESULT		A	1	recorded
B	f17v|f17v.1-f17v.23	f17v.13	f17v.13:6	sheol	BARE_NOMINAL	moisture	wet	CONSTITUTION	f17v.13:6	sheol	NOMINAL_INPUT		A	0	recorded
B	f17v|f17v.1-f17v.23	f17v.14	f17v.14:4	chodaiin	BARE_NOMINAL	moisture	dry	CONSTITUTION	f17v.14:4	chodaiin	NOMINAL_INPUT		A	0	recorded
B	f17v|f17v.1-f17v.23	f17v.14	f17v.14:5	okeol	BARE_NOMINAL	thermal	warm	CONSTITUTION	f17v.14:5	okeol	NOMINAL_INPUT		A	0	recorded
B	f17v|f17v.1-f17v.23	f17v.15	f17v.15:5	otor	BARE_NOMINAL	thermal	cold	CONSTITUTION	f17v.15:5	otor	NOMINAL_INPUT		A	0	recorded
B	f17v|f17v.1-f17v.23	f17v.15	f17v.15:6	oteol	BARE_NOMINAL	thermal	cold	CONSTITUTION	f17v.15:6	oteol	NOMINAL_INPUT		A	0	recorded
B	f17v|f17v.1-f17v.23	f17v.16	f17v.16:2	chol	ACTION_EFFECT	moisture	dry	PHYSICAL	f17v.16:3	okeol	REGISTERED_ACTION_RESULT		A	1	recorded
B	f17v|f17v.1-f17v.23	f17v.16	f17v.16:3	okeol	BARE_NOMINAL	thermal	warm	CONSTITUTION	f17v.16:3	okeol	NOMINAL_INPUT		A	0	recorded
B	f17v|f17v.1-f17v.23	f17v.18	f17v.18:1	otor	BARE_NOMINAL	thermal	cold	CONSTITUTION	f17v.18:1	otor	NOMINAL_INPUT		A	0	recorded
B	f17v|f17v.1-f17v.23	f17v.18	f17v.18:4	chol	ACTION_EFFECT	moisture	dry	PHYSICAL	f17v.18:2	cheeor	REGISTERED_ACTION_RESULT		A	1	recorded
B	f17v|f17v.1-f17v.23	f17v.20	f17v.20:4	chol	ACTION_EFFECT	moisture	dry	PHYSICAL	f17v.20:3	cheor	REGISTERED_ACTION_RESULT		A	2	recorded
B	f17v|f17v.1-f17v.23	f17v.23	f17v.23:2	okeor	BARE_NOMINAL	thermal	warm	CONSTITUTION	f17v.23:2	okeor	NOMINAL_INPUT		A	0	recorded
J	f17v|f17v.1-f17v.23	f17v.4	f17v.4:1	kchor	BARE_NOMINAL	moisture	dry	CONSTITUTION	f17v.4:1	kchor	NOMINAL_INPUT		A	0	recorded
J	f17v|f17v.1-f17v.23	f17v.5	f17v.5:2	chol	ACTION_EFFECT	moisture	dry	PHYSICAL	f17v.5:4	tchol	REGISTERED_ACTION_RESULT	UNREAD_BETWEEN:f17v.5:3	A	1	recorded
J	f17v|f17v.1-f17v.23	f17v.5	f17v.5:4	tchol	PROCESSED_NOMINAL	moisture	dry	PHYSICAL	f17v.5:4	tchol	NOMINAL_INPUT		A	0	recorded
J	f17v|f17v.1-f17v.23	f17v.6	f17v.6:5	otaiin	BARE_NOMINAL	thermal	cold	CONSTITUTION	f17v.6:5	otaiin	NOMINAL_INPUT		A	0	recorded
J	f17v|f17v.1-f17v.23	f17v.9	f17v.9:2	shol	STANDALONE	moisture	wet	PHYSICAL	f17v.9:3	kchol	LOCAL_RIGHT		A	0	recorded
J	f17v|f17v.1-f17v.23	f17v.9	f17v.9:3	kchol	BARE_NOMINAL	moisture	dry	CONSTITUTION	f17v.9:3	kchol	NOMINAL_INPUT		A	0	recorded
J	f17v|f17v.1-f17v.23	f17v.10	f17v.10:2	okeor	BARE_NOMINAL	thermal	warm	CONSTITUTION	f17v.10:2	okeor	NOMINAL_INPUT		A	0	recorded
J	f17v|f17v.1-f17v.23	f17v.11	f17v.11:4	chol	ACTION_EFFECT	moisture	dry	PHYSICAL	f17v.10:4	okol	REGISTERED_ACTION_RESULT	UNREAD_BETWEEN:f17v.10:5;UNREAD_BETWEEN:f17v.10:6;UNREAD_BETWEEN:f17v.11:1;UNREAD_BETWEEN:f17v.11:2;UNREAD_BETWEEN:f17v.11:3;IMPLICIT_SUBJECT_CONTINUATION	A	1	recorded
J	f17v|f17v.1-f17v.23	f17v.13	f17v.13:2	chol	ACTION_EFFECT	moisture	dry	PHYSICAL	f17v.13:4	cthol	REGISTERED_ACTION_RESULT		A	1	recorded
J	f17v|f17v.1-f17v.23	f17v.13	f17v.13:3	chol	ACTION_EFFECT	moisture	dry	PHYSICAL	f17v.13:4	cthol	REGISTERED_ACTION_RESULT		A	2	recorded
J	f17v|f17v.1-f17v.23	f17v.13	f17v.13:6	sheol	BARE_NOMINAL	moisture	wet	CONSTITUTION	f17v.13:6	sheol	NOMINAL_INPUT		A	0	recorded
J	f17v|f17v.1-f17v.23	f17v.14	f17v.14:4	chodaiin	BARE_NOMINAL	moisture	dry	CONSTITUTION	f17v.14:4	chodaiin	NOMINAL_INPUT		A	0	recorded
J	f17v|f17v.1-f17v.23	f17v.14	f17v.14:5	okeol	BARE_NOMINAL	thermal	warm	CONSTITUTION	f17v.14:5	okeol	NOMINAL_INPUT		A	0	recorded
J	f17v|f17v.1-f17v.23	f17v.15	f17v.15:5	otor	BARE_NOMINAL	thermal	cold	CONSTITUTION	f17v.15:5	otor	NOMINAL_INPUT		A	0	recorded
J	f17v|f17v.1-f17v.23	f17v.15	f17v.15:6	oteol	BARE_NOMINAL	thermal	cold	CONSTITUTION	f17v.15:6	oteol	NOMINAL_INPUT		A	0	recorded
J	f17v|f17v.1-f17v.23	f17v.16	f17v.16:2	chol	ACTION_EFFECT	moisture	dry	PHYSICAL	f17v.16:3	okeol	REGISTERED_ACTION_RESULT		A	1	recorded
J	f17v|f17v.1-f17v.23	f17v.16	f17v.16:3	okeol	BARE_NOMINAL	thermal	warm	CONSTITUTION	f17v.16:3	okeol	NOMINAL_INPUT		A	0	recorded
J	f17v|f17v.1-f17v.23	f17v.18	f17v.18:1	otor	BARE_NOMINAL	thermal	cold	CONSTITUTION	f17v.18:1	otor	NOMINAL_INPUT		A	0	recorded
J	f17v|f17v.1-f17v.23	f17v.18	f17v.18:4	chol	ACTION_EFFECT	moisture	dry	PHYSICAL	f17v.18:2	cheeor	REGISTERED_ACTION_RESULT		A	1	recorded
J	f17v|f17v.1-f17v.23	f17v.20	f17v.20:4	chol	ACTION_EFFECT	moisture	dry	PHYSICAL	f17v.20:3	cheor	REGISTERED_ACTION_RESULT		A	3	recorded
J	f17v|f17v.1-f17v.23	f17v.23	f17v.23:2	okeor	BARE_NOMINAL	thermal	warm	CONSTITUTION	f17v.23:2	okeor	NOMINAL_INPUT		A	0	recorded
M	f17v|f17v.1-f17v.23	f17v.4	f17v.4:1	kchor	BARE_NOMINAL	moisture	dry	CONSTITUTION	f17v.4:1	kchor	NOMINAL_INPUT		A	0	recorded
M	f17v|f17v.1-f17v.23	f17v.5	f17v.5:2	chol	ACTION_EFFECT	moisture	dry	PHYSICAL	f17v.5:4	tchol	REGISTERED_ACTION_RESULT	UNREAD_BETWEEN:f17v.5:3	A	1	recorded
M	f17v|f17v.1-f17v.23	f17v.5	f17v.5:4	tchol	PROCESSED_NOMINAL	moisture	dry	PHYSICAL	f17v.5:4	tchol	NOMINAL_INPUT		A	0	recorded
M	f17v|f17v.1-f17v.23	f17v.6	f17v.6:5	otaiin	BARE_NOMINAL	thermal	cold	CONSTITUTION	f17v.6:5	otaiin	NOMINAL_INPUT		A	0	recorded
M	f17v|f17v.1-f17v.23	f17v.9	f17v.9:2	shol	STANDALONE	moisture	wet	PHYSICAL	f17v.9:3	kchol	LOCAL_RIGHT		A	0	recorded
M	f17v|f17v.1-f17v.23	f17v.9	f17v.9:3	kchol	BARE_NOMINAL	moisture	dry	CONSTITUTION	f17v.9:3	kchol	NOMINAL_INPUT		A	0	recorded
M	f17v|f17v.1-f17v.23	f17v.10	f17v.10:2	okeor	BARE_NOMINAL	thermal	warm	CONSTITUTION	f17v.10:2	okeor	NOMINAL_INPUT		A	0	recorded
M	f17v|f17v.1-f17v.23	f17v.11	f17v.11:4	chol	ACTION_EFFECT	moisture	dry	PHYSICAL	f17v.10:4	okol	REGISTERED_ACTION_RESULT	UNREAD_BETWEEN:f17v.10:5;UNREAD_BETWEEN:f17v.10:6;UNREAD_BETWEEN:f17v.11:1;UNREAD_BETWEEN:f17v.11:2;UNREAD_BETWEEN:f17v.11:3;IMPLICIT_SUBJECT_CONTINUATION	A	1	recorded
M	f17v|f17v.1-f17v.23	f17v.13	f17v.13:2	chol	ACTION_EFFECT	moisture	dry	PHYSICAL	f17v.13:4	cthol	REGISTERED_ACTION_RESULT		A	1	recorded
M	f17v|f17v.1-f17v.23	f17v.13	f17v.13:3	chol	ACTION_EFFECT	moisture	dry	PHYSICAL	f17v.13:4	cthol	REGISTERED_ACTION_RESULT		A	2	recorded
M	f17v|f17v.1-f17v.23	f17v.13	f17v.13:6	sheol	BARE_NOMINAL	moisture	wet	CONSTITUTION	f17v.13:6	sheol	NOMINAL_INPUT		A	0	recorded
M	f17v|f17v.1-f17v.23	f17v.14	f17v.14:4	chodaiin	BARE_NOMINAL	moisture	dry	CONSTITUTION	f17v.14:4	chodaiin	NOMINAL_INPUT		A	0	recorded
M	f17v|f17v.1-f17v.23	f17v.14	f17v.14:5	okeol	BARE_NOMINAL	thermal	warm	CONSTITUTION	f17v.14:5	okeol	NOMINAL_INPUT		A	0	recorded
M	f17v|f17v.1-f17v.23	f17v.15	f17v.15:5	otor	BARE_NOMINAL	thermal	cold	CONSTITUTION	f17v.15:5	otor	NOMINAL_INPUT		A	0	recorded
M	f17v|f17v.1-f17v.23	f17v.15	f17v.15:6	oteol	BARE_NOMINAL	thermal	cold	CONSTITUTION	f17v.15:6	oteol	NOMINAL_INPUT		A	0	recorded
M	f17v|f17v.1-f17v.23	f17v.16	f17v.16:2	chol	ACTION_EFFECT	moisture	dry	PHYSICAL	f17v.16:3	okeol	REGISTERED_ACTION_RESULT		A	1	recorded
M	f17v|f17v.1-f17v.23	f17v.16	f17v.16:3	okeol	BARE_NOMINAL	thermal	warm	CONSTITUTION	f17v.16:3	okeol	NOMINAL_INPUT		A	0	recorded
M	f17v|f17v.1-f17v.23	f17v.18	f17v.18:1	otor	BARE_NOMINAL	thermal	cold	CONSTITUTION	f17v.18:1	otor	NOMINAL_INPUT		A	0	recorded
M	f17v|f17v.1-f17v.23	f17v.18	f17v.18:4	chol	ACTION_EFFECT	moisture	dry	PHYSICAL	f17v.18:2	cheeor	REGISTERED_ACTION_RESULT		A	1	recorded
M	f17v|f17v.1-f17v.23	f17v.20	f17v.20:4	chol	ACTION_EFFECT	moisture	dry	PHYSICAL	f17v.20:3	cheor	REGISTERED_ACTION_RESULT		A	3	recorded
M	f17v|f17v.1-f17v.23	f17v.23	f17v.23:2	okeor	BARE_NOMINAL	thermal	warm	CONSTITUTION	f17v.23:2	okeor	NOMINAL_INPUT		A	0	recorded
B	f17v|f17v.1-f17v.23	f17v.4	f17v.4:1	kchor	BARE_NOMINAL	moisture	dry	CONSTITUTION	f17v.4:1	kchor	NOMINAL_INPUT		N	0	recorded
B	f17v|f17v.1-f17v.23	f17v.5	f17v.5:2	chol	ACTION_EFFECT	moisture	dry	PHYSICAL	f17v.5:4	tchol	REGISTERED_ACTION_RESULT	UNREAD_BETWEEN:f17v.5:3	N	1	recorded
B	f17v|f17v.1-f17v.23	f17v.5	f17v.5:4	tchol	PROCESSED_NOMINAL	moisture	dry	PHYSICAL	f17v.5:4	tchol	NOMINAL_INPUT		N	0	recorded
B	f17v|f17v.1-f17v.23	f17v.6	f17v.6:5	otaiin	BARE_NOMINAL	thermal	cold	CONSTITUTION	f17v.6:5	otaiin	NOMINAL_INPUT		N	0	recorded
B	f17v|f17v.1-f17v.23	f17v.9	f17v.9:2	shol	STANDALONE	moisture	wet	PHYSICAL	f17v.9:3	kchol	LOCAL_RIGHT		N	0	recorded
B	f17v|f17v.1-f17v.23	f17v.9	f17v.9:3	kchol	BARE_NOMINAL	moisture	dry	CONSTITUTION	f17v.9:3	kchol	NOMINAL_INPUT		N	0	recorded
B	f17v|f17v.1-f17v.23	f17v.10	f17v.10:2	okeor	BARE_NOMINAL	thermal	warm	CONSTITUTION	f17v.10:2	okeor	NOMINAL_INPUT		N	0	recorded
B	f17v|f17v.1-f17v.23	f17v.11	f17v.11:4	chol	ACTION_EFFECT	moisture	dry	PHYSICAL	f17v.10:4	okol	REGISTERED_ACTION_RESULT	UNREAD_BETWEEN:f17v.10:5;UNREAD_BETWEEN:f17v.10:6;UNREAD_BETWEEN:f17v.11:1;UNREAD_BETWEEN:f17v.11:2;UNREAD_BETWEEN:f17v.11:3;IMPLICIT_SUBJECT_CONTINUATION	N	1	recorded
B	f17v|f17v.1-f17v.23	f17v.13	f17v.13:2	chol	ACTION_EFFECT	moisture	dry	PHYSICAL	f17v.12:6	chor	REGISTERED_ACTION_RESULT	UNREAD_BETWEEN:f17v.13:1;IMPLICIT_SUBJECT_CONTINUATION	N	1	recorded
B	f17v|f17v.1-f17v.23	f17v.13	f17v.13:3	chol	ACTION_EFFECT	moisture	dry	PHYSICAL	f17v.13:4	cthol	REGISTERED_ACTION_RESULT		N	1	recorded
B	f17v|f17v.1-f17v.23	f17v.13	f17v.13:6	sheol	BARE_NOMINAL	moisture	wet	CONSTITUTION	f17v.13:6	sheol	NOMINAL_INPUT		N	0	recorded
B	f17v|f17v.1-f17v.23	f17v.14	f17v.14:4	chodaiin	BARE_NOMINAL	moisture	dry	CONSTITUTION	f17v.14:4	chodaiin	NOMINAL_INPUT		N	0	recorded
B	f17v|f17v.1-f17v.23	f17v.14	f17v.14:5	okeol	BARE_NOMINAL	thermal	warm	CONSTITUTION	f17v.14:5	okeol	NOMINAL_INPUT		N	0	recorded
B	f17v|f17v.1-f17v.23	f17v.15	f17v.15:5	otor	BARE_NOMINAL	thermal	cold	CONSTITUTION	f17v.15:5	otor	NOMINAL_INPUT		N	0	recorded
B	f17v|f17v.1-f17v.23	f17v.15	f17v.15:6	oteol	BARE_NOMINAL	thermal	cold	CONSTITUTION	f17v.15:6	oteol	NOMINAL_INPUT		N	0	recorded
B	f17v|f17v.1-f17v.23	f17v.16	f17v.16:2	chol	ACTION_EFFECT	moisture	dry	PHYSICAL	f17v.16:3	okeol	REGISTERED_ACTION_RESULT		N	1	recorded
