action_provenance_ordinal	event_id	statement_id	physical_page	register	surface	recipe	inherited_action_root	inherited_action_value_de	action_source_type	action_source_event_id	source_card_distance	gdt539_pointer_match	resolved_microphrase_de	provenance_status
92	G407-E0952	G407-S047	f67r2	CELESTIAL	chol	OL	OK	SETZEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	NOT_STORED	Weiter: setze den Wert.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
93	G407-E0975	G407-S048	f67r2	CELESTIAL	ofydy	O+LOCAL_CHAR_F+Y+DY	S	WÄHLEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E0974	1	NOT_STORED	Wähle den Posten; zur Ausführung; hier; abschließen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
94	G407-E1000	G407-S051	f67r2	CELESTIAL	ydoly	Y+D_ADDR+OL+Y	K	GEBEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E0999	1	NOT_STORED	Weiter: gib den Posten und den Posten; hier.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
95	G407-E1002	G407-S051	f67r2	CELESTIAL	oly	OL+Y	S	WÄHLEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1001	1	NOT_STORED	Weiter: wähle den Posten.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
96	G407-E1014	G407-S051	f67r2	CELESTIAL	olar	OL+AR	OK	SETZEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1012	2	NOT_STORED	Weiter: setze den Wert; vom Ausgang.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
97	G407-E1034	G407-S052	f68r1	CELESTIAL	otor	OT+OR	CH	NEHMEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1033	1	NOT_STORED	Danach: nimm die Einheit.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
98	G407-E1061	G407-S055	f71v	CELESTIAL	oteeodaiin	OT+EE+O+D_ADDR+AIIN	P	EINSETZEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1060	1	NOT_STORED	Danach: setze den Wert ein; auf Grad II; zur Ausführung; hier.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
99	G407-E1068	G407-S055	f71v	CELESTIAL	oteey	OT+EE+Y	K	GEBEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1065	3	NOT_STORED	Danach: gib den Posten; auf Grad II.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
100	G407-E1079	G407-S056	f71v	CELESTIAL	otar	OT+AR	CH	NEHMEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1078	1	NOT_STORED	Danach: nimm den Posten; vom Ausgang.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
101	G407-E1081	G407-S056	f71v	CELESTIAL	oteodar	OT+E+O+D_ADDR+AR	OK	SETZEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1080	1	NOT_STORED	Danach: setze den Posten; auf Grad I; zur Ausführung; hier; vom Ausgang.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
102	G407-E1088	G407-S056	f71v	CELESTIAL	oteey	OT+EE+Y	OK	SETZEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1087	1	NOT_STORED	Danach: setze den Posten; auf Grad II.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
103	G407-E1090	G407-S056	f71v	CELESTIAL	oteey	OT+EE+Y	T	EINSTELLEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1089	1	NOT_STORED	Danach: stelle den Posten ein; auf Grad II.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
104	G407-E1093	G407-S056	f71v	CELESTIAL	arol	AR+OL	K	GEBEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1091	2	NOT_STORED	Weiter: gib die Einheit; vom Ausgang.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
105	G407-E1097	G407-S057	f71v	CELESTIAL	oteeos	OT+EE+O+S_ADDR	CH	NEHMEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1096	1	NOT_STORED	Danach: nimm; auf Grad II; zur Ausführung; hier.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
106	G407-E1104	G407-S057	f71v	CELESTIAL	oty	OT+Y	OK	SETZEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1102	2	NOT_STORED	Danach: setze den Posten.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
107	G407-E1105	G407-S057	f71v	CELESTIAL	oto	OT+O	OK	SETZEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1102	3	NOT_STORED	Danach: setze den Posten; zur Ausführung.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
108	G407-E1113	G407-S057	f71v	CELESTIAL	otor	OT+OR	CH	NEHMEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1112	1	NOT_STORED	Danach: nimm die Einheit.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
109	G407-E1120	G407-S057	f71v	CELESTIAL	otal	OT+AL	SH	HALTEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1119	1	NOT_STORED	Danach: halte den Posten; zum Zielort.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
110	G407-E1123	G407-S058	f71v	CELESTIAL	otaly	OT+AL+Y	SH	HALTEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	NOT_STORED	Danach: halte den Posten; zum Zielort.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
111	G407-E1128	G407-S059	f71v	CELESTIAL	otaiin	OT+AIIN	S	WÄHLEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1127	1	NOT_STORED	Danach: wähle den Wert.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
112	G407-E1135	G407-S059	f71v	CELESTIAL	oteey	OT+EE+Y	CH	NEHMEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1133	2	NOT_STORED	Danach: nimm den Posten; auf Grad II.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
113	G407-E1139	G407-S060	f72r	CELESTIAL	chlol	L+OL	T	EINSTELLEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1138	1	NOT_STORED	Weiter: stelle den Posten ein; über die Verbindung.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
114	G407-E1143	G407-S061	f72r	CELESTIAL	oteey	OT+EE+Y	CH	NEHMEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	NOT_STORED	Danach: nimm den Posten; auf Grad II.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
115	G407-E1145	G407-S061	f72r	CELESTIAL	oteedy	OT+EE+DY	CHD	BEARBEITEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1144	1	NOT_STORED	Danach: bearbeite den Posten; auf Grad II; abschließen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
116	G407-E1147	G407-S062	f72r	CELESTIAL	chol	OL	OK	SETZEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1146	1	NOT_STORED	Weiter: setze den Posten.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
117	G407-E1166	G407-S063	f72r	CELESTIAL	otam	OT+AM_ADDR	S	WÄHLEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1163	3	NOT_STORED	Danach: wähle den Wert; hier.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
118	G407-E1167	G407-S063	f72r	CELESTIAL	otam	OT+AM_ADDR	S	WÄHLEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1163	4	NOT_STORED	Danach: wähle den Wert; hier.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
119	G407-E1177	G407-S063	f72r	CELESTIAL	oteey	OT+EE+Y	OK	SETZEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1175	2	NOT_STORED	Danach: setze den Posten; auf Grad II.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
120	G407-E1181	G407-S064	f72r	CELESTIAL	otey	OT+E+Y	T	EINSTELLEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1180	1	NOT_STORED	Danach: stelle den Posten ein; auf Grad I.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
121	G407-E1185	G407-S064	f72r	CELESTIAL	otaiin	OT+AIIN	OK	SETZEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1184	1	NOT_STORED	Danach: setze den Wert.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
122	G407-E1187	G407-S064	f72r	CELESTIAL	otaiin	OT+AIIN	SH	HALTEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1186	1	NOT_STORED	Danach: halte den Wert.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
123	G407-E1189	G407-S064	f72r	CELESTIAL	cheolor	OL+E+OR	T	EINSTELLEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1188	1	NOT_STORED	Weiter: stelle die Einheit ein; auf Grad I.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
124	G407-E1190	G407-S064	f72r	CELESTIAL	oteo	OT+E+O	T	EINSTELLEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1188	2	NOT_STORED	Danach: stelle die Einheit ein; auf Grad I; zur Ausführung.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
125	G407-E1192	G407-S065	f72r	CELESTIAL	otar	OT+AR	T	EINSTELLEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	NOT_STORED	Danach: stelle die Einheit ein; vom Ausgang.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
126	G407-E1198	G407-S065	f72r	CELESTIAL	otear	OT+E+AR	CH	NEHMEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1197	1	NOT_STORED	Danach: nimm den Posten; auf Grad I; vom Ausgang.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
127	G407-E1202	G407-S065	f72r	CELESTIAL	otar	OT+AR	OK	SETZEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1201	1	NOT_STORED	Danach: setze den Posten; vom Ausgang.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
128	G407-E1207	G407-S066	f72r	CELESTIAL	aroly	AR+OL+Y	S	WÄHLEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1206	1	NOT_STORED	Weiter: wähle den Posten; vom Ausgang.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
129	G407-E1211	G407-S066	f72r	CELESTIAL	chol	OL	OK	SETZEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1210	1	NOT_STORED	Weiter: setze die Einheit.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
130	G407-E1213	G407-S066	f72r	CELESTIAL	oteos	OT+E+O+S_ADDR	OK	SETZEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1210	3	NOT_STORED	Danach: setze die Einheit; auf Grad I; zur Ausführung; hier.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
131	G407-E1216	G407-S066	f72r	CELESTIAL	otaiin	OT+AIIN	CH	NEHMEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1215	1	NOT_STORED	Danach: nimm den Wert.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
132	G407-E1226	G407-S067	f72r	CELESTIAL	chol	OL	K	GEBEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1225	1	NOT_STORED	Weiter: gib den Posten.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
133	G407-E1228	G407-S067	f72r	CELESTIAL	oly	OL+Y	OK	SETZEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1227	1	NOT_STORED	Weiter: setze den Posten.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
134	G407-E1238	G407-S067	f72r	CELESTIAL	otar	OT+AR	K	GEBEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1236	2	NOT_STORED	Danach: gib den Wert; vom Ausgang.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
135	G407-E1240	G407-S067	f72r	CELESTIAL	chotaiin	OT+AIIN	K	GEBEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1236	4	NOT_STORED	Danach: gib den Wert.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
136	G407-E1241	G407-S067	f72r	CELESTIAL	otchey	OT+Y	K	GEBEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1236	5	NOT_STORED	Danach: gib den Posten.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
137	G407-E1246	G407-S067	f72r	CELESTIAL	otaiin	OT+AIIN	K	GEBEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1245	1	NOT_STORED	Danach: gib den Wert.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
138	G407-E1258	G407-S067	f72r	CELESTIAL	otois	OT+O	S	WÄHLEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1257	1	NOT_STORED	Danach: wähle den Wert; zur Ausführung.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
139	G407-E1264	G407-S068	f72r	CELESTIAL	ol	OL	OK	SETZEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1263	1	NOT_STORED	Weiter: setze den Posten.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
140	G407-E1266	G407-S068	f72r	CELESTIAL	ol	OL	CH	NEHMEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1265	1	NOT_STORED	Weiter: nimm den Posten.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
141	G407-E1268	G407-S068	f72r	CELESTIAL	oteo	OT+E+O	CH	NEHMEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1265	3	NOT_STORED	Danach: nimm den Wert; auf Grad I; zur Ausführung.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
142	G407-E1271	G407-S068	f72r	CELESTIAL	otey	OT+E+Y	OK	SETZEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1270	1	NOT_STORED	Danach: setze den Posten; auf Grad I.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
143	G407-E1272	G407-S068	f72r	CELESTIAL	otaiin	OT+AIIN	OK	SETZEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1270	2	NOT_STORED	Danach: setze den Wert.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
144	G407-E1273	G407-S068	f72r	CELESTIAL	otaly	OT+AL+Y	OK	SETZEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1270	3	NOT_STORED	Danach: setze den Posten; zum Zielort.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
145	G407-E1280	G407-S069	f72r	CELESTIAL	qoteeody	OT+EE+O+DY	SH	HALTEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1279	1	NOT_STORED	Danach: halte den Posten; auf Grad II; zur Ausführung; abschließen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
146	G407-E1282	G407-S070	f72r	CELESTIAL	chotal	OT+AL	T	EINSTELLEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1281	1	NOT_STORED	Danach: stelle den Posten ein; zum Zielort.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
147	G407-E1284	G407-S070	f72r	CELESTIAL	otoees	OT+EE+Y	S	WÄHLEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1283	1	NOT_STORED	Danach: wähle den Posten; auf Grad II.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
148	G407-E1297	G407-S071	f72r	CELESTIAL	otchey	OT+Y	T	EINSTELLEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1295	2	NOT_STORED	Danach: stelle den Posten ein.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
149	G407-E1299	G407-S071	f72r	CELESTIAL	olaiin	OL+AIIN	OK	SETZEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1298	1	NOT_STORED	Weiter: setze den Wert.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
150	G407-E1303	G407-S072	f72r	CELESTIAL	oteo	OT+E+O	K	GEBEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1302	1	NOT_STORED	Danach: gib den Posten; auf Grad I; zur Ausführung.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
151	G407-E1310	G407-S072	f72r	CELESTIAL	oteody	OT+E+O+Y	T	EINSTELLEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1308	2	NOT_STORED	Danach: stelle den Posten ein; auf Grad I; zur Ausführung.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
152	G407-E1311	G407-S072	f72r	CELESTIAL	oteedy	OT+EE+DY	T	EINSTELLEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1308	3	NOT_STORED	Danach: stelle den Posten ein; auf Grad II; abschließen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
153	G407-E1313	G407-S073	f72r	CELESTIAL	oteey	OT+EE+Y	OK	SETZEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1312	1	NOT_STORED	Danach: setze den Posten; auf Grad II.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
154	G407-E1330	G407-S073	f72r	CELESTIAL	oteedy	OT+EE+DY	S	WÄHLEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1329	1	NOT_STORED	Danach: wähle den Posten; auf Grad II; abschließen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
155	G407-E1333	G407-S074	f72r	CELESTIAL	choly	OL+Y	OK	SETZEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1332	1	NOT_STORED	Weiter: setze den Posten.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
156	G407-E1345	G407-S074	f72r	CELESTIAL	eol	E+OL	SH	HALTEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1344	1	NOT_STORED	Weiter: halte den Posten; auf Grad I.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
157	G407-E1349	G407-S076	f72r	CELESTIAL	otey	OT+E+Y	CHD	BEARBEITEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	NOT_STORED	Danach: bearbeite den Posten; auf Grad I.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
158	G407-E1353	G407-S077	f72r	CELESTIAL	oteodar	OT+E+O+D_ADDR+AR	SH	HALTEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	NOT_STORED	Danach: halte den Posten; auf Grad I; zur Ausführung; hier; vom Ausgang.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
159	G407-E1357	G407-S077	f72r	CELESTIAL	oteos	OT+E+O+S_ADDR	K	GEBEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1354	3	NOT_STORED	Danach: gib den Posten; auf Grad I; zur Ausführung; hier.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
160	G407-E1362	G407-S077	f72r	CELESTIAL	otaiin	OT+AIIN	K	GEBEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1361	1	NOT_STORED	Danach: gib den Wert.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
161	G407-E1369	G407-S077	f72r	CELESTIAL	oteody	OT+E+O+Y	OK	SETZEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1368	1	NOT_STORED	Danach: setze den Posten; auf Grad I; zur Ausführung.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
162	G407-E1373	G407-S077	f72r	CELESTIAL	doteey	D_ADDR+OT+EE+Y	S	WÄHLEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1372	1	NOT_STORED	Danach: wähle den Posten; hier; auf Grad II.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
163	G407-E1375	G407-S077	f72r	CELESTIAL	oteol	OT+E+OL	S	WÄHLEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1374	1	NOT_STORED	Danach: wähle die Einheit; auf Grad I; weiterführen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
164	G407-E1379	G407-S077	f72r	CELESTIAL	eol	E+OL	OK	SETZEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1378	1	NOT_STORED	Weiter: setze den Posten; auf Grad I.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
165	G407-E1391	G407-S078	f72r	CELESTIAL	eeer	EEE+DY	P	EINSETZEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1390	1	NOT_STORED	Setze den Posten ein; auf Grad III; abschließen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
166	G407-E1395	G407-S079	f72r	CELESTIAL	oteeor	OT+EE+OR	CH	NEHMEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1394	1	NOT_STORED	Danach: nimm die Einheit; auf Grad II.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
167	G407-E1399	G407-S079	f72r	CELESTIAL	oteees	OT+EEE+S_ADDR	CH	NEHMEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1398	1	NOT_STORED	Danach: nimm den Posten; auf Grad III; hier.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
168	G407-E1402	G407-S079	f72r	CELESTIAL	olaiin	OL+AIIN	CH	NEHMEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1398	4	NOT_STORED	Weiter: nimm den Wert.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
169	G407-E1403	G407-S079	f72r	CELESTIAL	otedar	OT+E+D_ADDR+AR	CH	NEHMEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1398	5	NOT_STORED	Danach: nimm den Wert; auf Grad I; hier; vom Ausgang.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
170	G407-E1404	G407-S079	f72r	CELESTIAL	olol	OL+OL	CH	NEHMEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1398	6	NOT_STORED	Weiter: nimm den Wert; nochmals weiterführen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
171	G407-E1406	G407-S079	f72r	CELESTIAL	oteol	OT+E+OL	CH	NEHMEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1405	1	NOT_STORED	Danach: nimm den Posten; auf Grad I; weiterführen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
172	G407-E1412	G407-S079	f72r	CELESTIAL	eedy	EE+DY	S	WÄHLEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1411	1	NOT_STORED	Wähle den Posten; auf Grad II; abschließen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
173	G407-E1418	G407-S081	f72r	CELESTIAL	olaiin	OL+AIIN	S	WÄHLEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1416	2	NOT_STORED	Weiter: wähle den Wert.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
174	G407-E1422	G407-S081	f72r	CELESTIAL	oteos	OT+E+O+S_ADDR	OK	SETZEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1421	1	NOT_STORED	Danach: setze den Posten; auf Grad I; zur Ausführung; hier.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
175	G407-E1430	G407-S082	f75r	BIOLOGICAL	qotar	OT+AR	CHD	BEARBEITEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1429	1	NOT_STORED	Danach: bearbeite den Posten; vom Ausgang.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
176	G407-E1436	G407-S083	f75r	BIOLOGICAL	qoldy	OL+DY	SH	HALTEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1435	1	NOT_STORED	Weiter: halte den Posten; abschließen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
177	G407-E1465	G407-S086	f75r	BIOLOGICAL	ol	OL	R	MARKIEREN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1463	2	NOT_STORED	Weiter: markiere den Anteil.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
178	G407-E1483	G407-S090	f75r	BIOLOGICAL	lol	L+OL	OK	SETZEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1481	2	NOT_STORED	Weiter: setze den Posten; über die Verbindung.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
179	G407-E1504	G407-S096	f75r	BIOLOGICAL	qotar	OT+AR	SH	HALTEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1503	1	NOT_STORED	Danach: halte die Einheit; vom Ausgang.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
