surface	occurrence_count	physical_pages	gdt515_recipe	gdt516_context_recipe	recipe_atom_count	support_tier	old_exact_recipe_event_count	old_exact_recipe_surface_count	old_exact_recipe_pages	old_exact_recipe_surfaces	longest_old_complete_recipe_fragment_atoms	longest_old_complete_recipe_fragments	max_disjoint_old_recipe_coverage_atoms	max_disjoint_old_recipe_coverage_fraction	max_disjoint_old_recipe_tiles	portable_skeleton	portable_skeleton_family_size	action_skeleton	action_skeleton_family_size	cross_selected_page_recurrence	context_policy	context_basis	new_portable_atom_count	guard
kechody	1	f66r	K+E+CH+O+D_ADDR+Y	K+E+CH+O+D_ADDR+Y	6	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	0	0	NONE	NONE	4	CH+O+D_ADDR+Y	4	0.666667	CH+O+D_ADDR+Y	K+CH+Y	3	K+CH	4	NO	UNCHANGED_THIRTY_PAGE_REPLAY	no contextual collision	0	EXPLORATORY_WORKING_COMPOSITION__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
keedey	1	f31r	K+EE+D_ADDR+E+Y	K+EE+D_ADDR+E+Y	5	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	0	0	NONE	NONE	2	E+Y	2	0.400000	E+Y	K+Y	2	K	16	NO	UNCHANGED_THIRTY_PAGE_REPLAY	no contextual collision	0	EXPLORATORY_WORKING_COMPOSITION__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
keeol	1	f31r	K+EE+O+L	K+EE+O+L	4	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	0	0	NONE	NONE	3	K+EE+O	3	0.750000	K+EE+O	K+L	1	K	16	NO	UNCHANGED_THIRTY_PAGE_REPLAY	no contextual collision	0	EXPLORATORY_WORKING_COMPOSITION__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
keody	3	f20v|f66r	K+E+O+D_ADDR+Y	K+E+O+D_ADDR+Y	5	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	0	0	NONE	NONE	3	O+D_ADDR+Y	4	0.800000	D_ADDR+Y|E+O	K+Y	2	K	16	YES	UNCHANGED_THIRTY_PAGE_REPLAY	no contextual collision	0	EXPLORATORY_WORKING_COMPOSITION__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
kodalchy	1	f4r	K+O+D_ADDR+AL+CH+Y	K+O+D_ADDR+AL+CH+Y	6	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	0	0	NONE	NONE	3	K+O+D_ADDR	3	0.500000	K+O+D_ADDR	K+AL+CH+Y	1	K+CH	4	NO	UNCHANGED_THIRTY_PAGE_REPLAY	no contextual collision	0	EXPLORATORY_WORKING_COMPOSITION__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
kodary	1	f66r	K+O+D_ADDR+AR+Y	K+O+D_ADDR+AR+Y	5	FULLY_TILED_BY_OLD_MULTICOMPONENT_RECIPES	0	0	NONE	NONE	3	K+O+D_ADDR|O+D_ADDR+AR	5	1.000000	AR+Y|K+O+D_ADDR	K+AR+Y	1	K	16	NO	UNCHANGED_THIRTY_PAGE_REPLAY	no contextual collision	0	EXPLORATORY_WORKING_COMPOSITION__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
kody	1	f66r	K+O+DY	K+O+DY	3	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	0	0	NONE	NONE	2	O+DY	2	0.666667	O+DY	K	2	K	16	NO	UNCHANGED_THIRTY_PAGE_REPLAY	no contextual collision	0	EXPLORATORY_WORKING_COMPOSITION__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
ld	1	f66r	L+D_ADDR	L+D_ADDR	2	ATOMS_AND_FACTORS_ONLY	0	0	NONE	NONE	0	NONE	0	0.000000	NONE	L	1	NONE	20	NO	UNCHANGED_THIRTY_PAGE_REPLAY	no contextual collision	0	EXPLORATORY_WORKING_COMPOSITION__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
lkeol	1	f66r	L+K+E+OL	L+K+E+OL	4	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	0	0	NONE	NONE	3	K+E+OL	3	0.750000	K+E+OL	L+K+OL	1	K	16	NO	UNCHANGED_THIRTY_PAGE_REPLAY	no contextual collision	0	EXPLORATORY_WORKING_COMPOSITION__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
lodaiin	1	f66r	L+O+D_ADDR+AIIN	L+O+D_ADDR+AIIN	4	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	0	0	NONE	NONE	3	L+O+D_ADDR|O+D_ADDR+AIIN	3	0.750000	O+D_ADDR+AIIN	L+AIIN	1	NONE	20	NO	UNCHANGED_THIRTY_PAGE_REPLAY	no contextual collision	0	EXPLORATORY_WORKING_COMPOSITION__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
lpchees	1	f66r	L+P+CH+EE+S	L+P+CH+EE+S	5	ATOMS_AND_FACTORS_ONLY	0	0	NONE	NONE	0	NONE	0	0.000000	NONE	L+P+CH+S	1	P+CH+S	2	NO	UNCHANGED_THIRTY_PAGE_REPLAY	no contextual collision	0	EXPLORATORY_WORKING_COMPOSITION__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
lsheody	1	f66r	L+SH+E+O+D_ADDR+Y	L+SH+E+O+D_ADDR+Y	6	FULLY_TILED_BY_OLD_MULTICOMPONENT_RECIPES	0	0	NONE	NONE	5	SH+E+O+D_ADDR+Y	6	1.000000	L+SH+E|O+D_ADDR+Y	L+SH+Y	1	SH	16	NO	UNCHANGED_THIRTY_PAGE_REPLAY	no contextual collision	0	EXPLORATORY_WORKING_COMPOSITION__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
ltsholy	1	f66r	L+T+SH+OL+Y	L+T+SH+OL+Y	5	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	0	0	NONE	NONE	3	T+SH+OL	3	0.600000	T+SH+OL	L+T+SH+OL+Y	1	T+SH	3	NO	UNCHANGED_THIRTY_PAGE_REPLAY	no contextual collision	0	EXPLORATORY_WORKING_COMPOSITION__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
ofaram	1	f66r	O+LOCAL_CHAR_F+AR+AM_ADDR	O+LOCAL_CHAR_F+AR+AM_ADDR	4	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	0	0	NONE	NONE	3	O+LOCAL_CHAR_F+AR	3	0.750000	O+LOCAL_CHAR_F+AR	AR	2	NONE	20	NO	UNCHANGED_THIRTY_PAGE_REPLAY	no contextual collision	0	EXPLORATORY_WORKING_COMPOSITION__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
okalchedy	1	f66r	OK+AL+CHD+Y	OK+AL+CHD+Y	4	FULLY_TILED_BY_OLD_MULTICOMPONENT_RECIPES	0	0	NONE	NONE	2	AL+CHD|CHD+Y|OK+AL	4	1.000000	CHD+Y|OK+AL	OK+AL+CHD+Y	1	OK+CHD	1	NO	UNCHANGED_THIRTY_PAGE_REPLAY	no contextual collision	0	EXPLORATORY_WORKING_COMPOSITION__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
okedals	1	f66r	OK+AL+S	OK+AL+S	3	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	0	0	NONE	NONE	2	AL+S|OK+AL	2	0.666667	OK+AL	OK+AL+S	1	OK+S	2	NO	UNCHANGED_THIRTY_PAGE_REPLAY	no contextual collision	0	EXPLORATORY_WORKING_COMPOSITION__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
okedam	1	f31r	OK+E+D_ADDR+AM_ADDR	OK+E+D_ADDR+AM_ADDR	4	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	0	0	NONE	NONE	3	OK+E+D_ADDR	3	0.750000	OK+E+D_ADDR	OK	2	OK	4	NO	UNCHANGED_THIRTY_PAGE_REPLAY	no contextual collision	0	EXPLORATORY_WORKING_COMPOSITION__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
okoy	1	f20v	OK+O+Y	OK+O+Y	3	FULL_OLD_RECIPE_CARRIER	1	1	f72r	okochey	3	OK+O+Y	3	1.000000	OK+O+Y	OK+Y	1	OK	4	NO	UNCHANGED_THIRTY_PAGE_REPLAY	no contextual collision	0	EXPLORATORY_WORKING_COMPOSITION__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
olsheor	1	f31r	OL+SH+E+OR	OL+SH+E+OR	4	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	0	0	NONE	NONE	3	SH+E+OR	3	0.750000	SH+E+OR	OL+SH+OR	1	SH	16	NO	UNCHANGED_THIRTY_PAGE_REPLAY	no contextual collision	0	EXPLORATORY_WORKING_COMPOSITION__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
otalor	1	f66r	OT+AL+OR	OT+AL+OR	3	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	0	0	NONE	NONE	2	AL+OR|OT+AL	2	0.666667	OT+AL	OT+AL+OR	1	NONE	20	NO	UNCHANGED_THIRTY_PAGE_REPLAY	no contextual collision	0	EXPLORATORY_WORKING_COMPOSITION__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
otcheo	1	f66r	OT+CH+E+O	OT+CH+E+O	4	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	0	0	NONE	NONE	3	CH+E+O	3	0.750000	CH+E+O	OT+CH	2	CH	13	NO	UNCHANGED_THIRTY_PAGE_REPLAY	no contextual collision	0	EXPLORATORY_WORKING_COMPOSITION__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
oteochey	1	f66r	OT+E+O+CH+E+Y	OT+E+O+CH+E+Y	6	FULLY_TILED_BY_OLD_MULTICOMPONENT_RECIPES	0	0	NONE	NONE	4	O+CH+E+Y	6	1.000000	CH+E+Y|OT+E+O	OT+CH+Y	1	CH	13	NO	UNCHANGED_THIRTY_PAGE_REPLAY	no contextual collision	0	EXPLORATORY_WORKING_COMPOSITION__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
p	1	f66r	P	P	1	ATOMS_AND_FACTORS_ONLY	0	0	NONE	NONE	0	NONE	0	0.000000	NONE	P	1	P	4	NO	UNCHANGED_THIRTY_PAGE_REPLAY	no contextual collision	0	EXPLORATORY_WORKING_COMPOSITION__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
pchof	1	f66r	P+CH+O+LOCAL_CHAR_F	P+CH+O+LOCAL_CHAR_F	4	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	0	0	NONE	NONE	2	O+LOCAL_CHAR_F	2	0.500000	O+LOCAL_CHAR_F	P+CH	1	P+CH	2	NO	UNCHANGED_THIRTY_PAGE_REPLAY	no contextual collision	0	EXPLORATORY_WORKING_COMPOSITION__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
pdaiin	1	f66r	P+AIIN	P+AIIN	2	ATOMS_AND_FACTORS_ONLY	0	0	NONE	NONE	0	NONE	0	0.000000	NONE	P+AIIN	2	P	4	NO	UNCHANGED_THIRTY_PAGE_REPLAY	no contextual collision	0	EXPLORATORY_WORKING_COMPOSITION__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
pofochey	1	f20v	P+O+LOCAL_CHAR_F+O+CH+E+Y	P+O+LOCAL_CHAR_F+O+CH+E+Y	7	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	0	0	NONE	NONE	4	O+CH+E+Y	6	0.857143	O+CH+E+Y|O+LOCAL_CHAR_F	P+CH+Y	1	P+CH	2	NO	UNCHANGED_THIRTY_PAGE_REPLAY	no contextual collision	0	EXPLORATORY_WORKING_COMPOSITION__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
psheody	1	f66r	P+SH+E+O+D_ADDR+Y	P+SH+E+O+D_ADDR+Y	6	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	0	0	NONE	NONE	5	SH+E+O+D_ADDR+Y	5	0.833333	SH+E+O+D_ADDR+Y	P+SH+Y	1	P+SH	1	NO	UNCHANGED_THIRTY_PAGE_REPLAY	no contextual collision	0	EXPLORATORY_WORKING_COMPOSITION__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
pydaiin	1	f4r	P+Y+D_ADDR+AIIN	P+Y+D_ADDR+AIIN	4	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	0	0	NONE	NONE	3	Y+D_ADDR+AIIN	3	0.750000	Y+D_ADDR+AIIN	P+Y+AIIN	1	P	4	NO	UNCHANGED_THIRTY_PAGE_REPLAY	no contextual collision	0	EXPLORATORY_WORKING_COMPOSITION__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
qef	1	f31r	E+LOCAL_CHAR_F	E+LOCAL_CHAR_F	2	ATOMS_AND_FACTORS_ONLY	0	0	NONE	NONE	0	NONE	0	0.000000	NONE	NONE	6	NONE	20	NO	UNCHANGED_THIRTY_PAGE_REPLAY	no contextual collision	0	EXPLORATORY_WORKING_COMPOSITION__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
qocthedy	1	f66r	CARRIER_Q+O+CH+T+E+Y	CARRIER_Q+O+CH+T+E+Y	6	FULL_OLD_RECIPE_CARRIER	1	1	f81v	qocthey	6	CARRIER_Q+O+CH+T+E+Y	6	1.000000	CARRIER_Q+O+CH+T+E+Y	CH+T+Y	3	CH+T	5	NO	UNCHANGED_THIRTY_PAGE_REPLAY	no contextual collision	0	EXPLORATORY_WORKING_COMPOSITION__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
qoekedy	1	f31r	CARRIER_Q+O+E+K+E+DY	CARRIER_Q+O+E+K+E+DY	6	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	0	0	NONE	NONE	3	K+E+DY	3	0.500000	K+E+DY	K	2	K	16	NO	UNCHANGED_THIRTY_PAGE_REPLAY	no contextual collision	0	EXPLORATORY_WORKING_COMPOSITION__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
qokaiir	1	f66r	OK+IIN+R	OK+IIN+R	3	FULL_OLD_RECIPE_CARRIER	2	1	f1r|f72r	okaiir	3	OK+IIN+R	3	1.000000	OK+IIN+R	OK+R	1	OK+R	1	NO	UNCHANGED_THIRTY_PAGE_REPLAY	no contextual collision	0	EXPLORATORY_WORKING_COMPOSITION__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
qokchey	1	f66r	OK+CH+E+Y	OK+CH+E+Y	4	FULL_OLD_RECIPE_CARRIER	1	1	f56r	chokchey	4	OK+CH+E+Y	4	1.000000	OK+CH+E+Y	OK+CH+Y	1	OK+CH	1	NO	UNCHANGED_THIRTY_PAGE_REPLAY	no contextual collision	0	EXPLORATORY_WORKING_COMPOSITION__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
qokee	1	f31r	OK+EE	OK+EE	2	FULL_OLD_RECIPE_CARRIER	1	1	f72r	okee	2	OK+EE	2	1.000000	OK+EE	OK	2	OK	4	NO	UNCHANGED_THIRTY_PAGE_REPLAY	no contextual collision	0	EXPLORATORY_WORKING_COMPOSITION__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
qokeedar	1	f66r	OK+EE+D_ADDR+AR	OK+EE+D_ADDR+AR	4	FULLY_TILED_BY_OLD_MULTICOMPONENT_RECIPES	0	0	NONE	NONE	3	OK+EE+D_ADDR	4	1.000000	D_ADDR+AR|OK+EE	OK+AR	1	OK	4	NO	UNCHANGED_THIRTY_PAGE_REPLAY	no contextual collision	0	EXPLORATORY_WORKING_COMPOSITION__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
qokees	2	f31r|f66r	OK+EE+S	OK+EE+S	3	FULL_OLD_RECIPE_CARRIER	4	2	f72r|f76r	chokees|okees	3	OK+EE+S	3	1.000000	OK+EE+S	OK+S	1	OK+S	2	YES	UNCHANGED_THIRTY_PAGE_REPLAY	no contextual collision	0	EXPLORATORY_WORKING_COMPOSITION__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
qokshd	1	f66r	OK+SH+D_ADDR	OK+SH+D_ADDR	3	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	0	0	NONE	NONE	2	OK+SH	2	0.666667	OK+SH	OK+SH	1	OK+SH	1	NO	UNCHANGED_THIRTY_PAGE_REPLAY	no contextual collision	0	EXPLORATORY_WORKING_COMPOSITION__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
qolsa	1	f66r	OL+S+A_ADDR	OL+S+A_ADDR	3	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	0	0	NONE	NONE	2	OL+S|S+A_ADDR	2	0.666667	S+A_ADDR	OL+S	1	S	6	NO	UNCHANGED_THIRTY_PAGE_REPLAY	no contextual collision	0	EXPLORATORY_WORKING_COMPOSITION__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
qopaiin	1	f66r	CARRIER_Q+O+P+AIIN	CARRIER_Q+O+P+AIIN	4	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	0	0	NONE	NONE	3	CARRIER_Q+O+P	3	0.750000	CARRIER_Q+O+P	P+AIIN	2	P	4	NO	UNCHANGED_THIRTY_PAGE_REPLAY	no contextual collision	0	EXPLORATORY_WORKING_COMPOSITION__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
qotchoiin	1	f4r	OT+CH+O+IIN	OT+CH+O+IIN	4	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	0	0	NONE	NONE	2	O+IIN	2	0.500000	O+IIN	OT+CH	2	CH	13	NO	UNCHANGED_THIRTY_PAGE_REPLAY	no contextual collision	0	EXPLORATORY_WORKING_COMPOSITION__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
qotedal	1	f66r	OT+E+AL	OT+E+AL	3	ATOMS_AND_FACTORS_ONLY	0	0	NONE	NONE	0	NONE	0	0.000000	NONE	OT+AL	1	NONE	20	NO	UNCHANGED_THIRTY_PAGE_REPLAY	no contextual collision	0	EXPLORATORY_WORKING_COMPOSITION__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
qoteeod	1	f66r	OT+EE+O+D_ADDR	OT+EE+O+D_ADDR	4	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	0	0	NONE	NONE	3	OT+EE+O	3	0.750000	OT+EE+O	OT	1	NONE	20	NO	UNCHANGED_THIRTY_PAGE_REPLAY	no contextual collision	0	EXPLORATORY_WORKING_COMPOSITION__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
qoteoly	1	f66r	OT+E+OL+Y	OT+E+OL+Y	4	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	0	0	NONE	NONE	3	OT+E+OL	3	0.750000	OT+E+OL	OT+OL+Y	1	NONE	20	NO	UNCHANGED_THIRTY_PAGE_REPLAY	no contextual collision	0	EXPLORATORY_WORKING_COMPOSITION__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
qotesy	1	f66r	OT+E+S+Y	OT+E+S+Y	4	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	0	0	NONE	NONE	3	OT+E+S	3	0.750000	OT+E+S	OT+S+Y	1	S	6	NO	UNCHANGED_THIRTY_PAGE_REPLAY	no contextual collision	0	EXPLORATORY_WORKING_COMPOSITION__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
rals	1	f66r	R+AL+S	R+AL+S	3	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	0	0	NONE	NONE	2	AL+S|R+AL	2	0.666667	R+AL	R+AL+S	1	R+S	1	NO	UNCHANGED_THIRTY_PAGE_REPLAY	no contextual collision	0	EXPLORATORY_WORKING_COMPOSITION__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
raral	1	f66r	R+AR+AL	R+AR+AL	3	ATOMS_AND_FACTORS_ONLY	0	0	NONE	NONE	0	NONE	0	0.000000	NONE	R+AR+AL	1	R	3	NO	UNCHANGED_THIRTY_PAGE_REPLAY	no contextual collision	0	EXPLORATORY_WORKING_COMPOSITION__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
rary	1	f66r	R+AR+Y	R+AR+Y	3	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	0	0	NONE	NONE	2	AR+Y	2	0.666667	AR+Y	R+AR+Y	1	R	3	NO	UNCHANGED_THIRTY_PAGE_REPLAY	no contextual collision	0	EXPLORATORY_WORKING_COMPOSITION__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
rotaiin	1	f66r	R+OT+AIIN	R+OT+AIIN	3	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	0	0	NONE	NONE	2	OT+AIIN	2	0.666667	OT+AIIN	R+OT+AIIN	1	R	3	NO	UNCHANGED_THIRTY_PAGE_REPLAY	no contextual collision	0	EXPLORATORY_WORKING_COMPOSITION__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
saiis	1	f31r	S+IIN+S	S+IIN+S	3	ATOMS_AND_FACTORS_ONLY	0	0	NONE	NONE	0	NONE	0	0.000000	NONE	S+S	1	S+S	1	NO	UNCHANGED_THIRTY_PAGE_REPLAY	no contextual collision	0	EXPLORATORY_WORKING_COMPOSITION__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
salf	1	f66r	S+AL+LOCAL_CHAR_F	S+AL+LOCAL_CHAR_F	3	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	0	0	NONE	NONE	2	S+AL	2	0.666667	S+AL	S+AL	1	S	6	NO	UNCHANGED_THIRTY_PAGE_REPLAY	no contextual collision	0	EXPLORATORY_WORKING_COMPOSITION__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
saly	1	f66r	S+AL+Y	S+AL+Y	3	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	0	0	NONE	NONE	2	AL+Y|S+AL	2	0.666667	S+AL	S+AL+Y	1	S	6	NO	UNCHANGED_THIRTY_PAGE_REPLAY	no contextual collision	0	EXPLORATORY_WORKING_COMPOSITION__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
shain	2	f20v|f4r	SH+AIN	SH+AIN	2	ATOMS_AND_FACTORS_ONLY	0	0	NONE	NONE	0	NONE	0	0.000000	NONE	SH+AIN	1	SH	16	YES	UNCHANGED_THIRTY_PAGE_REPLAY	no contextual collision	0	EXPLORATORY_WORKING_COMPOSITION__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
shckhar	1	f66r	SH+CH+K+AR	SH+CH+K+AR	4	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	0	0	NONE	NONE	3	CH+K+AR	3	0.750000	CH+K+AR	SH+CH+K+AR	1	SH+CH+K	2	NO	UNCHANGED_THIRTY_PAGE_REPLAY	no contextual collision	0	EXPLORATORY_WORKING_COMPOSITION__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
shckheody	1	f66r	SH+CH+K+E+O+DY	SH+CH+K+E+O+DY	6	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	0	0	NONE	NONE	2	CH+K|E+O|O+DY	4	0.666667	CH+K|O+DY	SH+CH+K	1	SH+CH+K	2	NO	UNCHANGED_THIRTY_PAGE_REPLAY	no contextual collision	0	EXPLORATORY_WORKING_COMPOSITION__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
shd	1	f20v	SH+D_ADDR	SH+D_ADDR	2	ATOMS_AND_FACTORS_ONLY	0	0	NONE	NONE	0	NONE	0	0.000000	NONE	SH	4	SH	16	NO	UNCHANGED_THIRTY_PAGE_REPLAY	no contextual collision	0	EXPLORATORY_WORKING_COMPOSITION__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
shddy	1	f66r	SH+D_ADDR+DY	SH+D_ADDR+DY	3	ATOMS_AND_FACTORS_ONLY	0	0	NONE	NONE	0	NONE	0	0.000000	NONE	SH	4	SH	16	NO	UNCHANGED_THIRTY_PAGE_REPLAY	no contextual collision	0	EXPLORATORY_WORKING_COMPOSITION__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
shedshey	1	f31r	SH+E+D_ADDR+SH+E+Y	SH+E+D_ADDR+SH+E+Y	6	FULLY_TILED_BY_OLD_MULTICOMPONENT_RECIPES	0	0	NONE	NONE	4	D_ADDR+SH+E+Y	6	1.000000	SH+E+D_ADDR|SH+E+Y	SH+SH+Y	1	SH+SH	2	NO	UNCHANGED_THIRTY_PAGE_REPLAY	no contextual collision	0	EXPLORATORY_WORKING_COMPOSITION__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
shee	1	f31r	SH+EE	SH+EE	2	FULL_OLD_RECIPE_CARRIER	1	1	f77r	chee	2	SH+EE	2	1.000000	SH+EE	SH	4	SH	16	NO	UNCHANGED_THIRTY_PAGE_REPLAY	no contextual collision	0	EXPLORATORY_WORKING_COMPOSITION__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
sheeody	1	f31r	SH+EE+O+D_ADDR+Y	SH+EE+O+D_ADDR+Y	5	FULLY_TILED_BY_OLD_MULTICOMPONENT_RECIPES	0	0	NONE	NONE	3	O+D_ADDR+Y|SH+EE+O	5	1.000000	O+D_ADDR+Y|SH+EE	SH+Y	2	SH	16	NO	UNCHANGED_THIRTY_PAGE_REPLAY	no contextual collision	0	EXPLORATORY_WORKING_COMPOSITION__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
shekair	1	f66r	SH+E+K+AIR	SH+E+K+AIR	4	FULLY_TILED_BY_OLD_MULTICOMPONENT_RECIPES	0	0	NONE	NONE	3	SH+E+K	4	1.000000	K+AIR|SH+E	SH+K+AIR	1	SH+K	6	NO	UNCHANGED_THIRTY_PAGE_REPLAY	no contextual collision	0	EXPLORATORY_WORKING_COMPOSITION__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
shekaly	1	f66r	SH+E+K+AL+Y	SH+E+K+AL+Y	5	FULLY_TILED_BY_OLD_MULTICOMPONENT_RECIPES	0	0	NONE	NONE	4	SH+E+K+AL	5	1.000000	AL+Y|SH+E+K	SH+K+AL+Y	1	SH+K	6	NO	UNCHANGED_THIRTY_PAGE_REPLAY	no contextual collision	0	EXPLORATORY_WORKING_COMPOSITION__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
shekeefy	1	f66r	SH+E+K+EE+LOCAL_CHAR_F+Y	SH+E+K+EE+LOCAL_CHAR_F+Y	6	OLD_COMPLETE_RECIPE_FRAGMENT_PLUS_ATOMS	0	0	NONE	NONE	3	SH+E+K	3	0.500000	SH+E+K	SH+K+Y	3	SH+K	6	NO	UNCHANGED_THIRTY_PAGE_REPLAY	no contextual collision	0	EXPLORATORY_WORKING_COMPOSITION__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
shekeey	1	f31r	SH+E+K+EE+Y	SH+E+K+EE+Y	5	FULLY_TILED_BY_OLD_MULTICOMPONENT_RECIPES	0	0	NONE	NONE	3	K+EE+Y|SH+E+K	5	1.000000	K+EE+Y|SH+E	SH+K+Y	3	SH+K	6	NO	UNCHANGED_THIRTY_PAGE_REPLAY	no contextual collision	0	EXPLORATORY_WORKING_COMPOSITION__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
shekey	1	f66r	SH+E+K+E+Y	SH+E+K+E+Y	5	FULLY_TILED_BY_OLD_MULTICOMPONENT_RECIPES	0	0	NONE	NONE	4	E+K+E+Y	5	1.000000	K+E+Y|SH+E	SH+K+Y	3	SH+K	6	NO	UNCHANGED_THIRTY_PAGE_REPLAY	no contextual collision	0	EXPLORATORY_WORKING_COMPOSITION__NO_CONFIRMED_LEXEME_OR_PLAINTEXT
