statement_id	register	record_unit_id	page	phase_chain	source_supply	quantity_supply	path_supply	target_supply	reason_local	complete_expansion_de
B3-S002	BIOLOGICAL	B3	f83r	MOVE>HOLD>CLOSE	RECORD_INHERITED	NOT_REQUIRED	LOCAL_EXEMPLAR	EXPLICIT	phase-chain plus slot-supply signature occurs once on the fixed pages	Quelle [RECORD_INHERITED]: aufgefangener Bestand des Gut der Fächerstation; Menge/Stufe [NOT_REQUIRED]: —; Lauf [LOCAL_EXEMPLAR]: lokal gelernter Transferweg; Ziel [EXPLICIT]: nächste Zielstelle bei „obere offene Fächerstation am Rand“. Handlung: nächste Zielstelle bei „obere offene Fächerstation am Rand“; länger wärmen; Schluss.
B3-S003	BIOLOGICAL	B3	f83r	SELECT>MEASURE>SELECT>MOVE>CLOSE	RECORD_INHERITED	EXPLICIT	LOCAL_EXEMPLAR	OWNER_VISIBLE	phase-chain plus slot-supply signature occurs once on the fixed pages	Quelle [RECORD_INHERITED]: aufgefangener Bestand des Gut der Fächerstation; Menge/Stufe [EXPLICIT]: Sollmaß; Lauf [LOCAL_EXEMPLAR]: lokal gelernter Transferweg; Ziel [OWNER_VISIBLE]: obere offene Fächerstation am Rand. Handlung: aufgefangener Bestand des Gut der Fächerstation; Sollmaß; aufgefangener Bestand des Gut der Fächerstation; hinausführen; Schluss.
B3-S004	BIOLOGICAL	B3	f83r	MEASURE>MOVE	EXPLICIT	EXPLICIT	LOCAL_EXEMPLAR	EXPLICIT	phase-chain plus slot-supply signature occurs once on the fixed pages	Quelle [EXPLICIT]: von aufgefangener Bestand des Gut der Fächerstation; Menge/Stufe [EXPLICIT]: Sollmaß setzen; Lauf [LOCAL_EXEMPLAR]: lokal gelernter Transferweg; Ziel [EXPLICIT]: nächste Zielstelle bei „obere offene Fächerstation am Rand“. Handlung: Sollmaß setzen; nächste Zielstelle bei „obere offene Fächerstation am Rand“; von aufgefangener Bestand des Gut der Fächerstation.
B3-S006	BIOLOGICAL	B3	f83r	MOVE>APPLY>MOVE>CLOSE	RECORD_INHERITED	NOT_REQUIRED	LOCAL_EXEMPLAR	EXPLICIT	phase-chain plus slot-supply signature occurs once on the fixed pages	Quelle [RECORD_INHERITED]: Gefäßflüssigkeit; Menge/Stufe [NOT_REQUIRED]: —; Lauf [LOCAL_EXEMPLAR]: lokal gelernter Transferweg; Ziel [EXPLICIT]: an die Zielstelle „mittlere runde Gefäßstation am Rand“ setzen. Handlung: Gefäßflüssigkeit umsetzen; an die Zielstelle „mittlere runde Gefäßstation am Rand“ setzen; weiterführen; Schluss.
B3-S007	BIOLOGICAL	B3	f83r	MEASURE>MOVE>HOLD>CLOSE	RECORD_INHERITED	EXPLICIT	LOCAL_EXEMPLAR	OWNER_VISIBLE	phase-chain plus slot-supply signature occurs once on the fixed pages	Quelle [RECORD_INHERITED]: Gefäßflüssigkeit; Menge/Stufe [EXPLICIT]: Sollmaß setzen; Lauf [LOCAL_EXEMPLAR]: lokal gelernter Transferweg; Ziel [OWNER_VISIBLE]: mittlere runde Gefäßstation am Rand. Handlung: Sollmaß setzen; Gefäßflüssigkeit umsetzen; länger ansetzen; Schluss.
B3-S009	BIOLOGICAL	B3	f83r	APPLY	RECORD_INHERITED	NOT_REQUIRED	NOT_REQUIRED	OWNER_VISIBLE	phase-chain plus slot-supply signature occurs once on the fixed pages	Quelle [RECORD_INHERITED]: Gefäßflüssigkeit; Menge/Stufe [NOT_REQUIRED]: —; Lauf [NOT_REQUIRED]: —; Ziel [OWNER_VISIBLE]: mittlere runde Gefäßstation am Rand. Handlung: verwende Gefäßflüssigkeit.
B3-S010	BIOLOGICAL	B3	f83r	MOVE>HOLD>CLOSE	OWNER_VISIBLE	NOT_REQUIRED	LOCAL_EXEMPLAR	EXPLICIT	phase-chain plus slot-supply signature occurs once on the fixed pages	Quelle [OWNER_VISIBLE]: Gut im Korbgefäß; Menge/Stufe [NOT_REQUIRED]: —; Lauf [LOCAL_EXEMPLAR]: lokal gelernter Transferweg; Ziel [EXPLICIT]: bei der Zielstelle „untere Korb- oder Gefäßstation am Rand“ hineinführen. Handlung: bei der Zielstelle „untere Korb- oder Gefäßstation am Rand“ hineinführen; kurzer Folgeschritt; Schluss.
B3-S011	BIOLOGICAL	B3	f83r	HOLD>APPLY>MOVE	EXPLICIT	NOT_REQUIRED	LOCAL_EXEMPLAR	OWNER_VISIBLE	phase-chain plus slot-supply signature occurs once on the fixed pages	Quelle [EXPLICIT]: Gut im Korbgefäß aus der Quelle nehmen; Menge/Stufe [NOT_REQUIRED]: —; Lauf [LOCAL_EXEMPLAR]: lokal gelernter Transferweg; Ziel [OWNER_VISIBLE]: untere Korb- oder Gefäßstation am Rand. Handlung: Gut im Korbgefäß kurz bereit umsetzen; verwende Gut im Korbgefäß; Gut im Korbgefäß umsetzen; Gut im Korbgefäß aus der Quelle nehmen.
B3-S014	BIOLOGICAL	B3	f83r	MOVE>HOLD>CLOSE	RECORD_INHERITED	NOT_REQUIRED	EXPLICIT	OWNER_VISIBLE	phase-chain plus slot-supply signature occurs once on the fixed pages	Quelle [RECORD_INHERITED]: Teilportion von laufender Stationsansatz; Menge/Stufe [NOT_REQUIRED]: —; Lauf [EXPLICIT]: Flüssigkeitslauf eröffnen; Ziel [OWNER_VISIBLE]: untere Korb- oder Gefäßstation am Rand. Handlung: Flüssigkeitslauf eröffnen; länger absetzen; Schluss.
B3-S020	BIOLOGICAL	B3	f83r	MOVE>CLOSE	RECORD_INHERITED	NOT_REQUIRED	RECORD_INHERITED	EXPLICIT	phase-chain plus slot-supply signature occurs once on the fixed pages	Quelle [RECORD_INHERITED]: laufender Stationsansatz; Menge/Stufe [NOT_REQUIRED]: —; Lauf [RECORD_INHERITED]: Flüssigkeitslauf eröffnen; Ziel [EXPLICIT]: Zielstelle „nicht gezeichneter Übergang vom Rand zum Hauptfeld“. Handlung: Zielstelle „nicht gezeichneter Übergang vom Rand zum Hauptfeld“; hinausführen; Schluss.
B3-S021	BIOLOGICAL	B3	f83r	MEASURE>CHECK>MOVE>MEASURE>APPLY>HOLD>MOVE>CHECK>MOVE>CLOSE	RECORD_INHERITED	EXPLICIT	RECORD_INHERITED	EXPLICIT	phase-chain plus slot-supply signature occurs once on the fixed pages	Quelle [RECORD_INHERITED]: laufender Stationsansatz; Menge/Stufe [EXPLICIT]: Sollmaß setzen | Sollmaß; Lauf [RECORD_INHERITED]: Flüssigkeitslauf eröffnen; Ziel [EXPLICIT]: Zielstelle „nicht gezeichneter Übergang vom Rand zum Hauptfeld“ | bei der Zielstelle „nicht gezeichneter Übergang vom Rand zum Hauptfeld“ absetzen | Zielstelle „nicht gezeichneter Übergang vom Rand zum Hauptfeld“ | bei der Zielstelle „nicht gezeichneter Übergang vom Rand zum Hauptfeld“ überführen; Schluss. Handlung: Sollmaß setzen; bereit; Zielstelle „nicht gezeichneter Übergang vom Rand zum Hauptfeld“; laufender Stationsansatz; Sollmaß; bei der Zielstelle „nicht gezeichneter Übergang vom Rand zum Hauptfeld“ absetzen; laufender Stationsansatz kurz bereit halten; laufender Stationsansatz; Zielstelle „nicht gezeichneter Übergang vom Rand zum Hauptfeld“; bereit; bei der Zielstelle „nicht gezeichneter Übergang vom Rand zum Hauptfeld“ überführen; Schluss.
B3-S026	BIOLOGICAL	B3	f83r	HOLD>MEASURE>MOVE>MEASURE>CHECK>HOLD>COLLECT>CLOSE	EXPLICIT	EXPLICIT	OWNER_VISIBLE	EXPLICIT	phase-chain plus slot-supply signature occurs once on the fixed pages	Quelle [EXPLICIT]: länger aus der Quelle führen; Menge/Stufe [EXPLICIT]: Abführ-Sollmaß | eine Stoffportion zugeben; Lauf [OWNER_VISIBLE]: sichtbarer lokaler Lauf bei nicht gezeichneter Übergang vom Rand zum Hauptfeld → durch einen Bogen verbundenes Hauptpaar; Ziel [EXPLICIT]: Ansatz bei der Zielstelle „nicht gezeichneter Übergang vom Rand zum Hauptfeld“ abkühlen. Handlung: länger aus der Quelle führen; Abführ-Sollmaß; laufender Stationsansatz umsetzen; eine Stoffportion zugeben; bereit; Ansatz bei der Zielstelle „nicht gezeichneter Übergang vom Rand zum Hauptfeld“ abkühlen; länger auffangen; Schluss.
B3-S030	BIOLOGICAL	B3	f83r	APPLY>MEASURE>MOVE>CLOSE	RECORD_INHERITED	EXPLICIT	EXPLICIT	OWNER_VISIBLE	phase-chain plus slot-supply signature occurs once on the fixed pages	Quelle [RECORD_INHERITED]: aufgefangener Bestand des Flüssigkeit des Hauptpaares; Menge/Stufe [EXPLICIT]: Sollmaß; Lauf [EXPLICIT]: Flüssigkeitslauf weiterführen; Ziel [OWNER_VISIBLE]: durch einen Bogen verbundenes Hauptpaar. Handlung: verwende aufgefangener Bestand des Flüssigkeit des Hauptpaares; Sollmaß; Flüssigkeitslauf weiterführen; danach umsetzen; Schluss.
B3-S034	BIOLOGICAL	B3	f83r	MEASURE>CHECK>MEASURE>APPLY>HOLD>CLOSE	RECORD_INHERITED	EXPLICIT	NOT_REQUIRED	EXPLICIT	phase-chain plus slot-supply signature occurs once on the fixed pages	Quelle [RECORD_INHERITED]: Teilportion von Arbeitsflüssigkeit; Menge/Stufe [EXPLICIT]: Sollstufe | nächstes Sollmaß; Lauf [NOT_REQUIRED]: —; Ziel [EXPLICIT]: Teilportion aus der Arbeitsflüssigkeit bei der Zielstelle „durch einen Bogen verbundenes Hauptpaar“ fortsetzen. Handlung: Sollstufe; bereit; Teilportion aus der Arbeitsflüssigkeit füllen; nächstes Sollmaß; Teilportion aus der Arbeitsflüssigkeit bei der Zielstelle „durch einen Bogen verbundenes Hauptpaar“ fortsetzen; absetzen; Schluss.
B4-S002	BIOLOGICAL	B4	f83r	MOVE>HOLD>CLOSE	RECORD_INHERITED	NOT_REQUIRED	OWNER_VISIBLE	OWNER_VISIBLE	phase-chain plus slot-supply signature occurs once on the fixed pages	Quelle [RECORD_INHERITED]: Flüssigkeit des Hauptpaares; Menge/Stufe [NOT_REQUIRED]: —; Lauf [OWNER_VISIBLE]: sichtbarer lokaler Lauf bei durch einen Bogen verbundenes Hauptpaar; Ziel [OWNER_VISIBLE]: durch einen Bogen verbundenes Hauptpaar. Handlung: Flüssigkeit des Hauptpaares weiterführen; länger ansetzen; kurz ansetzen; Schluss.
B4-S003	BIOLOGICAL	B4	f83r	MOVE>SELECT>HOLD>APPLY>PREPARE>HOLD>CLOSE	RECORD_INHERITED	NOT_REQUIRED	OWNER_VISIBLE	EXPLICIT	phase-chain plus slot-supply signature occurs once on the fixed pages	Quelle [RECORD_INHERITED]: Flüssigkeit des Hauptpaares; Menge/Stufe [NOT_REQUIRED]: —; Lauf [OWNER_VISIBLE]: sichtbarer lokaler Lauf bei durch einen Bogen verbundenes Hauptpaar; Ziel [EXPLICIT]: nächste Zielstelle bei „durch einen Bogen verbundenes Hauptpaar“. Handlung: Flüssigkeit des Hauptpaares umsetzen; nächste Zielstelle bei „durch einen Bogen verbundenes Hauptpaar“; nächster Posten; länger ansetzen; verwende nächster Arbeitsposten; fortsetzen; absetzen; Schluss.
B4-S004	BIOLOGICAL	B4	f83r	APPLY>CLOSE	RECORD_INHERITED	NOT_REQUIRED	NOT_REQUIRED	OWNER_VISIBLE	phase-chain plus slot-supply signature occurs once on the fixed pages	Quelle [RECORD_INHERITED]: nächster Arbeitsposten; Menge/Stufe [NOT_REQUIRED]: —; Lauf [NOT_REQUIRED]: —; Ziel [OWNER_VISIBLE]: durch einen Bogen verbundenes Hauptpaar. Handlung: nächster Arbeitsposten befestigen; Schluss.
B4-S010	BIOLOGICAL	B4	f83r	PREPARE>CLOSE	RECORD_INHERITED	NOT_REQUIRED	NOT_REQUIRED	NOT_REQUIRED	phase-chain plus slot-supply signature occurs once on the fixed pages	Quelle [RECORD_INHERITED]: Teilportion von nächster Arbeitsposten; Menge/Stufe [NOT_REQUIRED]: —; Lauf [NOT_REQUIRED]: —; Ziel [NOT_REQUIRED]: —. Handlung: fortsetzen; Schluss.
B4-S011	BIOLOGICAL	B4	f83r	MEASURE>HOLD>MEASURE>PREPARE>HOLD>CLOSE	OWNER_VISIBLE	EXPLICIT	NOT_REQUIRED	NOT_REQUIRED	phase-chain plus slot-supply signature occurs once on the fixed pages	Quelle [OWNER_VISIBLE]: Gut der Randstation; Menge/Stufe [EXPLICIT]: Sollmaß | eine Stoffportion zugeben; Lauf [NOT_REQUIRED]: —; Ziel [NOT_REQUIRED]: —. Handlung: Sollmaß; kurz wärmen; länger fortsetzen; eine Stoffportion zugeben; Teilportion von Gut der Randstation umsetzen; fortsetzen; kurz abführen; Schluss.
B4-S014	BIOLOGICAL	B4	f83r	PREPARE>MOVE>HOLD>MOVE>CLOSE	RECORD_INHERITED	NOT_REQUIRED	EXPLICIT	OWNER_VISIBLE	phase-chain plus slot-supply signature occurs once on the fixed pages	Quelle [RECORD_INHERITED]: Teilportion von Gut der Randstation; Menge/Stufe [NOT_REQUIRED]: —; Lauf [EXPLICIT]: Flüssigkeitslauf schließen; Ziel [OWNER_VISIBLE]: linke offene Randstation. Handlung: Ansatz; laufender Stationsansatz; laufender Stationsansatz kurz durchführen; Flüssigkeitslauf schließen.
B4-S015	BIOLOGICAL	B4	f83r	MEASURE>COLLECT>MEASURE>MOVE>COLLECT>MOVE>CLOSE	RECORD_INHERITED	EXPLICIT	OWNER_VISIBLE	EXPLICIT	phase-chain plus slot-supply signature occurs once on the fixed pages	Quelle [RECORD_INHERITED]: Arbeitsflüssigkeit; Menge/Stufe [EXPLICIT]: eine Stoffportion zugeben | eine Stoffportion; Lauf [OWNER_VISIBLE]: sichtbarer lokaler Lauf bei linke offene Randstation → rechte S-förmige Mehrarmstation; Ziel [EXPLICIT]: Durchgangsstelle bei „linke offene Randstation“. Handlung: eine Stoffportion zugeben; EMPFANGSBESTAND; eine Stoffportion; Durchgangsstelle bei „linke offene Randstation“; kurz auffangen; hinausführen; Schluss.
B4-S016	BIOLOGICAL	B4	f83r	MEASURE>MOVE>HOLD>CLOSE	EXPLICIT	EXPLICIT	OWNER_VISIBLE	EXPLICIT	phase-chain plus slot-supply signature occurs once on the fixed pages	Quelle [EXPLICIT]: aus dem Vorrat zuführen; Menge/Stufe [EXPLICIT]: weitere Stoffportion; Lauf [OWNER_VISIBLE]: sichtbarer lokaler Lauf bei rechte S-förmige Mehrarmstation; Ziel [EXPLICIT]: Zielstelle „rechte S-förmige Mehrarmstation“. Handlung: weitere Stoffportion; Zielstelle „rechte S-förmige Mehrarmstation“; aus dem Vorrat zuführen; absetzen; Schluss.
B5-S003	BIOLOGICAL	B5	f83r	APPLY>MOVE>PREPARE>MOVE>APPLY>MEASURE>PREPARE>MEASURE>MOVE	RECORD_INHERITED	EXPLICIT	LOCAL_EXEMPLAR	EXPLICIT	phase-chain plus slot-supply signature occurs once on the fixed pages	Quelle [RECORD_INHERITED]: laufender Stationsansatz; Menge/Stufe [EXPLICIT]: Sollmaß; Lauf [LOCAL_EXEMPLAR]: lokal gelernter Transferweg; Ziel [EXPLICIT]: bei der Zielstelle „linke offene Randstation des Nachtrags“ absetzen | Zielstelle „linke offene Randstation des Nachtrags“ | bei der Zielstelle „linke offene Randstation des Nachtrags“ umsetzen. Handlung: bei der Zielstelle „linke offene Randstation des Nachtrags“ absetzen; Zielstelle „linke offene Randstation des Nachtrags“; fortsetzen; weiterführen; bei der Zielstelle „linke offene Randstation des Nachtrags“ umsetzen; Sollmaß; fortsetzen; zweite Stufe; laufender Stationsansatz umsetzen.
B6-S001	BIOLOGICAL	B6	f83r	COLLECT>HOLD>PREPARE>MEASURE>PREPARE>MEASURE>MOVE	OWNER_VISIBLE	EXPLICIT	OWNER_VISIBLE	EXPLICIT	phase-chain plus slot-supply signature occurs once on the fixed pages	Quelle [OWNER_VISIBLE]: rechte Nachtragsflüssigkeit; Menge/Stufe [EXPLICIT]: Sollmaß | Stoffportion; Lauf [OWNER_VISIBLE]: sichtbarer lokaler Lauf bei rechte S-förmige Mehrarmstation des Nachtrags; Ziel [EXPLICIT]: aufgefangener Bestand der rechten Nachtragsflüssigkeit abkühlen | Ansatz zur Zielstelle „rechte S-förmige Mehrarmstation des Nachtrags“ führen. Handlung: länger auffangen; aufgefangener Bestand der rechten Nachtragsflüssigkeit kurz zuführen; aufgefangener Bestand der rechten Nachtragsflüssigkeit abkühlen; fortsetzen; Sollmaß; fortsetzen; Stoffportion; Teilportion des aufgefangenen Bestands der rechten Nachtragsflüssigkeit; Ansatz zur Zielstelle „rechte S-förmige Mehrarmstation des Nachtrags“ führen.
