surface	card_class	composition	working_meaning_de	confidence	page	locus	section	language	hand	ordinal	line_token_count	line_position	was_v48_unknown	target_v48_gloss_de	target_v48_source	target_v48_scope_state	left_surface	left_gloss_de	right_surface	right_gloss_de	it2a_operation	it2a_render	rf1b_operation	rf1b_render	reader_support	zl3b_line	decision	reason_code	promotable	review_note
chodain	P	CH_DRY+O_PREP+D_MEASURE+AIN_II	zwei Dosen Trockenansatz	HIGH	f115v	f115v.22	S	B	3	4	9	MEDIAL	1	[chodain:?]	OPEN	UNKNOWN_SURFACE	qokeedy	heiß am Ende des Grades, abgeschlossen	otedain	[otedain:?]	EXACT	chodain	EXACT	chodain	BOTH_EXACT	soiin shedain qokeedy chodain otedain qokeedy qokeedy qotedy rosy	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Seven occurrences admit the unchanged two-dose dry-preparation card.
shos	P	SH_MOIST+O_PREP+S_TERM_SPECIES	Charge Feuchtansatz	HIGH	f115v	f115v.35	S	B	3	1	12	INITIAL	1	[shos:?]	OPEN	UNKNOWN_SURFACE	BOUNDARY	BOUNDARY	shee	vollständig anfeuchten	EXACT	shos	EXACT	shos	BOTH_EXACT	shos shee oky cheo lkain cheeos al ches kcheo rain checthey lcham	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Nine occurrences admit the unchanged moist-preparation species/charge card.
cphar	P	CPH_COMPOSITE+AR_FRACTION_I	erste Kompositumfraktion	HIGH	f11v	f11v.1	H	A	1	6	8	MEDIAL	1	[cphar:?]	OPEN	UNKNOWN_SURFACE	shol	feucht; nominal feuchtes Gut/Material	dan	Grad-/Maßwert I	EXACT	cphar	EXACT	cphar	BOTH_EXACT	poldchody shcphy shordy qoty shol cphar dan y	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Three occurrences preserve composite plus first fraction without a competing value.
chok	P	CH_DRY+O_PREP+K_HOT	Trockenansatz erhitzen	HIGH	f14r	f14r.2	H	A	1	4	7	MEDIAL	1	[chok:?]	OPEN	UNKNOWN_SURFACE	soiiin	Samendroge: Formklasse IV	qokchy	heiß und trocken am Anfang des Grades	EXACT	chok	EXACT	chok	BOTH_EXACT	o ykeey soiiin chok qokchy da okol	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Three occurrences admit the unchanged dry-preparation heating action.
shory	P	KNOWN_SHOR+Y_START_OR_CLOSE	Blüten- oder Fruchtstand in Grundform, abgeschlossen	MEDIUM	f16v	f16v.2	H	A	1	6	6	FINAL	1	[shory:?]	OPEN	UNKNOWN_SURFACE	qokchocthor	[qokchocthor:?]	BOUNDARY	BOUNDARY	EXACT	shory	EXACT	shory	BOTH_EXACT	ytchor y ky chokchy qokchocthor shory	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Same ordered composition; no panel neighbor forces a different material, state or closure reading.
os	P	O_PREP+S_TERM_SPECIES	Ansatzcharge	MEDIUM	f17v	f17v.7	H	A	1	5	7	MEDIAL	1	[os:?]	OPEN	UNKNOWN_SURFACE	cheor	trockener Drogenteil	s	Samen-/Saatgutposten	EXACT	os	EXACT	os	BOTH_EXACT	sor chkeey poiis cheor os s aiin	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Twenty-three occurrences, including a singleton line, admit the unchanged preparation-species nominal card.
cphoy	P	CPH_COMPOSITE+O_PREP+Y_START_OR_CLOSE	Kompositum ansetzen und leicht abschließen	MEDIUM	f18v	f18v.8	H	A	1	3	7	MEDIAL	1	[cphoy:?]	OPEN	UNKNOWN_SURFACE	sh	einweichen	daror	[daror:?]	EXACT	cphoy	EXACT	cphoy	BOTH_EXACT	tolol sh cphoy daror ddy ytor ykam	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Both occurrences admit composite preparation plus closure in the same order.
os	P	O_PREP+S_TERM_SPECIES	Ansatzcharge	MEDIUM	f19r	f19r.13	H	A	1	1	3	INITIAL	1	[os:?]	OPEN	UNKNOWN_SURFACE	BOUNDARY	BOUNDARY	octhor	[octhor:?]	MERGE_2	osocthor	MERGE_2	osocthor	NEITHER_EXACT	os octhor ytchor	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Twenty-three occurrences, including a singleton line, admit the unchanged preparation-species nominal card.
ochol	P	O_PREP+CH_DRY+OL_MATERIAL	Ansatz aus Trockendroge	HIGH	f20r	f20r.4	H	A	1	1	4	INITIAL	1	[ochol:?]	OPEN	UNKNOWN_SURFACE	BOUNDARY	BOUNDARY	ol	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	EXACT	ochol	EXACT	ochol	BOTH_EXACT	ochol ol teey otolchey	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Three occurrences preserve preparation, drying and material order.
shos	P	SH_MOIST+O_PREP+S_TERM_SPECIES	Charge Feuchtansatz	HIGH	f20v	f20v.6	H	A	1	5	8	MEDIAL	1	[shos:?]	OPEN	UNKNOWN_SURFACE	cheoy	[cheoy:?]	cheos	Charge eines mitteltrockenen Ansatzes	EXACT	shos	EXACT	shos	BOTH_EXACT	doiiin chockhy dan cheoy shos cheos char aiin	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Nine occurrences admit the unchanged moist-preparation species/charge card.
dchar	P	D_MEASURE+CH_DRY+AR_FRACTION_I	erste Trockenfraktion abmessen	HIGH	f23r	f23r.3	H	A	1	1	7	INITIAL	1	[dchar:?]	OPEN	UNKNOWN_SURFACE	BOUNDARY	BOUNDARY	ykor	[ykor:?]	EXACT	dchar	ONE	dchor	ONE_EXACT	dchar ykor y kaiin daiin cth g	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Both occurrences preserve measure, dry process and first fraction.
okaiir	P	O_PREP+K_HOT+AIIR_FRACTION_III	dritte erhitzte Ansatzfraktion	HIGH	f23r	f23r.4	H	A	1	2	10	MEDIAL	1	[okaiir:?]	OPEN	UNKNOWN_SURFACE	qokoldy	[qokoldy:?]	ykaiil	[ykaiil:?]	EXACT	okaiir	EXACT	okaiir	BOTH_EXACT	qokoldy okaiir ykaiil g qokeey ofchol dain yfchor olfchor otchald	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Four occurrences preserve preparation, heat and third fraction.
shod	P	SH_MOIST+O_PREP+D_TERM_CLOSE	Feuchtansatz abschließen	HIGH	f24v	f24v.1	H	A	1	4	11	MEDIAL	1	[shod:?]	OPEN	UNKNOWN_SURFACE	opom	[opom:?]	chcphy	[chcphy:?]	EXACT	shod	EXACT	shod	BOTH_EXACT	tchodar chocfhey opom shod chcphy opshody ocphoraiin o k o am	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Ten occurrences admit the unchanged moisten/preparation/close action without a named valency conflict.
odar	P	O_PREP+D_MEASURE+AR_FRACTION_I	erste Ansatzfraktion abmessen	HIGH	f26v	f26v.3	H	B	2	8	12	MEDIAL	1	[odar:?]	OPEN	UNKNOWN_SURFACE	dy	Qualitäts-/Wertfeld geschlossen	chedy	trocken in der Mitte des Grades, abgeschlossen	EXACT	odar	EXACT	odar	BOTH_EXACT	pchdar opar dar cheeol ofchdy otedy dy odar chedy ytedy okchdy g	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Twenty-one occurrences admit the same preparation-measure-first-fraction action without a named contradiction.
shod	P	SH_MOIST+O_PREP+D_TERM_CLOSE	Feuchtansatz abschließen	HIGH	f27r	f27r.1	H	A	1	6	7	MEDIAL	1	[shod:?]	OPEN	UNKNOWN_SURFACE	shy	feucht am Anfang des Grades	chary	[chary:?]	EXACT	shod	EXACT	shod	BOTH_EXACT	ksor shey shoteo chforaiin shy shod chary	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Ten occurrences admit the unchanged moisten/preparation/close action without a named valency conflict.
shod	P	SH_MOIST+O_PREP+D_TERM_CLOSE	Feuchtansatz abschließen	HIGH	f28r	f28r.1	H	A	1	2	9	MEDIAL	1	[shod:?]	OPEN	UNKNOWN_SURFACE	pchodar	[pchodar:?]	chocphy	[chocphy:?]	EXACT	shod	EXACT	shod	BOTH_EXACT	pchodar shod chocphy opchol daiin otchol chy qo ldy	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Ten occurrences admit the unchanged moisten/preparation/close action without a named valency conflict.
dchar	P	D_MEASURE+CH_DRY+AR_FRACTION_I	erste Trockenfraktion abmessen	HIGH	f28r	f28r.2	H	A	1	7	9	MEDIAL	1	[dchar:?]	OPEN	UNKNOWN_SURFACE	dy	Qualitäts-/Wertfeld geschlossen	chakod	[chakod:?]	EXACT	dchar	EXACT	dchar	BOTH_EXACT	otchor otchor cthol y ctheol dy dchar chakod dly	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Both occurrences preserve measure, dry process and first fraction.
oksho	P	O_PREP+K_HOT+SH_MOIST+O_PREP	Ansatz erhitzen, einweichen und erneut ansetzen	HIGH	f28r	f28r.5	H	A	1	1	7	INITIAL	1	[oksho:?]	OPEN	UNKNOWN_SURFACE	BOUNDARY	BOUNDARY	otorchy	[otorchy:?]	EXACT	oksho	EXACT	oksho	BOTH_EXACT	oksho otorchy kchoror chodaiin sho cthody okoy	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Three occurrences preserve heat, moisten and re-prepare order.
shory	P	KNOWN_SHOR+Y_START_OR_CLOSE	Blüten- oder Fruchtstand in Grundform, abgeschlossen	MEDIUM	f28v	f28v.1	H	A	1	8	8	FINAL	1	[shory:?]	OPEN	UNKNOWN_SURFACE	dy	Qualitäts-/Wertfeld geschlossen	BOUNDARY	BOUNDARY	EXACT	shory	EXACT	shory	BOTH_EXACT	kshol qooiiin shor pshoiiin shepchy qoty dy shory	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Same ordered composition; no panel neighbor forces a different material, state or closure reading.
shos	P	SH_MOIST+O_PREP+S_TERM_SPECIES	Charge Feuchtansatz	HIGH	f29r	f29r.5	H	A	1	7	8	MEDIAL	1	[shos:?]	OPEN	UNKNOWN_SURFACE	da	[da:?]	o	Ansatzwasser	EXACT	shos	EXACT	shos	BOTH_EXACT	kcheol cheor sheos sheey teey da shos o	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Nine occurrences admit the unchanged moist-preparation species/charge card.
chodain	P	CH_DRY+O_PREP+D_MEASURE+AIN_II	zwei Dosen Trockenansatz	HIGH	f2v	f2v.3	H	A	1	6	8	MEDIAL	1	[chodain:?]	OPEN	UNKNOWN_SURFACE	chody	Trockenansatz, abgeschlossen	chcthy	trockene CTH-Materialform; im Herbal trockenes Blatt-/Krautgut	EXACT	chodain	EXACT	chodain	BOTH_EXACT	otchy chor lshy chol chody chodain chcthy daiin	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Seven occurrences admit the unchanged two-dose dry-preparation card.
dcheo	P	D_MEASURE+CH_DRY+E_MIDDLE+O_PREP	Dosis bis Mittelstufe trocknen und ansetzen	HIGH	f30r	f30r.8	H	A	1	8	9	MEDIAL	1	[dcheo:?]	OPEN	UNKNOWN_SURFACE	okeal	Rohstoffklasse I im Ansatz, heiß in der Gradmitte	rchey	Wurzel/Wurzeldroge, trocken gebunden, Form I	EXACT	dcheo	EXACT	dcheo	BOTH_EXACT	opchol ol chesey scheo r chey okeal dcheo rchey	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Six occurrences admit measure, dry-to-middle and prepare in the same order.
cphey	P	CPH_COMPOSITE+E_MIDDLE+Y_START_OR_CLOSE	Kompositum auf Mittelstufe, abgeschlossen	HIGH	f30v	f30v.8	H	A	1	4	4	FINAL	1	[cphey:?]	OPEN	UNKNOWN_SURFACE	cphoaiin	[cphoaiin:?]	BOUNDARY	BOUNDARY	EXACT	cphey	EXACT	cphey	BOTH_EXACT	oyshy cheotol cphoaiin cphey	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Seven occurrences preserve composite, middle stage and closure.
shos	P	SH_MOIST+O_PREP+S_TERM_SPECIES	Charge Feuchtansatz	HIGH	f32r	f32r.11	H	A	1	1	3	INITIAL	1	[shos:?]	OPEN	UNKNOWN_SURFACE	BOUNDARY	BOUNDARY	chckhol	[chckhol:?]	EXACT	shos	EXACT	shos	BOTH_EXACT	shos chckhol n	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Nine occurrences admit the unchanged moist-preparation species/charge card.
cpho	P	CPH_COMPOSITE+O_PREP	Kompositumansatz	HIGH	f32v	f32v.10	H	A	1	6	10	MEDIAL	1	[cpho:?]	OPEN	UNKNOWN_SURFACE	daiin	Qualitätsgrad III	l	Grundstoff des vorstehenden Ansatzes	MERGE_2	cphol	MERGE_2	cphol	NEITHER_EXACT	sho keol chor chol daiin cpho l cthol da ar	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	The exact occurrence admits the unchanged composite-preparation nominal card.
odar	P	O_PREP+D_MEASURE+AR_FRACTION_I	erste Ansatzfraktion abmessen	HIGH	f32v	f32v.2	H	A	1	2	10	MEDIAL	1	[odar:?]	OPEN	UNKNOWN_SURFACE	daiin	Grad-/Maßwert III	chy	trocken am Anfang des Grades	EXACT	odar	EXACT	odar	BOTH_EXACT	daiin odar chy daiin chey tchy l dy dain teor	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Twenty-one occurrences admit the same preparation-measure-first-fraction action without a named contradiction.
shod	P	SH_MOIST+O_PREP+D_TERM_CLOSE	Feuchtansatz abschließen	HIGH	f34r	f34r.1	H	B	2	6	9	MEDIAL	1	[shod:?]	OPEN	UNKNOWN_SURFACE	okedody	[okedody:?]	ololdy	[ololdy:?]	EXACT	shod	EXACT	shod	BOTH_EXACT	pcheoepchy olar yl yfody okedody shod ololdy dar ytey	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Ten occurrences admit the unchanged moisten/preparation/close action without a named valency conflict.
ytain	P	Y_REFERENCE+T_COLD+AIN_II	hiervon auf Kältestufe II abkühlen	HIGH	f35r	f35r.15	H	A	1	5	5	FINAL	1	[ytain:?]	OPEN	UNKNOWN_SURFACE	daiin	Grad-/Maßwert III	BOUNDARY	BOUNDARY	EXACT	ytain	EXACT	ytain	BOTH_EXACT	ochor s chiin daiin ytain	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Twelve occurrences admit the unchanged referential cold-stage-II action; f114r.34 requires an explicit outside-passage reference rather than a new card.
shory	P	KNOWN_SHOR+Y_START_OR_CLOSE	Blüten- oder Fruchtstand in Grundform, abgeschlossen	MEDIUM	f35v	f35v.10	H	A	1	3	3	FINAL	1	[shory:?]	OPEN	UNKNOWN_SURFACE	chosar	[chosar:?]	BOUNDARY	BOUNDARY	EXACT	shory	EXACT	shory	BOTH_EXACT	okcheey chosar shory	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Same ordered composition; no panel neighbor forces a different material, state or closure reading.
shoaiin	P	SH_MOIST+O_PREP+AIIN_III	drei Teile Feuchtansatz	HIGH	f36v	f36v.1	H	A	1	4	9	MEDIAL	1	[shoaiin:?]	OPEN	UNKNOWN_SURFACE	qoforom	[qoforom:?]	tchey	kalt und trocken in der Mitte des Grades	EXACT	shoaiin	EXACT	shoaiin	BOTH_EXACT	pchar asy qoforom shoaiin tchey chy otaiin cphar daiin	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Both occurrences retain moist preparation plus quantity III because exact V48 oaiin is Ansatzmenge III; the process-stage rival remains visible.
cphar	P	CPH_COMPOSITE+AR_FRACTION_I	erste Kompositumfraktion	HIGH	f36v	f36v.1	H	A	1	8	9	MEDIAL	1	[cphar:?]	OPEN	UNKNOWN_SURFACE	otaiin	kalt im Zubereitungsrahmen, Grad III	daiin	Grad-/Maßwert III	EXACT	cphar	EXACT	cphar	BOTH_EXACT	pchar asy qoforom shoaiin tchey chy otaiin cphar daiin	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Three occurrences preserve composite plus first fraction without a competing value.
cthols	P	CTH_HERB+OL_MATERIAL+S_TERM_SPECIES	Charge Krautdrogenstoff	HIGH	f37v	f37v.21	H	A	1	4	4	FINAL	1	[cthols:?]	OPEN	UNKNOWN_SURFACE	daiin	Grad-/Maßwert III	BOUNDARY	BOUNDARY	EXACT	cthols	EXACT	cthols	BOTH_EXACT	oshctho do daiin cthols	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	The exact occurrence preserves herb, material and species/charge.
yto	P	Y_REFERENCE+T_COLD+O_PREP	hiervon einen Ansatz abkühlen	HIGH	f37v	f37v.23	H	A	1	1	3	INITIAL	1	[yto:?]	OPEN	UNKNOWN_SURFACE	BOUNDARY	BOUNDARY	chol	trocken; nominal trockenes Gut/Material	EXACT	yto	EXACT	yto	BOTH_EXACT	yto chol daiin	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	The exact occurrence admits the unchanged cooling card but requires an explicit outside-passage reference.
kos	P	K_HOT+O_PREP+S_TERM_SPECIES	Charge Heißansatz	HIGH	f38r	f38r.6	H	A	1	3	7	MEDIAL	1	[kos:?]	OPEN	UNKNOWN_SURFACE	sho	feuchter Ansatz	daiin	Grad-/Maßwert III	EXACT	kos	EXACT	kos	BOTH_EXACT	ysho sho kos daiin okoy chochor daiin	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	The exact occurrence preserves hot preparation plus species/charge.
shoy	P	SH_MOIST+O_PREP+Y_START_OR_CLOSE	Feuchtansatz leicht abschließen	HIGH	f39r	f39r.6	H	B	2	9	11	MEDIAL	1	[shoy:?]	OPEN	UNKNOWN_SURFACE	opchekaiin	[opchekaiin:?]	shdalo	[shdalo:?]	ONE	shockhchy	EXACT	shoy	ONE_EXACT	pchdaiin she dam qofchedy shedy kchdy dydy opchekaiin shoy shdalo ry	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Ten occurrences admit the unchanged moist-preparation closure action.
os	P	O_PREP+S_TERM_SPECIES	Ansatzcharge	MEDIUM	f42r	f42r.19	H	A	1	7	7	FINAL	1	[os:?]	OPEN	UNKNOWN_SURFACE	s	Samen-/Saatgutposten	BOUNDARY	BOUNDARY	EXACT	os	EXACT	os	BOTH_EXACT	otchoty daiin chot sho y s os	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Twenty-three occurrences, including a singleton line, admit the unchanged preparation-species nominal card.
chok	P	CH_DRY+O_PREP+K_HOT	Trockenansatz erhitzen	HIGH	f42v	f42v.7	H	A	1	1	5	INITIAL	1	[chok:?]	OPEN	UNKNOWN_SURFACE	BOUNDARY	BOUNDARY	sheo	Feuchtzubereitung	EXACT	chok	EXACT	chok	BOTH_EXACT	chok sheo key keeeyd chekeesshy	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Three occurrences admit the unchanged dry-preparation heating action.
cphey	P	CPH_COMPOSITE+E_MIDDLE+Y_START_OR_CLOSE	Kompositum auf Mittelstufe, abgeschlossen	HIGH	f43r	f43r.1	H	B	2	10	11	MEDIAL	1	[cphey:?]	OPEN	UNKNOWN_SURFACE	aiin	Menge III	dar	abgemessene Fraktion I	ONE	cphhy	EXACT	cphey	ONE_EXACT	tarodaiin ytedy eeody ofchtar chcphedy ypar shol folor aiin cphey dar	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Seven occurrences preserve composite, middle stage and closure.
shoy	P	SH_MOIST+O_PREP+Y_START_OR_CLOSE	Feuchtansatz leicht abschließen	HIGH	f43r	f43r.7	H	B	2	8	13	MEDIAL	1	[shoy:?]	OPEN	UNKNOWN_SURFACE	chdy	trocken am Anfang des Grades, abgeschlossen	dyty	[dyty:?]	ONE	shocphhy	EXACT	shoy	ONE_EXACT	pshesy otey kshdy opchdy kedar okedy chdy shoy dyty dy pchdy kedy dam	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Ten occurrences admit the unchanged moist-preparation closure action.
chtaiin	P	CH_DRY+T_COLD+AIIN_III	getrocknete Droge auf Kältestufe III	HIGH	f48r	f48r.2	H	B	5	6	10	MEDIAL	1	[chtaiin:?]	OPEN	UNKNOWN_SURFACE	qotedy	kalt in der Mitte des Grades, abgeschlossen	otchdy	kalt-trockener Ansatz am Anfang des Grades, abgeschlossen	EXACT	chtaiin	EXACT	chtaiin	BOTH_EXACT	daiin yteeol cheody kechodshey qotedy chtaiin otchdy tedain okain ckhy	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Both occurrences preserve dry, cold and grade-III order.
ochol	P	O_PREP+CH_DRY+OL_MATERIAL	Ansatz aus Trockendroge	HIGH	f49r	f49r.15	H	A	1	1	5	INITIAL	1	[ochol:?]	OPEN	UNKNOWN_SURFACE	BOUNDARY	BOUNDARY	chol	trocken; nominal trockenes Gut/Material	EXACT	ochol	EXACT	ochol	BOTH_EXACT	ochol chol chody dchodaiin daiin	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Three occurrences preserve preparation, drying and material order.
dcheo	P	D_MEASURE+CH_DRY+E_MIDDLE+O_PREP	Dosis bis Mittelstufe trocknen und ansetzen	HIGH	f49r	f49r.19	H	A	1	1	6	INITIAL	1	[dcheo:?]	OPEN	UNKNOWN_SURFACE	BOUNDARY	BOUNDARY	r	Wurzel	EXACT	dcheo	EXACT	dcheo	BOTH_EXACT	dcheo r cheey keolchey chokchol chokan	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Six occurrences admit measure, dry-to-middle and prepare in the same order.
chodain	P	CH_DRY+O_PREP+D_MEASURE+AIN_II	zwei Dosen Trockenansatz	HIGH	f4v	f4v.5	H	A	1	6	6	FINAL	1	[chodain:?]	OPEN	UNKNOWN_SURFACE	qotchoiin	[qotchoiin:?]	BOUNDARY	BOUNDARY	EXACT	chodain	EXACT	chodain	BOTH_EXACT	shor sheey otoiin shey qotchoiin chodain	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Seven occurrences admit the unchanged two-dose dry-preparation card.
shos	P	SH_MOIST+O_PREP+S_TERM_SPECIES	Charge Feuchtansatz	HIGH	f50r	f50r.2	H	B	2	4	12	MEDIAL	1	[shos:?]	OPEN	UNKNOWN_SURFACE	ockhody	[ockhody:?]	alol	Drogenstoff aus Rohdroge I	EXACT	shos	EXACT	shos	BOTH_EXACT	sor orsheckhy ockhody shos alol dy kar oky daiiin okar ar okam	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Nine occurrences admit the unchanged moist-preparation species/charge card.
cphodal	P	CPH_COMPOSITE+O_PREP+D_MEASURE+AL_RAW_I	Rohstoffmenge I des Kompositumansatzes abmessen	HIGH	f51r	f51r.14	H	A	1	4	7	MEDIAL	1	[cphodal:?]	OPEN	UNKNOWN_SURFACE	kaiiidal	[kaiiidal:?]	s	Samen-/Saatgutposten	EXACT	cphodal	EXACT	cphodal	BOTH_EXACT	daiiy qodaiin kaiiidal cphodal s al dam	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	The exact occurrence preserves composite-preparation, measure and raw-grade-I order.
es	W	LEARNED_ES_WHOLE	Mittelstufen-Species	LOW	f51r	f51r.4	H	A	1	2	6	MEDIAL	1	[es:?]	OPEN	UNKNOWN_SURFACE	daiin	Grad-/Maßwert III	okol	heißer Ansatzstoff	ONE	cthes	EXACT	es	ONE_EXACT	daiin es okol cheody ckhy cheeey	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Retained as a learned whole; both exact contexts remain compatible with the middle-stage species card.
odar	P	O_PREP+D_MEASURE+AR_FRACTION_I	erste Ansatzfraktion abmessen	HIGH	f52v	f52v.14	H	A	1	1	3	INITIAL	1	[odar:?]	OPEN	UNKNOWN_SURFACE	BOUNDARY	BOUNDARY	cheokor	[cheokor:?]	EXACT	odar	EXACT	odar	BOTH_EXACT	odar cheokor ckheey	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Twenty-one occurrences admit the same preparation-measure-first-fraction action without a named contradiction.
chtor	P	CH_DRY+T_COLD+OR_PORTION	Portion trocken abgekühlte Droge	HIGH	f53r	f53r.8	H	A	1	4	9	MEDIAL	1	[chtor:?]	OPEN	UNKNOWN_SURFACE	qoty	kalt am Anfang des Grades	oltsho	[oltsho:?]	EXACT	chtor	EXACT	chtor	BOTH_EXACT	qotchol dar qoty chtor oltsho ykeeod o y toyd	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	The exact occurrence preserves dry, cold and portion order.
os	P	O_PREP+S_TERM_SPECIES	Ansatzcharge	MEDIUM	f53r	f53r.9	H	A	1	4	7	MEDIAL	1	[os:?]	OPEN	UNKNOWN_SURFACE	ctheees	[ctheees:?]	orol	Drogenstoffportion	EXACT	os	EXACT	os	BOTH_EXACT	otol chol ctheees os orol chod qoty	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Twenty-three occurrences, including a singleton line, admit the unchanged preparation-species nominal card.
eo	W	LEARNED_EO_SHORT_WHOLE	Mittelstufenansatz	LOW	f53v	f53v.1	H	A	1	4	7	MEDIAL	1	[eo:?]	OPEN	UNKNOWN_SURFACE	qodckhy	[qodckhy:?]	oltshey	[oltshey:?]	ONE	cpho	EXACT	eo	ONE_EXACT	tshor shey qodckhy eo oltshey daiin qopchy	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Retained as a learned whole; its exact context does not force a competing value.
cphey	P	CPH_COMPOSITE+E_MIDDLE+Y_START_OR_CLOSE	Kompositum auf Mittelstufe, abgeschlossen	HIGH	f54v	f54v.14	H	A	1	2	4	MEDIAL	1	[cphey:?]	OPEN	UNKNOWN_SURFACE	tar	kalte Drogenfraktion I	tam	[tam:?]	ONE	cthey	EXACT	cphey	ONE_EXACT	tar cphey tam aldam	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Seven occurrences preserve composite, middle stage and closure.
os	P	O_PREP+S_TERM_SPECIES	Ansatzcharge	MEDIUM	f55r	f55r.1	H	B	2	8	9	MEDIAL	1	[os:?]	OPEN	UNKNOWN_SURFACE	qokchdy	heiß und trocken am Anfang des Grades, abgeschlossen	arod	[arod:?]	ONE	or	ONE	or	NEITHER_EXACT	podaiin shekchy qofair okar yk epaiin qokchdy os arod	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Twenty-three occurrences, including a singleton line, admit the unchanged preparation-species nominal card.
os	P	O_PREP+S_TERM_SPECIES	Ansatzcharge	MEDIUM	f55v	f55v.3	H	B	2	2	11	MEDIAL	1	[os:?]	OPEN	UNKNOWN_SURFACE	qokeeey	stark erhitzt, Endstufe III	ain	Menge-/Klassenwert II	EXACT	os	EXACT	os	BOTH_EXACT	qokeeey os ain qool al chedy sar aiin ol kar am	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Twenty-three occurrences, including a singleton line, admit the unchanged preparation-species nominal card.
