surface	card_class	composition	working_meaning_de	confidence	page	locus	section	language	hand	ordinal	line_token_count	line_position	was_v48_unknown	target_v48_gloss_de	target_v48_source	target_v48_scope_state	left_surface	left_gloss_de	right_surface	right_gloss_de	it2a_operation	it2a_render	rf1b_operation	rf1b_render	reader_support	zl3b_line	decision	reason_code	promotable	review_note
r	O	FREE_R_OCCURRENCE	Wurzel; bindet lokal an die folgende Trockenfraktion	MEDIUM	f111r	f111r.21	S	B	3	8	19	MEDIAL	0	Wurzel	GDT661:R_BODY	READER_BOUNDARY_UNSTABLE	o	ox im Ansatz mit r	shey	feucht in der Mitte des Grades	MERGE_3	oxor	MERGE_3	oxor	NEITHER_EXACT	daiin okar ain teey oteey ox o r shey chey ky deedy cheo dain sheet ar al l cheotydy	O_UNTESTABLE_LOCAL_BINDING	R_LOCAL_BINDING_CONDITION_ABSENT	0	R_LOCAL_BINDING_CONDITION_ABSENT
s	O	FREE_S_OCCURRENCE	Species- oder Chargensiglum	LOW	f111r	f111r.25	S	B	3	7	14	MEDIAL	0	Samen-/Saatgutposten	GDT660:S_MEDIAL	READER_BOUNDARY_UNSTABLE	qokeeo	heißer Ansatz, Bindungsstufe II	chedar	abgemessene Trockenfraktion I, Mittelstufe	MERGE_2	qokeeos	EXACT	s	ONE_EXACT	so sheor okeedy oteeey qokeey qokeeo s chedar alal oy oxar aiin odaiin chody	O_NAMED_CONTEXT_CONFLICT	S_SEED_MATERIAL_NOT_SIGLUM	0	S_SEED_MATERIAL_NOT_SIGLUM
s	O	FREE_S_OCCURRENCE	Species- oder Chargensiglum	LOW	f111r	f111r.33	S	B	3	2	14	MEDIAL	0	Samen-/Saatgutposten	GDT660:S_MEDIAL	KNOWN_CONTEXT_LICENSED	qoeeeo	[qoeeeo:?]	ain	Menge-/Klassenwert II	EXACT	s	EXACT	s	BOTH_EXACT	qoeeeo s ain ar ol keey lkair cheda chkal keeodal eees chody qokeedy dl	O_NAMED_CONTEXT_CONFLICT	S_SEED_MATERIAL_NOT_SIGLUM	0	S_SEED_MATERIAL_NOT_SIGLUM
y	O	FREE_Y_OCCURRENCE	hierzu oder linker Abschluss, je Lesergrenze	MEDIUM	f111r	f111r.35	S	B	3	1	6	INITIAL	0	Eintrag:	GDT659:Y_BOS_ENTRY	READER_BOUNDARY_UNSTABLE	BOUNDARY	BOUNDARY	chedl	[chedl:?]	MERGE_2	ychedl	ONE	yche	NEITHER_EXACT	y chedl ar aiin aiy dam	O_NAMED_CONTEXT_CONFLICT	Y_ENTRY_OR_LABEL_OUTSIDE_CARD	0	Y_ENTRY_OR_LABEL_OUTSIDE_CARD
y	O	FREE_Y_OCCURRENCE	hierzu oder linker Abschluss, je Lesergrenze	MEDIUM	f111r	f111r.46	S	B	3	1	13	INITIAL	0	Eintrag:	GDT659:Y_BOS_ENTRY	KNOWN_CONTEXT_LICENSED	BOUNDARY	BOUNDARY	cheeo	[cheeo:?]	EXACT	y	EXACT	y	BOTH_EXACT	y cheeo lkeey oteed lkeedy okeeshey chey lkar al olchal or aiin cheom	O_NAMED_CONTEXT_CONFLICT	Y_ENTRY_OR_LABEL_OUTSIDE_CARD	0	Y_ENTRY_OR_LABEL_OUTSIDE_CARD
r	O	FREE_R_OCCURRENCE	Wurzel; bindet lokal an die folgende Trockenfraktion	MEDIUM	f111r	f111r.51	S	B	3	6	13	MEDIAL	0	Wurzel	GDT661:R_BEFORE_VALUE	KNOWN_CONTEXT_LICENSED	kar	heiße Drogenfraktion I	aiin	Menge III	EXACT	r	EXACT	r	BOTH_EXACT	polkeeo shey cheokeain chl kar r aiin char ain al lkeedy qokal okchy	O_UNTESTABLE_LOCAL_BINDING	R_LOCAL_BINDING_CONDITION_ABSENT	0	R_LOCAL_BINDING_CONDITION_ABSENT
koshey	P	K_HOT+O_PREP+SH_MOIST+E_MIDDLE+Y_START_OR_CLOSE	heißen Ansatz bis Mittelstufe einweichen und abschließen	HIGH	f111v	f111v.1	S	B	3	1	10	INITIAL	1	[koshey:?]	OPEN	UNKNOWN_SURFACE	BOUNDARY	BOUNDARY	qokal	Rohstoffklasse I, heiß am Gradanfang	EXACT	koshey	EXACT	koshey	BOTH_EXACT	koshey qokal chckheal opcheodair alkain sheokain cheok okeal shedy ralchy	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	The exact occurrence preserves hot preparation, moist-to-middle and closure.
y	O	FREE_Y_OCCURRENCE	hierzu oder linker Abschluss, je Lesergrenze	MEDIUM	f111v	f111v.11	S	B	3	1	11	INITIAL	0	Eintrag:	GDT659:Y_BOS_ENTRY	READER_BOUNDARY_UNSTABLE	BOUNDARY	BOUNDARY	lcheey	Drogenholz, trocken gebunden, Form II	MERGE_2	ylcheey	MERGE_2	ylcheey	NEITHER_EXACT	y lcheey shear aiin sheear otain otedy qokain chedkain shedaitain shalg	O_NAMED_CONTEXT_CONFLICT	Y_ENTRY_OR_LABEL_OUTSIDE_CARD	0	Y_ENTRY_OR_LABEL_OUTSIDE_CARD
s	O	FREE_S_OCCURRENCE	Species- oder Chargensiglum	LOW	f111v	f111v.15	S	B	3	15	15	FINAL	0	Samen-/Saatgutposten	GDT660:S_EOS	READER_BOUNDARY_UNSTABLE	l	Holzdroge in der gebundenen Anschlussform	BOUNDARY	BOUNDARY	ONE	ls	ONE	ls	NEITHER_EXACT	sar shey l otain qokaiin al kain chedy otal lchedy qokain chtal otain l s	O_NAMED_CONTEXT_CONFLICT	S_SEED_MATERIAL_NOT_SIGLUM	0	S_SEED_MATERIAL_NOT_SIGLUM
r	O	FREE_R_OCCURRENCE	Wurzel; bindet lokal an die folgende Trockenfraktion	MEDIUM	f111v	f111v.18	S	B	3	12	14	MEDIAL	0	Wurzel	GDT661:R_BODY	KNOWN_CONTEXT_LICENSED	l	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	ol	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	EXACT	r	EXACT	r	BOTH_EXACT	tais shedy qoeedaiin okain ey kaiin shey otain alkain o l r ol dain	O_UNTESTABLE_LOCAL_BINDING	R_LOCAL_BINDING_CONDITION_ABSENT	0	R_LOCAL_BINDING_CONDITION_ABSENT
y	O	FREE_Y_OCCURRENCE	hierzu oder linker Abschluss, je Lesergrenze	MEDIUM	f111v	f111v.33	S	B	3	1	12	INITIAL	0	Eintrag:	GDT659:Y_BOS_ENTRY	READER_BOUNDARY_UNSTABLE	BOUNDARY	BOUNDARY	sheeil	[sheeil:?]	DELETE	EMPTY	DELETE	EMPTY	NEITHER_EXACT	y sheeil oair ain okan sheain y qokan chan aman cheal char	O_NAMED_CONTEXT_CONFLICT	Y_ENTRY_OR_LABEL_OUTSIDE_CARD	0	Y_ENTRY_OR_LABEL_OUTSIDE_CARD
y	O	FREE_Y_OCCURRENCE	hierzu oder linker Abschluss, je Lesergrenze	MEDIUM	f111v	f111v.33	S	B	3	7	12	MEDIAL	0	hierzu:	GDT659:Y_MEDIAL_UNRESOLVED_HINGE	READER_BOUNDARY_UNSTABLE	sheain	[sheain:?]	qokan	heiß im qo-Rahmen, Grad I	MERGE_2	sheainy	MERGE_2	sheainy	NEITHER_EXACT	y sheeil oair ain okan sheain y qokan chan aman cheal char	O_HOLD_COMPATIBLE	Y_ALLOWED_REFERENCE_OR_LEFT_CLOSE	0	Y_ALLOWED_REFERENCE_OR_LEFT_CLOSE
y	O	FREE_Y_OCCURRENCE	hierzu oder linker Abschluss, je Lesergrenze	MEDIUM	f111v	f111v.35	S	B	3	12	12	FINAL	0	Eintrag abgeschlossen	GDT659:Y_EOS_CLOSE	KNOWN_CONTEXT_LICENSED	lkain	Holzdroge, heiß auf Stufe II	BOUNDARY	BOUNDARY	EXACT	y	EXACT	y	BOTH_EXACT	oain okaiin chcthy lkain lchey lshekain qotal shedy chkeey lkeeed lkain y	O_HOLD_COMPATIBLE	Y_ALLOWED_REFERENCE_OR_LEFT_CLOSE	0	Y_ALLOWED_REFERENCE_OR_LEFT_CLOSE
r	O	FREE_R_OCCURRENCE	Wurzel; bindet lokal an die folgende Trockenfraktion	MEDIUM	f111v	f111v.37	S	B	3	11	12	MEDIAL	0	Wurzel	GDT661:R_BODY	READER_BOUNDARY_UNSTABLE	lteedy	[lteedy:?]	aldl	[aldl:?]	MERGE_2	raldl	EXACT	r	ONE_EXACT	polchey lkarshar ykain qokain shalky dy tor chey keedy lteedy r aldl	O_UNTESTABLE_LOCAL_BINDING	R_LOCAL_BINDING_CONDITION_ABSENT	0	R_LOCAL_BINDING_CONDITION_ABSENT
y	O	FREE_Y_OCCURRENCE	hierzu oder linker Abschluss, je Lesergrenze	MEDIUM	f112r	f112r.19	S	B	3	5	12	MEDIAL	0	Eintragsteil abgeschlossen	GDT659:Y_MEDIAL_LEFT_CLOSE	READER_BOUNDARY_UNSTABLE	otal	Rohstoffklasse I im Ansatz, kalt am Gradanfang	raiin	Wurzel, Typ/Charge III	MERGE_2	otaly	DELETE	EMPTY	NEITHER_EXACT	polchdy o l otal y raiin sheky qeey qokey qokeey qoky am	O_HOLD_COMPATIBLE	Y_ALLOWED_REFERENCE_OR_LEFT_CLOSE	0	Y_ALLOWED_REFERENCE_OR_LEFT_CLOSE
s	O	FREE_S_OCCURRENCE	Species- oder Chargensiglum	LOW	f112r	f112r.32	S	B	3	5	13	MEDIAL	0	Samen-/Saatgutposten	GDT660:S_MEDIAL	KNOWN_CONTEXT_LICENSED	ar	Drogenfraktion I	alkeeor	[alkeeor:?]	EXACT	s	EXACT	s	BOTH_EXACT	sor ar al ar s alkeeor ol shedy okeechy qoiiin oteey ched alam	O_NAMED_CONTEXT_CONFLICT	S_SEED_MATERIAL_NOT_SIGLUM	0	S_SEED_MATERIAL_NOT_SIGLUM
y	O	FREE_Y_OCCURRENCE	hierzu oder linker Abschluss, je Lesergrenze	MEDIUM	f112r	f112r.42	S	B	3	5	10	MEDIAL	0	hierzu:	GDT659:Y_MEDIAL_UNRESOLVED_HINGE	KNOWN_CONTEXT_LICENSED	qokaiin	heiß, Grad III	okeedy	heißer Ansatz am Ende des Grades, abgeschlossen	EXACT	y	EXACT	y	BOTH_EXACT	pol ar shedy qokaiin y okeedy qotal chody oteody araryteop	O_HOLD_COMPATIBLE	Y_ALLOWED_REFERENCE_OR_LEFT_CLOSE	0	Y_ALLOWED_REFERENCE_OR_LEFT_CLOSE
r	O	FREE_R_OCCURRENCE	Wurzel; bindet lokal an die folgende Trockenfraktion	MEDIUM	f112r	f112r.43	S	B	3	2	11	MEDIAL	0	Wurzel	GDT661:R_BEFORE_VALUE	READER_BOUNDARY_UNSTABLE	yteeo	kühle hiervon den Ansatz vollständig	aiin	Menge III	MERGE_2	raiin	EXACT	r	ONE_EXACT	yteeo r aiin okar opor aiin ycheedy qeedar yteeey sheor oteeg	O_UNTESTABLE_LOCAL_BINDING	R_LOCAL_BINDING_CONDITION_ABSENT	0	R_LOCAL_BINDING_CONDITION_ABSENT
r	O	FREE_R_OCCURRENCE	Wurzel; bindet lokal an die folgende Trockenfraktion	MEDIUM	f112r	f112r.8	S	B	3	2	8	MEDIAL	0	Wurzel	GDT661:R_BODY	READER_BOUNDARY_UNSTABLE	sairo	[sairo:?]	eedy	[eedy:?]	MERGE_2	sairor	MERGE_2	sairor	NEITHER_EXACT	sairo r eedy chol qotchedy dody qokeeey dairam	O_UNTESTABLE_LOCAL_BINDING	R_LOCAL_BINDING_CONDITION_ABSENT	0	R_LOCAL_BINDING_CONDITION_ABSENT
y	O	FREE_Y_OCCURRENCE	hierzu oder linker Abschluss, je Lesergrenze	MEDIUM	f112r	f112r.9	S	B	3	5	10	MEDIAL	0	hierzu:	GDT659:Y_MEDIAL_RIGHT_REFERENCE	READER_BOUNDARY_UNSTABLE	qokeey	heiß am Ende des Grades	chedy	trocken in der Mitte des Grades, abgeschlossen	ONE	o	ONE	o	NEITHER_EXACT	saiin ol okeey qokeey y chedy teedy qokchy qokar y	O_HOLD_COMPATIBLE	Y_ALLOWED_REFERENCE_OR_LEFT_CLOSE	0	Y_ALLOWED_REFERENCE_OR_LEFT_CLOSE
y	O	FREE_Y_OCCURRENCE	hierzu oder linker Abschluss, je Lesergrenze	MEDIUM	f112r	f112r.9	S	B	3	10	10	FINAL	0	Eintrag abgeschlossen	GDT659:Y_EOS_CLOSE	READER_BOUNDARY_UNSTABLE	qokar	heiße Drogenfraktion I	BOUNDARY	BOUNDARY	MERGE_2	qokary	DELETE	EMPTY	NEITHER_EXACT	saiin ol okeey qokeey y chedy teedy qokchy qokar y	O_HOLD_COMPATIBLE	Y_ALLOWED_REFERENCE_OR_LEFT_CLOSE	0	Y_ALLOWED_REFERENCE_OR_LEFT_CLOSE
y	O	FREE_Y_OCCURRENCE	hierzu oder linker Abschluss, je Lesergrenze	MEDIUM	f112v	f112v.1	S	B	3	5	10	MEDIAL	0	hierzu:	GDT659:Y_MEDIAL_UNRESOLVED_HINGE	READER_BOUNDARY_UNSTABLE	otalair	[otalair:?]	fcheol	[fcheol:?]	EXACT	y	MERGE_2	otalairy	ONE_EXACT	keeoal chool opal otalair y fcheol oteey qor eees am	O_HOLD_COMPATIBLE	Y_ALLOWED_REFERENCE_OR_LEFT_CLOSE	0	Y_ALLOWED_REFERENCE_OR_LEFT_CLOSE
s	O	FREE_S_OCCURRENCE	Species- oder Chargensiglum	LOW	f112v	f112v.19	S	B	3	1	9	INITIAL	0	Samen-/Saatgutposten	GDT660:S_BOS	READER_BOUNDARY_UNSTABLE	BOUNDARY	BOUNDARY	arain	erste Drogenfraktion in Menge II	MERGE_2	sarain	MERGE_2	sarain	NEITHER_EXACT	s arain ain al qoeeey qoteo ar aiiinol chalor	O_NAMED_CONTEXT_CONFLICT	S_SEED_MATERIAL_NOT_SIGLUM	0	S_SEED_MATERIAL_NOT_SIGLUM
r	O	FREE_R_OCCURRENCE	Wurzel; bindet lokal an die folgende Trockenfraktion	MEDIUM	f112v	f112v.32	S	B	3	10	11	MEDIAL	0	Wurzel	GDT661:R_BODY	READER_BOUNDARY_UNSTABLE	opcheeo	[opcheeo:?]	a	je, zu gleichen Teilen	DELETE	EMPTY	MERGE_3	opcheeora	NEITHER_EXACT	tchedor shee keedy otedar checphey qopchedy qopcheey kar opcheeo r a	O_UNTESTABLE_LOCAL_BINDING	R_LOCAL_BINDING_CONDITION_ABSENT	0	R_LOCAL_BINDING_CONDITION_ABSENT
y	O	FREE_Y_OCCURRENCE	hierzu oder linker Abschluss, je Lesergrenze	MEDIUM	f112v	f112v.40	S	B	3	1	11	INITIAL	0	Eintrag:	GDT659:Y_BOS_ENTRY	KNOWN_CONTEXT_LICENSED	BOUNDARY	BOUNDARY	cheol	trockener Drogenstoff	EXACT	y	EXACT	y	BOTH_EXACT	y cheol lchedy chckhy cheolchal shchy daiin cheolor okain chedy daiin	O_NAMED_CONTEXT_CONFLICT	Y_ENTRY_OR_LABEL_OUTSIDE_CARD	0	Y_ENTRY_OR_LABEL_OUTSIDE_CARD
chodain	P	CH_DRY+O_PREP+D_MEASURE+AIN_II	zwei Dosen Trockenansatz	HIGH	f113r	f113r.1	S	B	3	10	12	MEDIAL	1	[chodain:?]	OPEN	UNKNOWN_SURFACE	lkchy	[lkchy:?]	alar	[alar:?]	EXACT	chodain	EXACT	chodain	BOTH_EXACT	pches chy ypcheedy fchdy chetar qopchedaiin oteey oty lkchy chodain alar chedy	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Seven occurrences admit the unchanged two-dose dry-preparation card.
y	O	FREE_Y_OCCURRENCE	hierzu oder linker Abschluss, je Lesergrenze	MEDIUM	f113r	f113r.12	S	B	3	1	10	INITIAL	0	Eintrag:	GDT659:Y_BOS_ENTRY	READER_BOUNDARY_UNSTABLE	BOUNDARY	BOUNDARY	shoain	[shoain:?]	MERGE_2	yshoain	MERGE_2	yshoain	NEITHER_EXACT	y shoain qoeey qoaiin shol lkeeoar chodaiin otam chos aiin	O_NAMED_CONTEXT_CONFLICT	Y_ENTRY_OR_LABEL_OUTSIDE_CARD	0	Y_ENTRY_OR_LABEL_OUTSIDE_CARD
s	O	FREE_S_OCCURRENCE	Species- oder Chargensiglum	LOW	f113r	f113r.15	S	B	3	3	5	MEDIAL	0	Samen-/Saatgutposten	GDT660:S_MEDIAL	KNOWN_CONTEXT_LICENSED	chs	Trockengut, Grundform	aiin	Menge III	EXACT	s	EXACT	s	BOTH_EXACT	chol chs s aiin chaiiin	O_NAMED_CONTEXT_CONFLICT	S_SEED_MATERIAL_NOT_SIGLUM	0	S_SEED_MATERIAL_NOT_SIGLUM
cphoy	P	CPH_COMPOSITE+O_PREP+Y_START_OR_CLOSE	Kompositum ansetzen und leicht abschließen	MEDIUM	f113r	f113r.20	S	B	3	7	10	MEDIAL	1	[cphoy:?]	OPEN	UNKNOWN_SURFACE	chdain	Trockendroge in Dosis II	chor	Pflanzen-/Reproduktionsteil	ONE	cphoithy	EXACT	cphoy	ONE_EXACT	kshoraiin qokeeoar shoteol lklcheol qokar chdain cphoy chor aiin ckhydy	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Both occurrences admit composite preparation plus closure in the same order.
y	O	FREE_Y_OCCURRENCE	hierzu oder linker Abschluss, je Lesergrenze	MEDIUM	f113r	f113r.27	S	B	3	6	13	MEDIAL	0	hierzu:	GDT659:Y_MEDIAL_UNRESOLVED_HINGE	READER_BOUNDARY_UNSTABLE	kcheey	heiß und trocken am Ende des Grades	raiin	Wurzel, Typ/Charge III	MERGE_2	yraiin	MERGE_2	yraiin	NEITHER_EXACT	tchol chol lsheol shor kcheey y raiin sheol tcheody tchey sheoky lpchedy qokam	O_HOLD_COMPATIBLE	Y_ALLOWED_REFERENCE_OR_LEFT_CLOSE	0	Y_ALLOWED_REFERENCE_OR_LEFT_CLOSE
os	P	O_PREP+S_TERM_SPECIES	Ansatzcharge	MEDIUM	f113r	f113r.28	S	B	3	4	13	MEDIAL	1	[os:?]	OPEN	UNKNOWN_SURFACE	chal	Rohstoffklasse I, trocken am Gradanfang	akchy	[akchy:?]	EXACT	os	EXACT	os	BOTH_EXACT	sar al chal os akchy daiin cheeeo rain otain chol lcholkaiin cheokedy lodas	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Twenty-three occurrences, including a singleton line, admit the unchanged preparation-species nominal card.
y	O	FREE_Y_OCCURRENCE	hierzu oder linker Abschluss, je Lesergrenze	MEDIUM	f113r	f113r.29	S	B	3	1	10	INITIAL	0	Eintrag:	GDT659:Y_BOS_ENTRY	READER_BOUNDARY_UNSTABLE	BOUNDARY	BOUNDARY	sheeoaiin	[sheeoaiin:?]	MERGE_2	ysheeoaiin	MERGE_2	ysheeoaiin	NEITHER_EXACT	y sheeoaiin olkeeol chtchol kcheody lkchedy okaiin chal taiin oteedy	O_NAMED_CONTEXT_CONFLICT	Y_ENTRY_OR_LABEL_OUTSIDE_CARD	0	Y_ENTRY_OR_LABEL_OUTSIDE_CARD
ckhar	P	CKH_COMPOSITE+AR_FRACTION_I	erste Kompositumfraktion	HIGH	f113r	f113r.31	S	B	3	4	13	MEDIAL	1	[ckhar:?]	OPEN	UNKNOWN_SURFACE	chear	trockene Fraktion I	shal	Rohstoffklasse I, feucht am Gradanfang	EXACT	ckhar	EXACT	ckhar	BOTH_EXACT	ytaiin okaiin chear ckhar shal shckhy okain o ar chor cky chokain qoky	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Both occurrences preserve the exact composite-plus-first-fraction reading.
y	O	FREE_Y_OCCURRENCE	hierzu oder linker Abschluss, je Lesergrenze	MEDIUM	f113r	f113r.35	S	B	3	1	14	INITIAL	0	Eintrag:	GDT659:Y_BOS_ENTRY	READER_BOUNDARY_UNSTABLE	BOUNDARY	BOUNDARY	sh	einweichen	MERGE_3	yshs	DELETE	EMPTY	NEITHER_EXACT	y sh s sheeo lkeeos aiin qokeees okchedy qotaiin otar okar ockhy rchdy qosain	O_NAMED_CONTEXT_CONFLICT	Y_ENTRY_OR_LABEL_OUTSIDE_CARD	0	Y_ENTRY_OR_LABEL_OUTSIDE_CARD
s	O	FREE_S_OCCURRENCE	Species- oder Chargensiglum	LOW	f113r	f113r.35	S	B	3	3	14	MEDIAL	0	Samen-/Saatgutposten	GDT660:S_MEDIAL	READER_BOUNDARY_UNSTABLE	sh	einweichen	sheeo	vollständig eingeweichter Ansatz	MERGE_3	yshs	DELETE	EMPTY	NEITHER_EXACT	y sh s sheeo lkeeos aiin qokeees okchedy qotaiin otar okar ockhy rchdy qosain	O_NAMED_CONTEXT_CONFLICT	S_SEED_MATERIAL_NOT_SIGLUM	0	S_SEED_MATERIAL_NOT_SIGLUM
shoaiin	P	SH_MOIST+O_PREP+AIIN_III	drei Teile Feuchtansatz	HIGH	f113r	f113r.4	S	B	3	3	12	MEDIAL	1	[shoaiin:?]	OPEN	UNKNOWN_SURFACE	olkeedy	Holzdrogenansatz vollständig erhitzt und abgeschlossen	cheeody	[cheeody:?]	EXACT	shoaiin	EXACT	shoaiin	BOTH_EXACT	kcheeos olkeedy shoaiin cheeody qokchedy chckhody qokedy qotaly lkar ar al om	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Both occurrences retain moist preparation plus quantity III because exact V48 oaiin is Ansatzmenge III; the process-stage rival remains visible.
cthes	P	CTH_HERB+E_MIDDLE+S_TERM_SPECIES	Kraut- oder Blattspecies der Mittelstufe	MEDIUM	f113r	f113r.40	S	B	3	5	12	MEDIAL	1	[cthes:?]	OPEN	UNKNOWN_SURFACE	chcheey	[chcheey:?]	aiin	Menge III	EXACT	cthes	EXACT	cthes	BOTH_EXACT	tarar cheey cheokeol chcheey cthes aiin ctheey ctharad shee qo tchey taram	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	The exact occurrence admits the unchanged herb-middle-species nominal card.
s	O	FREE_S_OCCURRENCE	Species- oder Chargensiglum	LOW	f113r	f113r.43	S	B	3	6	14	MEDIAL	0	Samen-/Saatgutposten	GDT660:S_MEDIAL	KNOWN_CONTEXT_LICENSED	al	Rohstoffklasse I	aiin	Menge III	EXACT	s	EXACT	s	BOTH_EXACT	ykcheor sheeod lkar ar al s aiin cheeey ol chedy lchey lkar am chedam	O_NAMED_CONTEXT_CONFLICT	S_SEED_MATERIAL_NOT_SIGLUM	0	S_SEED_MATERIAL_NOT_SIGLUM
y	O	FREE_Y_OCCURRENCE	hierzu oder linker Abschluss, je Lesergrenze	MEDIUM	f113r	f113r.47	S	B	3	1	12	INITIAL	0	Eintrag:	GDT659:Y_BOS_ENTRY	KNOWN_CONTEXT_LICENSED	BOUNDARY	BOUNDARY	sheol	feuchtes Material	EXACT	y	EXACT	y	BOTH_EXACT	y sheol keechey cholkeedy qokaiin chedal l kches ar okain qokaiin oram	O_NAMED_CONTEXT_CONFLICT	Y_ENTRY_OR_LABEL_OUTSIDE_CARD	0	Y_ENTRY_OR_LABEL_OUTSIDE_CARD
r	O	FREE_R_OCCURRENCE	Wurzel; bindet lokal an die folgende Trockenfraktion	MEDIUM	f113r	f113r.49	S	B	3	10	13	MEDIAL	0	Wurzel	GDT661:R_BEFORE_VALUE	READER_BOUNDARY_UNSTABLE	lcho	Trockenansatz aus Drogenholz	aiin	Menge III	MERGE_2	lchor	MERGE_3	lchoraiin	NEITHER_EXACT	sain cheeey cheo kcheey qokeey lkeeey okeeey lkchey lcho r aiin otain al	O_UNTESTABLE_LOCAL_BINDING	R_LOCAL_BINDING_CONDITION_ABSENT	0	R_LOCAL_BINDING_CONDITION_ABSENT
shos	P	SH_MOIST+O_PREP+S_TERM_SPECIES	Charge Feuchtansatz	HIGH	f113r	f113r.5	S	B	3	7	13	MEDIAL	1	[shos:?]	OPEN	UNKNOWN_SURFACE	otar	kalte Drogenfraktion I im Ansatz	aiin	Menge III	MERGE_2	shosaiin	MERGE_2	shosaiin	NEITHER_EXACT	ycheeckhy osaiin cheoar qokaiin chekal otar shos aiin chckhy chdo okol chedy chedy	HOLD_SAME_CARD	P_OR_W_MANUAL_CONTEXT_AUDIT	1	Nine occurrences admit the unchanged moist-preparation species/charge card.
y	O	FREE_Y_OCCURRENCE	hierzu oder linker Abschluss, je Lesergrenze	MEDIUM	f113v	f113v.27	S	B	3	1	5	INITIAL	0	Eintrag:	GDT659:Y_BOS_ENTRY	READER_BOUNDARY_UNSTABLE	BOUNDARY	BOUNDARY	cheeo	[cheeo:?]	MERGE_3	ycheeol	DELETE	EMPTY	NEITHER_EXACT	y cheeo l cheeo alkeedy	O_NAMED_CONTEXT_CONFLICT	Y_ENTRY_OR_LABEL_OUTSIDE_CARD	0	Y_ENTRY_OR_LABEL_OUTSIDE_CARD
r	O	FREE_R_OCCURRENCE	Wurzel; bindet lokal an die folgende Trockenfraktion	MEDIUM	f113v	f113v.29	S	B	3	7	13	MEDIAL	0	Wurzel	GDT661:R_BODY	READER_BOUNDARY_UNSTABLE	a	je, zu gleichen Teilen	cthey	CTH-Drogenmaterial, Form I; im Herbal Blatt-/Krautdroge, Form I	MERGE_2	ar	MERGE_2	ar	NEITHER_EXACT	ykeeol chedy qokeey olkeeey okaiin a r cthey okaiin al lor air aralg	O_UNTESTABLE_LOCAL_BINDING	R_LOCAL_BINDING_CONDITION_ABSENT	0	R_LOCAL_BINDING_CONDITION_ABSENT
r	O	FREE_R_OCCURRENCE	Wurzel; bindet lokal an die folgende Trockenfraktion	MEDIUM	f113v	f113v.35	S	B	3	4	6	MEDIAL	0	Wurzel	GDT661:R_BODY	READER_BOUNDARY_UNSTABLE	lo	Holzabsud	chedy	trocken in der Mitte des Grades, abgeschlossen	MERGE_2	lor	MERGE_2	lor	NEITHER_EXACT	qokaiin air lo r chedy otain	O_UNTESTABLE_LOCAL_BINDING	R_LOCAL_BINDING_CONDITION_ABSENT	0	R_LOCAL_BINDING_CONDITION_ABSENT
y	O	FREE_Y_OCCURRENCE	hierzu oder linker Abschluss, je Lesergrenze	MEDIUM	f113v	f113v.37	S	B	3	7	8	MEDIAL	0	hierzu:	GDT659:Y_MEDIAL_RIGHT_REFERENCE	READER_BOUNDARY_UNSTABLE	qokair	erhitze die zweite Fraktion	daiin	Grad-/Maßwert III	MERGE_2	ydaiin	MERGE_2	ydaiin	NEITHER_EXACT	qol aiin olaiin oteeey lchedy qokair y daiin	O_HOLD_COMPATIBLE	Y_ALLOWED_REFERENCE_OR_LEFT_CLOSE	0	Y_ALLOWED_REFERENCE_OR_LEFT_CLOSE
r	O	FREE_R_OCCURRENCE	Wurzel; bindet lokal an die folgende Trockenfraktion	MEDIUM	f113v	f113v.41	S	B	3	5	7	MEDIAL	0	Wurzel	GDT661:R_BEFORE_VALUE	READER_BOUNDARY_UNSTABLE	a	je, zu gleichen Teilen	aiin	Menge III	MERGE_2	ar	MERGE_2	ar	NEITHER_EXACT	dair aiin okain a r aiin cheody	O_UNTESTABLE_LOCAL_BINDING	R_LOCAL_BINDING_CONDITION_ABSENT	0	R_LOCAL_BINDING_CONDITION_ABSENT
y	O	FREE_Y_OCCURRENCE	hierzu oder linker Abschluss, je Lesergrenze	MEDIUM	f113v	f113v.48	S	B	3	1	12	INITIAL	0	Eintrag:	GDT659:Y_BOS_ENTRY	READER_BOUNDARY_UNSTABLE	BOUNDARY	BOUNDARY	cheol	trockener Drogenstoff	MERGE_2	ycheol	EXACT	y	ONE_EXACT	y cheol cheey qol lsheedy qokaiin chedy kain qokeeedy lkaiin okal dy	O_NAMED_CONTEXT_CONFLICT	Y_ENTRY_OR_LABEL_OUTSIDE_CARD	0	Y_ENTRY_OR_LABEL_OUTSIDE_CARD
