event_serial	record_unit_id	section	page	locus	field_id	statement_id	event_index_in_record	event_index_in_field	event_index_in_statement	event_index_in_physical_line	joint_tuple_id	literal_exact_card_order	dictionary_status	event_phrase	exact_source_language_entry	historical_attestation	v77_target	bracketed_exemplar_expansion	event_bound_working_reading	statement_membership	statement_constituent_fields	statement_physical_lines	statement_crosses_field	statement_crosses_physical_line	local_owner	owner_status_v73_v74	owner_break_before	layout_break_before	terminal_status	formal_link_or_entry_rival	local_grammar_pressure_flags	source_support_class	context_confidence	process_or_content_rival	strongest_contradiction	semantic_ceiling
180	B2	BIOLOGICAL	f82r	f82r.3	F050	B2-S005	14	4	4	6	b5fcea1eaed06b2f2291	E180=[OPAQUE_EXACT_CARD:b5fcea1eaed06b2f2291]	CODEBOOK_ATTESTED_CATEGORY	PER?	per	FLORENCE_FI1_1414::per::Archivio di Stato di Firenze, Chiavi delle cifre II, Pars 3, Nr.1; Lettere della Signoria responsive, filza Nr.1::1414::Aloys Meister 1902, printed pp.49-50; Somogyi 2016 Fi1/table 3	YES	[MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Den aktiven Posten nach der örtlichen Vorschrift bemessen.]	E180=PER? [MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Den aktiven Posten nach der örtlichen Vorschrift bemessen.]	B2-S005:E177-E184	F050|F051	f82r.3|f82r.4	YES	YES	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NONE	NONCLOSE	FORMAL_INTRA_FIELD_LINK_OR_SLOT_FILLER	PER_NOT_AT_FIELD_ENTRY	STRICT_FORMAL_PROMPT_NO_WORD_VALUE	0.46	Badehaus-technischer Rivale am selben Besitzer: Mengenbuch=lokaler Posten; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt.	WORKING_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT_OR_PORTABLE_GLOSS
181	B2	BIOLOGICAL	f82r	f82r.4	F051	B2-S005	15	1	5	1	b5fcea1eaed06b2f2291	E181=[OPAQUE_EXACT_CARD:b5fcea1eaed06b2f2291]	CODEBOOK_ATTESTED_CATEGORY	PER?	per	FLORENCE_FI1_1414::per::Archivio di Stato di Firenze, Chiavi delle cifre II, Pars 3, Nr.1; Lettere della Signoria responsive, filza Nr.1::1414::Aloys Meister 1902, printed pp.49-50; Somogyi 2016 Fi1/table 3	YES	[MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Den aktiven Posten nach der örtlichen Vorschrift bemessen.]	E181=PER? [MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Den aktiven Posten nach der örtlichen Vorschrift bemessen.]	B2-S005:E177-E184	F050|F051	f82r.3|f82r.4	YES	YES	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	FIELD_BOUNDARY|PHYSICAL_LINE_BOUNDARY	NONCLOSE	FORMAL_ENTRY_OR_RESET_MARK	NONE	STRICT_FORMAL_PROMPT_NO_WORD_VALUE	0.46	Badehaus-technischer Rivale am selben Besitzer: Mengenbuch=lokaler Posten; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt.	WORKING_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT_OR_PORTABLE_GLOSS
182	B2	BIOLOGICAL	f82r	f82r.4	F051	B2-S005	16	2	6	2	a8f891de626fc00028e9	E182=[OPAQUE_EXACT_CARD:a8f891de626fc00028e9]	EXEMPLAR_VALUE_UNKNOWN__NOT_V77_TARGET	[EXEMPLARWERT_UNBEKANNT]	NONE	NONE	NO	[MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Unter derselben Einstellung.]	E182=[EXEMPLARWERT_UNBEKANNT] [MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Unter derselben Einstellung.]	B2-S005:E177-E184	F050|F051	f82r.3|f82r.4	YES	YES	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NONE	NONCLOSE	FORMAL_INTRA_FIELD_LINK_OR_SLOT_FILLER	NONE	UNKNOWN_EXEMPLAR_WHOLE_CARD	0.34	Badehaus-technischer Rivale am selben Besitzer: Zuführung öffnen; keine Vererbung über einen Stationswechsel.	die konkrete Handlung ist nur occurrence-gebundener Exemplarwert, keine Kartenbedeutung.	WORKING_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT_OR_PORTABLE_GLOSS
183	B2	BIOLOGICAL	f82r	f82r.4	F051	B2-S005	17	3	7	3	f0db6d30cd34f4cb2a4d	E183=[OPAQUE_EXACT_CARD:f0db6d30cd34f4cb2a4d]	EXEMPLAR_VALUE_UNKNOWN__NOT_V77_TARGET	[EXEMPLARWERT_UNBEKANNT]	NONE	NONE	NO	[MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Das breite Gefäß.]	E183=[EXEMPLARWERT_UNBEKANNT] [MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Das breite Gefäß.]	B2-S005:E177-E184	F050|F051	f82r.3|f82r.4	YES	YES	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NONE	NONCLOSE	FORMAL_INTRA_FIELD_LINK_OR_SLOT_FILLER	NONE	UNKNOWN_EXEMPLAR_WHOLE_CARD	0.34	Badehaus-technischer Rivale am selben Besitzer: Wasser in das Becken einlassen; keine Vererbung über einen Stationswechsel.	die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	WORKING_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT_OR_PORTABLE_GLOSS
184	B2	BIOLOGICAL	f82r	f82r.4	F051	B2-S005	18	4	8	4	04a3877f0fc81b7597c9	E184=[OPAQUE_EXACT_CARD:04a3877f0fc81b7597c9]	EXEMPLAR_VALUE_UNKNOWN__NOT_V77_TARGET	[EXEMPLARWERT_UNBEKANNT]	NONE	NONE	NO	[MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Ziehe es ab und beende den Schritt.]	E184=[EXEMPLARWERT_UNBEKANNT] [MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Ziehe es ab und beende den Schritt.]	B2-S005:E177-E184	F050|F051	f82r.3|f82r.4	YES	YES	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NONE	TERMINAL	FORMAL_CLOSE_OR_COMMIT_MARK	NONE	UNKNOWN_EXEMPLAR_WHOLE_CARD	0.40	Badehaus-technischer Rivale am selben Besitzer: Füllstand am Randzeichen prüfen; keine Vererbung über einen Stationswechsel.	keine Kontur trägt einen Pfeil oder eine Flussrichtung.	WORKING_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT_OR_PORTABLE_GLOSS
185	B2	BIOLOGICAL	f82r	f82r.4	F052	B2-S006	19	1	1	5	5d5e0b288cf36864ed9d	E185=[OPAQUE_EXACT_CARD:5d5e0b288cf36864ed9d]	EXEMPLAR_VALUE_UNKNOWN__NOT_V77_TARGET	[EXEMPLARWERT_UNBEKANNT]	NONE	NONE	NO	[MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Der vorbereitete Bade- oder Waschzusatz.]	E185=[EXEMPLARWERT_UNBEKANNT] [MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Der vorbereitete Bade- oder Waschzusatz.]	B2-S006:E185-E188	F052	f82r.4	NO	NO	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	SENTENCE_BOUNDARY|FIELD_BOUNDARY	NONCLOSE	FORMAL_ENTRY_OR_RESET_MARK	NONE	UNKNOWN_EXEMPLAR_WHOLE_CARD	0.34	Badehaus-technischer Rivale am selben Besitzer: Arbeitsziel an der Station bereitstellen; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt; eine nackte Figur ist nicht automatisch Patientin oder therapeutisches Ziel; Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	WORKING_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT_OR_PORTABLE_GLOSS
186	B2	BIOLOGICAL	f82r	f82r.4	F052	B2-S006	20	2	2	6	308e8ea2d5d190c498e8	E186=[OPAQUE_EXACT_CARD:308e8ea2d5d190c498e8]	FORMAL_LABEL_NOT_WORD	[FORMAL_RELATION_SLOT_CHANNEL; KEIN_WORT]	NONE__NONWORD	NOT_APPLICABLE__STRUCTURAL_EDITORIAL_LABEL	YES	[MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Den aktiven Posten an der örtlich bezeichneten Station führen.]	E186=[FORMAL_RELATION_SLOT_CHANNEL; KEIN_WORT] [MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Den aktiven Posten an der örtlich bezeichneten Station führen.]	B2-S006:E185-E188	F052	f82r.4	NO	NO	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NONE	NONCLOSE	FORMAL_INTRA_FIELD_LINK_OR_SLOT_FILLER	FORMAL_NONWORD_REQUIRES_EXEMPLAR_EXPANSION	STRICT_FORMAL_PROMPT_NO_WORD_VALUE	0.46	Badehaus-technischer Rivale am selben Besitzer: Zieladresse=Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	WORKING_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT_OR_PORTABLE_GLOSS
187	B2	BIOLOGICAL	f82r	f82r.4	F052	B2-S006	21	3	3	7	c1913ec4ff84148da6d3	E187=[OPAQUE_EXACT_CARD:c1913ec4ff84148da6d3]	EXEMPLAR_VALUE_UNKNOWN__NOT_V77_TARGET	[EXEMPLARWERT_UNBEKANNT]	NONE	NONE	NO	[MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Über der örtlich bezeichneten Stelle.]	E187=[EXEMPLARWERT_UNBEKANNT] [MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Über der örtlich bezeichneten Stelle.]	B2-S006:E185-E188	F052	f82r.4	NO	NO	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NONE	NONCLOSE	FORMAL_INTRA_FIELD_LINK_OR_SLOT_FILLER	NONE	UNKNOWN_EXEMPLAR_WHOLE_CARD	0.34	Badehaus-technischer Rivale am selben Besitzer: Durchgang beobachten; keine Vererbung über einen Stationswechsel.	die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	WORKING_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT_OR_PORTABLE_GLOSS
188	B2	BIOLOGICAL	f82r	f82r.4	F052	B2-S006	22	4	4	8	276a7c2d74d1143446f4	E188=[OPAQUE_EXACT_CARD:276a7c2d74d1143446f4]	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLARWERT_UNBEKANNT]	NONE	NO_EXACT_PERIOD_CODEBOOK_CATEGORY_PLUS_CONTEXT_MATCH	YES	[MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Die Badeflüssigkeit am bezeichneten Körper- oder Teilbadbereich gebrauchen.]	E188=[EXEMPLARWERT_UNBEKANNT] [MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Die Badeflüssigkeit am bezeichneten Körper- oder Teilbadbereich gebrauchen.]	B2-S006:E185-E188	F052	f82r.4	NO	NO	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NONE	NONCLOSE	FORMAL_INTRA_FIELD_LINK_OR_SLOT_FILLER	NONE	EXACT_WORKING_MNEMONIC	0.46	Badehaus-technischer Rivale am selben Besitzer: aktive Charge an technischem Stationsziel F052; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt; eine nackte Figur ist nicht automatisch Patientin oder therapeutisches Ziel; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	WORKING_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT_OR_PORTABLE_GLOSS
189	B2	BIOLOGICAL	f82r	f82r.7	F053	B2-S007	23	1	1	1	cbb42a4fe68068325d6b	E189=[OPAQUE_EXACT_CARD:cbb42a4fe68068325d6b]	EXEMPLAR_VALUE_UNKNOWN__NOT_V77_TARGET	[EXEMPLARWERT_UNBEKANNT]	NONE	NONE	NO	[MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Gib sauberes Wasser hinzu und beende den Schritt.]	E189=[EXEMPLARWERT_UNBEKANNT] [MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Gib sauberes Wasser hinzu und beende den Schritt.]	B2-S007:E189-E189	F053	f82r.7	NO	NO	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	DIRECT_VISIBLE	BREAK_VISIBLE_GAP__RESET_SUBSTANCE_TARGET_DIRECTION	SENTENCE_BOUNDARY|FIELD_BOUNDARY|PHYSICAL_LINE_BOUNDARY|VISIBLE_OWNER_RESET	TERMINAL	FORMAL_ENTRY_OR_RESET_MARK	NONE	UNKNOWN_EXEMPLAR_WHOLE_CARD	0.40	Badehaus-technischer Rivale am selben Besitzer: Leitungszweig wählen; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt.	WORKING_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT_OR_PORTABLE_GLOSS
190	B2	BIOLOGICAL	f82r	f82r.7	F054	B2-S008	24	1	1	2	54d0e228ca346110af05	E190=[OPAQUE_EXACT_CARD:54d0e228ca346110af05]	EXEMPLAR_VALUE_UNKNOWN__NOT_V77_TARGET	[EXEMPLARWERT_UNBEKANNT]	NONE	NONE	NO	[MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Für dieselbe Dauer wie zuvor.]	E190=[EXEMPLARWERT_UNBEKANNT] [MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Für dieselbe Dauer wie zuvor.]	B2-S008:E190-E192	F054	f82r.7	NO	NO	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	SENTENCE_BOUNDARY|FIELD_BOUNDARY	NONCLOSE	FORMAL_ENTRY_OR_RESET_MARK	NONE	UNKNOWN_EXEMPLAR_WHOLE_CARD	0.34	Badehaus-technischer Rivale am selben Besitzer: Filtertuch oder Sieb einsetzen; keine Vererbung über einen Stationswechsel.	Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	WORKING_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT_OR_PORTABLE_GLOSS
191	B2	BIOLOGICAL	f82r	f82r.7	F054	B2-S008	25	2	2	3	3ae9a121ba0045b913e8	E191=[OPAQUE_EXACT_CARD:3ae9a121ba0045b913e8]	EXEMPLAR_VALUE_UNKNOWN__NOT_V77_TARGET	[EXEMPLARWERT_UNBEKANNT]	NONE	NONE	NO	[MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Über der örtlich bezeichneten Stelle.]	E191=[EXEMPLARWERT_UNBEKANNT] [MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Über der örtlich bezeichneten Stelle.]	B2-S008:E190-E192	F054	f82r.7	NO	NO	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NONE	NONCLOSE	FORMAL_INTRA_FIELD_LINK_OR_SLOT_FILLER	NONE	UNKNOWN_EXEMPLAR_WHOLE_CARD	0.34	Badehaus-technischer Rivale am selben Besitzer: Charge durch den Filter führen; keine Vererbung über einen Stationswechsel.	die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	WORKING_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT_OR_PORTABLE_GLOSS
192	B2	BIOLOGICAL	f82r	f82r.7	F054	B2-S008	26	3	3	4	bc4f1f5c006c74a4d26d	E192=[OPAQUE_EXACT_CARD:bc4f1f5c006c74a4d26d]	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLARWERT_UNBEKANNT]	NONE	NO_EXACT_PERIOD_CODEBOOK_CATEGORY_PLUS_CONTEXT_MATCH	YES	[MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Lasse es bis zur Bereitschaft stehen und beende den Schritt.]	E192=[EXEMPLARWERT_UNBEKANNT] [MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Lasse es bis zur Bereitschaft stehen und beende den Schritt.]	B2-S008:E190-E192	F054	f82r.7	NO	NO	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NONE	TERMINAL	FORMAL_CLOSE_OR_COMMIT_MARK	NONE	UNKNOWN_EXEMPLAR_WHOLE_CARD	0.40	Badehaus-technischer Rivale am selben Besitzer: Rückstand vom Filter abnehmen; keine Vererbung über einen Stationswechsel.	Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	WORKING_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT_OR_PORTABLE_GLOSS
193	B2	BIOLOGICAL	f82r	f82r.7	F055	B2-S009	27	1	1	5	daa1347f456415fe8737	E193=[OPAQUE_EXACT_CARD:daa1347f456415fe8737]	EXEMPLAR_VALUE_UNKNOWN__NOT_V77_TARGET	[EXEMPLARWERT_UNBEKANNT]	NONE	NONE	NO	[MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Halte es warm und beende den Schritt.]	E193=[EXEMPLARWERT_UNBEKANNT] [MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Halte es warm und beende den Schritt.]	B2-S009:E193-E193	F055	f82r.7	NO	NO	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	SENTENCE_BOUNDARY|FIELD_BOUNDARY	TERMINAL	FORMAL_ENTRY_OR_RESET_MARK	NONE	UNKNOWN_EXEMPLAR_WHOLE_CARD	0.40	Badehaus-technischer Rivale am selben Besitzer: Arbeitsziel an der Station bereitstellen; keine Vererbung über einen Stationswechsel.	Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	WORKING_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT_OR_PORTABLE_GLOSS
194	B2	BIOLOGICAL	f82r	f82r.7	F056	B2-S010	28	1	1	6	0275fbf14e07935b0a45	E194=[OPAQUE_EXACT_CARD:0275fbf14e07935b0a45]	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLARWERT_UNBEKANNT]	NONE	NO_EXACT_PERIOD_CODEBOOK_CATEGORY_PLUS_CONTEXT_MATCH	YES	[MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Die Charge für den vorgesehenen Gebrauch temperieren.]	E194=[EXEMPLARWERT_UNBEKANNT] [MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Die Charge für den vorgesehenen Gebrauch temperieren.]	B2-S010:E194-E197	F056	f82r.7	NO	NO	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	SENTENCE_BOUNDARY|FIELD_BOUNDARY	NONCLOSE	FORMAL_ENTRY_OR_RESET_MARK	NONE	EXACT_WORKING_MNEMONIC	0.46	Badehaus-technischer Rivale am selben Besitzer: aktive Charge an der Wärmestelle von Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt; Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	WORKING_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT_OR_PORTABLE_GLOSS
195	B2	BIOLOGICAL	f82r	f82r.7	F056	B2-S010	29	2	2	7	276a7c2d74d1143446f4	E195=[OPAQUE_EXACT_CARD:276a7c2d74d1143446f4]	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLARWERT_UNBEKANNT]	NONE	NO_EXACT_PERIOD_CODEBOOK_CATEGORY_PLUS_CONTEXT_MATCH	YES	[MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Die Badeflüssigkeit am bezeichneten Körper- oder Teilbadbereich gebrauchen.]	E195=[EXEMPLARWERT_UNBEKANNT] [MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Die Badeflüssigkeit am bezeichneten Körper- oder Teilbadbereich gebrauchen.]	B2-S010:E194-E197	F056	f82r.7	NO	NO	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NONE	NONCLOSE	FORMAL_INTRA_FIELD_LINK_OR_SLOT_FILLER	NONE	EXACT_WORKING_MNEMONIC	0.46	Badehaus-technischer Rivale am selben Besitzer: aktive Charge an technischem Stationsziel F056; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt; eine nackte Figur ist nicht automatisch Patientin oder therapeutisches Ziel; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	WORKING_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT_OR_PORTABLE_GLOSS
196	B2	BIOLOGICAL	f82r	f82r.7	F056	B2-S010	30	3	3	8	5eff216ba51fbfb21f22	E196=[OPAQUE_EXACT_CARD:5eff216ba51fbfb21f22]	EXEMPLAR_VALUE_UNKNOWN__NOT_V77_TARGET	[EXEMPLARWERT_UNBEKANNT]	NONE	NONE	NO	[MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Die erste Öffnung.]	E196=[EXEMPLARWERT_UNBEKANNT] [MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Die erste Öffnung.]	B2-S010:E194-E197	F056	f82r.7	NO	NO	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NONE	NONCLOSE	FORMAL_INTRA_FIELD_LINK_OR_SLOT_FILLER	NONE	UNKNOWN_EXEMPLAR_WHOLE_CARD	0.34	Badehaus-technischer Rivale am selben Besitzer: Wärme mit der Handprobe prüfen; keine Vererbung über einen Stationswechsel.	keine Kontur trägt einen Pfeil oder eine Flussrichtung; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	WORKING_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT_OR_PORTABLE_GLOSS
197	B2	BIOLOGICAL	f82r	f82r.7	F056	B2-S010	31	4	4	9	b5df9126607030b95175	E197=[OPAQUE_EXACT_CARD:b5df9126607030b95175]	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLARWERT_UNBEKANNT]	NONE	NO_EXACT_PERIOD_CODEBOOK_CATEGORY_PLUS_CONTEXT_MATCH	YES	[MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Den örtlichen Prüfzustand der Charge feststellen.]	E197=[EXEMPLARWERT_UNBEKANNT] [MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Den örtlichen Prüfzustand der Charge feststellen.]	B2-S010:E194-E197	F056	f82r.7	NO	NO	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	INHERITED_VISIBLE	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NONE	NONCLOSE	FORMAL_INTRA_FIELD_LINK_OR_SLOT_FILLER	NONE	EXACT_WORKING_MNEMONIC	0.46	Badehaus-technischer Rivale am selben Besitzer: Arbeitsstand der Charge an Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	WORKING_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT_OR_PORTABLE_GLOSS
198	B2	BIOLOGICAL	f82r	f82r.19	F057	B2-S011	32	1	1	1	1645e612504fcef59ced	E198=[OPAQUE_EXACT_CARD:1645e612504fcef59ced]	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLARWERT_UNBEKANNT]	NONE	NO_EXACT_PERIOD_CODEBOOK_CATEGORY_PLUS_CONTEXT_MATCH	YES	[MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Gib einen abgemessenen Anteil in das Gefäß.]	E198=[EXEMPLARWERT_UNBEKANNT] [MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Gib einen abgemessenen Anteil in das Gefäß.]	B2-S011:E198-E201	F057	f82r.19	NO	NO	B2_MIDDLE_RIGHT_AMBIGUOUS_STATION	UNRESOLVED	BREAK_VISIBLE_GAP__RESET_SUBSTANCE_TARGET_DIRECTION	SENTENCE_BOUNDARY|FIELD_BOUNDARY|PHYSICAL_LINE_BOUNDARY|VISIBLE_OWNER_RESET	NONCLOSE	FORMAL_ENTRY_OR_RESET_MARK	NONE	UNKNOWN_EXEMPLAR_WHOLE_CARD	0.18	Formaler Rivale: opaker Exemplar-/Zellwert ohne rekonstruierbare Stationshandlung.	Selbst der lokale Bildbesitzer ist an dieser Lücke unaufgelöst; Stoff oder Zubereitung ist nicht sichtbar bestimmt; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht; Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	WORKING_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT_OR_PORTABLE_GLOSS
199	B2	BIOLOGICAL	f82r	f82r.19	F057	B2-S011	33	2	2	2	4d4559019a961b834aa1	E199=[OPAQUE_EXACT_CARD:4d4559019a961b834aa1]	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLARWERT_UNBEKANNT]	NONE	NO_EXACT_PERIOD_CODEBOOK_CATEGORY_PLUS_CONTEXT_MATCH	YES	[MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Daraus, aus demselben Ansatz.]	E199=[EXEMPLARWERT_UNBEKANNT] [MASTER-EXEMPLAR; KEINE WORTBEDEUTUNG: Daraus, aus demselben Ansatz.]	B2-S011:E198-E201	F057	f82r.19	NO	NO	B2_MIDDLE_RIGHT_AMBIGUOUS_STATION	UNRESOLVED	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	NONE	NONCLOSE	FORMAL_INTRA_FIELD_LINK_OR_SLOT_FILLER	NONE	UNKNOWN_EXEMPLAR_WHOLE_CARD	0.18	Formaler Rivale: opaker Exemplar-/Zellwert ohne rekonstruierbare Stationshandlung.	Selbst der lokale Bildbesitzer ist an dieser Lücke unaufgelöst; Stoff oder Zubereitung ist nicht sichtbar bestimmt.	WORKING_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT_OR_PORTABLE_GLOSS
