event_serial	record_unit_id	page	locus	field_id	statement_id	joint_tuple_id	literal_card_order_token	v77_dictionary_decision	source_expansion_segment	segment_type	ellipsis_status	local_owner	owner_break_before	statement_line_crossing	statement_ends_after_event	et_per_reading	et_per_fit_cost_0_4	et_per_fit_reason	strongest_local_rival	source_status	semantic_ceiling
83	H5	f56r	f56r.8	F016	H5-S002	d665560c8ff80799a82c	E083:CARD[d665560c8ff80799a82c]=[EXEMPLARWERT UNBEKANNT]	OUTSIDE_BOUNDED_V77_DICTIONARY__EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR:Nimm die Auflage wieder ab]	LOCAL_SOURCE_EXEMPLAR	NO	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	NONE	NO__SINGLE_FIELD	NO	NONE	0	concrete phrase is supplied only by the selected local source exemplar	Technischer Pflanzenmaterial-Rivale: dem lokalen Posten als aktive Charge wieder aufnehmen.	EXPLORATORY_CONTINUOUS_WORKING_EDITION	ET_PER_ARE_PROVISIONAL_CATEGORIES;ALL_OTHER_CONCRETE_CONTENT_IS_EXEMPLAR_ONLY;NOT_TRANSLATION
84	H5	f56r	f56r.8	F016	H5-S002	c10aec6d4dd877ec8bd8	E084:CARD[c10aec6d4dd877ec8bd8]=[EXEMPLARWERT UNBEKANNT]	OUTSIDE_BOUNDED_V77_DICTIONARY__EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR:Wasche die Stelle mit Wasser]	LOCAL_SOURCE_EXEMPLAR	NO	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	NONE	NO__SINGLE_FIELD	NO	NONE	0	concrete phrase is supplied only by the selected local source exemplar	Technischer Pflanzenmaterial-Rivale: zweite Prüffläche dem lokalen Posten bereitstellen.	EXPLORATORY_CONTINUOUS_WORKING_EDITION	ET_PER_ARE_PROVISIONAL_CATEGORIES;ALL_OTHER_CONCRETE_CONTENT_IS_EXEMPLAR_ONLY;NOT_TRANSLATION
85	H5	f56r	f56r.8	F016	H5-S002	276a7c2d74d1143446f4	E085:CARD[276a7c2d74d1143446f4]=[EXEMPLARWERT UNBEKANNT]	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR:Wiederhole den Gebrauch nur, wenn er vertragen wird]	LOCAL_SOURCE_EXEMPLAR	NO	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	NONE	NO__SINGLE_FIELD	NO	NONE	0	concrete phrase is supplied only by the selected local source exemplar	Technischer Pflanzenmaterial-Rivale: aktive Charge auf dem lokalen Posten einsetzen.	EXPLORATORY_CONTINUOUS_WORKING_EDITION	ET_PER_ARE_PROVISIONAL_CATEGORIES;ALL_OTHER_CONCRETE_CONTENT_IS_EXEMPLAR_ONLY;NOT_TRANSLATION
86	H5	f56r	f56r.8	F016	H5-S002	95987d6f198d6d247511	E086:CARD[95987d6f198d6d247511]=[EXEMPLARWERT UNBEKANNT]	OUTSIDE_BOUNDED_V77_DICTIONARY__EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR:Beende die äußere Anwendung]	LOCAL_SOURCE_EXEMPLAR	NO	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	NONE	NO__SINGLE_FIELD	YES	NONE	0	concrete phrase is supplied only by the selected local source exemplar	Technischer Pflanzenmaterial-Rivale: beschichtete Prüffläche lufttrocknen lassen und schließen.	EXPLORATORY_CONTINUOUS_WORKING_EDITION	ET_PER_ARE_PROVISIONAL_CATEGORIES;ALL_OTHER_CONCRETE_CONTENT_IS_EXEMPLAR_ONLY;NOT_TRANSLATION
87	H5	f56r	f56r.12	F017	H5-S003	ad3581d3144f69a5912d	E087:CARD[ad3581d3144f69a5912d]=[EXEMPLARWERT UNBEKANNT]	OUTSIDE_BOUNDED_V77_DICTIONARY__EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR:Nimm vom übrigen Kraut die blühenden Stiele]	LOCAL_SOURCE_EXEMPLAR	NO	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	NONE	NO__SINGLE_FIELD	NO	NONE	0	concrete phrase is supplied only by the selected local source exemplar	Technischer Pflanzenmaterial-Rivale: Kopf- oder Knospenfraktion dem lokalen Posten eröffnen.	EXPLORATORY_CONTINUOUS_WORKING_EDITION	ET_PER_ARE_PROVISIONAL_CATEGORIES;ALL_OTHER_CONCRETE_CONTENT_IS_EXEMPLAR_ONLY;NOT_TRANSLATION
88	H5	f56r	f56r.12	F017	H5-S003	2cc054357a929df85f64	E088:CARD[2cc054357a929df85f64]=[EXEMPLARWERT UNBEKANNT]	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR:Trockne sie im Schatten]	LOCAL_SOURCE_EXEMPLAR	NO	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	NONE	NO__SINGLE_FIELD	NO	NONE	0	concrete phrase is supplied only by the selected local source exemplar	Technischer Pflanzenmaterial-Rivale: schmale Blattfraktion dem lokalen Posten getrennt einführen.	EXPLORATORY_CONTINUOUS_WORKING_EDITION	ET_PER_ARE_PROVISIONAL_CATEGORIES;ALL_OTHER_CONCRETE_CONTENT_IS_EXEMPLAR_ONLY;NOT_TRANSLATION
89	H5	f56r	f56r.12	F017	H5-S003	b74e9e65637b7c8538dd	E089:CARD[b74e9e65637b7c8538dd]=[EXEMPLARWERT UNBEKANNT]	OUTSIDE_BOUNDED_V77_DICTIONARY__EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR:Zerreibe sie grob]	LOCAL_SOURCE_EXEMPLAR	NO	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	NONE	NO__SINGLE_FIELD	NO	NONE	0	concrete phrase is supplied only by the selected local source exemplar	Technischer Pflanzenmaterial-Rivale: beide Fraktionen mit Loszeichen versehen.	EXPLORATORY_CONTINUOUS_WORKING_EDITION	ET_PER_ARE_PROVISIONAL_CATEGORIES;ALL_OTHER_CONCRETE_CONTENT_IS_EXEMPLAR_ONLY;NOT_TRANSLATION
90	H5	f56r	f56r.12	F017	H5-S003	1322bc176443fc2a8a86	E090:CARD[1322bc176443fc2a8a86]=[EXEMPLARWERT UNBEKANNT]	OUTSIDE_BOUNDED_V77_DICTIONARY__EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR:Verwahre sie trocken]	LOCAL_SOURCE_EXEMPLAR	NO	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	NONE	NO__SINGLE_FIELD	YES	NONE	0	concrete phrase is supplied only by the selected local source exemplar	Technischer Pflanzenmaterial-Rivale: beide im Schatten trocknen.	EXPLORATORY_CONTINUOUS_WORKING_EDITION	ET_PER_ARE_PROVISIONAL_CATEGORIES;ALL_OTHER_CONCRETE_CONTENT_IS_EXEMPLAR_ONLY;NOT_TRANSLATION
91	H5	f56r	f56r.13	F018	H5-S004	9ad66e67803a12e745de	E091:CARD[9ad66e67803a12e745de]=[EXEMPLARWERT UNBEKANNT]	OUTSIDE_BOUNDED_V77_DICTIONARY__EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR:Setze daraus einen schwachen Auszug an]	LOCAL_SOURCE_EXEMPLAR	NO	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	NONE	NO__SINGLE_FIELD	NO	NONE	0	concrete phrase is supplied only by the selected local source exemplar	Technischer Pflanzenmaterial-Rivale: getrocknete Blattfraktion dem lokalen Posten wieder aufnehmen.	EXPLORATORY_CONTINUOUS_WORKING_EDITION	ET_PER_ARE_PROVISIONAL_CATEGORIES;ALL_OTHER_CONCRETE_CONTENT_IS_EXEMPLAR_ONLY;NOT_TRANSLATION
92	H5	f56r	f56r.13	F018	H5-S004	087a47b5423438cd6b6a	E092:CARD[087a47b5423438cd6b6a]=[EXEMPLARWERT UNBEKANNT]	OUTSIDE_BOUNDED_V77_DICTIONARY__EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR:Nimm milden Wein als Medium]	LOCAL_SOURCE_EXEMPLAR	NO	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	NONE	NO__SINGLE_FIELD	NO	NONE	0	concrete phrase is supplied only by the selected local source exemplar	Technischer Pflanzenmaterial-Rivale: Lagerfach dem lokalen Posten zuweisen.	EXPLORATORY_CONTINUOUS_WORKING_EDITION	ET_PER_ARE_PROVISIONAL_CATEGORIES;ALL_OTHER_CONCRETE_CONTENT_IS_EXEMPLAR_ONLY;NOT_TRANSLATION
93	H5	f56r	f56r.13	F018	H5-S004	75a523fcf039b006f97b	E093:CARD[75a523fcf039b006f97b]=[EXEMPLARWERT UNBEKANNT]	OUTSIDE_BOUNDED_V77_DICTIONARY__EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR:Seihe ihn durch ein Tuch]	LOCAL_SOURCE_EXEMPLAR	NO	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	NONE	NO__SINGLE_FIELD	YES	NONE	0	concrete phrase is supplied only by the selected local source exemplar	Technischer Pflanzenmaterial-Rivale: Fraktion trocken im Lagerfach verwahren.	EXPLORATORY_CONTINUOUS_WORKING_EDITION	ET_PER_ARE_PROVISIONAL_CATEGORIES;ALL_OTHER_CONCRETE_CONTENT_IS_EXEMPLAR_ONLY;NOT_TRANSLATION
94	H5	f56r	f56r.18	F019	H5-S005	2cc054357a929df85f64	E094:CARD[2cc054357a929df85f64]=[EXEMPLARWERT UNBEKANNT]	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR:Gib Honig hinzu]	LOCAL_SOURCE_EXEMPLAR	NO	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	NONE	NO__SINGLE_FIELD	NO	NONE	0	concrete phrase is supplied only by the selected local source exemplar	Technischer Pflanzenmaterial-Rivale: frischen Pflanzenrest dem lokalen Posten als neue Arbeitscharge einführen.	EXPLORATORY_CONTINUOUS_WORKING_EDITION	ET_PER_ARE_PROVISIONAL_CATEGORIES;ALL_OTHER_CONCRETE_CONTENT_IS_EXEMPLAR_ONLY;NOT_TRANSLATION
95	H5	f56r	f56r.18	F019	H5-S005	9ad66e67803a12e745de	E095:CARD[9ad66e67803a12e745de]=[EXEMPLARWERT UNBEKANNT]	OUTSIDE_BOUNDED_V77_DICTIONARY__EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR:Erwärme gelinde]	LOCAL_SOURCE_EXEMPLAR	NO	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	NONE	NO__SINGLE_FIELD	NO	NONE	0	concrete phrase is supplied only by the selected local source exemplar	Technischer Pflanzenmaterial-Rivale: Rest mit wenig Wasser wieder anfeuchten.	EXPLORATORY_CONTINUOUS_WORKING_EDITION	ET_PER_ARE_PROVISIONAL_CATEGORIES;ALL_OTHER_CONCRETE_CONTENT_IS_EXEMPLAR_ONLY;NOT_TRANSLATION
96	H5	f56r	f56r.18	F019	H5-S005	c71c72da4e09e0833392	E096:CARD[c71c72da4e09e0833392]=[EXEMPLARWERT UNBEKANNT]	OUTSIDE_BOUNDED_V77_DICTIONARY__EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR:Gib den Auszug als Brusttrank]	LOCAL_SOURCE_EXEMPLAR	NO	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	NONE	NO__SINGLE_FIELD	NO	NONE	0	concrete phrase is supplied only by the selected local source exemplar	Technischer Pflanzenmaterial-Rivale: Rest zu gleichmäßiger Klebmasse arbeiten.	EXPLORATORY_CONTINUOUS_WORKING_EDITION	ET_PER_ARE_PROVISIONAL_CATEGORIES;ALL_OTHER_CONCRETE_CONTENT_IS_EXEMPLAR_ONLY;NOT_TRANSLATION
97	H5	f56r	f56r.18	F019	H5-S005	61a075bc54793c1c781f	E097:CARD[61a075bc54793c1c781f]=[EXEMPLARWERT UNBEKANNT]	OUTSIDE_BOUNDED_V77_DICTIONARY__EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR:Gebrauche ihn bei trockenem Husten]	LOCAL_SOURCE_EXEMPLAR	NO	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	NONE	NO__SINGLE_FIELD	YES	NONE	0	concrete phrase is supplied only by the selected local source exemplar	Technischer Pflanzenmaterial-Rivale: frische Masse dem lokalen Posten im bedeckten Topf lagern.	EXPLORATORY_CONTINUOUS_WORKING_EDITION	ET_PER_ARE_PROVISIONAL_CATEGORIES;ALL_OTHER_CONCRETE_CONTENT_IS_EXEMPLAR_ONLY;NOT_TRANSLATION
98	H5	f56r	f56r.19	F020	H5-S006	faf321940aed922846a9	E098:CARD[faf321940aed922846a9]=[EXEMPLARWERT UNBEKANNT]	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR:Führe den ausgewählten Trankanteil als Gabe]	LOCAL_SOURCE_EXEMPLAR	NO	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	NONE	NO__SINGLE_FIELD	NO	NONE	0	concrete phrase is supplied only by the selected local source exemplar	Technischer Pflanzenmaterial-Rivale: bezeichnete Blütenfraktion dem lokalen Posten wählen.	EXPLORATORY_CONTINUOUS_WORKING_EDITION	ET_PER_ARE_PROVISIONAL_CATEGORIES;ALL_OTHER_CONCRETE_CONTENT_IS_EXEMPLAR_ONLY;NOT_TRANSLATION
99	H5	f56r	f56r.19	F020	H5-S006	9bb7122b386ebbc6138f	E099:CARD[9bb7122b386ebbc6138f]=[EXEMPLARWERT UNBEKANNT]	OUTSIDE_BOUNDED_V77_DICTIONARY__EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR:Je Gabe [ELLIPSE:Prädikat oder Bezug aus dem lokalen Masterexemplar ergänzen]]	LOCAL_SOURCE_EXEMPLAR	YES_EXPLICIT	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	NONE	NO__SINGLE_FIELD	NO	NONE	0	concrete phrase is supplied only by the selected local source exemplar	Technischer Pflanzenmaterial-Rivale: geöffnete Blüte als Referenzteil einlegen.	EXPLORATORY_CONTINUOUS_WORKING_EDITION	ET_PER_ARE_PROVISIONAL_CATEGORIES;ALL_OTHER_CONCRETE_CONTENT_IS_EXEMPLAR_ONLY;NOT_TRANSLATION
100	H5	f56r	f56r.19	F020	H5-S006	2f1c5e56e8f0ff459065	E100:CARD[2f1c5e56e8f0ff459065]=[FORMAL; KEIN WORT]	FORMAL_LABEL_NOT_WORD	[FORMAL; KEIN WORT]	FORMAL_NONWORD	NOT_APPLICABLE	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	NONE	NO__SINGLE_FIELD	YES	NONE	0	nonlexical formal event retained without paraphrase	any word reading is forbidden	EXPLORATORY_CONTINUOUS_WORKING_EDITION	ET_PER_ARE_PROVISIONAL_CATEGORIES;ALL_OTHER_CONCRETE_CONTENT_IS_EXEMPLAR_ONLY;NOT_TRANSLATION
101	B1	f81v	f81v.2	F021	B1-S001	7db18b2f0fb7ed0fcfd3	E101:CARD[7db18b2f0fb7ed0fcfd3]=[EXEMPLARWERT UNBEKANNT]	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR:Die bezeichnete Stelle oder den Lauf mit der aktiven Waschflotte spülen]	LOCAL_SOURCE_EXEMPLAR	NO	gemeinsames zweireihiges Figuren-/Beckenfeld	RECORD_START__RESET_ALL_LOCAL_STATE	NO:f81v.2	YES	NONE	0	concrete phrase is supplied only by the selected local source exemplar	Badehaus-technischer Rivale am selben Besitzer: Leitungsweg von Grundbecken A mit Wärmestelle W1, Rinne R1 und Rücklauf R0; keine Vererbung über einen Stationswechsel.	EXPLORATORY_CONTINUOUS_WORKING_EDITION	ET_PER_ARE_PROVISIONAL_CATEGORIES;ALL_OTHER_CONCRETE_CONTENT_IS_EXEMPLAR_ONLY;NOT_TRANSLATION
102	B1	f81v	f81v.2	F022	B1-S002	b5fcea1eaed06b2f2291	E102:CARD[b5fcea1eaed06b2f2291]=PER?	CODEBOOK_ATTESTED_CATEGORY	[PER?:DURCH?] [EXEMPLAR:den unmittelbar folgenden Rücklauf [ELLIPSE:lokales Komplement]]	CODEBOOK_ATTESTED_CATEGORY_PER_WITH_EXEMPLAR_COMPLEMENT	EXPLICIT_EXEMPLAR_COMPLEMENT	gemeinsames zweireihiges Figuren-/Beckenfeld	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	YES:f81v.2→f81v.7; CLAUSE_CONTINUES_ACROSS_PHYSICAL_LINES	NO	DURCH	1	field-entry through-reading takes the visible next segment as complement	could instead be a generic entry mark	EXPLORATORY_CONTINUOUS_WORKING_EDITION	ET_PER_ARE_PROVISIONAL_CATEGORIES;ALL_OTHER_CONCRETE_CONTENT_IS_EXEMPLAR_ONLY;NOT_TRANSLATION
103	B1	f81v	f81v.2	F022	B1-S002	22fb87a5a83e5c3fb510	E103:CARD[22fb87a5a83e5c3fb510]=[EXEMPLARWERT UNBEKANNT]	OUTSIDE_BOUNDED_V77_DICTIONARY__EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR:Der zurücklaufende Strom [ELLIPSE:Prädikat oder Bezug aus dem lokalen Masterexemplar ergänzen]]	LOCAL_SOURCE_EXEMPLAR	YES_EXPLICIT	gemeinsames zweireihiges Figuren-/Beckenfeld	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	YES:f81v.2→f81v.7; CLAUSE_CONTINUES_ACROSS_PHYSICAL_LINES	NO	NONE	0	concrete phrase is supplied only by the selected local source exemplar	Badehaus-technischer Rivale am selben Besitzer: Zulauf vorerst schließen; keine Vererbung über einen Stationswechsel.	EXPLORATORY_CONTINUOUS_WORKING_EDITION	ET_PER_ARE_PROVISIONAL_CATEGORIES;ALL_OTHER_CONCRETE_CONTENT_IS_EXEMPLAR_ONLY;NOT_TRANSLATION
104	B1	f81v	f81v.2	F022	B1-S002	308e8ea2d5d190c498e8	E104:CARD[308e8ea2d5d190c498e8]=[FORMAL; KEIN WORT]	FORMAL_LABEL_NOT_WORD	[FORMAL; KEIN WORT]	FORMAL_NONWORD	NOT_APPLICABLE	gemeinsames zweireihiges Figuren-/Beckenfeld	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	YES:f81v.2→f81v.7; CLAUSE_CONTINUES_ACROSS_PHYSICAL_LINES	NO	NONE	0	nonlexical formal event retained without paraphrase	any word reading is forbidden	EXPLORATORY_CONTINUOUS_WORKING_EDITION	ET_PER_ARE_PROVISIONAL_CATEGORIES;ALL_OTHER_CONCRETE_CONTENT_IS_EXEMPLAR_ONLY;NOT_TRANSLATION
105	B1	f81v	f81v.2	F022	B1-S002	4d4559019a961b834aa1	E105:CARD[4d4559019a961b834aa1]=[EXEMPLARWERT UNBEKANNT]	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR:Daraus, aus demselben Ansatz [ELLIPSE:Prädikat oder Bezug aus dem lokalen Masterexemplar ergänzen]]	LOCAL_SOURCE_EXEMPLAR	YES_EXPLICIT	gemeinsames zweireihiges Figuren-/Beckenfeld	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	YES:f81v.2→f81v.7; CLAUSE_CONTINUES_ACROSS_PHYSICAL_LINES	NO	NONE	0	concrete phrase is supplied only by the selected local source exemplar	Badehaus-technischer Rivale am selben Besitzer: Ausgangsstand im Anlagenbuch markieren; keine Vererbung über einen Stationswechsel.	EXPLORATORY_CONTINUOUS_WORKING_EDITION	ET_PER_ARE_PROVISIONAL_CATEGORIES;ALL_OTHER_CONCRETE_CONTENT_IS_EXEMPLAR_ONLY;NOT_TRANSLATION
106	B1	f81v	f81v.2	F022	B1-S002	dcda95c81a5460feb191	E106:CARD[dcda95c81a5460feb191]=ET?	CODEBOOK_ATTESTED_CATEGORY	[ET?:AUCH?]	CODEBOOK_ATTESTED_CATEGORY_ET	NO_NEW_COMPLEMENT	gemeinsames zweireihiges Figuren-/Beckenfeld	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	YES:f81v.2→f81v.7; CLAUSE_CONTINUES_ACROSS_PHYSICAL_LINES	NO	AUCH	1	adds a measured portion to the same-source phrase	deictic source is exemplar-supplied	EXPLORATORY_CONTINUOUS_WORKING_EDITION	ET_PER_ARE_PROVISIONAL_CATEGORIES;ALL_OTHER_CONCRETE_CONTENT_IS_EXEMPLAR_ONLY;NOT_TRANSLATION
107	B1	f81v	f81v.2	F022	B1-S002	9da1b6ac2c929daea697	E107:CARD[9da1b6ac2c929daea697]=[EXEMPLARWERT UNBEKANNT]	OUTSIDE_BOUNDED_V77_DICTIONARY__EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR:Ein abgemessener Anteil [ELLIPSE:Prädikat oder Bezug aus dem lokalen Masterexemplar ergänzen]]	LOCAL_SOURCE_EXEMPLAR	YES_EXPLICIT	gemeinsames zweireihiges Figuren-/Beckenfeld	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	YES:f81v.2→f81v.7; CLAUSE_CONTINUES_ACROSS_PHYSICAL_LINES	NO	NONE	0	concrete phrase is supplied only by the selected local source exemplar	Badehaus-technischer Rivale am selben Besitzer: Zulauf vorerst schließen; keine Vererbung über einen Stationswechsel.	EXPLORATORY_CONTINUOUS_WORKING_EDITION	ET_PER_ARE_PROVISIONAL_CATEGORIES;ALL_OTHER_CONCRETE_CONTENT_IS_EXEMPLAR_ONLY;NOT_TRANSLATION
108	B1	f81v	f81v.2	F022	B1-S002	94df4847b7b16c98394a	E108:CARD[94df4847b7b16c98394a]=[EXEMPLARWERT UNBEKANNT]	OUTSIDE_BOUNDED_V77_DICTIONARY__EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR:Das untere Becken [ELLIPSE:Prädikat oder Bezug aus dem lokalen Masterexemplar ergänzen]]	LOCAL_SOURCE_EXEMPLAR	YES_EXPLICIT	gemeinsames zweireihiges Figuren-/Beckenfeld	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	YES:f81v.2→f81v.7; CLAUSE_CONTINUES_ACROSS_PHYSICAL_LINES	NO	NONE	0	concrete phrase is supplied only by the selected local source exemplar	Badehaus-technischer Rivale am selben Besitzer: Filteraufnahme leeren; keine Vererbung über einen Stationswechsel.	EXPLORATORY_CONTINUOUS_WORKING_EDITION	ET_PER_ARE_PROVISIONAL_CATEGORIES;ALL_OTHER_CONCRETE_CONTENT_IS_EXEMPLAR_ONLY;NOT_TRANSLATION
109	B1	f81v	f81v.2	F022	B1-S002	dd0ecaf5e27d81befffc	E109:CARD[dd0ecaf5e27d81befffc]=[EXEMPLARWERT UNBEKANNT]	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR:Den aktiven Posten an der örtlich bezeichneten Station führen [ELLIPSE:Prädikat oder Bezug aus dem lokalen Masterexemplar ergänzen]]	LOCAL_SOURCE_EXEMPLAR	YES_EXPLICIT	gemeinsames zweireihiges Figuren-/Beckenfeld	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	YES:f81v.2→f81v.7; CLAUSE_CONTINUES_ACROSS_PHYSICAL_LINES	NO	NONE	0	concrete phrase is supplied only by the selected local source exemplar	Badehaus-technischer Rivale am selben Besitzer: Zieladresse=Grundbecken A mit Wärmestelle W1, Rinne R1 und Rücklauf R0; keine Vererbung über einen Stationswechsel.	EXPLORATORY_CONTINUOUS_WORKING_EDITION	ET_PER_ARE_PROVISIONAL_CATEGORIES;ALL_OTHER_CONCRETE_CONTENT_IS_EXEMPLAR_ONLY;NOT_TRANSLATION
110	B1	f81v	f81v.2	F022	B1-S002	dcda95c81a5460feb191	E110:CARD[dcda95c81a5460feb191]=ET?	CODEBOOK_ATTESTED_CATEGORY	[ET?:UND?]	CODEBOOK_ATTESTED_CATEGORY_ET	NO_NEW_COMPLEMENT	gemeinsames zweireihiges Figuren-/Beckenfeld	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	YES:f81v.2→f81v.7; CLAUSE_CONTINUES_ACROSS_PHYSICAL_LINES	NO	UND	2	adds the next timing clause to the local-station phrase	left member is nominal/elliptical	EXPLORATORY_CONTINUOUS_WORKING_EDITION	ET_PER_ARE_PROVISIONAL_CATEGORIES;ALL_OTHER_CONCRETE_CONTENT_IS_EXEMPLAR_ONLY;NOT_TRANSLATION
111	B1	f81v	f81v.2	F022	B1-S002	1496a731803a9f48d2e1	E111:CARD[1496a731803a9f48d2e1]=[EXEMPLARWERT UNBEKANNT]	OUTSIDE_BOUNDED_V77_DICTIONARY__EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR:Bevor es abkühlt [ELLIPSE:Prädikat oder Bezug aus dem lokalen Masterexemplar ergänzen]]	LOCAL_SOURCE_EXEMPLAR	YES_EXPLICIT	gemeinsames zweireihiges Figuren-/Beckenfeld	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	YES:f81v.2→f81v.7; CLAUSE_CONTINUES_ACROSS_PHYSICAL_LINES	NO	NONE	0	concrete phrase is supplied only by the selected local source exemplar	Badehaus-technischer Rivale am selben Besitzer: Zulauf vorerst schließen; keine Vererbung über einen Stationswechsel.	EXPLORATORY_CONTINUOUS_WORKING_EDITION	ET_PER_ARE_PROVISIONAL_CATEGORIES;ALL_OTHER_CONCRETE_CONTENT_IS_EXEMPLAR_ONLY;NOT_TRANSLATION
112	B1	f81v	f81v.2	F022	B1-S002	0f18de177ed7c878bf95	E112:CARD[0f18de177ed7c878bf95]=[EXEMPLARWERT UNBEKANNT]	OUTSIDE_BOUNDED_V77_DICTIONARY__EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR:Der vorbereitete Bade- oder Waschzusatz [ELLIPSE:Prädikat oder Bezug aus dem lokalen Masterexemplar ergänzen]]	LOCAL_SOURCE_EXEMPLAR	YES_EXPLICIT	gemeinsames zweireihiges Figuren-/Beckenfeld	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	YES:f81v.2→f81v.7; CLAUSE_CONTINUES_ACROSS_PHYSICAL_LINES	NO	NONE	0	concrete phrase is supplied only by the selected local source exemplar	Badehaus-technischer Rivale am selben Besitzer: Filteraufnahme leeren; keine Vererbung über einen Stationswechsel.	EXPLORATORY_CONTINUOUS_WORKING_EDITION	ET_PER_ARE_PROVISIONAL_CATEGORIES;ALL_OTHER_CONCRETE_CONTENT_IS_EXEMPLAR_ONLY;NOT_TRANSLATION
113	B1	f81v	f81v.7	F023	B1-S002	dec401773c1f0347793d	E113:CARD[dec401773c1f0347793d]=[EXEMPLARWERT UNBEKANNT]	EXEMPLAR_VALUE_UNKNOWN	[EXEMPLAR:Den vorigen recordlokalen Posten wieder aufnehmen [ELLIPSE:Prädikat oder Bezug aus dem lokalen Masterexemplar ergänzen]]	LOCAL_SOURCE_EXEMPLAR	YES_EXPLICIT	gemeinsames zweireihiges Figuren-/Beckenfeld	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	YES:f81v.2→f81v.7; CLAUSE_CONTINUES_ACROSS_PHYSICAL_LINES	NO	NONE	0	concrete phrase is supplied only by the selected local source exemplar	Badehaus-technischer Rivale am selben Besitzer: Vorcharge im recordlokalen Register B1; keine Vererbung über einen Stationswechsel.	EXPLORATORY_CONTINUOUS_WORKING_EDITION	ET_PER_ARE_PROVISIONAL_CATEGORIES;ALL_OTHER_CONCRETE_CONTENT_IS_EXEMPLAR_ONLY;NOT_TRANSLATION
