event_serial	section	record_unit_id	page	locus	field_id	statement_id	joint_tuple_id	owner	owner_status	position_in_field	field_length	literal_card_order_token	selected_dictionary_status	selected_working_word	bracketed_source_expansion	continuous_event_phrase	terminal_status	strongest_local_rival	contradiction	semantic_ceiling
103	BIOLOGICAL	B1	f81v	f81v.2	F022	B1-S002	22fb87a5a83e5c3fb510	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	2	11	[OPAQUE_KARTE:22fb87a5a83e5c3fb510]	EXEMPLAR_VALUE_UNKNOWN	NONE	[EXEMPLAR:Der zurücklaufende Strom]	[EXEMPLAR:Der zurücklaufende Strom]	NONCLOSE	Badehaus-technischer Rivale am selben Besitzer: Zulauf vorerst schließen; keine Vererbung über einen Stationswechsel.	keine Kontur trägt einen Pfeil oder eine Flussrichtung.	WORKING_TRANSLATION_SHAPED_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT
104	BIOLOGICAL	B1	f81v	f81v.2	F022	B1-S002	308e8ea2d5d190c498e8	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	3	11	[FORMAL:FORMAL_RELATION_SLOT_CHANNEL__NOT_A_WORD;KEIN_WORT]	FORMAL_LABEL_NOT_WORD	NONE	[EXEMPLAR:Den aktiven Posten an der örtlich bezeichneten Station führen]	[FORMAL:FORMAL_RELATION_SLOT_CHANNEL__NOT_A_WORD;KEIN_WORT] [EXEMPLAR:Den aktiven Posten an der örtlich bezeichneten Station führen]	NONCLOSE	Badehaus-technischer Rivale am selben Besitzer: Zieladresse=Grundbecken A mit Wärmestelle W1, Rinne R1 und Rücklauf R0; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	WORKING_TRANSLATION_SHAPED_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT
105	BIOLOGICAL	B1	f81v	f81v.2	F022	B1-S002	4d4559019a961b834aa1	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	4	11	[OPAQUE_KARTE:4d4559019a961b834aa1]	EXEMPLAR_VALUE_UNKNOWN	NONE	[EXEMPLAR:Daraus, aus demselben Ansatz]	[EXEMPLAR:Daraus, aus demselben Ansatz]	NONCLOSE	Badehaus-technischer Rivale am selben Besitzer: Ausgangsstand im Anlagenbuch markieren; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt.	WORKING_TRANSLATION_SHAPED_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT
106	BIOLOGICAL	B1	f81v	f81v.2	F022	B1-S002	dcda95c81a5460feb191	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	5	11	[WORTKANDIDAT:ET?]	PROVISIONAL_CODEBOOK_WORD__MINORITY_CREATIVE_LEAD	ET?__UND_ODER_AUCH?	[EXEMPLAR:Den recordlokalen aktiven Posten im Arbeitsgang fortführen]	und/auch? [EXEMPLAR:Den recordlokalen aktiven Posten im Arbeitsgang fortführen]	NONCLOSE	Badehaus-technischer Rivale am selben Besitzer: aktive Charge/Rücklauf des Feldes F022; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt.	WORKING_TRANSLATION_SHAPED_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT
107	BIOLOGICAL	B1	f81v	f81v.2	F022	B1-S002	9da1b6ac2c929daea697	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	6	11	[OPAQUE_KARTE:9da1b6ac2c929daea697]	EXEMPLAR_VALUE_UNKNOWN	NONE	[EXEMPLAR:Ein abgemessener Anteil]	[EXEMPLAR:Ein abgemessener Anteil]	NONCLOSE	Badehaus-technischer Rivale am selben Besitzer: Zulauf vorerst schließen; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt; Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	WORKING_TRANSLATION_SHAPED_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT
108	BIOLOGICAL	B1	f81v	f81v.2	F022	B1-S002	94df4847b7b16c98394a	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	7	11	[OPAQUE_KARTE:94df4847b7b16c98394a]	EXEMPLAR_VALUE_UNKNOWN	NONE	[EXEMPLAR:Das untere Becken]	[EXEMPLAR:Das untere Becken]	NONCLOSE	Badehaus-technischer Rivale am selben Besitzer: Filteraufnahme leeren; keine Vererbung über einen Stationswechsel.	die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	WORKING_TRANSLATION_SHAPED_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT
109	BIOLOGICAL	B1	f81v	f81v.2	F022	B1-S002	dd0ecaf5e27d81befffc	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	8	11	[OPAQUE_KARTE:dd0ecaf5e27d81befffc]	EXEMPLAR_VALUE_UNKNOWN	NONE	[EXEMPLAR:Den aktiven Posten an der örtlich bezeichneten Station führen]	[EXEMPLAR:Den aktiven Posten an der örtlich bezeichneten Station führen]	NONCLOSE	Badehaus-technischer Rivale am selben Besitzer: Zieladresse=Grundbecken A mit Wärmestelle W1, Rinne R1 und Rücklauf R0; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	WORKING_TRANSLATION_SHAPED_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT
110	BIOLOGICAL	B1	f81v	f81v.2	F022	B1-S002	dcda95c81a5460feb191	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	9	11	[WORTKANDIDAT:ET?]	PROVISIONAL_CODEBOOK_WORD__MINORITY_CREATIVE_LEAD	ET?__UND_ODER_AUCH?	[EXEMPLAR:Den recordlokalen aktiven Posten im Arbeitsgang fortführen]	und/auch? [EXEMPLAR:Den recordlokalen aktiven Posten im Arbeitsgang fortführen]	NONCLOSE	Badehaus-technischer Rivale am selben Besitzer: aktive Charge/Rücklauf des Feldes F022; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt.	WORKING_TRANSLATION_SHAPED_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT
111	BIOLOGICAL	B1	f81v	f81v.2	F022	B1-S002	1496a731803a9f48d2e1	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	10	11	[OPAQUE_KARTE:1496a731803a9f48d2e1]	EXEMPLAR_VALUE_UNKNOWN	NONE	[EXEMPLAR:Bevor es abkühlt]	[EXEMPLAR:Bevor es abkühlt]	NONCLOSE	Badehaus-technischer Rivale am selben Besitzer: Zulauf vorerst schließen; keine Vererbung über einen Stationswechsel.	Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	WORKING_TRANSLATION_SHAPED_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT
112	BIOLOGICAL	B1	f81v	f81v.2	F022	B1-S002	0f18de177ed7c878bf95	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	11	11	[OPAQUE_KARTE:0f18de177ed7c878bf95]	EXEMPLAR_VALUE_UNKNOWN	NONE	[EXEMPLAR:Der vorbereitete Bade- oder Waschzusatz]	[EXEMPLAR:Der vorbereitete Bade- oder Waschzusatz]	NONCLOSE	Badehaus-technischer Rivale am selben Besitzer: Filteraufnahme leeren; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt; eine nackte Figur ist nicht automatisch Patientin oder therapeutisches Ziel; Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	WORKING_TRANSLATION_SHAPED_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT
113	BIOLOGICAL	B1	f81v	f81v.7	F023	B1-S002	dec401773c1f0347793d	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	1	8	[OPAQUE_KARTE:dec401773c1f0347793d]	EXEMPLAR_VALUE_UNKNOWN	NONE	[EXEMPLAR:Den vorigen recordlokalen Posten wieder aufnehmen]	[EXEMPLAR:Den vorigen recordlokalen Posten wieder aufnehmen]	NONCLOSE	Badehaus-technischer Rivale am selben Besitzer: Vorcharge im recordlokalen Register B1; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt.	WORKING_TRANSLATION_SHAPED_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT
114	BIOLOGICAL	B1	f81v	f81v.7	F023	B1-S002	dcda95c81a5460feb191	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	2	8	[WORTKANDIDAT:ET?]	PROVISIONAL_CODEBOOK_WORD__MINORITY_CREATIVE_LEAD	ET?__UND_ODER_AUCH?	[EXEMPLAR:Den recordlokalen aktiven Posten im Arbeitsgang fortführen]	und/auch? [EXEMPLAR:Den recordlokalen aktiven Posten im Arbeitsgang fortführen]	NONCLOSE	Badehaus-technischer Rivale am selben Besitzer: aktive Charge/Rücklauf des Feldes F023; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt.	WORKING_TRANSLATION_SHAPED_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT
115	BIOLOGICAL	B1	f81v	f81v.7	F023	B1-S002	4eab1841ed655c20a348	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	3	8	[OPAQUE_KARTE:4eab1841ed655c20a348]	EXEMPLAR_VALUE_UNKNOWN	NONE	[EXEMPLAR:Eine mäßige Menge]	[EXEMPLAR:Eine mäßige Menge]	NONCLOSE	Badehaus-technischer Rivale am selben Besitzer: Wasser in das Becken einlassen; keine Vererbung über einen Stationswechsel.	Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	WORKING_TRANSLATION_SHAPED_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT
116	BIOLOGICAL	B1	f81v	f81v.7	F023	B1-S002	2f1c5e56e8f0ff459065	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	4	8	[FORMAL:FORMAL_PARAMETER_CHANNEL__NOT_A_WORD;KEIN_WORT]	FORMAL_LABEL_NOT_WORD	NONE	[EXEMPLAR:Den aktiven Posten nach der örtlichen Vorschrift bemessen]	[FORMAL:FORMAL_PARAMETER_CHANNEL__NOT_A_WORD;KEIN_WORT] [EXEMPLAR:Den aktiven Posten nach der örtlichen Vorschrift bemessen]	NONCLOSE	Badehaus-technischer Rivale am selben Besitzer: Mengenbuch=lokaler Posten; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt.	WORKING_TRANSLATION_SHAPED_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT
117	BIOLOGICAL	B1	f81v	f81v.7	F023	B1-S002	93f69c38fdedee1598e9	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	5	8	[OPAQUE_KARTE:93f69c38fdedee1598e9]	EXEMPLAR_VALUE_UNKNOWN	NONE	[EXEMPLAR:Der eingetauchte Teil]	[EXEMPLAR:Der eingetauchte Teil]	NONCLOSE	Badehaus-technischer Rivale am selben Besitzer: Vorratscharge bereitstellen; keine Vererbung über einen Stationswechsel.	die konkrete Handlung ist nur occurrence-gebundener Exemplarwert, keine Kartenbedeutung.	WORKING_TRANSLATION_SHAPED_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT
118	BIOLOGICAL	B1	f81v	f81v.7	F023	B1-S002	2f1c5e56e8f0ff459065	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	6	8	[FORMAL:FORMAL_PARAMETER_CHANNEL__NOT_A_WORD;KEIN_WORT]	FORMAL_LABEL_NOT_WORD	NONE	[EXEMPLAR:Den aktiven Posten nach der örtlichen Vorschrift bemessen]	[FORMAL:FORMAL_PARAMETER_CHANNEL__NOT_A_WORD;KEIN_WORT] [EXEMPLAR:Den aktiven Posten nach der örtlichen Vorschrift bemessen]	NONCLOSE	Badehaus-technischer Rivale am selben Besitzer: Mengenbuch=lokaler Posten; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt.	WORKING_TRANSLATION_SHAPED_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT
119	BIOLOGICAL	B1	f81v	f81v.7	F023	B1-S002	2cc8bb3c2af19607888f	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	7	8	[OPAQUE_KARTE:2cc8bb3c2af19607888f]	EXEMPLAR_VALUE_UNKNOWN	NONE	[EXEMPLAR:Durch die verbundenen Läufe]	[EXEMPLAR:Durch die verbundenen Läufe]	NONCLOSE	Badehaus-technischer Rivale am selben Besitzer: Wasser in das Becken einlassen; keine Vererbung über einen Stationswechsel.	keine Kontur trägt einen Pfeil oder eine Flussrichtung; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	WORKING_TRANSLATION_SHAPED_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT
120	BIOLOGICAL	B1	f81v	f81v.7	F023	B1-S002	259b2b3b0bf859882e2c	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	8	8	[OPAQUE_KARTE:259b2b3b0bf859882e2c]	EXEMPLAR_VALUE_UNKNOWN	NONE	[EXEMPLAR:Spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt]	[EXEMPLAR:Spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt]	TERMINAL	Badehaus-technischer Rivale am selben Besitzer: Füllstand am Randzeichen prüfen; keine Vererbung über einen Stationswechsel.	keine Kontur trägt einen Pfeil oder eine Flussrichtung; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	WORKING_TRANSLATION_SHAPED_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT
121	BIOLOGICAL	B1	f81v	f81v.7	F024	B1-S003	dcda95c81a5460feb191	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	1	1	[WORTKANDIDAT:ET?]	PROVISIONAL_CODEBOOK_WORD__MINORITY_CREATIVE_LEAD	ET?__UND_ODER_AUCH?	[EXEMPLAR:Den recordlokalen aktiven Posten im Arbeitsgang fortführen]	und/auch? [EXEMPLAR:Den recordlokalen aktiven Posten im Arbeitsgang fortführen]	NONCLOSE	Badehaus-technischer Rivale am selben Besitzer: aktive Charge/Rücklauf des Feldes F024; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt.	WORKING_TRANSLATION_SHAPED_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT
122	BIOLOGICAL	B1	f81v	f81v.17	F025	B1-S003	54e32e9c1414b20640e9	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	1	1	[OPAQUE_KARTE:54e32e9c1414b20640e9]	EXEMPLAR_VALUE_UNKNOWN	NONE	[EXEMPLAR:Halte es warm und beende den Schritt]	[EXEMPLAR:Halte es warm und beende den Schritt]	TERMINAL	Badehaus-technischer Rivale am selben Besitzer: Leitungszweig wählen; keine Vererbung über einen Stationswechsel.	Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	WORKING_TRANSLATION_SHAPED_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT
123	BIOLOGICAL	B1	f81v	f81v.17	F026	B1-S004	6f7ff8287eddf4da9fdb	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	1	3	[OPAQUE_KARTE:6f7ff8287eddf4da9fdb]	EXEMPLAR_VALUE_UNKNOWN	NONE	[EXEMPLAR:Rühre, bis alles gleichmäßig vermischt ist]	[EXEMPLAR:Rühre, bis alles gleichmäßig vermischt ist]	NONCLOSE	Badehaus-technischer Rivale am selben Besitzer: Vorratscharge bereitstellen; keine Vererbung über einen Stationswechsel.	die konkrete Handlung ist nur occurrence-gebundener Exemplarwert, keine Kartenbedeutung.	WORKING_TRANSLATION_SHAPED_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT
124	BIOLOGICAL	B1	f81v	f81v.17	F026	B1-S004	dcda95c81a5460feb191	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	2	3	[WORTKANDIDAT:ET?]	PROVISIONAL_CODEBOOK_WORD__MINORITY_CREATIVE_LEAD	ET?__UND_ODER_AUCH?	[EXEMPLAR:Den recordlokalen aktiven Posten im Arbeitsgang fortführen]	und/auch? [EXEMPLAR:Den recordlokalen aktiven Posten im Arbeitsgang fortführen]	NONCLOSE	Badehaus-technischer Rivale am selben Besitzer: aktive Charge/Rücklauf des Feldes F026; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt.	WORKING_TRANSLATION_SHAPED_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT
125	BIOLOGICAL	B1	f81v	f81v.17	F026	B1-S004	bc4f1f5c006c74a4d26d	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	3	3	[OPAQUE_KARTE:bc4f1f5c006c74a4d26d]	EXEMPLAR_VALUE_UNKNOWN	NONE	[EXEMPLAR:Lasse es bis zur Bereitschaft stehen und beende den Schritt]	[EXEMPLAR:Lasse es bis zur Bereitschaft stehen und beende den Schritt]	TERMINAL	Badehaus-technischer Rivale am selben Besitzer: Wasser in das Becken einlassen; keine Vererbung über einen Stationswechsel.	Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	WORKING_TRANSLATION_SHAPED_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT
126	BIOLOGICAL	B1	f81v	f81v.17	F027	B1-S005	28ffbc88b97772a75f1e	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	1	1	[OPAQUE_KARTE:28ffbc88b97772a75f1e]	EXEMPLAR_VALUE_UNKNOWN	NONE	[EXEMPLAR:Stelle die Mischung im bedeckten Auffanggefäß beiseite und beende den Schritt]	[EXEMPLAR:Stelle die Mischung im bedeckten Auffanggefäß beiseite und beende den Schritt]	TERMINAL	Badehaus-technischer Rivale am selben Besitzer: Wärmequelle am Becken anlegen; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	WORKING_TRANSLATION_SHAPED_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT
127	BIOLOGICAL	B1	f81v	f81v.17	F028	B1-S006	1645e612504fcef59ced	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	1	4	[OPAQUE_KARTE:1645e612504fcef59ced]	EXEMPLAR_VALUE_UNKNOWN	NONE	[EXEMPLAR:Gib einen abgemessenen Anteil in das Gefäß]	[EXEMPLAR:Gib einen abgemessenen Anteil in das Gefäß]	NONCLOSE	Badehaus-technischer Rivale am selben Besitzer: obere Rinne füllen; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht; Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	WORKING_TRANSLATION_SHAPED_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT
128	BIOLOGICAL	B1	f81v	f81v.17	F028	B1-S006	2cc8bb3c2af19607888f	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	2	4	[OPAQUE_KARTE:2cc8bb3c2af19607888f]	EXEMPLAR_VALUE_UNKNOWN	NONE	[EXEMPLAR:Durch die verbundenen Läufe]	[EXEMPLAR:Durch die verbundenen Läufe]	NONCLOSE	Badehaus-technischer Rivale am selben Besitzer: Charge über das Gefälle umlaufen lassen; keine Vererbung über einen Stationswechsel.	keine Kontur trägt einen Pfeil oder eine Flussrichtung; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	WORKING_TRANSLATION_SHAPED_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT
129	BIOLOGICAL	B1	f81v	f81v.17	F028	B1-S006	0f18de177ed7c878bf95	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	3	4	[OPAQUE_KARTE:0f18de177ed7c878bf95]	EXEMPLAR_VALUE_UNKNOWN	NONE	[EXEMPLAR:Der vorbereitete Bade- oder Waschzusatz]	[EXEMPLAR:Der vorbereitete Bade- oder Waschzusatz]	NONCLOSE	Badehaus-technischer Rivale am selben Besitzer: Rücklauf im unteren Becken auffangen; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt; eine nackte Figur ist nicht automatisch Patientin oder therapeutisches Ziel; Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	WORKING_TRANSLATION_SHAPED_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT
130	BIOLOGICAL	B1	f81v	f81v.17	F028	B1-S006	4da0f0f7b5fc7ac20067	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	4	4	[OPAQUE_KARTE:4da0f0f7b5fc7ac20067]	EXEMPLAR_VALUE_UNKNOWN	NONE	[EXEMPLAR:Und lasse es abkühlen]	[EXEMPLAR:Und lasse es abkühlen]	NONCLOSE	Badehaus-technischer Rivale am selben Besitzer: Rücklauf erneut zuführen; keine Vererbung über einen Stationswechsel.	Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	WORKING_TRANSLATION_SHAPED_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT
131	BIOLOGICAL	B1	f81v	f81v.18	F029	B1-S007	87411f84689b4f93a303	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	1	1	[OPAQUE_KARTE:87411f84689b4f93a303]	EXEMPLAR_VALUE_UNKNOWN	NONE	[EXEMPLAR:Erwärme es einmal und beende den Schritt]	[EXEMPLAR:Erwärme es einmal und beende den Schritt]	TERMINAL	Badehaus-technischer Rivale am selben Besitzer: Charge ruhig stehen lassen; keine Vererbung über einen Stationswechsel.	Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	WORKING_TRANSLATION_SHAPED_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT
132	BIOLOGICAL	B1	f81v	f81v.18	F030	B1-S008	b921a237be883a820352	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	1	5	[OPAQUE_KARTE:b921a237be883a820352]	EXEMPLAR_VALUE_UNKNOWN	NONE	[EXEMPLAR:Diese aktive Portion]	[EXEMPLAR:Diese aktive Portion]	NONCLOSE	Badehaus-technischer Rivale am selben Besitzer: Filtertuch oder Sieb einsetzen; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt.	WORKING_TRANSLATION_SHAPED_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT
133	BIOLOGICAL	B1	f81v	f81v.18	F030	B1-S008	dcda95c81a5460feb191	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	2	5	[WORTKANDIDAT:ET?]	PROVISIONAL_CODEBOOK_WORD__MINORITY_CREATIVE_LEAD	ET?__UND_ODER_AUCH?	[EXEMPLAR:Den recordlokalen aktiven Posten im Arbeitsgang fortführen]	und/auch? [EXEMPLAR:Den recordlokalen aktiven Posten im Arbeitsgang fortführen]	NONCLOSE	Badehaus-technischer Rivale am selben Besitzer: aktive Charge/Rücklauf des Feldes F030; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt.	WORKING_TRANSLATION_SHAPED_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT
134	BIOLOGICAL	B1	f81v	f81v.18	F030	B1-S008	d904bf7b044dd3922781	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	3	5	[OPAQUE_KARTE:d904bf7b044dd3922781]	EXEMPLAR_VALUE_UNKNOWN	NONE	[EXEMPLAR:Bei sanfter Wärme]	[EXEMPLAR:Bei sanfter Wärme]	NONCLOSE	Badehaus-technischer Rivale am selben Besitzer: Rückstand vom Filter abnehmen; keine Vererbung über einen Stationswechsel.	Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	WORKING_TRANSLATION_SHAPED_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT
135	BIOLOGICAL	B1	f81v	f81v.18	F030	B1-S008	dcda95c81a5460feb191	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	4	5	[WORTKANDIDAT:ET?]	PROVISIONAL_CODEBOOK_WORD__MINORITY_CREATIVE_LEAD	ET?__UND_ODER_AUCH?	[EXEMPLAR:Den recordlokalen aktiven Posten im Arbeitsgang fortführen]	und/auch? [EXEMPLAR:Den recordlokalen aktiven Posten im Arbeitsgang fortführen]	NONCLOSE	Badehaus-technischer Rivale am selben Besitzer: aktive Charge/Rücklauf des Feldes F030; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt.	WORKING_TRANSLATION_SHAPED_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT
136	BIOLOGICAL	B1	f81v	f81v.18	F030	B1-S008	bc4f1f5c006c74a4d26d	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	5	5	[OPAQUE_KARTE:bc4f1f5c006c74a4d26d]	EXEMPLAR_VALUE_UNKNOWN	NONE	[EXEMPLAR:Lasse es bis zur Bereitschaft stehen und beende den Schritt]	[EXEMPLAR:Lasse es bis zur Bereitschaft stehen und beende den Schritt]	TERMINAL	Badehaus-technischer Rivale am selben Besitzer: Filtertuch oder Sieb einsetzen; keine Vererbung über einen Stationswechsel.	Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	WORKING_TRANSLATION_SHAPED_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT
137	BIOLOGICAL	B1	f81v	f81v.18	F031	B1-S009	7db18b2f0fb7ed0fcfd3	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	1	1	[OPAQUE_KARTE:7db18b2f0fb7ed0fcfd3]	EXEMPLAR_VALUE_UNKNOWN	NONE	[EXEMPLAR:Die bezeichnete Stelle oder den Lauf mit der aktiven Waschflotte spülen]	[EXEMPLAR:Die bezeichnete Stelle oder den Lauf mit der aktiven Waschflotte spülen]	TERMINAL	Badehaus-technischer Rivale am selben Besitzer: Leitungsweg von Grundbecken A mit Wärmestelle W1, Rinne R1 und Rücklauf R0; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt; keine Kontur trägt einen Pfeil oder eine Flussrichtung; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	WORKING_TRANSLATION_SHAPED_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT
138	BIOLOGICAL	B1	f81v	f81v.18	F032	B1-S010	7db18b2f0fb7ed0fcfd3	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	1	1	[OPAQUE_KARTE:7db18b2f0fb7ed0fcfd3]	EXEMPLAR_VALUE_UNKNOWN	NONE	[EXEMPLAR:Die bezeichnete Stelle oder den Lauf mit der aktiven Waschflotte spülen]	[EXEMPLAR:Die bezeichnete Stelle oder den Lauf mit der aktiven Waschflotte spülen]	TERMINAL	Badehaus-technischer Rivale am selben Besitzer: Leitungsweg von Grundbecken A mit Wärmestelle W1, Rinne R1 und Rücklauf R0; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt; keine Kontur trägt einen Pfeil oder eine Flussrichtung; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	WORKING_TRANSLATION_SHAPED_EXEMPLAR_EXPANSION_NOT_DECIPHERMENT
