statement_id	record_unit_id	page	field_ids	loci	line_crossing	event_count	event_serials	literal_card_order	continuous_working_translation	et_occurrences	per_occurrences	exemplar_expansion_count	semantic_ceiling
B2-S002	B2	f82r	F046	f82r.2	NO	1	168	[OPAQUE_KARTE:28ffbc88b97772a75f1e]	[EXEMPLAR:Stelle die Mischung im bedeckten Auffanggefäß beiseite und beende den Schritt].	0	0	1	STATEMENT_CONTINUITY_NOT_PLAINTEXT_CLAUSE
B2-S003	B2	f82r	F047	f82r.2	NO	3	169|170|171	[OPAQUE_KARTE:1645e612504fcef59ced] > [OPAQUE_KARTE:b921a237be883a820352] > [OPAQUE_KARTE:7d25241b0e56c836372a]	[EXEMPLAR:Gib einen abgemessenen Anteil in das Gefäß] [EXEMPLAR:Diese aktive Portion] [EXEMPLAR:Lasse die Badende im temperierten Teilbad sitzen und beende den Schritt].	0	0	3	STATEMENT_CONTINUITY_NOT_PLAINTEXT_CLAUSE
B2-S004	B2	f82r	F048|F049	f82r.2|f82r.3	YES	5	172|173|174|175|176	[FORMAL:FORMAL_RELATION_SLOT_CHANNEL__NOT_A_WORD;KEIN_WORT] > [OPAQUE_KARTE:f329f2051370174e9a38] > [OPAQUE_KARTE:ba8142680851f24c9ff2] > [OPAQUE_KARTE:0275fbf14e07935b0a45] > [OPAQUE_KARTE:c1db6b0a28d5cbb5d3d2]	[FORMAL:FORMAL_RELATION_SLOT_CHANNEL__NOT_A_WORD;KEIN_WORT] [EXEMPLAR:Den aktiven Posten an der örtlich bezeichneten Station führen] [EXEMPLAR:Die zweite Öffnung] [EXEMPLAR:Und gehe zum nächsten Becken weiter] [EXEMPLAR:Die Charge für den vorgesehenen Gebrauch temperieren] [EXEMPLAR:Seihe es klar und beende den Schritt].	0	0	5	STATEMENT_CONTINUITY_NOT_PLAINTEXT_CLAUSE
B2-S005	B2	f82r	F050|F051	f82r.3|f82r.4	YES	8	177|178|179|180|181|182|183|184	[OPAQUE_KARTE:4a7a6326ac95a8809302] > [OPAQUE_KARTE:2d2e37ccb2dacc53ee5a] > [OPAQUE_KARTE:2cc8bb3c2af19607888f] > [WORTKANDIDAT:PER?] > [WORTKANDIDAT:PER?] > [OPAQUE_KARTE:a8f891de626fc00028e9] > [OPAQUE_KARTE:f0db6d30cd34f4cb2a4d] > [OPAQUE_KARTE:04a3877f0fc81b7597c9]	[EXEMPLAR:Fahre am zweiten Lauf fort] [EXEMPLAR:Durch ein Tuch] [EXEMPLAR:Durch die verbundenen Läufe] durch/gemäß? [EXEMPLAR:Den aktiven Posten nach der örtlichen Vorschrift bemessen] durch/gemäß? [EXEMPLAR:Den aktiven Posten nach der örtlichen Vorschrift bemessen] [EXEMPLAR:Unter derselben Einstellung] [EXEMPLAR:Das breite Gefäß] [EXEMPLAR:Ziehe es ab und beende den Schritt].	0	2	8	STATEMENT_CONTINUITY_NOT_PLAINTEXT_CLAUSE
B2-S006	B2	f82r	F052	f82r.4	NO	4	185|186|187|188	[OPAQUE_KARTE:5d5e0b288cf36864ed9d] > [FORMAL:FORMAL_RELATION_SLOT_CHANNEL__NOT_A_WORD;KEIN_WORT] > [OPAQUE_KARTE:c1913ec4ff84148da6d3] > [OPAQUE_KARTE:276a7c2d74d1143446f4]	[EXEMPLAR:Der vorbereitete Bade- oder Waschzusatz] [FORMAL:FORMAL_RELATION_SLOT_CHANNEL__NOT_A_WORD;KEIN_WORT] [EXEMPLAR:Den aktiven Posten an der örtlich bezeichneten Station führen] [EXEMPLAR:Über der örtlich bezeichneten Stelle] [EXEMPLAR:Die Badeflüssigkeit am bezeichneten Körper- oder Teilbadbereich gebrauchen].	0	0	4	STATEMENT_CONTINUITY_NOT_PLAINTEXT_CLAUSE
B2-S007	B2	f82r	F053	f82r.7	NO	1	189	[OPAQUE_KARTE:cbb42a4fe68068325d6b]	[EXEMPLAR:Gib sauberes Wasser hinzu und beende den Schritt].	0	0	1	STATEMENT_CONTINUITY_NOT_PLAINTEXT_CLAUSE
B2-S008	B2	f82r	F054	f82r.7	NO	3	190|191|192	[OPAQUE_KARTE:54d0e228ca346110af05] > [OPAQUE_KARTE:3ae9a121ba0045b913e8] > [OPAQUE_KARTE:bc4f1f5c006c74a4d26d]	[EXEMPLAR:Für dieselbe Dauer wie zuvor] [EXEMPLAR:Über der örtlich bezeichneten Stelle] [EXEMPLAR:Lasse es bis zur Bereitschaft stehen und beende den Schritt].	0	0	3	STATEMENT_CONTINUITY_NOT_PLAINTEXT_CLAUSE
B2-S009	B2	f82r	F055	f82r.7	NO	1	193	[OPAQUE_KARTE:daa1347f456415fe8737]	[EXEMPLAR:Halte es warm und beende den Schritt].	0	0	1	STATEMENT_CONTINUITY_NOT_PLAINTEXT_CLAUSE
B2-S010	B2	f82r	F056	f82r.7	NO	4	194|195|196|197	[OPAQUE_KARTE:0275fbf14e07935b0a45] > [OPAQUE_KARTE:276a7c2d74d1143446f4] > [OPAQUE_KARTE:5eff216ba51fbfb21f22] > [OPAQUE_KARTE:b5df9126607030b95175]	[EXEMPLAR:Die Charge für den vorgesehenen Gebrauch temperieren] [EXEMPLAR:Die Badeflüssigkeit am bezeichneten Körper- oder Teilbadbereich gebrauchen] [EXEMPLAR:Die erste Öffnung] [EXEMPLAR:Den örtlichen Prüfzustand der Charge feststellen].	0	0	4	STATEMENT_CONTINUITY_NOT_PLAINTEXT_CLAUSE
B2-S011	B2	f82r	F057	f82r.19	NO	4	198|199|200|201	[OPAQUE_KARTE:1645e612504fcef59ced] > [OPAQUE_KARTE:4d4559019a961b834aa1] > [OPAQUE_KARTE:1645e612504fcef59ced] > [OPAQUE_KARTE:7d25241b0e56c836372a]	[EXEMPLAR:Gib einen abgemessenen Anteil in das Gefäß] [EXEMPLAR:Daraus, aus demselben Ansatz] [EXEMPLAR:Gib einen abgemessenen Anteil in das Gefäß] [EXEMPLAR:Lasse die Badende im temperierten Teilbad sitzen und beende den Schritt].	0	0	4	STATEMENT_CONTINUITY_NOT_PLAINTEXT_CLAUSE
B2-S012	B2	f82r	F058|F059	f82r.19|f82r.23	YES	8	202|203|204|205|206|207|208|209	[OPAQUE_KARTE:0ab57b7166de99db3a55] > [OPAQUE_KARTE:b5df9126607030b95175] > [OPAQUE_KARTE:6b89d6dd70635bc60fe0] > [OPAQUE_KARTE:0275fbf14e07935b0a45] > [OPAQUE_KARTE:5fca8fc3dee57e1d8c1f] > [FORMAL:FORMAL_PARAMETER_CHANNEL__NOT_A_WORD;KEIN_WORT] > [OPAQUE_KARTE:b921a237be883a820352] > [OPAQUE_KARTE:d25110e0d8488927278f]	[EXEMPLAR:Ziehe die klare Flüssigkeit ab] [EXEMPLAR:Den örtlichen Prüfzustand der Charge feststellen] [EXEMPLAR:Unter derselben Einstellung] [EXEMPLAR:Die Charge für den vorgesehenen Gebrauch temperieren] [EXEMPLAR:Der benetzte Körperbereich] [FORMAL:FORMAL_PARAMETER_CHANNEL__NOT_A_WORD;KEIN_WORT] [EXEMPLAR:Den aktiven Posten nach der örtlichen Vorschrift bemessen] [EXEMPLAR:Diese aktive Portion] [EXEMPLAR:Benetze den bezeichneten Körperbereich vollständig und beende den Schritt].	0	0	8	STATEMENT_CONTINUITY_NOT_PLAINTEXT_CLAUSE
B2-S013	B2	f82r	F060	f82r.23	NO	1	210	[OPAQUE_KARTE:de7321bface5628e35d6]	[EXEMPLAR:Die verbrauchte Flüssigkeit zum Auffang- oder Auslassbereich abführen].	0	0	1	STATEMENT_CONTINUITY_NOT_PLAINTEXT_CLAUSE
B2-S014	B2	f82r	F061	f82r.23	NO	1	211	[OPAQUE_KARTE:29e0eb222ef2fb99523a]	[EXEMPLAR:Schließe den unteren Ablauf].	0	0	1	STATEMENT_CONTINUITY_NOT_PLAINTEXT_CLAUSE
B2-S015	B2	f82r	F062	f82r.26	NO	2	212|213	[OPAQUE_KARTE:d4a31dbcf1ed6d9e5aa9] > [OPAQUE_KARTE:7d25241b0e56c836372a]	[EXEMPLAR:Beginne die Spülung] [EXEMPLAR:Lasse die Badende im temperierten Teilbad sitzen und beende den Schritt].	0	0	2	STATEMENT_CONTINUITY_NOT_PLAINTEXT_CLAUSE
B2-S016	B2	f82r	F063|F064	f82r.26|f82r.27	YES	8	214|215|216|217|218|219|220|221	[OPAQUE_KARTE:dd0ecaf5e27d81befffc] > [OPAQUE_KARTE:0f15effeca7ab10bb026] > [OPAQUE_KARTE:db729b598e89e11452e0] > [FORMAL:FORMAL_PARAMETER_CHANNEL__NOT_A_WORD;KEIN_WORT] > [OPAQUE_KARTE:5d5e0b288cf36864ed9d] > [WORTKANDIDAT:PER?] > [OPAQUE_KARTE:08bd5ca0c2ad137a056d] > [OPAQUE_KARTE:65df3cd9e59060042d47]	[EXEMPLAR:Den aktiven Posten an der örtlich bezeichneten Station führen] [EXEMPLAR:Kühles Wasser] [EXEMPLAR:Zu gleichen Anteilen] [FORMAL:FORMAL_PARAMETER_CHANNEL__NOT_A_WORD;KEIN_WORT] [EXEMPLAR:Den aktiven Posten nach der örtlichen Vorschrift bemessen] [EXEMPLAR:Der vorbereitete Bade- oder Waschzusatz] durch/gemäß? [EXEMPLAR:Den aktiven Posten nach der örtlichen Vorschrift bemessen] [EXEMPLAR:Warmes Wasser] [EXEMPLAR:Ziehe es ab und beende den Schritt].	0	1	8	STATEMENT_CONTINUITY_NOT_PLAINTEXT_CLAUSE
B2-S017	B2	f82r	F065	f82r.27	NO	2	222|223	[OPAQUE_KARTE:98bdc4244c84cbef3321] > [OPAQUE_KARTE:78b3b3140714da19090d]	[EXEMPLAR:Gieße das erwärmte Wasser ein] [EXEMPLAR:Wiederhole es an der zweiten Öffnung und beende den Schritt].	0	0	2	STATEMENT_CONTINUITY_NOT_PLAINTEXT_CLAUSE
B2-S018	B2	f82r	F066	f82r.27	NO	1	224	[OPAQUE_KARTE:7d25241b0e56c836372a]	[EXEMPLAR:Lasse die Badende im temperierten Teilbad sitzen und beende den Schritt].	0	0	1	STATEMENT_CONTINUITY_NOT_PLAINTEXT_CLAUSE
B2-S019	B2	f82r	F067	f82r.27	NO	1	225	[OPAQUE_KARTE:7f68f60279efe6b28cd7]	[EXEMPLAR:Verwende den Anteil als örtliche Waschung und beende den Schritt].	0	0	1	STATEMENT_CONTINUITY_NOT_PLAINTEXT_CLAUSE
B2-S020	B2	f82r	F068	f82r.27	NO	1	226	[OPAQUE_KARTE:ff178343c18e287ce3b7]	[EXEMPLAR:Lege ein warmes Tuch auf die bezeichnete äußere Stelle und beende den Schritt].	0	0	1	STATEMENT_CONTINUITY_NOT_PLAINTEXT_CLAUSE
B2-S021	B2	f82r	F069	f82r.27	NO	1	227	[OPAQUE_KARTE:7d25241b0e56c836372a]	[EXEMPLAR:Lasse die Badende im temperierten Teilbad sitzen und beende den Schritt].	0	0	1	STATEMENT_CONTINUITY_NOT_PLAINTEXT_CLAUSE
B2-S022	B2	f82r	F070	f82r.27	NO	1	228	[OPAQUE_KARTE:f2af6326898fb5b490a4]	[EXEMPLAR:Mische zu gleichen Teilen und beende den Schritt].	0	0	1	STATEMENT_CONTINUITY_NOT_PLAINTEXT_CLAUSE
B3-S001	B3	f83r	F071	f83r.3	NO	1	229	[OPAQUE_KARTE:3b70942557b3a40e8030]	[EXEMPLAR:Lasse die Flüssigkeit sich setzen und beende den Schritt].	0	0	1	STATEMENT_CONTINUITY_NOT_PLAINTEXT_CLAUSE
B3-S002	B3	f83r	F072	f83r.3	NO	2	230|231	[OPAQUE_KARTE:90bcf0a9ec0ef56399e6] > [OPAQUE_KARTE:a84fbe3ad380df345b97]	[EXEMPLAR:Zum unteren Ablauf hin] [EXEMPLAR:Benetze den bezeichneten Bereich vollständig und beende den Schritt].	0	0	2	STATEMENT_CONTINUITY_NOT_PLAINTEXT_CLAUSE
B3-S003	B3	f83r	F073	f83r.3	NO	4	232|233|234|235	[OPAQUE_KARTE:b921a237be883a820352] > [FORMAL:FORMAL_PARAMETER_CHANNEL__NOT_A_WORD;KEIN_WORT] > [OPAQUE_KARTE:b921a237be883a820352] > [OPAQUE_KARTE:de7321bface5628e35d6]	[EXEMPLAR:Diese aktive Portion] [FORMAL:FORMAL_PARAMETER_CHANNEL__NOT_A_WORD;KEIN_WORT] [EXEMPLAR:Den aktiven Posten nach der örtlichen Vorschrift bemessen] [EXEMPLAR:Diese aktive Portion] [EXEMPLAR:Die verbrauchte Flüssigkeit zum Auffang- oder Auslassbereich abführen].	0	0	4	STATEMENT_CONTINUITY_NOT_PLAINTEXT_CLAUSE
B3-S004	B3	f83r	F074	f83r.3	NO	3	236|237|238	[WORTKANDIDAT:PER?] > [OPAQUE_KARTE:90bcf0a9ec0ef56399e6] > [OPAQUE_KARTE:4d4559019a961b834aa1]	durch/gemäß? [EXEMPLAR:Den aktiven Posten nach der örtlichen Vorschrift bemessen] [EXEMPLAR:Zum unteren Ablauf hin] [EXEMPLAR:Daraus, aus demselben Ansatz].	0	1	3	STATEMENT_CONTINUITY_NOT_PLAINTEXT_CLAUSE
B3-S005	B3	f83r	F075	f83r.6	NO	1	239	[OPAQUE_KARTE:259b2b3b0bf859882e2c]	[EXEMPLAR:Spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt].	0	0	1	STATEMENT_CONTINUITY_NOT_PLAINTEXT_CLAUSE
B3-S006	B3	f83r	F076	f83r.6	NO	3	240|241|242	[OPAQUE_KARTE:5e8441397e7c0faf042b] > [FORMAL:FORMAL_RELATION_SLOT_CHANNEL__NOT_A_WORD;KEIN_WORT] > [OPAQUE_KARTE:28ffbc88b97772a75f1e]	[EXEMPLAR:Gieße das erwärmte Wasser ein] [FORMAL:FORMAL_RELATION_SLOT_CHANNEL__NOT_A_WORD;KEIN_WORT] [EXEMPLAR:Den aktiven Posten an der örtlich bezeichneten Station führen] [EXEMPLAR:Stelle die Mischung im bedeckten Auffanggefäß beiseite und beende den Schritt].	0	0	3	STATEMENT_CONTINUITY_NOT_PLAINTEXT_CLAUSE
B3-S007	B3	f83r	F077	f83r.6	NO	3	243|244|245	[WORTKANDIDAT:PER?] > [OPAQUE_KARTE:6f7ff8287eddf4da9fdb] > [OPAQUE_KARTE:7d25241b0e56c836372a]	durch/gemäß? [EXEMPLAR:Den aktiven Posten nach der örtlichen Vorschrift bemessen] [EXEMPLAR:Rühre, bis alles gleichmäßig vermischt ist] [EXEMPLAR:Wasche oder bade den bezeichneten Körper- oder Beckenbereich und beende den Schritt].	0	1	3	STATEMENT_CONTINUITY_NOT_PLAINTEXT_CLAUSE
B3-S008	B3	f83r	F078	f83r.6	NO	1	246	[OPAQUE_KARTE:de7321bface5628e35d6]	[EXEMPLAR:Die verbrauchte Flüssigkeit zum Auffang- oder Auslassbereich abführen].	0	0	1	STATEMENT_CONTINUITY_NOT_PLAINTEXT_CLAUSE
B3-S009	B3	f83r	F079	f83r.6	NO	1	247	[OPAQUE_KARTE:276a7c2d74d1143446f4]	[EXEMPLAR:Die Waschflotte am bezeichneten Körper- oder Beckenbereich gebrauchen].	0	0	1	STATEMENT_CONTINUITY_NOT_PLAINTEXT_CLAUSE
B3-S010	B3	f83r	F080	f83r.8	NO	2	248|249	[OPAQUE_KARTE:ba540da978ea132f6da5] > [OPAQUE_KARTE:c45ebac60774620561e2]	[EXEMPLAR:Fülle danach das Gefäß] [EXEMPLAR:Lasse es bis zur Klarheit ziehen und beende den Schritt].	0	0	2	STATEMENT_CONTINUITY_NOT_PLAINTEXT_CLAUSE
B3-S011	B3	f83r	F081	f83r.8	NO	4	250|251|252|253	[OPAQUE_KARTE:348e81ba084c5acdb32b] > [OPAQUE_KARTE:276a7c2d74d1143446f4] > [OPAQUE_KARTE:6f7ff8287eddf4da9fdb] > [OPAQUE_KARTE:0bdc8b6db811b4e67a63]	[EXEMPLAR:Wende es an der markierten Stelle an] [EXEMPLAR:Die Waschflotte am bezeichneten Körper- oder Beckenbereich gebrauchen] [EXEMPLAR:Rühre, bis alles gleichmäßig vermischt ist] [EXEMPLAR:Und lasse es abkühlen].	0	0	4	STATEMENT_CONTINUITY_NOT_PLAINTEXT_CLAUSE
B3-S012	B3	f83r	F082	f83r.11	NO	2	254|255	[OPAQUE_KARTE:7a4bb8136330ee4e6e56] > [OPAQUE_KARTE:bc4f1f5c006c74a4d26d]	[EXEMPLAR:Den recordlokalen aktiven Posten im Arbeitsgang fortführen] [EXEMPLAR:Lasse es bis zur Bereitschaft stehen und beende den Schritt].	0	0	2	STATEMENT_CONTINUITY_NOT_PLAINTEXT_CLAUSE
B3-S013	B3	f83r	F083	f83r.11	NO	4	256|257|258|259	[WORTKANDIDAT:PER?] > [OPAQUE_KARTE:9da1b6ac2c929daea697] > [OPAQUE_KARTE:6b89d6dd70635bc60fe0] > [OPAQUE_KARTE:7db18b2f0fb7ed0fcfd3]	durch/gemäß? [EXEMPLAR:Den aktiven Posten nach der örtlichen Vorschrift bemessen] [EXEMPLAR:Ein abgemessener Anteil] [EXEMPLAR:Unter derselben Einstellung] [EXEMPLAR:Die bezeichnete Stelle oder den Lauf mit der aktiven Waschflotte spülen].	0	1	4	STATEMENT_CONTINUITY_NOT_PLAINTEXT_CLAUSE
B3-S014	B3	f83r	F084	f83r.11	NO	2	260|261	[OPAQUE_KARTE:7d2404c835b10a2c06af] > [OPAQUE_KARTE:03626ca94cb17800d767]	[EXEMPLAR:Öffne danach den oberen Lauf] [EXEMPLAR:Wasche einmal und beende den Schritt].	0	0	2	STATEMENT_CONTINUITY_NOT_PLAINTEXT_CLAUSE
B3-S015	B3	f83r	F085	f83r.11	NO	1	262	[OPAQUE_KARTE:de7321bface5628e35d6]	[EXEMPLAR:Die verbrauchte Flüssigkeit zum Auffang- oder Auslassbereich abführen].	0	0	1	STATEMENT_CONTINUITY_NOT_PLAINTEXT_CLAUSE
B3-S016	B3	f83r	F086|F087	f83r.11|f83r.14	YES	2	263|264	[OPAQUE_KARTE:2b7fa918d1b2f5c656e3] > [OPAQUE_KARTE:07913ef9b1fb773cd325]	[EXEMPLAR:Schließe den unteren Ablauf] [EXEMPLAR:Lasse es abkühlen und beende den Schritt].	0	0	2	STATEMENT_CONTINUITY_NOT_PLAINTEXT_CLAUSE
B3-S017	B3	f83r	F088	f83r.14	NO	1	265	[OPAQUE_KARTE:7d25241b0e56c836372a]	[EXEMPLAR:Wasche oder bade den bezeichneten Körper- oder Beckenbereich und beende den Schritt].	0	0	1	STATEMENT_CONTINUITY_NOT_PLAINTEXT_CLAUSE
B3-S018	B3	f83r	F089	f83r.14	NO	1	266	[OPAQUE_KARTE:bc4f1f5c006c74a4d26d]	[EXEMPLAR:Lasse es bis zur Bereitschaft stehen und beende den Schritt].	0	0	1	STATEMENT_CONTINUITY_NOT_PLAINTEXT_CLAUSE
B3-S019	B3	f83r	F090	f83r.14	NO	1	267	[OPAQUE_KARTE:db167f8e9b53eefb58f8]	[EXEMPLAR:Erwärme den Bade- oder Waschzusatz sanft und beende den Arbeitsschritt].	0	0	1	STATEMENT_CONTINUITY_NOT_PLAINTEXT_CLAUSE
B3-S020	B3	f83r	F091	f83r.14	NO	2	268|269	[OPAQUE_KARTE:dd0ecaf5e27d81befffc] > [OPAQUE_KARTE:de7321bface5628e35d6]	[EXEMPLAR:Den aktiven Posten an der örtlich bezeichneten Station führen] [EXEMPLAR:Die verbrauchte Flüssigkeit zum Auffang- oder Auslassbereich abführen].	0	0	2	STATEMENT_CONTINUITY_NOT_PLAINTEXT_CLAUSE
B3-S021	B3	f83r	F092|F093	f83r.14|f83r.15	YES	11	270|271|272|273|274|275|276|277|278|279|280	[WORTKANDIDAT:PER?] > [OPAQUE_KARTE:e0b630cb1b5df5e7105b] > [OPAQUE_KARTE:dd0ecaf5e27d81befffc] > [OPAQUE_KARTE:b921a237be883a820352] > [FORMAL:FORMAL_PARAMETER_CHANNEL__NOT_A_WORD;KEIN_WORT] > [OPAQUE_KARTE:abb23e5e6936b4147f76] > [OPAQUE_KARTE:cb57b696b815fdef9cb7] > [OPAQUE_KARTE:b921a237be883a820352] > [OPAQUE_KARTE:dd0ecaf5e27d81befffc] > [OPAQUE_KARTE:e0b630cb1b5df5e7105b] > [OPAQUE_KARTE:2bc2ed2630dbdaaa6b59]	durch/gemäß? [EXEMPLAR:Den aktiven Posten nach der örtlichen Vorschrift bemessen] [EXEMPLAR:Den örtlichen Prüfzustand der Charge feststellen] [EXEMPLAR:Den aktiven Posten an der örtlich bezeichneten Station führen] [EXEMPLAR:Diese aktive Portion] [FORMAL:FORMAL_PARAMETER_CHANNEL__NOT_A_WORD;KEIN_WORT] [EXEMPLAR:Den aktiven Posten nach der örtlichen Vorschrift bemessen] [EXEMPLAR:Für einen Zeitabschnitt] [EXEMPLAR:Warmes Wasser] [EXEMPLAR:Diese aktive Portion] [EXEMPLAR:Den aktiven Posten an der örtlich bezeichneten Station führen] [EXEMPLAR:Den örtlichen Prüfzustand der Charge feststellen] [EXEMPLAR:Behalte den Rückstand und beende den Schritt].	0	1	11	STATEMENT_CONTINUITY_NOT_PLAINTEXT_CLAUSE
B3-S022	B3	f83r	F094	f83r.15	NO	1	281	[OPAQUE_KARTE:4de12cf322dfb76ded1e]	[EXEMPLAR:Mische zu gleichen Teilen und beende den Schritt].	0	0	1	STATEMENT_CONTINUITY_NOT_PLAINTEXT_CLAUSE
B3-S023	B3	f83r	F095	f83r.15	NO	1	282	[OPAQUE_KARTE:de7321bface5628e35d6]	[EXEMPLAR:Die verbrauchte Flüssigkeit zum Auffang- oder Auslassbereich abführen].	0	0	1	STATEMENT_CONTINUITY_NOT_PLAINTEXT_CLAUSE
B3-S024	B3	f83r	F096	f83r.16	NO	1	283	[OPAQUE_KARTE:259b2b3b0bf859882e2c]	[EXEMPLAR:Spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt].	0	0	1	STATEMENT_CONTINUITY_NOT_PLAINTEXT_CLAUSE
B3-S025	B3	f83r	F097	f83r.16	NO	1	284	[OPAQUE_KARTE:87411f84689b4f93a303]	[EXEMPLAR:Erwärme es einmal und beende den Schritt].	0	0	1	STATEMENT_CONTINUITY_NOT_PLAINTEXT_CLAUSE
B3-S026	B3	f83r	F098|F099	f83r.16|f83r.20	YES	7	285|286|287|288|289|290|291	[OPAQUE_KARTE:342c3f0777337648f4b3] > [OPAQUE_KARTE:d72f71baff01cd0a0406] > [OPAQUE_KARTE:6f7ff8287eddf4da9fdb] > [OPAQUE_KARTE:1645e612504fcef59ced] > [OPAQUE_KARTE:e0b630cb1b5df5e7105b] > [OPAQUE_KARTE:d788d8d72d41b25a3c71] > [OPAQUE_KARTE:3b70942557b3a40e8030]	[EXEMPLAR:Richte die bezeichnete Beckenstation ein] [EXEMPLAR:Nach dem Absetzen] [EXEMPLAR:Rühre, bis alles gleichmäßig vermischt ist] [EXEMPLAR:Gib einen abgemessenen Anteil in das Gefäß] [EXEMPLAR:Den örtlichen Prüfzustand der Charge feststellen] [EXEMPLAR:Bis der Strom klar wird] [EXEMPLAR:Lasse die Flüssigkeit sich setzen und beende den Schritt].	0	0	7	STATEMENT_CONTINUITY_NOT_PLAINTEXT_CLAUSE
B3-S027	B3	f83r	F100	f83r.20	NO	1	292	[OPAQUE_KARTE:ff178343c18e287ce3b7]	[EXEMPLAR:Lege ein warmes Tuch auf die bezeichnete äußere Stelle und beende den Schritt].	0	0	1	STATEMENT_CONTINUITY_NOT_PLAINTEXT_CLAUSE
B3-S028	B3	f83r	F101	f83r.20	NO	2	293|294	[OPAQUE_KARTE:0275fbf14e07935b0a45] > [OPAQUE_KARTE:7db18b2f0fb7ed0fcfd3]	[EXEMPLAR:Die Charge für den vorgesehenen Gebrauch temperieren] [EXEMPLAR:Die bezeichnete Stelle oder den Lauf mit der aktiven Waschflotte spülen].	0	0	2	STATEMENT_CONTINUITY_NOT_PLAINTEXT_CLAUSE
B3-S029	B3	f83r	F102	f83r.20	NO	3	295|296|297	[WORTKANDIDAT:ET?] > [OPAQUE_KARTE:9247e38d29c79a0d2fa5] > [OPAQUE_KARTE:7db18b2f0fb7ed0fcfd3]	und/auch? [EXEMPLAR:Den recordlokalen aktiven Posten im Arbeitsgang fortführen] [EXEMPLAR:Nach der ersten Spülung] [EXEMPLAR:Die bezeichnete Stelle oder den Lauf mit der aktiven Waschflotte spülen].	1	0	3	STATEMENT_CONTINUITY_NOT_PLAINTEXT_CLAUSE
B3-S030	B3	f83r	F103|F104	f83r.20|f83r.22	YES	4	298|299|300|301	[OPAQUE_KARTE:276a7c2d74d1143446f4] > [FORMAL:FORMAL_PARAMETER_CHANNEL__NOT_A_WORD;KEIN_WORT] > [OPAQUE_KARTE:b154ff779abe5f196c80] > [OPAQUE_KARTE:4de12cf322dfb76ded1e]	[EXEMPLAR:Die Waschflotte am bezeichneten Körper- oder Beckenbereich gebrauchen] [FORMAL:FORMAL_PARAMETER_CHANNEL__NOT_A_WORD;KEIN_WORT] [EXEMPLAR:Den aktiven Posten nach der örtlichen Vorschrift bemessen] [EXEMPLAR:Ziehe die klare Flüssigkeit ab] [EXEMPLAR:Mische zu gleichen Teilen und beende den Schritt].	0	0	4	STATEMENT_CONTINUITY_NOT_PLAINTEXT_CLAUSE
B3-S031	B3	f83r	F105	f83r.22	NO	1	302	[OPAQUE_KARTE:7d25241b0e56c836372a]	[EXEMPLAR:Wasche oder bade den bezeichneten Körper- oder Beckenbereich und beende den Schritt].	0	0	1	STATEMENT_CONTINUITY_NOT_PLAINTEXT_CLAUSE
B3-S032	B3	f83r	F106	f83r.22	NO	5	303|304|305|306|307	[OPAQUE_KARTE:d784b2abcaf1a3703de2] > [OPAQUE_KARTE:6f7ff8287eddf4da9fdb] > [OPAQUE_KARTE:1779decef17481ec2853] > [OPAQUE_KARTE:54d0e228ca346110af05] > [OPAQUE_KARTE:c45ebac60774620561e2]	[EXEMPLAR:Beginne die Spülung] [EXEMPLAR:Rühre, bis alles gleichmäßig vermischt ist] [EXEMPLAR:Das breite Gefäß] [EXEMPLAR:Für dieselbe Dauer wie zuvor] [EXEMPLAR:Lasse es bis zur Klarheit ziehen und beende den Schritt].	0	0	5	STATEMENT_CONTINUITY_NOT_PLAINTEXT_CLAUSE
B3-S033	B3	f83r	F107	f83r.22	NO	1	308	[OPAQUE_KARTE:04a3877f0fc81b7597c9]	[EXEMPLAR:Ziehe es ab und beende den Schritt].	0	0	1	STATEMENT_CONTINUITY_NOT_PLAINTEXT_CLAUSE
B3-S034	B3	f83r	F108	f83r.24	NO	6	309|310|311|312|313|314	[OPAQUE_KARTE:2c82523794dcb7d2b343] > [OPAQUE_KARTE:e0b630cb1b5df5e7105b] > [OPAQUE_KARTE:80ebbbbf238eee9f0aef] > [OPAQUE_KARTE:54d0e228ca346110af05] > [OPAQUE_KARTE:7811a7daff25d476e28d] > [OPAQUE_KARTE:bc4f1f5c006c74a4d26d]	[EXEMPLAR:Bis es klar ist] [EXEMPLAR:Den örtlichen Prüfzustand der Charge feststellen] [EXEMPLAR:Gleichmäßig bearbeiten] [EXEMPLAR:Für dieselbe Dauer wie zuvor] [EXEMPLAR:Das untere Becken] [EXEMPLAR:Lasse es bis zur Bereitschaft stehen und beende den Schritt].	0	0	6	STATEMENT_CONTINUITY_NOT_PLAINTEXT_CLAUSE
B4-S001	B4	f83r	F109	f83r.25	NO	1	315	[OPAQUE_KARTE:7d25241b0e56c836372a]	[EXEMPLAR:Tauche das Tuch oder die Auflage in die temperierte Flüssigkeit und beende den Schritt].	0	0	1	STATEMENT_CONTINUITY_NOT_PLAINTEXT_CLAUSE
