gdt747_token_id	page	locus	line_number	token_ordinal	surface	reader_exact	source_class	semantic_axes	before_render_de	after_render_de	strong_concrete_credit	weak_visible_credit	candidate_token	retired_literal_withheld	literal_identity	confirmed_lexeme	component_export_credit
G747-T0128	f107r	f107r.49	49	6	chtl	1	GDT746_FORM_ONLY_OPEN	NONE	[chtl:?]	[trocken/getrocknet nur als direkte Formanalogie; Passagekern offen]	0	0	1	0	OPEN	0	0
G747-T0129	f107r	f107r.49	49	7	lkaiin	1	GDT743_OCCURRENCE_WHOLE	AMOUNT|LEVEL_III|PART|PREPARATION	Mengen-/Portionsstufe III der Zubereitungsfraktion	Mengen-/Portionsstufe III der Zubereitungsfraktion	1	0	0	0	OPEN	0	0
G747-T0130	f107r	f107r.49	49	8	okair	1	GDT734_W23_SAFE_WHOLE	HOT|MATERIAL|PART|PREPARATION	heiße Drogenfraktion II im Ansatz	heiße Drogenfraktion II im Ansatz	1	0	0	0	OPEN	0	0
G747-T0131	f107r	f107r.49	49	9	chtl	1	GDT746_FORM_ONLY_OPEN	NONE	[chtl:?]	[trocken/getrocknet nur als direkte Formanalogie; Passagekern offen]	0	0	1	0	OPEN	0	0
G747-T0132	f107r	f107r.49	49	10	raty	0	OPEN	NONE	[raty:?]	[raty:?]	0	0	0	0	OPEN	0	0
G747-T0133	f107v	f107v.32	32	1	tay	0	OPEN	NONE	[tay:?]	[tay:?]	0	0	0	0	OPEN	0	0
G747-T0134	f107v	f107v.32	32	2	oaiin	1	GDT734_W23_SAFE_WHOLE	AMOUNT|PREPARATION	drei Ansatzportionen	drei Ansatzportionen	1	0	0	0	OPEN	0	0
G747-T0135	f107v	f107v.32	32	3	okeeody	1	GDT746_FORM_DISTRIBUTION_INTERSECTION	END_STAGE|PREPARATION	[okeeody:?]	Zubereitung im Endzustand; erhitzt oder ausgekocht wahrscheinlich	1	0	1	0	OPEN	0	0
G747-T0136	f107v	f107v.32	32	4	okaiin	1	GDT734_WEAK_SAFE_WHOLE	HOT|LEVEL_III|PREPARATION	[heiß, Grad III, im Ansatzrahmen; schwach]	[heiß, Grad III, im Ansatzrahmen; schwach]	0	1	0	0	OPEN	0	0
G747-T0137	f107v	f107v.32	32	5	otaiin	1	GDT734_WEAK_SAFE_WHOLE	COLD|LEVEL_III|PREPARATION	[kalt im Zubereitungsrahmen, Grad III; schwach]	[kalt im Zubereitungsrahmen, Grad III; schwach]	0	1	0	0	OPEN	0	0
G747-T0138	f107v	f107v.32	32	6	otchey	1	GDT734_WEAK_SAFE_WHOLE	COLD|DRY|MIDDLE_STAGE|PREPARATION	[kalt-trockener Ansatz in der Mitte des Grades; schwach]	[kalt-trockener Ansatz in der Mitte des Grades; schwach]	0	1	0	0	OPEN	0	0
G747-T0139	f107v	f107v.32	32	7	qokaiin	1	GDT734_WEAK_SAFE_WHOLE	HOT|LEVEL_III	[heiß, Grad III; schwach]	[heiß, Grad III; schwach]	0	1	0	0	OPEN	0	0
G747-T0140	f107v	f107v.32	32	8	otedy	0	GDT734_WEAK_SAFE_WHOLE	CLOSE|COLD|END_STAGE|MIDDLE_STAGE|PREPARATION	[kalter Ansatz in der Mitte des Grades, abgeschlossen; schwach]	[kalter Ansatz in der Mitte des Grades, abgeschlossen; schwach]	0	1	0	0	OPEN	0	0
G747-T0141	f107v	f107v.32	32	9	qokam	1	GDT734_WEAK_SAFE_WHOLE	AMOUNT|HOT|PROCESS	[nimm ein Maß und erhitze es; schwach]	[nimm ein Maß und erhitze es; schwach]	0	1	0	0	OPEN	0	0
G747-T0142	f108v	f108v.25	25	1	sheeol	1	GDT746_FORM_DISTRIBUTION_INTERSECTION	END_STAGE	[sheeol:?]	behandelter Stoff im Endzustand; feucht gegen trocken offen	1	0	1	0	OPEN	0	0
G747-T0143	f108v	f108v.25	25	2	okeey	1	GDT734_WEAK_SAFE_WHOLE	END_STAGE|HOT|PREPARATION	[heißer Ansatz am Ende des Grades; schwach]	[heißer Ansatz am Ende des Grades; schwach]	0	1	0	0	OPEN	0	0
G747-T0144	f108v	f108v.25	25	3	kaiin	1	GDT734_W23_SAFE_WHOLE	HOT|LEVEL_III	heiß, Grad III	heiß, Grad III	1	0	0	0	OPEN	0	0
G747-T0145	f108v	f108v.25	25	4	okaiin	1	GDT734_WEAK_SAFE_WHOLE	HOT|LEVEL_III|PREPARATION	[heiß, Grad III, im Ansatzrahmen; schwach]	[heiß, Grad III, im Ansatzrahmen; schwach]	0	1	0	0	OPEN	0	0
G747-T0146	f108v	f108v.25	25	5	ol	1	GDT734_WEAK_SAFE_WHOLE	MATERIAL|PREPARATION	[Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; schwach]	[Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; schwach]	0	1	0	0	OPEN	0	0
G747-T0147	f108v	f108v.25	25	6	lchey	1	WITHHELD_RETIRED_LITERAL	NONE	[lchey:?]	[lchey: zurückgehaltene Altidentität]	0	0	0	1	OPEN	0	0
G747-T0148	f108v	f108v.25	25	7	ctheo	0	OPEN	NONE	[ctheo:?]	[ctheo:?]	0	0	0	0	OPEN	0	0
G747-T0149	f108v	f108v.25	25	8	r	0	WITHHELD_RETIRED_LITERAL	NONE	[r:?]	[r: zurückgehaltene Altidentität]	0	0	0	1	OPEN	0	0
G747-T0150	f108v	f108v.25	25	9	aiin	1	GDT734_WEAK_SAFE_WHOLE	AMOUNT	[Menge III; schwach]	[Menge III; schwach]	0	1	0	0	OPEN	0	0
G747-T0151	f108v	f108v.25	25	10	cheey	1	GDT734_WEAK_SAFE_WHOLE	DRY|END_STAGE	[trocken am Ende des Grades; schwach]	[trocken am Ende des Grades; schwach]	0	1	0	0	OPEN	0	0
G747-T0152	f108v	f108v.25	25	11	qokeey	1	GDT734_W23_SAFE_WHOLE	END_STAGE|HOT	heiß am Ende des Grades	heiß am Ende des Grades	1	0	0	0	OPEN	0	0
G747-T0153	f108v	f108v.25	25	12	qokeeaiin	1	GDT734_W23_SAFE_WHOLE	END_STAGE|HOT|PART|PROCESS	erhitze drei Teile bis zur Endstufe	erhitze drei Teile bis zur Endstufe	1	0	0	0	OPEN	0	0
G747-T0154	f108v	f108v.25	25	13	al	1	GDT734_WEAK_SAFE_WHOLE	MATERIAL	[Rohstoffklasse I; schwach]	[Rohstoffklasse I; schwach]	0	1	0	0	OPEN	0	0
G747-T0155	f111r	f111r.18	18	1	daiin	0	GDT734_WEAK_SAFE_WHOLE	AMOUNT|LEVEL_III	[Grad-/Maßwert III; schwach]	[Grad-/Maßwert III; schwach]	0	1	0	0	OPEN	0	0
G747-T0156	f111r	f111r.18	18	2	shecthey	1	OPEN	NONE	[shecthey:?]	[shecthey:?]	0	0	0	0	OPEN	0	0
G747-T0157	f111r	f111r.18	18	3	oteody	1	GDT734_WEAK_SAFE_WHOLE	CLOSE|COLD|END_STAGE|PREPARATION	[abgekühlter, fertiger Ansatz; schwach]	[abgekühlter, fertiger Ansatz; schwach]	0	1	0	0	OPEN	0	0
G747-T0158	f111r	f111r.18	18	4	qochey	1	GDT746_FORM_DISTRIBUTION_INTERSECTION	DRY	[qochey:?]	trocken; Mittelstufe wahrscheinlich, Funktion offen	1	0	1	0	OPEN	0	0
G747-T0159	f111r	f111r.18	18	5	qokeey	1	GDT734_W23_SAFE_WHOLE	END_STAGE|HOT	heiß am Ende des Grades	heiß am Ende des Grades	1	0	0	0	OPEN	0	0
G747-T0160	f111r	f111r.18	18	6	chey	1	GDT734_WEAK_SAFE_WHOLE	DRY|MIDDLE_STAGE	[trocken in der Mitte des Grades; schwach]	[trocken in der Mitte des Grades; schwach]	0	1	0	0	OPEN	0	0
G747-T0161	f111r	f111r.18	18	7	teey	1	GDT734_W23_SAFE_WHOLE	COLD|END_STAGE	kalt am Ende des Grades	kalt am Ende des Grades	1	0	0	0	OPEN	0	0
G747-T0162	f111r	f111r.18	18	8	qokeedy	1	GDT734_WEAK_SAFE_WHOLE	CLOSE|END_STAGE|HOT	[heiß am Ende des Grades, abgeschlossen; schwach]	[heiß am Ende des Grades, abgeschlossen; schwach]	0	1	0	0	OPEN	0	0
G747-T0163	f111r	f111r.18	18	9	qokeedy	1	GDT734_WEAK_SAFE_WHOLE	CLOSE|END_STAGE|HOT	[heiß am Ende des Grades, abgeschlossen; schwach]	[heiß am Ende des Grades, abgeschlossen; schwach]	0	1	0	0	OPEN	0	0
G747-T0164	f111r	f111r.18	18	10	cheol	0	GDT734_WEAK_SAFE_WHOLE	DRY|MATERIAL	[trockener Drogenstoff; schwach]	[trockener Drogenstoff; schwach]	0	1	0	0	OPEN	0	0
G747-T0165	f111r	f111r.18	18	11	lokeedy	0	OPEN	NONE	[lokeedy:?]	[lokeedy:?]	0	0	0	0	OPEN	0	0
G747-T0166	f111r	f111r.18	18	12	lched	1	WITHHELD_RETIRED_LITERAL	NONE	[lched:?]	[lched: zurückgehaltene Altidentität]	0	0	0	1	OPEN	0	0
G747-T0167	f111r	f111r.3	3	1	dsheedy	1	GDT746_FORM_DISTRIBUTION_INTERSECTION	END_STAGE	[dsheedy:?]	Endzustand; angefeuchtet oder eingeweicht nach Ganzwortfamilie	1	0	1	0	OPEN	0	0
G747-T0168	f111r	f111r.3	3	2	lkeedy	1	WITHHELD_RETIRED_LITERAL	NONE	[lkeedy:?]	[lkeedy: zurückgehaltene Altidentität]	0	0	0	1	OPEN	0	0
G747-T0169	f111r	f111r.3	3	3	chckhy	1	GDT734_WEAK_SAFE_WHOLE	BEGIN_STAGE|DRY|PREPARATION	[Arzneikompositum: trocken, Gradanfang; schwach]	[Arzneikompositum: trocken, Gradanfang; schwach]	0	1	0	0	OPEN	0	0
G747-T0170	f111r	f111r.3	3	4	lchedy	1	WITHHELD_RETIRED_LITERAL	NONE	[lchedy:?]	[lchedy: zurückgehaltene Altidentität]	0	0	0	1	OPEN	0	0
G747-T0171	f111r	f111r.3	3	5	qokeey	1	GDT734_W23_SAFE_WHOLE	END_STAGE|HOT	heiß am Ende des Grades	heiß am Ende des Grades	1	0	0	0	OPEN	0	0
G747-T0172	f111r	f111r.3	3	6	qokear	1	OPEN	NONE	[qokear:?]	[qokear:?]	0	0	0	0	OPEN	0	0
G747-T0173	f111r	f111r.3	3	7	chal	1	GDT734_WEAK_SAFE_WHOLE	BEGIN_STAGE|DRY|MATERIAL	[Rohstoffklasse I, trocken am Gradanfang; schwach]	[Rohstoffklasse I, trocken am Gradanfang; schwach]	0	1	0	0	OPEN	0	0
G747-T0174	f111r	f111r.3	3	8	qokeear	0	OPEN	NONE	[qokeear:?]	[qokeear:?]	0	0	0	0	OPEN	0	0
G747-T0175	f111r	f111r.3	3	9	cheokedy	1	GDT734_W23_SAFE_WHOLE	CLOSE|DRY|END_STAGE|HOT|MIDDLE_STAGE|PREPARATION	trocken angesetzte heiße Zubereitung in der Gradmitte, abgeschlossen	trocken angesetzte heiße Zubereitung in der Gradmitte, abgeschlossen	1	0	0	0	OPEN	0	0
G747-T0176	f111r	f111r.3	3	10	sal	1	WITHHELD_RETIRED_LITERAL	NONE	[sal:?]	[sal: zurückgehaltene Altidentität]	0	0	0	1	OPEN	0	0
G747-T0177	f111r	f111r.3	3	11	lokam	1	OPEN	NONE	[lokam:?]	[lokam:?]	0	0	0	0	OPEN	0	0
G747-T0178	f111r	f111r.30	30	1	qockhedy	0	OPEN	NONE	[qockhedy:?]	[qockhedy:?]	0	0	0	0	OPEN	0	0
G747-T0179	f111r	f111r.30	30	2	qokeechy	1	OPEN	NONE	[qokeechy:?]	[qokeechy:?]	0	0	0	0	OPEN	0	0
G747-T0180	f111r	f111r.30	30	3	qotchey	1	GDT734_W23_SAFE_WHOLE	COLD|DRY|MIDDLE_STAGE	kalt und trocken in der Mitte des Grades	kalt und trocken in der Mitte des Grades	1	0	0	0	OPEN	0	0
G747-T0181	f111r	f111r.30	30	4	chtar	1	GDT746_FORM_DISTRIBUTION_INTERSECTION	DRY	[chtar:?]	trockene Teil-/Fraktionsform; Temperatur und Träger offen	1	0	1	0	OPEN	0	0
G747-T0182	f111r	f111r.30	30	5	ar	1	GDT734_WEAK_SAFE_WHOLE	MATERIAL|PART	[Drogenfraktion I; schwach]	[Drogenfraktion I; schwach]	0	1	0	0	OPEN	0	0
G747-T0183	f111r	f111r.30	30	6	chkeey	1	GDT734_WEAK_SAFE_WHOLE	DRY|END_STAGE|HOT	[heiß-trocken, Endstufe; schwach]	[heiß-trocken, Endstufe; schwach]	0	1	0	0	OPEN	0	0
G747-T0184	f111r	f111r.30	30	7	lkar	1	WITHHELD_RETIRED_LITERAL	NONE	[lkar:?]	[lkar: zurückgehaltene Altidentität]	0	0	0	1	OPEN	0	0
G747-T0185	f111r	f111r.30	30	8	aiin	1	GDT734_WEAK_SAFE_WHOLE	AMOUNT	[Menge III; schwach]	[Menge III; schwach]	0	1	0	0	OPEN	0	0
G747-T0186	f111r	f111r.30	30	9	chedy	1	GDT734_WEAK_SAFE_WHOLE	CLOSE|DRY|END_STAGE|MIDDLE_STAGE	[trocken in der Mitte des Grades, abgeschlossen; schwach]	[trocken in der Mitte des Grades, abgeschlossen; schwach]	0	1	0	0	OPEN	0	0
G747-T0187	f111r	f111r.30	30	10	qokeey	1	GDT734_W23_SAFE_WHOLE	END_STAGE|HOT	heiß am Ende des Grades	heiß am Ende des Grades	1	0	0	0	OPEN	0	0
G747-T0188	f111r	f111r.30	30	11	qoirain	1	OPEN	NONE	[qoirain:?]	[qoirain:?]	0	0	0	0	OPEN	0	0
G747-T0189	f111r	f111r.52	52	1	dair	0	GDT734_WEAK_SAFE_WHOLE	PART	[abgemessene Fraktion II; schwach]	[abgemessene Fraktion II; schwach]	0	1	0	0	OPEN	0	0
G747-T0190	f111r	f111r.52	52	2	al	1	GDT734_WEAK_SAFE_WHOLE	MATERIAL	[Rohstoffklasse I; schwach]	[Rohstoffklasse I; schwach]	0	1	0	0	OPEN	0	0
G747-T0191	f111r	f111r.52	52	3	qokeey	1	GDT734_W23_SAFE_WHOLE	END_STAGE|HOT	heiß am Ende des Grades	heiß am Ende des Grades	1	0	0	0	OPEN	0	0
G747-T0192	f111r	f111r.52	52	4	qokaiin	1	GDT734_WEAK_SAFE_WHOLE	HOT|LEVEL_III	[heiß, Grad III; schwach]	[heiß, Grad III; schwach]	0	1	0	0	OPEN	0	0
G747-T0193	f111r	f111r.52	52	5	sheal	1	GDT734_W23_SAFE_WHOLE	MATERIAL|MIDDLE_STAGE|MOIST	Rohstoffklasse I, feucht in der Gradmitte	Rohstoffklasse I, feucht in der Gradmitte	1	0	0	0	OPEN	0	0
G747-T0194	f111r	f111r.52	52	6	qokeain	1	OPEN	NONE	[qokeain:?]	[qokeain:?]	0	0	0	0	OPEN	0	0
G747-T0195	f111r	f111r.52	52	7	shckhy	1	GDT734_WEAK_SAFE_WHOLE	BEGIN_STAGE|MOIST|PREPARATION	[Arzneikompositum: feucht, Gradanfang; schwach]	[Arzneikompositum: feucht, Gradanfang; schwach]	0	1	0	0	OPEN	0	0
G747-T0196	f111r	f111r.52	52	8	sain	1	GDT743_OCCURRENCE_WHOLE	LEVEL_II	Skalarstufe II; Dimension offen	Skalarstufe II; Dimension offen	1	0	0	0	OPEN	0	0
G747-T0197	f111r	f111r.52	52	9	chckhy	1	GDT734_WEAK_SAFE_WHOLE	BEGIN_STAGE|DRY|PREPARATION	[Arzneikompositum: trocken, Gradanfang; schwach]	[Arzneikompositum: trocken, Gradanfang; schwach]	0	1	0	0	OPEN	0	0
G747-T0198	f111r	f111r.52	52	10	char	1	GDT734_WEAK_SAFE_WHOLE	DRY|PART	[Trockenfraktion I; schwach]	[Trockenfraktion I; schwach]	0	1	0	0	OPEN	0	0
G747-T0199	f111r	f111r.52	52	11	aiin	1	GDT734_WEAK_SAFE_WHOLE	AMOUNT	[Menge III; schwach]	[Menge III; schwach]	0	1	0	0	OPEN	0	0
G747-T0200	f111r	f111r.52	52	12	alom	1	GDT746_FORM_DISTRIBUTION_INTERSECTION	MATERIAL	[alom:?]	Stoff-/Materialform; Maßlesung offen	1	0	1	0	OPEN	0	0
G747-T0201	f111r	f111r.7	7	1	sshedy	1	WITHHELD_RETIRED_LITERAL	NONE	[sshedy:?]	[sshedy: zurückgehaltene Altidentität]	0	0	0	1	OPEN	0	0
G747-T0202	f111r	f111r.7	7	2	qokeey	1	GDT734_W23_SAFE_WHOLE	END_STAGE|HOT	heiß am Ende des Grades	heiß am Ende des Grades	1	0	0	0	OPEN	0	0
G747-T0203	f111r	f111r.7	7	3	checthey	1	WITHHELD_RETIRED_LITERAL	NONE	[checthey:?]	[checthey: zurückgehaltene Altidentität]	0	0	0	1	OPEN	0	0
G747-T0204	f111r	f111r.7	7	4	oteedy	1	GDT734_WEAK_SAFE_WHOLE	CLOSE|COLD|END_STAGE|PREPARATION	[kalter Ansatz am Ende des Grades, abgeschlossen; schwach]	[kalter Ansatz am Ende des Grades, abgeschlossen; schwach]	0	1	0	0	OPEN	0	0
G747-T0205	f111r	f111r.7	7	5	lchedy	1	WITHHELD_RETIRED_LITERAL	NONE	[lchedy:?]	[lchedy: zurückgehaltene Altidentität]	0	0	0	1	OPEN	0	0
G747-T0206	f111r	f111r.7	7	6	chol	1	GDT734_WEAK_SAFE_WHOLE	DRY|MATERIAL	[trocken; nominal trockenes Gut/Material; schwach]	[trocken; nominal trockenes Gut/Material; schwach]	0	1	0	0	OPEN	0	0
G747-T0207	f111r	f111r.7	7	7	sheeol	1	GDT746_FORM_DISTRIBUTION_INTERSECTION	END_STAGE	[sheeol:?]	behandelter Stoff im Endzustand; feucht gegen trocken offen	1	0	1	0	OPEN	0	0
G747-T0208	f111r	f111r.7	7	8	qokeody	1	OPEN	NONE	[qokeody:?]	[qokeody:?]	0	0	0	0	OPEN	0	0
G747-T0209	f111r	f111r.7	7	9	raiin	1	WITHHELD_RETIRED_LITERAL	NONE	[raiin:?]	[raiin: zurückgehaltene Altidentität]	0	0	0	1	OPEN	0	0
G747-T0210	f111r	f111r.7	7	10	otedy	1	GDT734_WEAK_SAFE_WHOLE	CLOSE|COLD|END_STAGE|MIDDLE_STAGE|PREPARATION	[kalter Ansatz in der Mitte des Grades, abgeschlossen; schwach]	[kalter Ansatz in der Mitte des Grades, abgeschlossen; schwach]	0	1	0	0	OPEN	0	0
G747-T0211	f111r	f111r.7	7	11	otar	1	GDT734_WEAK_SAFE_WHOLE	COLD|MATERIAL|PART|PREPARATION	[kalte Drogenfraktion I im Ansatz; schwach]	[kalte Drogenfraktion I im Ansatz; schwach]	0	1	0	0	OPEN	0	0
G747-T0212	f111r	f111r.7	7	12	aiin	1	GDT734_WEAK_SAFE_WHOLE	AMOUNT	[Menge III; schwach]	[Menge III; schwach]	0	1	0	0	OPEN	0	0
G747-T0213	f111r	f111r.7	7	13	om	1	WITHHELD_RETIRED_LITERAL	NONE	[om:?]	[om: zurückgehaltene Altidentität]	0	0	0	1	OPEN	0	0
G747-T0214	f111v	f111v.13	13	1	sheaiin	1	OPEN	NONE	[sheaiin:?]	[sheaiin:?]	0	0	0	0	OPEN	0	0
G747-T0215	f111v	f111v.13	13	2	okaiin	1	GDT734_WEAK_SAFE_WHOLE	HOT|LEVEL_III|PREPARATION	[heiß, Grad III, im Ansatzrahmen; schwach]	[heiß, Grad III, im Ansatzrahmen; schwach]	0	1	0	0	OPEN	0	0
G747-T0216	f111v	f111v.13	13	3	shckhy	0	GDT734_WEAK_SAFE_WHOLE	BEGIN_STAGE|MOIST|PREPARATION	[Arzneikompositum: feucht, Gradanfang; schwach]	[Arzneikompositum: feucht, Gradanfang; schwach]	0	1	0	0	OPEN	0	0
G747-T0217	f111v	f111v.13	13	4	cheol	1	GDT734_WEAK_SAFE_WHOLE	DRY|MATERIAL	[trockener Drogenstoff; schwach]	[trockener Drogenstoff; schwach]	0	1	0	0	OPEN	0	0
G747-T0218	f111v	f111v.13	13	5	kedy	0	GDT734_W23_SAFE_WHOLE	CLOSE|END_STAGE|HOT|MIDDLE_STAGE	heiß in der Mitte des Grades, abgeschlossen	heiß in der Mitte des Grades, abgeschlossen	1	0	0	0	OPEN	0	0
G747-T0219	f111v	f111v.13	13	6	chetar	1	GDT746_FORM_DISTRIBUTION_INTERSECTION	DRY	[chetar:?]	trockene Fraktion; Mittelstufe wahrscheinlich	1	0	1	0	OPEN	0	0
G747-T0220	f111v	f111v.13	13	7	okaiin	1	GDT734_WEAK_SAFE_WHOLE	HOT|LEVEL_III|PREPARATION	[heiß, Grad III, im Ansatzrahmen; schwach]	[heiß, Grad III, im Ansatzrahmen; schwach]	0	1	0	0	OPEN	0	0
G747-T0221	f111v	f111v.13	13	8	shal	1	GDT734_WEAK_SAFE_WHOLE	BEGIN_STAGE|MATERIAL|MOIST	[Rohstoffklasse I, feucht am Gradanfang; schwach]	[Rohstoffklasse I, feucht am Gradanfang; schwach]	0	1	0	0	OPEN	0	0
G747-T0222	f111v	f111v.13	13	9	lchdal	0	WITHHELD_RETIRED_LITERAL	NONE	[lchdal:?]	[lchdal: zurückgehaltene Altidentität]	0	0	0	1	OPEN	0	0
G747-T0223	f111v	f111v.13	13	10	tedy	0	GDT734_W23_SAFE_WHOLE	CLOSE|COLD|END_STAGE|MIDDLE_STAGE	kalt in der Mitte des Grades, abgeschlossen	kalt in der Mitte des Grades, abgeschlossen	1	0	0	0	OPEN	0	0
G747-T0224	f111v	f111v.13	13	11	tar	1	GDT734_WEAK_SAFE_WHOLE	COLD|MATERIAL|PART	[kalte Drogenfraktion I; schwach]	[kalte Drogenfraktion I; schwach]	0	1	0	0	OPEN	0	0
G747-T0225	f111v	f111v.13	13	12	amd	1	OPEN	NONE	[amd:?]	[amd:?]	0	0	0	0	OPEN	0	0
G747-T0226	f111v	f111v.40	40	1	ykeeey	1	GDT746_FORM_DISTRIBUTION_INTERSECTION	END_STAGE	[ykeeey:?]	bis zur Endstufe führen; heiß und Abschluss wahrscheinlich	1	0	1	0	OPEN	0	0
G747-T0227	f111v	f111v.40	40	2	lkain	1	GDT743_OCCURRENCE_WHOLE	LEVEL_II	Skalarstufe II [Carrier=PREPARATION; Dimension offen; provisorischer R4-Lauf]	Skalarstufe II [Carrier=PREPARATION; Dimension offen; provisorischer R4-Lauf]	1	0	0	0	OPEN	0	0
G747-T0228	f111v	f111v.40	40	3	chckhy	1	GDT734_WEAK_SAFE_WHOLE	BEGIN_STAGE|DRY|PREPARATION	[Arzneikompositum: trocken, Gradanfang; schwach]	[Arzneikompositum: trocken, Gradanfang; schwach]	0	1	0	0	OPEN	0	0
G747-T0229	f111v	f111v.40	40	4	chokain	1	GDT734_W23_SAFE_WHOLE	DRY|HOT|LEVEL_II|PREPARATION|PROCESS	erhitze den Trockenansatz auf Stufe II	erhitze den Trockenansatz auf Stufe II	1	0	0	0	OPEN	0	0
G747-T0230	f111v	f111v.40	40	5	chckhal	1	GDT734_W23_SAFE_WHOLE	DRY|MATERIAL|PREPARATION	trockenes Arzneikompositum, Rohstoffform I	trockenes Arzneikompositum, Rohstoffform I	1	0	0	0	OPEN	0	0
G747-T0231	f111v	f111v.40	40	6	sheckhedy	1	GDT734_W23_SAFE_WHOLE	CLOSE|END_STAGE|MIDDLE_STAGE|MOIST|PREPARATION	feuchtes Arzneikompositum in der Gradmitte, abgeschlossen	feuchtes Arzneikompositum in der Gradmitte, abgeschlossen	1	0	0	0	OPEN	0	0
G747-T0232	f111v	f111v.40	40	7	qokeey	1	GDT734_W23_SAFE_WHOLE	END_STAGE|HOT	heiß am Ende des Grades	heiß am Ende des Grades	1	0	0	0	OPEN	0	0
G747-T0233	f111v	f111v.40	40	8	qokeedy	0	GDT734_WEAK_SAFE_WHOLE	CLOSE|END_STAGE|HOT	[heiß am Ende des Grades, abgeschlossen; schwach]	[heiß am Ende des Grades, abgeschlossen; schwach]	0	1	0	0	OPEN	0	0
G747-T0234	f111v	f111v.40	40	9	lchsl	1	OPEN	NONE	[lchsl:?]	[lchsl:?]	0	0	0	0	OPEN	0	0
G747-T0235	f112v	f112v.12	12	1	daiin	1	GDT734_WEAK_SAFE_WHOLE	AMOUNT|LEVEL_III	[Grad-/Maßwert III; schwach]	[Grad-/Maßwert III; schwach]	0	1	0	0	OPEN	0	0
G747-T0236	f112v	f112v.12	12	2	al	1	GDT734_WEAK_SAFE_WHOLE	MATERIAL	[Rohstoffklasse I; schwach]	[Rohstoffklasse I; schwach]	0	1	0	0	OPEN	0	0
G747-T0237	f112v	f112v.12	12	3	olkeedain	1	OPEN	NONE	[olkeedain:?]	[olkeedain:?]	0	0	0	0	OPEN	0	0
G747-T0238	f112v	f112v.12	12	4	oteey	1	GDT734_W23_SAFE_WHOLE	COLD|END_STAGE|PREPARATION	kalter Ansatz am Ende des Grades	kalter Ansatz am Ende des Grades	1	0	0	0	OPEN	0	0
G747-T0239	f112v	f112v.12	12	5	sheeol	1	GDT746_FORM_DISTRIBUTION_INTERSECTION	END_STAGE	[sheeol:?]	behandelter Stoff im Endzustand; feucht gegen trocken offen	1	0	1	0	OPEN	0	0
G747-T0240	f112v	f112v.12	12	6	qokeedy	0	GDT734_WEAK_SAFE_WHOLE	CLOSE|END_STAGE|HOT	[heiß am Ende des Grades, abgeschlossen; schwach]	[heiß am Ende des Grades, abgeschlossen; schwach]	0	1	0	0	OPEN	0	0
G747-T0241	f112v	f112v.12	12	7	qochaiin	1	OPEN	NONE	[qochaiin:?]	[qochaiin:?]	0	0	0	0	OPEN	0	0
G747-T0242	f112v	f112v.12	12	8	oteey	0	GDT734_W23_SAFE_WHOLE	COLD|END_STAGE|PREPARATION	kalter Ansatz am Ende des Grades	kalter Ansatz am Ende des Grades	1	0	0	0	OPEN	0	0
G747-T0243	f112v	f112v.12	12	9	qoty	1	GDT734_WEAK_SAFE_WHOLE	BEGIN_STAGE|COLD	[kalt am Anfang des Grades; schwach]	[kalt am Anfang des Grades; schwach]	0	1	0	0	OPEN	0	0
G747-T0244	f113r	f113r.1	1	1	pches	0	OPEN	NONE	[pches:?]	[pches:?]	0	0	0	0	OPEN	0	0
G747-T0245	f113r	f113r.1	1	2	chy	0	GDT734_WEAK_SAFE_WHOLE	BEGIN_STAGE|DRY	[trocken am Anfang des Grades; schwach]	[trocken am Anfang des Grades; schwach]	0	1	0	0	OPEN	0	0
G747-T0246	f113r	f113r.1	1	3	ypcheedy	1	OPEN	NONE	[ypcheedy:?]	[ypcheedy:?]	0	0	0	0	OPEN	0	0
G747-T0247	f113r	f113r.1	1	4	fchdy	0	OPEN	NONE	[fchdy:?]	[fchdy:?]	0	0	0	0	OPEN	0	0
G747-T0248	f113r	f113r.1	1	5	chetar	1	GDT746_FORM_DISTRIBUTION_INTERSECTION	DRY	[chetar:?]	trockene Fraktion; Mittelstufe wahrscheinlich	1	0	1	0	OPEN	0	0
G747-T0249	f113r	f113r.1	1	6	qopchedaiin	1	OPEN	NONE	[qopchedaiin:?]	[qopchedaiin:?]	0	0	0	0	OPEN	0	0
G747-T0250	f113r	f113r.1	1	7	oteey	1	GDT734_W23_SAFE_WHOLE	COLD|END_STAGE|PREPARATION	kalter Ansatz am Ende des Grades	kalter Ansatz am Ende des Grades	1	0	0	0	OPEN	0	0
G747-T0251	f113r	f113r.1	1	8	oty	1	GDT734_WEAK_SAFE_WHOLE	BEGIN_STAGE|COLD|PREPARATION	[kalter Ansatz am Anfang des Grades; schwach]	[kalter Ansatz am Anfang des Grades; schwach]	0	1	0	0	OPEN	0	0
G747-T0252	f113r	f113r.1	1	9	lkchy	1	OPEN	NONE	[lkchy:?]	[lkchy:?]	0	0	0	0	OPEN	0	0
G747-T0253	f113r	f113r.1	1	10	chodain	1	OPEN	NONE	[chodain:?]	[chodain:?]	0	0	0	0	OPEN	0	0
