gdt747_line_id	page	locus	line_number	line_tokens	candidate_occurrences	candidate_surfaces	candidate_reader_exact_occurrences	before_strong_concrete_tokens	after_strong_concrete_tokens	strong_concrete_delta	after_weak_visible_tokens	after_open_tokens	retired_literal_withheld_tokens	after_strong_coverage_fraction	local_support_tier_counts	locally_supported_candidate_occurrences	eva_line	before_render_de	after_render_de	literal_plaintext_credit	component_export_credit
G747-L029	f113r	f113r.43	43	14	1	cheeey	1	1	2	1	6	2	4	0.143	L0_NO_LOCAL_W23_SUPPORT:1	0	ykcheor sheeod lkar ar al s aiin cheeey ol chedy lchey lkar am chedam	[ykcheor:?]; vollständig eingeweichten Ansatz abschließen; [lkar:?]; [Drogenfraktion I; schwach]; [Rohstoffklasse I; schwach]; [s:?]; [Menge III; schwach]; [cheeey:?]; [Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; schwach]; [trocken in der Mitte des Grades, abgeschlossen; schwach]; [lchey:?]; [lkar:?]; [Maßeinheit I; schwach]; [chedam:?]	[ykcheor:?]; vollständig eingeweichten Ansatz abschließen; [lkar: zurückgehaltene Altidentität]; [Drogenfraktion I; schwach]; [Rohstoffklasse I; schwach]; [s: zurückgehaltene Altidentität]; [Menge III; schwach]; trockener Zustand; Endbereich wahrscheinlich; [Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; schwach]; [trocken in der Mitte des Grades, abgeschlossen; schwach]; [lchey: zurückgehaltene Altidentität]; [lkar: zurückgehaltene Altidentität]; [Maßeinheit I; schwach]; [chedam:?]	0	0
G747-L030	f113r	f113r.49	49	13	1	cheeey	1	4	5	1	3	1	4	0.385	L2_MULTIWHOLE_LOCAL_SUPPORT:1	1	sain cheeey cheo kcheey qokeey lkeeey okeeey lkchey lcho r aiin otain al	Skalarstufe II; Dimension offen; Eintrag; [cheeey:?]; trocken angesetzte Zubereitung; heiß und trocken am Ende des Grades; heiß am Ende des Grades; [lkeeey:?]; [okeeey:?]; [lkchey:?]; [lcho:?]; [r:?]; [Menge III; schwach]; [kalt im Zubereitungsrahmen, Grad II; schwach]; [Rohstoffklasse I; schwach]	Skalarstufe II; Dimension offen; Eintrag; trockener Zustand; Endbereich wahrscheinlich; trocken angesetzte Zubereitung; heiß und trocken am Ende des Grades; heiß am Ende des Grades; [lkeeey: zurückgehaltene Altidentität]; [okeeey:?]; [lkchey: zurückgehaltene Altidentität]; [lcho: zurückgehaltene Altidentität]; [r: zurückgehaltene Altidentität]; [Menge III; schwach]; [kalt im Zubereitungsrahmen, Grad II; schwach]; [Rohstoffklasse I; schwach]	0	0
G747-L031	f114r	f114r.12	12	12	1	ykeeey	1	2	3	1	4	4	1	0.250	L0_NO_LOCAL_W23_SUPPORT:1	0	ykcheshd ol air okaiin otedy ykeeey teos lair sheod chody otchedair okam	[ykcheshd:?]; [Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; schwach]; zweite Drogenfraktion; [heiß, Grad III, im Ansatzrahmen; schwach]; [kalter Ansatz in der Mitte des Grades, abgeschlossen; schwach]; [ykeeey:?]; [teos:?]; [lair:?]; [sheod:?]; [Trockenansatz, abgeschlossen; schwach]; [otchedair:?]; ein Maß heißen Ansatzes	[ykcheshd:?]; [Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; schwach]; zweite Drogenfraktion; [heiß, Grad III, im Ansatzrahmen; schwach]; [kalter Ansatz in der Mitte des Grades, abgeschlossen; schwach]; bis zur Endstufe führen; heiß und Abschluss wahrscheinlich; [teos:?]; [lair: zurückgehaltene Altidentität]; [sheod:?]; [Trockenansatz, abgeschlossen; schwach]; [otchedair:?]; ein Maß heißen Ansatzes	0	0
G747-L032	f115r	f115r.14	14	13	1	chtar	1	6	7	1	2	3	1	0.538	L0_NO_LOCAL_W23_SUPPORT:1	0	ycheeo rcheeo qo lkain cheey saiin cheedy tcheo lodar chtar as kaiin dam	Eintrag: zweiter Trockenansatz; [rcheeo:?]; nehmen; Skalarstufe II; Dimension offen; [trocken am Ende des Grades; schwach]; [saiin:?]; trocken am Ende des Grades, abgeschlossen; [tcheo:?]; [lodar:?]; [chtar:?]; ein gleicher Teil der Arzneispecies; heiß, Grad III; [Dosis I; schwach]	Eintrag: zweiter Trockenansatz; [rcheeo:?]; nehmen; Skalarstufe II; Dimension offen; [trocken am Ende des Grades; schwach]; [saiin: zurückgehaltene Altidentität]; trocken am Ende des Grades, abgeschlossen; [tcheo:?]; [lodar:?]; trockene Teil-/Fraktionsform; Temperatur und Träger offen; ein gleicher Teil der Arzneispecies; heiß, Grad III; [Dosis I; schwach]	0	0
G747-L033	f116r	f116r.19	19	13	1	chetar	1	2	3	1	5	4	1	0.231	L0_NO_LOCAL_W23_SUPPORT:1	0	porchey sheedy qotain chetar qotar ar arody chcthy rain otey ot y dain	[porchey:?]; [feucht am Ende des Grades, abgeschlossen; schwach]; [kalt im qo-Rahmen, Grad II; schwach]; [chetar:?]; [kalte Drogenfraktion I; schwach]; [Drogenfraktion I; schwach]; [arody:?]; [chcthy:?]; Kältegrad II der Zubereitung; interner Rückbezug; kalter Ansatz in der Mitte des Grades; [ot:?]; [y:?]; [Grad-/Maßwert II; schwach]	[porchey:?]; [feucht am Ende des Grades, abgeschlossen; schwach]; [kalt im qo-Rahmen, Grad II; schwach]; trockene Fraktion; Mittelstufe wahrscheinlich; [kalte Drogenfraktion I; schwach]; [Drogenfraktion I; schwach]; [arody:?]; [chcthy: zurückgehaltene Altidentität]; Kältegrad II der Zubereitung; interner Rückbezug; kalter Ansatz in der Mitte des Grades; [ot:?]; [y:?]; [Grad-/Maßwert II; schwach]	0	0
G747-L034	f24r	f24r.7	7	7	1	chtar	1	2	3	1	0	2	2	0.429	L1_SINGLE_WHOLE_LOCAL_SUPPORT:1	1	q kar chtar s cheor cthol qodol	[q:?]; heiße Drogenfraktion I; [chtar:?]; [s:?]; trockener Drogenteil; [cthol:?]; [qodol:?]	[q:?]; heiße Drogenfraktion I; trockene Teil-/Fraktionsform; Temperatur und Träger offen; [s: zurückgehaltene Altidentität]; trockener Drogenteil; [cthol: zurückgehaltene Altidentität]; [qodol:?]	0	0
G747-L035	f38r	f38r.4	4	10	1	chckh	1	1	2	1	4	2	2	0.200	L0_NO_LOCAL_W23_SUPPORT:1	0	ychok chey chckh chy chko r odaiin d aiin sy	[ychok:?]; [trocken in der Mitte des Grades; schwach]; [chckh:?]; [trocken am Anfang des Grades; schwach]; [chko:?]; [r:?]; Zubereitung, Wertstufe III; [Dosis; schwach]; [Menge III; schwach]; [sy:?]	[ychok:?]; [trocken in der Mitte des Grades; schwach]; trocken; Mischung oder Zubereitung offen; [trocken am Anfang des Grades; schwach]; [chko:?]; [r: zurückgehaltene Altidentität]; Zubereitung, Wertstufe III; [Dosis; schwach]; [Menge III; schwach]; [sy: zurückgehaltene Altidentität]	0	0
G747-L036	f40v	f40v.19	19	4	1	chetar	1	0	1	1	0	2	1	0.250	L0_NO_LOCAL_W23_SUPPORT:1	0	pchedy chetar ofair arody	[pchedy:?]; [chetar:?]; [ofair:?]; [arody:?]	[pchedy: zurückgehaltene Altidentität]; trockene Fraktion; Mittelstufe wahrscheinlich; [ofair:?]; [arody:?]	0	0
G747-L037	f41v	f41v.3	3	13	1	ykeeody	1	3	4	1	6	2	1	0.308	L0_NO_LOCAL_W23_SUPPORT:1	0	dshedy tchey s aiin shekey okedy okaly daiin okedy ykeeody choy keoy dam	[weiche eine Dosis Droge bis zur Mittelstufe ein und schließe ab; schwach]; kalt und trocken in der Mitte des Grades; [s:?]; [Menge III; schwach]; [shekey:?]; [heißer Ansatz in der Mitte des Grades, abgeschlossen; schwach]; Rohstoff-I-Ansatz leicht erhitzen und abschließen; [Grad-/Maßwert III; schwach]; [heißer Ansatz in der Mitte des Grades, abgeschlossen; schwach]; [ykeeody:?]; Trockenansatz leicht abschließen; [keoy:?]; [Dosis I; schwach]	[weiche eine Dosis Droge bis zur Mittelstufe ein und schließe ab; schwach]; kalt und trocken in der Mitte des Grades; [s: zurückgehaltene Altidentität]; [Menge III; schwach]; [shekey:?]; [heißer Ansatz in der Mitte des Grades, abgeschlossen; schwach]; Rohstoff-I-Ansatz leicht erhitzen und abschließen; [Grad-/Maßwert III; schwach]; [heißer Ansatz in der Mitte des Grades, abgeschlossen; schwach]; heißer Endzustand; Abschluss gegen Ansatz offen; Trockenansatz leicht abschließen; [keoy:?]; [Dosis I; schwach]	0	0
G747-L038	f42r	f42r.4	4	5	1	chetar	1	0	1	1	2	1	1	0.200	L0_NO_LOCAL_W23_SUPPORT:1	0	shor chetar chotais dar cthaiin	[Blüten-/Fruchtstand; reproduktiver Teil; schwach]; [chetar:?]; [chotais:?]; [abgemessene Fraktion I; schwach]; [cthaiin:?]	[Blüten-/Fruchtstand; reproduktiver Teil; schwach]; trockene Fraktion; Mittelstufe wahrscheinlich; [chotais:?]; [abgemessene Fraktion I; schwach]; [cthaiin: zurückgehaltene Altidentität]	0	0
G747-L039	f48r	f48r.1	1	10	1	ykeeody	1	2	3	1	1	5	1	0.300	L0_NO_LOCAL_W23_SUPPORT:1	0	pshdaiin ypchdy opchey y dal sheodaiin sheokeol ykeeody olaiin opaldy	[pshdaiin:?]; [ypchdy:?]; [opchey:?]; [y:?]; [abgemessene Rohstoffmenge I; schwach]; drei Portionen eingeweichter Ansatz; [sheokeol:?]; [ykeeody:?]; drei Portionen Drogenstoff; [opaldy:?]	[pshdaiin:?]; [ypchdy:?]; [opchey: zurückgehaltene Altidentität]; [y:?]; [abgemessene Rohstoffmenge I; schwach]; drei Portionen eingeweichter Ansatz; [sheokeol:?]; heißer Endzustand; Abschluss gegen Ansatz offen; drei Portionen Drogenstoff; [opaldy:?]	0	0
G747-L040	f50v	f50v.3	3	9	1	ykeeey	1	1	2	1	5	2	0	0.222	L0_NO_LOCAL_W23_SUPPORT:1	0	pochedy qokody checkhy shckhy dalol ykeeey qokedy okain okal	[pochedy:?]; Ansatz erhitzen und fertigstellen; [trockenes Arzneikompositum am Gradanfang; schwach]; [Arzneikompositum: feucht, Gradanfang; schwach]; [dalol:?]; [ykeeey:?]; [heiß in der Mitte des Grades, abgeschlossen; schwach]; [heiß im Zubereitungsrahmen, Grad II; schwach]; [Rohstoffklasse I im Ansatz, heiß am Gradanfang; schwach]	[pochedy:?]; Ansatz erhitzen und fertigstellen; [trockenes Arzneikompositum am Gradanfang; schwach]; [Arzneikompositum: feucht, Gradanfang; schwach]; [dalol:?]; bis zur Endstufe führen; heiß und Abschluss wahrscheinlich; [heiß in der Mitte des Grades, abgeschlossen; schwach]; [heiß im Zubereitungsrahmen, Grad II; schwach]; [Rohstoffklasse I im Ansatz, heiß am Gradanfang; schwach]	0	0
G747-L041	f51r	f51r.4	4	6	1	cheeey	1	0	1	1	4	1	0	0.167	L0_NO_LOCAL_W23_SUPPORT:1	0	daiin es okol cheody ckhy cheeey	[Grad-/Maßwert III; schwach]; [es:?]; [heißer Ansatzstoff; schwach]; [getrockneter Ansatz; schwach]; [Arzneikompositum am Gradanfang; schwach]; [cheeey:?]	[Grad-/Maßwert III; schwach]; [es:?]; [heißer Ansatzstoff; schwach]; [getrockneter Ansatz; schwach]; [Arzneikompositum am Gradanfang; schwach]; trockener Zustand; Endbereich wahrscheinlich	0	0
G747-L042	f58r	f58r.30	30	10	1	alom	1	1	2	1	5	3	0	0.200	L0_NO_LOCAL_W23_SUPPORT:1	0	ytor ar alom qokalor chdy dair chody cheol okolchy otaldy	[ytor:?]; [Drogenfraktion I; schwach]; [alom:?]; [qokalor:?]; [trocken am Anfang des Grades, abgeschlossen; schwach]; [abgemessene Fraktion II; schwach]; [Trockenansatz, abgeschlossen; schwach]; [trockener Drogenstoff; schwach]; [okolchy:?]; kalten Rohstoff-I-Ansatz fertigstellen	[ytor:?]; [Drogenfraktion I; schwach]; Stoff-/Materialform; Maßlesung offen; [qokalor:?]; [trocken am Anfang des Grades, abgeschlossen; schwach]; [abgemessene Fraktion II; schwach]; [Trockenansatz, abgeschlossen; schwach]; [trockener Drogenstoff; schwach]; [okolchy:?]; kalten Rohstoff-I-Ansatz fertigstellen	0	0
G747-L043	f58v	f58v.29	29	10	1	ykeeody	1	3	4	1	1	5	0	0.400	L0_NO_LOCAL_W23_SUPPORT:1	0	polal keeo o leeckhey dalar ykeeody choar ckhar yfair alam	[polal:?]; [keeo:?]; [Ansatz mit leeckhey; schwach]; [leeckhey:?]; erste Fraktion Rohdroge I abmessen; [ykeeody:?]; Trockenansatz, Fraktion I; [ckhar:?]; [yfair:?]; ein Maß Rohdroge I	[polal:?]; [keeo:?]; [Ansatz mit leeckhey; schwach]; [leeckhey:?]; erste Fraktion Rohdroge I abmessen; heißer Endzustand; Abschluss gegen Ansatz offen; Trockenansatz, Fraktion I; [ckhar:?]; [yfair:?]; ein Maß Rohdroge I	0	0
G747-L044	f58v	f58v.38	38	9	1	ykeeody	1	3	4	1	4	1	0	0.444	L1_SINGLE_WHOLE_LOCAL_SUPPORT:1	1	ykeeody qokar qoky keey qokol okal okor cheky sydy	[ykeeody:?]; [heiße Drogenfraktion I; schwach]; heiß am Anfang des Grades; [heiß am Ende des Grades; schwach]; erhitzen; [Rohstoffklasse I im Ansatz, heiß am Gradanfang; schwach]; heiße Drogenportion im Ansatz; [bis zur mittleren Trockenstufe, dann leicht erhitzen; schwach]; [sydy:?]	heißer Endzustand; Abschluss gegen Ansatz offen; [heiße Drogenfraktion I; schwach]; heiß am Anfang des Grades; [heiß am Ende des Grades; schwach]; erhitzen; [Rohstoffklasse I im Ansatz, heiß am Gradanfang; schwach]; heiße Drogenportion im Ansatz; [bis zur mittleren Trockenstufe, dann leicht erhitzen; schwach]; [sydy:?]	0	0
G747-L045	f66r	f66r.55	55	8	1	ykeeody	1	1	2	1	0	6	0	0.250	L0_NO_LOCAL_W23_SUPPORT:1	0	ykeeody choekeey okeody chekeody qokeey dyky chctho rotaiin	[ykeeody:?]; [choekeey:?]; [okeody:?]; [chekeody:?]; heiß am Ende des Grades; [dyky:?]; [chctho:?]; [rotaiin:?]	heißer Endzustand; Abschluss gegen Ansatz offen; [choekeey:?]; [okeody:?]; [chekeody:?]; heiß am Ende des Grades; [dyky:?]; [chctho:?]; [rotaiin:?]	0	0
G747-L046	f66r	f66r.72	72	10	1	ykeeody	1	1	2	1	4	1	3	0.200	L0_NO_LOCAL_W23_SUPPORT:1	0	sshedy oteedy ykeeody sheocthy ol ld lshedy chokeey chekey chey	[sshedy:?]; [kalter Ansatz am Ende des Grades, abgeschlossen; schwach]; [ykeeody:?]; [attributiv feuchte CTH-Drogenzubereitung; schwach]; [Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; schwach]; [ld:?]; [lshedy:?]; heiß-trockener Ansatz am Gradende; [chekey:?]; [trocken in der Mitte des Grades; schwach]	[sshedy: zurückgehaltene Altidentität]; [kalter Ansatz am Ende des Grades, abgeschlossen; schwach]; heißer Endzustand; Abschluss gegen Ansatz offen; [attributiv feuchte CTH-Drogenzubereitung; schwach]; [Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; schwach]; [ld: zurückgehaltene Altidentität]; [lshedy: zurückgehaltene Altidentität]; heiß-trockener Ansatz am Gradende; [chekey:?]; [trocken in der Mitte des Grades; schwach]	0	0
G747-L047	f66r	f66r.78	78	9	1	sheeol	1	2	3	1	1	2	3	0.333	L0_NO_LOCAL_W23_SUPPORT:1	0	dor aiin sheeol lshedy lchedy cheedy shekol dalol lodaiin	miss eine Portion Droge ab; [Menge III; schwach]; [sheeol:?]; [lshedy:?]; [lchedy:?]; trocken am Ende des Grades, abgeschlossen; [shekol:?]; [dalol:?]; [lodaiin:?]	miss eine Portion Droge ab; [Menge III; schwach]; behandelter Stoff im Endzustand; feucht gegen trocken offen; [lshedy: zurückgehaltene Altidentität]; [lchedy: zurückgehaltene Altidentität]; trocken am Ende des Grades, abgeschlossen; [shekol:?]; [dalol:?]; [lodaiin: zurückgehaltene Altidentität]	0	0
G747-L048	f76r	f76r.17	17	12	1	chckh	1	2	3	1	7	2	0	0.250	L0_NO_LOCAL_W23_SUPPORT:1	0	chey chckh shey qeeey chol lkain shedy qokeedy okain chedy okeed qokaloro	[trocken in der Mitte des Grades; schwach]; [chckh:?]; [feucht in der Mitte des Grades; schwach]; die vorstehende Behandlung bis zur letzten Stufe führen und abschließen; [trocken; nominal trockenes Gut/Material; schwach]; Skalarstufe II; Dimension offen; [feucht in der Mitte des Grades, abgeschlossen; schwach]; [heiß am Ende des Grades, abgeschlossen; schwach]; [heiß im Zubereitungsrahmen, Grad II; schwach]; [trocken in der Mitte des Grades, abgeschlossen; schwach]; [okeed:?]; [qokaloro:?]	[trocken in der Mitte des Grades; schwach]; trocken; Mischung oder Zubereitung offen; [feucht in der Mitte des Grades; schwach]; die vorstehende Behandlung bis zur letzten Stufe führen und abschließen; [trocken; nominal trockenes Gut/Material; schwach]; Skalarstufe II; Dimension offen; [feucht in der Mitte des Grades, abgeschlossen; schwach]; [heiß am Ende des Grades, abgeschlossen; schwach]; [heiß im Zubereitungsrahmen, Grad II; schwach]; [trocken in der Mitte des Grades, abgeschlossen; schwach]; [okeed:?]; [qokaloro:?]	0	0
G747-L049	f77r	f77r.14	14	8	1	sheeol	1	3	4	1	3	1	0	0.500	L1_SINGLE_WHOLE_LOCAL_SUPPORT:1	1	sokcheey sain sheeol qoteedy qokaiin shedy qokeedy qotedy	[sokcheey:?]; Skalarstufe II; Dimension offen; [sheeol:?]; kalt am Ende des Grades, abgeschlossen; [heiß, Grad III; schwach]; [feucht in der Mitte des Grades, abgeschlossen; schwach]; [heiß am Ende des Grades, abgeschlossen; schwach]; kalt in der Mitte des Grades, abgeschlossen	[sokcheey:?]; Skalarstufe II; Dimension offen; behandelter Stoff im Endzustand; feucht gegen trocken offen; kalt am Ende des Grades, abgeschlossen; [heiß, Grad III; schwach]; [feucht in der Mitte des Grades, abgeschlossen; schwach]; [heiß am Ende des Grades, abgeschlossen; schwach]; kalt in der Mitte des Grades, abgeschlossen	0	0
G747-L050	f77r	f77r.40	40	8	1	sheeol	1	1	2	1	5	1	0	0.250	L1_SINGLE_WHOLE_LOCAL_SUPPORT:1	1	daiiin ol eeedy okaiin sheeol qotaiin shody qoty	[Grad-/Maßwert IV; schwach]; [Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; schwach]; [eeedy:?]; [heiß, Grad III, im Ansatzrahmen; schwach]; [sheeol:?]; [kalt, Grad III; schwach]; vollständig eingeweichter Ansatz; [kalt am Anfang des Grades; schwach]	[Grad-/Maßwert IV; schwach]; [Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; schwach]; [eeedy:?]; [heiß, Grad III, im Ansatzrahmen; schwach]; behandelter Stoff im Endzustand; feucht gegen trocken offen; [kalt, Grad III; schwach]; vollständig eingeweichter Ansatz; [kalt am Anfang des Grades; schwach]	0	0
G747-L051	f77v	f77v.29	29	10	1	dsheedy	1	2	3	1	3	2	2	0.300	L0_NO_LOCAL_W23_SUPPORT:1	0	tchadchy lshedy daly dal dsheedy pcheol lfol ol cheedy qoty	[tchadchy:?]; [lshedy:?]; abgewogener Rohstoffposten I, Grundform; [abgemessene Rohstoffmenge I; schwach]; [dsheedy:?]; [pcheol:?]; [lfol:?]; [Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; schwach]; trocken am Ende des Grades, abgeschlossen; [kalt am Anfang des Grades; schwach]	[tchadchy:?]; [lshedy: zurückgehaltene Altidentität]; abgewogener Rohstoffposten I, Grundform; [abgemessene Rohstoffmenge I; schwach]; Endzustand; angefeuchtet oder eingeweicht nach Ganzwortfamilie; [pcheol: zurückgehaltene Altidentität]; [lfol:?]; [Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; schwach]; trocken am Ende des Grades, abgeschlossen; [kalt am Anfang des Grades; schwach]	0	0
G747-L052	f79r	f79r.10	10	8	1	sheeol	1	4	5	1	2	1	0	0.625	L0_NO_LOCAL_W23_SUPPORT:1	0	qokshedy qokain cheor okol sheeol qotey choty otechys	heiß und feucht in der Mitte des Grades, abgeschlossen; [heiß, Grad II; schwach]; trockener Drogenteil; [heißer Ansatzstoff; schwach]; [sheeol:?]; kalt in der Mitte des Grades; kalter Trockenansatz; [otechys:?]	heiß und feucht in der Mitte des Grades, abgeschlossen; [heiß, Grad II; schwach]; trockener Drogenteil; [heißer Ansatzstoff; schwach]; behandelter Stoff im Endzustand; feucht gegen trocken offen; kalt in der Mitte des Grades; kalter Trockenansatz; [otechys:?]	0	0
G747-L053	f79r	f79r.29	29	9	1	qochey	1	3	4	1	2	2	1	0.444	L0_NO_LOCAL_W23_SUPPORT:1	0	lcheey qochey qody qokal olor okchd dchol dchy oly	[lcheey:?]; [qochey:?]; [stelle die Zubereitung fertig; schwach]; [Rohstoffklasse I, heiß am Gradanfang; schwach]; [olor:?]; [okchd:?]; Maß trockenen Materials; eine Portion Trockendroge in Grundform; abseihen	[lcheey: zurückgehaltene Altidentität]; trocken; Mittelstufe wahrscheinlich, Funktion offen; [stelle die Zubereitung fertig; schwach]; [Rohstoffklasse I, heiß am Gradanfang; schwach]; [olor:?]; [okchd:?]; Maß trockenen Materials; eine Portion Trockendroge in Grundform; abseihen	0	0
G747-L054	f79r	f79r.36	36	10	1	sheeol	1	3	4	1	5	0	1	0.400	L0_NO_LOCAL_W23_SUPPORT:1	0	sol sheeol ol cheey os sheky sheol or shear oly	[sol:?]; [sheeol:?]; [Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; schwach]; [trocken am Ende des Grades; schwach]; [Zubereitung; schwach]; [bis zur Mittelstufe einweichen, erhitzen und abschließen; schwach]; feuchtes Material; [Drogenportion; schwach]; erste Fraktion bis zur Mittelstufe einweichen; abseihen	[sol: zurückgehaltene Altidentität]; behandelter Stoff im Endzustand; feucht gegen trocken offen; [Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; schwach]; [trocken am Ende des Grades; schwach]; [Zubereitung; schwach]; [bis zur Mittelstufe einweichen, erhitzen und abschließen; schwach]; feuchtes Material; [Drogenportion; schwach]; erste Fraktion bis zur Mittelstufe einweichen; abseihen	0	0
G747-L055	f79v	f79v.34	34	9	1	ykeeey	1	4	5	1	2	1	1	0.556	L1_SINGLE_WHOLE_LOCAL_SUPPORT:1	1	ykeeey qokeey lshey qoky tchedy orsheedy otain sheor oly	[ykeeey:?]; heiß am Ende des Grades; [lshey:?]; heiß am Anfang des Grades; [kalt und trocken in der Mitte des Grades, abgeschlossen; schwach]; [orsheedy:?]; [kalt im Zubereitungsrahmen, Grad II; schwach]; feuchter Drogenteil; abseihen	bis zur Endstufe führen; heiß und Abschluss wahrscheinlich; heiß am Ende des Grades; [lshey: zurückgehaltene Altidentität]; heiß am Anfang des Grades; [kalt und trocken in der Mitte des Grades, abgeschlossen; schwach]; [orsheedy:?]; [kalt im Zubereitungsrahmen, Grad II; schwach]; feuchter Drogenteil; abseihen	0	0
G747-L056	f80r	f80r.37	37	12	1	alom	0	3	4	1	4	3	1	0.333	L1_SINGLE_WHOLE_LOCAL_SUPPORT:1	1	sol olkeeey otar orchey qokeey ltalor olor qokaiin ol shey qotor alom	[sol:?]; [olkeeey:?]; [kalte Drogenfraktion I im Ansatz; schwach]; trockene Portion, Mittelstufe; heiß am Ende des Grades; [ltalor:?]; [olor:?]; [heiß, Grad III; schwach]; [Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; schwach]; [feucht in der Mitte des Grades; schwach]; kalte Drogenportion; [alom:?]	[sol: zurückgehaltene Altidentität]; [olkeeey:?]; [kalte Drogenfraktion I im Ansatz; schwach]; trockene Portion, Mittelstufe; heiß am Ende des Grades; [ltalor:?]; [olor:?]; [heiß, Grad III; schwach]; [Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; schwach]; [feucht in der Mitte des Grades; schwach]; kalte Drogenportion; Stoff-/Materialform; Maßlesung offen	0	0
G747-L057	f86v3	f86v3.20	20	9	2	qochey|ykeeody	2	3	5	2	3	1	0	0.556	L0_NO_LOCAL_W23_SUPPORT:1|L1_SINGLE_WHOLE_LOCAL_SUPPORT:1	1	lshodair ykcho dar chody ykeeody qochey chckhey lkar ary	[lshodair:?]; [warme Trockenmischung; schwach]; [abgemessene Fraktion I; schwach]; [Trockenansatz, abgeschlossen; schwach]; [ykeeody:?]; [qochey:?]; Arzneikompositum: trocken, Gradmitte; Mengen-/Portionsstufe I des Materialteils; Drogenfraktion I, abgeschlossen	[lshodair:?]; [warme Trockenmischung; schwach]; [abgemessene Fraktion I; schwach]; [Trockenansatz, abgeschlossen; schwach]; heißer Endzustand; Abschluss gegen Ansatz offen; trocken; Mittelstufe wahrscheinlich, Funktion offen; Arzneikompositum: trocken, Gradmitte; Mengen-/Portionsstufe I des Materialteils; Drogenfraktion I, abgeschlossen	0	0
G747-L058	f88r	f88r.21	21	8	1	sheeol	1	2	3	1	1	3	1	0.375	L0_NO_LOCAL_W23_SUPPORT:1	0	teol chor olsheody qokeol shoy ol sheeol sheoldg	Drogenstoff auf mittlerer Kühlstufe; [chor:?]; [olsheody:?]; erhitze den Drogenstoff bis zur Mittelstufe; [shoy:?]; [Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; schwach]; [sheeol:?]; [sheoldg:?]	Drogenstoff auf mittlerer Kühlstufe; [chor: zurückgehaltene Altidentität]; [olsheody:?]; erhitze den Drogenstoff bis zur Mittelstufe; [shoy:?]; [Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; schwach]; behandelter Stoff im Endzustand; feucht gegen trocken offen; [sheoldg:?]	0	0
G747-L059	f88r	f88r.30	30	7	1	ykeeey	1	2	3	1	1	3	0	0.429	L0_NO_LOCAL_W23_SUPPORT:1	0	ykeeey cheor cheotey cheol qokeor chetchy ofal	[ykeeey:?]; trockener Drogenteil; [cheotey:?]; [trockener Drogenstoff; schwach]; [qokeor:?]; getrocknete Droge; kalt-trocken, Grundform; [ofal:?]	bis zur Endstufe führen; heiß und Abschluss wahrscheinlich; trockener Drogenteil; [cheotey:?]; [trockener Drogenstoff; schwach]; [qokeor:?]; getrocknete Droge; kalt-trocken, Grundform; [ofal:?]	0	0
G747-L060	f8r	f8r.5	5	11	1	cheeey	1	3	4	1	3	3	1	0.364	L0_NO_LOCAL_W23_SUPPORT:1	0	okchey do r cheeey dy ky scho chky ooaiin chy taiin	heiß-trockener Ansatz in der Mitte des Grades; [do:?]; [r:?]; [cheeey:?]; [Qualitäts-/Wertfeld geschlossen; schwach]; heiß am Anfang des Grades; [scho:?]; getrocknete Droge leicht erhitzen; [ooaiin:?]; [trocken am Anfang des Grades; schwach]; [kalt, Grad III; schwach]	heiß-trockener Ansatz in der Mitte des Grades; [do:?]; [r: zurückgehaltene Altidentität]; trockener Zustand; Endbereich wahrscheinlich; [Qualitäts-/Wertfeld geschlossen; schwach]; heiß am Anfang des Grades; [scho:?]; getrocknete Droge leicht erhitzen; [ooaiin:?]; [trocken am Anfang des Grades; schwach]; [kalt, Grad III; schwach]	0	0
