statement_id	record_unit_id	visible_owner	field_ids	visible_sequence	portable_core_chain	local_register_chain	complete_local_translation_de	revised_event_count	reading_rule	revision_257	revision_260	revision_263	revision_268
B3-S004	B3	obere offene Fächer-Randstation	F074	qokaiin qotal dar	bemessen | danach dorthin | davon	bemessen | danach dorthin | davon	Davon eine Menge abmessen und zur folgenden Stelle bringen.	0	read portable cores first; insert plant or station objects from owner; expand locally	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
B3-S005	B3	mittlere runde Gefäß-Randstation	F075	schedy	überführen; Schluss	überführen; Schluss	In die mittlere runde Randstation überführen; Schluss.	0	read portable cores first; insert plant or station objects from owner; expand locally	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
B3-S006	B3	mittlere runde Gefäß-Randstation	F076	chedchy qokal olchedy	Postentransfer | dorthin einsetzen | weiterführen; Schluss	Postentransfer | dorthin einsetzen | weiterführen; Schluss	Den Posten übertragen, am Ziel einsetzen und weiterführen; Schluss.	0	read portable cores first; insert plant or station objects from owner; expand locally	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
B3-S007	B3	mittlere runde Gefäß-Randstation	F077	qokaiin chedy qokeedy	bemessen | überführen | lange einwirken; Schluss	bemessen | überführen | lange einwirken; Schluss	Bemessen, überführen und länger einwirken lassen; Schluss.	0	read portable cores first; insert plant or station objects from owner; expand locally	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
B3-S008	B3	mittlere runde Gefäß-Randstation	F078	lchedy	abführen; Schluss	abführen; Schluss	Aus der Station abführen; Schluss.	0	read portable cores first; insert plant or station objects from owner; expand locally	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
B3-S009	B3	mittlere runde Gefäß-Randstation	F079	qoky	einsetzen	einsetzen	Den Posten einsetzen.	0	read portable cores first; insert plant or station objects from owner; expand locally	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
B3-S010	B3	untere korbartige Gefäß-Randstation	F080	pchedal otedy	Zielzuführung | Kurzfolge; Schluss	Zielzuführung | Kurzfolge; Schluss	Der unteren korbartigen Randstation zuführen und kurz weiterführen; Schluss.	0	read portable cores first; insert plant or station objects from owner; expand locally	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
B3-S011	B3	untere korbartige Gefäß-Randstation	F081	shecthedchy qoky chedy chary	Vorbereitungstransfer | einsetzen | überführen | Quellposten	Vorbereitungstransfer | einsetzen | überführen | Quellposten	Die Vorbereitung übertragen, einsetzen, weiterführen und beim Quellposten belassen.	0	read portable cores first; insert plant or station objects from owner; expand locally	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
B3-S012	B3	untere korbartige Gefäß-Randstation	F082	sor shedy	Ansatz | kurz absetzen; Schluss	Ansatz | kurz absetzen; Schluss	Den Ansatz kurz absetzen lassen; Schluss.	0	read portable cores first; insert plant or station objects from owner; expand locally	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
B3-S013	B3	untere korbartige Gefäß-Randstation	F083	qokaiin chkain shcthey qokedy	bemessen | Portion | kurz vorbereiten | kurz einwirken; Schluss	bemessen | Portion | kurz vorbereiten | kurz einwirken; Schluss	Eine Portion bemessen, kurz vorbereiten und kurz einwirken lassen; Schluss.	0	read portable cores first; insert plant or station objects from owner; expand locally	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
B3-S014	B3	untere korbartige Gefäß-Randstation	F084	okair sheedy	Laufeinsatz | Langabsetzen; Schluss	Laufeinsatz | Langabsetzen; Schluss	In den Lauf einsetzen und länger absetzen lassen; Schluss.	0	read portable cores first; insert plant or station objects from owner; expand locally	UNCHANGED	UNCHANGED	UNCHANGED	AIR_PATH_CORE
B3-S015	B3	untere korbartige Gefäß-Randstation	F085	lchedy	abführen; Schluss	abführen; Schluss	Aus der Station abführen; Schluss.	0	read portable cores first; insert plant or station objects from owner; expand locally	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
B3-S016	B3	untere korbartige Gefäß-Randstation	F086|F087	lo qokchedy	Abzug | vorigen Posten überführen; Schluss	Abzug | vorigen Posten überführen; Schluss	Abziehen und den vorigen Posten in die nächste Station überführen; Schluss.	1	read portable cores first; insert plant or station objects from owner; expand locally	UNCHANGED	REWRITTEN	UNCHANGED	UNCHANGED
B3-S017	B3	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	F088	qokeedy	lange einwirken; Schluss	lange einwirken; Schluss	Länger einwirken lassen; Schluss.	0	read portable cores first; insert plant or station objects from owner; expand locally	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
B3-S018	B3	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	F089	shedy	kurz absetzen; Schluss	kurz absetzen; Schluss	Kurz absetzen lassen; Schluss.	0	read portable cores first; insert plant or station objects from owner; expand locally	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
B3-S019	B3	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	F090	qokshedy	Einsatzabsetzen; Schluss	Einsatzabsetzen; Schluss	Nach dem Einsatz absetzen lassen; Schluss.	0	read portable cores first; insert plant or station objects from owner; expand locally	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
B3-S020	B3	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	F091	dal lchedy	dorthin | abführen; Schluss	dorthin | abführen; Schluss	Dorthin führen und abführen; Schluss.	0	read portable cores first; insert plant or station objects from owner; expand locally	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
B3-S021	B3	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	F092|F093	qokaiin shcthy dal sy saiin shedal shecthy chey tal shcthy dalchdy	bemessen | bereit | dorthin | dies | Sollmaß | am Ziel absetzen | Kurzvorbereitung | dies | dorthin | bereit | Zieltransfer; Schluss	bemessen | bereit | dorthin | dies | Sollmaß | am Ziel absetzen | Kurzvorbereitung | dies | dorthin | bereit | Zieltransfer; Schluss	Den Posten bemessen und, sobald er bereit ist, dorthin bringen. Für den zweiten Zustand das Sollmaß am Ziel absetzen, kurz vorbereiten, den aktuellen Posten dorthin bringen, die Bereitschaft prüfen und den Zieltransfer schließen.	0	read portable cores first; insert plant or station objects from owner; expand locally	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
B3-S022	B3	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	F094	qotchedy	Folgetransfer; Schluss	Folgetransfer; Schluss	Zur folgenden Station übertragen; Schluss.	0	read portable cores first; insert plant or station objects from owner; expand locally	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
B3-S023	B3	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	F095	lchedy	abführen; Schluss	abführen; Schluss	Aus der Station abführen; Schluss.	0	read portable cores first; insert plant or station objects from owner; expand locally	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
B3-S024	B3	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	F096	tchedy	überführen; Schluss	überführen; Schluss	Überführen; Schluss.	0	read portable cores first; insert plant or station objects from owner; expand locally	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
B3-S025	B3	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	F097	qokchdy	neuen Posten einsetzen; Schluss	neuen Posten einsetzen; Schluss	Einen neuen Posten in die nächste Station einsetzen; Schluss.	1	read portable cores first; insert plant or station objects from owner; expand locally	UNCHANGED	REWRITTEN	UNCHANGED	UNCHANGED
B3-S026	B3	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	F098|F099	cheedar chldaiin chedy qokain checthy chealror solkeedy	Quelltransfer | Sollabsetzung | überführen | Anteil zugeben | bereit | Zielbereitung | lange sammeln; Schluss	Quelltransfer | Sollabsetzung | überführen | Anteil zugeben | bereit | Zielbereitung | lange sammeln; Schluss	Von der Quelle übertragen, auf den Sollabsetzstand bringen, weiterführen, einen Anteil zugeben, Bereitschaft prüfen, am Ziel vorbereiten und länger sammeln; Schluss.	0	read portable cores first; insert plant or station objects from owner; expand locally	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
B3-S027	B3	Hauptpaar am sichtbaren ungerichteten Bogen	F100	qoteedy	lange Folgestufe; Schluss	lange Folgestufe; Schluss	Die folgende Stufe länger halten; Schluss.	0	read portable cores first; insert plant or station objects from owner; expand locally	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
B3-S028	B3	Hauptpaar am sichtbaren ungerichteten Bogen	F101	qokeey qokedy	LAENGER_SETZEN_ODER_HALTEN | kurz einwirken; Schluss	länger einwirken lassen | kurz einwirken; Schluss	Länger einwirken lassen, dann den kurzen Einwirkpunkt schließen.	0	read portable cores first; insert plant or station objects from owner; expand locally	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
B3-S029	B3	Hauptpaar am sichtbaren ungerichteten Bogen	F102	sol cheeety qokedy	weiter | Vollteil | kurz einwirken; Schluss	weiter | Vollteil | kurz einwirken; Schluss	Weiterführen, den vollen Anteil nehmen und kurz einwirken lassen; Schluss.	0	read portable cores first; insert plant or station objects from owner; expand locally	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
B3-S030	B3	Hauptpaar am sichtbaren ungerichteten Bogen	F103|F104	qoky saiin schedair otchedy	einsetzen | Sollmaß | Weiterlauf | Folgetransfer; Schluss	einsetzen | Sollmaß | Weiterlauf | Folgetransfer; Schluss	Einsetzen, auf Sollmaß bringen, im Lauf weiterführen und zur nächsten Station übertragen; Schluss.	0	read portable cores first; insert plant or station objects from owner; expand locally	UNCHANGED	UNCHANGED	UNCHANGED	AIR_PATH_CORE
B3-S031	B3	Hauptpaar am sichtbaren ungerichteten Bogen	F105	qokeedy	lange einwirken; Schluss	lange einwirken; Schluss	Länger einwirken lassen; Schluss.	0	read portable cores first; insert plant or station objects from owner; expand locally	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
B3-S032	B3	Hauptpaar am sichtbaren ungerichteten Bogen	F106	chedain chedy qotedaiin otaiin otedy	Anteilstransfer | überführen | Kurzsoll | Folgemaß | Kurzfolge; Schluss	Anteilstransfer | überführen | Kurzsoll | Folgemaß | Kurzfolge; Schluss	Einen Anteil übertragen, weiterführen, den kurzen Sollwert und das Folgemaß einstellen, dann kurz weiterführen; Schluss.	0	read portable cores first; insert plant or station objects from owner; expand locally	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
B3-S033	B3	Hauptpaar am sichtbaren ungerichteten Bogen	F107	ldy	abziehen; Schluss	abziehen; Schluss	Abziehen; Schluss.	0	read portable cores first; insert plant or station objects from owner; expand locally	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
B3-S034	B3	Hauptpaar am sichtbaren ungerichteten Bogen	F108	soiiin checthy chety otaiin olsaly shedy	Arbeitsstufe | bereit | Teil | Folgemaß | Zwischenziel | kurz absetzen; Schluss	Arbeitsstufe | bereit | Teil | Folgemaß | Zwischenziel | kurz absetzen; Schluss	Die Arbeitsstufe auf bereit stellen, einen Teil und das Folgemaß nehmen und am Zwischenziel kurz absetzen; Schluss.	0	read portable cores first; insert plant or station objects from owner; expand locally	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
B4-S001	B4	Hauptpaar am sichtbaren ungerichteten Bogen	F109	qokeedy	lange einwirken; Schluss	lange einwirken; Schluss	Am Hauptpaar länger einwirken lassen; Schluss.	0	read portable cores first; insert plant or station objects from owner; expand locally	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
B4-S002	B4	Hauptpaar am sichtbaren ungerichteten Bogen	F110	qolchey qokeey qokedy	Weiterposten | LAENGER_SETZEN_ODER_HALTEN | kurz einwirken; Schluss	Weiterposten | länger einwirken lassen | kurz einwirken; Schluss	Den Weiterposten zuerst länger, dann kurz einwirken lassen; Schluss.	0	read portable cores first; insert plant or station objects from owner; expand locally	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
B4-S003	B4	Hauptpaar am sichtbaren ungerichteten Bogen	F111|F112	chedy otal otchey qokeey qoky tol shedy	überführen | danach dorthin | das nächste | LAENGER_SETZEN_ODER_HALTEN | einsetzen | weiter | kurz absetzen; Schluss	überführen | danach dorthin | das nächste | länger einwirken lassen | einsetzen | weiter | kurz absetzen; Schluss	Überführen, danach den nächsten Posten dorthin bringen, länger einwirken lassen, einsetzen, weiterführen und kurz absetzen lassen; Schluss.	0	read portable cores first; insert plant or station objects from owner; expand locally	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
B4-S004	B4	Hauptpaar am sichtbaren ungerichteten Bogen	F113	qokylddy	befestigen; Schluss	befestigen; Schluss	Den Posten befestigen; Schluss.	0	read portable cores first; insert plant or station objects from owner; expand locally	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
B4-S005	B4	Hauptpaar am sichtbaren ungerichteten Bogen	F114	dain chedy qokeedy	Einlage | überführen | lange einwirken; Schluss	Einlage | überführen | lange einwirken; Schluss	Die Einlage überführen und länger einwirken lassen; Schluss.	0	read portable cores first; insert plant or station objects from owner; expand locally	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
B4-S006	B4	Hauptpaar am sichtbaren ungerichteten Bogen	F115	shckhedy	durchlassen; Schluss	durchlassen; Schluss	Einmal durchlassen; Schluss.	0	read portable cores first; insert plant or station objects from owner; expand locally	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
B4-S007	B4	Hauptpaar am sichtbaren ungerichteten Bogen	F116	shckhedy	durchlassen; Schluss	durchlassen; Schluss	Ein zweites Mal durchlassen; Schluss.	0	read portable cores first; insert plant or station objects from owner; expand locally	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
B4-S008	B4	Hauptpaar am sichtbaren ungerichteten Bogen	F117	saiin cheeky sheey qokedy	Sollmaß | länger bearbeiten | Langhalt | kurz einwirken; Schluss	Sollmaß | länger bearbeiten | Langhalt | kurz einwirken; Schluss	Auf Sollmaß bringen, länger bearbeiten, länger halten und kurz einwirken lassen; Schluss.	0	read portable cores first; insert plant or station objects from owner; expand locally	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
B4-S009	B4	Hauptpaar am sichtbaren ungerichteten Bogen	F118	shedy	kurz absetzen; Schluss	kurz absetzen; Schluss	Kurz absetzen lassen; Schluss.	0	read portable cores first; insert plant or station objects from owner; expand locally	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
B4-S010	B4	Hauptpaar am sichtbaren ungerichteten Bogen	F119	oldy	fertig	fertig	Fertigstellen; Schluss.	0	read portable cores first; insert plant or station objects from owner; expand locally	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
B4-S011	B4	linke offene Fransen-/Unterlaufstation	F120|F121	saiin cheky okeeol okain chdy sol lkedy	Sollmaß | kurz wärmen | Langfortsetzung | Anteil zugeben | überführen | weiter | weiter abziehen; Schluss	Sollmaß | kurz wärmen | Langfortsetzung | Anteil zugeben | überführen | weiter | weiter abziehen; Schluss	An der linken Unterlaufstation das Sollmaß kurz wärmen, länger weiterführen, einen Anteil zugeben, überführen, fortsetzen und weiter abziehen; Schluss.	0	read portable cores first; insert plant or station objects from owner; expand locally	REWRITTEN	UNCHANGED	UNCHANGED	UNCHANGED
B4-S012	B4	linke offene Fransen-/Unterlaufstation	F122	lchedy	abführen; Schluss	abführen; Schluss	Abführen; Schluss.	0	read portable cores first; insert plant or station objects from owner; expand locally	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
B4-S013	B4	linke offene Fransen-/Unterlaufstation	F123	qokol shedy	Weiter einsetzen | kurz absetzen; Schluss	Weiter einsetzen | kurz absetzen; Schluss	Weiter einsetzen und kurz absetzen lassen; Schluss.	0	read portable cores first; insert plant or station objects from owner; expand locally	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
B4-S014	B4	linke offene Fransen-/Unterlaufstation	F124	or chey qockhey dairydy	Ansatz | dies | Kurzdurchgang | Laufschluss	Ansatz | dies | Kurzdurchgang | Laufschluss	Diesen Ansatz durch den kurzen Gang führen und den Lauf schließen.	0	read portable cores first; insert plant or station objects from owner; expand locally	UNCHANGED	UNCHANGED	UNCHANGED	AIR_PATH_CORE
B4-S015	B4	linke offene Fransen-/Unterlaufstation	F125|F126	qokain shey kain chckhal solkey lchedy	Anteil zugeben | Klarlauf | Portion | Zielpassage | Kurzsammlung | abführen; Schluss	Anteil zugeben | Klarlauf | Portion | Zielpassage | Kurzsammlung | abführen; Schluss	Eine Portion zum Klarlauf geben, die Portion durch die Zielpassage führen, kurz auffangen und abführen; Schluss.	0	read portable cores first; insert plant or station objects from owner; expand locally	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
B4-S016	B4	rechte S-Lauf-/Mehrarmknotenstation	F127|F128	qolkain dal skar shedy	weiterer Anteil | dorthin | Quellausguss | kurz absetzen; Schluss	weiterer Anteil | dorthin | Quellausguss | kurz absetzen; Schluss	Einen weiteren Anteil dorthin bringen, aus der Quelle ausgießen und kurz absetzen lassen; Schluss.	0	read portable cores first; insert plant or station objects from owner; expand locally	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
B5-S001	B5	linker offener Fransen-Endposten	F129	otchdy	Nachtransfer; Schluss	Nachtransfer; Schluss	Den Nachtransfer am linken Endposten ausführen; Schluss.	0	read portable cores first; insert plant or station objects from owner; expand locally	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
B5-S002	B5	linker offener Fransen-Endposten	F130	qokchdy	neuen Posten einsetzen; Schluss	neuen Posten einsetzen; Schluss	Einen neuen Posten in den linken Endposten einsetzen; Schluss.	1	read portable cores first; insert plant or station objects from owner; expand locally	UNCHANGED	REWRITTEN	UNCHANGED	UNCHANGED
B5-S003	B5	linker offener Fransen-Endposten	F131|F132|F133	shedal dal cheol lol chdal aiin sol daiiin chedy	am Ziel absetzen | dorthin | weiter | Weiterabzug | Zieltransfer | Sollmaß | weiter | Endstufe | überführen	am Ziel absetzen | dorthin | weiter | Weiterabzug | Zieltransfer | Sollmaß | weiter | Endstufe | überführen	Am Ziel absetzen, dorthin bringen, weiterführen und weiter abziehen; den Zieltransfer auf Sollmaß bringen, bis zur Endstufe fortsetzen und überführen.	0	read portable cores first; insert plant or station objects from owner; expand locally	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
B6-S001	B6	rechter S-Lauf-/Mehrarm-Endposten	F134|F135	solkeey qekey raly ol daiin ol dain chey ldalor	Langsammlung | kurz bearbeiten | Endposten | weiter | Sollmaß | weiter | Einlage | dies | Endziel	Langsammlung | kurz bearbeiten | Endposten | weiter | Sollmaß | weiter | Einlage | dies | Endziel	Am rechten Endposten länger auffangen, kurz bearbeiten, zum Endposten weiterführen, auf Sollmaß bringen, die Einlage als aktuellen Posten zum Endziel führen.	0	read portable cores first; insert plant or station objects from owner; expand locally	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
