master_card_id	master_form	registered_surfaces	portable_core_de	local_prose_expansion_de	component_parse	dictionary_layer	syntactic_type	prose_event_count	records	revision_257	revision_260	revision_263	revision_268
MC112	octheol	octheol	Fortsetzung vorbereiten	Fortsetzung vorbereiten	CTH_READY+OL_CONTINUE	PRODUCTIVE_COMPOSITION	LEARNED_PROCESS_OR_STATE	1	B2	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
MC113	shedal	shedal	am Ziel absetzen	am Ziel absetzen	SHED_SETTLE+AL_TO	PRODUCTIVE_COMPOSITION	TARGET_STATE_ACTION	2	B3|B5	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
MC114	sh	sh	Stängel	Stängel	SH	LEARNED_WHOLE_NOUN	LEARNED_PROCESS_OR_STATE	1	H5	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
MC115	qoctholy	qoctholy	danach mit diesem Posten weiter	danach mit diesem Posten weiter	OT_FOLLOW+OL_CONTINUE+Y_CURRENT_ITEM	PRODUCTIVE_TRIPLE_COMPOSITION	LEARNED_PROCESS_OR_STATE	1	H2	REVISED	UNCHANGED	UNCHANGED	UNCHANGED
MC116	schedair	schedair	Weiterlauf	Weiterlauf	SCHED_LEAD+AIR_PATH	PRODUCTIVE_COMPOSITION	LEARNED_TRANSFER_OR_ADDRESS	1	B3	UNCHANGED	UNCHANGED	UNCHANGED	AIR_PATH_CORE
MC117	kchy	kchy	den laufenden Posten bearbeiten	den laufenden Posten bearbeiten	K + Y	FULL_COMPOSITION	LEARNED_LOCAL_ACTION	1	H3	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
MC118	ly	ly	Auffanggefäß	Auffanggefäß	MEMORIZED_VESSEL_CARD	MEMORIZED_WHOLE_CARD	LEARNED_TRANSFER_OR_ADDRESS	1	B1	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
MC119	cheey	cheey|shey	Klarlauf	Klarlauf	SHEY_CLEAR_LIQUID_WHOLE	KNOWN_FROM_BIOLOGICAL	PRODUCT_OBJECT	4	B2|B4|H3	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
MC120	okaiin	okaiin|qokaiin	bemessen	bemessen	OK_SET+AIIN_TARGET_MEASURE	KNOWN_FROM_BIOLOGICAL	QUANTITY_ACTION	9	B1|B2|B3|H4	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
MC121	otar	otar	Folgequelle	Folgequelle	OT_NEXT+AR_FROM	PRODUCTIVE_COMPOSITION	LEARNED_TRANSFER_OR_ADDRESS	1	B1	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
MC122	kchey	kchey	den laufenden Posten kurz bearbeiten	den laufenden Posten kurz bearbeiten	K + E + Y	FULL_COMPOSITION	LEARNED_PROCESS_OR_STATE	1	H5	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
MC123	chey	chey|chy|dy|shy|sy|y	dies	dies	Y_CURRENT_ITEM_CARD	KNOWN_FROM_BIOLOGICAL	ITEM_ANAPHOR	18	B1|B2|B3|B4|B6|H2|H3|H4	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
MC124	lkedy	lkedy	weiter abziehen; Schluss	weiter abziehen; Schluss	LEXICAL_BLOCKER_AR_OL_CONTINUING_WITHDRAWAL+CLOSE	LEXICAL_BLOCKER_WHOLE_SIGN	LEARNED_PROCESS_OR_STATE	1	B4	REVISED	UNCHANGED	UNCHANGED	UNCHANGED
MC125	chochor	chochor	Zugabeansatz	Zugabeansatz	CHO + OR	FULL_COMPOSITION	LEARNED_OBJECT	1	H5	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
MC126	pchedal	pchedal	Zielzuführung	Zielzuführung	P_IN+CHED_TRANSFER+AL_TO	PRODUCTIVE_COMPOSITION	LEARNED_TRANSFER_OR_ADDRESS	1	B3	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
MC127	lched	lched	Abführung	Abführung	L_OUT+CHED_TRANSFER	PRODUCTIVE_COMPOSITION	LEARNED_TRANSFER_OR_ADDRESS	1	B2	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
MC128	cheedy	cheedy|shedy|tedy	kurz absetzen; Schluss	kurz absetzen; Schluss	SHED_SETTLE+GRADE_1+DY_CLOSE	PRODUCTIVE_COMPOSITION	TERMINAL_ACTION	12	B1|B2|B3|B4	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
MC129	cfhy	cfhy	auswringen	auswringen	CFHY	LEARNED_WHOLE_OPERATION	LEARNED_PROCESS_OR_PATH	1	H3	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
MC130	lsho	lsho	Waschgang	Waschgang	LSH_WASH	PRODUCTIVE_COMPOSITION	LEARNED_PROCESS_OR_PATH	1	B1	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
MC131	choy	choy	aktuelle Zutat	aktuelle Zutat	CHO + Y	FULL_COMPOSITION	LEARNED_OBJECT	1	H5	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
MC132	sheckhy	sheckhy	Kurzpassage	Kurzpassage	CKH_THROUGH+E_SHORT+Y_CURRENT	PRODUCTIVE_COMPOSITION	LEARNED_PROCESS_OR_PATH	1	B2	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
MC133	lcheckhedy	lcheckhedy	Trennabzug; Schluss	Trennabzug; Schluss	L_OUT+CKHE_STRAIN+TERMINAL	PRODUCTIVE_COMPOSITION	LEARNED_PROCESS_OR_PATH	1	B2	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
MC134	qolky	qolky	Weiterweg	Weiterweg	Q_FRAME+OL_CONTINUE+KY_PATH	PRODUCTIVE_COMPOSITION	LEARNED_ORDER_OR_LINK	1	B1	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
MC135	otedy	otedy	Kurzfolge; Schluss	Kurzfolge; Schluss	OT_FOLLOW+GRADE_1+CLOSE	PRODUCTIVE_COMPOSITION	LEARNED_PROCESS_OR_STATE	2	B3	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
MC136	kchoar	kchoar	bearbeiteter Quellauszug	bearbeiteter Quellauszug	K + CHO + AR	PARTIAL_COMPOSITION	LEARNED_OBJECT	1	H5	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
MC137	shecthy	shecthy	Kurzvorbereitung	Kurzvorbereitung	CTH_READY+E_SHORT+Y_CURRENT	PRODUCTIVE_COMPOSITION	LEARNED_PROCESS_OR_STATE	1	B3	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
MC138	dshedy	dshedy	Frischwasser zugeben; Schluss	Frischwasser zugeben; Schluss	DSHE_FRESH_WATER+DY_CLOSE	MEMORIZED_WHOLE_CARD	LEARNED_PROCESS_OR_STATE	1	B2	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
MC139	dchdy	dchdy	Transfer; Schluss	Transfer; Schluss	D+CHD_TRANSFER+CLOSE	PRODUCTIVE_COMPOSITION	LEARNED_TRANSFER_OR_ADDRESS	1	B1	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
MC140	qokeeedy	qokeeedy	Volleinsatz; Schluss	Volleinsatz; Schluss	OK_SET+GRADE_3+DY_CLOSE	PRODUCTIVE_COMPOSITION	LEARNED_PROCESS_OR_STATE	1	B2	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
MC141	tshey	tshey	Folgeklarlauf	Folgeklarlauf	T_FRAME+SHEY_CLEAR_FLOW	PRODUCTIVE_COMPOSITION	LEARNED_PROCESS_OR_PATH	1	B2	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
MC142	dchol	dchol|schol	vom vorigen Arbeitsgang nehmen	vom vorigen Arbeitsgang nehmen	D + OL	PARTIAL_COMPOSITION	SOURCE_ANAPHOR	2	H3|H5	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
MC143	shckhedy	shckhedy	durchlassen; Schluss	durchlassen; Schluss	CKHE_STRAIN+TERMINAL	PRODUCTIVE_COMPOSITION	TERMINAL_ACTION	3	B1|B4	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
MC144	chldaiin	chldaiin	Sollabsetzung	Sollabsetzung	CHLD_SETTLE+AIIN_MEASURE	PRODUCTIVE_COMPOSITION	LEARNED_PROCESS_OR_STATE	1	B3	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
MC145	chedain	chedain	Anteilstransfer	Anteilstransfer	CHED_TRANSFER+AIN_PORTION	PRODUCTIVE_COMPOSITION	LEARNED_TRANSFER_OR_ADDRESS	1	B3	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
MC146	chealror	chealror	Zielbereitung	Zielbereitung	AL_TO+R_FRAME+OR_BATCH	PRODUCTIVE_COMPOSITION	LEARNED_OBJECT	1	B3	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
MC147	cheky	cheky	kurz wärmen	kurz wärmen	CHK_WARM+GRADE_1+Y_CURRENT_ITEM	PRODUCTIVE_COMPOSITION	ACTION	3	B1|B4	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
MC148	ykan	ykan	zweite Portion	zweite Portion	Y + K + AN	PARTIAL_COMPOSITION	LEARNED_QUANTITY_OR_STAGE	1	H4	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
MC149	solshedy	solshedy	Folgeabsetzen; Schluss	Folgeabsetzen; Schluss	OL_CONTINUE+SHED_SETTLE+CLOSE	PRODUCTIVE_COMPOSITION	LEARNED_PROCESS_OR_STATE	1	B2	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
MC150	okeeol	okeeol	Langfortsetzung	Langfortsetzung	OK_SET+GRADE_2+OL_CONTINUE	PRODUCTIVE_COMPOSITION	LEARNED_PROCESS_OR_STATE	1	B4	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
MC151	qokshedy	qokshedy	Einsatzabsetzen; Schluss	Einsatzabsetzen; Schluss	OK_SET+SHED_SETTLE+CLOSE	PRODUCTIVE_COMPOSITION	LEARNED_PROCESS_OR_STATE	1	B3	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
MC152	ches	ches	teilen	teilen	MEMORIZED_WHOLE_CARD	MEMORIZED_WHOLE_CARD	LEARNED_LOCAL_ACTION	1	B2	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
MC153	cheol	cheol|chol|ol|qol|sol|tol	weiter	weiter	OL_CONTINUE	KNOWN_FROM_BIOLOGICAL	CONTINUATION_LINK	19	B1|B3|B4|B5|B6|H1|H2	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
MC154	al	al|chal|cheal|dal|sal|tal	dorthin	dorthin	AL_TO	KNOWN_FROM_BIOLOGICAL	TARGET_ANAPHOR	10	B1|B2|B3|B4|B5|H5	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
MC155	lchedy	lchedy	abführen; Schluss	abführen; Schluss	L_OUT+CHED_TRANSFER+TERMINAL	PRODUCTIVE_COMPOSITION	TERMINAL_ACTION	8	B2|B3|B4	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
MC156	cphy	cphy	nachseihen	nachseihen	CPHY	LEARNED_WHOLE_OPERATION	LEARNED_PROCESS_OR_PATH	1	H3	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
MC157	cholor	cholor|olor	derselbe Ansatz	derselbe Ansatz	OL_CONTINUE+OR_BATCH	KNOWN_FROM_BIOLOGICAL	CARRIED_PREPARATION	2	B1|H2	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
MC158	cthoor	cthoor	den Ansatz bereitstellen	den Ansatz bereitstellen	CTH + OR	FULL_COMPOSITION	LEARNED_OBJECT	1	H1	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
MC159	os	os	AUFNAHMEFELD_ODER_UMSCHLUSS	Aufnahmegefäß	OS	CROSS_REGISTER_REVISED_CORE	LEARNED_OBJECT	1	H1	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
MC160	talam	talam	verwahren; Schluss	verwahren; Schluss	TALAM_TERMINAL_STORE_WHOLE	LEARNED_WHOLE_NOUN	LEARNED_TRANSFER_OR_ADDRESS	1	H4	UNCHANGED	UNCHANGED	NOUN_TO_TERMINAL_OPERATION	UNCHANGED
MC161	checthy	checthy|cthy|shcthy	bereit	bereit	CTH_READY+Y_CURRENT	KNOWN_FROM_BIOLOGICAL	STATE	7	B3|H1|H2|H3	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
MC162	qolchey	qolchey	Weiterposten	Weiterposten	OL_CONTINUE+Y_CURRENT	PRODUCTIVE_COMPOSITION	LEARNED_ORDER_OR_LINK	1	B4	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
MC163	qotchol	qotchol	zum Folgegang wechseln	zum Folgegang wechseln	Q_FRAME+OT_FOLLOW+OL_CONTINUE_NEW_TRACK	FULL_COMPOSITION	LEARNED_ORDER_OR_LINK	1	H1	UNCHANGED	SOURCE_ORDER_DISTINCTION	UNCHANGED	UNCHANGED
MC164	qokylddy	qokylddy	befestigen; Schluss	befestigen; Schluss	OK+Y_ITEM+LDDY_FASTEN_CLOSE	MEMORIZED_WHOLE_CARD	LEARNED_APPLICATION_ACTION	1	B4	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
MC165	qockhey	qockhey	Kurzdurchgang	Kurzdurchgang	OK_SET+CKH_THROUGH+E_SHORT+Y_CURRENT	PRODUCTIVE_COMPOSITION	LEARNED_PROCESS_OR_PATH	1	B4	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
MC166	chkeey	chkeey	Langwärmen	Langwärmen	CHK_WARM+GRADE_2+Y_CURRENT	PRODUCTIVE_COMPOSITION	LEARNED_PROCESS_OR_STATE	1	B2	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
MC167	lochedy	lochedy	Abführung; Schluss	Abführung; Schluss	L_OUT+O_RESIDUAL_BRANCH+CHED_TRANSFER+CLOSE_EXACT	PRODUCTIVE_COMPOSITION	LEARNED_TRANSFER_OR_ADDRESS	1	B2	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
MC168	lcheckhy	lcheckhy	Abführpassage	Abführpassage	L_OUT+CKH_THROUGH+Y_ITEM	PRODUCTIVE_COMPOSITION	LEARNED_PROCESS_OR_PATH	1	B2	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
MC169	cthaiin	cthaiin	die Sollvorbereitung setzen	die Sollvorbereitung setzen	CTH + AIIN	FULL_COMPOSITION	LEARNED_PROCESS_OR_STATE	1	H2	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
MC170	ykaiin	ykaiin	Sollportion	Sollportion	Y + K + AIIN	PARTIAL_COMPOSITION	LEARNED_QUANTITY_OR_STAGE	1	H4	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
MC171	otchey	otchey	das nächste	das nächste	OT_FOLLOW+Y_CURRENT_ITEM	KNOWN_FROM_BIOLOGICAL	ORDER_ANAPHOR	2	B4|H5	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
MC172	daiiin	daiiin	Endstufe	Endstufe	DA+IIN_PORT_GRADE	PRODUCTIVE_COMPOSITION	LEARNED_QUANTITY_OR_STAGE	1	B5	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
MC173	qoteedy	qoteedy	lange Folgestufe; Schluss	lange Folgestufe; Schluss	OT_FOLLOW+GRADE_2+CLOSE	PRODUCTIVE_COMPOSITION	TERMINAL_ORDERED_STATE	2	B2|B3	UNCHANGED	UNCHANGED	UNCHANGED	UNCHANGED
