statement_id	register	record_unit_id	page	statement_events	selected_motifs	motif_events	residual_events	residual_spans	residual_event_ids	strategy	local_deck_item	complete_expansion_de
B3-S011	BIOLOGICAL	B3	f83r	4	NONE	0	4	1	E250|E251|E252|E253	ONE_LOCAL_RESIDUAL	X:B3-S011	Quelle [EXPLICIT]: Gut im Korbgefäß aus der Quelle nehmen; Menge/Stufe [NOT_REQUIRED]: —; Lauf [LOCAL_EXEMPLAR]: lokal gelernter Transferweg; Ziel [OWNER_VISIBLE]: untere Korb- oder Gefäßstation am Rand. Handlung: Gut im Korbgefäß kurz bereit umsetzen; verwende Gut im Korbgefäß; Gut im Korbgefäß umsetzen; Gut im Korbgefäß aus der Quelle nehmen.
B3-S014	BIOLOGICAL	B3	f83r	2	NONE	0	2	1	E260|E261	ONE_LOCAL_RESIDUAL	X:B3-S014	Quelle [RECORD_INHERITED]: Teilportion von laufender Stationsansatz; Menge/Stufe [NOT_REQUIRED]: —; Lauf [EXPLICIT]: Flüssigkeitslauf eröffnen; Ziel [OWNER_VISIBLE]: untere Korb- oder Gefäßstation am Rand. Handlung: Flüssigkeitslauf eröffnen; länger absetzen; Schluss.
B3-S020	BIOLOGICAL	B3	f83r	2	NONE	0	2	1	E268|E269	ONE_LOCAL_RESIDUAL	X:B3-S020	Quelle [RECORD_INHERITED]: laufender Stationsansatz; Menge/Stufe [NOT_REQUIRED]: —; Lauf [RECORD_INHERITED]: Flüssigkeitslauf eröffnen; Ziel [EXPLICIT]: Zielstelle „nicht gezeichneter Übergang vom Rand zum Hauptfeld“. Handlung: Zielstelle „nicht gezeichneter Übergang vom Rand zum Hauptfeld“; hinausführen; Schluss.
B3-S021	BIOLOGICAL	B3	f83r	11	M06	3	8	2	E270|E271||E275|E276|E277|E278|E279|E280	KEEP_WHOLE_LOCAL_FORM	W:B3-S021	Quelle [RECORD_INHERITED]: laufender Stationsansatz; Menge/Stufe [EXPLICIT]: Sollmaß setzen | Sollmaß; Lauf [RECORD_INHERITED]: Flüssigkeitslauf eröffnen; Ziel [EXPLICIT]: Zielstelle „nicht gezeichneter Übergang vom Rand zum Hauptfeld“ | bei der Zielstelle „nicht gezeichneter Übergang vom Rand zum Hauptfeld“ absetzen | Zielstelle „nicht gezeichneter Übergang vom Rand zum Hauptfeld“ | bei der Zielstelle „nicht gezeichneter Übergang vom Rand zum Hauptfeld“ überführen; Schluss. Handlung: Sollmaß setzen; bereit; Zielstelle „nicht gezeichneter Übergang vom Rand zum Hauptfeld“; laufender Stationsansatz; Sollmaß; bei der Zielstelle „nicht gezeichneter Übergang vom Rand zum Hauptfeld“ absetzen; laufender Stationsansatz kurz bereit halten; laufender Stationsansatz; Zielstelle „nicht gezeichneter Übergang vom Rand zum Hauptfeld“; bereit; bei der Zielstelle „nicht gezeichneter Übergang vom Rand zum Hauptfeld“ überführen; Schluss.
B3-S026	BIOLOGICAL	B3	f83r	7	M02	3	4	2	E285||E289|E290|E291	KEEP_WHOLE_LOCAL_FORM	W:B3-S026	Quelle [EXPLICIT]: länger aus der Quelle führen; Menge/Stufe [EXPLICIT]: Abführ-Sollmaß | eine Stoffportion zugeben; Lauf [OWNER_VISIBLE]: sichtbarer lokaler Lauf bei nicht gezeichneter Übergang vom Rand zum Hauptfeld → durch einen Bogen verbundenes Hauptpaar; Ziel [EXPLICIT]: Ansatz bei der Zielstelle „nicht gezeichneter Übergang vom Rand zum Hauptfeld“ abkühlen. Handlung: länger aus der Quelle führen; Abführ-Sollmaß; laufender Stationsansatz umsetzen; eine Stoffportion zugeben; bereit; Ansatz bei der Zielstelle „nicht gezeichneter Übergang vom Rand zum Hauptfeld“ abkühlen; länger auffangen; Schluss.
B3-S030	BIOLOGICAL	B3	f83r	4	M04	3	1	1	E298	SHARED_RESIDUAL_MINI_FORM	R01	Quelle [RECORD_INHERITED]: aufgefangener Bestand des Flüssigkeit des Hauptpaares; Menge/Stufe [EXPLICIT]: Sollmaß; Lauf [EXPLICIT]: Flüssigkeitslauf weiterführen; Ziel [OWNER_VISIBLE]: durch einen Bogen verbundenes Hauptpaar. Handlung: verwende aufgefangener Bestand des Flüssigkeit des Hauptpaares; Sollmaß; Flüssigkeitslauf weiterführen; danach umsetzen; Schluss.
B3-S034	BIOLOGICAL	B3	f83r	6	NONE	0	6	1	E309|E310|E311|E312|E313|E314	ONE_LOCAL_RESIDUAL	X:B3-S034	Quelle [RECORD_INHERITED]: Teilportion von Arbeitsflüssigkeit; Menge/Stufe [EXPLICIT]: Sollstufe | nächstes Sollmaß; Lauf [NOT_REQUIRED]: —; Ziel [EXPLICIT]: Teilportion aus der Arbeitsflüssigkeit bei der Zielstelle „durch einen Bogen verbundenes Hauptpaar“ fortsetzen. Handlung: Sollstufe; bereit; Teilportion aus der Arbeitsflüssigkeit füllen; nächstes Sollmaß; Teilportion aus der Arbeitsflüssigkeit bei der Zielstelle „durch einen Bogen verbundenes Hauptpaar“ fortsetzen; absetzen; Schluss.
B4-S002	BIOLOGICAL	B4	f83r	3	NONE	0	3	1	E316|E317|E318	ONE_LOCAL_RESIDUAL	X:B4-S002	Quelle [RECORD_INHERITED]: Flüssigkeit des Hauptpaares; Menge/Stufe [NOT_REQUIRED]: —; Lauf [OWNER_VISIBLE]: sichtbarer lokaler Lauf bei durch einen Bogen verbundenes Hauptpaar; Ziel [OWNER_VISIBLE]: durch einen Bogen verbundenes Hauptpaar. Handlung: Flüssigkeit des Hauptpaares weiterführen; länger ansetzen; kurz ansetzen; Schluss.
B4-S003	BIOLOGICAL	B4	f83r	7	NONE	0	7	1	E319|E320|E321|E322|E323|E324|E325	ONE_LOCAL_RESIDUAL	X:B4-S003	Quelle [RECORD_INHERITED]: Flüssigkeit des Hauptpaares; Menge/Stufe [NOT_REQUIRED]: —; Lauf [OWNER_VISIBLE]: sichtbarer lokaler Lauf bei durch einen Bogen verbundenes Hauptpaar; Ziel [EXPLICIT]: nächste Zielstelle bei „durch einen Bogen verbundenes Hauptpaar“. Handlung: Flüssigkeit des Hauptpaares umsetzen; nächste Zielstelle bei „durch einen Bogen verbundenes Hauptpaar“; nächster Posten; länger ansetzen; verwende nächster Arbeitsposten; fortsetzen; absetzen; Schluss.
B4-S004	BIOLOGICAL	B4	f83r	1	NONE	0	1	1	E326	ONE_LOCAL_RESIDUAL	X:B4-S004	Quelle [RECORD_INHERITED]: nächster Arbeitsposten; Menge/Stufe [NOT_REQUIRED]: —; Lauf [NOT_REQUIRED]: —; Ziel [OWNER_VISIBLE]: durch einen Bogen verbundenes Hauptpaar. Handlung: nächster Arbeitsposten befestigen; Schluss.
B4-S010	BIOLOGICAL	B4	f83r	1	NONE	0	1	1	E337	SHARED_RESIDUAL_MINI_FORM	R02	Quelle [RECORD_INHERITED]: Teilportion von nächster Arbeitsposten; Menge/Stufe [NOT_REQUIRED]: —; Lauf [NOT_REQUIRED]: —; Ziel [NOT_REQUIRED]: —. Handlung: fortsetzen; Schluss.
B4-S011	BIOLOGICAL	B4	f83r	7	M05	3	4	1	E341|E342|E343|E344	ONE_LOCAL_RESIDUAL	X:B4-S011	Quelle [OWNER_VISIBLE]: Gut der Randstation; Menge/Stufe [EXPLICIT]: Sollmaß | eine Stoffportion zugeben; Lauf [NOT_REQUIRED]: —; Ziel [NOT_REQUIRED]: —. Handlung: Sollmaß; kurz wärmen; länger fortsetzen; eine Stoffportion zugeben; Teilportion von Gut der Randstation umsetzen; fortsetzen; kurz abführen; Schluss.
B4-S014	BIOLOGICAL	B4	f83r	4	NONE	0	4	1	E348|E349|E350|E351	ONE_LOCAL_RESIDUAL	X:B4-S014	Quelle [RECORD_INHERITED]: Teilportion von Gut der Randstation; Menge/Stufe [NOT_REQUIRED]: —; Lauf [EXPLICIT]: Flüssigkeitslauf schließen; Ziel [OWNER_VISIBLE]: linke offene Randstation. Handlung: Ansatz; laufender Stationsansatz; laufender Stationsansatz kurz durchführen; Flüssigkeitslauf schließen.
B4-S015	BIOLOGICAL	B4	f83r	6	M04	2	4	2	E352|E353||E356|E357	KEEP_WHOLE_LOCAL_FORM	W:B4-S015	Quelle [RECORD_INHERITED]: Arbeitsflüssigkeit; Menge/Stufe [EXPLICIT]: eine Stoffportion zugeben | eine Stoffportion; Lauf [OWNER_VISIBLE]: sichtbarer lokaler Lauf bei linke offene Randstation → rechte S-förmige Mehrarmstation; Ziel [EXPLICIT]: Durchgangsstelle bei „linke offene Randstation“. Handlung: eine Stoffportion zugeben; EMPFANGSBESTAND; eine Stoffportion; Durchgangsstelle bei „linke offene Randstation“; kurz auffangen; hinausführen; Schluss.
B4-S016	BIOLOGICAL	B4	f83r	4	M04	3	1	1	E361	SHARED_RESIDUAL_MINI_FORM	R03	Quelle [EXPLICIT]: aus dem Vorrat zuführen; Menge/Stufe [EXPLICIT]: weitere Stoffportion; Lauf [OWNER_VISIBLE]: sichtbarer lokaler Lauf bei rechte S-förmige Mehrarmstation; Ziel [EXPLICIT]: Zielstelle „rechte S-förmige Mehrarmstation“. Handlung: weitere Stoffportion; Zielstelle „rechte S-förmige Mehrarmstation“; aus dem Vorrat zuführen; absetzen; Schluss.
B5-S003	BIOLOGICAL	B5	f83r	9	M03|M09|M01	8	1	1	E364	ONE_LOCAL_RESIDUAL	X:B5-S003	Quelle [RECORD_INHERITED]: laufender Stationsansatz; Menge/Stufe [EXPLICIT]: Sollmaß; Lauf [LOCAL_EXEMPLAR]: lokal gelernter Transferweg; Ziel [EXPLICIT]: bei der Zielstelle „linke offene Randstation des Nachtrags“ absetzen | Zielstelle „linke offene Randstation des Nachtrags“ | bei der Zielstelle „linke offene Randstation des Nachtrags“ umsetzen. Handlung: bei der Zielstelle „linke offene Randstation des Nachtrags“ absetzen; Zielstelle „linke offene Randstation des Nachtrags“; fortsetzen; weiterführen; bei der Zielstelle „linke offene Randstation des Nachtrags“ umsetzen; Sollmaß; fortsetzen; zweite Stufe; laufender Stationsansatz umsetzen.
B6-S001	BIOLOGICAL	B6	f83r	9	M08|M01	6	3	1	E373|E374|E375	ONE_LOCAL_RESIDUAL	X:B6-S001	Quelle [OWNER_VISIBLE]: rechte Nachtragsflüssigkeit; Menge/Stufe [EXPLICIT]: Sollmaß | Stoffportion; Lauf [OWNER_VISIBLE]: sichtbarer lokaler Lauf bei rechte S-förmige Mehrarmstation des Nachtrags; Ziel [EXPLICIT]: aufgefangener Bestand der rechten Nachtragsflüssigkeit abkühlen | Ansatz zur Zielstelle „rechte S-förmige Mehrarmstation des Nachtrags“ führen. Handlung: länger auffangen; aufgefangener Bestand der rechten Nachtragsflüssigkeit kurz zuführen; aufgefangener Bestand der rechten Nachtragsflüssigkeit abkühlen; fortsetzen; Sollmaß; fortsetzen; Stoffportion; Teilportion des aufgefangenen Bestands der rechten Nachtragsflüssigkeit; Ansatz zur Zielstelle „rechte S-förmige Mehrarmstation des Nachtrags“ führen.
