writer_order	domain	item_id	unit_id	page	locus	statement_or_locus	owner_or_namespace	semantic_layer	syntax_item	component_parse	concrete_reading_de	surface_layer	renderer_habit	predicted_surface	observed_surface	surface_exact_without_exemplar
97	PROSE	E097	H5	f56r	f56r.18	H5-S005	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	ONE_LOCAL_RESIDUAL	X:H5-S005	OT+O+AIN	danach eine Stoffportion	DEFAULT_OR_HABIT	NO	sotodan	sotodan	YES
98	PROSE	E098	H5	f56r	f56r.19	H5-S006	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	ONE_LOCAL_RESIDUAL	X:H5-S006	OT+Y	nächster Posten	DEFAULT_OR_HABIT	NO	otchey	otchey	YES
99	PROSE	E099	H5	f56r	f56r.19	H5-S006	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	ONE_LOCAL_RESIDUAL	X:H5-S006	K+E+OL	kurz weiter zuführen	DEFAULT_OR_HABIT	NO	keol	keol	YES
100	PROSE	E100	H5	f56r	f56r.19	H5-S006	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	ONE_LOCAL_RESIDUAL	X:H5-S006	AIIN	Sollmaß	DEFAULT_OR_HABIT	NO	daiin	daiin	YES
101	PROSE	E101	B1	f81v	f81v.2	B1-S001	B1_SHARED_TWO_ROW_POOL	BIO_FORM_CARD	F01	OK+E+DY	kurz ansetzen; Schluss	DEFAULT_OR_HABIT	NO	qokedy	qokedy	YES
102	PROSE	E102	B1	f81v	f81v.2	B1-S002	B1_SHARED_TWO_ROW_POOL	KEEP_WHOLE_LOCAL_FORM	W:B1-S002	OK+AIIN	Sollmaß setzen	LOCAL_SURFACE_EXEMPLAR	NO	qokaiin	okaiin	NO
103	PROSE	E103	B1	f81v	f81v.2	B1-S002	B1_SHARED_TWO_ROW_POOL	KEEP_WHOLE_LOCAL_FORM	W:B1-S002	K+AIR	Flüssigkeit in den Lauf geben	DEFAULT_OR_HABIT	NO	kair	kair	YES
104	PROSE	E104	B1	f81v	f81v.2	B1-S002	B1_SHARED_TWO_ROW_POOL	KEEP_WHOLE_LOCAL_FORM	W:B1-S002	OK+AL	an die Zielstelle „gemeinsame zweireihige Figuren- und Beckenanlage“ setzen	LOCAL_SURFACE_EXEMPLAR	NO	qokal	okal	NO
105	PROSE	E105	B1	f81v	f81v.2	B1-S002	B1_SHARED_TWO_ROW_POOL	KEEP_WHOLE_LOCAL_FORM	W:B1-S002	AR	aus der Arbeitsflüssigkeit	LOCAL_SURFACE_EXEMPLAR	NO	char	sar	NO
106	PROSE	E106	B1	f81v	f81v.2	B1-S002	B1_SHARED_TWO_ROW_POOL	KEEP_WHOLE_LOCAL_FORM	W:B1-S002	OL	fortsetzen	DEFAULT_OR_HABIT	NO	ol	ol	YES
107	PROSE	E107	B1	f81v	f81v.2	B1-S002	B1_SHARED_TWO_ROW_POOL	KEEP_WHOLE_LOCAL_FORM	W:B1-S002	K+AIN	eine Stoffportion	DEFAULT_OR_HABIT	NO	kain	kain	YES
108	PROSE	E108	B1	f81v	f81v.2	B1-S002	B1_SHARED_TWO_ROW_POOL	KEEP_WHOLE_LOCAL_FORM	W:B1-S002	OL+K+AIN	weitere Stoffportion	DEFAULT_OR_HABIT	NO	olkain	olkain	YES
109	PROSE	E109	B1	f81v	f81v.2	B1-S002	B1_SHARED_TWO_ROW_POOL	KEEP_WHOLE_LOCAL_FORM	W:B1-S002	AL	Zielstelle „gemeinsame zweireihige Figuren- und Beckenanlage“	LOCAL_SURFACE_EXEMPLAR	NO	dal	al	NO
110	PROSE	E110	B1	f81v	f81v.2	B1-S002	B1_SHARED_TWO_ROW_POOL	KEEP_WHOLE_LOCAL_FORM	W:B1-S002	OL	fortsetzen	DEFAULT_OR_HABIT	NO	ol	ol	YES
111	PROSE	E111	B1	f81v	f81v.2	B1-S002	B1_SHARED_TWO_ROW_POOL	KEEP_WHOLE_LOCAL_FORM	W:B1-S002	R+OL	weiter abkühlen	DEFAULT_OR_HABIT	NO	rol	rol	YES
112	PROSE	E112	B1	f81v	f81v.2	B1-S002	B1_SHARED_TWO_ROW_POOL	KEEP_WHOLE_LOCAL_FORM	W:B1-S002	L	weiterführen	DEFAULT_OR_HABIT	NO	dl	dl	YES
113	PROSE	E113	B1	f81v	f81v.7	B1-S002	B1_SHARED_TWO_ROW_POOL	KEEP_WHOLE_LOCAL_FORM	W:B1-S002	OL+OR	weiterer Ansatz	DEFAULT_OR_HABIT	NO	olor	olor	YES
114	PROSE	E114	B1	f81v	f81v.7	B1-S002	B1_SHARED_TWO_ROW_POOL	KEEP_WHOLE_LOCAL_FORM	W:B1-S002	OL	fortsetzen	DEFAULT_OR_HABIT	NO	ol	ol	YES
115	PROSE	E115	B1	f81v	f81v.7	B1-S002	B1_SHARED_TWO_ROW_POOL	KEEP_WHOLE_LOCAL_FORM	W:B1-S002	SH+E+CKH+AL	kurz an der Durchgangsstelle bei „gemeinsame zweireihige Figuren- und Beckenanlage“	DEFAULT_OR_HABIT	NO	sheckhal	sheckhal	YES
116	PROSE	E116	B1	f81v	f81v.7	B1-S002	B1_SHARED_TWO_ROW_POOL	KEEP_WHOLE_LOCAL_FORM	W:B1-S002	AIIN	Sollmaß	DEFAULT_OR_HABIT	NO	daiin	daiin	YES
117	PROSE	E117	B1	f81v	f81v.7	B1-S002	B1_SHARED_TWO_ROW_POOL	KEEP_WHOLE_LOCAL_FORM	W:B1-S002	OK+EE+AL	länger bei der Zielstelle „gemeinsame zweireihige Figuren- und Beckenanlage“ halten	DEFAULT_OR_HABIT	NO	qokeedal	qokeedal	YES
118	PROSE	E118	B1	f81v	f81v.7	B1-S002	B1_SHARED_TWO_ROW_POOL	KEEP_WHOLE_LOCAL_FORM	W:B1-S002	AIIN	Sollmaß	DEFAULT_OR_HABIT	NO	daiin	daiin	YES
119	PROSE	E119	B1	f81v	f81v.7	B1-S002	B1_SHARED_TWO_ROW_POOL	KEEP_WHOLE_LOCAL_FORM	W:B1-S002	CKH+Y	durchführen	DEFAULT_OR_HABIT	NO	chckhy	chckhy	YES
120	PROSE	E120	B1	f81v	f81v.7	B1-S002	B1_SHARED_TWO_ROW_POOL	KEEP_WHOLE_LOCAL_FORM	W:B1-S002	CHD+DY	umsetzen; Schluss	DEFAULT_OR_HABIT	NO	schedy	schedy	YES
121	PROSE	E121	B1	f81v	f81v.7	B1-S003	B1_SHARED_TWO_ROW_POOL	BIO_FORM_CARD	F05	OL	fortsetzen	LOCAL_SURFACE_EXEMPLAR	NO	ol	qol	NO
122	PROSE	E122	B1	f81v	f81v.17	B1-S003	B1_SHARED_TWO_ROW_POOL	BIO_FORM_CARD	F05	SH+K+CHD+DY	gebuendelt umsetzen; Schluss	DEFAULT_OR_HABIT	NO	sshkchdy	sshkchdy	YES
123	PROSE	E123	B1	f81v	f81v.17	B1-S004	B1_SHARED_TWO_ROW_POOL	SHARED_RESIDUAL_MINI_FORM	R03	CHD+Y	laufender Stationsansatz umsetzen	DEFAULT_OR_HABIT	NO	chedy	chedy	YES
124	PROSE	E124	B1	f81v	f81v.17	B1-S004	B1_SHARED_TWO_ROW_POOL	SHARED_RESIDUAL_MINI_FORM	R03	OL	fortsetzen	DEFAULT_OR_HABIT	NO	ol	ol	YES
125	PROSE	E125	B1	f81v	f81v.17	B1-S004	B1_SHARED_TWO_ROW_POOL	SHARED_RESIDUAL_MINI_FORM	R03	SHED+DY	absetzen; Schluss	DEFAULT_OR_HABIT	NO	shedy	shedy	YES
126	PROSE	E126	B1	f81v	f81v.17	B1-S005	B1_SHARED_TWO_ROW_POOL	BIO_FORM_CARD	F04	OL+CHD+DY	weiterführen; Schluss	DEFAULT_OR_HABIT	NO	qolchedy	qolchedy	YES
127	PROSE	E127	B1	f81v	f81v.17	B1-S006	B1_SHARED_TWO_ROW_POOL	ONE_LOCAL_RESIDUAL	X:B1-S006	OK+AIN	eine Stoffportion zugeben	DEFAULT_OR_HABIT	NO	qokain	qokain	YES
128	PROSE	E128	B1	f81v	f81v.17	B1-S006	B1_SHARED_TWO_ROW_POOL	ONE_LOCAL_RESIDUAL	X:B1-S006	CKH+Y	durchführen	LOCAL_SURFACE_EXEMPLAR	NO	chckhy	shckhy	NO
129	PROSE	E129	B1	f81v	f81v.17	B1-S006	B1_SHARED_TWO_ROW_POOL	ONE_LOCAL_RESIDUAL	X:B1-S006	L	weiterführen	DEFAULT_OR_HABIT	NO	dl	dl	YES
130	PROSE	E130	B1	f81v	f81v.17	B1-S006	B1_SHARED_TWO_ROW_POOL	ONE_LOCAL_RESIDUAL	X:B1-S006	R+AL	bei der Zielstelle „gemeinsame zweireihige Figuren- und Beckenanlage“ abkühlen	DEFAULT_OR_HABIT	NO	ral	ral	YES
131	PROSE	E131	B1	f81v	f81v.18	B1-S007	B1_SHARED_TWO_ROW_POOL	BIO_FORM_CARD	F04	OK+CHD+DY	Ansatz umsetzen; Schluss	DEFAULT_OR_HABIT	NO	qokchdy	qokchdy	YES
132	PROSE	E132	B1	f81v	f81v.18	B1-S008	B1_SHARED_TWO_ROW_POOL	ONE_LOCAL_RESIDUAL	X:B1-S008	Y	laufender Stationsansatz	DEFAULT_OR_HABIT	NO	chey	chey	YES
133	PROSE	E133	B1	f81v	f81v.18	B1-S008	B1_SHARED_TWO_ROW_POOL	ONE_LOCAL_RESIDUAL	X:B1-S008	OL	fortsetzen	DEFAULT_OR_HABIT	NO	ol	ol	YES
134	PROSE	E134	B1	f81v	f81v.18	B1-S008	B1_SHARED_TWO_ROW_POOL	ONE_LOCAL_RESIDUAL	X:B1-S008	CHK+E+Y	kurz wärmen	DEFAULT_OR_HABIT	NO	cheky	cheky	YES
135	PROSE	E135	B1	f81v	f81v.18	B1-S008	B1_SHARED_TWO_ROW_POOL	ONE_LOCAL_RESIDUAL	X:B1-S008	OL	fortsetzen	DEFAULT_OR_HABIT	NO	ol	ol	YES
136	PROSE	E136	B1	f81v	f81v.18	B1-S008	B1_SHARED_TWO_ROW_POOL	ONE_LOCAL_RESIDUAL	X:B1-S008	SHED+DY	absetzen; Schluss	DEFAULT_OR_HABIT	NO	shedy	shedy	YES
137	PROSE	E137	B1	f81v	f81v.18	B1-S009	B1_SHARED_TWO_ROW_POOL	BIO_FORM_CARD	F01	OK+E+DY	kurz ansetzen; Schluss	DEFAULT_OR_HABIT	NO	qokedy	qokedy	YES
138	PROSE	E138	B1	f81v	f81v.18	B1-S010	B1_SHARED_TWO_ROW_POOL	BIO_FORM_CARD	F01	OK+E+DY	kurz ansetzen; Schluss	DEFAULT_OR_HABIT	NO	qokedy	qokedy	YES
139	PROSE	E139	B1	f81v	f81v.18	B1-S011	B1_SHARED_TWO_ROW_POOL	ONE_LOCAL_RESIDUAL	X:B1-S011	CKH+Y	durchführen	DEFAULT_OR_HABIT	NO	chckhy	chckhy	YES
140	PROSE	E140	B1	f81v	f81v.18	B1-S011	B1_SHARED_TWO_ROW_POOL	ONE_LOCAL_RESIDUAL	X:B1-S011	OK+Y	verwende den laufenden Stationsansatz	DEFAULT_OR_HABIT	NO	qoky	qoky	YES
141	PROSE	E141	B1	f81v	f81v.21	B1-S012	B1_SHARED_TWO_ROW_POOL	BIO_FORM_CARD	F05	LSH+O	Waschgang	DEFAULT_OR_HABIT	NO	lsho	lsho	YES
142	PROSE	E142	B1	f81v	f81v.21	B1-S012	B1_SHARED_TWO_ROW_POOL	BIO_FORM_CARD	F05	OK+E+Y	kurz ansetzen	LOCAL_SURFACE_EXEMPLAR	NO	okey	qokey	NO
143	PROSE	E143	B1	f81v	f81v.21	B1-S012	B1_SHARED_TWO_ROW_POOL	BIO_FORM_CARD	F05	LSH+E+DY	Waschgang; Schluss	DEFAULT_OR_HABIT	NO	lshedy	lshedy	YES
144	PROSE	E144	B1	f81v	f81v.21	B1-S013	B1_SHARED_TWO_ROW_POOL	BIO_FORM_CARD	F01	LSH+E+DY	Waschgang; Schluss	DEFAULT_OR_HABIT	NO	lshedy	lshedy	YES
145	PROSE	E145	B1	f81v	f81v.21	B1-S014	B1_SHARED_TWO_ROW_POOL	ONE_LOCAL_RESIDUAL	X:B1-S014	CHD+Y	laufender Stationsansatz umsetzen	DEFAULT_OR_HABIT	NO	chedy	chedy	YES
146	PROSE	E146	B1	f81v	f81v.21	B1-S014	B1_SHARED_TWO_ROW_POOL	ONE_LOCAL_RESIDUAL	X:B1-S014	SOLK+Y	laufender Stationsansatz auffangen	DEFAULT_OR_HABIT	NO	qolky	qolky	YES
147	PROSE	E147	B1	f81v	f81v.21	B1-S014	B1_SHARED_TWO_ROW_POOL	ONE_LOCAL_RESIDUAL	X:B1-S014	L+CHD+AL	zum Auslass führen	DEFAULT_OR_HABIT	NO	lchedal	lchedal	YES
148	PROSE	E148	B1	f81v	f81v.21	B1-S014	B1_SHARED_TWO_ROW_POOL	ONE_LOCAL_RESIDUAL	X:B1-S014	OL	fortsetzen	LOCAL_SURFACE_EXEMPLAR	NO	ol	qol	NO
149	PROSE	E149	B1	f81v	f81v.21	B1-S014	B1_SHARED_TWO_ROW_POOL	ONE_LOCAL_RESIDUAL	X:B1-S014	OT+AR	danach von aufgefangener Bestand des laufender Stationsansatz	DEFAULT_OR_HABIT	NO	otar	otar	YES
150	PROSE	E150	B1	f81v	f81v.24	B1-S015	B1_SHARED_TWO_ROW_POOL	ONE_LOCAL_RESIDUAL	X:B1-S015	T+E+Y	aufgefangener Bestand des laufender Stationsansatz kurz füllen	DEFAULT_OR_HABIT	NO	ytey	ytey	YES
151	PROSE	E151	B1	f81v	f81v.24	B1-S015	B1_SHARED_TWO_ROW_POOL	ONE_LOCAL_RESIDUAL	X:B1-S015	OK+CHD+DY	Ansatz umsetzen; Schluss	DEFAULT_OR_HABIT	NO	okchedy	okchedy	YES
152	PROSE	E152	B1	f81v	f81v.24	B1-S016	B1_SHARED_TWO_ROW_POOL	ONE_LOCAL_RESIDUAL	X:B1-S016	OK+AL	an die Zielstelle „gemeinsame zweireihige Figuren- und Beckenanlage“ setzen	DEFAULT_OR_HABIT	NO	qokal	qokal	YES
153	PROSE	E153	B1	f81v	f81v.24	B1-S016	B1_SHARED_TWO_ROW_POOL	ONE_LOCAL_RESIDUAL	X:B1-S016	OK+EE+Y	länger ansetzen	LOCAL_SURFACE_EXEMPLAR	NO	qokeey	okeey	NO
154	PROSE	E154	B1	f81v	f81v.24	B1-S016	B1_SHARED_TWO_ROW_POOL	ONE_LOCAL_RESIDUAL	X:B1-S016	OL	fortsetzen	LOCAL_SURFACE_EXEMPLAR	NO	ol	qol	NO
155	PROSE	E155	B1	f81v	f81v.24	B1-S016	B1_SHARED_TWO_ROW_POOL	ONE_LOCAL_RESIDUAL	X:B1-S016	SHED+DY	absetzen; Schluss	LOCAL_SURFACE_EXEMPLAR	NO	shedy	cheedy	NO
156	PROSE	E156	B1	f81v	f81v.24	B1-S017	B1_SHARED_TWO_ROW_POOL	ONE_LOCAL_RESIDUAL	X:B1-S017	AL	Zielstelle „gemeinsame zweireihige Figuren- und Beckenanlage“	LOCAL_SURFACE_EXEMPLAR	NO	dal	sal	NO
157	PROSE	E157	B1	f81v	f81v.24	B1-S017	B1_SHARED_TWO_ROW_POOL	ONE_LOCAL_RESIDUAL	X:B1-S017	E+OL	kurz fortsetzen	DEFAULT_OR_HABIT	NO	teol	teol	YES
158	PROSE	E158	B1	f81v	f81v.24	B1-S017	B1_SHARED_TWO_ROW_POOL	ONE_LOCAL_RESIDUAL	X:B1-S017	CHD+DY	umsetzen; Schluss	DEFAULT_OR_HABIT	NO	dchdy	dchdy	YES
159	PROSE	E159	B1	f81v	f81v.24	B1-S018	B1_SHARED_TWO_ROW_POOL	ONE_LOCAL_RESIDUAL	X:B1-S018	L+Y	laufender Stationsansatz führen	DEFAULT_OR_HABIT	NO	ly	ly	YES
160	PROSE	E160	B1	f81v	f81v.27	B1-S018	B1_SHARED_TWO_ROW_POOL	ONE_LOCAL_RESIDUAL	X:B1-S018	SH+E+OL	kurz halten	DEFAULT_OR_HABIT	NO	dsheol	dsheol	YES
161	PROSE	E161	B1	f81v	f81v.27	B1-S018	B1_SHARED_TWO_ROW_POOL	ONE_LOCAL_RESIDUAL	X:B1-S018	O+IIN	Sollstufe	DEFAULT_OR_HABIT	NO	oiiin	oiiin	YES
162	PROSE	E162	B1	f81v	f81v.27	B1-S018	B1_SHARED_TWO_ROW_POOL	ONE_LOCAL_RESIDUAL	X:B1-S018	SOLK+EE+DY	länger auffangen; Schluss	DEFAULT_OR_HABIT	NO	olkeedy	olkeedy	YES
163	PROSE	E163	B1	f81v	f81v.27	B1-S019	B1_SHARED_TWO_ROW_POOL	BIO_FORM_CARD	F01	SHED+DY	absetzen; Schluss	LOCAL_SURFACE_EXEMPLAR	NO	shedy	tedy	NO
164	PROSE	E164	B1	f81v	f81v.27	B1-S020	B1_SHARED_TWO_ROW_POOL	BIO_FORM_CARD	F01	CHK+E+Y	kurz wärmen	DEFAULT_OR_HABIT	NO	cheky	cheky	YES
165	PROSE	E165	B1	f81v	f81v.27	B1-S020	B1_SHARED_TWO_ROW_POOL	BIO_FORM_CARD	F01	SH+CKHE+DY	seihen; Schluss	DEFAULT_OR_HABIT	NO	shckhedy	shckhedy	YES
166	PROSE	E166	B1	f81v	f81v.27	B1-S021	B1_SHARED_TWO_ROW_POOL	ONE_LOCAL_RESIDUAL	X:B1-S021	AL	Zielstelle „gemeinsame zweireihige Figuren- und Beckenanlage“	LOCAL_SURFACE_EXEMPLAR	NO	dal	chal	NO
167	PROSE	E167	B2	f82r	f82r.2	B2-S001	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	ONE_LOCAL_RESIDUAL	X:B2-S001	CHD+DY	umsetzen; Schluss	LOCAL_SURFACE_EXEMPLAR	NO	schedy	dchedy	NO
168	PROSE	E168	B2	f82r	f82r.2	B2-S002	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	BIO_FORM_CARD	F04	OL+CHD+DY	weiterführen; Schluss	DEFAULT_OR_HABIT	NO	qolchedy	qolchedy	YES
169	PROSE	E169	B2	f82r	f82r.2	B2-S003	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	BIO_FORM_CARD	F03	OK+AIN	eine Stoffportion zugeben	DEFAULT_OR_HABIT	NO	qokain	qokain	YES
170	PROSE	E170	B2	f82r	f82r.2	B2-S003	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	BIO_FORM_CARD	F03	Y	Teilportion von obere Beckenflüssigkeit	LOCAL_SURFACE_EXEMPLAR	NO	chey	dy	NO
171	PROSE	E171	B2	f82r	f82r.2	B2-S003	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	BIO_FORM_CARD	F03	OK+EE+DY	länger ansetzen; Schluss	DEFAULT_OR_HABIT	NO	qokeedy	qokeedy	YES
172	PROSE	E172	B2	f82r	f82r.2	B2-S004	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	ONE_LOCAL_RESIDUAL	X:B2-S004	OK+AL	an die Zielstelle „obere Doppelbecken mit Zylinderstation“ setzen	DEFAULT_OR_HABIT	NO	qokal	qokal	YES
173	PROSE	E173	B2	f82r	f82r.2	B2-S004	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	ONE_LOCAL_RESIDUAL	X:B2-S004	L+CKH+Y	Teilportion von obere Beckenflüssigkeit zum Durchlass führen	DEFAULT_OR_HABIT	NO	lcheckhy	lcheckhy	YES
174	PROSE	E174	B2	f82r	f82r.2	B2-S004	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	ONE_LOCAL_RESIDUAL	X:B2-S004	L+CHD	hinausführen	DEFAULT_OR_HABIT	NO	lched	lched	YES
175	PROSE	E175	B2	f82r	f82r.3	B2-S004	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	ONE_LOCAL_RESIDUAL	X:B2-S004	OK+EE+Y	länger ansetzen	DEFAULT_OR_HABIT	NO	qokeey	qokeey	YES
176	PROSE	E176	B2	f82r	f82r.3	B2-S004	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	ONE_LOCAL_RESIDUAL	X:B2-S004	L+CKHE+DY	hinaus seihen; Schluss	DEFAULT_OR_HABIT	NO	lcheckhedy	lcheckhedy	YES
177	PROSE	E177	B2	f82r	f82r.3	B2-S005	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	ONE_LOCAL_RESIDUAL	X:B2-S005	OK+AL+Y	Teilportion von obere Beckenflüssigkeit an die Zielstelle „obere Doppelbecken mit Zylinderstation“ setzen	DEFAULT_OR_HABIT	NO	qokaly	qokaly	YES
178	PROSE	E178	B2	f82r	f82r.3	B2-S005	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	ONE_LOCAL_RESIDUAL	X:B2-S005	SOLK+AIIN	Auffang-Sollmaß	DEFAULT_OR_HABIT	NO	solkaiin	solkaiin	YES
179	PROSE	E179	B2	f82r	f82r.3	B2-S005	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	ONE_LOCAL_RESIDUAL	X:B2-S005	CKH+Y	durchführen	DEFAULT_OR_HABIT	NO	chckhy	chckhy	YES
180	PROSE	E180	B2	f82r	f82r.3	B2-S005	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	ONE_LOCAL_RESIDUAL	X:B2-S005	OK+AIIN	Sollmaß setzen	DEFAULT_OR_HABIT	NO	qokaiin	qokaiin	YES
181	PROSE	E181	B2	f82r	f82r.4	B2-S005	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	ONE_LOCAL_RESIDUAL	X:B2-S005	OK+AIIN	Sollmaß setzen	DEFAULT_OR_HABIT	NO	qokaiin	qokaiin	YES
182	PROSE	E182	B2	f82r	f82r.4	B2-S005	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	ONE_LOCAL_RESIDUAL	X:B2-S005	O+CTH+E+OL	kurz bereit fortsetzen	DEFAULT_OR_HABIT	NO	octheol	octheol	YES
183	PROSE	E183	B2	f82r	f82r.4	B2-S005	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	ONE_LOCAL_RESIDUAL	X:B2-S005	CHK+EE+Y	Teilportion von obere Beckenflüssigkeit länger wärmen	DEFAULT_OR_HABIT	NO	chkeey	chkeey	YES
184	PROSE	E184	B2	f82r	f82r.4	B2-S005	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	ONE_LOCAL_RESIDUAL	X:B2-S005	L+DY	abführen; Schluss	DEFAULT_OR_HABIT	NO	ldy	ldy	YES
185	PROSE	E185	B2	f82r	f82r.4	B2-S006	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	KEEP_WHOLE_LOCAL_FORM	W:B2-S006	OT+EE+Y	nächsten Posten länger halten	DEFAULT_OR_HABIT	NO	oteey	oteey	YES
186	PROSE	E186	B2	f82r	f82r.4	B2-S006	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	KEEP_WHOLE_LOCAL_FORM	W:B2-S006	OK+AL	an die Zielstelle „obere Doppelbecken mit Zylinderstation“ setzen	DEFAULT_OR_HABIT	NO	qokal	qokal	YES
187	PROSE	E187	B2	f82r	f82r.4	B2-S006	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	KEEP_WHOLE_LOCAL_FORM	W:B2-S006	SH+E+CKH+Y	Teilportion von obere Beckenflüssigkeit kurz im Durchlass halten	DEFAULT_OR_HABIT	NO	sheckhy	sheckhy	YES
188	PROSE	E188	B2	f82r	f82r.4	B2-S006	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	KEEP_WHOLE_LOCAL_FORM	W:B2-S006	OK+Y	verwende Teilportion von obere Beckenflüssigkeit	DEFAULT_OR_HABIT	NO	qoky	qoky	YES
189	PROSE	E189	B2	f82r	f82r.7	B2-S007	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	BIO_FORM_CARD	F01	SH+E+DY	kurz halten; Schluss	DEFAULT_OR_HABIT	NO	dshedy	dshedy	YES
190	PROSE	E190	B2	f82r	f82r.7	B2-S008	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	SHARED_RESIDUAL_MINI_FORM	R03	OT+AIIN	nächstes Sollmaß	LOCAL_SURFACE_EXEMPLAR	NO	otaiin	sotaiin	NO
191	PROSE	E191	B2	f82r	f82r.7	B2-S008	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	SHARED_RESIDUAL_MINI_FORM	R03	OK+AR	von Flüssigkeit am Zwischenknoten einsetzen	DEFAULT_OR_HABIT	NO	qokar	qokar	YES
192	PROSE	E192	B2	f82r	f82r.7	B2-S008	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	SHARED_RESIDUAL_MINI_FORM	R03	SHED+DY	absetzen; Schluss	DEFAULT_OR_HABIT	NO	shedy	shedy	YES
193	PROSE	E193	B2	f82r	f82r.7	B2-S009	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	BIO_FORM_CARD	F01	OL+SH+E+DY	mit dem Vorigen kurz absetzen; Schluss	DEFAULT_OR_HABIT	NO	solshedy	solshedy	YES
194	PROSE	E194	B2	f82r	f82r.7	B2-S010	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	ONE_LOCAL_RESIDUAL	X:B2-S010	OK+EE+Y	länger ansetzen	DEFAULT_OR_HABIT	NO	qokeey	qokeey	YES
195	PROSE	E195	B2	f82r	f82r.7	B2-S010	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	ONE_LOCAL_RESIDUAL	X:B2-S010	OK+Y	verwende Flüssigkeit am Zwischenknoten	DEFAULT_OR_HABIT	NO	qoky	qoky	YES
196	PROSE	E196	B2	f82r	f82r.7	B2-S010	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	ONE_LOCAL_RESIDUAL	X:B2-S010	LS	abführen	DEFAULT_OR_HABIT	NO	ls	ls	YES
197	PROSE	E197	B2	f82r	f82r.7	B2-S010	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	ONE_LOCAL_RESIDUAL	X:B2-S010	WHOLE[cheey|shey]	EMPFANGSBESTAND	DEFAULT_OR_HABIT	NO	cheey	cheey	YES
198	PROSE	E198	B2	f82r	f82r.19	B2-S011	B2_MIDDLE_RIGHT_AMBIGUOUS_STATION	BIO_FORM_CARD	F03	OK+AIN	eine Stoffportion zugeben	LOCAL_SURFACE_EXEMPLAR	NO	qokain	okain	NO
199	PROSE	E199	B2	f82r	f82r.19	B2-S011	B2_MIDDLE_RIGHT_AMBIGUOUS_STATION	BIO_FORM_CARD	F03	AR	von Teilportion des Postens der Einzelstation	DEFAULT_OR_HABIT	NO	char	char	YES
200	PROSE	E200	B2	f82r	f82r.19	B2-S011	B2_MIDDLE_RIGHT_AMBIGUOUS_STATION	BIO_FORM_CARD	F03	OK+AIN	eine Stoffportion zugeben	LOCAL_SURFACE_EXEMPLAR	NO	qokain	okain	NO
201	PROSE	E201	B2	f82r	f82r.19	B2-S011	B2_MIDDLE_RIGHT_AMBIGUOUS_STATION	BIO_FORM_CARD	F03	OK+EE+DY	länger ansetzen; Schluss	DEFAULT_OR_HABIT	NO	qokeedy	qokeedy	YES
202	PROSE	E202	B2	f82r	f82r.19	B2-S012	B2_MIDDLE_RIGHT_AMBIGUOUS_STATION	ONE_LOCAL_RESIDUAL	X:B2-S012	L+CH+Y	zweite Teilportion des Postens der Einzelstation abziehen	DEFAULT_OR_HABIT	NO	lchy	lchy	YES
203	PROSE	E203	B2	f82r	f82r.23	B2-S012	B2_LOWER_GREEN_MULTI_FIGURE_POOL	ONE_LOCAL_RESIDUAL	X:B2-S012	WHOLE[cheey|shey]	EMPFANGSBESTAND	DEFAULT_OR_HABIT	NO	cheey	cheey	YES
