model	paragraph	locus	mention	form	kind	axis	value	scope	patient	patient_form	debts	row_status
Q0	f86v5|f86v5.18-f86v5.25	f86v5.19	f86v5.19:6	oty	STANDALONE	thermal	cold	PHYSICAL			MISSING_MATERIAL_IN_FIXED_LOCAL_SCOPE	recorded
Q1	f86v5|f86v5.18-f86v5.25	f86v5.19	f86v5.19:6	oty	STANDALONE	thermal	cold	PHYSICAL			MISSING_MATERIAL_IN_FIXED_LOCAL_SCOPE	recorded
Q0	f86v5|f86v5.18-f86v5.25	f86v5.19	f86v5.19:7	oty	STANDALONE	thermal	cold	PHYSICAL			MISSING_MATERIAL_IN_FIXED_LOCAL_SCOPE	recorded
Q1	f86v5|f86v5.18-f86v5.25	f86v5.19	f86v5.19:7	oty	STANDALONE	thermal	cold	PHYSICAL			MISSING_MATERIAL_IN_FIXED_LOCAL_SCOPE	recorded
Q0	f86v5|f86v5.18-f86v5.25	f86v5.20	f86v5.20:5	otaiin	BARE_NOMINAL	thermal	cold	PHYSICAL	f86v5.20:5	otaiin		recorded
Q1	f86v5|f86v5.18-f86v5.25	f86v5.20	f86v5.20:5	otaiin	BARE_NOMINAL	thermal	cold	CONSTITUTION	f86v5.20:5	otaiin		recorded
Q0	f86v5|f86v5.18-f86v5.25	f86v5.20	f86v5.20:6	ykaiin	PROCESSED_NOMINAL	thermal	warm	PHYSICAL	f86v5.20:6	ykaiin		recorded
Q1	f86v5|f86v5.18-f86v5.25	f86v5.20	f86v5.20:6	ykaiin	PROCESSED_NOMINAL	thermal	warm	PHYSICAL	f86v5.20:6	ykaiin		recorded
Q0	f86v5|f86v5.18-f86v5.25	f86v5.20	f86v5.20:7	otal	BARE_NOMINAL	thermal	cold	PHYSICAL	f86v5.20:7	otal		recorded
Q1	f86v5|f86v5.18-f86v5.25	f86v5.20	f86v5.20:7	otal	BARE_NOMINAL	thermal	cold	CONSTITUTION	f86v5.20:7	otal		recorded
Q0	f86v5|f86v5.18-f86v5.25	f86v5.21	f86v5.21:6	ytaiin	BARE_NOMINAL	thermal	cold	PHYSICAL	f86v5.21:6	ytaiin		recorded
Q1	f86v5|f86v5.18-f86v5.25	f86v5.21	f86v5.21:6	ytaiin	BARE_NOMINAL	thermal	cold	CONSTITUTION	f86v5.21:6	ytaiin		recorded
Q0	f86v5|f86v5.18-f86v5.25	f86v5.22	f86v5.22:1	ykaiin	PROCESSED_NOMINAL	thermal	warm	PHYSICAL	f86v5.22:1	ykaiin		recorded
Q1	f86v5|f86v5.18-f86v5.25	f86v5.22	f86v5.22:1	ykaiin	PROCESSED_NOMINAL	thermal	warm	PHYSICAL	f86v5.22:1	ykaiin		recorded
Q0	f86v5|f86v5.18-f86v5.25	f86v5.23	f86v5.23:1	ykaiin	PROCESSED_NOMINAL	thermal	warm	PHYSICAL	f86v5.23:1	ykaiin		recorded
Q1	f86v5|f86v5.18-f86v5.25	f86v5.23	f86v5.23:1	ykaiin	PROCESSED_NOMINAL	thermal	warm	PHYSICAL	f86v5.23:1	ykaiin		recorded
Q0	f86v5|f86v5.18-f86v5.25	f86v5.23	f86v5.23:6	sheol	BARE_NOMINAL	moisture	wet	PHYSICAL	f86v5.23:6	sheol		recorded
Q1	f86v5|f86v5.18-f86v5.25	f86v5.23	f86v5.23:6	sheol	BARE_NOMINAL	moisture	wet	CONSTITUTION	f86v5.23:6	sheol		recorded
Q0	f86v5|f86v5.18-f86v5.25	f86v5.23	f86v5.23:7	qokar	PROCESSED_NOMINAL	thermal	warm	PHYSICAL	f86v5.23:7	qokar		recorded
Q1	f86v5|f86v5.18-f86v5.25	f86v5.23	f86v5.23:7	qokar	PROCESSED_NOMINAL	thermal	warm	PHYSICAL	f86v5.23:7	qokar		recorded
Q0	f86v5|f86v5.18-f86v5.25	f86v5.24	f86v5.24:7	otaiin	BARE_NOMINAL	thermal	cold	PHYSICAL	f86v5.24:7	otaiin		recorded
Q1	f86v5|f86v5.18-f86v5.25	f86v5.24	f86v5.24:7	otaiin	BARE_NOMINAL	thermal	cold	CONSTITUTION	f86v5.24:7	otaiin		recorded
Q0	f86v5|f86v5.18-f86v5.25	f86v5.24	f86v5.24:9	otaiin	BARE_NOMINAL	thermal	cold	PHYSICAL	f86v5.24:9	otaiin		recorded
Q1	f86v5|f86v5.18-f86v5.25	f86v5.24	f86v5.24:9	otaiin	BARE_NOMINAL	thermal	cold	CONSTITUTION	f86v5.24:9	otaiin		recorded
Q0	f93r|f93r.1-f93r.32	f93r.2	f93r.2:3	chol	STANDALONE	moisture	dry	PHYSICAL	f93r.2:6	sheo	UNREAD_BETWEEN:f93r.2:4;UNREAD_BETWEEN:f93r.2:5	recorded
Q1	f93r|f93r.1-f93r.32	f93r.2	f93r.2:3	chol	STANDALONE	moisture	dry	PHYSICAL	f93r.2:6	sheo	UNREAD_BETWEEN:f93r.2:4;UNREAD_BETWEEN:f93r.2:5	recorded
Q0	f93r|f93r.1-f93r.32	f93r.2	f93r.2:6	sheo	BARE_NOMINAL	moisture	wet	PHYSICAL	f93r.2:6	sheo		recorded
Q1	f93r|f93r.1-f93r.32	f93r.2	f93r.2:6	sheo	BARE_NOMINAL	moisture	wet	CONSTITUTION	f93r.2:6	sheo		recorded
Q0	f93r|f93r.1-f93r.32	f93r.3	f93r.3:6	chody	PROCESSED_NOMINAL	moisture	dry	PHYSICAL	f93r.3:6	chody		recorded
Q1	f93r|f93r.1-f93r.32	f93r.3	f93r.3:6	chody	PROCESSED_NOMINAL	moisture	dry	PHYSICAL	f93r.3:6	chody		recorded
Q0	f93r|f93r.1-f93r.32	f93r.4	f93r.4:4	shody	PROCESSED_NOMINAL	moisture	wet	PHYSICAL	f93r.4:4	shody		recorded
Q1	f93r|f93r.1-f93r.32	f93r.4	f93r.4:4	shody	PROCESSED_NOMINAL	moisture	wet	PHYSICAL	f93r.4:4	shody		recorded
Q0	f93r|f93r.1-f93r.32	f93r.5	f93r.5:2	chody	PROCESSED_NOMINAL	moisture	dry	PHYSICAL	f93r.5:2	chody		recorded
Q1	f93r|f93r.1-f93r.32	f93r.5	f93r.5:2	chody	PROCESSED_NOMINAL	moisture	dry	PHYSICAL	f93r.5:2	chody		recorded
Q0	f93r|f93r.1-f93r.32	f93r.5	f93r.5:5	qokol	PROCESSED_NOMINAL	thermal	warm	PHYSICAL	f93r.5:5	qokol		recorded
Q1	f93r|f93r.1-f93r.32	f93r.5	f93r.5:5	qokol	PROCESSED_NOMINAL	thermal	warm	PHYSICAL	f93r.5:5	qokol		recorded
Q0	f93r|f93r.1-f93r.32	f93r.6	f93r.6:2	otor	BARE_NOMINAL	thermal	cold	PHYSICAL	f93r.6:2	otor		recorded
Q1	f93r|f93r.1-f93r.32	f93r.6	f93r.6:2	otor	BARE_NOMINAL	thermal	cold	CONSTITUTION	f93r.6:2	otor		recorded
Q0	f93r|f93r.1-f93r.32	f93r.6	f93r.6:6	chol	STANDALONE	moisture	dry	PHYSICAL	f93r.6:2	otor		recorded
Q1	f93r|f93r.1-f93r.32	f93r.6	f93r.6:6	chol	STANDALONE	moisture	dry	PHYSICAL	f93r.6:2	otor		recorded
Q0	f93r|f93r.1-f93r.32	f93r.7	f93r.7:2	shol	STANDALONE	moisture	wet	PHYSICAL	f93r.7:1	shor		recorded
Q1	f93r|f93r.1-f93r.32	f93r.7	f93r.7:2	shol	STANDALONE	moisture	wet	PHYSICAL	f93r.7:1	shor		recorded
Q0	f93r|f93r.1-f93r.32	f93r.8	f93r.8:3	chodaiin	BARE_NOMINAL	moisture	dry	PHYSICAL	f93r.8:3	chodaiin		recorded
Q1	f93r|f93r.1-f93r.32	f93r.8	f93r.8:3	chodaiin	BARE_NOMINAL	moisture	dry	CONSTITUTION	f93r.8:3	chodaiin		recorded
Q0	f93r|f93r.1-f93r.32	f93r.11	f93r.11:1	okeol	BARE_NOMINAL	thermal	warm	PHYSICAL	f93r.11:1	okeol		recorded
Q1	f93r|f93r.1-f93r.32	f93r.11	f93r.11:1	okeol	BARE_NOMINAL	thermal	warm	CONSTITUTION	f93r.11:1	okeol		recorded
Q0	f93r|f93r.1-f93r.32	f93r.11	f93r.11:2	oteol	BARE_NOMINAL	thermal	cold	PHYSICAL	f93r.11:2	oteol		recorded
Q1	f93r|f93r.1-f93r.32	f93r.11	f93r.11:2	oteol	BARE_NOMINAL	thermal	cold	CONSTITUTION	f93r.11:2	oteol		recorded
Q0	f93r|f93r.1-f93r.32	f93r.11	f93r.11:5	sheo	BARE_NOMINAL	moisture	wet	PHYSICAL	f93r.11:5	sheo		recorded
Q1	f93r|f93r.1-f93r.32	f93r.11	f93r.11:5	sheo	BARE_NOMINAL	moisture	wet	CONSTITUTION	f93r.11:5	sheo		recorded
Q0	f93r|f93r.1-f93r.32	f93r.13	f93r.13:1	shodaiin	BARE_NOMINAL	moisture	wet	PHYSICAL	f93r.13:1	shodaiin		recorded
Q1	f93r|f93r.1-f93r.32	f93r.13	f93r.13:1	shodaiin	BARE_NOMINAL	moisture	wet	CONSTITUTION	f93r.13:1	shodaiin		recorded
Q0	f93r|f93r.1-f93r.32	f93r.13	f93r.13:3	kchol	BARE_NOMINAL	moisture	dry	PHYSICAL	f93r.13:3	kchol		recorded
Q1	f93r|f93r.1-f93r.32	f93r.13	f93r.13:3	kchol	BARE_NOMINAL	moisture	dry	CONSTITUTION	f93r.13:3	kchol		recorded
Q0	f93r|f93r.1-f93r.32	f93r.18	f93r.18:2	shodaiin	BARE_NOMINAL	moisture	wet	PHYSICAL	f93r.18:2	shodaiin		recorded
Q1	f93r|f93r.1-f93r.32	f93r.18	f93r.18:2	shodaiin	BARE_NOMINAL	moisture	wet	CONSTITUTION	f93r.18:2	shodaiin		recorded
Q0	f93r|f93r.1-f93r.32	f93r.18	f93r.18:3	shody	PROCESSED_NOMINAL	moisture	wet	PHYSICAL	f93r.18:3	shody		recorded
Q1	f93r|f93r.1-f93r.32	f93r.18	f93r.18:3	shody	PROCESSED_NOMINAL	moisture	wet	PHYSICAL	f93r.18:3	shody		recorded
Q0	f93r|f93r.1-f93r.32	f93r.19	f93r.19:2	shol	STANDALONE	moisture	wet	PHYSICAL	f93r.19:1	tchor		recorded
Q1	f93r|f93r.1-f93r.32	f93r.19	f93r.19:2	shol	STANDALONE	moisture	wet	PHYSICAL	f93r.19:1	tchor		recorded
Q0	f93r|f93r.1-f93r.32	f93r.21	f93r.21:2	shol	STANDALONE	moisture	wet	PHYSICAL			MISSING_MATERIAL_IN_FIXED_LOCAL_SCOPE	recorded
Q1	f93r|f93r.1-f93r.32	f93r.21	f93r.21:2	shol	STANDALONE	moisture	wet	PHYSICAL			MISSING_MATERIAL_IN_FIXED_LOCAL_SCOPE	recorded
Q0	f93r|f93r.1-f93r.32	f93r.22	f93r.22:1	kchor	BARE_NOMINAL	moisture	dry	PHYSICAL	f93r.22:1	kchor		recorded
Q1	f93r|f93r.1-f93r.32	f93r.22	f93r.22:1	kchor	BARE_NOMINAL	moisture	dry	CONSTITUTION	f93r.22:1	kchor		recorded
Q0	f93r|f93r.1-f93r.32	f93r.23	f93r.23:3	shody	PROCESSED_NOMINAL	moisture	wet	PHYSICAL	f93r.23:3	shody		recorded
Q1	f93r|f93r.1-f93r.32	f93r.23	f93r.23:3	shody	PROCESSED_NOMINAL	moisture	wet	PHYSICAL	f93r.23:3	shody		recorded
Q0	f93r|f93r.1-f93r.32	f93r.25	f93r.25:3	shody	PROCESSED_NOMINAL	moisture	wet	PHYSICAL	f93r.25:3	shody		recorded
Q1	f93r|f93r.1-f93r.32	f93r.25	f93r.25:3	shody	PROCESSED_NOMINAL	moisture	wet	PHYSICAL	f93r.25:3	shody		recorded
Q0	f93r|f93r.1-f93r.32	f93r.28	f93r.28:3	chodaiin	BARE_NOMINAL	moisture	dry	PHYSICAL	f93r.28:3	chodaiin		recorded
Q1	f93r|f93r.1-f93r.32	f93r.28	f93r.28:3	chodaiin	BARE_NOMINAL	moisture	dry	CONSTITUTION	f93r.28:3	chodaiin		recorded
Q0	f93r|f93r.1-f93r.32	f93r.30	f93r.30:1	shodaiin	BARE_NOMINAL	moisture	wet	PHYSICAL	f93r.30:1	shodaiin		recorded
Q1	f93r|f93r.1-f93r.32	f93r.30	f93r.30:1	shodaiin	BARE_NOMINAL	moisture	wet	CONSTITUTION	f93r.30:1	shodaiin		recorded
Q0	f93r|f93r.1-f93r.32	f93r.31	f93r.31:2	chol	STANDALONE	moisture	dry	PHYSICAL	f93r.31:3	cthol		recorded
Q1	f93r|f93r.1-f93r.32	f93r.31	f93r.31:2	chol	STANDALONE	moisture	dry	PHYSICAL	f93r.31:3	cthol		recorded
Q0	f99r|f99r.47-f99r.52	f99r.47	f99r.47:1	tol	BARE_NOMINAL	thermal	cold	PHYSICAL	f99r.47:1	tol		recorded
Q1	f99r|f99r.47-f99r.52	f99r.47	f99r.47:1	tol	BARE_NOMINAL	thermal	cold	CONSTITUTION	f99r.47:1	tol		recorded
Q0	f99r|f99r.47-f99r.52	f99r.48	f99r.48:2	okeol	BARE_NOMINAL	thermal	warm	PHYSICAL	f99r.48:2	okeol		recorded
Q1	f99r|f99r.47-f99r.52	f99r.48	f99r.48:2	okeol	BARE_NOMINAL	thermal	warm	CONSTITUTION	f99r.48:2	okeol		recorded
Q0	f99r|f99r.47-f99r.52	f99r.48	f99r.48:4	chol	STANDALONE	moisture	dry	PHYSICAL	f99r.48:2	okeol	UNREAD_BETWEEN:f99r.48:3	recorded
Q1	f99r|f99r.47-f99r.52	f99r.48	f99r.48:4	chol	STANDALONE	moisture	dry	PHYSICAL	f99r.48:2	okeol	UNREAD_BETWEEN:f99r.48:3	recorded
Q0	f99r|f99r.47-f99r.52	f99r.49	f99r.49:6	okeol	BARE_NOMINAL	thermal	warm	PHYSICAL	f99r.49:6	okeol		recorded
Q1	f99r|f99r.47-f99r.52	f99r.49	f99r.49:6	okeol	BARE_NOMINAL	thermal	warm	CONSTITUTION	f99r.49:6	okeol		recorded
Q0	f102v2|f102v2.30-f102v2.39	f102v2.32	f102v2.32:4	okeol	BARE_NOMINAL	thermal	warm	PHYSICAL	f102v2.32:4	okeol		recorded
Q1	f102v2|f102v2.30-f102v2.39	f102v2.32	f102v2.32:4	okeol	BARE_NOMINAL	thermal	warm	CONSTITUTION	f102v2.32:4	okeol		recorded
Q0	f102v2|f102v2.30-f102v2.39	f102v2.32	f102v2.32:8	oky	STANDALONE	thermal	warm	PHYSICAL	f102v2.32:4	okeol	UNREAD_BETWEEN:f102v2.32:5	recorded
Q1	f102v2|f102v2.30-f102v2.39	f102v2.32	f102v2.32:8	oky	STANDALONE	thermal	warm	PHYSICAL	f102v2.32:4	okeol	UNREAD_BETWEEN:f102v2.32:5	recorded
Q0	f102v2|f102v2.30-f102v2.39	f102v2.34	f102v2.34:7	okey	STANDALONE	thermal	warm	PHYSICAL			MISSING_MATERIAL_IN_FIXED_LOCAL_SCOPE	recorded
Q1	f102v2|f102v2.30-f102v2.39	f102v2.34	f102v2.34:7	okey	STANDALONE	thermal	warm	PHYSICAL			MISSING_MATERIAL_IN_FIXED_LOCAL_SCOPE	recorded
Q0	f102v2|f102v2.30-f102v2.39	f102v2.35	f102v2.35:2	sheol	BARE_NOMINAL	moisture	wet	PHYSICAL	f102v2.35:2	sheol		recorded
Q1	f102v2|f102v2.30-f102v2.39	f102v2.35	f102v2.35:2	sheol	BARE_NOMINAL	moisture	wet	CONSTITUTION	f102v2.35:2	sheol		recorded
Q0	f102v2|f102v2.30-f102v2.39	f102v2.35	f102v2.35:8	teody	STANDALONE	thermal	cold	PHYSICAL	f102v2.35:7	cheo		recorded
Q1	f102v2|f102v2.30-f102v2.39	f102v2.35	f102v2.35:8	teody	STANDALONE	thermal	cold	PHYSICAL	f102v2.35:7	cheo		recorded
Q0	f102v2|f102v2.30-f102v2.39	f102v2.35	f102v2.35:9	qokeol	PROCESSED_NOMINAL	thermal	hot	PHYSICAL	f102v2.35:9	qokeol		recorded
Q1	f102v2|f102v2.30-f102v2.39	f102v2.35	f102v2.35:9	qokeol	PROCESSED_NOMINAL	thermal	hot	PHYSICAL	f102v2.35:9	qokeol		recorded
Q0	f102v2|f102v2.30-f102v2.39	f102v2.36	f102v2.36:6	okey	STANDALONE	thermal	warm	PHYSICAL			MISSING_MATERIAL_IN_FIXED_LOCAL_SCOPE	recorded
Q1	f102v2|f102v2.30-f102v2.39	f102v2.36	f102v2.36:6	okey	STANDALONE	thermal	warm	PHYSICAL			MISSING_MATERIAL_IN_FIXED_LOCAL_SCOPE	recorded
Q0	f102v2|f102v2.30-f102v2.39	f102v2.36	f102v2.36:7	okey	STANDALONE	thermal	warm	PHYSICAL			MISSING_MATERIAL_IN_FIXED_LOCAL_SCOPE	recorded
Q1	f102v2|f102v2.30-f102v2.39	f102v2.36	f102v2.36:7	okey	STANDALONE	thermal	warm	PHYSICAL			MISSING_MATERIAL_IN_FIXED_LOCAL_SCOPE	recorded
Q0	f102v2|f102v2.30-f102v2.39	f102v2.38	f102v2.38:5	okey	STANDALONE	thermal	warm	PHYSICAL	f102v2.38:7	sho	UNREAD_BETWEEN:f102v2.38:6	recorded
Q1	f102v2|f102v2.30-f102v2.39	f102v2.38	f102v2.38:5	okey	STANDALONE	thermal	warm	PHYSICAL	f102v2.38:7	sho	UNREAD_BETWEEN:f102v2.38:6	recorded
Q0	f106r|f106r.8-f106r.9	f106r.8	f106r.8:9	qoteedy	STANDALONE	thermal	cold	PHYSICAL			MISSING_MATERIAL_IN_FIXED_LOCAL_SCOPE	recorded
Q1	f106r|f106r.8-f106r.9	f106r.8	f106r.8:9	qoteedy	STANDALONE	thermal	cold	PHYSICAL			MISSING_MATERIAL_IN_FIXED_LOCAL_SCOPE	recorded
Q0	f106r|f106r.8-f106r.9	f106r.9	f106r.9:2	chol	STANDALONE	moisture	dry	PHYSICAL	f106r.9:3	qokain		recorded
Q1	f106r|f106r.8-f106r.9	f106r.9	f106r.9:2	chol	STANDALONE	moisture	dry	PHYSICAL	f106r.9:3	qokain		recorded
Q0	f106r|f106r.8-f106r.9	f106r.9	f106r.9:3	qokain	PROCESSED_NOMINAL	thermal	warm	PHYSICAL	f106r.9:3	qokain		recorded
Q1	f106r|f106r.8-f106r.9	f106r.9	f106r.9:3	qokain	PROCESSED_NOMINAL	thermal	warm	PHYSICAL	f106r.9:3	qokain		recorded
Q0	f106r|f106r.8-f106r.9	f106r.9	f106r.9:7	qokar	PROCESSED_NOMINAL	thermal	warm	PHYSICAL	f106r.9:7	qokar		recorded
Q1	f106r|f106r.8-f106r.9	f106r.9	f106r.9:7	qokar	PROCESSED_NOMINAL	thermal	warm	PHYSICAL	f106r.9:7	qokar		recorded
