paragraph	locus	index	raw	old_A	Q1_T	Q1_V	role	status	row_status
f17v|f17v.1-f17v.23	f17v.14	5	okeol	warme Flüssigkeit	warme Flüssigkeit [angegebene Qualität als Stoffkonstitution]	warme Flüssigkeit [angegebene Qualität als Stoffkonstitution]	MATERIAL	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.14	6	tchory	UNREAD	[ungelesen: tchory]	[ungelesen: tchory]	OPEN	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.15	1	ychor	ferner	ferner	ferner	LINK	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.15	2	cthy	Kraut	Kraut	Kraut	MATERIAL	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.15	3	che'eky	UNREAD	[ungelesen: che'eky]	[ungelesen: che'eky]	OPEN	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.15	4	cheo	Zubereitung	Zubereitung	Zubereitung	MATERIAL	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.15	5	otor	kühler Anteil	kühler Anteil [angegebene Qualität als Stoffkonstitution]	kühler Anteil [angegebene Qualität als Stoffkonstitution]	MATERIAL	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.15	6	oteol	kühle Flüssigkeit	kühle Flüssigkeit [angegebene Qualität als Stoffkonstitution]	kühle Flüssigkeit [angegebene Qualität als Stoffkonstitution]	MATERIAL	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.16	1	okcheol	UNREAD	[ungelesen: okcheol]	[ungelesen: okcheol]	OPEN	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.16	2	chol	trocken	trocken	trocken	STATE	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.16	3	okeol	warme Flüssigkeit	warme Flüssigkeit [angegebene Qualität als Stoffkonstitution]	warme Flüssigkeit [angegebene Qualität als Stoffkonstitution]	MATERIAL	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.16	4	cthol	Krautpulver	Krautpulver	Krautpulver	MATERIAL	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.16	5	otcheolom	UNREAD	[ungelesen: otcheolom]	[ungelesen: otcheolom]	OPEN	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.17	1	qoain	UNREAD	[ungelesen: qoain]	[ungelesen: qoain]	OPEN	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.17	2	[s:e']ar	UNREAD	[ungelesen: [s:e']ar]	[ungelesen: [s:e']ar]	OPEN	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.17	3	she	lasse stehen	lasse stehen	lasse stehen	ACTION	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.17	4	dol	Portion	Portion	Portion	AMOUNT	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.17	5	qopchaiin	UNREAD	[ungelesen: qopchaiin]	[ungelesen: qopchaiin]	OPEN	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.17	6	cthor	Krautanteil	Krautanteil	Krautanteil	MATERIAL	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.18	1	otor	kühler Anteil	kühler Anteil [angegebene Qualität als Stoffkonstitution]	kühler Anteil [angegebene Qualität als Stoffkonstitution]	MATERIAL	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.18	2	cheeor	geklärter Auszug	geklärter Auszug	geklärter Auszug	MATERIAL	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.18	3	ol	mit	mit	mit	RELATION	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.18	4	chol	trocken	trocken	trocken	STATE	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.18	5	dor	abgemessene Menge	abgemessene Menge	abgemessene Menge	AMOUNT	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.18	6	chr	Blütenrest	Blütenrest	Blütenrest	MATERIAL	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.18	7	or	Anteil	Anteil	Anteil	AMOUNT	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.18	8	eees	UNREAD	[ungelesen: eees]	[ungelesen: eees]	OPEN	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.19	1	dain	Dosis P	Dosis P	Dosis P	AMOUNT	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.19	2	chey	prüfe	prüfe	prüfe	ACTION	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.19	3	qoaiin	UNREAD	[ungelesen: qoaiin]	[ungelesen: qoaiin]	OPEN	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.19	4	cthor	Krautanteil	Krautanteil	Krautanteil	MATERIAL	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.19	5	cholchom	UNREAD	[ungelesen: cholchom]	[ungelesen: cholchom]	OPEN	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.20	1	ykeey	erwärme erneut	erwärme erneut	erwärme erneut	REPEAT_ACTION	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.20	2	okeey	erwärme vorsichtig	erwärme vorsichtig	erwärme vorsichtig	ACTION	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.20	3	cheor	Auszug	Auszug	Auszug	MATERIAL	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.20	4	chol	trocken	trocken	trocken	STATE	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.20	5	sho	Flüssigkeit	Flüssigkeit	Flüssigkeit	MATERIAL	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.20	6	odaiin	zusätzliche Dosis Q	zusätzliche Dosis Q	zusätzliche Dosis Q	AMOUNT	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.21	1	oal	UNREAD	[ungelesen: oal]	[ungelesen: oal]	OPEN	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.21	2	sheor	UNREAD	[ungelesen: sheor]	[ungelesen: sheor]	OPEN	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.21	3	sholor	UNREAD	[ungelesen: sholor]	[ungelesen: sholor]	OPEN	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.21	4	or	Anteil	Anteil	Anteil	AMOUNT	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.21	5	shecthy	UNREAD	[ungelesen: shecthy]	[ungelesen: shecthy]	OPEN	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.21	6	cpheor	UNREAD	[ungelesen: cpheor]	[ungelesen: cpheor]	OPEN	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.21	7	daiin	Dosis Q	Dosis Q	Dosis Q	AMOUNT	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.22	1	qokeee	UNREAD	[ungelesen: qokeee]	[ungelesen: qokeee]	OPEN	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.22	2	dar	Teilmenge	Teilmenge	Teilmenge	AMOUNT	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.22	3	chey	prüfe	prüfe	prüfe	ACTION	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.22	4	keeor	Feinauszug	Feinauszug	Feinauszug	MATERIAL	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.22	5	cheeol	UNREAD	[ungelesen: cheeol]	[ungelesen: cheeol]	OPEN	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.22	6	ctheey	Krautzubereitung	Krautzubereitung	Krautzubereitung	MATERIAL	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.22	7	cthy	Kraut	Kraut	Kraut	MATERIAL	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.23	1	chkeey	zerreibe vollständig	zerreibe vollständig	zerreibe vollständig	ACTION	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.23	2	okeor	warmer Auszug	warmer Auszug [angegebene Qualität als Stoffkonstitution]	warmer Auszug [angegebene Qualität als Stoffkonstitution]	MATERIAL	ASSUMED	recorded
f17v|f17v.1-f17v.23	f17v.23	3	sh[a:o]r	UNREAD	[ungelesen: sh[a:o]r]	[ungelesen: sh[a:o]r]	OPEN	UNREAD	recorded
f17v|f17v.1-f17v.23	f17v.23	4	okeom	UNREAD	[ungelesen: okeom]	[ungelesen: okeom]	OPEN	UNREAD	recorded
f19v|f19v.8-f19v.14	f19v.8	1	toy	UNREAD	[ungelesen: toy]	[ungelesen: toy]	OPEN	UNREAD	recorded
f19v|f19v.8-f19v.14	f19v.8	2	tchey	UNREAD	[ungelesen: tchey]	[ungelesen: tchey]	OPEN	UNREAD	recorded
f19v|f19v.8-f19v.14	f19v.8	3	qo	nimm	nimm	nimm	ACTION	ASSUMED	recorded
f19v|f19v.8-f19v.14	f19v.8	4	dchol	UNREAD	[ungelesen: dchol]	[ungelesen: dchol]	OPEN	UNREAD	recorded
f19v|f19v.8-f19v.14	f19v.8	5	qokchs	UNREAD	[ungelesen: qokchs]	[ungelesen: qokchs]	OPEN	UNREAD	recorded
f19v|f19v.8-f19v.14	f19v.8	6	dom	UNREAD	[ungelesen: dom]	[ungelesen: dom]	OPEN	UNREAD	recorded
f19v|f19v.8-f19v.14	f19v.9	1	ychor	ferner	ferner	ferner	LINK	ASSUMED	recorded
f19v|f19v.8-f19v.14	f19v.9	2	oky	warm	warm	warm	STATE	ASSUMED	recorded
f19v|f19v.8-f19v.14	f19v.9	3	chor	Blüten	Blüten	Blüten	MATERIAL	ASSUMED	recorded
f19v|f19v.8-f19v.14	f19v.9	4	yt[o:a]l	UNREAD	[ungelesen: yt[o:a]l]	[ungelesen: yt[o:a]l]	OPEN	UNREAD	recorded
f19v|f19v.8-f19v.14	f19v.9	5	chol	trocken	trocken	trocken	STATE	ASSUMED	recorded
f19v|f19v.8-f19v.14	f19v.9	6	oky	warm	warm	warm	STATE	ASSUMED	recorded
f19v|f19v.8-f19v.14	f19v.9	7	ddor	UNREAD	[ungelesen: ddor]	[ungelesen: ddor]	OPEN	UNREAD	recorded
f19v|f19v.8-f19v.14	f19v.10	1	daiin	Dosis Q	Dosis Q	Dosis Q	AMOUNT	ASSUMED	recorded
f19v|f19v.8-f19v.14	f19v.10	2	chor	Blüten	Blüten	Blüten	MATERIAL	ASSUMED	recorded
f19v|f19v.8-f19v.14	f19v.10	3	daiin	Dosis Q	Dosis Q	Dosis Q	AMOUNT	ASSUMED	recorded
f19v|f19v.8-f19v.14	f19v.10	4	qoko[r:n]	UNREAD	[ungelesen: qoko[r:n]]	[ungelesen: qoko[r:n]]	OPEN	UNREAD	recorded
f19v|f19v.8-f19v.14	f19v.10	5	y	und	und	und	LINK	ASSUMED	recorded
f19v|f19v.8-f19v.14	f19v.10	6	okchan	UNREAD	[ungelesen: okchan]	[ungelesen: okchan]	OPEN	UNREAD	recorded
f19v|f19v.8-f19v.14	f19v.11	1	qotol	kalter Ansatz	kalter Ansatz [angegebene Qualität als Stoffkonstitution]	kalter Ansatz [angegebene Qualität als Stoffkonstitution]	MATERIAL	ASSUMED	recorded
f19v|f19v.8-f19v.14	f19v.11	2	d[o:a]r	UNREAD	[ungelesen: d[o:a]r]	[ungelesen: d[o:a]r]	OPEN	UNREAD	recorded
f19v|f19v.8-f19v.14	f19v.11	3	okchor	UNREAD	[ungelesen: okchor]	[ungelesen: okchor]	OPEN	UNREAD	recorded
f19v|f19v.8-f19v.14	f19v.11	4	daiin	Dosis Q	Dosis Q	Dosis Q	AMOUNT	ASSUMED	recorded
f19v|f19v.8-f19v.14	f19v.11	5	cthor	Krautanteil	Krautanteil	Krautanteil	MATERIAL	ASSUMED	recorded
f19v|f19v.8-f19v.14	f19v.11	6	otam	Ansatzmasse	Ansatzmasse	Ansatzmasse	MATERIAL	ASSUMED	recorded
f19v|f19v.8-f19v.14	f19v.12	1	otch	UNREAD	[ungelesen: otch]	[ungelesen: otch]	OPEN	UNREAD	recorded
f19v|f19v.8-f19v.14	f19v.12	2	okchodshy	UNREAD	[ungelesen: okchodshy]	[ungelesen: okchodshy]	OPEN	UNREAD	recorded
f19v|f19v.8-f19v.14	f19v.12	3	daiin	Dosis Q	Dosis Q	Dosis Q	AMOUNT	ASSUMED	recorded
f19v|f19v.8-f19v.14	f19v.12	4	or	Anteil	Anteil	Anteil	AMOUNT	ASSUMED	recorded
f19v|f19v.8-f19v.14	f19v.12	5	otaiin	Dosis des kühlen Ansatzes	Dosis des kühlen Ansatzes [angegebene Qualität als Stoffkonstitution]	Dosis des kühlen Ansatzes [angegebene Qualität als Stoffkonstitution]	MATERIAL_DOSE	ASSUMED	recorded
f19v|f19v.8-f19v.14	f19v.12	6	dai[s:r]	UNREAD	[ungelesen: dai[s:r]]	[ungelesen: dai[s:r]]	OPEN	UNREAD	recorded
f19v|f19v.8-f19v.14	f19v.13	1	yees	UNREAD	[ungelesen: yees]	[ungelesen: yees]	OPEN	UNREAD	recorded
f19v|f19v.8-f19v.14	f19v.13	2	ykchol	UNREAD	[ungelesen: ykchol]	[ungelesen: ykchol]	OPEN	UNREAD	recorded
f19v|f19v.8-f19v.14	f19v.13	3	oty	kühl	kühl	kühl	STATE	ASSUMED	recorded
f19v|f19v.8-f19v.14	f19v.13	4	ytor	UNREAD	[ungelesen: ytor]	[ungelesen: ytor]	OPEN	UNREAD	recorded
f19v|f19v.8-f19v.14	f19v.13	5	ytar	weiterer Teil	weiterer Teil	weiterer Teil	AMOUNT	ASSUMED	recorded
f19v|f19v.8-f19v.14	f19v.13	6	ytchor	UNREAD	[ungelesen: ytchor]	[ungelesen: ytchor]	OPEN	UNREAD	recorded
f19v|f19v.8-f19v.14	f19v.13	7	ytaiin	weitere Dosis des kühlen Ansatzes	weitere Dosis des kühlen Ansatzes [angegebene Qualität als Stoffkonstitution]	weitere Dosis des kühlen Ansatzes [angegebene Qualität als Stoffkonstitution]	MATERIAL_DOSE	ASSUMED	recorded
f19v|f19v.8-f19v.14	f19v.14	1	otchol	UNREAD	[ungelesen: otchol]	[ungelesen: otchol]	OPEN	UNREAD	recorded
f19v|f19v.8-f19v.14	f19v.14	2	cheaiin	UNREAD	[ungelesen: cheaiin]	[ungelesen: cheaiin]	OPEN	UNREAD	recorded
f19v|f19v.8-f19v.14	f19v.14	3	cthol	Krautpulver	Krautpulver	Krautpulver	MATERIAL	ASSUMED	recorded
f22v|f22v.6-f22v.16	f22v.6	1	fshor	UNREAD	[ungelesen: fshor]	[ungelesen: fshor]	OPEN	UNREAD	recorded
f22v|f22v.6-f22v.16	f22v.6	2	shy	feucht	feucht	feucht	STATE	ASSUMED	recorded
f22v|f22v.6-f22v.16	f22v.6	3	tchor	verarbeitetes Blütenmaterial	verarbeitetes Blütenmaterial	verarbeitetes Blütenmaterial	MATERIAL	ASSUMED	recorded
f22v|f22v.6-f22v.16	f22v.6	4	otaiin	Dosis des kühlen Ansatzes	Dosis des kühlen Ansatzes [angegebene Qualität als Stoffkonstitution]	Dosis des kühlen Ansatzes [angegebene Qualität als Stoffkonstitution]	MATERIAL_DOSE	ASSUMED	recorded
f22v|f22v.6-f22v.16	f22v.7	1	ychor	ferner	ferner	ferner	LINK	ASSUMED	recorded
f22v|f22v.6-f22v.16	f22v.7	2	chor	Blüten	Blüten	Blüten	MATERIAL	ASSUMED	recorded
f22v|f22v.6-f22v.16	f22v.7	3	qokchol	erwärmtes Trockenmaterial	erwärmtes Trockenmaterial [angegebene Qualität als Stoffkonstitution]	erwärmtes Trockenmaterial [angegebene Qualität als Stoffkonstitution]	MATERIAL	ASSUMED	recorded
f22v|f22v.6-f22v.16	f22v.7	4	chory	frische Blüten	frische Blüten	frische Blüten	MATERIAL	ASSUMED	recorded
f22v|f22v.6-f22v.16	f22v.8	1	qotchy	seihe ab	trenne … von …	verbinde … mit …	ACTION	ASSUMED	recorded
f22v|f22v.6-f22v.16	f22v.8	2	cthy	Kraut	Kraut	Kraut	MATERIAL	ASSUMED	recorded
f22v|f22v.6-f22v.16	f22v.8	3	qokol	erwärmter Grundansatz	erwärmter Grundansatz	erwärmter Grundansatz	MATERIAL	ASSUMED	recorded
f22v|f22v.6-f22v.16	f22v.8	4	daiin	Dosis Q	Dosis Q	Dosis Q	AMOUNT	ASSUMED	recorded
f22v|f22v.6-f22v.16	f22v.8	5	dam	Restmenge	Restmenge	Restmenge	AMOUNT	ASSUMED	recorded
f22v|f22v.6-f22v.16	f22v.9	1	okshor	UNREAD	[ungelesen: okshor]	[ungelesen: okshor]	OPEN	UNREAD	recorded
f22v|f22v.6-f22v.16	f22v.9	2	shody	benetztes Material	benetztes Material	benetztes Material	MATERIAL	ASSUMED	recorded
f22v|f22v.6-f22v.16	f22v.9	3	chol	trocken	trocken	trocken	STATE	ASSUMED	recorded
f22v|f22v.6-f22v.16	f22v.9	4	tchol	getrockneter Anteil	getrockneter Anteil	getrockneter Anteil	MATERIAL	ASSUMED	recorded
f22v|f22v.6-f22v.16	f22v.9	5	otaiin	Dosis des kühlen Ansatzes	Dosis des kühlen Ansatzes [angegebene Qualität als Stoffkonstitution]	Dosis des kühlen Ansatzes [angegebene Qualität als Stoffkonstitution]	MATERIAL_DOSE	ASSUMED	recorded
f22v|f22v.6-f22v.16	f22v.9	6	daiin	Dosis Q	Dosis Q	Dosis Q	AMOUNT	ASSUMED	recorded
f22v|f22v.6-f22v.16	f22v.10	1	qokchy	mische ein	mische ein	mische ein	MIX	ASSUMED	recorded
f22v|f22v.6-f22v.16	f22v.10	2	daiin	Dosis Q	Dosis Q	Dosis Q	AMOUNT	ASSUMED	recorded
f22v|f22v.6-f22v.16	f22v.10	3	s	jeweils	jeweils	jeweils	DISTRIBUTIVE	ASSUMED	recorded
f22v|f22v.6-f22v.16	f22v.10	4	or	Anteil	Anteil	Anteil	AMOUNT	ASSUMED	recorded
f22v|f22v.6-f22v.16	f22v.10	5	ytal	UNREAD	[ungelesen: ytal]	[ungelesen: ytal]	OPEN	UNREAD	recorded
f22v|f22v.6-f22v.16	f22v.11	1	sokaiin	UNREAD	[ungelesen: sokaiin]	[ungelesen: sokaiin]	OPEN	UNREAD	recorded
f22v|f22v.6-f22v.16	f22v.11	2	oty	kühl	kühl	kühl	STATE	ASSUMED	recorded
f22v|f22v.6-f22v.16	f22v.11	3	dy	fertig	fertig	fertig	STATE	ASSUMED	recorded
f22v|f22v.6-f22v.16	f22v.12	1	ychky	UNREAD	[ungelesen: ychky]	[ungelesen: ychky]	OPEN	UNREAD	recorded
f22v|f22v.6-f22v.16	f22v.12	2	daiin	Dosis Q	Dosis Q	Dosis Q	AMOUNT	ASSUMED	recorded
f22v|f22v.6-f22v.16	f22v.12	3	cthy	Kraut	Kraut	Kraut	MATERIAL	ASSUMED	recorded
f22v|f22v.6-f22v.16	f22v.13	1	okchain	UNREAD	[ungelesen: okchain]	[ungelesen: okchain]	OPEN	UNREAD	recorded
f22v|f22v.6-f22v.16	f22v.13	2	chkoldy	UNREAD	[ungelesen: chkoldy]	[ungelesen: chkoldy]	OPEN	UNREAD	recorded
f22v|f22v.6-f22v.16	f22v.13	3	shotoly	UNREAD	[ungelesen: shotoly]	[ungelesen: shotoly]	OPEN	UNREAD	recorded
f22v|f22v.6-f22v.16	f22v.14	1	qotch[y:?]	UNREAD	[ungelesen: qotch[y:?]]	[ungelesen: qotch[y:?]]	OPEN	UNREAD	recorded
f22v|f22v.6-f22v.16	f22v.14	2	olshly	UNREAD	[ungelesen: olshly]	[ungelesen: olshly]	OPEN	UNREAD	recorded
f22v|f22v.6-f22v.16	f22v.14	3	shol	feucht	feucht	feucht	STATE	ASSUMED	recorded
f22v|f22v.6-f22v.16	f22v.14	4	daiin	Dosis Q	Dosis Q	Dosis Q	AMOUNT	ASSUMED	recorded
f22v|f22v.6-f22v.16	f22v.15	1	sho	Flüssigkeit	Flüssigkeit	Flüssigkeit	MATERIAL	ASSUMED	recorded
f22v|f22v.6-f22v.16	f22v.15	2	cthy	Kraut	Kraut	Kraut	MATERIAL	ASSUMED	recorded
f22v|f22v.6-f22v.16	f22v.15	3	chocthy	UNREAD	[ungelesen: chocthy]	[ungelesen: chocthy]	OPEN	UNREAD	recorded
f22v|f22v.6-f22v.16	f22v.15	4	qokchy	mische ein	mische ein	mische ein	MIX	ASSUMED	recorded
f22v|f22v.6-f22v.16	f22v.15	5	dory	UNREAD	[ungelesen: dory]	[ungelesen: dory]	OPEN	UNREAD	recorded
f22v|f22v.6-f22v.16	f22v.16	1	saiinchy	UNREAD	[ungelesen: saiinchy]	[ungelesen: saiinchy]	OPEN	UNREAD	recorded
f22v|f22v.6-f22v.16	f22v.16	2	daldalol	UNREAD	[ungelesen: daldalol]	[ungelesen: daldalol]	OPEN	UNREAD	recorded
f23r|f23r.4-f23r.5	f23r.4	1	qokoldy	UNREAD	[ungelesen: qokoldy]	[ungelesen: qokoldy]	OPEN	UNREAD	recorded
f23r|f23r.4-f23r.5	f23r.4	2	okaiir	UNREAD	[ungelesen: okaiir]	[ungelesen: okaiir]	OPEN	UNREAD	recorded
f23r|f23r.4-f23r.5	f23r.4	3	ykaiil	UNREAD	[ungelesen: ykaiil]	[ungelesen: ykaiil]	OPEN	UNREAD	recorded
f23r|f23r.4-f23r.5	f23r.4	4	g	UNREAD	[ungelesen: g]	[ungelesen: g]	OPEN	UNREAD	recorded
f23r|f23r.4-f23r.5	f23r.4	5	qokeey	erhitze anhaltend	erhitze anhaltend	erhitze anhaltend	ACTION	ASSUMED	recorded
f23r|f23r.4-f23r.5	f23r.4	6	ofchol	UNREAD	[ungelesen: ofchol]	[ungelesen: ofchol]	OPEN	UNREAD	recorded
f23r|f23r.4-f23r.5	f23r.4	7	dain	Dosis P	Dosis P	Dosis P	AMOUNT	ASSUMED	recorded
f23r|f23r.4-f23r.5	f23r.4	8	yfchor	UNREAD	[ungelesen: yfchor]	[ungelesen: yfchor]	OPEN	UNREAD	recorded
f23r|f23r.4-f23r.5	f23r.4	9	olfchor	UNREAD	[ungelesen: olfchor]	[ungelesen: olfchor]	OPEN	UNREAD	recorded
f23r|f23r.4-f23r.5	f23r.4	10	otchald	UNREAD	[ungelesen: otchald]	[ungelesen: otchald]	OPEN	UNREAD	recorded
f23r|f23r.4-f23r.5	f23r.5	1	ychor	ferner	ferner	ferner	LINK	ASSUMED	recorded
f23r|f23r.4-f23r.5	f23r.5	2	qokchol	erwärmtes Trockenmaterial	erwärmtes Trockenmaterial [angegebene Qualität als Stoffkonstitution]	erwärmtes Trockenmaterial [angegebene Qualität als Stoffkonstitution]	MATERIAL	ASSUMED	recorded
f23r|f23r.4-f23r.5	f23r.5	3	ytym	UNREAD	[ungelesen: ytym]	[ungelesen: ytym]	OPEN	UNREAD	recorded
f23r|f23r.4-f23r.5	f23r.5	4	chol	trocken	trocken	trocken	STATE	ASSUMED	recorded
f23r|f23r.4-f23r.5	f23r.5	5	da[ir:in]	UNREAD	[ungelesen: da[ir:in]]	[ungelesen: da[ir:in]]	OPEN	UNREAD	recorded
f23r|f23r.4-f23r.5	f23r.5	6	chol	trocken	trocken	trocken	STATE	ASSUMED	recorded
f23r|f23r.4-f23r.5	f23r.5	7	ar	Teil	Teil	Teil	AMOUNT	ASSUMED	recorded
f23r|f23r.4-f23r.5	f23r.5	8	ol	mit	mit	mit	RELATION	ASSUMED	recorded
f23r|f23r.4-f23r.5	f23r.5	9	ol	mit	mit	mit	RELATION	ASSUMED	recorded
f23r|f23r.4-f23r.5	f23r.5	10	dol	Portion	Portion	Portion	AMOUNT	ASSUMED	recorded
f23r|f23r.4-f23r.5	f23r.5	11	dain	Dosis P	Dosis P	Dosis P	AMOUNT	ASSUMED	recorded
f24r|f24r.1-f24r.20	f24r.1	1	por	Zubereitungsmenge	Zubereitungsmenge	Zubereitungsmenge	AMOUNT	ASSUMED	recorded
f24r|f24r.1-f24r.20	f24r.1	2	or	Anteil	Anteil	Anteil	AMOUNT	ASSUMED	recorded
f24r|f24r.1-f24r.20	f24r.1	3	y	und	und	und	LINK	ASSUMED	recorded
f24r|f24r.1-f24r.20	f24r.1	4	chor	Blüten	Blüten	Blüten	MATERIAL	ASSUMED	recorded
f24r|f24r.1-f24r.20	f24r.1	5	opchar	UNREAD	[ungelesen: opchar]	[ungelesen: opchar]	OPEN	UNREAD	recorded
f24r|f24r.1-f24r.20	f24r.1	6	she	lasse stehen	lasse stehen	lasse stehen	ACTION	ASSUMED	recorded
f24r|f24r.1-f24r.20	f24r.1	7	cheol	flüssige Zubereitung	flüssige Zubereitung	flüssige Zubereitung	MATERIAL	ASSUMED	recorded
f24r|f24r.1-f24r.20	f24r.1	8	daiin	Dosis Q	Dosis Q	Dosis Q	AMOUNT	ASSUMED	recorded
f24r|f24r.1-f24r.20	f24r.1	9	or	Anteil	Anteil	Anteil	AMOUNT	ASSUMED	recorded
f24r|f24r.1-f24r.20	f24r.2	1	qotaiin	UNREAD	[ungelesen: qotaiin]	[ungelesen: qotaiin]	OPEN	UNREAD	recorded
f24r|f24r.1-f24r.20	f24r.2	2	char	Blütenanteil	Blütenanteil	Blütenanteil	MATERIAL	ASSUMED	recorded
f24r|f24r.1-f24r.20	f24r.2	3	odaiin	zusätzliche Dosis Q	zusätzliche Dosis Q	zusätzliche Dosis Q	AMOUNT	ASSUMED	recorded
f24r|f24r.1-f24r.20	f24r.2	4	okai{ikh}al	UNREAD	[ungelesen: okai{ikh}al]	[ungelesen: okai{ikh}al]	OPEN	UNREAD	recorded
f24r|f24r.1-f24r.20	f24r.2	5	oky	warm	warm	warm	STATE	ASSUMED	recorded
f24r|f24r.1-f24r.20	f24r.3	1	ycthar	UNREAD	[ungelesen: ycthar]	[ungelesen: ycthar]	OPEN	UNREAD	recorded
f24r|f24r.1-f24r.20	f24r.3	2	cthal	Kräuterstück	Kräuterstück	Kräuterstück	MATERIAL	ASSUMED	recorded
f24r|f24r.1-f24r.20	f24r.3	3	okol	Grundansatz	Grundansatz	Grundansatz	MATERIAL	ASSUMED	recorded
f24r|f24r.1-f24r.20	f24r.3	4	qotar	abgeteilter Anteil	abgeteilter Anteil	abgeteilter Anteil	AMOUNT	ASSUMED	recorded
f24r|f24r.1-f24r.20	f24r.3	5	ckhy	stampfe	stampfe	stampfe	ACTION	ASSUMED	recorded
f24r|f24r.1-f24r.20	f24r.4	1	or	Anteil	Anteil	Anteil	AMOUNT	ASSUMED	recorded
f24r|f24r.1-f24r.20	f24r.4	2	chckhaly	UNREAD	[ungelesen: chckhaly]	[ungelesen: chckhaly]	OPEN	UNREAD	recorded
f24r|f24r.1-f24r.20	f24r.4	3	cthar	kleine Kräuterportion	kleine Kräuterportion	kleine Kräuterportion	MATERIAL	ASSUMED	recorded
f24r|f24r.1-f24r.20	f24r.4	4	eeor	UNREAD	[ungelesen: eeor]	[ungelesen: eeor]	OPEN	UNREAD	recorded
f24r|f24r.1-f24r.20	f24r.4	5	chees	UNREAD	[ungelesen: chees]	[ungelesen: chees]	OPEN	UNREAD	recorded
f24r|f24r.1-f24r.20	f24r.4	6	da	UNREAD	[ungelesen: da]	[ungelesen: da]	OPEN	UNREAD	recorded
f24r|f24r.1-f24r.20	f24r.5	1	qodar	UNREAD	[ungelesen: qodar]	[ungelesen: qodar]	OPEN	UNREAD	recorded
f24r|f24r.1-f24r.20	f24r.5	2	cho	Inneres	Inneres	Inneres	REGION	ASSUMED	recorded
f24r|f24r.1-f24r.20	f24r.5	3	r	darauf	darauf	darauf	LINK	ASSUMED	recorded
f24r|f24r.1-f24r.20	f24r.5	4	chey	prüfe	prüfe	prüfe	ACTION	ASSUMED	recorded
f24r|f24r.1-f24r.20	f24r.5	5	cthy	Kraut	Kraut	Kraut	MATERIAL	ASSUMED	recorded
f24r|f24r.1-f24r.20	f24r.5	6	cthe	UNREAD	[ungelesen: cthe]	[ungelesen: cthe]	OPEN	UNREAD	recorded
