cell_id	base	base_value_de	ending	ending_value_de	normalized_atom_sequence	composed_short_reading_de	status	observed_group_count	observed_surfaces	observed_pages	observed_registers	base_observed_endings	base_observed_groups	ending_observed_bases	ending_observed_groups	analogy_score	selection_cost
B10E06	SOLK	SAMMELN	AL	ZIEL	SOLK+AL	auffangen am Ziel	EMPTY_WELL_FORMED_PREDICTION	0	NONE	NONE	NONE	4	6	6	16	10	ONE_FIXED_12_BY_12_LATTICE
B10E07	SOLK	SAMMELN	AR	QUELLE	SOLK+AR	auffangen aus der Quelle	EMPTY_WELL_FORMED_PREDICTION	0	NONE	NONE	NONE	4	6	6	13	10	ONE_FIXED_12_BY_12_LATTICE
B10E08	SOLK	SAMMELN	AIR	LAUF_BAHN	SOLK+AIR	auffangen entlang des Laufs	EMPTY_WELL_FORMED_PREDICTION	0	NONE	NONE	NONE	4	6	2	2	6	ONE_FIXED_12_BY_12_LATTICE
B10E09	SOLK	SAMMELN	E+Y	KURZ_DIESER_POSTEN	SOLK+E+Y	auffangen kurz am aktuellen Posten	OBSERVED	1	solkey	f83r	PROSE	4	6	6	12	10	ONE_FIXED_12_BY_12_LATTICE
B10E10	SOLK	SAMMELN	EE+Y	LAENGER_DIESER_POSTEN	SOLK+EE+Y	auffangen länger am aktuellen Posten	OBSERVED	1	solkeey	f83r	PROSE	4	6	5	14	9	ONE_FIXED_12_BY_12_LATTICE
B10E11	SOLK	SAMMELN	E+CLOSE	KURZ_DANN_SCHLUSS	SOLK+E+CLOSE	auffangen kurz und dann schließen	EMPTY_WELL_FORMED_PREDICTION	0	NONE	NONE	NONE	4	6	3	23	7	ONE_FIXED_12_BY_12_LATTICE
B10E12	SOLK	SAMMELN	EE+CLOSE	LAENGER_DANN_SCHLUSS	SOLK+EE+CLOSE	auffangen länger und dann schließen	OBSERVED	3	olkeedy|solkeedy	f81v|f83r	PROSE	4	6	5	17	9	ONE_FIXED_12_BY_12_LATTICE
B11E01	KCH	BEARBEITEN	Y	DIESER_POSTEN	KCH+Y	bearbeiten am aktuellen Posten	OBSERVED	1	kchy	f11r	PROSE	4	6	8	42	12	ONE_FIXED_12_BY_12_LATTICE
B11E02	KCH	BEARBEITEN	CLOSE	SCHLUSS	KCH+CLOSE	bearbeiten und den Schritt schließen	EMPTY_WELL_FORMED_PREDICTION	0	NONE	NONE	NONE	4	6	3	10	7	ONE_FIXED_12_BY_12_LATTICE
B11E03	KCH	BEARBEITEN	AIIN	SOLLWERT	KCH+AIIN	bearbeiten mit Sollwert	EMPTY_WELL_FORMED_PREDICTION	0	NONE	NONE	NONE	4	6	7	18	11	ONE_FIXED_12_BY_12_LATTICE
B11E04	KCH	BEARBEITEN	AIN	PORTION	KCH+AIN	bearbeiten an einer Portion	EMPTY_WELL_FORMED_PREDICTION	0	NONE	NONE	NONE	4	6	3	11	7	ONE_FIXED_12_BY_12_LATTICE
B11E05	KCH	BEARBEITEN	IIN	STUFE	KCH+IIN	bearbeiten bis zur Stufe	EMPTY_WELL_FORMED_PREDICTION	0	NONE	NONE	NONE	4	6	1	1	5	ONE_FIXED_12_BY_12_LATTICE
B11E06	KCH	BEARBEITEN	AL	ZIEL	KCH+AL	bearbeiten am Ziel	OBSERVED	2	kchal|okchoal	f56r|f68r1	ASTRO|PROSE	4	6	6	16	10	ONE_FIXED_12_BY_12_LATTICE
B11E07	KCH	BEARBEITEN	AR	QUELLE	KCH+AR	bearbeiten aus der Quelle	OBSERVED	1	chkchdar	f67r2	ASTRO	4	6	6	13	10	ONE_FIXED_12_BY_12_LATTICE
B11E08	KCH	BEARBEITEN	AIR	LAUF_BAHN	KCH+AIR	bearbeiten entlang des Laufs	EMPTY_WELL_FORMED_PREDICTION	0	NONE	NONE	NONE	4	6	2	2	6	ONE_FIXED_12_BY_12_LATTICE
B11E09	KCH	BEARBEITEN	E+Y	KURZ_DIESER_POSTEN	KCH+E+Y	bearbeiten kurz am aktuellen Posten	OBSERVED	2	kchey|qekey	f56r|f83r	PROSE	4	6	6	12	10	ONE_FIXED_12_BY_12_LATTICE
B11E10	KCH	BEARBEITEN	EE+Y	LAENGER_DIESER_POSTEN	KCH+EE+Y	bearbeiten länger am aktuellen Posten	EMPTY_WELL_FORMED_PREDICTION	0	NONE	NONE	NONE	4	6	5	14	9	ONE_FIXED_12_BY_12_LATTICE
B11E11	KCH	BEARBEITEN	E+CLOSE	KURZ_DANN_SCHLUSS	KCH+E+CLOSE	bearbeiten kurz und dann schließen	EMPTY_WELL_FORMED_PREDICTION	0	NONE	NONE	NONE	4	6	3	23	7	ONE_FIXED_12_BY_12_LATTICE
B11E12	KCH	BEARBEITEN	EE+CLOSE	LAENGER_DANN_SCHLUSS	KCH+EE+CLOSE	bearbeiten länger und dann schließen	EMPTY_WELL_FORMED_PREDICTION	0	NONE	NONE	NONE	4	6	5	17	9	ONE_FIXED_12_BY_12_LATTICE
B12E01	SH	HALTEN	Y	DIESER_POSTEN	SH+Y	halten am aktuellen Posten	OBSERVED	1	lkshy	f67r2	ASTRO	3	3	8	42	11	ONE_FIXED_12_BY_12_LATTICE
B12E02	SH	HALTEN	CLOSE	SCHLUSS	SH+CLOSE	halten und den Schritt schließen	EMPTY_WELL_FORMED_PREDICTION	0	NONE	NONE	NONE	3	3	3	10	6	ONE_FIXED_12_BY_12_LATTICE
B12E03	SH	HALTEN	AIIN	SOLLWERT	SH+AIIN	halten mit Sollwert	OBSERVED	1	shfydaiin	f11r	PROSE	3	3	7	18	10	ONE_FIXED_12_BY_12_LATTICE
B12E04	SH	HALTEN	AIN	PORTION	SH+AIN	halten an einer Portion	EMPTY_WELL_FORMED_PREDICTION	0	NONE	NONE	NONE	3	3	3	11	6	ONE_FIXED_12_BY_12_LATTICE
B12E05	SH	HALTEN	IIN	STUFE	SH+IIN	halten bis zur Stufe	EMPTY_WELL_FORMED_PREDICTION	0	NONE	NONE	NONE	3	3	1	1	4	ONE_FIXED_12_BY_12_LATTICE
B12E06	SH	HALTEN	AL	ZIEL	SH+AL	halten am Ziel	EMPTY_WELL_FORMED_PREDICTION	0	NONE	NONE	NONE	3	3	6	16	9	ONE_FIXED_12_BY_12_LATTICE
B12E07	SH	HALTEN	AR	QUELLE	SH+AR	halten aus der Quelle	EMPTY_WELL_FORMED_PREDICTION	0	NONE	NONE	NONE	3	3	6	13	9	ONE_FIXED_12_BY_12_LATTICE
B12E08	SH	HALTEN	AIR	LAUF_BAHN	SH+AIR	halten entlang des Laufs	EMPTY_WELL_FORMED_PREDICTION	0	NONE	NONE	NONE	3	3	2	2	5	ONE_FIXED_12_BY_12_LATTICE
B12E09	SH	HALTEN	E+Y	KURZ_DIESER_POSTEN	SH+E+Y	halten kurz am aktuellen Posten	EMPTY_WELL_FORMED_PREDICTION	0	NONE	NONE	NONE	3	3	6	12	9	ONE_FIXED_12_BY_12_LATTICE
B12E10	SH	HALTEN	EE+Y	LAENGER_DIESER_POSTEN	SH+EE+Y	halten länger am aktuellen Posten	OBSERVED	1	sheey	f83r	PROSE	3	3	5	14	8	ONE_FIXED_12_BY_12_LATTICE
B12E11	SH	HALTEN	E+CLOSE	KURZ_DANN_SCHLUSS	SH+E+CLOSE	halten kurz und dann schließen	EMPTY_WELL_FORMED_PREDICTION	0	NONE	NONE	NONE	3	3	3	23	6	ONE_FIXED_12_BY_12_LATTICE
B12E12	SH	HALTEN	EE+CLOSE	LAENGER_DANN_SCHLUSS	SH+EE+CLOSE	halten länger und dann schließen	EMPTY_WELL_FORMED_PREDICTION	0	NONE	NONE	NONE	3	3	5	17	8	ONE_FIXED_12_BY_12_LATTICE
