statement_id	page	record	owner_de	event_count	surface_sequence	short_card_sequence_de	concrete_case_expansion_de	teaching_reading_de
B3-S011	f83r	B3	untere Randfigur im korbartigen Gefäß	4	shecthedchy qoky chedy chary	HALTEN·KURZ·BEREIT·UMSETZEN·DIES ANSETZEN·DIES UMSETZEN·DIES QUELLE·DIES	Bildort: untere Randfigur im korbartigen Gefäß. Arbeitsfolge: halten + umsetzen → setze dies ein → umschöpfen. Angaben: davon · dies.	Kurzkarten der Reihe nach sprechen; Bildbesitzer und Fall nur einmal ergänzen.
B3-S012	f83r	B3	untere Randfigur im korbartigen Gefäß	2	sor shedy	ANSATZ ABSETZEN·SCHLUSS	Bildort: untere Randfigur im korbartigen Gefäß. Arbeitsfolge: absetzen lassen. Angaben: Ansatz.	Kurzkarten der Reihe nach sprechen; Bildbesitzer und Fall nur einmal ergänzen.
B3-S013	f83r	B3	untere Randfigur im korbartigen Gefäß	4	qokaiin chkain shcthey qokedy	ANSETZEN·MASS ZUFUEHREN·PORTION BEREIT·KURZ·DIES ANSETZEN·KURZ·SCHLUSS	Bildort: untere Randfigur im korbartigen Gefäß. Arbeitsfolge: setze nach Maß an → dosiert zugeben → einwirken lassen. Angaben: bereit · kurz · dies.	Kurzkarten der Reihe nach sprechen; Bildbesitzer und Fall nur einmal ergänzen.
B3-S014	f83r	B3	untere Randfigur im korbartigen Gefäß	2	okair sheedy	ANSETZEN·LAUF HALTEN·LANG·SCHLUSS	Bildort: untere Randfigur im korbartigen Gefäß. Arbeitsfolge: einleiten → ruhen lassen.	Kurzkarten der Reihe nach sprechen; Bildbesitzer und Fall nur einmal ergänzen.
B3-S015	f83r	B3	untere Randfigur im korbartigen Gefäß	1	lchedy	FUEHREN·UMSETZEN·SCHLUSS	Bildort: untere Randfigur im korbartigen Gefäß. Arbeitsfolge: abführen + überführen.	Kurzkarten der Reihe nach sprechen; Bildbesitzer und Fall nur einmal ergänzen.
B3-S016	f83r	B3	untere Randfigur im korbartigen Gefäß	2	lo qokchedy	FUEHREN·GANG ANSETZEN·UMSETZEN·SCHLUSS	Bildort: untere Randfigur im korbartigen Gefäß. Arbeitsfolge: führen → einsetzen + überführen.	Kurzkarten der Reihe nach sprechen; Bildbesitzer und Fall nur einmal ergänzen.
B3-S017	f83r	B3	unverbundener Zwischenbereich	1	qokeedy	ANSETZEN·LANG·SCHLUSS	Bildort: unverbundener Zwischenbereich. Arbeitsfolge: einwirken lassen.	Kurzkarten der Reihe nach sprechen; Bildbesitzer und Fall nur einmal ergänzen.
B3-S018	f83r	B3	unverbundener Zwischenbereich	1	shedy	ABSETZEN·SCHLUSS	Bildort: unverbundener Zwischenbereich. Arbeitsfolge: absetzen lassen.	Kurzkarten der Reihe nach sprechen; Bildbesitzer und Fall nur einmal ergänzen.
B3-S019	f83r	B3	unverbundener Zwischenbereich	1	qokshedy	ANSETZEN·HALTEN·KURZ·SCHLUSS	Bildort: unverbundener Zwischenbereich. Arbeitsfolge: einwirken lassen + ruhen lassen.	Kurzkarten der Reihe nach sprechen; Bildbesitzer und Fall nur einmal ergänzen.
B3-S020	f83r	B3	unverbundener Zwischenbereich	2	dal lchedy	ZIEL FUEHREN·UMSETZEN·SCHLUSS	Bildort: unverbundener Zwischenbereich. Arbeitsfolge: hinleiten + umfüllen. Angaben: Ziel.	Kurzkarten der Reihe nach sprechen; Bildbesitzer und Fall nur einmal ergänzen.
B3-S021	f83r	B3	unverbundener Zwischenbereich	11	qokaiin shcthy dal sy saiin shedal shecthy chey tal shcthy dalchdy	ANSETZEN·MASS BEREIT·DIES ZIEL DIES MASS ABSETZEN·ZIEL HALTEN·KURZ·BEREIT·DIES DIES ZIEL BEREIT·DIES ZIEL·UMSETZEN·SCHLUSS	Bildort: unverbundener Zwischenbereich. Arbeitsfolge: setze nach Maß an → ablagern → stehen lassen → umfüllen. Angaben: bereit · dies | Ziel | dies | Maß | dies | Ziel | bereit · dies.	Kurzkarten der Reihe nach sprechen; Bildbesitzer und Fall nur einmal ergänzen.
B3-S022	f83r	B3	unverbundener Zwischenbereich	1	qotchedy	DANACH·UMSETZEN·SCHLUSS	Bildort: unverbundener Zwischenbereich. Arbeitsfolge: führe zur nächsten Station.	Kurzkarten der Reihe nach sprechen; Bildbesitzer und Fall nur einmal ergänzen.
B3-S023	f83r	B3	unverbundener Zwischenbereich	1	lchedy	FUEHREN·UMSETZEN·SCHLUSS	Bildort: unverbundener Zwischenbereich. Arbeitsfolge: abführen + überführen.	Kurzkarten der Reihe nach sprechen; Bildbesitzer und Fall nur einmal ergänzen.
B3-S024	f83r	B3	unverbundener Zwischenbereich	1	tchedy	UMSETZEN·SCHLUSS	Bildort: unverbundener Zwischenbereich. Arbeitsfolge: führe zur nächsten Station.	Kurzkarten der Reihe nach sprechen; Bildbesitzer und Fall nur einmal ergänzen.
B3-S025	f83r	B3	unverbundener Zwischenbereich	1	qokchdy	ANSETZEN·UMSETZEN·SCHLUSS	Bildort: unverbundener Zwischenbereich. Arbeitsfolge: einsetzen + überführen.	Kurzkarten der Reihe nach sprechen; Bildbesitzer und Fall nur einmal ergänzen.
B3-S026	f83r	B3	unverbundener Zwischenbereich	7	cheedar chldaiin chedy qokain checthy chealror solkeedy	LANG·QUELLE FUEHREN·MASS UMSETZEN·DIES ANSETZEN·PORTION BEREIT·DIES ZIEL·KUEHLEN·ANSATZ AUFFANGEN·LANG·SCHLUSS	Bildort: unverbundener Zwischenbereich. Arbeitsfolge: ableiten → umschöpfen → gib einen Teil hinein → abkühlen lassen → auffangen und stehen lassen. Angaben: länger · davon | bereit · dies.	Kurzkarten der Reihe nach sprechen; Bildbesitzer und Fall nur einmal ergänzen.
B3-S027	f83r	B3	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	1	qoteedy	DANACH·LANG·SCHLUSS	Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B3. Arbeitsfolge: setze nur die Angaben. Angaben: danach · länger; Schritt schließen.	Kurzkarten der Reihe nach sprechen; Bildbesitzer und Fall nur einmal ergänzen.
B3-S028	f83r	B3	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	2	qokeey qokedy	ANSETZEN·LANG·DIES ANSETZEN·KURZ·SCHLUSS	Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B3. Arbeitsfolge: wirken lassen → einwirken lassen.	Kurzkarten der Reihe nach sprechen; Bildbesitzer und Fall nur einmal ergänzen.
B3-S029	f83r	B3	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	3	sol cheeety qokedy	FORTSETZEN VOLL·EINTRAGEN·DIES ANSETZEN·KURZ·SCHLUSS	Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B3. Arbeitsfolge: eintragen → einwirken lassen. Angaben: fort.	Kurzkarten der Reihe nach sprechen; Bildbesitzer und Fall nur einmal ergänzen.
B3-S030	f83r	B3	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	4	qoky saiin schedair otchedy	ANSETZEN·DIES MASS UMSETZEN·LAUF DANACH·UMSETZEN·SCHLUSS	Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B3. Arbeitsfolge: setze dies ein → durchleiten → führe zur nächsten Station. Angaben: Maß.	Kurzkarten der Reihe nach sprechen; Bildbesitzer und Fall nur einmal ergänzen.
B3-S031	f83r	B3	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	1	qokeedy	ANSETZEN·LANG·SCHLUSS	Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B3. Arbeitsfolge: einwirken lassen.	Kurzkarten der Reihe nach sprechen; Bildbesitzer und Fall nur einmal ergänzen.
B3-S032	f83r	B3	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	5	chedain chedy qotedaiin otaiin otedy	UMSETZEN·PORTION UMSETZEN·DIES DANACH·KURZ·MASS DANACH·MASS DANACH·KURZ·SCHLUSS	Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B3. Arbeitsfolge: abmessen und umsetzen → abmessen und umsetzen. Angaben: danach · kurz · Maß | danach · Maß | danach · kurz; Schritt schließen.	Kurzkarten der Reihe nach sprechen; Bildbesitzer und Fall nur einmal ergänzen.
B3-S033	f83r	B3	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	1	ldy	FUEHREN·SCHLUSS	Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B3. Arbeitsfolge: abführen.	Kurzkarten der Reihe nach sprechen; Bildbesitzer und Fall nur einmal ergänzen.
B3-S034	f83r	B3	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	6	soiiin checthy chety otaiin olsaly shedy	GANG·STUFE BEREIT·DIES EINTRAGEN·DIES DANACH·MASS FORTSETZEN·ZIEL·DIES ABSETZEN·SCHLUSS	Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B3. Arbeitsfolge: eintragen → ablagern. Angaben: Gang · Sollstufe | bereit · dies | danach · Maß | fort · Ziel · dies.	Kurzkarten der Reihe nach sprechen; Bildbesitzer und Fall nur einmal ergänzen.
B4-S001	f83r	B4	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	1	qokeedy	ANSETZEN·LANG·SCHLUSS	Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B4. Arbeitsfolge: einwirken lassen.	Kurzkarten der Reihe nach sprechen; Bildbesitzer und Fall nur einmal ergänzen.
B4-S002	f83r	B4	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	3	qolchey qokeey qokedy	FORTSETZEN·DIES ANSETZEN·LANG·DIES ANSETZEN·KURZ·SCHLUSS	Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B4. Arbeitsfolge: wirken lassen → einwirken lassen. Angaben: fort · dies.	Kurzkarten der Reihe nach sprechen; Bildbesitzer und Fall nur einmal ergänzen.
B4-S003	f83r	B4	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	7	chedy otal otchey qokeey qoky tol shedy	UMSETZEN·DIES DANACH·ZIEL DANACH·DIES ANSETZEN·LANG·DIES ANSETZEN·DIES FORTSETZEN ABSETZEN·SCHLUSS	Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B4. Arbeitsfolge: umschöpfen → anlegen → setze dies ein → absetzen lassen. Angaben: danach · Ziel | danach · dies | fort.	Kurzkarten der Reihe nach sprechen; Bildbesitzer und Fall nur einmal ergänzen.
B4-S004	f83r	B4	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	1	qokylddy	ANSETZEN·DIES·BEFESTIGEN·SCHLUSS	Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B4. Arbeitsfolge: einsetzen + festbinden.	Kurzkarten der Reihe nach sprechen; Bildbesitzer und Fall nur einmal ergänzen.
B4-S005	f83r	B4	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	3	dain chedy qokeedy	PORTION UMSETZEN·DIES ANSETZEN·LANG·SCHLUSS	Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B4. Arbeitsfolge: abmessen und umsetzen → einwirken lassen. Angaben: Portion.	Kurzkarten der Reihe nach sprechen; Bildbesitzer und Fall nur einmal ergänzen.
B4-S006	f83r	B4	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	1	shckhedy	HALTEN·DURCHLASS·KURZ·SCHLUSS	Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B4. Arbeitsfolge: zurückhalten.	Kurzkarten der Reihe nach sprechen; Bildbesitzer und Fall nur einmal ergänzen.
B4-S007	f83r	B4	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	1	shckhedy	HALTEN·DURCHLASS·KURZ·SCHLUSS	Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B4. Arbeitsfolge: zurückhalten.	Kurzkarten der Reihe nach sprechen; Bildbesitzer und Fall nur einmal ergänzen.
B4-S008	f83r	B4	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	4	saiin cheeky sheey qokedy	MASS WAERMEN·LANG·DIES HALTEN·LANG·DIES ANSETZEN·KURZ·SCHLUSS	Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B4. Arbeitsfolge: warm halten → einwirken lassen → einwirken lassen. Angaben: Maß.	Kurzkarten der Reihe nach sprechen; Bildbesitzer und Fall nur einmal ergänzen.
B4-S009	f83r	B4	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	1	shedy	ABSETZEN·SCHLUSS	Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B4. Arbeitsfolge: absetzen lassen.	Kurzkarten der Reihe nach sprechen; Bildbesitzer und Fall nur einmal ergänzen.
B4-S010	f83r	B4	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	1	oldy	FORTSETZEN·SCHLUSS	Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B4. Arbeitsfolge: setze nur die Angaben. Angaben: fort; Schritt schließen.	Kurzkarten der Reihe nach sprechen; Bildbesitzer und Fall nur einmal ergänzen.
B4-S011	f83r	B4	linke Hauptstation mit offenem Fransenlauf	7	saiin cheky okeeol okain chdy sol lkedy	MASS WAERMEN·KURZ·DIES ANSETZEN·LANG·FORTSETZEN ANSETZEN·PORTION UMSETZEN·DIES FORTSETZEN FUEHREN·ZUFUEHREN·KURZ·SCHLUSS	Bildort: linke Hauptstation mit offenem Fransenlauf. Arbeitsfolge: warm halten → wirken lassen → gib einen Teil hinein → umschöpfen → abführen + zugeben. Angaben: Maß | fort.	Kurzkarten der Reihe nach sprechen; Bildbesitzer und Fall nur einmal ergänzen.
B4-S012	f83r	B4	linke Hauptstation mit offenem Fransenlauf	1	lchedy	FUEHREN·UMSETZEN·SCHLUSS	Bildort: linke Hauptstation mit offenem Fransenlauf. Arbeitsfolge: abführen + überführen.	Kurzkarten der Reihe nach sprechen; Bildbesitzer und Fall nur einmal ergänzen.
B4-S013	f83r	B4	linke Hauptstation mit offenem Fransenlauf	2	qokol shedy	ANSETZEN·FORTSETZEN ABSETZEN·SCHLUSS	Bildort: linke Hauptstation mit offenem Fransenlauf. Arbeitsfolge: weiter beschicken → absetzen lassen.	Kurzkarten der Reihe nach sprechen; Bildbesitzer und Fall nur einmal ergänzen.
B4-S014	f83r	B4	linke Hauptstation mit offenem Fransenlauf	4	or chey qockhey dairydy	ANSATZ DIES GANG·DURCHLASS·KURZ·DIES LAUF·DIES·SCHLUSS	Bildort: linke Hauptstation mit offenem Fransenlauf. Arbeitsfolge: setze nur die Angaben. Angaben: Ansatz | dies | Gang · Durchlass · kurz · dies | Lauf · dies; Schritt schließen.	Kurzkarten der Reihe nach sprechen; Bildbesitzer und Fall nur einmal ergänzen.
B4-S015	f83r	B4	linke Hauptstation mit offenem Fransenlauf	6	qokain shey kain chckhal solkey lchedy	ANSETZEN·PORTION HALTEN·LANG·DIES ZUFUEHREN·PORTION ABZIEHEN·DURCHLASS·ZIEL AUFFANGEN·KURZ·DIES FUEHREN·UMSETZEN·SCHLUSS	Bildort: linke Hauptstation mit offenem Fransenlauf. Arbeitsfolge: gib einen Teil hinein → stehen lassen → dosiert zugeben → ablaufen lassen → auffangen → abführen + überführen.	Kurzkarten der Reihe nach sprechen; Bildbesitzer und Fall nur einmal ergänzen.
B4-S016	f83r	B4	rechte Hauptstation mit S-Lauf und Mehrarmknoten	4	qolkain dal skar shedy	FORTSETZEN·ZUFUEHREN·PORTION ZIEL ZUFUEHREN·QUELLE ABSETZEN·SCHLUSS	Bildort: rechte Hauptstation mit S-Lauf und Mehrarmknoten. Arbeitsfolge: dosiert zugeben → zuführen → absetzen lassen. Angaben: Ziel.	Kurzkarten der Reihe nach sprechen; Bildbesitzer und Fall nur einmal ergänzen.
B5-S001	f83r	B5	linke Fransenstation im B5-Nachtrag	1	otchdy	DANACH·UMSETZEN·SCHLUSS	Bildort: linke Fransenstation im B5-Nachtrag. Arbeitsfolge: führe zur nächsten Station.	Kurzkarten der Reihe nach sprechen; Bildbesitzer und Fall nur einmal ergänzen.
B5-S002	f83r	B5	linke Fransenstation im B5-Nachtrag	1	qokchdy	ANSETZEN·UMSETZEN·SCHLUSS	Bildort: linke Fransenstation im B5-Nachtrag. Arbeitsfolge: einsetzen + überführen.	Kurzkarten der Reihe nach sprechen; Bildbesitzer und Fall nur einmal ergänzen.
B5-S003	f83r	B5	linke Fransenstation im B5-Nachtrag	9	shedal dal cheol lol chdal aiin sol daiiin chedy	ABSETZEN·ZIEL ZIEL FORTSETZEN FUEHREN·FORTSETZEN UMSETZEN·ZIEL MASS FORTSETZEN ZWEIT·STUFE UMSETZEN·DIES	Bildort: linke Fransenstation im B5-Nachtrag. Arbeitsfolge: ablagern → hinleiten → umfüllen → abmessen und umsetzen. Angaben: Ziel | fort | Maß | fort | zweite · Sollstufe.	Kurzkarten der Reihe nach sprechen; Bildbesitzer und Fall nur einmal ergänzen.
B6-S001	f83r	B6	rechter S-Lauf im B6-Nachtrag	9	solkeey qekey raly ol daiin ol dain chey ldalor	AUFFANGEN·LANG·DIES KURZ·ZUFUEHREN·KURZ·DIES KUEHLEN·ZIEL·DIES FORTSETZEN MASS FORTSETZEN PORTION DIES FUEHREN·ZIEL·ANSATZ	Bildort: rechter S-Lauf im B6-Nachtrag. Arbeitsfolge: auffangen → zugeben → abkühlen lassen → hinleiten. Angaben: fort | Maß | fort | Portion | dies.	Kurzkarten der Reihe nach sprechen; Bildbesitzer und Fall nur einmal ergänzen.
