card_no	surfaces	component_parse	component_count	short_card_default_de	spoken_as_de	old_portable_role_reading_de	old_role_word_count	old_sentence_sized	case_expansion_policy	composition_status	occurrences	sections	records
PROC104	qokaly	OK+AL+Y	3	ANSETZEN·ZIEL·DIES	ansetzen ziel dies	diesen Posten an bezeichnete Stelle ansetzen	6	YES	USE_OWNER_AND_CASE_LEDGER__NOT_CARD_DICTIONARY	COMPOSITIONAL	1	BIOLOGICAL	B2
PROC105	solkaiin	SOLK+AIIN	2	AUFFANGEN·MASS	auffangen mass	den laufenden Posten nach vorgeschriebenes Maß auffangen	7	YES	USE_OWNER_AND_CASE_LEDGER__NOT_CARD_DICTIONARY	COMPOSITIONAL	1	BIOLOGICAL	B2
PROC106	octheol	O+CTH+E+OL	4	GANG·BEREIT·KURZ·FORTSETZEN	gang bereit kurz fortsetzen	Arbeitsgang · bereit · kurz · fortsetzen	7	YES	USE_OWNER_AND_CASE_LEDGER__NOT_CARD_DICTIONARY	COMPOSITIONAL	1	BIOLOGICAL	B2
PROC107	chkeey	CHK+EE+Y	3	WAERMEN·LANG·DIES	waermen lang dies	diesen Posten länger wärmen	4	NO	USE_OWNER_AND_CASE_LEDGER__NOT_CARD_DICTIONARY	COMPOSITIONAL	1	BIOLOGICAL	B2
PROC108	ldy	L+DY	2	FUEHREN·SCHLUSS	fuehren schluss	den laufenden Posten führen; Schritt schließen	6	YES	USE_OWNER_AND_CASE_LEDGER__NOT_CARD_DICTIONARY	COMPOSITIONAL	2	BIOLOGICAL	B2|B3
PROC109	oteey	OT+EE+Y	3	DANACH·LANG·DIES	danach lang dies	danach · länger · dieser Posten	6	YES	USE_OWNER_AND_CASE_LEDGER__NOT_CARD_DICTIONARY	COMPOSITIONAL	2	BIOLOGICAL	B2
PROC110	sheckhy	SH+E+CKH+Y	4	HALTEN·KURZ·DURCHLASS·DIES	halten kurz durchlass dies	diesen Posten durch Durchlass kurz halten	6	YES	USE_OWNER_AND_CASE_LEDGER__NOT_CARD_DICTIONARY	COMPOSITIONAL	1	BIOLOGICAL	B2
PROC111	dshedy	SH+E+DY	3	HALTEN·KURZ·SCHLUSS	halten kurz schluss	den laufenden Posten kurz halten; Schritt schließen	7	YES	USE_OWNER_AND_CASE_LEDGER__NOT_CARD_DICTIONARY	COMPOSITIONAL	1	BIOLOGICAL	B2
PROC112	otaiin|sotaiin	OT+AIIN	2	DANACH·MASS	danach mass	danach · vorgeschriebenes Maß	4	NO	USE_OWNER_AND_CASE_LEDGER__NOT_CARD_DICTIONARY	COMPOSITIONAL	3	BIOLOGICAL	B2|B3
PROC113	qokar	OK+AR	2	ANSETZEN·QUELLE	ansetzen quelle	den laufenden Posten von dort ansetzen	6	YES	USE_OWNER_AND_CASE_LEDGER__NOT_CARD_DICTIONARY	COMPOSITIONAL	1	BIOLOGICAL	B2
PROC114	solshedy	OL+SH+E+DY	4	FORTSETZEN·HALTEN·KURZ·SCHLUSS	fortsetzen halten kurz schluss	fortsetzen den laufenden Posten kurz halten; Schritt schließen	8	YES	USE_OWNER_AND_CASE_LEDGER__NOT_CARD_DICTIONARY	COMPOSITIONAL	1	BIOLOGICAL	B2
PROC115	ls	LS	1	WEITER	weiter	weiter	1	NO	USE_OWNER_AND_CASE_LEDGER__NOT_CARD_DICTIONARY	LEARNED_WHOLE_CARD	1	BIOLOGICAL	B2
PROC116	lchy	L+CH+Y	3	FUEHREN·ABZIEHEN·DIES	fuehren abziehen dies	diesen Posten führen und abziehen	5	NO	USE_OWNER_AND_CASE_LEDGER__NOT_CARD_DICTIONARY	COMPOSITIONAL	1	BIOLOGICAL	B2
PROC117	qcthey|shcthey	CTH+E+Y	3	BEREIT·KURZ·DIES	bereit kurz dies	bereit · kurz · dieser Posten	6	YES	USE_OWNER_AND_CASE_LEDGER__NOT_CARD_DICTIONARY	COMPOSITIONAL	2	BIOLOGICAL	B2|B3
PROC118	lcheey	L+EE+Y	3	FUEHREN·LANG·DIES	fuehren lang dies	diesen Posten länger führen	4	NO	USE_OWNER_AND_CASE_LEDGER__NOT_CARD_DICTIONARY	COMPOSITIONAL	1	BIOLOGICAL	B2
PROC119	qokeeedy	OK+EEE+DY	3	ANSETZEN·VOLL·SCHLUSS	ansetzen voll schluss	den laufenden Posten vollständig ansetzen; Schritt schließen	7	YES	USE_OWNER_AND_CASE_LEDGER__NOT_CARD_DICTIONARY	COMPOSITIONAL	1	BIOLOGICAL	B2
PROC120	lchedy	L+CHD+DY	3	FUEHREN·UMSETZEN·SCHLUSS	fuehren umsetzen schluss	den laufenden Posten führen und umsetzen; Schritt schließen	8	YES	USE_OWNER_AND_CASE_LEDGER__NOT_CARD_DICTIONARY	COMPOSITIONAL	8	BIOLOGICAL	B2|B3|B4
PROC121	lar	L+AR	2	FUEHREN·QUELLE	fuehren quelle	den laufenden Posten von dort führen	6	YES	USE_OWNER_AND_CASE_LEDGER__NOT_CARD_DICTIONARY	COMPOSITIONAL	1	BIOLOGICAL	B2
PROC122	tshey	SH+E+Y	3	HALTEN·KURZ·DIES	halten kurz dies	diesen Posten kurz halten	4	NO	USE_OWNER_AND_CASE_LEDGER__NOT_CARD_DICTIONARY	COMPOSITIONAL	1	BIOLOGICAL	B2
PROC123	lchedar	L+CHD+AR	3	FUEHREN·UMSETZEN·QUELLE	fuehren umsetzen quelle	den laufenden Posten von dort führen und umsetzen	8	YES	USE_OWNER_AND_CASE_LEDGER__NOT_CARD_DICTIONARY	COMPOSITIONAL	1	BIOLOGICAL	B2
PROC124	ches	CH+E+S	3	ABZIEHEN·KURZ·TEILEN	abziehen kurz teilen	den laufenden Posten kurz abziehen und teilen	7	YES	USE_OWNER_AND_CASE_LEDGER__NOT_CARD_DICTIONARY	PARTIAL_WITH_LEARNED_ATOM	1	BIOLOGICAL	B2
PROC125	pchedy	P+CHD+DY	3	HINEIN·UMSETZEN·SCHLUSS	hinein umsetzen schluss	den laufenden Posten hineingeben und umsetzen; Schritt schließen	8	YES	USE_OWNER_AND_CASE_LEDGER__NOT_CARD_DICTIONARY	COMPOSITIONAL	1	BIOLOGICAL	B2
PROC126	rsheal	R+SH+E+AL	4	KUEHLEN·HALTEN·KURZ·ZIEL	kuehlen halten kurz ziel	den laufenden Posten an bezeichnete Stelle kurz abkühlen und halten	10	YES	USE_OWNER_AND_CASE_LEDGER__NOT_CARD_DICTIONARY	COMPOSITIONAL	1	BIOLOGICAL	B2
PROC127	daldy	AL+DY	2	ZIEL·SCHLUSS	ziel schluss	bezeichnete Stelle; Schritt schließen	4	NO	USE_OWNER_AND_CASE_LEDGER__NOT_CARD_DICTIONARY	COMPOSITIONAL	1	BIOLOGICAL	B2
PROC128	rshedy	R+SHED+DY	3	KUEHLEN·ABSETZEN·SCHLUSS	kuehlen absetzen schluss	den laufenden Posten abkühlen und absetzen; Schritt schließen	8	YES	USE_OWNER_AND_CASE_LEDGER__NOT_CARD_DICTIONARY	COMPOSITIONAL	1	BIOLOGICAL	B2
PROC129	qoteedy	OT+EE+DY	3	DANACH·LANG·SCHLUSS	danach lang schluss	danach · länger; Schritt schließen	5	NO	USE_OWNER_AND_CASE_LEDGER__NOT_CARD_DICTIONARY	COMPOSITIONAL	2	BIOLOGICAL	B2|B3
PROC130	lochedy	L+O+CHD+DY	4	FUEHREN·GANG·UMSETZEN·SCHLUSS	fuehren gang umsetzen schluss	den Arbeitsgang führen und umsetzen; Schritt schließen	7	YES	USE_OWNER_AND_CASE_LEDGER__NOT_CARD_DICTIONARY	COMPOSITIONAL	1	BIOLOGICAL	B2
PROC131	otal|qotal	OT+AL	2	DANACH·ZIEL	danach ziel	danach · bezeichnete Stelle	4	NO	USE_OWNER_AND_CASE_LEDGER__NOT_CARD_DICTIONARY	COMPOSITIONAL	3	BIOLOGICAL	B3|B4
PROC132	chkeedy	CHK+EE+DY	3	WAERMEN·LANG·SCHLUSS	waermen lang schluss	den laufenden Posten länger wärmen; Schritt schließen	7	YES	USE_OWNER_AND_CASE_LEDGER__NOT_CARD_DICTIONARY	COMPOSITIONAL	1	BIOLOGICAL	B3
PROC133	chedchy	CHD+Y	2	UMSETZEN·DIES	umsetzen dies	diesen Posten umsetzen	3	NO	USE_OWNER_AND_CASE_LEDGER__NOT_CARD_DICTIONARY	COMPOSITIONAL	1	BIOLOGICAL	B3
PROC134	pchedal	P+CHD+AL	3	HINEIN·UMSETZEN·ZIEL	hinein umsetzen ziel	den laufenden Posten an bezeichnete Stelle hineingeben und umsetzen	9	YES	USE_OWNER_AND_CASE_LEDGER__NOT_CARD_DICTIONARY	COMPOSITIONAL	1	BIOLOGICAL	B3
PROC135	otedy	OT+E+DY	3	DANACH·KURZ·SCHLUSS	danach kurz schluss	danach · kurz; Schritt schließen	5	NO	USE_OWNER_AND_CASE_LEDGER__NOT_CARD_DICTIONARY	COMPOSITIONAL	2	BIOLOGICAL	B3
PROC136	shecthedchy	SH+E+CTH+CHD+Y	5	HALTEN·KURZ·BEREIT·UMSETZEN·DIES	halten kurz bereit umsetzen dies	diesen Posten kurz halten und umsetzen bis bereit	8	YES	USE_OWNER_AND_CASE_LEDGER__NOT_CARD_DICTIONARY	COMPOSITIONAL	1	BIOLOGICAL	B3
PROC137	chary	AR+Y	2	QUELLE·DIES	quelle dies	von dort · dieser Posten	5	NO	USE_OWNER_AND_CASE_LEDGER__NOT_CARD_DICTIONARY	COMPOSITIONAL	1	BIOLOGICAL	B3
PROC138	okair	OK+AIR	2	ANSETZEN·LAUF	ansetzen lauf	den laufenden Posten durch laufender Bestand ansetzen	7	YES	USE_OWNER_AND_CASE_LEDGER__NOT_CARD_DICTIONARY	COMPOSITIONAL	1	BIOLOGICAL	B3
PROC139	sheedy	SH+EE+DY	3	HALTEN·LANG·SCHLUSS	halten lang schluss	den laufenden Posten länger halten; Schritt schließen	7	YES	USE_OWNER_AND_CASE_LEDGER__NOT_CARD_DICTIONARY	COMPOSITIONAL	1	BIOLOGICAL	B3
PROC140	lo	L+O	2	FUEHREN·GANG	fuehren gang	den Arbeitsgang führen	3	NO	USE_OWNER_AND_CASE_LEDGER__NOT_CARD_DICTIONARY	COMPOSITIONAL	1	BIOLOGICAL	B3
PROC141	qokshedy	OK+SH+E+DY	4	ANSETZEN·HALTEN·KURZ·SCHLUSS	ansetzen halten kurz schluss	den laufenden Posten kurz ansetzen und halten; Schritt schließen	9	YES	USE_OWNER_AND_CASE_LEDGER__NOT_CARD_DICTIONARY	COMPOSITIONAL	1	BIOLOGICAL	B3
PROC142	shedal	SHED+AL	2	ABSETZEN·ZIEL	absetzen ziel	den laufenden Posten an bezeichnete Stelle absetzen	7	YES	USE_OWNER_AND_CASE_LEDGER__NOT_CARD_DICTIONARY	COMPOSITIONAL	2	BIOLOGICAL	B3|B5
PROC143	shecthy	SH+E+CTH+Y	4	HALTEN·KURZ·BEREIT·DIES	halten kurz bereit dies	diesen Posten kurz halten bis bereit	6	YES	USE_OWNER_AND_CASE_LEDGER__NOT_CARD_DICTIONARY	COMPOSITIONAL	1	BIOLOGICAL	B3
PROC144	dalchdy	AL+CHD+DY	3	ZIEL·UMSETZEN·SCHLUSS	ziel umsetzen schluss	den laufenden Posten an bezeichnete Stelle umsetzen; Schritt schließen	9	YES	USE_OWNER_AND_CASE_LEDGER__NOT_CARD_DICTIONARY	COMPOSITIONAL	1	BIOLOGICAL	B3
PROC145	otchedy|qotchedy	OT+CHD+DY	3	DANACH·UMSETZEN·SCHLUSS	danach umsetzen schluss	danach den laufenden Posten umsetzen; Schritt schließen	7	YES	USE_OWNER_AND_CASE_LEDGER__NOT_CARD_DICTIONARY	COMPOSITIONAL	2	BIOLOGICAL	B3
PROC146	cheedar	EE+AR	2	LANG·QUELLE	lang quelle	länger · von dort	4	NO	USE_OWNER_AND_CASE_LEDGER__NOT_CARD_DICTIONARY	COMPOSITIONAL	1	BIOLOGICAL	B3
PROC147	chldaiin	L+AIIN	2	FUEHREN·MASS	fuehren mass	den laufenden Posten nach vorgeschriebenes Maß führen	7	YES	USE_OWNER_AND_CASE_LEDGER__NOT_CARD_DICTIONARY	COMPOSITIONAL	1	BIOLOGICAL	B3
PROC148	chealror	AL+R+OR	3	ZIEL·KUEHLEN·ANSATZ	ziel kuehlen ansatz	den Ansatz an bezeichnete Stelle abkühlen	6	YES	USE_OWNER_AND_CASE_LEDGER__NOT_CARD_DICTIONARY	COMPOSITIONAL	1	BIOLOGICAL	B3
PROC149	cheeety	EEE+T+Y	3	VOLL·EINTRAGEN·DIES	voll eintragen dies	diesen Posten vollständig eintragen	4	NO	USE_OWNER_AND_CASE_LEDGER__NOT_CARD_DICTIONARY	COMPOSITIONAL	1	BIOLOGICAL	B3
PROC150	schedair	CHD+AIR	2	UMSETZEN·LAUF	umsetzen lauf	den laufenden Posten durch laufender Bestand umsetzen	7	YES	USE_OWNER_AND_CASE_LEDGER__NOT_CARD_DICTIONARY	COMPOSITIONAL	1	BIOLOGICAL	B3
PROC151	chedain	CHD+AIN	2	UMSETZEN·PORTION	umsetzen portion	den laufenden Posten nach Portion umsetzen	6	YES	USE_OWNER_AND_CASE_LEDGER__NOT_CARD_DICTIONARY	COMPOSITIONAL	1	BIOLOGICAL	B3
PROC152	qotedaiin	OT+E+AIIN	3	DANACH·KURZ·MASS	danach kurz mass	danach · kurz · vorgeschriebenes Maß	6	YES	USE_OWNER_AND_CASE_LEDGER__NOT_CARD_DICTIONARY	COMPOSITIONAL	1	BIOLOGICAL	B3
PROC153	olsaly	OL+AL+Y	3	FORTSETZEN·ZIEL·DIES	fortsetzen ziel dies	fortsetzen · bezeichnete Stelle · dieser Posten	7	YES	USE_OWNER_AND_CASE_LEDGER__NOT_CARD_DICTIONARY	COMPOSITIONAL	1	BIOLOGICAL	B3
PROC154	qolchey	OL+Y	2	FORTSETZEN·DIES	fortsetzen dies	fortsetzen · dieser Posten	4	NO	USE_OWNER_AND_CASE_LEDGER__NOT_CARD_DICTIONARY	COMPOSITIONAL	1	BIOLOGICAL	B4
PROC155	qokylddy	OK+Y+LD+DY	4	ANSETZEN·DIES·BEFESTIGEN·SCHLUSS	ansetzen dies befestigen schluss	diesen Posten ansetzen und befestigen; Schritt schließen	7	YES	USE_OWNER_AND_CASE_LEDGER__NOT_CARD_DICTIONARY	PARTIAL_WITH_LEARNED_ATOM	1	BIOLOGICAL	B4
PROC156	dain	AIN	1	PORTION	portion	Portion	1	NO	USE_OWNER_AND_CASE_LEDGER__NOT_CARD_DICTIONARY	COMPOSITIONAL	2	BIOLOGICAL	B4|B6
PROC157	sheey	SH+EE+Y	3	HALTEN·LANG·DIES	halten lang dies	diesen Posten länger halten	4	NO	USE_OWNER_AND_CASE_LEDGER__NOT_CARD_DICTIONARY	COMPOSITIONAL	1	BIOLOGICAL	B4
PROC158	okeeol	OK+EE+OL	3	ANSETZEN·LANG·FORTSETZEN	ansetzen lang fortsetzen	fortsetzen den laufenden Posten länger ansetzen	6	YES	USE_OWNER_AND_CASE_LEDGER__NOT_CARD_DICTIONARY	COMPOSITIONAL	1	BIOLOGICAL	B4
PROC159	lkedy	L+K+E+DY	4	FUEHREN·ZUFUEHREN·KURZ·SCHLUSS	fuehren zufuehren kurz schluss	den laufenden Posten kurz führen und zuführen; Schritt schließen	9	YES	USE_OWNER_AND_CASE_LEDGER__NOT_CARD_DICTIONARY	COMPOSITIONAL	1	BIOLOGICAL	B4
PROC160	qokol	OK+OL	2	ANSETZEN·FORTSETZEN	ansetzen fortsetzen	fortsetzen den laufenden Posten ansetzen	5	NO	USE_OWNER_AND_CASE_LEDGER__NOT_CARD_DICTIONARY	COMPOSITIONAL	1	BIOLOGICAL	B4
PROC161	qockhey	O+CKH+E+Y	4	GANG·DURCHLASS·KURZ·DIES	gang durchlass kurz dies	Arbeitsgang · Durchlass · kurz · dieser Posten	8	YES	USE_OWNER_AND_CASE_LEDGER__NOT_CARD_DICTIONARY	COMPOSITIONAL	1	BIOLOGICAL	B4
PROC162	dairydy	AIR+Y+DY	3	LAUF·DIES·SCHLUSS	lauf dies schluss	laufender Bestand · dieser Posten; Schritt schließen	7	YES	USE_OWNER_AND_CASE_LEDGER__NOT_CARD_DICTIONARY	COMPOSITIONAL	1	BIOLOGICAL	B4
PROC163	chckhal	CH+CKH+AL	3	ABZIEHEN·DURCHLASS·ZIEL	abziehen durchlass ziel	den laufenden Posten an bezeichnete Stelle durch Durchlass abziehen	9	YES	USE_OWNER_AND_CASE_LEDGER__NOT_CARD_DICTIONARY	COMPOSITIONAL	1	BIOLOGICAL	B4
PROC164	solkey	SOLK+E+Y	3	AUFFANGEN·KURZ·DIES	auffangen kurz dies	diesen Posten kurz auffangen	4	NO	USE_OWNER_AND_CASE_LEDGER__NOT_CARD_DICTIONARY	COMPOSITIONAL	1	BIOLOGICAL	B4
PROC165	skar	K+AR	2	ZUFUEHREN·QUELLE	zufuehren quelle	den laufenden Posten von dort zuführen	6	YES	USE_OWNER_AND_CASE_LEDGER__NOT_CARD_DICTIONARY	COMPOSITIONAL	1	BIOLOGICAL	B4
PROC166	otchdy	OT+CHD+DY	3	DANACH·UMSETZEN·SCHLUSS	danach umsetzen schluss	danach den laufenden Posten umsetzen; Schritt schließen	7	YES	USE_OWNER_AND_CASE_LEDGER__NOT_CARD_DICTIONARY	COMPOSITIONAL	1	BIOLOGICAL	B5
PROC167	lol	L+OL	2	FUEHREN·FORTSETZEN	fuehren fortsetzen	fortsetzen den laufenden Posten führen	5	NO	USE_OWNER_AND_CASE_LEDGER__NOT_CARD_DICTIONARY	COMPOSITIONAL	1	BIOLOGICAL	B5
PROC168	chdal	CHD+AL	2	UMSETZEN·ZIEL	umsetzen ziel	den laufenden Posten an bezeichnete Stelle umsetzen	7	YES	USE_OWNER_AND_CASE_LEDGER__NOT_CARD_DICTIONARY	COMPOSITIONAL	1	BIOLOGICAL	B5
PROC169	daiiin	DA+IIN	2	ZWEIT·STUFE	zweit stufe	zweite · Sollstufe	3	NO	USE_OWNER_AND_CASE_LEDGER__NOT_CARD_DICTIONARY	PARTIAL_WITH_LEARNED_ATOM	1	BIOLOGICAL	B5
PROC170	solkeey	SOLK+EE+Y	3	AUFFANGEN·LANG·DIES	auffangen lang dies	diesen Posten länger auffangen	4	NO	USE_OWNER_AND_CASE_LEDGER__NOT_CARD_DICTIONARY	COMPOSITIONAL	1	BIOLOGICAL	B6
PROC171	qekey	E+K+E+Y	4	KURZ·ZUFUEHREN·KURZ·DIES	kurz zufuehren kurz dies	diesen Posten kurz kurz zuführen	5	NO	USE_OWNER_AND_CASE_LEDGER__NOT_CARD_DICTIONARY	COMPOSITIONAL	1	BIOLOGICAL	B6
PROC172	raly	R+AL+Y	3	KUEHLEN·ZIEL·DIES	kuehlen ziel dies	diesen Posten an bezeichnete Stelle abkühlen	6	YES	USE_OWNER_AND_CASE_LEDGER__NOT_CARD_DICTIONARY	COMPOSITIONAL	1	BIOLOGICAL	B6
PROC173	ldalor	L+AL+OR	3	FUEHREN·ZIEL·ANSATZ	fuehren ziel ansatz	den Ansatz an bezeichnete Stelle führen	6	YES	USE_OWNER_AND_CASE_LEDGER__NOT_CARD_DICTIONARY	COMPOSITIONAL	1	BIOLOGICAL	B6
