material	world	locus	edition	source_group_ids_json	source_groups_json	separators_json	literal_json	confidence
CHARCOAL	ASCENT	f76r.51	RF1b	"[""RF1b|f76r.51|G001"", ""RF1b|f76r.51|G002"", ""RF1b|f76r.51|G003"", ""RF1b|f76r.51|G004"", ""RF1b|f76r.51|G005"", ""RF1b|f76r.51|G006"", ""RF1b|f76r.51|G007"", ""RF1b|f76r.51|G008"", ""RF1b|f76r.51|G009"", ""RF1b|f76r.51|G010"", ""RF1b|f76r.51|G011""]"	"[""qkor"", ""shed@222;"", ""shey"", ""keedy"", ""sal"", ""raiin"", ""opchdy"", ""dar"", ""chedy"", ""qopched@222;"", ""@243;orol""]"	"[""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE""]"	"[""[qkor]"", ""[shed@222;]"", ""[shey]"", ""[keedy]"", ""[sal]"", ""steigt?"", ""[opchdy]"", ""[dar]"", ""wird?"", ""[qopched@222;]"", ""[@243;orol]""]"	C0_COMPETING_CONCRETE_MATERIALS_NOT_IDENTIFICATION
WOOD	LIGHTNESS	f76r.51	RF1b	"[""RF1b|f76r.51|G001"", ""RF1b|f76r.51|G002"", ""RF1b|f76r.51|G003"", ""RF1b|f76r.51|G004"", ""RF1b|f76r.51|G005"", ""RF1b|f76r.51|G006"", ""RF1b|f76r.51|G007"", ""RF1b|f76r.51|G008"", ""RF1b|f76r.51|G009"", ""RF1b|f76r.51|G010"", ""RF1b|f76r.51|G011""]"	"[""qkor"", ""shed@222;"", ""shey"", ""keedy"", ""sal"", ""raiin"", ""opchdy"", ""dar"", ""chedy"", ""qopched@222;"", ""@243;orol""]"	"[""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE""]"	"[""[qkor]"", ""[shed@222;]"", ""[shey]"", ""[keedy]"", ""[sal]"", ""leicht?"", ""[opchdy]"", ""[dar]"", ""wird?"", ""[qopched@222;]"", ""[@243;orol]""]"	C0_COMPETING_CONCRETE_MATERIALS_NOT_IDENTIFICATION
CHARCOAL	LIGHTNESS	f76r.51	RF1b	"[""RF1b|f76r.51|G001"", ""RF1b|f76r.51|G002"", ""RF1b|f76r.51|G003"", ""RF1b|f76r.51|G004"", ""RF1b|f76r.51|G005"", ""RF1b|f76r.51|G006"", ""RF1b|f76r.51|G007"", ""RF1b|f76r.51|G008"", ""RF1b|f76r.51|G009"", ""RF1b|f76r.51|G010"", ""RF1b|f76r.51|G011""]"	"[""qkor"", ""shed@222;"", ""shey"", ""keedy"", ""sal"", ""raiin"", ""opchdy"", ""dar"", ""chedy"", ""qopched@222;"", ""@243;orol""]"	"[""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE""]"	"[""[qkor]"", ""[shed@222;]"", ""[shey]"", ""[keedy]"", ""[sal]"", ""leicht?"", ""[opchdy]"", ""[dar]"", ""wird?"", ""[qopched@222;]"", ""[@243;orol]""]"	C0_COMPETING_CONCRETE_MATERIALS_NOT_IDENTIFICATION
WOOD	ASCENT	f77r.9	ZL3b	"[""ZL3b|f77r.9|G001"", ""ZL3b|f77r.9|G002"", ""ZL3b|f77r.9|G003"", ""ZL3b|f77r.9|G004"", ""ZL3b|f77r.9|G005"", ""ZL3b|f77r.9|G006"", ""ZL3b|f77r.9|G007"", ""ZL3b|f77r.9|G008"", ""ZL3b|f77r.9|G009""]"	"[""poldarais"", ""ol"", ""qokol"", ""chey"", ""qopchedy"", ""qopchedy"", ""dylches"", ""olkedy"", ""loly""]"	"[""UNCERTAIN_SMALL_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE""]"	"[""[poldarais]"", ""[ol]"", ""[qokol]"", ""[chey]"", ""Holz?"", ""Holz?"", ""[dylches]"", ""[olkedy]"", ""[loly]""]"	C0_COMPETING_CONCRETE_MATERIALS_NOT_IDENTIFICATION
CHARCOAL	ASCENT	f77r.9	ZL3b	"[""ZL3b|f77r.9|G001"", ""ZL3b|f77r.9|G002"", ""ZL3b|f77r.9|G003"", ""ZL3b|f77r.9|G004"", ""ZL3b|f77r.9|G005"", ""ZL3b|f77r.9|G006"", ""ZL3b|f77r.9|G007"", ""ZL3b|f77r.9|G008"", ""ZL3b|f77r.9|G009""]"	"[""poldarais"", ""ol"", ""qokol"", ""chey"", ""qopchedy"", ""qopchedy"", ""dylches"", ""olkedy"", ""loly""]"	"[""UNCERTAIN_SMALL_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE""]"	"[""[poldarais]"", ""[ol]"", ""[qokol]"", ""[chey]"", ""Holzkohle?"", ""Holzkohle?"", ""[dylches]"", ""[olkedy]"", ""[loly]""]"	C0_COMPETING_CONCRETE_MATERIALS_NOT_IDENTIFICATION
WOOD	LIGHTNESS	f77r.9	ZL3b	"[""ZL3b|f77r.9|G001"", ""ZL3b|f77r.9|G002"", ""ZL3b|f77r.9|G003"", ""ZL3b|f77r.9|G004"", ""ZL3b|f77r.9|G005"", ""ZL3b|f77r.9|G006"", ""ZL3b|f77r.9|G007"", ""ZL3b|f77r.9|G008"", ""ZL3b|f77r.9|G009""]"	"[""poldarais"", ""ol"", ""qokol"", ""chey"", ""qopchedy"", ""qopchedy"", ""dylches"", ""olkedy"", ""loly""]"	"[""UNCERTAIN_SMALL_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE""]"	"[""[poldarais]"", ""[ol]"", ""[qokol]"", ""[chey]"", ""Holz?"", ""Holz?"", ""[dylches]"", ""[olkedy]"", ""[loly]""]"	C0_COMPETING_CONCRETE_MATERIALS_NOT_IDENTIFICATION
CHARCOAL	LIGHTNESS	f77r.9	ZL3b	"[""ZL3b|f77r.9|G001"", ""ZL3b|f77r.9|G002"", ""ZL3b|f77r.9|G003"", ""ZL3b|f77r.9|G004"", ""ZL3b|f77r.9|G005"", ""ZL3b|f77r.9|G006"", ""ZL3b|f77r.9|G007"", ""ZL3b|f77r.9|G008"", ""ZL3b|f77r.9|G009""]"	"[""poldarais"", ""ol"", ""qokol"", ""chey"", ""qopchedy"", ""qopchedy"", ""dylches"", ""olkedy"", ""loly""]"	"[""UNCERTAIN_SMALL_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE""]"	"[""[poldarais]"", ""[ol]"", ""[qokol]"", ""[chey]"", ""Holzkohle?"", ""Holzkohle?"", ""[dylches]"", ""[olkedy]"", ""[loly]""]"	C0_COMPETING_CONCRETE_MATERIALS_NOT_IDENTIFICATION
WOOD	ASCENT	f77r.9	IT2a	"[""IT2a|f77r.9|G001"", ""IT2a|f77r.9|G002"", ""IT2a|f77r.9|G003"", ""IT2a|f77r.9|G004"", ""IT2a|f77r.9|G005"", ""IT2a|f77r.9|G006"", ""IT2a|f77r.9|G007"", ""IT2a|f77r.9|G008"", ""IT2a|f77r.9|G009"", ""IT2a|f77r.9|G010""]"	"[""pol"", ""darair"", ""ol"", ""qokol"", ""chey"", ""qopchedy"", ""qopchedy"", ""dylches"", ""olkedy"", ""loly""]"	"[""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE""]"	"[""[pol]"", ""[darair]"", ""[ol]"", ""[qokol]"", ""[chey]"", ""Holz?"", ""Holz?"", ""[dylches]"", ""[olkedy]"", ""[loly]""]"	C0_COMPETING_CONCRETE_MATERIALS_NOT_IDENTIFICATION
CHARCOAL	ASCENT	f77r.9	IT2a	"[""IT2a|f77r.9|G001"", ""IT2a|f77r.9|G002"", ""IT2a|f77r.9|G003"", ""IT2a|f77r.9|G004"", ""IT2a|f77r.9|G005"", ""IT2a|f77r.9|G006"", ""IT2a|f77r.9|G007"", ""IT2a|f77r.9|G008"", ""IT2a|f77r.9|G009"", ""IT2a|f77r.9|G010""]"	"[""pol"", ""darair"", ""ol"", ""qokol"", ""chey"", ""qopchedy"", ""qopchedy"", ""dylches"", ""olkedy"", ""loly""]"	"[""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE""]"	"[""[pol]"", ""[darair]"", ""[ol]"", ""[qokol]"", ""[chey]"", ""Holzkohle?"", ""Holzkohle?"", ""[dylches]"", ""[olkedy]"", ""[loly]""]"	C0_COMPETING_CONCRETE_MATERIALS_NOT_IDENTIFICATION
WOOD	LIGHTNESS	f77r.9	IT2a	"[""IT2a|f77r.9|G001"", ""IT2a|f77r.9|G002"", ""IT2a|f77r.9|G003"", ""IT2a|f77r.9|G004"", ""IT2a|f77r.9|G005"", ""IT2a|f77r.9|G006"", ""IT2a|f77r.9|G007"", ""IT2a|f77r.9|G008"", ""IT2a|f77r.9|G009"", ""IT2a|f77r.9|G010""]"	"[""pol"", ""darair"", ""ol"", ""qokol"", ""chey"", ""qopchedy"", ""qopchedy"", ""dylches"", ""olkedy"", ""loly""]"	"[""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE""]"	"[""[pol]"", ""[darair]"", ""[ol]"", ""[qokol]"", ""[chey]"", ""Holz?"", ""Holz?"", ""[dylches]"", ""[olkedy]"", ""[loly]""]"	C0_COMPETING_CONCRETE_MATERIALS_NOT_IDENTIFICATION
CHARCOAL	LIGHTNESS	f77r.9	IT2a	"[""IT2a|f77r.9|G001"", ""IT2a|f77r.9|G002"", ""IT2a|f77r.9|G003"", ""IT2a|f77r.9|G004"", ""IT2a|f77r.9|G005"", ""IT2a|f77r.9|G006"", ""IT2a|f77r.9|G007"", ""IT2a|f77r.9|G008"", ""IT2a|f77r.9|G009"", ""IT2a|f77r.9|G010""]"	"[""pol"", ""darair"", ""ol"", ""qokol"", ""chey"", ""qopchedy"", ""qopchedy"", ""dylches"", ""olkedy"", ""loly""]"	"[""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE""]"	"[""[pol]"", ""[darair]"", ""[ol]"", ""[qokol]"", ""[chey]"", ""Holzkohle?"", ""Holzkohle?"", ""[dylches]"", ""[olkedy]"", ""[loly]""]"	C0_COMPETING_CONCRETE_MATERIALS_NOT_IDENTIFICATION
WOOD	ASCENT	f77r.9	RF1b	"[""RF1b|f77r.9|G001"", ""RF1b|f77r.9|G002"", ""RF1b|f77r.9|G003"", ""RF1b|f77r.9|G004"", ""RF1b|f77r.9|G005"", ""RF1b|f77r.9|G006"", ""RF1b|f77r.9|G007"", ""RF1b|f77r.9|G008""]"	"[""poldarairol"", ""qokol"", ""chey"", ""qopchedy"", ""qopchedy"", ""dylches"", ""olkedy"", ""loly""]"	"[""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE""]"	"[""[poldarairol]"", ""[qokol]"", ""[chey]"", ""Holz?"", ""Holz?"", ""[dylches]"", ""[olkedy]"", ""[loly]""]"	C0_COMPETING_CONCRETE_MATERIALS_NOT_IDENTIFICATION
CHARCOAL	ASCENT	f77r.9	RF1b	"[""RF1b|f77r.9|G001"", ""RF1b|f77r.9|G002"", ""RF1b|f77r.9|G003"", ""RF1b|f77r.9|G004"", ""RF1b|f77r.9|G005"", ""RF1b|f77r.9|G006"", ""RF1b|f77r.9|G007"", ""RF1b|f77r.9|G008""]"	"[""poldarairol"", ""qokol"", ""chey"", ""qopchedy"", ""qopchedy"", ""dylches"", ""olkedy"", ""loly""]"	"[""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE""]"	"[""[poldarairol]"", ""[qokol]"", ""[chey]"", ""Holzkohle?"", ""Holzkohle?"", ""[dylches]"", ""[olkedy]"", ""[loly]""]"	C0_COMPETING_CONCRETE_MATERIALS_NOT_IDENTIFICATION
WOOD	LIGHTNESS	f77r.9	RF1b	"[""RF1b|f77r.9|G001"", ""RF1b|f77r.9|G002"", ""RF1b|f77r.9|G003"", ""RF1b|f77r.9|G004"", ""RF1b|f77r.9|G005"", ""RF1b|f77r.9|G006"", ""RF1b|f77r.9|G007"", ""RF1b|f77r.9|G008""]"	"[""poldarairol"", ""qokol"", ""chey"", ""qopchedy"", ""qopchedy"", ""dylches"", ""olkedy"", ""loly""]"	"[""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE""]"	"[""[poldarairol]"", ""[qokol]"", ""[chey]"", ""Holz?"", ""Holz?"", ""[dylches]"", ""[olkedy]"", ""[loly]""]"	C0_COMPETING_CONCRETE_MATERIALS_NOT_IDENTIFICATION
CHARCOAL	LIGHTNESS	f77r.9	RF1b	"[""RF1b|f77r.9|G001"", ""RF1b|f77r.9|G002"", ""RF1b|f77r.9|G003"", ""RF1b|f77r.9|G004"", ""RF1b|f77r.9|G005"", ""RF1b|f77r.9|G006"", ""RF1b|f77r.9|G007"", ""RF1b|f77r.9|G008""]"	"[""poldarairol"", ""qokol"", ""chey"", ""qopchedy"", ""qopchedy"", ""dylches"", ""olkedy"", ""loly""]"	"[""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE""]"	"[""[poldarairol]"", ""[qokol]"", ""[chey]"", ""Holzkohle?"", ""Holzkohle?"", ""[dylches]"", ""[olkedy]"", ""[loly]""]"	C0_COMPETING_CONCRETE_MATERIALS_NOT_IDENTIFICATION
WOOD	ASCENT	f81r.20	ZL3b	"[""ZL3b|f81r.20|G001"", ""ZL3b|f81r.20|G002"", ""ZL3b|f81r.20|G003"", ""ZL3b|f81r.20|G004"", ""ZL3b|f81r.20|G005"", ""ZL3b|f81r.20|G006"", ""ZL3b|f81r.20|G007""]"	"[""qopchedy"", ""qol"", ""chedy"", ""qokeey"", ""odaiin"", ""rain"", ""daly""]"	"[""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE""]"	"[""Holz?"", ""daraus?"", ""wird?"", ""Feuer?"", ""[odaiin]"", ""[rain]"", ""[daly]""]"	C0_COMPETING_CONCRETE_MATERIALS_NOT_IDENTIFICATION
CHARCOAL	ASCENT	f81r.20	ZL3b	"[""ZL3b|f81r.20|G001"", ""ZL3b|f81r.20|G002"", ""ZL3b|f81r.20|G003"", ""ZL3b|f81r.20|G004"", ""ZL3b|f81r.20|G005"", ""ZL3b|f81r.20|G006"", ""ZL3b|f81r.20|G007""]"	"[""qopchedy"", ""qol"", ""chedy"", ""qokeey"", ""odaiin"", ""rain"", ""daly""]"	"[""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE""]"	"[""Holzkohle?"", ""daraus?"", ""wird?"", ""Feuer?"", ""[odaiin]"", ""[rain]"", ""[daly]""]"	C0_COMPETING_CONCRETE_MATERIALS_NOT_IDENTIFICATION
WOOD	LIGHTNESS	f81r.20	ZL3b	"[""ZL3b|f81r.20|G001"", ""ZL3b|f81r.20|G002"", ""ZL3b|f81r.20|G003"", ""ZL3b|f81r.20|G004"", ""ZL3b|f81r.20|G005"", ""ZL3b|f81r.20|G006"", ""ZL3b|f81r.20|G007""]"	"[""qopchedy"", ""qol"", ""chedy"", ""qokeey"", ""odaiin"", ""rain"", ""daly""]"	"[""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE""]"	"[""Holz?"", ""daraus?"", ""wird?"", ""Feuer?"", ""[odaiin]"", ""[rain]"", ""[daly]""]"	C0_COMPETING_CONCRETE_MATERIALS_NOT_IDENTIFICATION
CHARCOAL	LIGHTNESS	f81r.20	ZL3b	"[""ZL3b|f81r.20|G001"", ""ZL3b|f81r.20|G002"", ""ZL3b|f81r.20|G003"", ""ZL3b|f81r.20|G004"", ""ZL3b|f81r.20|G005"", ""ZL3b|f81r.20|G006"", ""ZL3b|f81r.20|G007""]"	"[""qopchedy"", ""qol"", ""chedy"", ""qokeey"", ""odaiin"", ""rain"", ""daly""]"	"[""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE""]"	"[""Holzkohle?"", ""daraus?"", ""wird?"", ""Feuer?"", ""[odaiin]"", ""[rain]"", ""[daly]""]"	C0_COMPETING_CONCRETE_MATERIALS_NOT_IDENTIFICATION
WOOD	ASCENT	f81r.20	IT2a	"[""IT2a|f81r.20|G001"", ""IT2a|f81r.20|G002"", ""IT2a|f81r.20|G003"", ""IT2a|f81r.20|G004"", ""IT2a|f81r.20|G005"", ""IT2a|f81r.20|G006"", ""IT2a|f81r.20|G007""]"	"[""qopchedy"", ""qol"", ""chedy"", ""qokeey"", ""odaiin"", ""rain"", ""daly""]"	"[""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE""]"	"[""Holz?"", ""daraus?"", ""wird?"", ""Feuer?"", ""[odaiin]"", ""[rain]"", ""[daly]""]"	C0_COMPETING_CONCRETE_MATERIALS_NOT_IDENTIFICATION
CHARCOAL	ASCENT	f81r.20	IT2a	"[""IT2a|f81r.20|G001"", ""IT2a|f81r.20|G002"", ""IT2a|f81r.20|G003"", ""IT2a|f81r.20|G004"", ""IT2a|f81r.20|G005"", ""IT2a|f81r.20|G006"", ""IT2a|f81r.20|G007""]"	"[""qopchedy"", ""qol"", ""chedy"", ""qokeey"", ""odaiin"", ""rain"", ""daly""]"	"[""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE""]"	"[""Holzkohle?"", ""daraus?"", ""wird?"", ""Feuer?"", ""[odaiin]"", ""[rain]"", ""[daly]""]"	C0_COMPETING_CONCRETE_MATERIALS_NOT_IDENTIFICATION
WOOD	LIGHTNESS	f81r.20	IT2a	"[""IT2a|f81r.20|G001"", ""IT2a|f81r.20|G002"", ""IT2a|f81r.20|G003"", ""IT2a|f81r.20|G004"", ""IT2a|f81r.20|G005"", ""IT2a|f81r.20|G006"", ""IT2a|f81r.20|G007""]"	"[""qopchedy"", ""qol"", ""chedy"", ""qokeey"", ""odaiin"", ""rain"", ""daly""]"	"[""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE""]"	"[""Holz?"", ""daraus?"", ""wird?"", ""Feuer?"", ""[odaiin]"", ""[rain]"", ""[daly]""]"	C0_COMPETING_CONCRETE_MATERIALS_NOT_IDENTIFICATION
CHARCOAL	LIGHTNESS	f81r.20	IT2a	"[""IT2a|f81r.20|G001"", ""IT2a|f81r.20|G002"", ""IT2a|f81r.20|G003"", ""IT2a|f81r.20|G004"", ""IT2a|f81r.20|G005"", ""IT2a|f81r.20|G006"", ""IT2a|f81r.20|G007""]"	"[""qopchedy"", ""qol"", ""chedy"", ""qokeey"", ""odaiin"", ""rain"", ""daly""]"	"[""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE""]"	"[""Holzkohle?"", ""daraus?"", ""wird?"", ""Feuer?"", ""[odaiin]"", ""[rain]"", ""[daly]""]"	C0_COMPETING_CONCRETE_MATERIALS_NOT_IDENTIFICATION
WOOD	ASCENT	f81r.20	RF1b	"[""RF1b|f81r.20|G001"", ""RF1b|f81r.20|G002"", ""RF1b|f81r.20|G003"", ""RF1b|f81r.20|G004"", ""RF1b|f81r.20|G005"", ""RF1b|f81r.20|G006"", ""RF1b|f81r.20|G007""]"	"[""qopchedy"", ""qol"", ""chedy"", ""qokeey"", ""odaiin"", ""rain"", ""@152;aly""]"	"[""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE""]"	"[""Holz?"", ""daraus?"", ""wird?"", ""Feuer?"", ""[odaiin]"", ""[rain]"", ""[@152;aly]""]"	C0_COMPETING_CONCRETE_MATERIALS_NOT_IDENTIFICATION
CHARCOAL	ASCENT	f81r.20	RF1b	"[""RF1b|f81r.20|G001"", ""RF1b|f81r.20|G002"", ""RF1b|f81r.20|G003"", ""RF1b|f81r.20|G004"", ""RF1b|f81r.20|G005"", ""RF1b|f81r.20|G006"", ""RF1b|f81r.20|G007""]"	"[""qopchedy"", ""qol"", ""chedy"", ""qokeey"", ""odaiin"", ""rain"", ""@152;aly""]"	"[""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE""]"	"[""Holzkohle?"", ""daraus?"", ""wird?"", ""Feuer?"", ""[odaiin]"", ""[rain]"", ""[@152;aly]""]"	C0_COMPETING_CONCRETE_MATERIALS_NOT_IDENTIFICATION
WOOD	LIGHTNESS	f81r.20	RF1b	"[""RF1b|f81r.20|G001"", ""RF1b|f81r.20|G002"", ""RF1b|f81r.20|G003"", ""RF1b|f81r.20|G004"", ""RF1b|f81r.20|G005"", ""RF1b|f81r.20|G006"", ""RF1b|f81r.20|G007""]"	"[""qopchedy"", ""qol"", ""chedy"", ""qokeey"", ""odaiin"", ""rain"", ""@152;aly""]"	"[""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE""]"	"[""Holz?"", ""daraus?"", ""wird?"", ""Feuer?"", ""[odaiin]"", ""[rain]"", ""[@152;aly]""]"	C0_COMPETING_CONCRETE_MATERIALS_NOT_IDENTIFICATION
CHARCOAL	LIGHTNESS	f81r.20	RF1b	"[""RF1b|f81r.20|G001"", ""RF1b|f81r.20|G002"", ""RF1b|f81r.20|G003"", ""RF1b|f81r.20|G004"", ""RF1b|f81r.20|G005"", ""RF1b|f81r.20|G006"", ""RF1b|f81r.20|G007""]"	"[""qopchedy"", ""qol"", ""chedy"", ""qokeey"", ""odaiin"", ""rain"", ""@152;aly""]"	"[""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE""]"	"[""Holzkohle?"", ""daraus?"", ""wird?"", ""Feuer?"", ""[odaiin]"", ""[rain]"", ""[@152;aly]""]"	C0_COMPETING_CONCRETE_MATERIALS_NOT_IDENTIFICATION
WOOD	ASCENT	f81v.15	ZL3b	"[""ZL3b|f81v.15|G001"", ""ZL3b|f81v.15|G002"", ""ZL3b|f81v.15|G003"", ""ZL3b|f81v.15|G004"", ""ZL3b|f81v.15|G005"", ""ZL3b|f81v.15|G006"", ""ZL3b|f81v.15|G007"", ""ZL3b|f81v.15|G008"", ""ZL3b|f81v.15|G009""]"	"[""qokal"", ""chedy"", ""ol"", ""sheey"", ""salshcthdy"", ""qofchedy"", ""r"", ""chedy"", ""ltary""]"	"[""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE""]"	"[""[qokal]"", ""wird?"", ""[ol]"", ""[sheey]"", ""[salshcthdy]"", ""[qofchedy]"", ""[r]"", ""wird?"", ""[ltary]""]"	C0_COMPETING_CONCRETE_MATERIALS_NOT_IDENTIFICATION
CHARCOAL	ASCENT	f81v.15	ZL3b	"[""ZL3b|f81v.15|G001"", ""ZL3b|f81v.15|G002"", ""ZL3b|f81v.15|G003"", ""ZL3b|f81v.15|G004"", ""ZL3b|f81v.15|G005"", ""ZL3b|f81v.15|G006"", ""ZL3b|f81v.15|G007"", ""ZL3b|f81v.15|G008"", ""ZL3b|f81v.15|G009""]"	"[""qokal"", ""chedy"", ""ol"", ""sheey"", ""salshcthdy"", ""qofchedy"", ""r"", ""chedy"", ""ltary""]"	"[""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE"", ""DEFINITE_SPACE""]"	"[""[qokal]"", ""wird?"", ""[ol]"", ""[sheey]"", ""[salshcthdy]"", ""[qofchedy]"", ""[r]"", ""wird?"", ""[ltary]""]"	C0_COMPETING_CONCRETE_MATERIALS_NOT_IDENTIFICATION
