surface	truth_recipe	candidate_is_truth	gdt517_compiler_rank	gdt520_rank	gdt521_rank	candidate_recipe	gdt520_score	order5_nll	gdt521_score	alignment_trace
dcheol	D_ADDR+CH+E+O+L	NO	13	10	11	D_ADDR+LOCAL_C+E+O+L	8.695344051	3.908105818	10.649396960	d=>d~D_ADDR@edit0+alias0.000 | c=>c~LOCAL_C@edit0+alias0.000 | heo=>heo~E+O@edit0+alias0.272 | l=>l~L@edit0+alias0.000
dcheol	D_ADDR+CH+E+O+L	NO	11	13	12	D_ADDR+SH+E+OL	9.357983185	3.189783576	10.952874973	d=>d~D_ADDR@edit0+alias0.000 | ch=>sh~SH@edit1+alias0.000 | e=>e~E@edit0+alias0.000 | ol=>ol~OL@edit0+alias0.000
dsholdaiir	D_ADDR+SH+OL+D_ADDR+IIN+R	NO	2	1	1	D_ADDR+SH+OL+D_ADDR+AIIN+R	6.776264865	3.426509022	8.489519376	d=>d~D_ADDR@edit0+alias0.000 | sh=>sh~SH@edit0+alias0.000 | ol=>ol~OL@edit0+alias0.000 | daii=>daii~D_ADDR+AIIN@edit0+alias0.531 | r=>r~R@edit0+alias0.000
dsholdaiir	D_ADDR+SH+OL+D_ADDR+IIN+R	YES	1	2	2	D_ADDR+SH+OL+D_ADDR+IIN+R	6.875483010	3.426509022	8.588737521	d=>d~D_ADDR@edit0+alias0.000 | sh=>sh~SH@edit0+alias0.000 | ol=>ol~OL@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | aii=>iin~IIN@edit2+alias0.000 | r=>r~R@edit0+alias0.000
dsholdaiir	D_ADDR+SH+OL+D_ADDR+IIN+R	NO	3	3	3	SH+OL+D_ADDR+IIN+R	7.995389647	3.412925821	9.701852558	dsh=>sh~SH@edit1+alias0.000 | ol=>ol~OL@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | aii=>iin~IIN@edit2+alias0.000 | r=>r~R@edit0+alias0.000
dsholdaiir	D_ADDR+SH+OL+D_ADDR+IIN+R	NO	7	4	4	SH+OL+D_ADDR+AIIN+R	8.050050609	3.412925821	9.756513520	dsh=>sh~SH@edit1+alias0.000 | ol=>ol~OL@edit0+alias0.000 | daii=>daii~D_ADDR+AIIN@edit0+alias0.531 | r=>r~R@edit0+alias0.000
dsholdaiir	D_ADDR+SH+OL+D_ADDR+IIN+R	NO	11	5	5	D_ADDR+SH+OL+IIN+R	9.268766808	3.366895587	10.952214602	d=>d~D_ADDR@edit0+alias0.000 | sh=>sh~SH@edit0+alias0.000 | ol=>ol~OL@edit0+alias0.000 | daii=>iin~IIN@edit3+alias0.000 | r=>r~R@edit0+alias0.000
dsholdaiir	D_ADDR+SH+OL+D_ADDR+IIN+R	NO	4	6	6	D_ADDR+SH+OL+DA+IIN+R	9.722028971	3.426509022	11.435283482	d=>d~D_ADDR@edit0+alias0.000 | sh=>sh~SH@edit0+alias0.000 | ol=>ol~OL@edit0+alias0.000 | da=>da~DA@edit0+alias0.000 | ii=>in~IIN@edit1+alias0.534 | r=>r~R@edit0+alias0.000
dsholdaiir	D_ADDR+SH+OL+D_ADDR+IIN+R	NO	17	7	7	D_ADDR+SH+OL+AIIN+R	10.215786202	3.366895587	11.899233995	d=>d~D_ADDR@edit0+alias0.000 | sh=>sh~SH@edit0+alias0.000 | ol=>ol~OL@edit0+alias0.000 | daii=>daiin~AIIN@edit2+alias0.284 | r=>r~R@edit0+alias0.000
dsholdaiir	D_ADDR+SH+OL+D_ADDR+IIN+R	NO	36	8	8	D_ADDR+SH+OL+DA+AIR	10.534535470	3.366895587	12.217983263	d=>d~D_ADDR@edit0+alias0.000 | sh=>sh~SH@edit0+alias0.000 | ol=>ol~OL@edit0+alias0.000 | da=>da~DA@edit0+alias0.000 | iir=>air~AIR@edit1+alias0.000
dsholdaiir	D_ADDR+SH+OL+D_ADDR+IIN+R	NO	22	9	9	SH+SH+OL+D_ADDR+AIIN+R	10.834794216	3.876283124	12.772935778	d=>h~SH@edit1+alias0.502 | sh=>sh~SH@edit0+alias0.000 | ol=>ol~OL@edit0+alias0.000 | daii=>daii~D_ADDR+AIIN@edit0+alias0.531 | r=>r~R@edit0+alias0.000
dsholdaiir	D_ADDR+SH+OL+D_ADDR+IIN+R	NO	10	10	10	D_ADDR+OL+D_ADDR+AIIN+R	11.296651549	3.487596082	13.040449590	d=>d~D_ADDR@edit0+alias0.000 | shol=>sol~OL@edit1+alias0.281 | daii=>daii~D_ADDR+AIIN@edit0+alias0.531 | r=>r~R@edit0+alias0.000
dsholdaiir	D_ADDR+SH+OL+D_ADDR+IIN+R	NO	5	11	11	D_ADDR+OL+D_ADDR+IIN+R	11.396141266	3.487596082	13.139939307	d=>d~D_ADDR@edit0+alias0.000 | shol=>sol~OL@edit1+alias0.281 | d=>d~D_ADDR@edit0+alias0.000 | aii=>iin~IIN@edit2+alias0.000 | r=>r~R@edit0+alias0.000
dsholdaiir	D_ADDR+SH+OL+D_ADDR+IIN+R	NO	13	13	12	SH+OL+IIN+R	11.455850307	3.549505164	13.230602889	dsh=>sh~SH@edit1+alias0.000 | ol=>ol~OL@edit0+alias0.000 | daii=>iin~IIN@edit3+alias0.000 | r=>r~R@edit0+alias0.000
dyky	D_ADDR+Y+K+Y	NO	3	3	1	Y+K+Y	3.401848832	2.259058590	4.531378127	dy=>y~Y@edit1+alias0.000 | k=>k~K@edit0+alias0.000 | y=>y~Y@edit0+alias0.000
dyky	D_ADDR+Y+K+Y	YES	2	2	2	D_ADDR+Y+K+Y	3.083078038	3.257299490	4.711727783	d=>d~D_ADDR@edit0+alias0.000 | y=>y~Y@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | y=>y~Y@edit0+alias0.000
dyky	D_ADDR+Y+K+Y	NO	1	1	3	DY+K+Y	2.453681411	4.852724052	4.880043437	dy=>dy~DY@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | y=>y~Y@edit0+alias0.000
dyky	D_ADDR+Y+K+Y	NO	5	4	4	D_ADDR+Y+K+Y+CH	8.478820689	3.352523141	10.155082259	d=>d~D_ADDR@edit0+alias0.000 | y=>y~Y@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | y=>yc~Y+CH@edit2+alias0.502
dyky	D_ADDR+Y+K+Y	NO	6	5	5	CHD+Y+K+Y	9.190807521	3.211711688	10.796663365	d=>chd~CHD@edit4+alias0.500 | y=>y~Y@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | y=>y~Y@edit0+alias0.000
dyky	D_ADDR+Y+K+Y	NO	4	6	6	D_ADDR+K+Y+CH+Y	11.234089791	3.253706180	12.860942881	d=>d~D_ADDR@edit0+alias0.000 | ∅=>k~K@edit2+alias0.000 | yk=>yc~Y+CH@edit1+alias0.502 | y=>y~Y@edit0+alias0.000
dyky	D_ADDR+Y+K+Y	NO	8	7	7	CHD+Y+K+Y+CH	13.958874200	3.314533306	15.616140853	d=>chd~CHD@edit4+alias0.500 | y=>y~Y@edit0+alias0.000 | k=>k~K@edit0+alias0.000 | y=>yc~Y+CH@edit2+alias0.502
dyky	D_ADDR+Y+K+Y	NO	7	8	8	CHD+K+Y+CH+Y	15.763684890	3.805678749	17.666524264	d=>chd~CHD@edit4+alias0.500 | ∅=>k~K@edit2+alias0.000 | yk=>yc~Y+CH@edit1+alias0.502 | y=>y~Y@edit0+alias0.000
kchody	K+CH+O+D_ADDR+Y	NO	2	1	1	K+CH+O+DY	2.975102813	3.096308546	4.523257086	k=>k~K@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | dy=>dy~DY@edit0+alias0.000
kchody	K+CH+O+D_ADDR+Y	YES	1	2	2	K+CH+O+D_ADDR+Y	4.087160868	2.859568552	5.516945144	k=>k~K@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | y=>y~Y@edit0+alias0.000
kchody	K+CH+O+D_ADDR+Y	NO	5	4	3	K+O+DY	6.522177102	3.289894878	8.167124541	kch=>kh~K@edit1+alias0.250 | o=>o~O@edit0+alias0.000 | dy=>dy~DY@edit0+alias0.000
kchody	K+CH+O+D_ADDR+Y	NO	16	3	4	K+LOCAL_C+O+DY	6.355386588	3.934759650	8.322766413	k=>k~K@edit0+alias0.000 | c=>c~LOCAL_C@edit0+alias0.000 | ho=>ho~O@edit0+alias0.277 | dy=>dy~DY@edit0+alias0.000
kchody	K+CH+O+D_ADDR+Y	NO	12	5	5	K+CH+O+Y	7.197165957	3.096308546	8.745320230	k=>k~K@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | dy=>y~Y@edit1+alias0.000
kchody	K+CH+O+D_ADDR+Y	NO	11	6	6	K+CH+SH+O+DY	8.099443423	3.464693150	9.831789998	kc=>kc~K+CH@edit0+alias0.518 | h=>h~SH@edit0+alias0.502 | o=>o~O@edit0+alias0.000 | dy=>dy~DY@edit0+alias0.000
kchody	K+CH+O+D_ADDR+Y	NO	6	9	7	K+O+D_ADDR+Y	8.502189377	2.814306368	9.909342561	kch=>kh~K@edit1+alias0.250 | o=>o~O@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | y=>y~Y@edit0+alias0.000
kchody	K+CH+O+D_ADDR+Y	NO	17	7	8	K+LOCAL_C+SH+O+DY	8.216573661	3.909664648	10.171405985	k=>k~K@edit0+alias0.000 | c=>c~LOCAL_C@edit0+alias0.000 | h=>h~SH@edit0+alias0.502 | o=>o~O@edit0+alias0.000 | dy=>dy~DY@edit0+alias0.000
kchody	K+CH+O+D_ADDR+Y	NO	15	8	9	K+LOCAL_C+O+D_ADDR+Y	8.385531738	3.909664648	10.340364062	k=>k~K@edit0+alias0.000 | c=>c~LOCAL_C@edit0+alias0.000 | hod=>hod~O+D_ADDR@edit0+alias0.277 | y=>y~Y@edit0+alias0.000
kchody	K+CH+O+D_ADDR+Y	NO	18	10	10	K+HO+DY	8.516359923	3.972402154	10.502561000	k=>k~K@edit0+alias0.000 | cho=>ho~HO@edit1+alias0.000 | dy=>dy~DY@edit0+alias0.000
kchody	K+CH+O+D_ADDR+Y	NO	14	11	11	K+SH+O+DY	8.969975887	3.143914978	10.541933377	k=>k~K@edit0+alias0.000 | ch=>sh~SH@edit1+alias0.000 | o=>o~O@edit0+alias0.000 | dy=>dy~DY@edit0+alias0.000
kchody	K+CH+O+D_ADDR+Y	NO	21	12	12	K+CH+O+D_ADDR+DY	9.121582139	3.035261973	10.639213125	k=>k~K@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | ∅=>d~D_ADDR@edit2+alias0.000 | dy=>dy~DY@edit0+alias0.000
kechody	K+E+CH+O+D_ADDR+Y	NO	2	1	1	K+E+CH+O+DY	3.776398125	3.504365177	5.528580714	k=>k~K@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | dy=>dy~DY@edit0+alias0.000
kechody	K+E+CH+O+D_ADDR+Y	YES	1	2	2	K+E+CH+O+D_ADDR+Y	5.464166683	3.393745738	7.161039552	k=>k~K@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | y=>y~Y@edit0+alias0.000
kechody	K+E+CH+O+D_ADDR+Y	NO	6	3	3	K+E+LOCAL_C+O+DY	5.819529390	3.504365177	7.571711979	k=>k~K@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | c=>c~LOCAL_C@edit0+alias0.000 | ho=>ho~O@edit0+alias0.277 | dy=>dy~DY@edit0+alias0.000
kechody	K+E+CH+O+D_ADDR+Y	NO	8	6	4	K+E+O+DY	7.642519798	3.026736075	9.155887836	k=>k~K@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | cho=>ho~O@edit1+alias0.277 | dy=>dy~DY@edit0+alias0.000
kechody	K+E+CH+O+D_ADDR+Y	NO	4	4	5	K+E+CH+O+Y	7.426187591	3.504365177	9.178370179	k=>k~K@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | dy=>y~Y@edit1+alias0.000
kechody	K+E+CH+O+D_ADDR+Y	NO	3	5	6	K+E+CH+SH+O+DY	7.483361549	3.544340099	9.255531598	k=>k~K@edit0+alias0.000 | ec=>ec~E+CH@edit0+alias0.501 | h=>h~SH@edit0+alias0.502 | o=>o~O@edit0+alias0.000 | dy=>dy~DY@edit0+alias0.000
kechody	K+E+CH+O+D_ADDR+Y	NO	7	7	7	K+E+LOCAL_C+SH+O+DY	7.735511058	3.544340099	9.507681107	k=>k~K@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | c=>c~LOCAL_C@edit0+alias0.000 | h=>h~SH@edit0+alias0.502 | o=>o~O@edit0+alias0.000 | dy=>dy~DY@edit0+alias0.000
kechody	K+E+CH+O+D_ADDR+Y	NO	5	8	8	K+E+LOCAL_C+O+D_ADDR+Y	8.308101245	3.544340099	10.080271294	k=>k~K@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | c=>c~LOCAL_C@edit0+alias0.000 | hod=>hod~O+D_ADDR@edit0+alias0.277 | y=>y~Y@edit0+alias0.000
kechody	K+E+CH+O+D_ADDR+Y	NO	10	9	9	K+E+HO+DY	8.573456173	3.448400285	10.297656315	k=>k~K@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | cho=>ho~HO@edit1+alias0.000 | dy=>dy~DY@edit0+alias0.000
kechody	K+E+CH+O+D_ADDR+Y	NO	13	10	10	K+E+CH+O+D_ADDR+DY	9.560089391	3.544340099	11.332259441	k=>k~K@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | ch=>ch~CH@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | ∅=>d~D_ADDR@edit2+alias0.000 | dy=>dy~DY@edit0+alias0.000
kechody	K+E+CH+O+D_ADDR+Y	NO	11	12	11	K+E+O+D_ADDR+Y	10.625829780	2.915570647	12.083615103	k=>k~K@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | chod=>hod~O+D_ADDR@edit1+alias0.277 | y=>y~Y@edit0+alias0.000
kechody	K+E+CH+O+D_ADDR+Y	NO	29	11	12	K+E+LOCAL_C+O+Y	10.351157498	3.504365177	12.103340086	k=>k~K@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | c=>c~LOCAL_C@edit0+alias0.000 | ho=>ho~O@edit0+alias0.277 | dy=>y~Y@edit1+alias0.000
keeol	K+EE+O+L	NO	1	1	1	K+EE+OL	1.837227070	3.364452948	3.519453544	k=>k~K@edit0+alias0.000 | ee=>ee~EE@edit0+alias0.000 | ol=>ol~OL@edit0+alias0.000
keeol	K+EE+O+L	YES	4	2	2	K+EE+O+L	6.569373170	3.042366187	8.090556263	k=>k~K@edit0+alias0.000 | ee=>ee~EE@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | l=>l~L@edit0+alias0.000
keeol	K+EE+O+L	NO	2	4	3	OL+K+EE	8.742022462	2.538118623	10.011081773	ke=>ol~OL@edit2+alias0.000 | e=>k~K@edit1+alias0.000 | ol=>ee~EE@edit2+alias0.000
keeol	K+EE+O+L	NO	3	3	4	K+E+E+OL	8.439898763	3.448400285	10.164098906	k=>k~K@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | ol=>ol~OL@edit0+alias0.000
keeol	K+EE+O+L	NO	8	6	5	K+EE+O+AL	9.686232231	3.042366187	11.207415324	k=>k~K@edit0+alias0.000 | ee=>ee~EE@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | l=>al~AL@edit2+alias0.000
keeol	K+EE+O+L	NO	5	5	6	OK+EE+L	9.653425221	3.147811324	11.227330882	k=>ok~OK@edit2+alias0.000 | ee=>ee~EE@edit0+alias0.000 | ol=>l~L@edit1+alias0.000
keeol	K+EE+O+L	NO	11	7	7	K+SH+EE+OL	9.739849250	3.448400285	11.464049393	k=>k~K@edit0+alias0.000 | ∅=>h~SH@edit2+alias0.502 | ee=>ee~EE@edit0+alias0.000 | ol=>ol~OL@edit0+alias0.000
keeol	K+EE+O+L	NO	9	9	8	OK+EE+AL	11.417733074	2.364845212	12.600155680	k=>ok~OK@edit2+alias0.000 | ee=>ee~EE@edit0+alias0.000 | ol=>al~AL@edit1+alias0.000
keeol	K+EE+O+L	NO	7	8	9	K+EE+O+D_ADDR+L	11.387746095	2.912265672	12.843878931	k=>k~K@edit0+alias0.000 | ee=>ee~EE@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | ∅=>d~D_ADDR@edit2+alias0.000 | l=>l~L@edit0+alias0.000
keeol	K+EE+O+L	NO	13	10	10	K+SH+EE+O+L	13.251831605	3.504365177	15.004014194	k=>k~K@edit0+alias0.000 | ∅=>h~SH@edit2+alias0.502 | ee=>ee~EE@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | l=>l~L@edit0+alias0.000
keeol	K+EE+O+L	NO	10	12	11	K+EE+O+D_ADDR+AL	14.008513996	2.912265672	15.464646832	k=>k~K@edit0+alias0.000 | ee=>ee~EE@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | ∅=>d~D_ADDR@edit2+alias0.000 | l=>al~AL@edit2+alias0.000
keeol	K+EE+O+L	NO	6	11	12	K+E+E+O+L	13.723804215	3.504365177	15.475986803	k=>k~K@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | l=>l~L@edit0+alias0.000
keody	K+E+O+D_ADDR+Y	NO	1	1	1	K+E+O+DY	2.603882795	3.026736075	4.117250833	k=>k~K@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | dy=>dy~DY@edit0+alias0.000
keody	K+E+O+D_ADDR+Y	YES	2	2	2	K+E+O+D_ADDR+Y	3.931986773	2.915570647	5.389772097	k=>k~K@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | y=>y~Y@edit0+alias0.000
keody	K+E+O+D_ADDR+Y	NO	4	3	3	K+E+O+Y	5.642673506	3.237568180	7.261457596	k=>k~K@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | dy=>y~Y@edit1+alias0.000
keody	K+E+O+D_ADDR+Y	NO	3	4	4	OK+E+DY	8.558856183	2.318274722	9.717993544	keo=>keo~OK+E@edit0+alias0.787 | dy=>dy~DY@edit0+alias0.000
keody	K+E+O+D_ADDR+Y	NO	5	5	5	O+D_ADDR+Y	8.731716065	2.694596797	10.079014464	keo=>o~O@edit2+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | y=>y~Y@edit0+alias0.000
keody	K+E+O+D_ADDR+Y	NO	6	6	6	OK+E+D_ADDR+Y	9.808433326	2.799210422	11.208038537	keo=>keo~OK+E@edit0+alias0.787 | d=>d~D_ADDR@edit0+alias0.000 | y=>y~Y@edit0+alias0.000
keody	K+E+O+D_ADDR+Y	NO	7	7	7	OK+E+Y	10.297605219	2.160244103	11.377727271	keo=>keo~OK+E@edit0+alias0.787 | dy=>y~Y@edit1+alias0.000
keody	K+E+O+D_ADDR+Y	NO	8	8	8	K+CH+E+O+Y	11.757759454	3.035261973	13.275390441	k=>kc~K+CH@edit2+alias0.518 | e=>e~E@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | dy=>y~Y@edit1+alias0.000
keody	K+E+O+D_ADDR+Y	NO	11	9	9	K+E+O+CHD+Y	12.489302361	3.328671756	14.153638239	k=>k~K@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | d=>chd~CHD@edit4+alias0.500 | y=>y~Y@edit0+alias0.000
keody	K+E+O+D_ADDR+Y	NO	10	10	10	K+E+CH+E+O+Y	14.373961394	3.326850594	16.037386691	k=>k~K@edit0+alias0.000 | e=>ec~E+CH@edit2+alias0.501 | o=>e~E@edit1+alias0.000 | d=>o~O@edit1+alias0.000 | y=>y~Y@edit0+alias0.000
keody	K+E+O+D_ADDR+Y	NO	9	11	11	OK+E+CHD+Y	16.278408034	2.933345287	17.745080678	keo=>keo~OK+E@edit0+alias0.787 | d=>chd~CHD@edit4+alias0.500 | y=>y~Y@edit0+alias0.000
ld	L+D_ADDR	NO	1	1	1	L	1.133517394	3.340241000	2.803637894	ld=>ld~L@edit0+alias0.267
ld	L+D_ADDR	YES	3	2	2	L+D_ADDR	2.910920778	4.024703182	4.923272369	l=>l~L@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000
ld	L+D_ADDR	NO	2	3	3	AL	4.297829460	3.287773954	5.941716437	ld=>la~AL@edit1+alias0.500
ld	L+D_ADDR	NO	5	4	4	AL+D_ADDR	6.685135905	3.594407052	8.482339431	l=>al~AL@edit2+alias0.000 | d=>d~D_ADDR@edit0+alias0.000
ld	L+D_ADDR	NO	4	5	5	L+CHD	8.654975512	2.883903319	10.096927171	l=>l~L@edit0+alias0.000 | d=>chd~CHD@edit4+alias0.500
ld	L+D_ADDR	NO	6	6	6	AL+CHD	12.412016655	3.004644847	13.914339078	l=>al~AL@edit2+alias0.000 | d=>chd~CHD@edit4+alias0.500
okedals	OK+AL+S	NO	2	1	1	OK+E+D_ADDR+AL+S	4.128033089	2.787680203	5.521873190	ok=>ok~OK@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | al=>al~AL@edit0+alias0.000 | s=>s~S@edit0+alias0.000
okedals	OK+AL+S	NO	4	2	2	OK+E+AL+S	4.620119627	3.026998489	6.133618871	ok=>ok~OK@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | dal=>dal~AL@edit0+alias0.273 | s=>s~S@edit0+alias0.000
okedals	OK+AL+S	YES	1	3	3	OK+AL+S	5.155966466	3.207838726	6.759885829	ok=>ok~OK@edit0+alias0.000 | edal=>dal~AL@edit1+alias0.273 | s=>s~S@edit0+alias0.000
okedals	OK+AL+S	NO	3	4	4	OK+E+AL	6.018250102	2.563047630	7.299773917	ok=>ok~OK@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | dals=>dal~AL@edit1+alias0.273
okedals	OK+AL+S	NO	8	6	5	OK+E+D_ADDR+AL+SH	9.192720609	2.787680203	10.586560710	ok=>ok~OK@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | al=>al~AL@edit0+alias0.000 | s=>h~SH@edit1+alias0.502
okedals	OK+AL+S	NO	5	5	6	OK+E+DA+L	8.994682364	3.237830594	10.613597661	ok=>ok~OK@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | da=>da~DA@edit0+alias0.000 | ls=>ls~L@edit0+alias0.271
okedals	OK+AL+S	NO	13	7	7	OK+E+AL+SH	9.480241049	3.026998489	10.993740294	ok=>ok~OK@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | dal=>dal~AL@edit0+alias0.273 | s=>h~SH@edit1+alias0.502
okedals	OK+AL+S	NO	6	8	8	OK+E+D_ADDR+A_ADDR+L	9.803246506	2.963373624	11.284933318	ok=>ok~OK@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | a=>a~A_ADDR@edit0+alias0.000 | ls=>ls~L@edit0+alias0.271
okedals	OK+AL+S	NO	22	10	9	OK+E+D_ADDR+L	10.193265769	2.799210422	11.592870980	ok=>ok~OK@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | als=>ls~L@edit1+alias0.271
okedals	OK+AL+S	NO	55	9	10	OK+E+DA+AL+S	9.993386276	3.328890434	11.657831493	ok=>ok~OK@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | d=>da~DA@edit2+alias0.000 | al=>al~AL@edit0+alias0.000 | s=>s~S@edit0+alias0.000
okedals	OK+AL+S	NO	40	14	11	OK+E+D_ADDR+L+S	10.566193748	2.963373624	12.047880560	ok=>ok~OK@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | al=>l~L@edit1+alias0.000 | s=>s~S@edit0+alias0.000
okedals	OK+AL+S	NO	28	12	12	OK+E+DA+L+S	10.491270333	3.328890434	12.155715550	ok=>ok~OK@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | da=>da~DA@edit0+alias0.000 | l=>l~L@edit0+alias0.000 | s=>s~S@edit0+alias0.000
psheody	P+SH+E+O+D_ADDR+Y	YES	1	2	1	P+SH+E+O+D_ADDR+Y	3.622958966	2.798270674	5.022094303	p=>p~P@edit0+alias0.000 | sh=>sh~SH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | y=>y~Y@edit0+alias0.000
psheody	P+SH+E+O+D_ADDR+Y	NO	2	1	2	P+SH+E+O+DY	3.465919123	3.350936594	5.141387420	p=>p~P@edit0+alias0.000 | sh=>sh~SH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | dy=>dy~DY@edit0+alias0.000
psheody	P+SH+E+O+D_ADDR+Y	NO	3	3	3	P+SH+E+O+Y	5.732150042	3.175243173	7.319771628	p=>p~P@edit0+alias0.000 | sh=>sh~SH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | dy=>y~Y@edit1+alias0.000
psheody	P+SH+E+O+D_ADDR+Y	NO	4	4	4	P+E+O+DY	8.370223513	3.763973286	10.252210156	ps=>ps~P@edit0+alias0.253 | heo=>heo~E+O@edit0+alias0.272 | dy=>dy~DY@edit0+alias0.000
psheody	P+SH+E+O+D_ADDR+Y	NO	14	5	5	P+SH+E+O+D_ADDR+DY	8.811116927	3.436694755	10.529464304	p=>p~P@edit0+alias0.000 | sh=>sh~SH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | ∅=>d~D_ADDR@edit2+alias0.000 | dy=>dy~DY@edit0+alias0.000
psheody	P+SH+E+O+D_ADDR+Y	NO	10	7	6	P+S+SH+E+O+D_ADDR+Y	9.159543538	3.365585172	10.842336124	p=>p~P@edit0+alias0.000 | s=>s~S@edit0+alias0.000 | h=>h~SH@edit0+alias0.502 | e=>e~E@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | d=>d~D_ADDR@edit0+alias0.000 | y=>y~Y@edit0+alias0.000
psheody	P+SH+E+O+D_ADDR+Y	NO	19	6	7	P+S+SH+E+O+DY	8.946937266	3.920343747	10.907109139	p=>p~P@edit0+alias0.000 | s=>s~S@edit0+alias0.000 | h=>h~SH@edit0+alias0.502 | e=>e~E@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | dy=>dy~DY@edit0+alias0.000
psheody	P+SH+E+O+D_ADDR+Y	NO	18	8	8	P+SH+E+O+R	9.286770257	3.350936594	10.962238554	p=>p~P@edit0+alias0.000 | sh=>sh~SH@edit0+alias0.000 | e=>e~E@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | dy=>r~R@edit2+alias0.000
psheody	P+SH+E+O+D_ADDR+Y	NO	22	9	9	P+SH+SH+E+O+DY	9.421457888	3.630319390	11.236617583	p=>p~P@edit0+alias0.000 | s=>h~SH@edit1+alias0.502 | h=>h~SH@edit0+alias0.502 | e=>e~E@edit0+alias0.000 | o=>o~O@edit0+alias0.000 | dy=>dy~DY@edit0+alias0.000
