event_id	page	record	statement_id	statement_ordinal	surface	component_parse	event_role	atomic_card_value_de	source_action_de	revised_event_reading_de	meaning_preserved	macro_id	natural_complete_statement_de	event_retained_in_full_sequence
E076	f56r	H5	H5-S001	3	chodaly	HO+AL+Y	ARGUMENT_OR_STATE	Gabe · bezeichnete Stelle · dieser Posten	NON_ACTION_CONTRIBUTION	Gabe · bezeichnete Stelle · dieser Posten	YES	NONE	Bei der abgebildeten mehrköpfigen Pflanze: abziehen; dann zuführen; dann abziehen; dann Pflanzenstoff in den Ansatz geben. Angaben: Gabe | Gabe · bezeichnete Stelle · dieser Posten | vorgeschriebenes Maß | Gabe | bezeichnete Stelle.	YES
E077	f56r	H5	H5-S001	4	daiin	AIIN	ARGUMENT_OR_STATE	vorgeschriebenes Maß	NON_ACTION_CONTRIBUTION	vorgeschriebenes Maß	YES	NONE	Bei der abgebildeten mehrköpfigen Pflanze: abziehen; dann zuführen; dann abziehen; dann Pflanzenstoff in den Ansatz geben. Angaben: Gabe | Gabe · bezeichnete Stelle · dieser Posten | vorgeschriebenes Maß | Gabe | bezeichnete Stelle.	YES
E078	f56r	H5	H5-S001	5	sho	HO	ARGUMENT_OR_STATE	Gabe	NON_ACTION_CONTRIBUTION	Gabe	YES	NONE	Bei der abgebildeten mehrköpfigen Pflanze: abziehen; dann zuführen; dann abziehen; dann Pflanzenstoff in den Ansatz geben. Angaben: Gabe | Gabe · bezeichnete Stelle · dieser Posten | vorgeschriebenes Maß | Gabe | bezeichnete Stelle.	YES
E079	f56r	H5	H5-S001	6	kchol	K+OL	ACTION	fortsetzen den laufenden Posten zuführen	zuführen	zuführen	YES	NONE	Bei der abgebildeten mehrköpfigen Pflanze: abziehen; dann zuführen; dann abziehen; dann Pflanzenstoff in den Ansatz geben. Angaben: Gabe | Gabe · bezeichnete Stelle · dieser Posten | vorgeschriebenes Maß | Gabe | bezeichnete Stelle.	YES
E080	f56r	H5	H5-S001	7	otchor	OT+CH+OR	ACTION	danach den Ansatz abziehen	abziehen	abziehen	YES	NONE	Bei der abgebildeten mehrköpfigen Pflanze: abziehen; dann zuführen; dann abziehen; dann Pflanzenstoff in den Ansatz geben. Angaben: Gabe | Gabe · bezeichnete Stelle · dieser Posten | vorgeschriebenes Maß | Gabe | bezeichnete Stelle.	YES
E081	f56r	H5	H5-S001	8	choky	OK+Y	ACTION	den aktuellen Posten in Einsatz bringen	einsetzen	Pflanzenstoff in den Ansatz geben	YES	NONE	Bei der abgebildeten mehrköpfigen Pflanze: abziehen; dann zuführen; dann abziehen; dann Pflanzenstoff in den Ansatz geben. Angaben: Gabe | Gabe · bezeichnete Stelle · dieser Posten | vorgeschriebenes Maß | Gabe | bezeichnete Stelle.	YES
E082	f56r	H5	H5-S001	9	dal	AL	ARGUMENT_OR_STATE	bezeichnete Stelle	NON_ACTION_CONTRIBUTION	bezeichnete Stelle	YES	NONE	Bei der abgebildeten mehrköpfigen Pflanze: abziehen; dann zuführen; dann abziehen; dann Pflanzenstoff in den Ansatz geben. Angaben: Gabe | Gabe · bezeichnete Stelle · dieser Posten | vorgeschriebenes Maß | Gabe | bezeichnete Stelle.	YES
E083	f56r	H5	H5-S002	1	schol	OL	ARGUMENT_OR_STATE	fortsetzen	NON_ACTION_CONTRIBUTION	fortsetzen	YES	NONE	Bei der abgebildeten mehrköpfigen Pflanze: anlegen; dann ablaufen lassen. Angaben: fortsetzen | Gabe · dieser Posten.	YES
E084	f56r	H5	H5-S002	2	choy	HO+Y	ARGUMENT_OR_STATE	Gabe · dieser Posten	NON_ACTION_CONTRIBUTION	Gabe · dieser Posten	YES	NONE	Bei der abgebildeten mehrköpfigen Pflanze: anlegen; dann ablaufen lassen. Angaben: fortsetzen | Gabe · dieser Posten.	YES
E085	f56r	H5	H5-S002	3	choky	OK+Y	ACTION	den aktuellen Posten in Einsatz bringen	anlegen	anlegen	YES	NONE	Bei der abgebildeten mehrköpfigen Pflanze: anlegen; dann ablaufen lassen. Angaben: fortsetzen | Gabe · dieser Posten.	YES
E086	f56r	H5	H5-S002	4	cheeckhody	CH+EE+CKH+O+DY	ACTION	den Arbeitsgang durch Durchlass länger abziehen; Schritt schließen	ablaufen lassen	ablaufen lassen	YES	NONE	Bei der abgebildeten mehrköpfigen Pflanze: anlegen; dann ablaufen lassen. Angaben: fortsetzen | Gabe · dieser Posten.	YES
E087	f56r	H5	H5-S003	1	sh	SH	ACTION	den laufenden Posten halten	halten	ziehen lassen	YES	NONE	Bei der abgebildeten mehrköpfigen Pflanze: ziehen lassen; dann zugeben; dann einsetzen + einsetzen. Angaben: Gabe.	YES
E088	f56r	H5	H5-S003	2	cho	HO	ARGUMENT_OR_STATE	Gabe	NON_ACTION_CONTRIBUTION	Gabe	YES	NONE	Bei der abgebildeten mehrköpfigen Pflanze: ziehen lassen; dann zugeben; dann einsetzen + einsetzen. Angaben: Gabe.	YES
E089	f56r	H5	H5-S003	3	kchey	K+E+Y	ACTION	diesen Posten kurz zuführen	zugeben	zugeben	YES	NONE	Bei der abgebildeten mehrköpfigen Pflanze: ziehen lassen; dann zugeben; dann einsetzen + einsetzen. Angaben: Gabe.	YES
E090	f56r	H5	H5-S003	4	qokokchy	OK+OK+Y	ACTION	diesen Posten ansetzen und ansetzen	einsetzen + einsetzen	einsetzen + einsetzen	YES	NONE	Bei der abgebildeten mehrköpfigen Pflanze: ziehen lassen; dann zugeben; dann einsetzen + einsetzen. Angaben: Gabe.	YES
E091	f56r	H5	H5-S004	1	okchy	OK+Y	ACTION	den aktuellen Posten in Einsatz bringen	einsetzen	Pflanzenstoff in den Ansatz geben	YES	NONE	Bei der abgebildeten mehrköpfigen Pflanze: Pflanzenstoff in den Ansatz geben; dann ansetzen + abziehen; dann zuführen.	YES
E092	f56r	H5	H5-S004	2	chokcheo	OK+CH+E+O	ACTION	den Arbeitsgang kurz ansetzen und abziehen	ansetzen + abziehen	ansetzen + abziehen	YES	NONE	Bei der abgebildeten mehrköpfigen Pflanze: Pflanzenstoff in den Ansatz geben; dann ansetzen + abziehen; dann zuführen.	YES
E093	f56r	H5	H5-S004	3	kchal	K+AL	ACTION	den laufenden Posten an bezeichnete Stelle zuführen	zuführen	zuführen	YES	NONE	Bei der abgebildeten mehrköpfigen Pflanze: Pflanzenstoff in den Ansatz geben; dann ansetzen + abziehen; dann zuführen.	YES
E094	f56r	H5	H5-S005	1	sho	HO	ARGUMENT_OR_STATE	Gabe	NON_ACTION_CONTRIBUTION	Gabe	YES	NONE	Bei der abgebildeten mehrköpfigen Pflanze: ansetzen; dann zugeben. Angaben: Gabe | danach · Arbeitsgang · Portion.	YES
E095	f56r	H5	H5-S005	2	chokchy	OK+Y	ACTION	den aktuellen Posten in Einsatz bringen	ansetzen	ansetzen	YES	NONE	Bei der abgebildeten mehrköpfigen Pflanze: ansetzen; dann zugeben. Angaben: Gabe | danach · Arbeitsgang · Portion.	YES
E096	f56r	H5	H5-S005	3	kchoar	K+HO+AR	ACTION	den Gabe von dort zuführen	zugeben	zugeben	YES	NONE	Bei der abgebildeten mehrköpfigen Pflanze: ansetzen; dann zugeben. Angaben: Gabe | danach · Arbeitsgang · Portion.	YES
E097	f56r	H5	H5-S005	4	sotodan	OT+O+AIN	ARGUMENT_OR_STATE	danach · Arbeitsgang · Portion	NON_ACTION_CONTRIBUTION	danach · Arbeitsgang · Portion	YES	NONE	Bei der abgebildeten mehrköpfigen Pflanze: ansetzen; dann zugeben. Angaben: Gabe | danach · Arbeitsgang · Portion.	YES
E098	f56r	H5	H5-S006	1	otchey	OT+Y	ARGUMENT_OR_STATE	danach · dieser Posten	NON_ACTION_CONTRIBUTION	danach · dieser Posten	YES	WM04	Bei der abgebildeten Pflanze: Die vorgesehene Menge einfüllen. Vollfolge: zugeben. Angaben: danach · dieser Posten | vorgeschriebenes Maß.	YES
E099	f56r	H5	H5-S006	2	keol	K+E+OL	ACTION	fortsetzen den laufenden Posten kurz zuführen	zugeben	zugeben	YES	WM04	Bei der abgebildeten Pflanze: Die vorgesehene Menge einfüllen. Vollfolge: zugeben. Angaben: danach · dieser Posten | vorgeschriebenes Maß.	YES
E100	f56r	H5	H5-S006	3	daiin	AIIN	ARGUMENT_OR_STATE	vorgeschriebenes Maß	NON_ACTION_CONTRIBUTION	vorgeschriebenes Maß	YES	WM04	Bei der abgebildeten Pflanze: Die vorgesehene Menge einfüllen. Vollfolge: zugeben. Angaben: danach · dieser Posten | vorgeschriebenes Maß.	YES
E101	f81v	B1	B1-S001	1	qokedy	OK+E+DY	ACTION	den laufenden Posten kurz ansetzen; Schritt schließen	einwirken lassen	einwirken lassen	YES	WM02	Am gemeinsamen Becken: Einwirken oder stehen lassen und danach abschließen. Vollfolge: einwirken lassen.	YES
E102	f81v	B1	B1-S002	1	okaiin	OK+AIIN	ACTION	nach vorgeschriebenem Maß in Einsatz bringen	einsetzen	bis zum Sollmaß beschicken	YES	NONE	Bei dem gemeinsamen Becken: bis zum Sollmaß beschicken; dann einspeisen; dann anlegen; dann dosiert zugeben; dann dosiert zugeben; dann abkühlen lassen; dann führen; dann zurückhalten; dann anlegen; dann durchleiten. Angaben: von dort | fortsetzen | bezeichnete Stelle | fortsetzen | fortsetzen · Ansatz | fortsetzen | vorgeschriebenes Maß | vorgeschriebenes Maß | Durchlass · dieser Posten.	YES
E103	f81v	B1	B1-S002	2	kair	K+AIR	ACTION	den laufenden Posten durch laufender Bestand zuführen	einspeisen	einspeisen	YES	NONE	Bei dem gemeinsamen Becken: bis zum Sollmaß beschicken; dann einspeisen; dann anlegen; dann dosiert zugeben; dann dosiert zugeben; dann abkühlen lassen; dann führen; dann zurückhalten; dann anlegen; dann durchleiten. Angaben: von dort | fortsetzen | bezeichnete Stelle | fortsetzen | fortsetzen · Ansatz | fortsetzen | vorgeschriebenes Maß | vorgeschriebenes Maß | Durchlass · dieser Posten.	YES
E104	f81v	B1	B1-S002	3	okal	OK+AL	ACTION	den laufenden Posten an bezeichnete Stelle ansetzen	anlegen	anlegen	YES	NONE	Bei dem gemeinsamen Becken: bis zum Sollmaß beschicken; dann einspeisen; dann anlegen; dann dosiert zugeben; dann dosiert zugeben; dann abkühlen lassen; dann führen; dann zurückhalten; dann anlegen; dann durchleiten. Angaben: von dort | fortsetzen | bezeichnete Stelle | fortsetzen | fortsetzen · Ansatz | fortsetzen | vorgeschriebenes Maß | vorgeschriebenes Maß | Durchlass · dieser Posten.	YES
E105	f81v	B1	B1-S002	4	sar	AR	ARGUMENT_OR_STATE	von dort	NON_ACTION_CONTRIBUTION	von dort	YES	NONE	Bei dem gemeinsamen Becken: bis zum Sollmaß beschicken; dann einspeisen; dann anlegen; dann dosiert zugeben; dann dosiert zugeben; dann abkühlen lassen; dann führen; dann zurückhalten; dann anlegen; dann durchleiten. Angaben: von dort | fortsetzen | bezeichnete Stelle | fortsetzen | fortsetzen · Ansatz | fortsetzen | vorgeschriebenes Maß | vorgeschriebenes Maß | Durchlass · dieser Posten.	YES
E106	f81v	B1	B1-S002	5	ol	OL	ARGUMENT_OR_STATE	fortsetzen	NON_ACTION_CONTRIBUTION	fortsetzen	YES	NONE	Bei dem gemeinsamen Becken: bis zum Sollmaß beschicken; dann einspeisen; dann anlegen; dann dosiert zugeben; dann dosiert zugeben; dann abkühlen lassen; dann führen; dann zurückhalten; dann anlegen; dann durchleiten. Angaben: von dort | fortsetzen | bezeichnete Stelle | fortsetzen | fortsetzen · Ansatz | fortsetzen | vorgeschriebenes Maß | vorgeschriebenes Maß | Durchlass · dieser Posten.	YES
E107	f81v	B1	B1-S002	6	kain	K+AIN	ACTION	den laufenden Posten nach Portion zuführen	dosiert zugeben	dosiert zugeben	YES	NONE	Bei dem gemeinsamen Becken: bis zum Sollmaß beschicken; dann einspeisen; dann anlegen; dann dosiert zugeben; dann dosiert zugeben; dann abkühlen lassen; dann führen; dann zurückhalten; dann anlegen; dann durchleiten. Angaben: von dort | fortsetzen | bezeichnete Stelle | fortsetzen | fortsetzen · Ansatz | fortsetzen | vorgeschriebenes Maß | vorgeschriebenes Maß | Durchlass · dieser Posten.	YES
E108	f81v	B1	B1-S002	7	olkain	OL+K+AIN	ACTION	fortsetzen den laufenden Posten nach Portion zuführen	dosiert zugeben	dosiert zugeben	YES	NONE	Bei dem gemeinsamen Becken: bis zum Sollmaß beschicken; dann einspeisen; dann anlegen; dann dosiert zugeben; dann dosiert zugeben; dann abkühlen lassen; dann führen; dann zurückhalten; dann anlegen; dann durchleiten. Angaben: von dort | fortsetzen | bezeichnete Stelle | fortsetzen | fortsetzen · Ansatz | fortsetzen | vorgeschriebenes Maß | vorgeschriebenes Maß | Durchlass · dieser Posten.	YES
E109	f81v	B1	B1-S002	8	al	AL	ARGUMENT_OR_STATE	bezeichnete Stelle	NON_ACTION_CONTRIBUTION	bezeichnete Stelle	YES	NONE	Bei dem gemeinsamen Becken: bis zum Sollmaß beschicken; dann einspeisen; dann anlegen; dann dosiert zugeben; dann dosiert zugeben; dann abkühlen lassen; dann führen; dann zurückhalten; dann anlegen; dann durchleiten. Angaben: von dort | fortsetzen | bezeichnete Stelle | fortsetzen | fortsetzen · Ansatz | fortsetzen | vorgeschriebenes Maß | vorgeschriebenes Maß | Durchlass · dieser Posten.	YES
E110	f81v	B1	B1-S002	9	ol	OL	ARGUMENT_OR_STATE	fortsetzen	NON_ACTION_CONTRIBUTION	fortsetzen	YES	NONE	Bei dem gemeinsamen Becken: bis zum Sollmaß beschicken; dann einspeisen; dann anlegen; dann dosiert zugeben; dann dosiert zugeben; dann abkühlen lassen; dann führen; dann zurückhalten; dann anlegen; dann durchleiten. Angaben: von dort | fortsetzen | bezeichnete Stelle | fortsetzen | fortsetzen · Ansatz | fortsetzen | vorgeschriebenes Maß | vorgeschriebenes Maß | Durchlass · dieser Posten.	YES
E111	f81v	B1	B1-S002	10	rol	R+OL	ACTION	fortsetzen den laufenden Posten abkühlen	abkühlen lassen	abkühlen lassen	YES	NONE	Bei dem gemeinsamen Becken: bis zum Sollmaß beschicken; dann einspeisen; dann anlegen; dann dosiert zugeben; dann dosiert zugeben; dann abkühlen lassen; dann führen; dann zurückhalten; dann anlegen; dann durchleiten. Angaben: von dort | fortsetzen | bezeichnete Stelle | fortsetzen | fortsetzen · Ansatz | fortsetzen | vorgeschriebenes Maß | vorgeschriebenes Maß | Durchlass · dieser Posten.	YES
E112	f81v	B1	B1-S002	11	dl	L	ACTION	leiten	führen	führen	YES	NONE	Bei dem gemeinsamen Becken: bis zum Sollmaß beschicken; dann einspeisen; dann anlegen; dann dosiert zugeben; dann dosiert zugeben; dann abkühlen lassen; dann führen; dann zurückhalten; dann anlegen; dann durchleiten. Angaben: von dort | fortsetzen | bezeichnete Stelle | fortsetzen | fortsetzen · Ansatz | fortsetzen | vorgeschriebenes Maß | vorgeschriebenes Maß | Durchlass · dieser Posten.	YES
E113	f81v	B1	B1-S002	12	olor	OL+OR	ARGUMENT_OR_STATE	fortsetzen · Ansatz	NON_ACTION_CONTRIBUTION	fortsetzen · Ansatz	YES	NONE	Bei dem gemeinsamen Becken: bis zum Sollmaß beschicken; dann einspeisen; dann anlegen; dann dosiert zugeben; dann dosiert zugeben; dann abkühlen lassen; dann führen; dann zurückhalten; dann anlegen; dann durchleiten. Angaben: von dort | fortsetzen | bezeichnete Stelle | fortsetzen | fortsetzen · Ansatz | fortsetzen | vorgeschriebenes Maß | vorgeschriebenes Maß | Durchlass · dieser Posten.	YES
E114	f81v	B1	B1-S002	13	ol	OL	ARGUMENT_OR_STATE	fortsetzen	NON_ACTION_CONTRIBUTION	fortsetzen	YES	NONE	Bei dem gemeinsamen Becken: bis zum Sollmaß beschicken; dann einspeisen; dann anlegen; dann dosiert zugeben; dann dosiert zugeben; dann abkühlen lassen; dann führen; dann zurückhalten; dann anlegen; dann durchleiten. Angaben: von dort | fortsetzen | bezeichnete Stelle | fortsetzen | fortsetzen · Ansatz | fortsetzen | vorgeschriebenes Maß | vorgeschriebenes Maß | Durchlass · dieser Posten.	YES
E115	f81v	B1	B1-S002	14	sheckhal	SH+E+CKH+AL	ACTION	den laufenden Posten an bezeichnete Stelle durch Durchlass kurz halten	zurückhalten	zurückhalten	YES	NONE	Bei dem gemeinsamen Becken: bis zum Sollmaß beschicken; dann einspeisen; dann anlegen; dann dosiert zugeben; dann dosiert zugeben; dann abkühlen lassen; dann führen; dann zurückhalten; dann anlegen; dann durchleiten. Angaben: von dort | fortsetzen | bezeichnete Stelle | fortsetzen | fortsetzen · Ansatz | fortsetzen | vorgeschriebenes Maß | vorgeschriebenes Maß | Durchlass · dieser Posten.	YES
E116	f81v	B1	B1-S002	15	daiin	AIIN	ARGUMENT_OR_STATE	vorgeschriebenes Maß	NON_ACTION_CONTRIBUTION	vorgeschriebenes Maß	YES	NONE	Bei dem gemeinsamen Becken: bis zum Sollmaß beschicken; dann einspeisen; dann anlegen; dann dosiert zugeben; dann dosiert zugeben; dann abkühlen lassen; dann führen; dann zurückhalten; dann anlegen; dann durchleiten. Angaben: von dort | fortsetzen | bezeichnete Stelle | fortsetzen | fortsetzen · Ansatz | fortsetzen | vorgeschriebenes Maß | vorgeschriebenes Maß | Durchlass · dieser Posten.	YES
E117	f81v	B1	B1-S002	16	qokeedal	OK+EE+AL	ACTION	den laufenden Posten an bezeichnete Stelle länger ansetzen	anlegen	anlegen	YES	NONE	Bei dem gemeinsamen Becken: bis zum Sollmaß beschicken; dann einspeisen; dann anlegen; dann dosiert zugeben; dann dosiert zugeben; dann abkühlen lassen; dann führen; dann zurückhalten; dann anlegen; dann durchleiten. Angaben: von dort | fortsetzen | bezeichnete Stelle | fortsetzen | fortsetzen · Ansatz | fortsetzen | vorgeschriebenes Maß | vorgeschriebenes Maß | Durchlass · dieser Posten.	YES
E118	f81v	B1	B1-S002	17	daiin	AIIN	ARGUMENT_OR_STATE	vorgeschriebenes Maß	NON_ACTION_CONTRIBUTION	vorgeschriebenes Maß	YES	NONE	Bei dem gemeinsamen Becken: bis zum Sollmaß beschicken; dann einspeisen; dann anlegen; dann dosiert zugeben; dann dosiert zugeben; dann abkühlen lassen; dann führen; dann zurückhalten; dann anlegen; dann durchleiten. Angaben: von dort | fortsetzen | bezeichnete Stelle | fortsetzen | fortsetzen · Ansatz | fortsetzen | vorgeschriebenes Maß | vorgeschriebenes Maß | Durchlass · dieser Posten.	YES
E119	f81v	B1	B1-S002	18	chckhy	CKH+Y	ARGUMENT_OR_STATE	Durchlass · dieser Posten	NON_ACTION_CONTRIBUTION	Durchlass · dieser Posten	YES	NONE	Bei dem gemeinsamen Becken: bis zum Sollmaß beschicken; dann einspeisen; dann anlegen; dann dosiert zugeben; dann dosiert zugeben; dann abkühlen lassen; dann führen; dann zurückhalten; dann anlegen; dann durchleiten. Angaben: von dort | fortsetzen | bezeichnete Stelle | fortsetzen | fortsetzen · Ansatz | fortsetzen | vorgeschriebenes Maß | vorgeschriebenes Maß | Durchlass · dieser Posten.	YES
E120	f81v	B1	B1-S002	19	schedy	CHD+DY	ACTION	überführen und den Schritt schließen	durchleiten	durchleiten	YES	NONE	Bei dem gemeinsamen Becken: bis zum Sollmaß beschicken; dann einspeisen; dann anlegen; dann dosiert zugeben; dann dosiert zugeben; dann abkühlen lassen; dann führen; dann zurückhalten; dann anlegen; dann durchleiten. Angaben: von dort | fortsetzen | bezeichnete Stelle | fortsetzen | fortsetzen · Ansatz | fortsetzen | vorgeschriebenes Maß | vorgeschriebenes Maß | Durchlass · dieser Posten.	YES
E121	f81v	B1	B1-S003	1	qol	OL	ARGUMENT_OR_STATE	fortsetzen	NON_ACTION_CONTRIBUTION	fortsetzen	YES	NONE	Bei dem gemeinsamen Becken: halten + zugeben + überführen. Angaben: fortsetzen.	YES
E122	f81v	B1	B1-S003	2	sshkchdy	SH+K+CHD+DY	ACTION	den laufenden Posten halten und zuführen und umsetzen; Schritt schließen	halten + zugeben + überführen	halten + zugeben + überführen	YES	NONE	Bei dem gemeinsamen Becken: halten + zugeben + überführen. Angaben: fortsetzen.	YES
E123	f81v	B1	B1-S004	1	chedy	CHD+Y	ACTION	den aktuellen Posten umsetzen	umsetzen	umschöpfen	YES	WM14	Am gemeinsamen Becken: Weiterführen, auffangen oder absetzen und abschließen. Vollfolge: umschöpfen → absetzen lassen. Angaben: fortsetzen.	YES
E124	f81v	B1	B1-S004	2	ol	OL	ARGUMENT_OR_STATE	fortsetzen	NON_ACTION_CONTRIBUTION	fortsetzen	YES	WM14	Am gemeinsamen Becken: Weiterführen, auffangen oder absetzen und abschließen. Vollfolge: umschöpfen → absetzen lassen. Angaben: fortsetzen.	YES
E125	f81v	B1	B1-S004	3	shedy	SHED+DY	ACTION	absetzen und den Schritt schließen	absetzen lassen	absetzen lassen	YES	WM14	Am gemeinsamen Becken: Weiterführen, auffangen oder absetzen und abschließen. Vollfolge: umschöpfen → absetzen lassen. Angaben: fortsetzen.	YES
E126	f81v	B1	B1-S005	1	qolchedy	OL+CHD+DY	ACTION	fortsetzen den laufenden Posten umsetzen; Schritt schließen	überführen	in die nächste Station weitergeben	YES	WM01	Am gemeinsamen Becken: Zur nächsten sichtbaren Station führen und dort abschließen. Vollfolge: in die nächste Station weitergeben.	YES
E127	f81v	B1	B1-S006	1	qokain	OK+AIN	ACTION	den laufenden Posten nach Portion ansetzen	einsetzen	eine Portion einfüllen	YES	NONE	Bei dem gemeinsamen Becken: eine Portion einfüllen; dann durchleiten; dann abkühlen lassen. Angaben: Durchlass · dieser Posten.	YES
E128	f81v	B1	B1-S006	2	shckhy	CKH+Y	ARGUMENT_OR_STATE	Durchlass · dieser Posten	NON_ACTION_CONTRIBUTION	Durchlass · dieser Posten	YES	NONE	Bei dem gemeinsamen Becken: eine Portion einfüllen; dann durchleiten; dann abkühlen lassen. Angaben: Durchlass · dieser Posten.	YES
E129	f81v	B1	B1-S006	3	dl	L	ACTION	leiten	durchleiten	durchleiten	YES	NONE	Bei dem gemeinsamen Becken: eine Portion einfüllen; dann durchleiten; dann abkühlen lassen. Angaben: Durchlass · dieser Posten.	YES
E130	f81v	B1	B1-S006	4	ral	R+AL	ACTION	den laufenden Posten an bezeichnete Stelle abkühlen	abkühlen lassen	abkühlen lassen	YES	NONE	Bei dem gemeinsamen Becken: eine Portion einfüllen; dann durchleiten; dann abkühlen lassen. Angaben: Durchlass · dieser Posten.	YES
E131	f81v	B1	B1-S007	1	qokchdy	OK+CHD+DY	ACTION	den laufenden Posten ansetzen und umsetzen; Schritt schließen	einsetzen + überführen	einsetzen + überführen	YES	WM06	Am gemeinsamen Becken: Eine Portion einfüllen, weiterführen und abschließen. Vollfolge: einsetzen + überführen.	YES
E132	f81v	B1	B1-S008	1	chey	Y	ARGUMENT_OR_STATE	dieser Posten	NON_ACTION_CONTRIBUTION	dieser Posten	YES	WM09	Am gemeinsamen Becken: Einwirken lassen, absetzen und abschließen. Vollfolge: warm halten → absetzen lassen. Angaben: dieser Posten | fortsetzen | fortsetzen.	YES
E133	f81v	B1	B1-S008	2	ol	OL	ARGUMENT_OR_STATE	fortsetzen	NON_ACTION_CONTRIBUTION	fortsetzen	YES	WM09	Am gemeinsamen Becken: Einwirken lassen, absetzen und abschließen. Vollfolge: warm halten → absetzen lassen. Angaben: dieser Posten | fortsetzen | fortsetzen.	YES
E134	f81v	B1	B1-S008	3	cheky	CHK+E+Y	ACTION	diesen Posten kurz wärmen	warm halten	warm halten	YES	WM09	Am gemeinsamen Becken: Einwirken lassen, absetzen und abschließen. Vollfolge: warm halten → absetzen lassen. Angaben: dieser Posten | fortsetzen | fortsetzen.	YES
E135	f81v	B1	B1-S008	4	ol	OL	ARGUMENT_OR_STATE	fortsetzen	NON_ACTION_CONTRIBUTION	fortsetzen	YES	WM09	Am gemeinsamen Becken: Einwirken lassen, absetzen und abschließen. Vollfolge: warm halten → absetzen lassen. Angaben: dieser Posten | fortsetzen | fortsetzen.	YES
E136	f81v	B1	B1-S008	5	shedy	SHED+DY	ACTION	absetzen und den Schritt schließen	absetzen lassen	absetzen lassen	YES	WM09	Am gemeinsamen Becken: Einwirken lassen, absetzen und abschließen. Vollfolge: warm halten → absetzen lassen. Angaben: dieser Posten | fortsetzen | fortsetzen.	YES
E137	f81v	B1	B1-S009	1	qokedy	OK+E+DY	ACTION	den laufenden Posten kurz ansetzen; Schritt schließen	einwirken lassen	einwirken lassen	YES	WM02	Am gemeinsamen Becken: Einwirken oder stehen lassen und danach abschließen. Vollfolge: einwirken lassen.	YES
E138	f81v	B1	B1-S010	1	qokedy	OK+E+DY	ACTION	den laufenden Posten kurz ansetzen; Schritt schließen	einwirken lassen	einwirken lassen	YES	WM02	Am gemeinsamen Becken: Einwirken oder stehen lassen und danach abschließen. Vollfolge: einwirken lassen.	YES
E139	f81v	B1	B1-S011	1	chckhy	CKH+Y	ARGUMENT_OR_STATE	Durchlass · dieser Posten	NON_ACTION_CONTRIBUTION	Durchlass · dieser Posten	YES	WM12	Am gemeinsamen Becken: Zur nächsten sichtbaren Station führen. Vollfolge: einleiten. Angaben: Durchlass · dieser Posten.	YES
E140	f81v	B1	B1-S011	2	qoky	OK+Y	ACTION	den aktuellen Posten in Einsatz bringen	einleiten	einleiten	YES	WM12	Am gemeinsamen Becken: Zur nächsten sichtbaren Station führen. Vollfolge: einleiten. Angaben: Durchlass · dieser Posten.	YES
E141	f81v	B1	B1-S012	1	lsho	LSH+O	ACTION	den Arbeitsgang waschen	waschen	waschen	YES	NONE	Bei dem gemeinsamen Becken: waschen; dann wirken lassen; dann durchwaschen.	YES
E142	f81v	B1	B1-S012	2	qokey	OK+E+Y	ACTION	diesen Posten kurz ansetzen	wirken lassen	wirken lassen	YES	NONE	Bei dem gemeinsamen Becken: waschen; dann wirken lassen; dann durchwaschen.	YES
E143	f81v	B1	B1-S012	3	lshedy	LSH+E+DY	ACTION	den laufenden Posten kurz waschen; Schritt schließen	durchwaschen	durchwaschen	YES	NONE	Bei dem gemeinsamen Becken: waschen; dann wirken lassen; dann durchwaschen.	YES
E144	f81v	B1	B1-S013	1	lshedy	LSH+E+DY	ACTION	den laufenden Posten kurz waschen; Schritt schließen	durchwaschen	durchwaschen	YES	NONE	Bei dem gemeinsamen Becken: durchwaschen.	YES
E145	f81v	B1	B1-S014	1	chedy	CHD+Y	ACTION	den aktuellen Posten umsetzen	umsetzen	umschöpfen	YES	NONE	Bei dem gemeinsamen Becken: umschöpfen; dann auffangen; dann hinleiten + umfüllen. Angaben: fortsetzen | danach · von dort.	YES
E146	f81v	B1	B1-S014	2	qolky	SOLK+Y	ACTION	diesen Posten auffangen	auffangen	auffangen	YES	NONE	Bei dem gemeinsamen Becken: umschöpfen; dann auffangen; dann hinleiten + umfüllen. Angaben: fortsetzen | danach · von dort.	YES
E147	f81v	B1	B1-S014	3	lchedal	L+CHD+AL	ACTION	den laufenden Posten an bezeichnete Stelle führen und umsetzen	hinleiten + umfüllen	hinleiten + umfüllen	YES	NONE	Bei dem gemeinsamen Becken: umschöpfen; dann auffangen; dann hinleiten + umfüllen. Angaben: fortsetzen | danach · von dort.	YES
E148	f81v	B1	B1-S014	4	qol	OL	ARGUMENT_OR_STATE	fortsetzen	NON_ACTION_CONTRIBUTION	fortsetzen	YES	NONE	Bei dem gemeinsamen Becken: umschöpfen; dann auffangen; dann hinleiten + umfüllen. Angaben: fortsetzen | danach · von dort.	YES
E149	f81v	B1	B1-S014	5	otar	OT+AR	ARGUMENT_OR_STATE	danach · von dort	NON_ACTION_CONTRIBUTION	danach · von dort	YES	NONE	Bei dem gemeinsamen Becken: umschöpfen; dann auffangen; dann hinleiten + umfüllen. Angaben: fortsetzen | danach · von dort.	YES
