statement_id	page	record	silent_owner_de	phase_signature	macro_id	editorial_mode	full_action_sequence_de	argument_sequence_de	natural_complete_translation_de	all_actions_visible
B3-S012	f83r	B3	untere Randfigur im korbartigen Gefäß	SETTLE>CLOSE	WM03	NATURAL_MACRO_PLUS_FULL_EXPANSION	absetzen lassen	Ansatz	Am korbartigen Gefäß: Ruhen und absetzen lassen; danach abschließen. Vollfolge: absetzen lassen. Angaben: Ansatz.	YES
B3-S013	f83r	B3	untere Randfigur im korbartigen Gefäß	MEASURE_CHARGE>HOLD>CLOSE	WM05	NATURAL_MACRO_PLUS_FULL_EXPANSION	bis zum Sollmaß beschicken → dosiert zugeben → einwirken lassen	bereit · kurz · dieser Posten	Am korbartigen Gefäß: Eine Portion einfüllen, einwirken lassen und abschließen. Vollfolge: bis zum Sollmaß beschicken → dosiert zugeben → einwirken lassen. Angaben: bereit · kurz · dieser Posten.	YES
B3-S014	f83r	B3	untere Randfigur im korbartigen Gefäß	ROUTE>SETTLE>CLOSE	WM14	NATURAL_MACRO_PLUS_FULL_EXPANSION	einleiten → ruhen lassen	NONE	Am korbartigen Gefäß: Weiterführen, auffangen oder absetzen und abschließen. Vollfolge: einleiten → ruhen lassen.	YES
B3-S015	f83r	B3	untere Randfigur im korbartigen Gefäß	ROUTE>CLOSE	WM01	NATURAL_MACRO_PLUS_FULL_EXPANSION	abführen + überführen	NONE	Am korbartigen Gefäß: Zur nächsten sichtbaren Station führen und dort abschließen. Vollfolge: abführen + überführen.	YES
B3-S016	f83r	B3	untere Randfigur im korbartigen Gefäß	ROUTE>MEASURE_CHARGE>ROUTE>CLOSE	WM13	NATURAL_MACRO_PLUS_FULL_EXPANSION	führen → einsetzen + überführen	NONE	Am korbartigen Gefäß: Von der vorigen Station übernehmen, beschicken, weiterführen und abschließen. Vollfolge: führen → einsetzen + überführen.	YES
B3-S017	f83r	B3	unverbundener Zwischenbereich	HOLD>CLOSE	WM02	NATURAL_MACRO_PLUS_FULL_EXPANSION	einwirken lassen	NONE	Im getrennten Zwischenbereich: Einwirken oder stehen lassen und danach abschließen. Vollfolge: einwirken lassen.	YES
B3-S018	f83r	B3	unverbundener Zwischenbereich	SETTLE>CLOSE	WM03	NATURAL_MACRO_PLUS_FULL_EXPANSION	absetzen lassen	NONE	Im getrennten Zwischenbereich: Ruhen und absetzen lassen; danach abschließen. Vollfolge: absetzen lassen.	YES
B3-S019	f83r	B3	unverbundener Zwischenbereich	HOLD>SETTLE>CLOSE	WM09	NATURAL_MACRO_PLUS_FULL_EXPANSION	einwirken lassen + ruhen lassen	NONE	Im getrennten Zwischenbereich: Einwirken lassen, absetzen und abschließen. Vollfolge: einwirken lassen + ruhen lassen.	YES
B3-S020	f83r	B3	unverbundener Zwischenbereich	ROUTE>CLOSE	WM01	NATURAL_MACRO_PLUS_FULL_EXPANSION	hinleiten + umfüllen	bezeichnete Stelle	Im getrennten Zwischenbereich: Zur nächsten sichtbaren Station führen und dort abschließen. Vollfolge: hinleiten + umfüllen. Angaben: bezeichnete Stelle.	YES
B3-S021	f83r	B3	unverbundener Zwischenbereich	MEASURE_CHARGE>SETTLE>HOLD>ROUTE>CLOSE	NONE	EXPLICIT_ONE_OFF_SEQUENCE	bis zum Sollmaß beschicken → ablagern → stehen lassen → umfüllen	bereit · dieser Posten | bezeichnete Stelle | dieser Posten | vorgeschriebenes Maß | dieser Posten | bezeichnete Stelle | bereit · dieser Posten	Bei dem getrennten Zwischenbereich: bis zum Sollmaß beschicken; dann ablagern; dann stehen lassen; dann umfüllen. Angaben: bereit · dieser Posten | bezeichnete Stelle | dieser Posten | vorgeschriebenes Maß | dieser Posten | bezeichnete Stelle | bereit · dieser Posten.	YES
B3-S022	f83r	B3	unverbundener Zwischenbereich	ROUTE>CLOSE	WM01	NATURAL_MACRO_PLUS_FULL_EXPANSION	in die nächste Station weitergeben	NONE	Im getrennten Zwischenbereich: Zur nächsten sichtbaren Station führen und dort abschließen. Vollfolge: in die nächste Station weitergeben.	YES
B3-S023	f83r	B3	unverbundener Zwischenbereich	ROUTE>CLOSE	WM01	NATURAL_MACRO_PLUS_FULL_EXPANSION	abführen + überführen	NONE	Im getrennten Zwischenbereich: Zur nächsten sichtbaren Station führen und dort abschließen. Vollfolge: abführen + überführen.	YES
B3-S024	f83r	B3	unverbundener Zwischenbereich	ROUTE>CLOSE	WM01	NATURAL_MACRO_PLUS_FULL_EXPANSION	in die nächste Station weitergeben	NONE	Im getrennten Zwischenbereich: Zur nächsten sichtbaren Station führen und dort abschließen. Vollfolge: in die nächste Station weitergeben.	YES
B3-S025	f83r	B3	unverbundener Zwischenbereich	MEASURE_CHARGE>ROUTE>CLOSE	WM06	NATURAL_MACRO_PLUS_FULL_EXPANSION	einsetzen + überführen	NONE	Im getrennten Zwischenbereich: Eine Portion einfüllen, weiterführen und abschließen. Vollfolge: einsetzen + überführen.	YES
B3-S026	f83r	B3	unverbundener Zwischenbereich	ROUTE>MEASURE_CHARGE>THERMAL>SETTLE>HOLD>CLOSE	NONE	EXPLICIT_ONE_OFF_SEQUENCE	ableiten → umschöpfen → eine Portion einfüllen → abkühlen lassen → auffangen und stehen lassen	länger · von dort | bereit · dieser Posten	Bei dem getrennten Zwischenbereich: ableiten; dann umschöpfen; dann eine Portion einfüllen; dann abkühlen lassen; dann auffangen und stehen lassen. Angaben: länger · von dort | bereit · dieser Posten.	YES
B3-S027	f83r	B3	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	CLOSE	WM07	NATURAL_MACRO_PLUS_FULL_EXPANSION	NO_EXPLICIT_ACTION_CARD	danach · länger; Schritt schließen	Am Figurenpaar in B3: Den laufenden Arbeitsschritt abschließen. Vollfolge: NO_EXPLICIT_ACTION_CARD. Angaben: danach · länger; Schritt schließen.	YES
B3-S028	f83r	B3	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	HOLD>CLOSE	WM02	NATURAL_MACRO_PLUS_FULL_EXPANSION	wirken lassen → einwirken lassen	NONE	Am Figurenpaar in B3: Einwirken oder stehen lassen und danach abschließen. Vollfolge: wirken lassen → einwirken lassen.	YES
B3-S029	f83r	B3	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	MEASURE_CHARGE>HOLD>CLOSE	WM05	NATURAL_MACRO_PLUS_FULL_EXPANSION	eintragen → einwirken lassen	fortsetzen	Am Figurenpaar in B3: Eine Portion einfüllen, einwirken lassen und abschließen. Vollfolge: eintragen → einwirken lassen. Angaben: fortsetzen.	YES
B3-S030	f83r	B3	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	MEASURE_CHARGE>ROUTE>CLOSE	WM06	NATURAL_MACRO_PLUS_FULL_EXPANSION	den Arbeitsstoff einsetzen → durchleiten → in die nächste Station weitergeben	vorgeschriebenes Maß	Am Figurenpaar in B3: Eine Portion einfüllen, weiterführen und abschließen. Vollfolge: den Arbeitsstoff einsetzen → durchleiten → in die nächste Station weitergeben. Angaben: vorgeschriebenes Maß.	YES
B3-S031	f83r	B3	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	HOLD>CLOSE	WM02	NATURAL_MACRO_PLUS_FULL_EXPANSION	einwirken lassen	NONE	Am Figurenpaar in B3: Einwirken oder stehen lassen und danach abschließen. Vollfolge: einwirken lassen.	YES
B3-S032	f83r	B3	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	MEASURE_CHARGE>CLOSE	WM11	NATURAL_MACRO_PLUS_FULL_EXPANSION	abmessen und umsetzen → abmessen und umsetzen	danach · kurz · vorgeschriebenes Maß | danach · vorgeschriebenes Maß | danach · kurz; Schritt schließen	Am Figurenpaar in B3: Bis zum Sollmaß beschicken und abschließen. Vollfolge: abmessen und umsetzen → abmessen und umsetzen. Angaben: danach · kurz · vorgeschriebenes Maß | danach · vorgeschriebenes Maß | danach · kurz; Schritt schließen.	YES
B3-S033	f83r	B3	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	ROUTE>CLOSE	WM01	NATURAL_MACRO_PLUS_FULL_EXPANSION	abführen	NONE	Am Figurenpaar in B3: Zur nächsten sichtbaren Station führen und dort abschließen. Vollfolge: abführen.	YES
B3-S034	f83r	B3	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	MEASURE_CHARGE>SETTLE>CLOSE	WM08	NATURAL_MACRO_PLUS_FULL_EXPANSION	eintragen → ablagern	Arbeitsgang · Sollstufe | bereit · dieser Posten | danach · vorgeschriebenes Maß | fortsetzen · bezeichnete Stelle · dieser Posten	Am Figurenpaar in B3: Beschicken, absetzen lassen und abschließen. Vollfolge: eintragen → ablagern. Angaben: Arbeitsgang · Sollstufe | bereit · dieser Posten | danach · vorgeschriebenes Maß | fortsetzen · bezeichnete Stelle · dieser Posten.	YES
B4-S001	f83r	B4	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	HOLD>CLOSE	WM02	NATURAL_MACRO_PLUS_FULL_EXPANSION	einwirken lassen	NONE	Am Figurenpaar in B4: Einwirken oder stehen lassen und danach abschließen. Vollfolge: einwirken lassen.	YES
B4-S002	f83r	B4	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	HOLD>CLOSE	WM02	NATURAL_MACRO_PLUS_FULL_EXPANSION	wirken lassen → einwirken lassen	fortsetzen · dieser Posten	Am Figurenpaar in B4: Einwirken oder stehen lassen und danach abschließen. Vollfolge: wirken lassen → einwirken lassen. Angaben: fortsetzen · dieser Posten.	YES
B4-S003	f83r	B4	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	ROUTE>APPLY>MEASURE_CHARGE>SETTLE>CLOSE	NONE	EXPLICIT_ONE_OFF_SEQUENCE	umschöpfen → anlegen → den Arbeitsstoff einsetzen → absetzen lassen	danach · bezeichnete Stelle | danach · dieser Posten | fortsetzen	Bei dem Figurenpaar in B4: umschöpfen; dann anlegen; dann den Arbeitsstoff einsetzen; dann absetzen lassen. Angaben: danach · bezeichnete Stelle | danach · dieser Posten | fortsetzen.	YES
B4-S004	f83r	B4	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	MEASURE_CHARGE>APPLY>CLOSE	NONE	EXPLICIT_ONE_OFF_SEQUENCE	einsetzen + festbinden	NONE	Bei dem Figurenpaar in B4: einsetzen + festbinden.	YES
B4-S005	f83r	B4	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	MEASURE_CHARGE>HOLD>CLOSE	WM05	NATURAL_MACRO_PLUS_FULL_EXPANSION	abmessen und umsetzen → einwirken lassen	Portion	Am Figurenpaar in B4: Eine Portion einfüllen, einwirken lassen und abschließen. Vollfolge: abmessen und umsetzen → einwirken lassen. Angaben: Portion.	YES
B4-S006	f83r	B4	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	HOLD>CLOSE	WM02	NATURAL_MACRO_PLUS_FULL_EXPANSION	zurückhalten	NONE	Am Figurenpaar in B4: Einwirken oder stehen lassen und danach abschließen. Vollfolge: zurückhalten.	YES
B4-S007	f83r	B4	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	HOLD>CLOSE	WM02	NATURAL_MACRO_PLUS_FULL_EXPANSION	zurückhalten	NONE	Am Figurenpaar in B4: Einwirken oder stehen lassen und danach abschließen. Vollfolge: zurückhalten.	YES
B4-S008	f83r	B4	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	HOLD>CLOSE	WM02	NATURAL_MACRO_PLUS_FULL_EXPANSION	warm halten → einwirken lassen → einwirken lassen	vorgeschriebenes Maß	Am Figurenpaar in B4: Einwirken oder stehen lassen und danach abschließen. Vollfolge: warm halten → einwirken lassen → einwirken lassen. Angaben: vorgeschriebenes Maß.	YES
B4-S009	f83r	B4	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	SETTLE>CLOSE	WM03	NATURAL_MACRO_PLUS_FULL_EXPANSION	absetzen lassen	NONE	Am Figurenpaar in B4: Ruhen und absetzen lassen; danach abschließen. Vollfolge: absetzen lassen.	YES
B4-S010	f83r	B4	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	CLOSE	WM07	NATURAL_MACRO_PLUS_FULL_EXPANSION	NO_EXPLICIT_ACTION_CARD	fortsetzen; Schritt schließen	Am Figurenpaar in B4: Den laufenden Arbeitsschritt abschließen. Vollfolge: NO_EXPLICIT_ACTION_CARD. Angaben: fortsetzen; Schritt schließen.	YES
B4-S011	f83r	B4	linke Hauptstation mit offenem Fransenlauf	HOLD>MEASURE_CHARGE>ROUTE>MEASURE_CHARGE>CLOSE	NONE	EXPLICIT_ONE_OFF_SEQUENCE	warm halten → wirken lassen → eine Portion einfüllen → umschöpfen → abführen + zugeben	vorgeschriebenes Maß | fortsetzen	Bei der linken Hauptstation: warm halten; dann wirken lassen; dann eine Portion einfüllen; dann umschöpfen; dann abführen + zugeben. Angaben: vorgeschriebenes Maß | fortsetzen.	YES
B4-S012	f83r	B4	linke Hauptstation mit offenem Fransenlauf	ROUTE>CLOSE	WM01	NATURAL_MACRO_PLUS_FULL_EXPANSION	abführen + überführen	NONE	An der linken Hauptstation: Zur nächsten sichtbaren Station führen und dort abschließen. Vollfolge: abführen + überführen.	YES
B4-S013	f83r	B4	linke Hauptstation mit offenem Fransenlauf	MEASURE_CHARGE>SETTLE>CLOSE	WM08	NATURAL_MACRO_PLUS_FULL_EXPANSION	weiter beschicken → absetzen lassen	NONE	An der linken Hauptstation: Beschicken, absetzen lassen und abschließen. Vollfolge: weiter beschicken → absetzen lassen.	YES
B4-S014	f83r	B4	linke Hauptstation mit offenem Fransenlauf	CLOSE	WM07	NATURAL_MACRO_PLUS_FULL_EXPANSION	NO_EXPLICIT_ACTION_CARD	Ansatz | dieser Posten | Arbeitsgang · Durchlass · kurz · dieser Posten | laufender Bestand · dieser Posten; Schritt schließen	An der linken Hauptstation: Den laufenden Arbeitsschritt abschließen. Vollfolge: NO_EXPLICIT_ACTION_CARD. Angaben: Ansatz | dieser Posten | Arbeitsgang · Durchlass · kurz · dieser Posten | laufender Bestand · dieser Posten; Schritt schließen.	YES
B4-S015	f83r	B4	linke Hauptstation mit offenem Fransenlauf	MEASURE_CHARGE>HOLD>MEASURE_CHARGE>ROUTE>SETTLE>ROUTE>CLOSE	NONE	EXPLICIT_ONE_OFF_SEQUENCE	eine Portion einfüllen → stehen lassen → dosiert zugeben → ablaufen lassen → auffangen → abführen + überführen	NONE	Bei der linken Hauptstation: eine Portion einfüllen; dann stehen lassen; dann dosiert zugeben; dann ablaufen lassen; dann auffangen; dann abführen + überführen.	YES
B4-S016	f83r	B4	rechte Hauptstation mit S-Lauf und Mehrarmknoten	MEASURE_CHARGE>ROUTE>SETTLE>CLOSE	NONE	EXPLICIT_ONE_OFF_SEQUENCE	dosiert zugeben → zuführen → absetzen lassen	bezeichnete Stelle	Bei der rechten S-Station: dosiert zugeben; dann zuführen; dann absetzen lassen. Angaben: bezeichnete Stelle.	YES
B5-S001	f83r	B5	linke Fransenstation im B5-Nachtrag	ROUTE>CLOSE	WM01	NATURAL_MACRO_PLUS_FULL_EXPANSION	in die nächste Station weitergeben	NONE	An der linken Nachtragsstation: Zur nächsten sichtbaren Station führen und dort abschließen. Vollfolge: in die nächste Station weitergeben.	YES
B5-S002	f83r	B5	linke Fransenstation im B5-Nachtrag	MEASURE_CHARGE>ROUTE>CLOSE	WM06	NATURAL_MACRO_PLUS_FULL_EXPANSION	einsetzen + überführen	NONE	An der linken Nachtragsstation: Eine Portion einfüllen, weiterführen und abschließen. Vollfolge: einsetzen + überführen.	YES
B5-S003	f83r	B5	linke Fransenstation im B5-Nachtrag	SETTLE>ROUTE>MEASURE_CHARGE	NONE	EXPLICIT_ONE_OFF_SEQUENCE	ablagern → hinleiten → umfüllen → abmessen und umsetzen	bezeichnete Stelle | fortsetzen | vorgeschriebenes Maß | fortsetzen | zweite · Sollstufe	Bei der linken Nachtragsstation: ablagern; dann hinleiten; dann umfüllen; dann abmessen und umsetzen. Angaben: bezeichnete Stelle | fortsetzen | vorgeschriebenes Maß | fortsetzen | zweite · Sollstufe.	YES
B6-S001	f83r	B6	rechter S-Lauf im B6-Nachtrag	SETTLE>MEASURE_CHARGE>THERMAL>ROUTE	NONE	EXPLICIT_ONE_OFF_SEQUENCE	auffangen → zugeben → abkühlen lassen → hinleiten	fortsetzen | vorgeschriebenes Maß | fortsetzen | Portion | dieser Posten	Bei dem rechten S-Lauf: auffangen; dann zugeben; dann abkühlen lassen; dann hinleiten. Angaben: fortsetzen | vorgeschriebenes Maß | fortsetzen | Portion | dieser Posten.	YES
