statement_id	page	record	events	owner_noun_de	surface_sequence	component_sequence	working_reading_de	global_forms	context_forms	owner_default_forms	override_forms	owner_break_inside_statement	closes
B4-S001	f83r	B4	1	das zweite durch den Bogen verbundene Hauptpaar	qokeedy	OK+EE+DY	Am zweiten durch den Bogen verbundenen Hauptpaar: Laenger ansetzen und den Schritt schliessen.	1	0	0	0	NO	YES
B4-S002	f83r	B4	3	das zweite durch den Bogen verbundene Hauptpaar	qolchey qokeey qokedy	OL+Y | OK+EE+Y | OK+E+DY	Am zweiten durch den Bogen verbundenen Hauptpaar: Den laufenden Posten fortsetzen; dann ihn laenger ansetzen; dann kurz ansetzen; den Schritt schliessen.	3	0	0	0	NO	YES
B4-S003	f83r	B4	7	das zweite durch den Bogen verbundene Hauptpaar	chedy otal otchey qokeey qoky tol shedy	CHD+Y | OT+AL | OT+Y | OK+EE+Y | OK+Y | OL | SHED+DY	Am zweiten durch den Bogen verbundenen Hauptpaar: Den Posten umsetzen; danach zum Ziel und zum naechsten Posten wechseln; diesen laenger ansetzen, weiter ansetzen, fortsetzen, absetzen und schliessen.	5	0	2	0	NO	YES
B4-S004	f83r	B4	1	das zweite durch den Bogen verbundene Hauptpaar	qokylddy	OK+Y+LD+DY	Am zweiten durch den Bogen verbundenen Hauptpaar: Den laufenden Posten ansetzen und befestigen; den Schritt schliessen.	1	0	0	0	NO	YES
B4-S005	f83r	B4	3	das zweite durch den Bogen verbundene Hauptpaar	dain chedy qokeedy	AIN | CHD+Y | OK+EE+DY	Am zweiten durch den Bogen verbundenen Hauptpaar: Eine Portion als laufenden Posten umsetzen, laenger ansetzen und den Schritt schliessen.	3	0	0	0	NO	YES
B4-S006	f83r	B4	1	das zweite durch den Bogen verbundene Hauptpaar	shckhedy	SH+CKH+E+DY	Am zweiten durch den Bogen verbundenen Hauptpaar: Kurz durch den Durchlass halten; den Schritt schliessen.	1	0	0	0	NO	YES
B4-S007	f83r	B4	1	das zweite durch den Bogen verbundene Hauptpaar	shckhedy	SH+CKH+E+DY	Am zweiten durch den Bogen verbundenen Hauptpaar: Kurz durch den Durchlass halten; den Schritt schliessen.	1	0	0	0	NO	YES
B4-S008	f83r	B4	4	das zweite durch den Bogen verbundene Hauptpaar	saiin cheeky sheey qokedy	AIIN | CHK+EE+Y | SH+EE+Y | OK+E+DY	Am zweiten durch den Bogen verbundenen Hauptpaar: Nach Mass den Posten laenger erwaermen, laenger halten, kurz ansetzen und schliessen.	4	0	0	0	NO	YES
B4-S009	f83r	B4	1	das zweite durch den Bogen verbundene Hauptpaar	shedy	SHED+DY	Am zweiten durch den Bogen verbundenen Hauptpaar: Absetzen lassen; den Schritt schliessen.	1	0	0	0	NO	YES
B4-S010	f83r	B4	1	das zweite durch den Bogen verbundene Hauptpaar	oldy	OL+DY	Am zweiten durch den Bogen verbundenen Hauptpaar: Fortsetzen; den Schritt schliessen.	1	0	0	0	NO	YES
B4-S011	f83r	B4	7	die linke offene Randstation	saiin cheky okeeol okain chdy sol lkedy	AIIN | CHK+E+Y | OK+EE+OL | OK+AIN | CHD+Y | OL | L+K+E+DY	An der linken offenen Randstation: Nach Mass den Posten kurz erwaermen, laenger weiter ansetzen, eine Portion ansetzen, den Posten umsetzen, fortsetzen, kurz weiterleiten und zudosieren, dann schliessen.	5	1	1	0	NO	YES
B4-S012	f83r	B4	1	die linke offene Randstation	lchedy	L+CHD+DY	An der linken offenen Randstation: Weiterleiten und umsetzen; den Schritt schliessen.	1	0	0	0	NO	YES
B4-S013	f83r	B4	2	die linke offene Randstation	qokol shedy	OK+OL | SHED+DY	An der linken offenen Randstation: Weiter ansetzen; dann absetzen lassen; den Schritt schliessen.	2	0	0	0	NO	YES
B4-S014	f83r	B4	4	die linke offene Randstation	or chey qockhey dairydy	OR | Y | O+CKH+E+Y | AIR+Y+DY	An der linken offenen Randstation: Den Ansatz als laufenden Posten fuehren; ihn kurz im Gang am Durchlass halten, die laufende Fluessigkeit als aktuellen Posten fuehren und schliessen.	3	1	0	0	NO	YES
B4-S015	f83r	B4	6	die linke offene Randstation und die rechte S-Lauf-Mehrfachstation	qokain shey kain chckhal solkey lchedy	OK+AIN | SH+EE+Y | K+AIN | CH+CKH+AL | SOLK+E+Y | L+CHD+DY	An der linken offenen Randstation und an der rechten S-Lauf-Mehrfachstation: Eine Portion ansetzen, den Posten laenger halten, eine Portion zudosieren, durch den Durchlass am Ziel abnehmen, kurz auffangen, weiterleiten, umsetzen und schliessen.	5	1	0	0	YES	YES
B4-S016	f83r	B4	4	die rechte S-Lauf-Mehrfachstation	qolkain dal skar shedy	OL+K+AIN | AL | K+AR | SHED+DY	An der rechten S-Lauf-Mehrfachstation: Eine Portion weiter zudosieren, am Ziel aus der Quelle nachdosieren, absetzen lassen und schliessen.	3	0	1	0	NO	YES
B5-S001	f83r	B5	1	die linke offene Nebenstation	otchdy	OT+CHD+DY	An der linken offenen Nebenstation: Danach umsetzen und den Schritt schliessen.	1	0	0	0	NO	YES
B5-S002	f83r	B5	1	die linke offene Nebenstation	qokchdy	OK+CHD+DY	An der linken offenen Nebenstation: Ansetzen und umsetzen; den Schritt schliessen.	1	0	0	0	NO	YES
B5-S003	f83r	B5	9	die linke offene Nebenstation	shedal dal cheol lol chdal aiin sol daiiin chedy	SHED+AL | AL | OL | L+OL | CHD+AL | AIIN | OL | DA+IIN | CHD+Y	An der linken offenen Nebenstation: Am Ziel absetzen und dort weiterarbeiten; weiterleiten und fortsetzen, am Ziel umsetzen, nach Mass fortsetzen, fuer den zweiten Durchgang bis zur Stufe fuehren und den Posten umsetzen.	7	0	2	0	NO	NO
B6-S001	f83r	B6	9	die rechte S-Lauf-Nebenstation	solkeey qekey raly ol daiin ol dain chey ldalor	SOLK+EE+Y | E+K+E+Y | R+AL+Y | OL | AIIN | OL | AIN | Y | L+AL+OR	An der rechten S-Lauf-Nebenstation: Den Posten laenger auffangen, kurz zudosieren, am Ziel kuehlen, nach Mass weiterarbeiten, eine Portion nehmen und den Ansatz zum Ziel weiterleiten.	8	0	1	0	NO	NO
