card_no	surfaces	component_recipe	compact_atomic_reading_de	card_class	surface_forms	surface_plans	events	pages	copy_rule_de
PROC091	okchedy|qokchedy	OK+CHD+DY	ANSETZEN · UMSETZEN · SCHLUSS	COMPOSED_WITH_BOUND_RENDERER	2	okchedy=ok-ch-dy[CHD_JOINT] | qokchedy=ok-ch-dy[ENTRY_FRAME>CHD_JOINT]	2	f81v|f83r	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC092	okeey|qokeey	OK+EE+Y	ANSETZEN · LANG · DIES	COMPOSED_WITH_BOUND_RENDERER	2	okeey=ok-ee-y[DIRECT] | qokeey=ok-ee-y[ENTRY_FRAME]	7	f81v|f82r|f83r	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC093	teol	E+OL	KURZ · FORTSETZEN	COMPOSED_WITH_BOUND_RENDERER	1	teol=e-ol[ENTRY_FRAME]	1	f81v	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC094	dchdy	CHD+DY	UMSETZEN · SCHLUSS	COMPOSED_WITH_BOUND_RENDERER	1	dchdy=ch-dy[ENTRY_FRAME]	1	f81v	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC095	ly	L+Y	WEITERLEITEN · DIES	COMPOSED_DIRECT_ALL_FORMS	1	ly=l-y[DIRECT]	1	f81v	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC096	dsheol	SH+E+OL	HALTEN · KURZ · FORTSETZEN	COMPOSED_WITH_BOUND_RENDERER	1	dsheol=sh-e-ol[ENTRY_FRAME]	1	f81v	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC097	oiiin|soiiin	O+IIN	GANG · STUFE	COMPOSED_WITH_BOUND_RENDERER	2	oiiin=o-iin[IIN_STRETCH] | soiiin=o-iin[ENTRY_FRAME>IIN_STRETCH]	2	f81v|f83r	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC098	olkeedy|solkeedy	SOLK+EE+DY	AUFFANGEN · LANG · SCHLUSS	COMPOSED_WITH_BOUND_RENDERER	2	olkeedy=olk-ee-dy[DIRECT] | solkeedy=olk-ee-dy[ENTRY_FRAME]	3	f81v|f83r	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC099	shckhedy	SH+CKH+E+DY	HALTEN · DURCHLASS · KURZ · SCHLUSS	COMPOSED_DIRECT_ALL_FORMS	1	shckhedy=sh-ckh-e-dy[DIRECT]	3	f81v|f83r	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC100	qokeedy	OK+EE+DY	ANSETZEN · LANG · SCHLUSS	COMPOSED_WITH_BOUND_RENDERER	1	qokeedy=ok-ee-dy[ENTRY_FRAME]	10	f82r|f83r	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC101	lcheckhy	L+CKH+Y	WEITERLEITEN · DURCHLASS · DIES	COMPOSED_WITH_BOUND_RENDERER	1	lcheckhy=l-ckh-y[TRANSFER_LINKER]	1	f82r	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC102	lched	L+CHD	WEITERLEITEN · UMSETZEN	COMPOSED_WITH_BOUND_RENDERER	1	lched=l-ch[TERMINAL_ECHO]	1	f82r	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC103	lcheckhedy	L+CKH+E+DY	WEITERLEITEN · DURCHLASS · KURZ · SCHLUSS	COMPOSED_WITH_BOUND_RENDERER	1	lcheckhedy=l-ckh-e-dy[TRANSFER_LINKER]	1	f82r	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC104	qokaly	OK+AL+Y	ANSETZEN · ZIEL · DIES	COMPOSED_WITH_BOUND_RENDERER	1	qokaly=ok-al-y[ENTRY_FRAME]	1	f82r	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC105	solkaiin	SOLK+AIIN	AUFFANGEN · MASS	COMPOSED_WITH_BOUND_RENDERER	1	solkaiin=olk-aiin[ENTRY_FRAME]	1	f82r	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC106	octheol	O+CTH+E+OL	GANG · BEREIT · KURZ · FORTSETZEN	COMPOSED_DIRECT_ALL_FORMS	1	octheol=o-cth-e-ol[DIRECT]	1	f82r	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC107	chkeey	CHK+EE+Y	WAERMEN · LANG · DIES	COMPOSED_DIRECT_ALL_FORMS	1	chkeey=chk-ee-y[DIRECT]	1	f82r	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC108	ldy	L+DY	WEITERLEITEN · SCHLUSS	COMPOSED_DIRECT_ALL_FORMS	1	ldy=l-dy[DIRECT]	2	f82r|f83r	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC109	oteey	OT+EE+Y	DANACH · LANG · DIES	COMPOSED_DIRECT_ALL_FORMS	1	oteey=ot-ee-y[DIRECT]	2	f82r	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC110	sheckhy	SH+E+CKH+Y	HALTEN · KURZ · DURCHLASS · DIES	COMPOSED_DIRECT_ALL_FORMS	1	sheckhy=sh-e-ckh-y[DIRECT]	1	f82r	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC111	dshedy	SH+E+DY	HALTEN · KURZ · SCHLUSS	COMPOSED_WITH_BOUND_RENDERER	1	dshedy=sh-e-dy[ENTRY_FRAME]	1	f82r	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC112	otaiin|sotaiin	OT+AIIN	DANACH · MASS	COMPOSED_WITH_BOUND_RENDERER	2	otaiin=ot-aiin[DIRECT] | sotaiin=ot-aiin[ENTRY_FRAME]	3	f82r|f83r	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC113	qokar	OK+AR	ANSETZEN · QUELLE	COMPOSED_WITH_BOUND_RENDERER	1	qokar=ok-ar[ENTRY_FRAME]	1	f82r	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC114	solshedy	OL+SH+E+DY	FORTSETZEN · HALTEN · KURZ · SCHLUSS	COMPOSED_WITH_BOUND_RENDERER	1	solshedy=ol-sh-e-dy[ENTRY_FRAME]	1	f82r	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC115	ls	OL	FORTSETZEN	COMPOSED_WITH_BOUND_RENDERER	1	ls=l[TERMINAL_ECHO]	1	f82r	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC116	lchy	L+CH+Y	WEITERLEITEN · ABNEHMEN · DIES	COMPOSED_DIRECT_ALL_FORMS	1	lchy=l-ch-y[DIRECT]	1	f82r	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC117	qcthey|shcthey	CTH+E+Y	BEREIT · KURZ · DIES	COMPOSED_WITH_BOUND_RENDERER	2	qcthey=cth-e-y[ENTRY_FRAME] | shcthey=cth-e-y[ENTRY_FRAME]	2	f82r|f83r	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC118	lcheey	L+EE+Y	WEITERLEITEN · LANG · DIES	COMPOSED_WITH_BOUND_RENDERER	1	lcheey=l-ee-y[TRANSFER_LINKER]	1	f82r	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC119	qokeeedy	OK+EEE+DY	ANSETZEN · VOLL · SCHLUSS	COMPOSED_WITH_BOUND_RENDERER	1	qokeeedy=ok-eee-dy[ENTRY_FRAME]	1	f82r	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC120	lchedy	L+CHD+DY	WEITERLEITEN · UMSETZEN · SCHLUSS	COMPOSED_WITH_BOUND_RENDERER	1	lchedy=l-ch-dy[CHD_JOINT]	8	f82r|f83r	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC121	lar	L+AR	WEITERLEITEN · QUELLE	COMPOSED_DIRECT_ALL_FORMS	1	lar=l-ar[DIRECT]	1	f82r	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC122	tshey	SH+E+Y	HALTEN · KURZ · DIES	COMPOSED_WITH_BOUND_RENDERER	1	tshey=sh-e-y[ENTRY_FRAME]	1	f82r	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC123	lchedar	L+CHD+AR	WEITERLEITEN · UMSETZEN · QUELLE	COMPOSED_WITH_BOUND_RENDERER	1	lchedar=l-ch-ar[CHD_JOINT]	1	f82r	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC124	ches	CH+E+S	ABNEHMEN · KURZ · TEILEN	COMPOSED_DIRECT_ALL_FORMS	1	ches=ch-e-s[DIRECT]	1	f82r	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC125	pchedy	P+CHD+DY	EINFUELLEN · UMSETZEN · SCHLUSS	COMPOSED_WITH_BOUND_RENDERER	1	pchedy=p-ch-dy[CHD_JOINT]	1	f82r	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC126	rsheal	R+SH+E+AL	KUEHLEN · HALTEN · KURZ · ZIEL	COMPOSED_DIRECT_ALL_FORMS	1	rsheal=r-sh-e-al[DIRECT]	1	f82r	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC127	daldy	AL+DY	ZIEL · SCHLUSS	COMPOSED_WITH_BOUND_RENDERER	1	daldy=al-dy[ENTRY_FRAME]	1	f82r	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC128	rshedy	R+SHED+DY	KUEHLEN · ABSETZEN · SCHLUSS	COMPOSED_DIRECT_ALL_FORMS	1	rshedy=r-she-dy[DIRECT]	1	f82r	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC129	qoteedy	OT+EE+DY	DANACH · LANG · SCHLUSS	COMPOSED_WITH_BOUND_RENDERER	1	qoteedy=ot-ee-dy[ENTRY_FRAME]	2	f82r|f83r	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC130	lochedy	L+O+CHD+DY	WEITERLEITEN · GANG · UMSETZEN · SCHLUSS	COMPOSED_WITH_BOUND_RENDERER	1	lochedy=l-o-ch-dy[CHD_JOINT]	1	f82r	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC131	otal|qotal	OT+AL	DANACH · ZIEL	COMPOSED_WITH_BOUND_RENDERER	2	otal=ot-al[DIRECT] | qotal=ot-al[ENTRY_FRAME]	3	f83r	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC132	chkeedy	CHK+EE+DY	WAERMEN · LANG · SCHLUSS	COMPOSED_DIRECT_ALL_FORMS	1	chkeedy=chk-ee-dy[DIRECT]	1	f83r	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC133	chedchy	CHD+Y	UMSETZEN · DIES	COMPOSED_WITH_BOUND_RENDERER	1	chedchy=ch-y[CHD_JOINT]	1	f83r	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC134	pchedal	P+CHD+AL	EINFUELLEN · UMSETZEN · ZIEL	COMPOSED_WITH_BOUND_RENDERER	1	pchedal=p-ch-al[CHD_JOINT]	1	f83r	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC135	otedy	OT+E+DY	DANACH · KURZ · SCHLUSS	COMPOSED_DIRECT_ALL_FORMS	1	otedy=ot-e-dy[DIRECT]	2	f83r	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC136	shecthedchy	SH+E+CTH+CHD+Y	HALTEN · KURZ · BEREIT · UMSETZEN · DIES	COMPOSED_WITH_BOUND_RENDERER	1	shecthedchy=sh-e-cth-ch-y[CHD_JOINT]	1	f83r	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC137	chary	AR+Y	QUELLE · DIES	COMPOSED_WITH_BOUND_RENDERER	1	chary=ar-y[ENTRY_FRAME]	1	f83r	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC138	okair	OK+AIR	ANSETZEN · LAUF	COMPOSED_DIRECT_ALL_FORMS	1	okair=ok-air[DIRECT]	1	f83r	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC139	sheedy	SH+EE+DY	HALTEN · LANG · SCHLUSS	COMPOSED_DIRECT_ALL_FORMS	1	sheedy=sh-ee-dy[DIRECT]	1	f83r	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC140	lo	L+O	WEITERLEITEN · GANG	COMPOSED_DIRECT_ALL_FORMS	1	lo=l-o[DIRECT]	1	f83r	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC141	qokshedy	OK+SH+E+DY	ANSETZEN · HALTEN · KURZ · SCHLUSS	COMPOSED_WITH_BOUND_RENDERER	1	qokshedy=ok-sh-e-dy[ENTRY_FRAME]	1	f83r	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC142	shedal	SHED+AL	ABSETZEN · ZIEL	COMPOSED_DIRECT_ALL_FORMS	1	shedal=shed-al[DIRECT]	2	f83r	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC143	shecthy	SH+E+CTH+Y	HALTEN · KURZ · BEREIT · DIES	COMPOSED_DIRECT_ALL_FORMS	1	shecthy=sh-e-cth-y[DIRECT]	1	f83r	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC144	dalchdy	AL+CHD+DY	ZIEL · UMSETZEN · SCHLUSS	COMPOSED_WITH_BOUND_RENDERER	1	dalchdy=al-ch-dy[ENTRY_FRAME]	1	f83r	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC145	otchedy|qotchedy	OT+CHD+DY	DANACH · UMSETZEN · SCHLUSS	COMPOSED_WITH_BOUND_RENDERER	2	otchedy=ot-ch-dy[CHD_JOINT] | qotchedy=ot-ch-dy[ENTRY_FRAME>CHD_JOINT]	2	f83r	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC146	cheedar	EE+AR	LANG · QUELLE	COMPOSED_WITH_BOUND_RENDERER	1	cheedar=ee-ar[ENTRY_FRAME>ADDRESS_HINGE]	1	f83r	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC147	chldaiin	L+AIIN	WEITERLEITEN · MASS	COMPOSED_WITH_BOUND_RENDERER	1	chldaiin=l-aiin[ENTRY_FRAME>ADDRESS_HINGE]	1	f83r	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC148	chealror	AL+R+OR	ZIEL · KUEHLEN · ANSATZ	COMPOSED_WITH_BOUND_RENDERER	1	chealror=al-r-or[ENTRY_FRAME]	1	f83r	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC149	cheeety	EEE+T+Y	VOLL · EINTRAGEN · DIES	COMPOSED_WITH_BOUND_RENDERER	1	cheeety=eee-t-y[ENTRY_FRAME]	1	f83r	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC150	schedair	CHD+AIR	UMSETZEN · LAUF	COMPOSED_WITH_BOUND_RENDERER	1	schedair=ch-air[ENTRY_FRAME>CHD_JOINT]	1	f83r	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC151	chedain	CHD+AIN	UMSETZEN · PORTION	COMPOSED_WITH_BOUND_RENDERER	1	chedain=ch-ain[CHD_JOINT]	1	f83r	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC152	qotedaiin	OT+E+AIIN	DANACH · KURZ · MASS	COMPOSED_WITH_BOUND_RENDERER	1	qotedaiin=ot-e-aiin[ENTRY_FRAME>ADDRESS_HINGE]	1	f83r	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC153	olsaly	OL+AL+Y	FORTSETZEN · ZIEL · DIES	COMPOSED_WITH_BOUND_RENDERER	1	olsaly=ol-al-y[ADDRESS_HINGE]	1	f83r	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC154	qolchey	OL+Y	FORTSETZEN · DIES	COMPOSED_WITH_BOUND_RENDERER	1	qolchey=ol-y[ENTRY_FRAME>ITEM_CONTINUATION_CARRIER]	1	f83r	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC155	qokylddy	OK+Y+LD+DY	ANSETZEN · DIES · BEFESTIGEN · SCHLUSS	COMPOSED_WITH_BOUND_RENDERER	1	qokylddy=ok-y-ld-dy[ENTRY_FRAME]	1	f83r	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC156	dain	AIN	PORTION	COMPOSED_WITH_BOUND_RENDERER	1	dain=ain[ENTRY_FRAME]	2	f83r	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC157	sheey	SH+EE+Y	HALTEN · LANG · DIES	COMPOSED_DIRECT_ALL_FORMS	1	sheey=sh-ee-y[DIRECT]	1	f83r	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC158	okeeol	OK+EE+OL	ANSETZEN · LANG · FORTSETZEN	COMPOSED_DIRECT_ALL_FORMS	1	okeeol=ok-ee-ol[DIRECT]	1	f83r	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC159	lkedy	L+K+E+DY	WEITERLEITEN · ZUDOSIEREN · KURZ · SCHLUSS	COMPOSED_DIRECT_ALL_FORMS	1	lkedy=l-k-e-dy[DIRECT]	1	f83r	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC160	qokol	OK+OL	ANSETZEN · FORTSETZEN	COMPOSED_WITH_BOUND_RENDERER	1	qokol=ok-ol[ENTRY_FRAME]	1	f83r	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC161	qockhey	O+CKH+E+Y	GANG · DURCHLASS · KURZ · DIES	COMPOSED_WITH_BOUND_RENDERER	1	qockhey=o-ckh-e-y[ENTRY_FRAME]	1	f83r	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC162	dairydy	AIR+Y+DY	LAUF · DIES · SCHLUSS	COMPOSED_WITH_BOUND_RENDERER	1	dairydy=air-y-dy[ENTRY_FRAME]	1	f83r	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC163	chckhal	CH+CKH+AL	ABNEHMEN · DURCHLASS · ZIEL	COMPOSED_DIRECT_ALL_FORMS	1	chckhal=ch-ckh-al[DIRECT]	1	f83r	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC164	solkey	SOLK+E+Y	AUFFANGEN · KURZ · DIES	COMPOSED_WITH_BOUND_RENDERER	1	solkey=olk-e-y[ENTRY_FRAME]	1	f83r	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC165	skar	K+AR	ZUDOSIEREN · QUELLE	COMPOSED_WITH_BOUND_RENDERER	1	skar=k-ar[ENTRY_FRAME]	1	f83r	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC166	otchdy	OT+CHD+DY	DANACH · UMSETZEN · SCHLUSS	COMPOSED_DIRECT_ALL_FORMS	1	otchdy=ot-ch-dy[DIRECT]	1	f83r	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC167	lol	L+OL	WEITERLEITEN · FORTSETZEN	COMPOSED_DIRECT_ALL_FORMS	1	lol=l-ol[DIRECT]	1	f83r	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC168	chdal	CHD+AL	UMSETZEN · ZIEL	COMPOSED_WITH_BOUND_RENDERER	1	chdal=ch-al[CHD_JOINT]	1	f83r	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC169	daiiin	DA+IIN	ZWEIT · STUFE	COMPOSED_WITH_BOUND_RENDERER	1	daiiin=da-iin[IIN_STRETCH]	1	f83r	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC170	solkeey	SOLK+EE+Y	AUFFANGEN · LANG · DIES	COMPOSED_WITH_BOUND_RENDERER	1	solkeey=olk-ee-y[ENTRY_FRAME]	1	f83r	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC171	qekey	E+K+E+Y	KURZ · ZUDOSIEREN · KURZ · DIES	COMPOSED_WITH_BOUND_RENDERER	1	qekey=e-k-e-y[ENTRY_FRAME]	1	f83r	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC172	raly	R+AL+Y	KUEHLEN · ZIEL · DIES	COMPOSED_DIRECT_ALL_FORMS	1	raly=r-al-y[DIRECT]	1	f83r	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
PROC173	ldalor	L+AL+OR	WEITERLEITEN · ZIEL · ANSATZ	COMPOSED_WITH_BOUND_RENDERER	1	ldalor=l-al-or[ADDRESS_HINGE]	1	f83r	Komponenten diktieren; Ganzkartenfamilie wählen; Renderer anwenden; Oberfläche als Einheit kopieren.
