event_serial	statement_id	record_unit_id	page	visible_surface	master_card_id	current_spoken_default_de	teaching_layer	drawer
215	B2-S016	B2	f82r	lchedar	MC011	abführen · übertragen · Ausgang	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET
216	B2-S016	B2	f82r	ches	MC152	teilen	SPECIALIST_DRAWER_WHOLE_CARD	D8_LOCAL_OPERATION
217	B2-S016	B2	f82r	aiin	MC039	Sollmaß	REVISED_SHARED_17	ACTIVE_CORE
218	B2-S016	B2	f82r	oteey	MC063	danach · länger · Posten	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE
219	B2-S016	B2	f82r	qokaiin	MC120	auf Sollmaß stellen	REVISED_SHARED_17	ACTIVE_CORE
220	B2-S016	B2	f82r	okey	MC007	kurz einwirken	REVISED_EXTENSION_CORE_24	ACTIVE_CORE
221	B2-S016	B2	f82r	pchedy	MC070	zuführen · übertragen; schließen	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET
222	B2-S017	B2	f82r	rsheal	MC102	halten · kurz · Zielstelle	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE
223	B2-S017	B2	f82r	daldy	MC079	Zielstelle; schließen	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET
224	B2-S018	B2	f82r	qokeedy	MC082	länger einwirken; schließen	REVISED_EXTENSION_CORE_24	ACTIVE_CORE
225	B2-S019	B2	f82r	rshedy	MC084	waschen; schließen	SPECIALIST_DRAWER_WHOLE_CARD	D2_FILTER_WASH_FLOW
226	B2-S020	B2	f82r	qoteedy	MC173	danach · länger; schließen	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE
227	B2-S021	B2	f82r	qokeedy	MC082	länger einwirken; schließen	REVISED_EXTENSION_CORE_24	ACTIVE_CORE
228	B2-S022	B2	f82r	lochedy	MC167	abführen · übertragen; schließen	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET
229	B3-S001	B3	f83r	olkeedy	MC045	länger auffangen; schließen	REVISED_EXTENSION_CORE_24	ACTIVE_CORE
230	B3-S002	B3	f83r	qotal	MC093	danach dorthin	REVISED_EXTENSION_CORE_24	ACTIVE_CORE
231	B3-S002	B3	f83r	chkeedy	MC110	wärmen · länger; schließen	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE
232	B3-S003	B3	f83r	chey	MC123	dieser Posten	REVISED_SHARED_17	ACTIVE_CORE
233	B3-S003	B3	f83r	daiin	MC039	Sollmaß	REVISED_SHARED_17	ACTIVE_CORE
234	B3-S003	B3	f83r	chey	MC123	dieser Posten	REVISED_SHARED_17	ACTIVE_CORE
235	B3-S003	B3	f83r	lchedy	MC155	abführen; schließen	REVISED_EXTENSION_CORE_24	ACTIVE_CORE
236	B3-S004	B3	f83r	qokaiin	MC120	auf Sollmaß stellen	REVISED_SHARED_17	ACTIVE_CORE
237	B3-S004	B3	f83r	qotal	MC093	danach dorthin	REVISED_EXTENSION_CORE_24	ACTIVE_CORE
238	B3-S004	B3	f83r	dar	MC055	davon	REVISED_SHARED_17	ACTIVE_CORE
239	B3-S005	B3	f83r	schedy	MC025	übertragen; schließen	REVISED_EXTENSION_CORE_24	ACTIVE_CORE
240	B3-S006	B3	f83r	chedchy	MC064	übertragen · Posten	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET
241	B3-S006	B3	f83r	qokal	MC040	dorthin einsetzen	REVISED_SHARED_17	ACTIVE_CORE
242	B3-S006	B3	f83r	olchedy	MC028	weiter übertragen; schließen	REVISED_EXTENSION_CORE_24	ACTIVE_CORE
243	B3-S007	B3	f83r	qokaiin	MC120	auf Sollmaß stellen	REVISED_SHARED_17	ACTIVE_CORE
244	B3-S007	B3	f83r	chedy	MC074	diesen Posten übertragen	REVISED_SHARED_17	ACTIVE_CORE
245	B3-S007	B3	f83r	qokeedy	MC082	länger einwirken; schließen	REVISED_EXTENSION_CORE_24	ACTIVE_CORE
246	B3-S008	B3	f83r	lchedy	MC155	abführen; schließen	REVISED_EXTENSION_CORE_24	ACTIVE_CORE
247	B3-S009	B3	f83r	qoky	MC026	diesen Posten einsetzen	REVISED_SHARED_17	ACTIVE_CORE
248	B3-S010	B3	f83r	pchedal	MC126	zuführen · übertragen · Zielstelle	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET
249	B3-S010	B3	f83r	otedy	MC135	danach · kurz; schließen	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE
250	B3-S011	B3	f83r	shecthedchy	MC043	bereitstellen · übertragen · Posten	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE
251	B3-S011	B3	f83r	qoky	MC026	diesen Posten einsetzen	REVISED_SHARED_17	ACTIVE_CORE
252	B3-S011	B3	f83r	chedy	MC074	diesen Posten übertragen	REVISED_SHARED_17	ACTIVE_CORE
253	B3-S011	B3	f83r	chary	MC009	Ausgang · Posten	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET
254	B3-S012	B3	f83r	sor	MC080	Arbeitsansatz	REVISED_SHARED_17	ACTIVE_CORE
255	B3-S012	B3	f83r	shedy	MC128	kurz absetzen; schließen	REVISED_EXTENSION_CORE_24	ACTIVE_CORE
256	B3-S013	B3	f83r	qokaiin	MC120	auf Sollmaß stellen	REVISED_SHARED_17	ACTIVE_CORE
257	B3-S013	B3	f83r	chkain	MC105	einen Anteil	REVISED_EXTENSION_CORE_24	ACTIVE_CORE
258	B3-S013	B3	f83r	shcthey	MC073	bereitstellen · kurz · Posten	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE
259	B3-S013	B3	f83r	qokedy	MC083	kurz einwirken; schließen	REVISED_EXTENSION_CORE_24	ACTIVE_CORE
260	B3-S014	B3	f83r	okair	MC081	einsetzen · Flüssigkeitslauf	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET
261	B3-S014	B3	f83r	sheedy	MC003	absetzen · länger; schließen	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE
262	B3-S015	B3	f83r	lchedy	MC155	abführen; schließen	REVISED_EXTENSION_CORE_24	ACTIVE_CORE
263	B3-S016	B3	f83r	lo	MC030	abführen	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET
264	B3-S016	B3	f83r	qokchedy	MC005	einsetzen, übertragen; schließen	REVISED_EXTENSION_CORE_24	ACTIVE_CORE
265	B3-S017	B3	f83r	qokeedy	MC082	länger einwirken; schließen	REVISED_EXTENSION_CORE_24	ACTIVE_CORE
266	B3-S018	B3	f83r	shedy	MC128	kurz absetzen; schließen	REVISED_EXTENSION_CORE_24	ACTIVE_CORE
267	B3-S019	B3	f83r	qokshedy	MC151	einsetzen · absetzen; schließen	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE
268	B3-S020	B3	f83r	dal	MC154	dorthin	REVISED_SHARED_17	ACTIVE_CORE
269	B3-S020	B3	f83r	lchedy	MC155	abführen; schließen	REVISED_EXTENSION_CORE_24	ACTIVE_CORE
270	B3-S021	B3	f83r	qokaiin	MC120	auf Sollmaß stellen	REVISED_SHARED_17	ACTIVE_CORE
271	B3-S021	B3	f83r	shcthy	MC161	diesen Posten bereitstellen	REVISED_SHARED_17	ACTIVE_CORE
272	B3-S021	B3	f83r	dal	MC154	dorthin	REVISED_SHARED_17	ACTIVE_CORE
273	B3-S021	B3	f83r	sy	MC123	dieser Posten	REVISED_SHARED_17	ACTIVE_CORE
274	B3-S021	B3	f83r	saiin	MC039	Sollmaß	REVISED_SHARED_17	ACTIVE_CORE
275	B3-S021	B3	f83r	shedal	MC113	absetzen · Zielstelle	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE
276	B3-S021	B3	f83r	shecthy	MC137	bereitstellen · kurz · Posten	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE
277	B3-S021	B3	f83r	chey	MC123	dieser Posten	REVISED_SHARED_17	ACTIVE_CORE
278	B3-S021	B3	f83r	tal	MC154	dorthin	REVISED_SHARED_17	ACTIVE_CORE
279	B3-S021	B3	f83r	shcthy	MC161	diesen Posten bereitstellen	REVISED_SHARED_17	ACTIVE_CORE
280	B3-S021	B3	f83r	dalchdy	MC031	Zielstelle · übertragen; schließen	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET
281	B3-S022	B3	f83r	qotchedy	MC057	danach · übertragen; schließen	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET
282	B3-S023	B3	f83r	lchedy	MC155	abführen; schließen	REVISED_EXTENSION_CORE_24	ACTIVE_CORE
283	B3-S024	B3	f83r	tchedy	MC025	übertragen; schließen	REVISED_EXTENSION_CORE_24	ACTIVE_CORE
284	B3-S025	B3	f83r	qokchdy	MC088	einsetzen, übertragen; schließen	REVISED_EXTENSION_CORE_24	ACTIVE_CORE
285	B3-S026	B3	f83r	cheedar	MC042	übertragen · Ausgang	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET
286	B3-S026	B3	f83r	chldaiin	MC144	absetzen · Sollmaß	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE
287	B3-S026	B3	f83r	chedy	MC074	diesen Posten übertragen	REVISED_SHARED_17	ACTIVE_CORE
288	B3-S026	B3	f83r	qokain	MC017	einen Anteil zugeben	REVISED_EXTENSION_CORE_24	ACTIVE_CORE
289	B3-S026	B3	f83r	checthy	MC161	diesen Posten bereitstellen	REVISED_SHARED_17	ACTIVE_CORE
290	B3-S026	B3	f83r	chealror	MC146	Zielstelle · Ansatz	SPECIALIST_DRAWER_WHOLE_CARD	D1_MATERIAL_PRODUCT_VESSEL
291	B3-S026	B3	f83r	solkeedy	MC045	länger auffangen; schließen	REVISED_EXTENSION_CORE_24	ACTIVE_CORE
292	B3-S027	B3	f83r	qoteedy	MC173	danach · länger; schließen	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE
293	B3-S028	B3	f83r	qokeey	MC002	länger einwirken	REVISED_EXTENSION_CORE_24	ACTIVE_CORE
294	B3-S028	B3	f83r	qokedy	MC083	kurz einwirken; schließen	REVISED_EXTENSION_CORE_24	ACTIVE_CORE
295	B3-S029	B3	f83r	sol	MC153	weiter	REVISED_SHARED_17	ACTIVE_CORE
296	B3-S029	B3	f83r	cheeety	MC094	vollständig · Teil	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE
297	B3-S029	B3	f83r	qokedy	MC083	kurz einwirken; schließen	REVISED_EXTENSION_CORE_24	ACTIVE_CORE
298	B3-S030	B3	f83r	qoky	MC026	diesen Posten einsetzen	REVISED_SHARED_17	ACTIVE_CORE
299	B3-S030	B3	f83r	saiin	MC039	Sollmaß	REVISED_SHARED_17	ACTIVE_CORE
300	B3-S030	B3	f83r	schedair	MC116	Flüssigkeitslauf	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET
301	B3-S030	B3	f83r	otchedy	MC057	danach · übertragen; schließen	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET
302	B3-S031	B3	f83r	qokeedy	MC082	länger einwirken; schließen	REVISED_EXTENSION_CORE_24	ACTIVE_CORE
303	B3-S032	B3	f83r	chedain	MC145	übertragen · Anteil	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET
304	B3-S032	B3	f83r	chedy	MC074	diesen Posten übertragen	REVISED_SHARED_17	ACTIVE_CORE
305	B3-S032	B3	f83r	qotedaiin	MC018	danach · kurz · Sollmaß	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE
306	B3-S032	B3	f83r	otaiin	MC060	nächstes Sollmaß	REVISED_EXTENSION_CORE_24	ACTIVE_CORE
307	B3-S032	B3	f83r	otedy	MC135	danach · kurz; schließen	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE
308	B3-S033	B3	f83r	ldy	MC004	abziehen; schließen	REVISED_EXTENSION_CORE_24	ACTIVE_CORE
309	B3-S034	B3	f83r	soiiin	MC033	Arbeitsstufe	SPECIALIST_DRAWER_WHOLE_CARD	D5_QUANTITY_PART_STAGE
310	B3-S034	B3	f83r	checthy	MC161	diesen Posten bereitstellen	REVISED_SHARED_17	ACTIVE_CORE
311	B3-S034	B3	f83r	chety	MC086	einen Teil abtrennen	REVISED_SHARED_17	ACTIVE_CORE
312	B3-S034	B3	f83r	otaiin	MC060	nächstes Sollmaß	REVISED_EXTENSION_CORE_24	ACTIVE_CORE
313	B3-S034	B3	f83r	olsaly	MC078	Zielstelle · Posten	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET
314	B3-S034	B3	f83r	shedy	MC128	kurz absetzen; schließen	REVISED_EXTENSION_CORE_24	ACTIVE_CORE
315	B4-S001	B4	f83r	qokeedy	MC082	länger einwirken; schließen	REVISED_EXTENSION_CORE_24	ACTIVE_CORE
316	B4-S002	B4	f83r	qolchey	MC162	weiter · Posten	SPECIALIST_DRAWER_WHOLE_CARD	D6_ORDER_CONTINUATION
317	B4-S002	B4	f83r	qokeey	MC002	länger einwirken	REVISED_EXTENSION_CORE_24	ACTIVE_CORE
318	B4-S002	B4	f83r	qokedy	MC083	kurz einwirken; schließen	REVISED_EXTENSION_CORE_24	ACTIVE_CORE
319	B4-S003	B4	f83r	chedy	MC074	diesen Posten übertragen	REVISED_SHARED_17	ACTIVE_CORE
320	B4-S003	B4	f83r	otal	MC093	danach dorthin	REVISED_EXTENSION_CORE_24	ACTIVE_CORE
321	B4-S003	B4	f83r	otchey	MC171	der nächste Posten	REVISED_SHARED_17	ACTIVE_CORE
322	B4-S003	B4	f83r	qokeey	MC002	länger einwirken	REVISED_EXTENSION_CORE_24	ACTIVE_CORE
323	B4-S003	B4	f83r	qoky	MC026	diesen Posten einsetzen	REVISED_SHARED_17	ACTIVE_CORE
324	B4-S003	B4	f83r	tol	MC153	weiter	REVISED_SHARED_17	ACTIVE_CORE
325	B4-S003	B4	f83r	shedy	MC128	kurz absetzen; schließen	REVISED_EXTENSION_CORE_24	ACTIVE_CORE
326	B4-S004	B4	f83r	qokylddy	MC164	einsetzen · Posten · festbinden	SPECIALIST_DRAWER_WHOLE_CARD	D7_APPLICATION_FASTEN_STORE
327	B4-S005	B4	f83r	dain	MC059	Tuch	SPECIALIST_DRAWER_WHOLE_CARD	D1_MATERIAL_PRODUCT_VESSEL
328	B4-S005	B4	f83r	chedy	MC074	diesen Posten übertragen	REVISED_SHARED_17	ACTIVE_CORE
329	B4-S005	B4	f83r	qokeedy	MC082	länger einwirken; schließen	REVISED_EXTENSION_CORE_24	ACTIVE_CORE
330	B4-S006	B4	f83r	shckhedy	MC143	seihen; schließen	REVISED_EXTENSION_CORE_24	ACTIVE_CORE
331	B4-S007	B4	f83r	shckhedy	MC143	seihen; schließen	REVISED_EXTENSION_CORE_24	ACTIVE_CORE
332	B4-S008	B4	f83r	saiin	MC039	Sollmaß	REVISED_SHARED_17	ACTIVE_CORE
333	B4-S008	B4	f83r	cheeky	MC032	länger bearbeiten	REVISED_SHARED_17	ACTIVE_CORE
334	B4-S008	B4	f83r	sheey	MC095	halten · länger · Posten	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE
335	B4-S008	B4	f83r	qokedy	MC083	kurz einwirken; schließen	REVISED_EXTENSION_CORE_24	ACTIVE_CORE
336	B4-S009	B4	f83r	shedy	MC128	kurz absetzen; schließen	REVISED_EXTENSION_CORE_24	ACTIVE_CORE
337	B4-S010	B4	f83r	oldy	MC019	fortsetzen; abschließen	REVISED_SHARED_17	ACTIVE_CORE
338	B4-S011	B4	f83r	saiin	MC039	Sollmaß	REVISED_SHARED_17	ACTIVE_CORE
339	B4-S011	B4	f83r	cheky	MC147	kurz wärmen	REVISED_EXTENSION_CORE_24	ACTIVE_CORE
340	B4-S011	B4	f83r	okeeol	MC150	einsetzen · länger · weiter	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE
341	B4-S011	B4	f83r	okain	MC017	einen Anteil zugeben	REVISED_EXTENSION_CORE_24	ACTIVE_CORE
342	B4-S011	B4	f83r	chdy	MC074	diesen Posten übertragen	REVISED_SHARED_17	ACTIVE_CORE
343	B4-S011	B4	f83r	sol	MC153	weiter	REVISED_SHARED_17	ACTIVE_CORE
344	B4-S011	B4	f83r	lkedy	MC124	abführen · kurz; schließen	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE
345	B4-S012	B4	f83r	lchedy	MC155	abführen; schließen	REVISED_EXTENSION_CORE_24	ACTIVE_CORE
346	B4-S013	B4	f83r	qokol	MC024	einsetzen · weiter	SPECIALIST_DRAWER_WHOLE_CARD	D6_ORDER_CONTINUATION
347	B4-S013	B4	f83r	shedy	MC128	kurz absetzen; schließen	REVISED_EXTENSION_CORE_24	ACTIVE_CORE
348	B4-S014	B4	f83r	or	MC080	Arbeitsansatz	REVISED_SHARED_17	ACTIVE_CORE
349	B4-S014	B4	f83r	chey	MC123	dieser Posten	REVISED_SHARED_17	ACTIVE_CORE
350	B4-S014	B4	f83r	qockhey	MC165	einsetzen · Durchgang · kurz · Posten	SPECIALIST_DRAWER_WHOLE_CARD	D2_FILTER_WASH_FLOW
351	B4-S014	B4	f83r	dairydy	MC091	Flüssigkeitslauf · Posten; schließen	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET
352	B4-S015	B4	f83r	qokain	MC017	einen Anteil zugeben	REVISED_EXTENSION_CORE_24	ACTIVE_CORE
353	B4-S015	B4	f83r	shey	MC119	Klarlauf	REVISED_SHARED_17	ACTIVE_CORE
354	B4-S015	B4	f83r	kain	MC105	einen Anteil	REVISED_EXTENSION_CORE_24	ACTIVE_CORE
355	B4-S015	B4	f83r	chckhal	MC022	Durchgang · Zielstelle	SPECIALIST_DRAWER_WHOLE_CARD	D2_FILTER_WASH_FLOW
356	B4-S015	B4	f83r	solkey	MC050	auffangen · kurz · Posten	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE
357	B4-S015	B4	f83r	lchedy	MC155	abführen; schließen	REVISED_EXTENSION_CORE_24	ACTIVE_CORE
358	B4-S016	B4	f83r	qolkain	MC097	weiter · Anteil	SPECIALIST_DRAWER_WHOLE_CARD	D5_QUANTITY_PART_STAGE
359	B4-S016	B4	f83r	dal	MC154	dorthin	REVISED_SHARED_17	ACTIVE_CORE
360	B4-S016	B4	f83r	skar	MC089	ausgießen · Ausgang	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET
361	B4-S016	B4	f83r	shedy	MC128	kurz absetzen; schließen	REVISED_EXTENSION_CORE_24	ACTIVE_CORE
362	B5-S001	B5	f83r	otchdy	MC067	danach · übertragen; schließen	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET
363	B5-S002	B5	f83r	qokchdy	MC088	einsetzen, übertragen; schließen	REVISED_EXTENSION_CORE_24	ACTIVE_CORE
364	B5-S003	B5	f83r	shedal	MC113	absetzen · Zielstelle	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE
365	B5-S003	B5	f83r	dal	MC154	dorthin	REVISED_SHARED_17	ACTIVE_CORE
366	B5-S003	B5	f83r	cheol	MC153	weiter	REVISED_SHARED_17	ACTIVE_CORE
367	B5-S003	B5	f83r	lol	MC092	abführen · weiter	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET
368	B5-S003	B5	f83r	chdal	MC001	übertragen · Zielstelle	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET
369	B5-S003	B5	f83r	aiin	MC039	Sollmaß	REVISED_SHARED_17	ACTIVE_CORE
370	B5-S003	B5	f83r	sol	MC153	weiter	REVISED_SHARED_17	ACTIVE_CORE
371	B5-S003	B5	f83r	daiiin	MC172	Arbeitsstufe	SPECIALIST_DRAWER_WHOLE_CARD	D5_QUANTITY_PART_STAGE
372	B5-S003	B5	f83r	chedy	MC074	diesen Posten übertragen	REVISED_SHARED_17	ACTIVE_CORE
373	B6-S001	B6	f83r	solkeey	MC020	auffangen · länger · Posten	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE
374	B6-S001	B6	f83r	qekey	MC052	bearbeiten · kurz · Posten	SPECIALIST_DRAWER_WHOLE_CARD	D3_HEAT_SETTLE_STATE
375	B6-S001	B6	f83r	raly	MC046	Zielstelle · Posten	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET
376	B6-S001	B6	f83r	ol	MC153	weiter	REVISED_SHARED_17	ACTIVE_CORE
377	B6-S001	B6	f83r	daiin	MC039	Sollmaß	REVISED_SHARED_17	ACTIVE_CORE
378	B6-S001	B6	f83r	ol	MC153	weiter	REVISED_SHARED_17	ACTIVE_CORE
379	B6-S001	B6	f83r	dain	MC059	Tuch	SPECIALIST_DRAWER_WHOLE_CARD	D1_MATERIAL_PRODUCT_VESSEL
380	B6-S001	B6	f83r	chey	MC123	dieser Posten	REVISED_SHARED_17	ACTIVE_CORE
381	B6-S001	B6	f83r	ldalor	MC101	Zielstelle	SPECIALIST_DRAWER_WHOLE_CARD	D4_TRANSFER_SOURCE_TARGET
