record_unit_id	page	record_line_no	locus	owner_sequence	incoming_state	incoming_state_de	master_instruction_de	source_instruction_values_de	source_instruction_count	visible_event_count	visible_surfaces	anticipation_surfaces	outgoing_state	outgoing_state_de	decision_to_next_line	next_line_instruction_de
B3	f83r	4	f83r.11	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	M4_MEASURED_PORTION	Bemessene Portion	Bei B3_LOWER_MARGIN_BASKET_VESSEL_STATION, am Bemessene Portion: Bezug/Folge: Ansatz; dann Arbeitsgang: Kurzabsetzung; dann Material/Maß: Sollstellung; dann Material/Maß: Portion; dann Dauer/Zustand: Kurzvorbereitung; dann Dauer/Zustand: Kurzkontakt; dann Ziel/Anwendung: Laufeinsatz; dann Arbeitsgang: Langabsetzen; dann Arbeitsgang: abführen; dann Arbeitsgang: Abzug.	Ansatz → Kurzabsetzung → Sollstellung → Portion → Kurzvorbereitung → Kurzkontakt → Laufeinsatz → Langabsetzen → abführen → Abzug	10	10	sor shedy qokaiin chkain shcthey qokedy okair sheedy lchedy lo	NONE	M4_MEASURED_PORTION	Bemessene Portion	REAL_CYCLE_OR_OWNER_RESET	Auf der nächsten Zeile Mikrogang oder Besitzer neu eröffnen.
B3	f83r	5	f83r.14	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	M4_MEASURED_PORTION	Bemessene Portion	Bei B3_MARGIN_TO_MAIN_GAP_UNRESOLVED, am Bemessene Portion: Arbeitsgang: Rücktransfer; dann Dauer/Zustand: Langkontakt; dann Arbeitsgang: Kurzabsetzung; dann Arbeitsgang: Einsatzabsetzen; dann Ziel/Anwendung: Stelle; dann Arbeitsgang: abführen; dann Material/Maß: Sollstellung; dann Bereit/Schluss: Bereit; dann Ziel/Anwendung: Stelle; dann Bezug/Folge: Diesposten.	Rücktransfer → Langkontakt → Kurzabsetzung → Einsatzabsetzen → Stelle → abführen → Sollstellung → Bereit → Stelle → Diesposten	10	10	qokchedy qokeedy shedy qokshedy dal lchedy qokaiin shcthy dal sy	NONE	M4_MEASURED_PORTION	Bemessene Portion	CONTINUE_ACROSS_LINE	Auf der nächsten Zeile denselben Mikrogang weiterlesen.
B3	f83r	6	f83r.15	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	M4_MEASURED_PORTION	Bemessene Portion	Bei B3_MARGIN_TO_MAIN_GAP_UNRESOLVED, am Bemessene Portion: Material/Maß: Sollmaß; dann Arbeitsgang: Zielabsetzung; dann Dauer/Zustand: Kurzvorbereitung; dann Bezug/Folge: Diesposten; dann Ziel/Anwendung: Stelle; dann Bereit/Schluss: Bereit; dann Arbeitsgang: Zieltransfer; dann Arbeitsgang: Folgetransfer; dann Arbeitsgang: abführen.	Sollmaß → Zielabsetzung → Kurzvorbereitung → Diesposten → Stelle → Bereit → Zieltransfer → Folgetransfer → abführen	9	9	saiin shedal shecthy chey tal shcthy dalchdy qotchedy lchedy	NONE	M4_MEASURED_PORTION	Bemessene Portion	REAL_CYCLE_OR_OWNER_RESET	Auf der nächsten Zeile Mikrogang oder Besitzer neu eröffnen.
B3	f83r	7	f83r.16	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	M4_MEASURED_PORTION	Bemessene Portion	Bei B3_MARGIN_TO_MAIN_GAP_UNRESOLVED, am Bemessene Portion: Arbeitsgang: überführen; dann Ziel/Anwendung: Neueinsatz; dann Arbeitsgang: Quelltransfer; dann Arbeitsgang: Sollabsetzung; dann Arbeitsgang: Umsetzen; dann Material/Maß: Zugabe; dann Bereit/Schluss: Bereit; dann Ziel/Anwendung: Zielbereitung.	überführen → Neueinsatz → Quelltransfer → Sollabsetzung → Umsetzen → Zugabe → Bereit → Zielbereitung	8	8	tchedy qokchdy cheedar chldaiin chedy qokain checthy chealror	NONE	M4_MEASURED_PORTION	Bemessene Portion	REAL_CYCLE_OR_OWNER_RESET	Auf der nächsten Zeile Mikrogang oder Besitzer neu eröffnen.
B3	f83r	8	f83r.20	B3_MAIN_ARCH_LINKED_PAIR	M4_MEASURED_PORTION	Bemessene Portion	Bei B3_MAIN_ARCH_LINKED_PAIR, am Bemessene Portion: Arbeitsgang: Langsammlung; dann Bezug/Folge: Langfolgestufe; dann Dauer/Zustand: Langkontakt; dann Dauer/Zustand: Kurzkontakt; dann Bezug/Folge: Fortsetzung; dann Material/Maß: Vollteil; dann Dauer/Zustand: Kurzkontakt; dann Ziel/Anwendung: Einsetzen; dann Material/Maß: Sollmaß.	Langsammlung → Langfolgestufe → Langkontakt → Kurzkontakt → Fortsetzung → Vollteil → Kurzkontakt → Einsetzen → Sollmaß	9	9	solkeedy qoteedy qokeey qokedy sol cheeety qokedy qoky saiin	NONE	M4_MEASURED_PORTION	Bemessene Portion	REAL_CYCLE_OR_OWNER_RESET	Auf der nächsten Zeile Mikrogang oder Besitzer neu eröffnen.
B3	f83r	9	f83r.22	B3_MAIN_ARCH_LINKED_PAIR	M4_MEASURED_PORTION	Bemessene Portion	Bei B3_MAIN_ARCH_LINKED_PAIR, am Bemessene Portion: Bezug/Folge: Weiterlauf; dann Arbeitsgang: Folgetransfer; dann Dauer/Zustand: Langkontakt; dann Arbeitsgang: Anteilstransfer; dann Arbeitsgang: Umsetzen; dann Material/Maß: Kurzsoll; dann Material/Maß: Folgemaß; dann Bezug/Folge: Kurzfolge; dann Arbeitsgang: abziehen.	Weiterlauf → Folgetransfer → Langkontakt → Anteilstransfer → Umsetzen → Kurzsoll → Folgemaß → Kurzfolge → abziehen	9	9	schedair otchedy qokeedy chedain chedy qotedaiin otaiin otedy ldy	NONE	M4_MEASURED_PORTION	Bemessene Portion	REAL_CYCLE_OR_OWNER_RESET	Auf der nächsten Zeile Mikrogang oder Besitzer neu eröffnen.
B3	f83r	10	f83r.24	B3_MAIN_ARCH_LINKED_PAIR	M4_MEASURED_PORTION	Bemessene Portion	Bei B3_MAIN_ARCH_LINKED_PAIR, am Bemessene Portion: Material/Maß: Arbeitsstufe; dann Bereit/Schluss: Bereit; dann Material/Maß: Zerkleinern; dann Material/Maß: Folgemaß; dann Ziel/Anwendung: Zwischenziel; dann Arbeitsgang: Kurzabsetzung.	Arbeitsstufe → Bereit → Zerkleinern → Folgemaß → Zwischenziel → Kurzabsetzung	6	6	soiiin checthy chety otaiin olsaly shedy	NONE	M4_MEASURED_PORTION	Bemessene Portion	RECORD_END	Record hier beenden.
B4	f83r	1	f83r.25	B4_MAIN_ARCH_LINKED_PAIR	M4_MEASURED_PORTION	Bemessene Portion	Bei B4_MAIN_ARCH_LINKED_PAIR, am Bemessene Portion: Dauer/Zustand: Langkontakt; dann Bezug/Folge: Weiterposten; dann Dauer/Zustand: Langkontakt; dann Dauer/Zustand: Kurzkontakt; dann Arbeitsgang: Umsetzen; dann Ziel/Anwendung: Folgeziel.	Langkontakt → Weiterposten → Langkontakt → Kurzkontakt → Umsetzen → Folgeziel	6	6	qokeedy qolchey qokeey qokedy chedy otal	NONE	M4_MEASURED_PORTION	Bemessene Portion	REAL_CYCLE_OR_OWNER_RESET	Auf der nächsten Zeile Mikrogang oder Besitzer neu eröffnen.
B4	f83r	2	f83r.26	B4_MAIN_ARCH_LINKED_PAIR	M4_MEASURED_PORTION	Bemessene Portion	Bei B4_MAIN_ARCH_LINKED_PAIR, am Bemessene Portion: Bezug/Folge: Folgeposten; dann Dauer/Zustand: Langkontakt; dann Ziel/Anwendung: Einsetzen; dann Bezug/Folge: Fortsetzung; dann Arbeitsgang: Kurzabsetzung; dann Bereit/Schluss: befestigen.	Folgeposten → Langkontakt → Einsetzen → Fortsetzung → Kurzabsetzung → befestigen	6	6	otchey qokeey qoky tol shedy qokylddy	NONE	M4_MEASURED_PORTION	Bemessene Portion	REAL_CYCLE_OR_OWNER_RESET	Auf der nächsten Zeile Mikrogang oder Besitzer neu eröffnen.
B4	f83r	3	f83r.27	B4_MAIN_ARCH_LINKED_PAIR	M4_MEASURED_PORTION	Bemessene Portion	Bei B4_MAIN_ARCH_LINKED_PAIR, am Bemessene Portion: Material/Maß: Einlage; dann Arbeitsgang: Umsetzen; dann Dauer/Zustand: Langkontakt; dann Arbeitsgang: durchlassen; dann Arbeitsgang: durchlassen.	Einlage → Umsetzen → Langkontakt → durchlassen → durchlassen	5	5	dain chedy qokeedy shckhedy shckhedy	NONE	M4_MEASURED_PORTION	Bemessene Portion	REAL_CYCLE_OR_OWNER_RESET	Auf der nächsten Zeile Mikrogang oder Besitzer neu eröffnen.
B4	f83r	4	f83r.28	B4_MAIN_ARCH_LINKED_PAIR	M4_MEASURED_PORTION	Bemessene Portion	Bei B4_MAIN_ARCH_LINKED_PAIR, am Bemessene Portion: Material/Maß: Sollmaß; dann Dauer/Zustand: Langwärme; dann Dauer/Zustand: Langhalt; dann Dauer/Zustand: Kurzkontakt; dann Arbeitsgang: Kurzabsetzung; dann Bezug/Folge: Fortschluss.	Sollmaß → Langwärme → Langhalt → Kurzkontakt → Kurzabsetzung → Fortschluss	6	6	saiin cheeky sheey qokedy shedy oldy	NONE	M4_MEASURED_PORTION	Bemessene Portion	REAL_CYCLE_OR_OWNER_RESET	Auf der nächsten Zeile Mikrogang oder Besitzer neu eröffnen.
B4	f83r	5	f83r.35	B4_MAIN_LEFT_OPEN_FRINGE_STATION	M4_MEASURED_PORTION	Bemessene Portion	Bei B4_MAIN_LEFT_OPEN_FRINGE_STATION, am Bemessene Portion: Material/Maß: Sollmaß; dann Dauer/Zustand: Kurzwärme; dann Bezug/Folge: Langfortsetzung; dann Material/Maß: Zugabe; dann Arbeitsgang: Umsetzen.	Sollmaß → Kurzwärme → Langfortsetzung → Zugabe → Umsetzen	5	5	saiin cheky okeeol okain chdy	NONE	M4_MEASURED_PORTION	Bemessene Portion	REAL_CYCLE_OR_OWNER_RESET	Auf der nächsten Zeile Mikrogang oder Besitzer neu eröffnen.
B4	f83r	6	f83r.37	B4_MAIN_LEFT_OPEN_FRINGE_STATION	M4_MEASURED_PORTION	Bemessene Portion	Bei B4_MAIN_LEFT_OPEN_FRINGE_STATION, am Bemessene Portion: Bezug/Folge: Fortsetzung; dann Arbeitsgang: Kurzabzugsschluss; dann Arbeitsgang: abführen; dann Ziel/Anwendung: Wiedereinsatz; dann Arbeitsgang: Kurzabsetzung.	Fortsetzung → Kurzabzugsschluss → abführen → Wiedereinsatz → Kurzabsetzung	5	5	sol lkedy lchedy qokol shedy	NONE	M4_MEASURED_PORTION	Bemessene Portion	REAL_CYCLE_OR_OWNER_RESET	Auf der nächsten Zeile Mikrogang oder Besitzer neu eröffnen.
B4	f83r	7	f83r.38	B4_MAIN_LEFT_OPEN_FRINGE_STATION	M4_MEASURED_PORTION	Bemessene Portion	Bei B4_MAIN_LEFT_OPEN_FRINGE_STATION, am Bemessene Portion: Bezug/Folge: Ansatz; dann Bezug/Folge: Diesposten; dann Arbeitsgang: Kurzdurchgang; dann Arbeitsgang: Laufschluss.	Ansatz → Diesposten → Kurzdurchgang → Laufschluss	4	4	or chey qockhey dairydy	NONE	M2_PREPARATION	Ansatz	REAL_CYCLE_OR_OWNER_RESET	Auf der nächsten Zeile Mikrogang oder Besitzer neu eröffnen.
B4	f83r	8	f83r.39	B4_MAIN_LEFT_OPEN_FRINGE_STATION	M2_PREPARATION	Ansatz	Bei B4_MAIN_LEFT_OPEN_FRINGE_STATION, am Ansatz: Material/Maß: Zugabe; dann Arbeitsgang: Klarauszug; dann Material/Maß: Portion; dann Arbeitsgang: Zielpassage.	Zugabe → Klarauszug → Portion → Zielpassage	4	4	qokain shey kain chckhal	NONE	M4_MEASURED_PORTION	Bemessene Portion	REAL_CYCLE_OR_OWNER_RESET	Auf der nächsten Zeile Mikrogang oder Besitzer neu eröffnen.
B4	f83r	9	f83r.41	B4_MAIN_RIGHT_S_RUN_MULTIPORT_STATION	M4_MEASURED_PORTION	Bemessene Portion	Bei B4_MAIN_RIGHT_S_RUN_MULTIPORT_STATION, am Bemessene Portion: Arbeitsgang: Kurzsammlung; dann Arbeitsgang: abführen; dann Material/Maß: Folgeportion; dann Ziel/Anwendung: Stelle.	Kurzsammlung → abführen → Folgeportion → Stelle	4	4	solkey lchedy qolkain dal	NONE	M4_MEASURED_PORTION	Bemessene Portion	REAL_CYCLE_OR_OWNER_RESET	Auf der nächsten Zeile Mikrogang oder Besitzer neu eröffnen.
B4	f83r	10	f83r.44	B4_MAIN_RIGHT_S_RUN_MULTIPORT_STATION	M4_MEASURED_PORTION	Bemessene Portion	Bei B4_MAIN_RIGHT_S_RUN_MULTIPORT_STATION, am Bemessene Portion: Arbeitsgang: Quellausguss; dann Arbeitsgang: Kurzabsetzung.	Quellausguss → Kurzabsetzung	2	2	skar shedy	NONE	M3_CLEAR_EXTRACT	Klarauszug	RECORD_END	Record hier beenden.
B5	f83r	1	f83r.47	B5_LEFT_OPEN_FRINGE_STATION	M2_PREPARATION	Ansatz	Bei B5_LEFT_OPEN_FRINGE_STATION, am Ansatz: Arbeitsgang: Nachtransfer; dann Ziel/Anwendung: Neueinsatz; dann Arbeitsgang: Zielabsetzung.	Nachtransfer → Neueinsatz → Zielabsetzung	3	3	otchdy qokchdy shedal	NONE	M2_PREPARATION	Ansatz	CONTINUE_ACROSS_LINE	Auf der nächsten Zeile denselben Mikrogang weiterlesen.
B5	f83r	2	f83r.48	B5_LEFT_OPEN_FRINGE_STATION	M2_PREPARATION	Ansatz	Bei B5_LEFT_OPEN_FRINGE_STATION, am Ansatz: Ziel/Anwendung: Stelle; dann Bezug/Folge: Fortsetzung; dann Arbeitsgang: Weiterabzug; dann Arbeitsgang: Zieltransfer; dann Material/Maß: Sollmaß.	Stelle → Fortsetzung → Weiterabzug → Zieltransfer → Sollmaß	5	5	dal cheol lol chdal aiin	NONE	M4_MEASURED_PORTION	Bemessene Portion	REAL_CYCLE_OR_OWNER_RESET	Auf der nächsten Zeile Mikrogang oder Besitzer neu eröffnen.
B5	f83r	3	f83r.49	B5_LEFT_OPEN_FRINGE_STATION	M4_MEASURED_PORTION	Bemessene Portion	Bei B5_LEFT_OPEN_FRINGE_STATION, am Bemessene Portion: Bezug/Folge: Fortsetzung; dann Material/Maß: Endstufe; dann Arbeitsgang: Umsetzen.	Fortsetzung → Endstufe → Umsetzen	3	3	sol daiiin chedy	NONE	M4_MEASURED_PORTION	Bemessene Portion	RECORD_END	Record hier beenden.
B6	f83r	1	f83r.52	B6_RIGHT_S_RUN_MULTIPORT_STATION	M2_PREPARATION	Ansatz	Bei B6_RIGHT_S_RUN_MULTIPORT_STATION, am Ansatz: Arbeitsgang: Langsammlung; dann Dauer/Zustand: Kurzbearbeitung; dann Bereit/Schluss: Endposten; dann Bezug/Folge: Fortsetzung.	Langsammlung → Kurzbearbeitung → Endposten → Fortsetzung	4	4	solkeey qekey raly ol	NONE	M5_APPLICATION_ITEM	Anwendungsposten	CONTINUE_ACROSS_LINE	Auf der nächsten Zeile denselben Mikrogang weiterlesen.
B6	f83r	2	f83r.54	B6_RIGHT_S_RUN_MULTIPORT_STATION	M5_APPLICATION_ITEM	Anwendungsposten	Bei B6_RIGHT_S_RUN_MULTIPORT_STATION, am Anwendungsposten: Material/Maß: Sollmaß; dann Bezug/Folge: Fortsetzung; dann Material/Maß: Einlage; dann Bezug/Folge: Diesposten; dann Ziel/Anwendung: Endziel.	Sollmaß → Fortsetzung → Einlage → Diesposten → Endziel	5	5	daiin ol dain chey ldalor	NONE	M5_APPLICATION_ITEM	Anwendungsposten	RECORD_END	Record hier beenden.
