statement_id	record_unit_id	page	loci	surface_sequence	formula_family	formula_rule_de	present_slots	terminal_status	grammar_close_slot	grammar_close_disagreement	family_sequence_de	local_sequence_de	fluent_formula_reading_de
B1-S018	B1	f81v	f81v.24|f81v.27	ly · dsheol · oiiin · olkeedy	TARGET_APPLICATION_PROCESS	Den laufenden Posten an der Zielstelle einsetzen oder anwenden.	QUANTITY|OPERATION|TARGET|STATE_GRADE|CLOSE	CLOSED	olkeedy=an der Sammelstelle stehen oder absetzen lassen; Schluss	NO	Auffanggefäß; WEITER_GLEICHER_LAUF + GRAD; STUFE; GRAD + SAMMELN	Auffanggefäß; Kurzhalt; Arbeitsstufe; lange sammeln; Schluss	Beim Besitzer „gemeinsames Becken- und Figurenfeld auf f81v“: Gefäß füllen; Stelle bestreichen an an der Sammelstelle stehen oder absetzen lassen; Schluss bis vorgeschriebener Grad; an der Sammelstelle stehen oder absetzen lassen; Schluss. Den Schritt festsetzen.
B1-S019	B1	f81v	f81v.27	tedy	SIMPLE_OR_ELLIPTIC_PROCESS	Den örtlich bezeichneten Arbeitsschritt ausführen; ausgelassene Argumente vom Besitzer erben.	STATE_GRADE|CLOSE	CLOSED	tedy=kurz oder gewöhnlich ruhen lassen; Schluss	NO	GRAD + FESTSETZEN + ABSETZEN	kurz absetzen; Schluss; Arbeitsschritt festsetzen	Beim Besitzer „gemeinsames Becken- und Figurenfeld auf f81v“: kurz absetzen; Schluss; Arbeitsschritt festsetzen. Den Schritt festsetzen.
B1-S020	B1	f81v	f81v.27	cheky · shckhedy	SIMPLE_OR_ELLIPTIC_PROCESS	Den örtlich bezeichneten Arbeitsschritt ausführen; ausgelassene Argumente vom Besitzer erben.	STATE_GRADE|CLOSE	CLOSED	shckhedy=durch Tuch seihen; Ende	NO	GRAD + DIES_AKTUELLER_POSTEN + ZUSTAND_JUSTIEREN; SEIHEN	kurz wärmen; durchlassen; Schluss	Beim Besitzer „gemeinsames Becken- und Figurenfeld auf f81v“: kurz wärmen; durchlassen; Schluss. Den Schritt festsetzen.
B1-S021	B1	f81v	f81v.27	chal	SIMPLE_OR_ELLIPTIC_PROCESS	Den örtlich bezeichneten Arbeitsschritt ausführen; ausgelassene Argumente vom Besitzer erben.	TARGET	OPEN	OFFEN: nächste Arbeitszelle darf fortführen	NO	ZU_ZIEL	dorthin	Beim Besitzer „gemeinsames Becken- und Figurenfeld auf f81v“: dorthin. Den Posten für die nächste Zelle offen halten.
B2-S001	B2	f82r	f82r.2	dchedy	SIMPLE_OR_ELLIPTIC_PROCESS	Den örtlich bezeichneten Arbeitsschritt ausführen; ausgelassene Argumente vom Besitzer erben.	OPERATION|CLOSE	CLOSED	dchedy=Arbeitsbewegung abschließen	NO	UEBERFUEHREN	überführen; Schluss	Beim Besitzer „aktuelle lokale Becken- oder Gerätestation auf f82r“: Arbeitsbewegung abschließen. Den Schritt festsetzen.
B2-S002	B2	f82r	f82r.2	qolchedy	FLOW_TRANSFER_PROCESS	Den laufenden Posten bearbeiten und über das angegebene Medium oder den Lauf führen.	LINK_SELECT|OPERATION|MEDIUM_FLOW|CLOSE	CLOSED	qolchedy=weiterführen; Schluss	NO	WEITER_GLEICHER_LAUF + FESTSETZEN + UEBERFUEHREN	weiterführen; Schluss; Arbeitsschritt festsetzen	Beim Besitzer „aktuelle lokale Becken- oder Gerätestation auf f82r“: weiterführen; Schluss; führe oder verwende weiterführen; Schluss. Den Schritt festsetzen.
B2-S003	B2	f82r	f82r.2	qokain · dy · qokeedy	QUANTIFIED_PROCESS	Die bezeichnete Menge nehmen und den Arbeitsgang damit ausführen.	SOURCE_ITEM|QUANTITY|OPERATION|CLOSE	CLOSED	qokeedy=eintauchen oder einweichen und den Schritt abschließen	NO	EINSETZEN + PORTION; DIES_AKTUELLER_POSTEN; EINSETZEN + GRAD + FESTSETZEN	Anteil zugeben; dies; lange einwirken; Schluss; Arbeitsschritt festsetzen	Beim Besitzer „aktuelle lokale Becken- oder Gerätestation auf f82r“: Nimm eine Portion zugeben; eine Portion zugeben; eintauchen oder einweichen und den Schritt abschließen aus der laufende Posten; dies oder es. Den Schritt festsetzen.
B2-S004	B2	f82r	f82r.2|f82r.3	qokal · lcheckhy · lched · qokeey · lcheckhedy	FLOW_TRANSFER_PROCESS	Den laufenden Posten bearbeiten und über das angegebene Medium oder den Lauf führen.	SOURCE_ITEM|OPERATION|MEDIUM_FLOW|TARGET|STATE_GRADE|CLOSE	CLOSED	lcheckhedy=klar seihen; Ende	NO	EINSETZEN + ZU_ZIEL; AB + DIES_AKTUELLER_POSTEN + DURCHLASS; AB + UEBERFUEHREN; EINSETZEN + GRAD + DIES_AKTUELLER_POSTEN; AB + SEIHEN	dorthin einsetzen; Abführpassage; Abführung; länger einwirken lassen; Trennabzug; Schluss	Beim Besitzer „aktuelle lokale Becken- oder Gerätestation auf f82r“: an der Zielstelle einsetzen; zweite Öffnung; hinausführen; den laufenden Posten anhaltend in Kontakt halten; führe oder verwende hinausführen an an der Zielstelle einsetzen bis den laufenden Posten anhaltend in Kontakt halten; klar seihen; Ende. Den Schritt festsetzen.
B2-S005	B2	f82r	f82r.3|f82r.4	qokaly · solkaiin · chckhy · qokaiin · qokaiin · octheol · chkeey · ldy	FULL_ADDRESS_PROCESS	Quelle und Menge nehmen, den Arbeitsgang ausführen, zum Ziel führen und den Zustand setzen.	SOURCE_ITEM|QUANTITY|OPERATION|TARGET|CLOSE	CLOSED	ldy=abziehen; Ende	NO	EINSETZEN + ZU_ZIEL + DIES_AKTUELLER_POSTEN; SOLLWERT + SAMMELN; DIES_AKTUELLER_POSTEN + DURCHLASS; EINSETZEN + SOLLWERT; EINSETZEN + SOLLWERT; WEITER_GLEICHER_LAUF + BEREIT; GRAD + DIES_AKTUELLER_POSTEN + ZUSTAND_JUSTIEREN; AB + FESTSETZEN	Zieleinsatz; Sollsammlung; durchleiten; bemessen; bemessen; Fortsetzung vorbereiten; Langwärmen; abziehen; Schluss; Arbeitsschritt festsetzen	Beim Besitzer „aktuelle lokale Becken- oder Gerätestation auf f82r“: Nimm den laufenden Posten an der Zielstelle einsetzen in der Angabe auf das vorgeschriebene Maß einstellen; den laufenden Posten an der Zielstelle einsetzen; durch Tuch; durch verbundenen Lauf; auf das vorgeschriebene Maß einstellen; gleiche Einstellung; breites Gefäß; führe ihn zu den laufenden Posten an der Zielstelle einsetzen; behalte den örtlichen Zustand. Den Schritt festsetzen.
B2-S006	B2	f82r	f82r.4	oteey · qokal · sheckhy · qoky	TARGET_APPLICATION_PROCESS	Den laufenden Posten an der Zielstelle einsetzen oder anwenden.	LINK_SELECT|SOURCE_ITEM|OPERATION|TARGET|STATE_GRADE	OPEN	OFFEN: nächste Arbeitszelle darf fortführen	NO	FOLGEPOSTEN + GRAD + DIES_AKTUELLER_POSTEN; EINSETZEN + ZU_ZIEL; GRAD + DIES_AKTUELLER_POSTEN + DURCHLASS; EINSETZEN + DIES_AKTUELLER_POSTEN	Langfolge; dorthin einsetzen; Kurzpassage; einsetzen	Beim Besitzer „aktuelle lokale Becken- oder Gerätestation auf f82r“: an der Zielstelle einsetzen; über der Stelle; den laufenden Posten anwenden oder in Arbeit nehmen an an der Zielstelle einsetzen bis den laufenden Posten danach anhaltend einwirken lassen. Den Posten für die nächste Zelle offen halten.
B2-S007	B2	f82r	f82r.7	dshedy	SIMPLE_OR_ELLIPTIC_PROCESS	Den örtlich bezeichneten Arbeitsschritt ausführen; ausgelassene Argumente vom Besitzer erben.	OPERATION|CLOSE	CLOSED	dshedy=sauberes Wasser zugeben; Schluss	NO	Frischwasser zugeben; Schluss	Frischwasser zugeben; Schluss	Beim Besitzer „aktuelle lokale Becken- oder Gerätestation auf f82r“: sauberes Wasser zugeben; Schluss. Den Schritt festsetzen.
B2-S008	B2	f82r	f82r.7	sotaiin · qokar · shedy	GRADED_PROCESS	Den Arbeitsgang bis zum bezeichneten Zustand oder Grad führen.	LINK_SELECT|SOURCE_ITEM|QUANTITY|OPERATION|STATE_GRADE|CLOSE	CLOSED	shedy=kurz oder gewöhnlich ruhen lassen; Schluss	NO	FOLGEPOSTEN + SOLLWERT; EINSETZEN + VON_QUELLE; GRAD + FESTSETZEN + ABSETZEN	Folgemaß; Quelleinsatz; kurz absetzen; Schluss; Arbeitsschritt festsetzen	Beim Besitzer „aktuelle lokale Becken- oder Gerätestation auf f82r“: daraus in den Arbeitsgang nehmen bis kurz oder gewöhnlich ruhen lassen; Schluss mit das nächste Maß. Den Schritt festsetzen.
B2-S009	B2	f82r	f82r.7	solshedy	SIMPLE_OR_ELLIPTIC_PROCESS	Den örtlich bezeichneten Arbeitsschritt ausführen; ausgelassene Argumente vom Besitzer erben.	STATE_GRADE|CLOSE	CLOSED	solshedy=warm halten; Ende	NO	WEITER_GLEICHER_LAUF + FESTSETZEN + ABSETZEN	Folgeabsetzen; Schluss; Arbeitsschritt festsetzen	Beim Besitzer „aktuelle lokale Becken- oder Gerätestation auf f82r“: Folgeabsetzen; Schluss; Arbeitsschritt festsetzen. Den Schritt festsetzen.
B2-S010	B2	f82r	f82r.7	qokeey · qoky · ls · cheey	FLOW_TRANSFER_PROCESS	Den laufenden Posten bearbeiten und über das angegebene Medium oder den Lauf führen.	SOURCE_ITEM|OPERATION|MEDIUM_FLOW|STATE_GRADE	OPEN	OFFEN: nächste Arbeitszelle darf fortführen	NO	EINSETZEN + GRAD + DIES_AKTUELLER_POSTEN; EINSETZEN + DIES_AKTUELLER_POSTEN; AB; Klarlauf	länger einwirken lassen; einsetzen; Auslass; Klarlauf	Beim Besitzer „aktuelle lokale Becken- oder Gerätestation auf f82r“: den laufenden Posten anhaltend in Kontakt halten; den laufenden Posten anwenden oder in Arbeit nehmen; erste Öffnung; führe oder verwende klare Flüssigkeit bis den laufenden Posten anhaltend in Kontakt halten. Den Posten für die nächste Zelle offen halten.
B2-S011	B2	f82r	f82r.19	okain · char · okain · qokeedy	QUANTIFIED_PROCESS	Die bezeichnete Menge nehmen und den Arbeitsgang damit ausführen.	SOURCE_ITEM|QUANTITY|OPERATION|CLOSE	CLOSED	qokeedy=eintauchen oder einweichen und den Schritt abschließen	NO	EINSETZEN + PORTION; VON_QUELLE; EINSETZEN + PORTION; EINSETZEN + GRAD + FESTSETZEN	Anteil zugeben; davon; Anteil zugeben; lange einwirken; Schluss; Arbeitsschritt festsetzen	Beim Besitzer „aktuelle lokale Becken- oder Gerätestation auf f82r“: Nimm eine Portion zugeben; eine Portion zugeben; eintauchen oder einweichen und den Schritt abschließen aus aus demselben Vorrat. Den Schritt festsetzen.
B2-S012	B2	f82r	f82r.19|f82r.23	lchy · cheey · qcthey · qokeey · lcheey · daiin · chey · qokeeedy	FULL_ADDRESS_PROCESS	Quelle und Menge nehmen, den Arbeitsgang ausführen, zum Ziel führen und den Zustand setzen.	SOURCE_ITEM|QUANTITY|OPERATION|MEDIUM_FLOW|TARGET|STATE_GRADE|CLOSE	CLOSED	qokeeedy=vollständig durchtränken und den Schritt abschließen	NO	AB + DIES_AKTUELLER_POSTEN; Klarlauf; GRAD + DIES_AKTUELLER_POSTEN + BEREIT; EINSETZEN + GRAD + DIES_AKTUELLER_POSTEN; AB; SOLLWERT; DIES_AKTUELLER_POSTEN; EINSETZEN + GRAD + FESTSETZEN	Abführgut; Klarlauf; kurz vorbereiten; länger einwirken lassen; Klarabzug; Sollmaß; dies; Volleinsatz; Schluss; Arbeitsschritt festsetzen	Beim Besitzer „aktuelle lokale Becken- oder Gerätestation auf f82r“: Nimm den flüssigen Anteil des laufenden Postens abziehen; den laufenden Posten bereit halten; den laufenden Posten anhaltend in Kontakt halten; der laufende Posten; dies oder es in der Angabe vorgeschriebenes Maß; den laufenden Posten anhaltend in Kontakt halten; vollständig durchtränken und den Schritt abschließen; führe ihn zu benetzte Körperstelle; den laufenden Posten bereit halten; den laufenden Posten anhaltend in Kontakt halten. Den Schritt festsetzen.
B2-S013	B2	f82r	f82r.23	lchedy	FLOW_TRANSFER_PROCESS	Den laufenden Posten bearbeiten und über das angegebene Medium oder den Lauf führen.	OPERATION|MEDIUM_FLOW|CLOSE	CLOSED	lchedy=hinausführen; Schluss	NO	AB + UEBERFUEHREN	abführen; Schluss	Beim Besitzer „aktuelle lokale Becken- oder Gerätestation auf f82r“: hinausführen; Schluss; führe oder verwende hinausführen; Schluss. Den Schritt festsetzen.
B2-S014	B2	f82r	f82r.23	lar	SIMPLE_OR_ELLIPTIC_PROCESS	Den örtlich bezeichneten Arbeitsschritt ausführen; ausgelassene Argumente vom Besitzer erben.	OPERATION	OPEN	OFFEN: nächste Arbeitszelle darf fortführen	NO	VON_QUELLE + AB	Quellabzug	Beim Besitzer „aktuelle lokale Becken- oder Gerätestation auf f82r“: unterer Ablauf. Den Posten für die nächste Zelle offen halten.
B2-S015	B2	f82r	f82r.26	tshey · qokeedy	SIMPLE_OR_ELLIPTIC_PROCESS	Den örtlich bezeichneten Arbeitsschritt ausführen; ausgelassene Argumente vom Besitzer erben.	OPERATION|CLOSE	CLOSED	qokeedy=eintauchen oder einweichen und den Schritt abschließen	NO	RAHMEN + FREIGEGEBENER_LAUF; EINSETZEN + GRAD + FESTSETZEN	Folgeklarlauf; lange einwirken; Schluss; Arbeitsschritt festsetzen	Beim Besitzer „aktuelle lokale Becken- oder Gerätestation auf f82r“: Spülung beginnen; eintauchen oder einweichen und den Schritt abschließen. Den Schritt festsetzen.
B2-S016	B2	f82r	f82r.26|f82r.27	cheal · lchedar · ches · aiin · oteey · qokaiin · okey · pchedy	FULL_ADDRESS_PROCESS	Quelle und Menge nehmen, den Arbeitsgang ausführen, zum Ziel führen und den Zustand setzen.	LINK_SELECT|SOURCE_ITEM|QUANTITY|OPERATION|MEDIUM_FLOW|TARGET|STATE_GRADE|CLOSE	CLOSED	pchedy=hineinführen; Schluss	NO	ZU_ZIEL; VON_QUELLE + AB + UEBERFUEHREN; teilen; SOLLWERT; FOLGEPOSTEN + GRAD + DIES_AKTUELLER_POSTEN; EINSETZEN + SOLLWERT; EINSETZEN + GRAD + DIES_AKTUELLER_POSTEN; ZU + UEBERFUEHREN	dorthin; Quellabführung; teilen; Sollmaß; Langfolge; bemessen; kurz einwirken lassen; Zuführung; Schluss	Beim Besitzer „aktuelle lokale Becken- oder Gerätestation auf f82r“: Nimm aus der Quelle hinausführen; gleiche Anteile; den laufenden Posten danach anhaltend einwirken lassen; den laufenden Posten kurz anlegen oder benetzen in der Angabe vorgeschriebenes Maß; auf das vorgeschriebene Maß einstellen; aus der Quelle hinausführen; auf das vorgeschriebene Maß einstellen; den laufenden Posten kurz anlegen oder benetzen; hineinführen; Schluss; führe ihn zu Zielstelle; den laufenden Posten danach anhaltend einwirken lassen; den laufenden Posten kurz anlegen oder benetzen. Den Schritt festsetzen.
B2-S017	B2	f82r	f82r.27	rsheal · daldy	SIMPLE_OR_ELLIPTIC_PROCESS	Den örtlich bezeichneten Arbeitsschritt ausführen; ausgelassene Argumente vom Besitzer erben.	STATE_GRADE|CLOSE	CLOSED	daldy=zweite Öffnung; Ende	NO	ZU_ZIEL + GRAD; ZU_ZIEL + FESTSETZEN	Kurzhalt am Ziel; Zielschluss; Arbeitsschritt festsetzen	Beim Besitzer „aktuelle lokale Becken- oder Gerätestation auf f82r“: Kurzhalt am Ziel; Zielschluss; Arbeitsschritt festsetzen. Den Schritt festsetzen.
B2-S018	B2	f82r	f82r.27	qokeedy	SIMPLE_OR_ELLIPTIC_PROCESS	Den örtlich bezeichneten Arbeitsschritt ausführen; ausgelassene Argumente vom Besitzer erben.	OPERATION|CLOSE	CLOSED	qokeedy=eintauchen oder einweichen und den Schritt abschließen	NO	EINSETZEN + GRAD + FESTSETZEN	lange einwirken; Schluss; Arbeitsschritt festsetzen	Beim Besitzer „aktuelle lokale Becken- oder Gerätestation auf f82r“: eintauchen oder einweichen und den Schritt abschließen. Den Schritt festsetzen.
B2-S019	B2	f82r	f82r.27	rshedy	SIMPLE_OR_ELLIPTIC_PROCESS	Den örtlich bezeichneten Arbeitsschritt ausführen; ausgelassene Argumente vom Besitzer erben.	CLOSE	CLOSED	rshedy=Teil als Waschung; Schluss	NO	Vollwaschung; Schluss	Vollwaschung; Schluss	Beim Besitzer „aktuelle lokale Becken- oder Gerätestation auf f82r“: Vollwaschung; Schluss. Den Schritt festsetzen.
B2-S020	B2	f82r	f82r.27	qoteedy	SIMPLE_OR_ELLIPTIC_PROCESS	Den örtlich bezeichneten Arbeitsschritt ausführen; ausgelassene Argumente vom Besitzer erben.	LINK_SELECT|CLOSE	CLOSED	qoteedy=danach anhaltend einwirken lassen und abschließen	NO	FOLGEPOSTEN + GRAD + FESTSETZEN	lange Folgestufe; Schluss; Arbeitsschritt festsetzen	Beim Besitzer „aktuelle lokale Becken- oder Gerätestation auf f82r“: lange Folgestufe; Schluss; Arbeitsschritt festsetzen. Den Schritt festsetzen.
B2-S021	B2	f82r	f82r.27	qokeedy	SIMPLE_OR_ELLIPTIC_PROCESS	Den örtlich bezeichneten Arbeitsschritt ausführen; ausgelassene Argumente vom Besitzer erben.	OPERATION|CLOSE	CLOSED	qokeedy=eintauchen oder einweichen und den Schritt abschließen	NO	EINSETZEN + GRAD + FESTSETZEN	lange einwirken; Schluss; Arbeitsschritt festsetzen	Beim Besitzer „aktuelle lokale Becken- oder Gerätestation auf f82r“: eintauchen oder einweichen und den Schritt abschließen. Den Schritt festsetzen.
B2-S022	B2	f82r	f82r.27	lochedy	FLOW_TRANSFER_PROCESS	Den laufenden Posten bearbeiten und über das angegebene Medium oder den Lauf führen.	OPERATION|MEDIUM_FLOW|CLOSE	CLOSED	lochedy=den Rest hinausführen; Schluss	NO	AB + FESTSETZEN + UEBERFUEHREN + ZURUECKNEHMEN	Abführung; Schluss; Arbeitsschritt festsetzen	Beim Besitzer „aktuelle lokale Becken- oder Gerätestation auf f82r“: den Rest hinausführen; Schluss; führe oder verwende den Rest hinausführen; Schluss. Den Schritt festsetzen.
B3-S001	B3	f83r	f83r.3	olkeedy	SIMPLE_OR_ELLIPTIC_PROCESS	Den örtlich bezeichneten Arbeitsschritt ausführen; ausgelassene Argumente vom Besitzer erben.	TARGET|STATE_GRADE|CLOSE	CLOSED	olkeedy=an der Sammelstelle stehen oder absetzen lassen; Schluss	NO	GRAD + SAMMELN	lange sammeln; Schluss	Beim Besitzer „aktuelle lokale Gefäß- oder Leitungsstation auf f83r“: lange sammeln; Schluss. Den Schritt festsetzen.
B3-S002	B3	f83r	f83r.3	qotal · chkeedy	SIMPLE_OR_ELLIPTIC_PROCESS	Den örtlich bezeichneten Arbeitsschritt ausführen; ausgelassene Argumente vom Besitzer erben.	LINK_SELECT|TARGET|CLOSE	CLOSED	chkeedy=vollständig benetzen; Ende	NO	FOLGEPOSTEN + ZU_ZIEL; GRAD + FESTSETZEN + ZUSTAND_JUSTIEREN	danach dorthin; Langwärmen; Schluss; Arbeitsschritt festsetzen	Beim Besitzer „aktuelle lokale Gefäß- oder Leitungsstation auf f83r“: danach dorthin; Langwärmen; Schluss; Arbeitsschritt festsetzen. Den Schritt festsetzen.
B3-S003	B3	f83r	f83r.3	chey · daiin · chey · lchedy	FLOW_TRANSFER_PROCESS	Den laufenden Posten bearbeiten und über das angegebene Medium oder den Lauf führen.	SOURCE_ITEM|QUANTITY|OPERATION|MEDIUM_FLOW|CLOSE	CLOSED	lchedy=hinausführen; Schluss	NO	DIES_AKTUELLER_POSTEN; SOLLWERT; DIES_AKTUELLER_POSTEN; AB + UEBERFUEHREN	dies; Sollmaß; dies; abführen; Schluss	Beim Besitzer „aktuelle lokale Gefäß- oder Leitungsstation auf f83r“: hinausführen; Schluss; führe oder verwende hinausführen; Schluss. Den Schritt festsetzen.
B3-S004	B3	f83r	f83r.3	qokaiin · qotal · dar	FULL_ADDRESS_PROCESS	Quelle und Menge nehmen, den Arbeitsgang ausführen, zum Ziel führen und den Zustand setzen.	LINK_SELECT|SOURCE_ITEM|QUANTITY|OPERATION|TARGET	OPEN	OFFEN: nächste Arbeitszelle darf fortführen	NO	EINSETZEN + SOLLWERT; FOLGEPOSTEN + ZU_ZIEL; VON_QUELLE	bemessen; danach dorthin; davon	Beim Besitzer „aktuelle lokale Gefäß- oder Leitungsstation auf f83r“: Nimm aus demselben Vorrat in der Angabe auf das vorgeschriebene Maß einstellen; auf das vorgeschriebene Maß einstellen; führe ihn zu danach zur Zielstelle; behalte den örtlichen Zustand. Den Posten für die nächste Zelle offen halten.
B3-S005	B3	f83r	f83r.6	schedy	SIMPLE_OR_ELLIPTIC_PROCESS	Den örtlich bezeichneten Arbeitsschritt ausführen; ausgelassene Argumente vom Besitzer erben.	OPERATION|CLOSE	CLOSED	schedy=Arbeitsbewegung abschließen	NO	UEBERFUEHREN	überführen; Schluss	Beim Besitzer „aktuelle lokale Gefäß- oder Leitungsstation auf f83r“: Arbeitsbewegung abschließen. Den Schritt festsetzen.
B3-S006	B3	f83r	f83r.6	chedchy · qokal · olchedy	FLOW_TRANSFER_PROCESS	Den laufenden Posten bearbeiten und über das angegebene Medium oder den Lauf führen.	LINK_SELECT|SOURCE_ITEM|OPERATION|MEDIUM_FLOW|TARGET|CLOSE	CLOSED	olchedy=weiterführen; Schluss	NO	DIES_AKTUELLER_POSTEN + UEBERFUEHREN; EINSETZEN + ZU_ZIEL; WEITER_GLEICHER_LAUF + FESTSETZEN + UEBERFUEHREN	Postentransfer; dorthin einsetzen; weiterführen; Schluss; Arbeitsschritt festsetzen	Beim Besitzer „aktuelle lokale Gefäß- oder Leitungsstation auf f83r“: den laufenden Posten zuführen oder umsetzen; an der Zielstelle einsetzen; weiterführen; Schluss; führe oder verwende weiterführen; Schluss an an der Zielstelle einsetzen. Den Schritt festsetzen.
B3-S007	B3	f83r	f83r.6	qokaiin · chedy · qokeedy	QUANTIFIED_PROCESS	Die bezeichnete Menge nehmen und den Arbeitsgang damit ausführen.	SOURCE_ITEM|QUANTITY|OPERATION|CLOSE	CLOSED	qokeedy=eintauchen oder einweichen und den Schritt abschließen	NO	EINSETZEN + SOLLWERT; DIES_AKTUELLER_POSTEN + UEBERFUEHREN; EINSETZEN + GRAD + FESTSETZEN	bemessen; überführen; lange einwirken; Schluss; Arbeitsschritt festsetzen	Beim Besitzer „aktuelle lokale Gefäß- oder Leitungsstation auf f83r“: Nimm auf das vorgeschriebene Maß einstellen; auf das vorgeschriebene Maß einstellen; den laufenden Posten umsetzen oder durcharbeiten; eintauchen oder einweichen und den Schritt abschließen aus den laufenden Posten umsetzen oder durcharbeiten. Den Schritt festsetzen.
B3-S008	B3	f83r	f83r.6	lchedy	FLOW_TRANSFER_PROCESS	Den laufenden Posten bearbeiten und über das angegebene Medium oder den Lauf führen.	OPERATION|MEDIUM_FLOW|CLOSE	CLOSED	lchedy=hinausführen; Schluss	NO	AB + UEBERFUEHREN	abführen; Schluss	Beim Besitzer „aktuelle lokale Gefäß- oder Leitungsstation auf f83r“: hinausführen; Schluss; führe oder verwende hinausführen; Schluss. Den Schritt festsetzen.
B3-S009	B3	f83r	f83r.6	qoky	SOURCED_PROCESS	Den Posten aus der bezeichneten Quelle nehmen und bearbeiten.	SOURCE_ITEM|OPERATION	OPEN	OFFEN: nächste Arbeitszelle darf fortführen	NO	EINSETZEN + DIES_AKTUELLER_POSTEN	einsetzen	Beim Besitzer „aktuelle lokale Gefäß- oder Leitungsstation auf f83r“: Nimm den laufenden Posten anwenden oder in Arbeit nehmen; den laufenden Posten anwenden oder in Arbeit nehmen. Den Posten für die nächste Zelle offen halten.
B3-S010	B3	f83r	f83r.8	pchedal · otedy	FLOW_TRANSFER_PROCESS	Den laufenden Posten bearbeiten und über das angegebene Medium oder den Lauf führen.	LINK_SELECT|OPERATION|MEDIUM_FLOW|TARGET|CLOSE	CLOSED	otedy=danach kurz oder gewöhnlich einwirken lassen und abschließen	NO	ZU_ZIEL + ZU + UEBERFUEHREN; FOLGEPOSTEN + GRAD + FESTSETZEN	Zielzuführung; Kurzfolge; Schluss; Arbeitsschritt festsetzen	Beim Besitzer „aktuelle lokale Gefäß- oder Leitungsstation auf f83r“: Einfüllstelle; führe oder verwende Einfüllstelle an Einfüllstelle. Den Schritt festsetzen.
B3-S011	B3	f83r	f83r.8	shecthedchy · qoky · chedy · chary	SOURCED_PROCESS	Den Posten aus der bezeichneten Quelle nehmen und bearbeiten.	SOURCE_ITEM|OPERATION	OPEN	OFFEN: nächste Arbeitszelle darf fortführen	NO	DIES_AKTUELLER_POSTEN + UEBERFUEHREN + BEREIT; EINSETZEN + DIES_AKTUELLER_POSTEN; DIES_AKTUELLER_POSTEN + UEBERFUEHREN; VON_QUELLE + DIES_AKTUELLER_POSTEN	Vorbereitungstransfer; einsetzen; überführen; Quellposten	Beim Besitzer „aktuelle lokale Gefäß- oder Leitungsstation auf f83r“: Nimm den laufenden Posten anwenden oder in Arbeit nehmen; den laufenden Posten umsetzen oder durcharbeiten; Stelle bestreichen; den laufenden Posten anwenden oder in Arbeit nehmen; den laufenden Posten umsetzen oder durcharbeiten; abkühlen. Den Posten für die nächste Zelle offen halten.
B3-S012	B3	f83r	f83r.11	sor · shedy	SIMPLE_OR_ELLIPTIC_PROCESS	Den örtlich bezeichneten Arbeitsschritt ausführen; ausgelassene Argumente vom Besitzer erben.	SOURCE_ITEM|STATE_GRADE|CLOSE	CLOSED	shedy=kurz oder gewöhnlich ruhen lassen; Schluss	NO	BEDINGUNGSANSATZ; GRAD + FESTSETZEN + ABSETZEN	Ansatz; kurz absetzen; Schluss; Arbeitsschritt festsetzen	Beim Besitzer „aktuelle lokale Gefäß- oder Leitungsstation auf f83r“: Ansatz; kurz absetzen; Schluss; Arbeitsschritt festsetzen. Den Schritt festsetzen.
B3-S013	B3	f83r	f83r.11	qokaiin · chkain · shcthey · qokedy	FLOW_TRANSFER_PROCESS	Den laufenden Posten bearbeiten und über das angegebene Medium oder den Lauf führen.	SOURCE_ITEM|QUANTITY|OPERATION|MEDIUM_FLOW|STATE_GRADE|CLOSE	CLOSED	qokedy=kurz spülen oder benetzen und den Schritt abschließen	NO	EINSETZEN + SOLLWERT; PORTION; GRAD + DIES_AKTUELLER_POSTEN + BEREIT; EINSETZEN + GRAD + FESTSETZEN	bemessen; Portion; kurz vorbereiten; kurz einwirken; Schluss; Arbeitsschritt festsetzen	Beim Besitzer „aktuelle lokale Gefäß- oder Leitungsstation auf f83r“: auf das vorgeschriebene Maß einstellen; kurz spülen oder benetzen und den Schritt abschließen; führe oder verwende kurz spülen oder benetzen und den Schritt abschließen bis den laufenden Posten bereit halten. Den Schritt festsetzen.
B3-S014	B3	f83r	f83r.11	okair · sheedy	FLOW_TRANSFER_PROCESS	Den laufenden Posten bearbeiten und über das angegebene Medium oder den Lauf führen.	OPERATION|MEDIUM_FLOW|STATE_GRADE|CLOSE	CLOSED	sheedy=länger ruhen oder nachwirken lassen; Schluss	NO	EINSETZEN + LAUF_BAHN; GRAD + FESTSETZEN + ABSETZEN	Laufeinsatz; Langabsetzen; Schluss; Arbeitsschritt festsetzen	Beim Besitzer „aktuelle lokale Gefäß- oder Leitungsstation auf f83r“: Flüssigkeit in den Lauf bringen; führe oder verwende Flüssigkeit in den Lauf bringen bis länger ruhen oder nachwirken lassen; Schluss. Den Schritt festsetzen.
B3-S015	B3	f83r	f83r.11	lchedy	FLOW_TRANSFER_PROCESS	Den laufenden Posten bearbeiten und über das angegebene Medium oder den Lauf führen.	OPERATION|MEDIUM_FLOW|CLOSE	CLOSED	lchedy=hinausführen; Schluss	NO	AB + UEBERFUEHREN	abführen; Schluss	Beim Besitzer „aktuelle lokale Gefäß- oder Leitungsstation auf f83r“: hinausführen; Schluss; führe oder verwende hinausführen; Schluss. Den Schritt festsetzen.
