unified_id	layer	page	local_unit	local_statement_or_locus	source_id	surface	opaque_identity	working_reading_de	picture_contribution_de	master_contribution_de
U131	HOW_APPLICATION	f81v	B1	B1-S007	E131	qokchdy	PROC082	ANSETZEN · UMSETZEN · SCHLUSS	gemeinsame zweireihige Figuren-/Beckenstation	konkreter Körper-/Sachreferent; reale Maß-/Zeitwerte; Ergebnis
U132	HOW_APPLICATION	f81v	B1	B1-S008	E132	chey	PROC019	POSTEN	gemeinsame zweireihige Figuren-/Beckenstation	konkreter Körper-/Sachreferent; reale Maß-/Zeitwerte; Ergebnis
U133	HOW_APPLICATION	f81v	B1	B1-S008	E133	ol	PROC013	WEITER	gemeinsame zweireihige Figuren-/Beckenstation	konkreter Körper-/Sachreferent; reale Maß-/Zeitwerte; Ergebnis
U134	HOW_APPLICATION	f81v	B1	B1-S008	E134	cheky	PROC083	WAERMEN · KURZ · POSTEN	gemeinsame zweireihige Figuren-/Beckenstation	konkreter Körper-/Sachreferent; reale Maß-/Zeitwerte; Ergebnis
U135	HOW_APPLICATION	f81v	B1	B1-S008	E135	ol	PROC013	WEITER	gemeinsame zweireihige Figuren-/Beckenstation	konkreter Körper-/Sachreferent; reale Maß-/Zeitwerte; Ergebnis
U136	HOW_APPLICATION	f81v	B1	B1-S008	E136	shedy	PROC078	STEHENLASSEN · SCHLUSS	gemeinsame zweireihige Figuren-/Beckenstation	konkreter Körper-/Sachreferent; reale Maß-/Zeitwerte; Ergebnis
U137	HOW_APPLICATION	f81v	B1	B1-S009	E137	qokedy	PROC067	ANSETZEN · KURZ · SCHLUSS	gemeinsame zweireihige Figuren-/Beckenstation	konkreter Körper-/Sachreferent; reale Maß-/Zeitwerte; Ergebnis
U138	HOW_APPLICATION	f81v	B1	B1-S010	E138	qokedy	PROC067	ANSETZEN · KURZ · SCHLUSS	gemeinsame zweireihige Figuren-/Beckenstation	konkreter Körper-/Sachreferent; reale Maß-/Zeitwerte; Ergebnis
U139	HOW_APPLICATION	f81v	B1	B1-S011	E139	chckhy	PROC075	DURCHLASS · POSTEN	gemeinsame zweireihige Figuren-/Beckenstation	konkreter Körper-/Sachreferent; reale Maß-/Zeitwerte; Ergebnis
U140	HOW_APPLICATION	f81v	B1	B1-S011	E140	qoky	PROC008	ANSETZEN · POSTEN	gemeinsame zweireihige Figuren-/Beckenstation	konkreter Körper-/Sachreferent; reale Maß-/Zeitwerte; Ergebnis
U141	HOW_APPLICATION	f81v	B1	B1-S012	E141	lsho	PROC084	SPUELEN · ARBEITSGANG	gemeinsame zweireihige Figuren-/Beckenstation	konkreter Körper-/Sachreferent; reale Maß-/Zeitwerte; Ergebnis
U142	HOW_APPLICATION	f81v	B1	B1-S012	E142	qokey	PROC085	ANSETZEN · KURZ · POSTEN	gemeinsame zweireihige Figuren-/Beckenstation	konkreter Körper-/Sachreferent; reale Maß-/Zeitwerte; Ergebnis
U143	HOW_APPLICATION	f81v	B1	B1-S012	E143	lshedy	PROC086	SPUELEN · KURZ · SCHLUSS	gemeinsame zweireihige Figuren-/Beckenstation	konkreter Körper-/Sachreferent; reale Maß-/Zeitwerte; Ergebnis
U144	HOW_APPLICATION	f81v	B1	B1-S013	E144	lshedy	PROC086	SPUELEN · KURZ · SCHLUSS	gemeinsame zweireihige Figuren-/Beckenstation	konkreter Körper-/Sachreferent; reale Maß-/Zeitwerte; Ergebnis
U145	HOW_APPLICATION	f81v	B1	B1-S014	E145	chedy	PROC042	UMSETZEN · POSTEN	gemeinsame zweireihige Figuren-/Beckenstation	konkreter Körper-/Sachreferent; reale Maß-/Zeitwerte; Ergebnis
U146	HOW_APPLICATION	f81v	B1	B1-S014	E146	qolky	PROC087	SAMMELN · POSTEN	gemeinsame zweireihige Figuren-/Beckenstation	konkreter Körper-/Sachreferent; reale Maß-/Zeitwerte; Ergebnis
U147	HOW_APPLICATION	f81v	B1	B1-S014	E147	lchedal	PROC088	LEITEN · UMSETZEN · ZIELSTELLE	gemeinsame zweireihige Figuren-/Beckenstation	konkreter Körper-/Sachreferent; reale Maß-/Zeitwerte; Ergebnis
U148	HOW_APPLICATION	f81v	B1	B1-S014	E148	qol	PROC013	WEITER	gemeinsame zweireihige Figuren-/Beckenstation	konkreter Körper-/Sachreferent; reale Maß-/Zeitwerte; Ergebnis
U149	HOW_APPLICATION	f81v	B1	B1-S014	E149	otar	PROC089	DANACH · QUELLE	gemeinsame zweireihige Figuren-/Beckenstation	konkreter Körper-/Sachreferent; reale Maß-/Zeitwerte; Ergebnis
U150	HOW_APPLICATION	f81v	B1	B1-S015	E150	ytey	PROC090	BEARBEITEN · KURZ · POSTEN	gemeinsame zweireihige Figuren-/Beckenstation	konkreter Körper-/Sachreferent; reale Maß-/Zeitwerte; Ergebnis
U151	HOW_APPLICATION	f81v	B1	B1-S015	E151	okchedy	PROC091	ANSETZEN · UMSETZEN · SCHLUSS	gemeinsame zweireihige Figuren-/Beckenstation	konkreter Körper-/Sachreferent; reale Maß-/Zeitwerte; Ergebnis
U152	HOW_APPLICATION	f81v	B1	B1-S016	E152	qokal	PROC048	ANSETZEN · ZIELSTELLE	gemeinsame zweireihige Figuren-/Beckenstation	konkreter Körper-/Sachreferent; reale Maß-/Zeitwerte; Ergebnis
U153	HOW_APPLICATION	f81v	B1	B1-S016	E153	okeey	PROC092	ANSETZEN · LANG · POSTEN	gemeinsame zweireihige Figuren-/Beckenstation	konkreter Körper-/Sachreferent; reale Maß-/Zeitwerte; Ergebnis
U154	HOW_APPLICATION	f81v	B1	B1-S016	E154	qol	PROC013	WEITER	gemeinsame zweireihige Figuren-/Beckenstation	konkreter Körper-/Sachreferent; reale Maß-/Zeitwerte; Ergebnis
U155	HOW_APPLICATION	f81v	B1	B1-S016	E155	cheedy	PROC078	STEHENLASSEN · SCHLUSS	gemeinsame zweireihige Figuren-/Beckenstation	konkreter Körper-/Sachreferent; reale Maß-/Zeitwerte; Ergebnis
U156	HOW_APPLICATION	f81v	B1	B1-S017	E156	sal	PROC055	ZIELSTELLE	gemeinsame zweireihige Figuren-/Beckenstation	konkreter Körper-/Sachreferent; reale Maß-/Zeitwerte; Ergebnis
U157	HOW_APPLICATION	f81v	B1	B1-S017	E157	teol	PROC093	KURZ · WEITER	gemeinsame zweireihige Figuren-/Beckenstation	konkreter Körper-/Sachreferent; reale Maß-/Zeitwerte; Ergebnis
U158	HOW_APPLICATION	f81v	B1	B1-S017	E158	dchdy	PROC094	UMSETZEN · SCHLUSS	gemeinsame zweireihige Figuren-/Beckenstation	konkreter Körper-/Sachreferent; reale Maß-/Zeitwerte; Ergebnis
U159	HOW_APPLICATION	f81v	B1	B1-S018	E159	ly	PROC095	LEITEN · POSTEN	gemeinsame zweireihige Figuren-/Beckenstation	konkreter Körper-/Sachreferent; reale Maß-/Zeitwerte; Ergebnis
U160	HOW_APPLICATION	f81v	B1	B1-S018	E160	dsheol	PROC096	HALTEN · KURZ · WEITER	gemeinsame zweireihige Figuren-/Beckenstation	konkreter Körper-/Sachreferent; reale Maß-/Zeitwerte; Ergebnis
U161	HOW_APPLICATION	f81v	B1	B1-S018	E161	oiiin	PROC097	ARBEITSGANG · STUFE	gemeinsame zweireihige Figuren-/Beckenstation	konkreter Körper-/Sachreferent; reale Maß-/Zeitwerte; Ergebnis
U162	HOW_APPLICATION	f81v	B1	B1-S018	E162	olkeedy	PROC098	SAMMELN · LANG · SCHLUSS	gemeinsame zweireihige Figuren-/Beckenstation	konkreter Körper-/Sachreferent; reale Maß-/Zeitwerte; Ergebnis
U163	HOW_APPLICATION	f81v	B1	B1-S019	E163	tedy	PROC078	STEHENLASSEN · SCHLUSS	gemeinsame zweireihige Figuren-/Beckenstation	konkreter Körper-/Sachreferent; reale Maß-/Zeitwerte; Ergebnis
U164	HOW_APPLICATION	f81v	B1	B1-S020	E164	cheky	PROC083	WAERMEN · KURZ · POSTEN	gemeinsame zweireihige Figuren-/Beckenstation	konkreter Körper-/Sachreferent; reale Maß-/Zeitwerte; Ergebnis
U165	HOW_APPLICATION	f81v	B1	B1-S020	E165	shckhedy	PROC099	HALTEN · DURCHLASS · KURZ · SCHLUSS	gemeinsame zweireihige Figuren-/Beckenstation	konkreter Körper-/Sachreferent; reale Maß-/Zeitwerte; Ergebnis
U166	HOW_APPLICATION	f81v	B1	B1-S021	E166	chal	PROC055	ZIELSTELLE	gemeinsame zweireihige Figuren-/Beckenstation	konkreter Körper-/Sachreferent; reale Maß-/Zeitwerte; Ergebnis
U167	HOW_APPLICATION	f82r	B2	B2-S001	E167	dchedy	PROC076	UMSETZEN · SCHLUSS	oberes Beckenpaar mit Zylinder	konkreter Körper-/Sachreferent; reale Maß-/Zeitwerte; Ergebnis
U168	HOW_APPLICATION	f82r	B2	B2-S002	E168	qolchedy	PROC079	WEITER · UMSETZEN · SCHLUSS	oberes Beckenpaar mit Zylinder	konkreter Körper-/Sachreferent; reale Maß-/Zeitwerte; Ergebnis
U169	HOW_APPLICATION	f82r	B2	B2-S003	E169	qokain	PROC080	ANSETZEN · PORTION	oberes Beckenpaar mit Zylinder	konkreter Körper-/Sachreferent; reale Maß-/Zeitwerte; Ergebnis
U170	HOW_APPLICATION	f82r	B2	B2-S003	E170	dy	PROC019	POSTEN	oberes Beckenpaar mit Zylinder	konkreter Körper-/Sachreferent; reale Maß-/Zeitwerte; Ergebnis
U171	HOW_APPLICATION	f82r	B2	B2-S003	E171	qokeedy	PROC100	ANSETZEN · LANG · SCHLUSS	oberes Beckenpaar mit Zylinder	konkreter Körper-/Sachreferent; reale Maß-/Zeitwerte; Ergebnis
U172	HOW_APPLICATION	f82r	B2	B2-S004	E172	qokal	PROC048	ANSETZEN · ZIELSTELLE	oberes Beckenpaar mit Zylinder	konkreter Körper-/Sachreferent; reale Maß-/Zeitwerte; Ergebnis
U173	HOW_APPLICATION	f82r	B2	B2-S004	E173	lcheckhy	PROC101	LEITEN · DURCHLASS · POSTEN	oberes Beckenpaar mit Zylinder	konkreter Körper-/Sachreferent; reale Maß-/Zeitwerte; Ergebnis
U174	HOW_APPLICATION	f82r	B2	B2-S004	E174	lched	PROC102	LEITEN · UMSETZEN	oberes Beckenpaar mit Zylinder	konkreter Körper-/Sachreferent; reale Maß-/Zeitwerte; Ergebnis
U175	HOW_APPLICATION	f82r	B2	B2-S004	E175	qokeey	PROC092	ANSETZEN · LANG · POSTEN	oberes Beckenpaar mit Zylinder	konkreter Körper-/Sachreferent; reale Maß-/Zeitwerte; Ergebnis
U176	HOW_APPLICATION	f82r	B2	B2-S004	E176	lcheckhedy	PROC103	LEITEN · DURCHLASS · KURZ · SCHLUSS	oberes Beckenpaar mit Zylinder	konkreter Körper-/Sachreferent; reale Maß-/Zeitwerte; Ergebnis
U177	HOW_APPLICATION	f82r	B2	B2-S005	E177	qokaly	PROC104	ANSETZEN · ZIELSTELLE · POSTEN	oberes Beckenpaar mit Zylinder	konkreter Körper-/Sachreferent; reale Maß-/Zeitwerte; Ergebnis
U178	HOW_APPLICATION	f82r	B2	B2-S005	E178	solkaiin	PROC105	SAMMELN · SOLLMASS	oberes Beckenpaar mit Zylinder	konkreter Körper-/Sachreferent; reale Maß-/Zeitwerte; Ergebnis
U179	HOW_APPLICATION	f82r	B2	B2-S005	E179	chckhy	PROC075	DURCHLASS · POSTEN	oberes Beckenpaar mit Zylinder	konkreter Körper-/Sachreferent; reale Maß-/Zeitwerte; Ergebnis
U180	HOW_APPLICATION	f82r	B2	B2-S005	E180	qokaiin	PROC038	ANSETZEN · SOLLMASS	oberes Beckenpaar mit Zylinder	konkreter Körper-/Sachreferent; reale Maß-/Zeitwerte; Ergebnis
U181	HOW_APPLICATION	f82r	B2	B2-S005	E181	qokaiin	PROC038	ANSETZEN · SOLLMASS	oberes Beckenpaar mit Zylinder	konkreter Körper-/Sachreferent; reale Maß-/Zeitwerte; Ergebnis
U182	HOW_APPLICATION	f82r	B2	B2-S005	E182	octheol	PROC106	ARBEITSGANG · BEREITEN · KURZ · WEITER	oberes Beckenpaar mit Zylinder	konkreter Körper-/Sachreferent; reale Maß-/Zeitwerte; Ergebnis
U183	HOW_APPLICATION	f82r	B2	B2-S005	E183	chkeey	PROC107	WAERMEN · LANG · POSTEN	oberes Beckenpaar mit Zylinder	konkreter Körper-/Sachreferent; reale Maß-/Zeitwerte; Ergebnis
U184	HOW_APPLICATION	f82r	B2	B2-S005	E184	ldy	PROC108	LEITEN · SCHLUSS	oberes Beckenpaar mit Zylinder	konkreter Körper-/Sachreferent; reale Maß-/Zeitwerte; Ergebnis
U185	HOW_APPLICATION	f82r	B2	B2-S006	E185	oteey	PROC109	DANACH · LANG · POSTEN	oberes Beckenpaar mit Zylinder	konkreter Körper-/Sachreferent; reale Maß-/Zeitwerte; Ergebnis
U186	HOW_APPLICATION	f82r	B2	B2-S006	E186	qokal	PROC048	ANSETZEN · ZIELSTELLE	oberes Beckenpaar mit Zylinder	konkreter Körper-/Sachreferent; reale Maß-/Zeitwerte; Ergebnis
U187	HOW_APPLICATION	f82r	B2	B2-S006	E187	sheckhy	PROC110	HALTEN · KURZ · DURCHLASS · POSTEN	oberes Beckenpaar mit Zylinder	konkreter Körper-/Sachreferent; reale Maß-/Zeitwerte; Ergebnis
U188	HOW_APPLICATION	f82r	B2	B2-S006	E188	qoky	PROC008	ANSETZEN · POSTEN	oberes Beckenpaar mit Zylinder	konkreter Körper-/Sachreferent; reale Maß-/Zeitwerte; Ergebnis
U189	HOW_APPLICATION	f82r	B2	B2-S007	E189	dshedy	PROC111	HALTEN · KURZ · SCHLUSS	mittleres linkes Handgerät mit Inline-Knoten	konkreter Körper-/Sachreferent; reale Maß-/Zeitwerte; Ergebnis
U190	HOW_APPLICATION	f82r	B2	B2-S008	E190	sotaiin	PROC112	DANACH · SOLLMASS	mittleres linkes Handgerät mit Inline-Knoten	konkreter Körper-/Sachreferent; reale Maß-/Zeitwerte; Ergebnis
U191	HOW_APPLICATION	f82r	B2	B2-S008	E191	qokar	PROC113	ANSETZEN · QUELLE	mittleres linkes Handgerät mit Inline-Knoten	konkreter Körper-/Sachreferent; reale Maß-/Zeitwerte; Ergebnis
U192	HOW_APPLICATION	f82r	B2	B2-S008	E192	shedy	PROC078	STEHENLASSEN · SCHLUSS	mittleres linkes Handgerät mit Inline-Knoten	konkreter Körper-/Sachreferent; reale Maß-/Zeitwerte; Ergebnis
U193	HOW_APPLICATION	f82r	B2	B2-S009	E193	solshedy	PROC114	WEITER · HALTEN · KURZ · SCHLUSS	mittleres linkes Handgerät mit Inline-Knoten	konkreter Körper-/Sachreferent; reale Maß-/Zeitwerte; Ergebnis
U194	HOW_APPLICATION	f82r	B2	B2-S010	E194	qokeey	PROC092	ANSETZEN · LANG · POSTEN	mittleres linkes Handgerät mit Inline-Knoten	konkreter Körper-/Sachreferent; reale Maß-/Zeitwerte; Ergebnis
U195	HOW_APPLICATION	f82r	B2	B2-S010	E195	qoky	PROC008	ANSETZEN · POSTEN	mittleres linkes Handgerät mit Inline-Knoten	konkreter Körper-/Sachreferent; reale Maß-/Zeitwerte; Ergebnis
U196	HOW_APPLICATION	f82r	B2	B2-S010	E196	ls	PROC115	WEITER	mittleres linkes Handgerät mit Inline-Knoten	konkreter Körper-/Sachreferent; reale Maß-/Zeitwerte; Ergebnis
U197	HOW_APPLICATION	f82r	B2	B2-S010	E197	cheey	PROC031	HALTEN · LANG · POSTEN	mittleres linkes Handgerät mit Inline-Knoten	konkreter Körper-/Sachreferent; reale Maß-/Zeitwerte; Ergebnis
U198	HOW_APPLICATION	f82r	B2	B2-S011	E198	okain	PROC080	ANSETZEN · PORTION	mittlere rechte unklare Station	konkreter Körper-/Sachreferent; reale Maß-/Zeitwerte; Ergebnis
U199	HOW_APPLICATION	f82r	B2	B2-S011	E199	char	PROC003	QUELLE	mittlere rechte unklare Station	konkreter Körper-/Sachreferent; reale Maß-/Zeitwerte; Ergebnis
U200	HOW_APPLICATION	f82r	B2	B2-S011	E200	okain	PROC080	ANSETZEN · PORTION	mittlere rechte unklare Station	konkreter Körper-/Sachreferent; reale Maß-/Zeitwerte; Ergebnis
U201	HOW_APPLICATION	f82r	B2	B2-S011	E201	qokeedy	PROC100	ANSETZEN · LANG · SCHLUSS	mittlere rechte unklare Station	konkreter Körper-/Sachreferent; reale Maß-/Zeitwerte; Ergebnis
U202	HOW_APPLICATION	f82r	B2	B2-S012	E202	lchy	PROC116	LEITEN · ENTNEHMEN · POSTEN	mittlere rechte unklare Station	konkreter Körper-/Sachreferent; reale Maß-/Zeitwerte; Ergebnis
U203	HOW_APPLICATION	f82r	B2	B2-S012	E203	cheey	PROC031	HALTEN · LANG · POSTEN	unteres grünes Mehrfigurenbecken	konkreter Körper-/Sachreferent; reale Maß-/Zeitwerte; Ergebnis
U204	HOW_APPLICATION	f82r	B2	B2-S012	E204	qcthey	PROC117	BEREITEN · KURZ · POSTEN	unteres grünes Mehrfigurenbecken	konkreter Körper-/Sachreferent; reale Maß-/Zeitwerte; Ergebnis
U205	HOW_APPLICATION	f82r	B2	B2-S012	E205	qokeey	PROC092	ANSETZEN · LANG · POSTEN	unteres grünes Mehrfigurenbecken	konkreter Körper-/Sachreferent; reale Maß-/Zeitwerte; Ergebnis
U206	HOW_APPLICATION	f82r	B2	B2-S012	E206	lcheey	PROC118	LEITEN · LANG · POSTEN	unteres grünes Mehrfigurenbecken	konkreter Körper-/Sachreferent; reale Maß-/Zeitwerte; Ergebnis
U207	HOW_APPLICATION	f82r	B2	B2-S012	E207	daiin	PROC009	SOLLMASS	unteres grünes Mehrfigurenbecken	konkreter Körper-/Sachreferent; reale Maß-/Zeitwerte; Ergebnis
U208	HOW_APPLICATION	f82r	B2	B2-S012	E208	chey	PROC019	POSTEN	unteres grünes Mehrfigurenbecken	konkreter Körper-/Sachreferent; reale Maß-/Zeitwerte; Ergebnis
U209	HOW_APPLICATION	f82r	B2	B2-S012	E209	qokeeedy	PROC119	ANSETZEN · VOLL · SCHLUSS	unteres grünes Mehrfigurenbecken	konkreter Körper-/Sachreferent; reale Maß-/Zeitwerte; Ergebnis
U210	HOW_APPLICATION	f82r	B2	B2-S013	E210	lchedy	PROC120	LEITEN · UMSETZEN · SCHLUSS	unteres grünes Mehrfigurenbecken	konkreter Körper-/Sachreferent; reale Maß-/Zeitwerte; Ergebnis
U211	HOW_APPLICATION	f82r	B2	B2-S014	E211	lar	PROC121	LEITEN · QUELLE	unteres grünes Mehrfigurenbecken	konkreter Körper-/Sachreferent; reale Maß-/Zeitwerte; Ergebnis
U212	HOW_APPLICATION	f82r	B2	B2-S015	E212	tshey	PROC122	HALTEN · KURZ · POSTEN	kleine Randstationen des unteren Beckens	konkreter Körper-/Sachreferent; reale Maß-/Zeitwerte; Ergebnis
U213	HOW_APPLICATION	f82r	B2	B2-S015	E213	qokeedy	PROC100	ANSETZEN · LANG · SCHLUSS	kleine Randstationen des unteren Beckens	konkreter Körper-/Sachreferent; reale Maß-/Zeitwerte; Ergebnis
U214	HOW_APPLICATION	f82r	B2	B2-S016	E214	cheal	PROC055	ZIELSTELLE	kleine Randstationen des unteren Beckens	konkreter Körper-/Sachreferent; reale Maß-/Zeitwerte; Ergebnis
U215	HOW_APPLICATION	f82r	B2	B2-S016	E215	lchedar	PROC123	LEITEN · UMSETZEN · QUELLE	kleine Randstationen des unteren Beckens	konkreter Körper-/Sachreferent; reale Maß-/Zeitwerte; Ergebnis
U216	HOW_APPLICATION	f82r	B2	B2-S016	E216	ches	PROC124	ENTNEHMEN · KURZ · PROBE	kleine Randstationen des unteren Beckens	konkreter Körper-/Sachreferent; reale Maß-/Zeitwerte; Ergebnis
U217	HOW_APPLICATION	f82r	B2	B2-S016	E217	aiin	PROC009	SOLLMASS	kleine Randstationen des unteren Beckens	konkreter Körper-/Sachreferent; reale Maß-/Zeitwerte; Ergebnis
U218	HOW_APPLICATION	f82r	B2	B2-S016	E218	oteey	PROC109	DANACH · LANG · POSTEN	kleine Randstationen des unteren Beckens	konkreter Körper-/Sachreferent; reale Maß-/Zeitwerte; Ergebnis
U219	HOW_APPLICATION	f82r	B2	B2-S016	E219	qokaiin	PROC038	ANSETZEN · SOLLMASS	kleine Randstationen des unteren Beckens	konkreter Körper-/Sachreferent; reale Maß-/Zeitwerte; Ergebnis
U220	HOW_APPLICATION	f82r	B2	B2-S016	E220	okey	PROC085	ANSETZEN · KURZ · POSTEN	kleine Randstationen des unteren Beckens	konkreter Körper-/Sachreferent; reale Maß-/Zeitwerte; Ergebnis
U221	HOW_APPLICATION	f82r	B2	B2-S016	E221	pchedy	PROC125	EINBRINGEN · UMSETZEN · SCHLUSS	kleine Randstationen des unteren Beckens	konkreter Körper-/Sachreferent; reale Maß-/Zeitwerte; Ergebnis
U222	HOW_APPLICATION	f82r	B2	B2-S017	E222	rsheal	PROC126	KUEHLEN · HALTEN · KURZ · ZIELSTELLE	kleine Randstationen des unteren Beckens	konkreter Körper-/Sachreferent; reale Maß-/Zeitwerte; Ergebnis
U223	HOW_APPLICATION	f82r	B2	B2-S017	E223	daldy	PROC127	ZIELSTELLE · SCHLUSS	kleine Randstationen des unteren Beckens	konkreter Körper-/Sachreferent; reale Maß-/Zeitwerte; Ergebnis
U224	HOW_APPLICATION	f82r	B2	B2-S018	E224	qokeedy	PROC100	ANSETZEN · LANG · SCHLUSS	kleine Randstationen des unteren Beckens	konkreter Körper-/Sachreferent; reale Maß-/Zeitwerte; Ergebnis
U225	HOW_APPLICATION	f82r	B2	B2-S019	E225	rshedy	PROC128	KUEHLEN · STEHENLASSEN · SCHLUSS	kleine Randstationen des unteren Beckens	konkreter Körper-/Sachreferent; reale Maß-/Zeitwerte; Ergebnis
U226	HOW_APPLICATION	f82r	B2	B2-S020	E226	qoteedy	PROC129	DANACH · LANG · SCHLUSS	kleine Randstationen des unteren Beckens	konkreter Körper-/Sachreferent; reale Maß-/Zeitwerte; Ergebnis
U227	HOW_APPLICATION	f82r	B2	B2-S021	E227	qokeedy	PROC100	ANSETZEN · LANG · SCHLUSS	kleine Randstationen des unteren Beckens	konkreter Körper-/Sachreferent; reale Maß-/Zeitwerte; Ergebnis
U228	HOW_APPLICATION	f82r	B2	B2-S022	E228	lochedy	PROC130	LEITEN · ARBEITSGANG · UMSETZEN · SCHLUSS	kleine Randstationen des unteren Beckens	konkreter Körper-/Sachreferent; reale Maß-/Zeitwerte; Ergebnis
U229	HOW_APPLICATION	f83r	B3	B3-S001	E229	olkeedy	PROC098	SAMMELN · LANG · SCHLUSS	obere offene Fächerstation am Rand	konkreter Körper-/Sachreferent; reale Maß-/Zeitwerte; Ergebnis
U230	HOW_APPLICATION	f83r	B3	B3-S002	E230	qotal	PROC131	DANACH · ZIELSTELLE	obere offene Fächerstation am Rand	konkreter Körper-/Sachreferent; reale Maß-/Zeitwerte; Ergebnis
U231	HOW_APPLICATION	f83r	B3	B3-S002	E231	chkeedy	PROC132	WAERMEN · LANG · SCHLUSS	obere offene Fächerstation am Rand	konkreter Körper-/Sachreferent; reale Maß-/Zeitwerte; Ergebnis
U232	HOW_APPLICATION	f83r	B3	B3-S003	E232	chey	PROC019	POSTEN	obere offene Fächerstation am Rand	konkreter Körper-/Sachreferent; reale Maß-/Zeitwerte; Ergebnis
U233	HOW_APPLICATION	f83r	B3	B3-S003	E233	daiin	PROC009	SOLLMASS	obere offene Fächerstation am Rand	konkreter Körper-/Sachreferent; reale Maß-/Zeitwerte; Ergebnis
U234	HOW_APPLICATION	f83r	B3	B3-S003	E234	chey	PROC019	POSTEN	obere offene Fächerstation am Rand	konkreter Körper-/Sachreferent; reale Maß-/Zeitwerte; Ergebnis
U235	HOW_APPLICATION	f83r	B3	B3-S003	E235	lchedy	PROC120	LEITEN · UMSETZEN · SCHLUSS	obere offene Fächerstation am Rand	konkreter Körper-/Sachreferent; reale Maß-/Zeitwerte; Ergebnis
U236	HOW_APPLICATION	f83r	B3	B3-S004	E236	qokaiin	PROC038	ANSETZEN · SOLLMASS	obere offene Fächerstation am Rand	konkreter Körper-/Sachreferent; reale Maß-/Zeitwerte; Ergebnis
U237	HOW_APPLICATION	f83r	B3	B3-S004	E237	qotal	PROC131	DANACH · ZIELSTELLE	obere offene Fächerstation am Rand	konkreter Körper-/Sachreferent; reale Maß-/Zeitwerte; Ergebnis
U238	HOW_APPLICATION	f83r	B3	B3-S004	E238	dar	PROC003	QUELLE	obere offene Fächerstation am Rand	konkreter Körper-/Sachreferent; reale Maß-/Zeitwerte; Ergebnis
U239	HOW_APPLICATION	f83r	B3	B3-S005	E239	schedy	PROC076	UMSETZEN · SCHLUSS	mittlere Randfigur im runden Gefäß	konkreter Körper-/Sachreferent; reale Maß-/Zeitwerte; Ergebnis
U240	HOW_APPLICATION	f83r	B3	B3-S006	E240	chedchy	PROC133	UMSETZEN · POSTEN	mittlere Randfigur im runden Gefäß	konkreter Körper-/Sachreferent; reale Maß-/Zeitwerte; Ergebnis
U241	HOW_APPLICATION	f83r	B3	B3-S006	E241	qokal	PROC048	ANSETZEN · ZIELSTELLE	mittlere Randfigur im runden Gefäß	konkreter Körper-/Sachreferent; reale Maß-/Zeitwerte; Ergebnis
U242	HOW_APPLICATION	f83r	B3	B3-S006	E242	olchedy	PROC079	WEITER · UMSETZEN · SCHLUSS	mittlere Randfigur im runden Gefäß	konkreter Körper-/Sachreferent; reale Maß-/Zeitwerte; Ergebnis
U243	HOW_APPLICATION	f83r	B3	B3-S007	E243	qokaiin	PROC038	ANSETZEN · SOLLMASS	mittlere Randfigur im runden Gefäß	konkreter Körper-/Sachreferent; reale Maß-/Zeitwerte; Ergebnis
U244	HOW_APPLICATION	f83r	B3	B3-S007	E244	chedy	PROC042	UMSETZEN · POSTEN	mittlere Randfigur im runden Gefäß	konkreter Körper-/Sachreferent; reale Maß-/Zeitwerte; Ergebnis
U245	HOW_APPLICATION	f83r	B3	B3-S007	E245	qokeedy	PROC100	ANSETZEN · LANG · SCHLUSS	mittlere Randfigur im runden Gefäß	konkreter Körper-/Sachreferent; reale Maß-/Zeitwerte; Ergebnis
U246	HOW_APPLICATION	f83r	B3	B3-S008	E246	lchedy	PROC120	LEITEN · UMSETZEN · SCHLUSS	mittlere Randfigur im runden Gefäß	konkreter Körper-/Sachreferent; reale Maß-/Zeitwerte; Ergebnis
U247	HOW_APPLICATION	f83r	B3	B3-S009	E247	qoky	PROC008	ANSETZEN · POSTEN	mittlere Randfigur im runden Gefäß	konkreter Körper-/Sachreferent; reale Maß-/Zeitwerte; Ergebnis
U248	HOW_APPLICATION	f83r	B3	B3-S010	E248	pchedal	PROC134	EINBRINGEN · UMSETZEN · ZIELSTELLE	untere Randfigur im korbartigen Gefäß	konkreter Körper-/Sachreferent; reale Maß-/Zeitwerte; Ergebnis
U249	HOW_APPLICATION	f83r	B3	B3-S010	E249	otedy	PROC135	DANACH · KURZ · SCHLUSS	untere Randfigur im korbartigen Gefäß	konkreter Körper-/Sachreferent; reale Maß-/Zeitwerte; Ergebnis
U250	HOW_APPLICATION	f83r	B3	B3-S011	E250	shecthedchy	PROC136	HALTEN · KURZ · BEREITEN · UMSETZEN · POSTEN	untere Randfigur im korbartigen Gefäß	konkreter Körper-/Sachreferent; reale Maß-/Zeitwerte; Ergebnis
U251	HOW_APPLICATION	f83r	B3	B3-S011	E251	qoky	PROC008	ANSETZEN · POSTEN	untere Randfigur im korbartigen Gefäß	konkreter Körper-/Sachreferent; reale Maß-/Zeitwerte; Ergebnis
U252	HOW_APPLICATION	f83r	B3	B3-S011	E252	chedy	PROC042	UMSETZEN · POSTEN	untere Randfigur im korbartigen Gefäß	konkreter Körper-/Sachreferent; reale Maß-/Zeitwerte; Ergebnis
