page	locus	position_count	changed_position_ids	changed_position_count	lexical_core_changed_position_ids	lexical_core_changed_position_count	v98r1_reader_sha256	v99_reader_sha256	reader_changed	v98r1_reader_de	v99_reader_de	score_changes	component_global_exports	historical_confirmation
f7r	f7r.2	9	P287	1	P287	1	cf6d80de5eb3691bec76a0d2d5413280eca24bfc59e15d9da0b5462448c73681	4e7aa61e3c99b13d33c80e45942acc941a9336c4fdd9bd1c3811bcc9e6a8c273	1	eine Dosis vollständig trocknen und abschließen · heiße Portion · Blüte · diese Blüte abmessen und abschließen · fertige abgemessene Mittelstufen-Trockenportion · heiß-trocken, Mittelstufe · kalt-trockene Zubereitung, Anfangsstufe · getrocknete Masse	eine Portion vollständig trocknen und abschließen · heiße Portion · Blüte · diese Blüte abmessen und abschließen · fertige abgemessene Mittelstufen-Trockenportion · heiß-trocken, Mittelstufe · kalt-trockene Zubereitung, Anfangsstufe · getrocknete Masse	0	0	H0_NONE
f80r	f80r.17	13	P298|P301|P306	3	NONE	0	8915fdd22dedf0f5464633c566b4ee88c28e84538b83e5d1bbdbce7342212b47	10cbdd6df0efbaa2a9edaba657bd70e4018eee03ede0b8ac846b39637bae12b6	1	Samenansatz, leicht erhitzt · feuchte Mischung, Anfangsstufe · bis zur Mittelstufe einweichen, erhitzen und abschließen · feucht-heißes Material, Mittelstufe · heißer Drogenanteil I · bis zur Mittelstufe einweichen, erhitzen und abschließen · bis Mittelstufe trocknen, dann auf Kühlstufe II bringen · Ansatz · heißer Holzanteil I · heißer Ansatz, Grad II · bis zur Mittelstufe einweichen, erhitzen und abschließen · Material I im heißen Anfangsansatz · vom vorstehenden heißen Material eine Teilmenge abmessen	Samenansatz, leicht erhitzt · feuchte Mischung, Anfangsstufe · diese feuchte Mischung bis zur Mittelstufe einweichen, erhitzen und abschließen · feucht-heißes Material, Mittelstufe · heißer Drogenanteil I · diesen heißen Drogenanteil I bis zur Mittelstufe einweichen, erhitzen und abschließen · bis Mittelstufe trocknen, dann auf Kühlstufe II bringen · Ansatz · heißer Holzanteil I · heißer Ansatz, Grad II · diesen heißen Holzanteil I im Ansatz auf Grad II bis zur Mittelstufe einweichen, erhitzen und abschließen · Material I im heißen Anfangsansatz · vom vorstehenden heißen Material eine Teilmenge abmessen	0	0	H0_NONE
f80v	f80v.27	10	NONE	0	NONE	0	b0383a33d7454945cb66ae92de293eecddf39425e1768904a707d322e13745a6	b0383a33d7454945cb66ae92de293eecddf39425e1768904a707d322e13745a6	0	eingeweichtes Pulver · heiß, Grad II · heißer Holzanteil I · feucht in der Mitte des Grades · heiß, Grad II · Rohstoff I, abgemessen · Holzansatz, kalt auf Stufe III · heißer Ansatz, Grad II · feuchtes Material I, Anfangsstufe · kalt am Anfang des Grades	eingeweichtes Pulver · heiß, Grad II · heißer Holzanteil I · feucht in der Mitte des Grades · heiß, Grad II · Rohstoff I, abgemessen · Holzansatz, kalt auf Stufe III · heißer Ansatz, Grad II · feuchtes Material I, Anfangsstufe · kalt am Anfang des Grades	0	0	H0_NONE
f80v	f80v.35	12	NONE	0	NONE	0	08780289370aaf7279d5dbf87cec98110f6cc5bc3e0902e91e53f23e5b60e38c	08780289370aaf7279d5dbf87cec98110f6cc5bc3e0902e91e53f23e5b60e38c	0	kalt · Holzansatz, kalt auf Stufe II · heißer Holzanteil I · Hierzu: Drogenstoff zugeben · Drogenstoff zugeben · heiß, Grad II · erhitzte Zubereitung, Form III · Ansatz · heiß, Grad II · feucht in der Mitte des Grades · fertig aufbereitetes Holz	kalt · Holzansatz, kalt auf Stufe II · heißer Holzanteil I · Hierzu: Drogenstoff zugeben · Drogenstoff zugeben · heiß, Grad II · erhitzte Zubereitung, Form III · Ansatz · heiß, Grad II · feucht in der Mitte des Grades · fertig aufbereitetes Holz	0	0	H0_NONE
f83v	f83v.12	11	NONE	0	NONE	0	aa46144c8a61eb88aa6e0a87686d04f54a40ec5ea404756bf87df79c49461eb8	aa46144c8a61eb88aa6e0a87686d04f54a40ec5ea404756bf87df79c49461eb8	0	drei Portionen der feuchten Mischung auf Anfangsstufe · zweite Feuchtzubereitung · Holzanteil I abmessen · trocken am Ende des Grades · Material I · heiß am Ende des Grades · heißer Holzanteil I · feucht am Ende des Grades · heiß, Grad II · Ansatz aus Holzrohstoff, Form I	drei Portionen der feuchten Mischung auf Anfangsstufe · zweite Feuchtzubereitung · Holzanteil I abmessen · trocken am Ende des Grades · Material I · heiß am Ende des Grades · heißer Holzanteil I · feucht am Ende des Grades · heiß, Grad II · Ansatz aus Holzrohstoff, Form I	0	0	H0_NONE
f85r2	f85r2.5	3	NONE	0	NONE	0	b16b95c9ee5b6def697429288ecff2a14189f79d65191db8cd2fb65b2e94e5c4	b16b95c9ee5b6def697429288ecff2a14189f79d65191db8cd2fb65b2e94e5c4	0	abgemessener Anteil I der Arzneizubereitung · heißer Holzanteil I · Blütenrohdroge I	abgemessener Anteil I der Arzneizubereitung · heißer Holzanteil I · Blütenrohdroge I	0	0	H0_NONE
f86v3	f86v3.13	11	NONE	0	NONE	0	e72066a3cae54a50f156d965d6c1437676f84cec70c07170fe26fb5483d7b2ee	e72066a3cae54a50f156d965d6c1437676f84cec70c07170fe26fb5483d7b2ee	0	vollständig eingeweichte Zubereitung · eine feuchte Portion auf Endstufe · abkühlen, bis zur Mittelstufe trocknen und ansetzen · heiß, Grad II · drei Portionen des Anteils I des heißen Holzansatzes · eine abgemessene Trockenmenge III auf Mittelstufe · Anschließend: mittlere Trockenstufe erreicht · einen gleichen Teil erhitzen · trocken-heiß, Stufe II	vollständig eingeweichte Zubereitung · eine feuchte Portion auf Endstufe · abkühlen, bis zur Mittelstufe trocknen und ansetzen · heiß, Grad II · drei Portionen des Anteils I des heißen Holzansatzes · eine abgemessene Trockenmenge III auf Mittelstufe · Anschließend: mittlere Trockenstufe erreicht · einen gleichen Teil erhitzen · trocken-heiß, Stufe II	0	0	H0_NONE
f86v3	f86v3.18	7	P356	1	P356	1	70c54be6d69ba9da1fdda1c4b049df1d85f452bb541f217eac281f976a0b3577	d9c4bb91d3fdb5b4175dd5066655576c7408cb3fad84df88b03af10f8eb84abf	1	drei Dosen bis Mittelstufe getrocknetes Pulver · fertige abgemessene Trockenportion · heiß-trockene Anfangsstufe erreicht · nimm getrockneten Pulverstoff · feucht · feucht angesetzte Zubereitung; Anfangsstufe abgeschlossen · ein Maß erhitzter Samenzubereitung	drei Portionen des bis zur Mittelstufe getrockneten Pulvers · fertige abgemessene Trockenportion · heiß-trockene Anfangsstufe erreicht · nimm getrockneten Pulverstoff · feucht · feucht angesetzte Zubereitung; Anfangsstufe abgeschlossen · ein Maß erhitzter Samenzubereitung	0	0	H0_NONE
f86v3	f86v3.19	10	NONE	0	NONE	0	1fe17d096d40f9822c26a37f8fd2241634639fb63a08e7739d5e92426255119c	1fe17d096d40f9822c26a37f8fd2241634639fb63a08e7739d5e92426255119c	0	Eine abgemessene Portion bis zur Mittelstufe trocknen · kalter Ansatz, Grad II · Holzansatz mäßig erhitzen, trocknen und abschließen · nimm ein Maß und erhitze es · trocken · heiß-trockene Anfangsstufe erreicht · trocken · kalt-trockene Anfangsstufe erreicht · abgemessener Anteil I · drei fertig abgeteilte Teile	Eine abgemessene Portion bis zur Mittelstufe trocknen · kalter Ansatz, Grad II · Holzansatz mäßig erhitzen, trocknen und abschließen · nimm ein Maß und erhitze es · trocken · heiß-trockene Anfangsstufe erreicht · trocken · kalt-trockene Anfangsstufe erreicht · abgemessener Anteil I · drei fertig abgeteilte Teile	0	0	H0_NONE
f86v5	f86v5.2	12	NONE	0	NONE	0	b5e4c89b1b16c72f856497e8bf6fdb29b47666ed22a0ececf4605b5cebca84af	b5e4c89b1b16c72f856497e8bf6fdb29b47666ed22a0ececf4605b5cebca84af	0	Anteil II des Holzpostens · fertige kalte Zubereitung · heißer Drogenanteil I · feucht, Anfangsstufe · heißer Drogenanteil I · Blüte · nimm getrockneten Pulverstoff · kaltes Material I, Anfangsstufe · Ansatz · kühle hiervon den Drogenstoff ab · ein Maß kalten Ansatzes · ein Maß kalten Ansatzes	Anteil II des Holzpostens · fertige kalte Zubereitung · heißer Drogenanteil I · feucht, Anfangsstufe · heißer Drogenanteil I · Blüte · nimm getrockneten Pulverstoff · kaltes Material I, Anfangsstufe · Ansatz · kühle hiervon den Drogenstoff ab · ein Maß kalten Ansatzes · ein Maß kalten Ansatzes	0	0	H0_NONE
f86v5	f86v5.24	9	NONE	0	NONE	0	a82a0c1b9944af669d9e96bccc888ba79c951fd0565b43adaf1652fb0630a914	a82a0c1b9944af669d9e96bccc888ba79c951fd0565b43adaf1652fb0630a914	0	Anteil I der Zubereitung · Menge III · erhitze hiervon auf Stufe II · Rohstoffklasse I im heißen Ansatz, Gradanfang · fertige heiß-trockene Zubereitung · trockene Mischung, Anfangsstufe · kalter Ansatz, Grad III · heißer Holzanteil I · kalter Ansatz, Grad III	Anteil I der Zubereitung · Menge III · erhitze hiervon auf Stufe II · Rohstoffklasse I im heißen Ansatz, Gradanfang · fertige heiß-trockene Zubereitung · trockene Mischung, Anfangsstufe · kalter Ansatz, Grad III · heißer Holzanteil I · kalter Ansatz, Grad III	0	0	H0_NONE
f86v5	f86v5.4	11	P394	1	NONE	0	002bec2aad8d7cb3e8240e811fc2fe9f189191d913290bceb080b3f7ab8c8b9b	84d4e1e19da7bc1a114340a64d966b0107785a40a9f63ca86752ea15d52ddb9d	1	hiervon Samenpulver bis zur Mittelstufe trocknen · heißer Ansatz am Anfang des Grades · feuchtes Material, Endstufe · kalt am Anfang des Grades · kalt, Grad III · Samen, Charge II · Trockenpulver in Grundform · fertig abgekühltes Holz, Mittelstufe · abgemessener Anteil I · heißer Holzanteil I · ein Maß	das Samenpulver aus dem vorstehenden kalten Ansatz, Grad II, bis zur Mittelstufe trocknen · heißer Ansatz am Anfang des Grades · feuchtes Material, Endstufe · kalt am Anfang des Grades · kalt, Grad III · Samen, Charge II · Trockenpulver in Grundform · fertig abgekühltes Holz, Mittelstufe · abgemessener Anteil I · heißer Holzanteil I · ein Maß	0	0	H0_NONE
f86v6	f86v6.25	10	P405	1	NONE	0	51c5976ae3c1acea1f88c7e26ef53dd8bcb2ea896bd856d2916755c7d7634174	6e5bdd3e5b3070ab084d1d97d98056ae539189af59a10e19839cdb7ff536c86c	1	hiervon bis zur Endstufe abkühlen · heißer Drogenanteil I · heißer Holzanteil I · den vorstehenden heißen Holzanteil I abmessen · erhitze hiervon auf Stufe III · Drogenportion · vollständig erhitzte Zubereitung auf der letzten Heizstufe · fertig getrocknete Blütenmasse · heiß, Grad III · von der vorstehenden fertigen Blütenmasse: Anteil I, davon ein Maß	den soeben abgeseihten heißen Drogenanteil I bis zur Endstufe abkühlen · heißer Drogenanteil I · heißer Holzanteil I · den vorstehenden heißen Holzanteil I abmessen · erhitze hiervon auf Stufe III · Drogenportion · vollständig erhitzte Zubereitung auf der letzten Heizstufe · fertig getrocknete Blütenmasse · heiß, Grad III · von der vorstehenden fertigen Blütenmasse: Anteil I, davon ein Maß	0	0	H0_NONE
f86v6	f86v6.31	11	NONE	0	NONE	0	7477f175286b8068edacf3586443a4709ed47c5c0081175177629f8f4ea9dbdc	7477f175286b8068edacf3586443a4709ed47c5c0081175177629f8f4ea9dbdc	0	abgemessener Anteil II · Trockenpulver in Grundform · heiß, Grad III · heißer Holzanteil I · fertige heiß-trockene Drogenportion · Anteil I des heißen Ansatzes · Material I · abgemessener Anteil I · erhitzter Holzansatz, bis Mittelstufe getrocknet · aus dem Kaltansatz ein Maß nehmen und erneut kühlen · eine Portion Material	abgemessener Anteil II · Trockenpulver in Grundform · heiß, Grad III · heißer Holzanteil I · fertige heiß-trockene Drogenportion · Anteil I des heißen Ansatzes · Material I · abgemessener Anteil I · erhitzter Holzansatz, bis Mittelstufe getrocknet · aus dem Kaltansatz ein Maß nehmen und erneut kühlen · eine Portion Material	0	0	H0_NONE
f86v6	f86v6.4	13	NONE	0	NONE	0	8f234a9fc4be5f01ab5f1fbf597243d151631b50552082187db2c15fcc2d9d66	8f234a9fc4be5f01ab5f1fbf597243d151631b50552082187db2c15fcc2d9d66	0	abgemessene Blütendroge · feuchte Anfangsstufe erreicht · Blüte · Ansatz · Menge III · Holzansatz vollständig erhitzt · feuchtes, abgemessenes Material I, Anfangsstufe · eine kalte Portion der Zubereitung auf Mittelstufe · abgemessener trockener Anteil I der vorstehenden kalten Portion · vollständig getrocknete Charge aus erhitztem Holzanteil I · heißer Holzanteil I · ein Maß Material I	abgemessene Blütendroge · feuchte Anfangsstufe erreicht · Blüte · Ansatz · Menge III · Holzansatz vollständig erhitzt · feuchtes, abgemessenes Material I, Anfangsstufe · eine kalte Portion der Zubereitung auf Mittelstufe · abgemessener trockener Anteil I der vorstehenden kalten Portion · vollständig getrocknete Charge aus erhitztem Holzanteil I · heißer Holzanteil I · ein Maß Material I	0	0	H0_NONE
f86v6	f86v6.5	12	NONE	0	NONE	0	fdc1bd028214f79efe51136f3ef88a4f2153cdd568dbd04e2654f6432099e00a	fdc1bd028214f79efe51136f3ef88a4f2153cdd568dbd04e2654f6432099e00a	0	kalter Drogenanteil I · Holzstoff · trocken · Anteil I des heißen Holzansatzes; drei Portionen davon · trockener Drogenanteil I · Drogenportion · kalt-feuchte Zubereitung, Mittelstufe · heißer Drogenanteil I · Trockenpulver, Form I · kalt angesetzte Charge, leicht angewärmt · kalter Drogenanteil I	kalter Drogenanteil I · Holzstoff · trocken · Anteil I des heißen Holzansatzes; drei Portionen davon · trockener Drogenanteil I · Drogenportion · kalt-feuchte Zubereitung, Mittelstufe · heißer Drogenanteil I · Trockenpulver, Form I · kalt angesetzte Charge, leicht angewärmt · kalter Drogenanteil I	0	0	H0_NONE
f88r	f88r.19	8	NONE	0	NONE	0	54c249c3c15d8ba0b44c52c029d2ba2f6fc44e0cd0a3b37d4c76d0e5d5a27d54	54c249c3c15d8ba0b44c52c029d2ba2f6fc44e0cd0a3b37d4c76d0e5d5a27d54	0	Eine abgemessene Portion bis zur Mittelstufe trocknen · heißes Trockengut · Grad III · heißen Drogenstoff der Mittelstufe zugeben · heißen Drogenstoff der Mittelstufe zugeben · Mischgut zugeben · heißer Ansatzstoff · trockenes Material	Eine abgemessene Portion bis zur Mittelstufe trocknen · heißes Trockengut · Grad III · heißen Drogenstoff der Mittelstufe zugeben · heißen Drogenstoff der Mittelstufe zugeben · Mischgut zugeben · heißer Ansatzstoff · trockenes Material	0	0	H0_NONE
f8r	f8r.15	10	NONE	0	NONE	0	f8be2f8a4e4ff75e662035467b78c8414f16d3fa76b8a70c6ae34c0453ff80ac	f8be2f8a4e4ff75e662035467b78c8414f16d3fa76b8a70c6ae34c0453ff80ac	0	Eine abgemessene Portion bis zur Mittelstufe trocknen · Mischgut · trocken · trocken in der Mitte des Grades · heiß-trocken · trocken am Anfang des Grades · drei Materialmaße · abgemessener Anteil IV; leicht getrocknet · Mischung, Anfangsstufe	Eine abgemessene Portion bis zur Mittelstufe trocknen · Mischgut · trocken · trocken in der Mitte des Grades · heiß-trocken · trocken am Anfang des Grades · drei Materialmaße · abgemessener Anteil IV; leicht getrocknet · Mischung, Anfangsstufe	0	0	H0_NONE
f95v1	f95v1.7	11	NONE	0	NONE	0	9a6aae729d7960e1604835873ce6f99521001ba542a7834eca69fd2434c696c1	9a6aae729d7960e1604835873ce6f99521001ba542a7834eca69fd2434c696c1	0	eine abgemessene Feuchtmenge auf Mittelstufe · heiß, Grad II · heißer Drogenanteil I · heißer Holzanteil I · trocken am Anfang des Grades · kalter Drogenanteil I · Anteil I der kalten Zubereitung · trockene Anfangsstufe erreicht · heiß-trockene Anfangsstufe erreicht · abgemessenes heißes Material, Stufe II · fertiger Anteil I der kalten Zubereitung	eine abgemessene Feuchtmenge auf Mittelstufe · heiß, Grad II · heißer Drogenanteil I · heißer Holzanteil I · trocken am Anfang des Grades · kalter Drogenanteil I · Anteil I der kalten Zubereitung · trockene Anfangsstufe erreicht · heiß-trockene Anfangsstufe erreicht · abgemessenes heißes Material, Stufe II · fertiger Anteil I der kalten Zubereitung	0	0	H0_NONE
