group_serial	diagram_id	page	locus	event_index	opaque_local_id	surface	visible_owner	local_namespace	transfer_status	exact_prose_joint_tuple_id	selected_component_parse	candidate_workshop_value_de	parse_alternatives	owner_and_namespace_preserved	cross_instrument_join	previous_candidate_value_de	atomic_common_root_value_de	common_root_revision
88	A1	f67r2	f67r2.35	3	A1:G088	okol	A1_LEFT_LOCAL_FIELD_35	A67_LEFT_CELESTIAL_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	OK+OL	ansetzen + fortsetzen	NONE	YES	NONE	ansetzen + fortsetzen	ansetzen + fortsetzen	NO
89	A1	f67r2	f67r2.36	1	A1:G089	ytor	A1_LEFT_LOCAL_FIELD_36	A67_LEFT_CELESTIAL_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	Y+T+OR	dies + fuellen + Ansatz	NONE	YES	NONE	dies + fuellen + Ansatz	dies + eintragen + Ansatz	YES
90	A1	f67r2	f67r2.36	2	A1:G090	daiin	A1_LEFT_LOCAL_FIELD_36	A67_LEFT_CELESTIAL_WHEEL	EXACT_PROSE_SURFACE	2f1c5e56e8f0ff459065	AIIN	Mass	NONE	YES	NONE	Mass	Mass	NO
91	A1	f67r2	f67r2.36	3	A1:G091	or	A1_LEFT_LOCAL_FIELD_36	A67_LEFT_CELESTIAL_WHEEL	EXACT_PROSE_SURFACE	7a4bb8136330ee4e6e56	OR	Ansatz	NONE	YES	NONE	Ansatz	Ansatz	NO
92	A1	f67r2	f67r2.37	1	A1:G092	ytoaiin	A1_LEFT_LOCAL_FIELD_37	A67_LEFT_CELESTIAL_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	Y+T+O+AIIN	dies + fuellen + Arbeitsgang + Mass	NONE	YES	NONE	dies + fuellen + Arbeitsgang + Mass	dies + eintragen + Arbeitsgang + Mass	YES
93	A1	f67r2	f67r2.38	1	A1:G093	otoldos	A1_LEFT_LOCAL_FIELD_38	A67_LEFT_CELESTIAL_WHEEL	ASTRO_LOCAL_LABEL	NONE	NONE	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	lokale Etikette	NO
94	A1	f67r2	f67r2.38	2	A1:G094	octhole	A1_LEFT_LOCAL_FIELD_38	A67_LEFT_CELESTIAL_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	O+CTH+OL+E	Arbeitsgang + bereit + fortsetzen + kurz	NONE	YES	NONE	Arbeitsgang + bereit + fortsetzen + kurz	Arbeitsgang + bereit + fortsetzen + kurz	NO
95	A1	f67r2	f67r2.39	1	A1:G095	sor	A1_LEFT_LOCAL_FIELD_39	A67_LEFT_CELESTIAL_WHEEL	EXACT_PROSE_SURFACE	7a4bb8136330ee4e6e56	OR	Ansatz	NONE	YES	NONE	Ansatz	Ansatz	NO
96	A1	f67r2	f67r2.39	2	A1:G096	chedaiin	A1_LEFT_LOCAL_FIELD_39	A67_LEFT_CELESTIAL_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	CHD+AIIN	umsetzen + Mass	NONE	YES	NONE	umsetzen + Mass	umsetzen + Mass	NO
97	A1	f67r2	f67r2.39	3	A1:G097	dy	A1_LEFT_LOCAL_FIELD_39	A67_LEFT_CELESTIAL_WHEEL	EXACT_PROSE_SURFACE	b921a237be883a820352	Y	dies	NONE	YES	NONE	dies	dies	NO
98	A1	f67r2	f67r2.40	1	A1:G098	yteos	A1_LEFT_LOCAL_FIELD_40	A67_LEFT_CELESTIAL_WHEEL	ASTRO_LOCAL_LABEL	NONE	NONE	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	lokale Etikette	NO
99	A1	f67r2	f67r2.40	2	A1:G099	oiin	A1_LEFT_LOCAL_FIELD_40	A67_LEFT_CELESTIAL_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	O+IIN	Arbeitsgang + Sollstufe	NONE	YES	NONE	Arbeitsgang + Sollstufe	Arbeitsgang + Sollstufe	NO
100	A1	f67r2	f67r2.40	3	A1:G100	og	A1_LEFT_LOCAL_FIELD_40	A67_LEFT_CELESTIAL_WHEEL	ASTRO_LOCAL_LABEL	NONE	NONE	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	lokale Etikette	NO
101	A1	f67r2	f67r2.41	1	A1:G101	ytoeopchey	A1_LEFT_LOCAL_FIELD_41	A67_LEFT_CELESTIAL_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	Y+T+O+E+O+P+Y	dies + fuellen + Arbeitsgang + kurz + Arbeitsgang + hinein + dies	NONE	YES	NONE	dies + fuellen + Arbeitsgang + kurz + Arbeitsgang + hinein + dies	dies + eintragen + Arbeitsgang + kurz + Arbeitsgang + hinein + dies	YES
102	A1	f67r2	f67r2.41	2	A1:G102	chekody	A1_LEFT_LOCAL_FIELD_41	A67_LEFT_CELESTIAL_WHEEL	AMBIGUOUS_COMPONENT_SEQUENCE	NONE	NONE	ASTRO_LOCAL_LABEL_PENDING_CHOICE	CH+E+K+O+DY || CH+E+K+O+Y	YES	NONE	ASTRO_LOCAL_LABEL_PENDING_CHOICE	mehrdeutige lokale Etikette	NO
103	A1	f67r2	f67r2.42	1	A1:G103	sosho	A1_LEFT_LOCAL_FIELD_42	A67_LEFT_CELESTIAL_WHEEL	ASTRO_LOCAL_LABEL	NONE	NONE	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	lokale Etikette	NO
104	A1	f67r2	f67r2.42	2	A1:G104	chos	A1_LEFT_LOCAL_FIELD_42	A67_LEFT_CELESTIAL_WHEEL	ASTRO_LOCAL_LABEL	NONE	NONE	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	lokale Etikette	NO
105	A1	f67r2	f67r2.42	3	A1:G105	ockhy	A1_LEFT_LOCAL_FIELD_42	A67_LEFT_CELESTIAL_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	O+CKH+Y	Arbeitsgang + Durchlass + dies	NONE	YES	NONE	Arbeitsgang + Durchlass + dies	Arbeitsgang + Durchlass + dies	NO
106	A1	f67r2	f67r2.43	1	A1:G106	daiin	A1_LEFT_LOCAL_FIELD_43	A67_LEFT_CELESTIAL_WHEEL	EXACT_PROSE_SURFACE	2f1c5e56e8f0ff459065	AIIN	Mass	NONE	YES	NONE	Mass	Mass	NO
107	A1	f67r2	f67r2.43	2	A1:G107	aiin	A1_LEFT_LOCAL_FIELD_43	A67_LEFT_CELESTIAL_WHEEL	EXACT_PROSE_SURFACE	2f1c5e56e8f0ff459065	AIIN	Mass	NONE	YES	NONE	Mass	Mass	NO
108	A1	f67r2	f67r2.43	3	A1:G108	os	A1_LEFT_LOCAL_FIELD_43	A67_LEFT_CELESTIAL_WHEEL	EXACT_PROSE_SURFACE	df1098831679a8ad1b39	OS	Gefäß	NONE	YES	NONE	Gefäß	Fach	YES
109	A1	f67r2	f67r2.43	4	A1:G109	qsg	A1_LEFT_LOCAL_FIELD_43	A67_LEFT_CELESTIAL_WHEEL	ASTRO_LOCAL_LABEL	NONE	NONE	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	lokale Etikette	NO
110	A1	f67r2	f67r2.44	1	A1:G110	ofydy	A1_LEFT_LOCAL_FIELD_44	A67_LEFT_CELESTIAL_WHEEL	ASTRO_LOCAL_LABEL	NONE	NONE	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	lokale Etikette	NO
111	A1	f67r2	f67r2.44	2	A1:G111	sheody	A1_LEFT_LOCAL_FIELD_44	A67_LEFT_CELESTIAL_WHEEL	AMBIGUOUS_COMPONENT_SEQUENCE	NONE	NONE	ASTRO_LOCAL_LABEL_PENDING_CHOICE	SH+E+O+DY || SH+E+O+Y	YES	NONE	ASTRO_LOCAL_LABEL_PENDING_CHOICE	mehrdeutige lokale Etikette	NO
112	A1	f67r2	f67r2.44	3	A1:G112	aiin	A1_LEFT_LOCAL_FIELD_44	A67_LEFT_CELESTIAL_WHEEL	EXACT_PROSE_SURFACE	2f1c5e56e8f0ff459065	AIIN	Mass	NONE	YES	NONE	Mass	Mass	NO
113	A1	f67r2	f67r2.45	1	A1:G113	ycheody	A1_LEFT_LOCAL_FIELD_45	A67_LEFT_CELESTIAL_WHEEL	AMBIGUOUS_COMPONENT_SEQUENCE	NONE	NONE	ASTRO_LOCAL_LABEL_PENDING_CHOICE	Y+CHEO+DY || Y+CHEO+Y	YES	NONE	ASTRO_LOCAL_LABEL_PENDING_CHOICE	mehrdeutige lokale Etikette	NO
114	A1	f67r2	f67r2.45	2	A1:G114	es	A1_LEFT_LOCAL_FIELD_45	A67_LEFT_CELESTIAL_WHEEL	ASTRO_LOCAL_LABEL	NONE	NONE	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	lokale Etikette	NO
115	A1	f67r2	f67r2.45	3	A1:G115	odaiiin	A1_LEFT_LOCAL_FIELD_45	A67_LEFT_CELESTIAL_WHEEL	ASTRO_LOCAL_LABEL	NONE	NONE	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	lokale Etikette	NO
116	A1	f67r2	f67r2.46	1	A1:G116	yekees	A1_LEFT_LOCAL_FIELD_46	A67_LEFT_CELESTIAL_WHEEL	ASTRO_LOCAL_LABEL	NONE	NONE	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	lokale Etikette	NO
117	A1	f67r2	f67r2.46	2	A1:G117	oraly	A1_LEFT_LOCAL_FIELD_46	A67_LEFT_CELESTIAL_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	OR+AL+Y	Ansatz + Stelle + dies	NONE	YES	NONE	Ansatz + Stelle + dies	Ansatz + Stelle + dies	NO
118	A1	f67r2	f67r2.47	1	A1:G118	yfain	A1_LEFT_LOCAL_FIELD_47	A67_LEFT_CELESTIAL_WHEEL	ASTRO_LOCAL_LABEL	NONE	NONE	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	lokale Etikette	NO
119	A1	f67r2	f67r2.48	1	A1:G119	todaiin	A1_LEFT_LOCAL_FIELD_48	A67_LEFT_CELESTIAL_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	T+O+AIIN	fuellen + Arbeitsgang + Mass	NONE	YES	NONE	fuellen + Arbeitsgang + Mass	eintragen + Arbeitsgang + Mass	YES
120	A1	f67r2	f67r2.48	2	A1:G120	dain	A1_LEFT_LOCAL_FIELD_48	A67_LEFT_CELESTIAL_WHEEL	EXACT_PROSE_SURFACE	53cd0637c6820ba5e91f	AIN	Portion	NONE	YES	NONE	Portion	Portion	NO
121	A1	f67r2	f67r2.48	3	A1:G121	dy	A1_LEFT_LOCAL_FIELD_48	A67_LEFT_CELESTIAL_WHEEL	EXACT_PROSE_SURFACE	b921a237be883a820352	Y	dies	NONE	YES	NONE	dies	dies	NO
122	A1	f67r2	f67r2.49	1	A1:G122	os	A1_LEFT_LOCAL_FIELD_49	A67_LEFT_CELESTIAL_WHEEL	EXACT_PROSE_SURFACE	df1098831679a8ad1b39	OS	Gefäß	NONE	YES	NONE	Gefäß	Fach	YES
123	A1	f67r2	f67r2.49	2	A1:G123	choer	A1_LEFT_LOCAL_FIELD_49	A67_LEFT_CELESTIAL_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	HO+E+R	Zutat + kurz + abkuehlen	NONE	YES	NONE	Zutat + kurz + abkuehlen	Gabe + kurz + abkuehlen	YES
124	A1	f67r2	f67r2.49	3	A1:G124	aiin	A1_LEFT_LOCAL_FIELD_49	A67_LEFT_CELESTIAL_WHEEL	EXACT_PROSE_SURFACE	2f1c5e56e8f0ff459065	AIIN	Mass	NONE	YES	NONE	Mass	Mass	NO
125	A1	f67r2	f67r2.50	1	A1:G125	choeea	A1_LEFT_LOCAL_FIELD_50	A67_LEFT_CELESTIAL_WHEEL	ASTRO_LOCAL_LABEL	NONE	NONE	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	lokale Etikette	NO
126	A1	f67r2	f67r2.50	2	A1:G126	sal	A1_LEFT_LOCAL_FIELD_50	A67_LEFT_CELESTIAL_WHEEL	EXACT_PROSE_SURFACE	dd0ecaf5e27d81befffc	AL	Stelle	NONE	YES	NONE	Stelle	Stelle	NO
127	A1	f67r2	f67r2.51	1	A1:G127	dadaiin	A1_LEFT_LOCAL_FIELD_51	A67_LEFT_CELESTIAL_WHEEL	ASTRO_LOCAL_LABEL	NONE	NONE	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	lokale Etikette	NO
128	A1	f67r2	f67r2.52	1	A1:G128	qotoear	A1_LEFT_OUTER_STAR_STATION_01	A67_LEFT_CELESTIAL_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	OT+O+E+AR	danach + Arbeitsgang + kurz + von dort	NONE	YES	NONE	danach + Arbeitsgang + kurz + von dort	danach + Arbeitsgang + kurz + von dort	NO
129	A1	f67r2	f67r2.53	1	A1:G129	dchdar	A1_LEFT_OUTER_STAR_STATION_02	A67_LEFT_CELESTIAL_WHEEL	ASTRO_LOCAL_LABEL	NONE	NONE	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	lokale Etikette	NO
130	A1	f67r2	f67r2.54	1	A1:G130	y	A1_LEFT_OUTER_STAR_STATION_03	A67_LEFT_CELESTIAL_WHEEL	EXACT_PROSE_SURFACE	b921a237be883a820352	Y	dies	NONE	YES	NONE	dies	dies	NO
131	A1	f67r2	f67r2.54	2	A1:G131	saldal	A1_LEFT_OUTER_STAR_STATION_03	A67_LEFT_CELESTIAL_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	AL+AL	Stelle + Stelle	NONE	YES	NONE	Stelle + Stelle	Stelle + Stelle	NO
132	A1	f67r2	f67r2.55	1	A1:G132	ytodal	A1_LEFT_OUTER_STAR_STATION_04	A67_LEFT_CELESTIAL_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	Y+T+O+AL	dies + fuellen + Arbeitsgang + Stelle	NONE	YES	NONE	dies + fuellen + Arbeitsgang + Stelle	dies + eintragen + Arbeitsgang + Stelle	YES
133	A1	f67r2	f67r2.56	1	A1:G133	tol	A1_LEFT_OUTER_STAR_STATION_05	A67_LEFT_CELESTIAL_WHEEL	EXACT_PROSE_SURFACE	dcda95c81a5460feb191	OL	fortsetzen	NONE	YES	NONE	fortsetzen	fortsetzen	NO
134	A1	f67r2	f67r2.56	2	A1:G134	daiin	A1_LEFT_OUTER_STAR_STATION_05	A67_LEFT_CELESTIAL_WHEEL	EXACT_PROSE_SURFACE	2f1c5e56e8f0ff459065	AIIN	Mass	NONE	YES	NONE	Mass	Mass	NO
135	A1	f67r2	f67r2.57	1	A1:G135	otar	A1_LEFT_OUTER_STAR_STATION_06	A67_LEFT_CELESTIAL_WHEEL	EXACT_PROSE_SURFACE	b6b654722e55729cc947	OT+AR	danach von dort	NONE	YES	NONE	danach von dort	danach von dort	NO
136	A1	f67r2	f67r2.57	2	A1:G136	dy	A1_LEFT_OUTER_STAR_STATION_06	A67_LEFT_CELESTIAL_WHEEL	EXACT_PROSE_SURFACE	b921a237be883a820352	Y	dies	NONE	YES	NONE	dies	dies	NO
137	A1	f67r2	f67r2.58	1	A1:G137	cho	A1_LEFT_OUTER_STAR_STATION_07	A67_LEFT_CELESTIAL_WHEEL	EXACT_PROSE_SURFACE	2cc054357a929df85f64	HO	Zutat	NONE	YES	NONE	Zutat	Gabe	YES
138	A1	f67r2	f67r2.58	2	A1:G138	dal	A1_LEFT_OUTER_STAR_STATION_07	A67_LEFT_CELESTIAL_WHEEL	EXACT_PROSE_SURFACE	dd0ecaf5e27d81befffc	AL	Stelle	NONE	YES	NONE	Stelle	Stelle	NO
139	A1	f67r2	f67r2.58	3	A1:G139	g	A1_LEFT_OUTER_STAR_STATION_07	A67_LEFT_CELESTIAL_WHEEL	ASTRO_LOCAL_LABEL	NONE	NONE	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	lokale Etikette	NO
140	A1	f67r2	f67r2.59	1	A1:G140	ytchodly	A1_LEFT_OUTER_STAR_STATION_08	A67_LEFT_CELESTIAL_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	Y+T+HO+L+Y	dies + fuellen + Zutat + fuehren + dies	NONE	YES	NONE	dies + fuellen + Zutat + fuehren + dies	dies + eintragen + Gabe + fuehren + dies	YES
141	A1	f67r2	f67r2.60	1	A1:G141	octhys	A1_LEFT_OUTER_STAR_STATION_09	A67_LEFT_CELESTIAL_WHEEL	ASTRO_LOCAL_LABEL	NONE	NONE	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	lokale Etikette	NO
142	A1	f67r2	f67r2.61	1	A1:G142	ytokar	A1_LEFT_OUTER_STAR_STATION_10	A67_LEFT_CELESTIAL_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	Y+T+OK+AR	dies + fuellen + ansetzen + von dort	NONE	YES	NONE	dies + fuellen + ansetzen + von dort	dies + eintragen + ansetzen + von dort	YES
143	A1	f67r2	f67r2.62	1	A1:G143	otolor	A1_LEFT_OUTER_STAR_STATION_11	A67_LEFT_CELESTIAL_WHEEL	AMBIGUOUS_COMPONENT_SEQUENCE	NONE	NONE	ASTRO_LOCAL_LABEL_PENDING_CHOICE	O+OL+OR || OT+OL+OR	YES	NONE	ASTRO_LOCAL_LABEL_PENDING_CHOICE	mehrdeutige lokale Etikette	NO
144	A1	f67r2	f67r2.63	1	A1:G144	okodar	A1_LEFT_OUTER_STAR_STATION_12	A67_LEFT_CELESTIAL_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	OK+O+AR	ansetzen + Arbeitsgang + von dort	NONE	YES	NONE	ansetzen + Arbeitsgang + von dort	ansetzen + Arbeitsgang + von dort	NO
145	A1	f67r2	f67r2.64	1	A1:G145	s	A1_RIGHT_PHASE_STATION_01	A67_RIGHT_CELESTIAL_WHEEL	ASTRO_LOCAL_LABEL	NONE	NONE	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	lokale Etikette	NO
146	A1	f67r2	f67r2.64	2	A1:G146	air	A1_RIGHT_PHASE_STATION_01	A67_RIGHT_CELESTIAL_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	AIR	Wasser	NONE	YES	NONE	Wasser	Lauf	YES
147	A1	f67r2	f67r2.65	1	A1:G147	soear	A1_RIGHT_PHASE_STATION_02	A67_RIGHT_CELESTIAL_WHEEL	ASTRO_LOCAL_LABEL	NONE	NONE	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	lokale Etikette	NO
148	A1	f67r2	f67r2.66	1	A1:G148	cpheey	A1_RIGHT_PHASE_STATION_03	A67_RIGHT_CELESTIAL_WHEEL	ASTRO_LOCAL_LABEL	NONE	NONE	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	lokale Etikette	NO
149	A1	f67r2	f67r2.67	1	A1:G149	okodar	A1_RIGHT_PHASE_STATION_04	A67_RIGHT_CELESTIAL_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	OK+O+AR	ansetzen + Arbeitsgang + von dort	NONE	YES	NONE	ansetzen + Arbeitsgang + von dort	ansetzen + Arbeitsgang + von dort	NO
150	A1	f67r2	f67r2.68	1	A1:G150	oepchod	A1_RIGHT_PHASE_STATION_05	A67_RIGHT_CELESTIAL_WHEEL	ASTRO_LOCAL_LABEL	NONE	NONE	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	lokale Etikette	NO
151	A1	f67r2	f67r2.69	1	A1:G151	s	A1_RIGHT_PHASE_STATION_06	A67_RIGHT_CELESTIAL_WHEEL	ASTRO_LOCAL_LABEL	NONE	NONE	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	lokale Etikette	NO
152	A1	f67r2	f67r2.69	2	A1:G152	ay	A1_RIGHT_PHASE_STATION_06	A67_RIGHT_CELESTIAL_WHEEL	ASTRO_LOCAL_LABEL	NONE	NONE	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	lokale Etikette	NO
153	A1	f67r2	f67r2.70	1	A1:G153	osar	A1_RIGHT_PHASE_STATION_07	A67_RIGHT_CELESTIAL_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	O+AR	Arbeitsgang + von dort	NONE	YES	NONE	Arbeitsgang + von dort	Arbeitsgang + von dort	NO
154	A1	f67r2	f67r2.71	1	A1:G154	oran	A1_RIGHT_PHASE_STATION_08	A67_RIGHT_CELESTIAL_WHEEL	ASTRO_LOCAL_LABEL	NONE	NONE	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	lokale Etikette	NO
155	A1	f67r2	f67r2.72	1	A1:G155	dar	A1_LEFT_OUTER_RING_TEXT	A67_LEFT_CELESTIAL_WHEEL	EXACT_PROSE_SURFACE	4d4559019a961b834aa1	AR	von dort	NONE	YES	NONE	von dort	von dort	NO
156	A1	f67r2	f67r2.72	2	A1:G156	aldaiin	A1_LEFT_OUTER_RING_TEXT	A67_LEFT_CELESTIAL_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	AL+AIIN	Stelle + Mass	NONE	YES	NONE	Stelle + Mass	Stelle + Mass	NO
157	A1	f67r2	f67r2.72	3	A1:G157	ydaiin	A1_LEFT_OUTER_RING_TEXT	A67_LEFT_CELESTIAL_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	Y+AIIN	dies + Mass	NONE	YES	NONE	dies + Mass	dies + Mass	NO
158	A1	f67r2	f67r2.72	4	A1:G158	qkoy	A1_LEFT_OUTER_RING_TEXT	A67_LEFT_CELESTIAL_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	K+O+Y	zufuehren + Arbeitsgang + dies	NONE	YES	NONE	zufuehren + Arbeitsgang + dies	zufuehren + Arbeitsgang + dies	NO
159	A1	f67r2	f67r2.72	5	A1:G159	ydaiin	A1_LEFT_OUTER_RING_TEXT	A67_LEFT_CELESTIAL_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	Y+AIIN	dies + Mass	NONE	YES	NONE	dies + Mass	dies + Mass	NO
160	A1	f67r2	f67r2.72	6	A1:G160	qofair	A1_LEFT_OUTER_RING_TEXT	A67_LEFT_CELESTIAL_WHEEL	ASTRO_LOCAL_LABEL	NONE	NONE	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	lokale Etikette	NO
161	A1	f67r2	f67r2.72	7	A1:G161	ypair	A1_LEFT_OUTER_RING_TEXT	A67_LEFT_CELESTIAL_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	Y+P+AIR	dies + hinein + Wasser	NONE	YES	NONE	dies + hinein + Wasser	dies + hinein + Lauf	YES
162	A1	f67r2	f67r2.72	8	A1:G162	ykoaiin	A1_LEFT_OUTER_RING_TEXT	A67_LEFT_CELESTIAL_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	Y+K+O+AIIN	dies + zufuehren + Arbeitsgang + Mass	NONE	YES	NONE	dies + zufuehren + Arbeitsgang + Mass	dies + zufuehren + Arbeitsgang + Mass	NO
163	A1	f67r2	f67r2.72	9	A1:G163	ydoly	A1_LEFT_OUTER_RING_TEXT	A67_LEFT_CELESTIAL_WHEEL	ASTRO_LOCAL_LABEL	NONE	NONE	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	lokale Etikette	NO
164	A1	f67r2	f67r2.72	10	A1:G164	ytalchos	A1_LEFT_OUTER_RING_TEXT	A67_LEFT_CELESTIAL_WHEEL	ASTRO_LOCAL_LABEL	NONE	NONE	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	lokale Etikette	NO
165	A1	f67r2	f67r2.72	11	A1:G165	oly	A1_LEFT_OUTER_RING_TEXT	A67_LEFT_CELESTIAL_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	OL+Y	fortsetzen + dies	NONE	YES	NONE	fortsetzen + dies	fortsetzen + dies	NO
166	A1	f67r2	f67r2.72	12	A1:G166	okey	A1_LEFT_OUTER_RING_TEXT	A67_LEFT_CELESTIAL_WHEEL	EXACT_PROSE_SURFACE	08bd5ca0c2ad137a056d	OK+E+Y	kurz ansetzen	NONE	YES	NONE	kurz ansetzen	kurz ansetzen	NO
167	A1	f67r2	f67r2.73	1	A1:G167	sshey	A1_RIGHT_OUTER_RING_TEXT	A67_RIGHT_CELESTIAL_WHEEL	ASTRO_LOCAL_LABEL	NONE	NONE	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	lokale Etikette	NO
168	A1	f67r2	f67r2.73	2	A1:G168	sy	A1_RIGHT_OUTER_RING_TEXT	A67_RIGHT_CELESTIAL_WHEEL	EXACT_PROSE_SURFACE	b921a237be883a820352	Y	dies	NONE	YES	NONE	dies	dies	NO
169	A1	f67r2	f67r2.73	3	A1:G169	shees	A1_RIGHT_OUTER_RING_TEXT	A67_RIGHT_CELESTIAL_WHEEL	ASTRO_LOCAL_LABEL	NONE	NONE	ASTRO_LOCAL_LABEL	NONE	YES	NONE	ASTRO_LOCAL_LABEL	lokale Etikette	NO
170	A1	f67r2	f67r2.73	4	A1:G170	qeykeey	A1_RIGHT_OUTER_RING_TEXT	A67_RIGHT_CELESTIAL_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	E+Y+K+EE+Y	kurz + dies + zufuehren + laenger + dies	NONE	YES	NONE	kurz + dies + zufuehren + laenger + dies	kurz + dies + zufuehren + laenger + dies	NO
171	A1	f67r2	f67r2.73	5	A1:G171	ykchey	A1_RIGHT_OUTER_RING_TEXT	A67_RIGHT_CELESTIAL_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	Y+K+Y	dies + zufuehren + dies	NONE	YES	NONE	dies + zufuehren + dies	dies + zufuehren + dies	NO
172	A1	f67r2	f67r2.73	6	A1:G172	ykchey	A1_RIGHT_OUTER_RING_TEXT	A67_RIGHT_CELESTIAL_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	Y+K+Y	dies + zufuehren + dies	NONE	YES	NONE	dies + zufuehren + dies	dies + zufuehren + dies	NO
173	A1	f67r2	f67r2.73	7	A1:G173	qokeochy	A1_RIGHT_OUTER_RING_TEXT	A67_RIGHT_CELESTIAL_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	OK+E+O+Y	ansetzen + kurz + Arbeitsgang + dies	NONE	YES	NONE	ansetzen + kurz + Arbeitsgang + dies	ansetzen + kurz + Arbeitsgang + dies	NO
174	A1	f67r2	f67r2.73	8	A1:G174	oaiin	A1_RIGHT_OUTER_RING_TEXT	A67_RIGHT_CELESTIAL_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	O+AIIN	Arbeitsgang + Mass	NONE	YES	NONE	Arbeitsgang + Mass	Arbeitsgang + Mass	NO
175	A1	f67r2	f67r2.73	9	A1:G175	okol	A1_RIGHT_OUTER_RING_TEXT	A67_RIGHT_CELESTIAL_WHEEL	UNIQUE_COMPONENT_SEQUENCE	NONE	OK+OL	ansetzen + fortsetzen	NONE	YES	NONE	ansetzen + fortsetzen	ansetzen + fortsetzen	NO
