card_no	joint_tuple_id	surfaces	events	event_ids	registers	records	component_parse	small_value_de	lexicon_class	rule_source	pass458_note	exact_selection_layer	exact_selection_rule	wet_context_value_de	common_root_revision
PROC094	d225b7a7b95da7aee437	dchdy	1	E158	BIOLOGICAL	B1	CHD+DY	umsetzen; Schluss	PRODUCTIVE_COMPOSITION	BIOLOGICAL_33_COMPONENT_MANUAL	unchanged	LOCAL_CONTEXT	short DCHDY after KURZ FORTSETZEN; otherwise expanded DCHEDY	umsetzen; Schluss	NO
PROC095	b38d70daefd663d74625	ly	1	E159	BIOLOGICAL	B1	L+Y	dies fuehren	PRODUCTIVE_COMPOSITION	BIOLOGICAL_33_COMPONENT_MANUAL	unchanged	UNIQUE_VALUE	write only card with this value	dies fuehren	NO
PROC096	74c76d589d44120f647b	dsheol	1	E160	BIOLOGICAL	B1	SH+E+OL	kurz halten	PRODUCTIVE_COMPOSITION	BIOLOGICAL_33_COMPONENT_MANUAL	unchanged	UNIQUE_VALUE	write only card with this value	kurz halten	NO
PROC097	2c82523794dcb7d2b343	oiiin|soiiin	2	E161|E309	BIOLOGICAL	B1|B3	O+IIN	Sollstand	PRODUCTIVE_COMPOSITION	BIOLOGICAL_33_COMPONENT_MANUAL	unchanged	UNIQUE_VALUE	write only card with this value	Sollstand	NO
PROC098	3b70942557b3a40e8030	olkeedy|solkeedy	3	E162|E229|E291	BIOLOGICAL	B1|B3	SOLK+EE+DY	länger auffangen; Schluss	PRODUCTIVE_COMPOSITION	BIOLOGICAL_33_COMPONENT_MANUAL	unchanged	UNIQUE_VALUE	write only card with this value	länger auffangen; Schluss	NO
PROC099	d68bc8de3bcee09db23c	shckhedy	3	E165|E330|E331	BIOLOGICAL	B1|B4	SH+CKHE+DY	seihen; Schluss	PRODUCTIVE_COMPOSITION	BIOLOGICAL_33_COMPONENT_MANUAL	unchanged	UNIQUE_VALUE	write only card with this value	seihen; Schluss	NO
PROC100	7d25241b0e56c836372a	qokeedy	10	E171|E201|E213|E224|E227|E245|E265|E302|E315|E329	BIOLOGICAL	B2|B3|B4	OK+EE+DY	länger ansetzen; Schluss	PRODUCTIVE_COMPOSITION	BIOLOGICAL_33_COMPONENT_MANUAL	unchanged	UNIQUE_VALUE	write only card with this value	länger ansetzen; Schluss	NO
PROC101	f329f2051370174e9a38	lcheckhy	1	E173	BIOLOGICAL	B2	L+CKH+Y	dies zum Durchlass führen	PRODUCTIVE_COMPOSITION	BIOLOGICAL_33_COMPONENT_MANUAL	unchanged	UNIQUE_VALUE	write only card with this value	dies zum Durchlass führen	NO
PROC102	ba8142680851f24c9ff2	lched	1	E174	BIOLOGICAL	B2	L+CHD	hinausführen	PRODUCTIVE_COMPOSITION	BIOLOGICAL_33_COMPONENT_MANUAL	unchanged	UNIQUE_VALUE	write only card with this value	hinausführen	NO
PROC103	c1db6b0a28d5cbb5d3d2	lcheckhedy	1	E176	BIOLOGICAL	B2	L+CKHE+DY	hinaus seihen; Schluss	PRODUCTIVE_COMPOSITION	BIOLOGICAL_33_COMPONENT_MANUAL	unchanged	UNIQUE_VALUE	write only card with this value	hinaus seihen; Schluss	NO
PROC104	4a7a6326ac95a8809302	qokaly	1	E177	BIOLOGICAL	B2	OK+AL+Y	dies an die Stelle setzen	PRODUCTIVE_COMPOSITION	BIOLOGICAL_33_COMPONENT_MANUAL	unchanged	UNIQUE_VALUE	write only card with this value	dies an die Stelle setzen	NO
PROC105	2d2e37ccb2dacc53ee5a	solkaiin	1	E178	BIOLOGICAL	B2	SOLK+AIIN	Auffangmass	PRODUCTIVE_COMPOSITION	BIOLOGICAL_33_COMPONENT_MANUAL	unchanged	UNIQUE_VALUE	write only card with this value	Auffangmass	NO
PROC106	a8f891de626fc00028e9	octheol	1	E182	BIOLOGICAL	B2	O+CTH+E+OL	kurz bereit fortsetzen	PRODUCTIVE_COMPOSITION	BIOLOGICAL_33_COMPONENT_MANUAL	unchanged	UNIQUE_VALUE	write only card with this value	kurz bereit fortsetzen	NO
PROC107	f0db6d30cd34f4cb2a4d	chkeey	1	E183	BIOLOGICAL	B2	CHK+EE+Y	dies länger wärmen	PRODUCTIVE_COMPOSITION	BIOLOGICAL_33_COMPONENT_MANUAL	unchanged	RECORD_RENDERER	CHKEEY in B2; CHEEKY in H4 and B4	dies länger wärmen	NO
PROC108	04a3877f0fc81b7597c9	ldy	2	E184|E308	BIOLOGICAL	B2|B3	L+DY	abführen; Schluss	PRODUCTIVE_COMPOSITION	BIOLOGICAL_33_COMPONENT_MANUAL	unchanged	UNIQUE_VALUE	write only card with this value	abführen; Schluss	NO
PROC109	5d5e0b288cf36864ed9d	oteey	2	E185|E218	BIOLOGICAL	B2	OT+EE+Y	nächsten Posten länger halten	PRODUCTIVE_COMPOSITION	BIOLOGICAL_33_COMPONENT_MANUAL	unchanged	UNIQUE_VALUE	write only card with this value	nächsten Posten länger halten	NO
PROC110	c1913ec4ff84148da6d3	sheckhy	1	E187	BIOLOGICAL	B2	SH+E+CKH+Y	dies kurz im Durchlass halten	PRODUCTIVE_COMPOSITION	BIOLOGICAL_33_COMPONENT_MANUAL	unchanged	UNIQUE_VALUE	write only card with this value	dies kurz im Durchlass halten	NO
PROC111	cbb42a4fe68068325d6b	dshedy	1	E189	BIOLOGICAL	B2	SH+E+DY	kurz halten; Schluss	PRODUCTIVE_COMPOSITION	BIOLOGICAL_33_COMPONENT_MANUAL	unchanged	UNIQUE_VALUE	write only card with this value	kurz halten; Schluss	NO
PROC112	54d0e228ca346110af05	otaiin|sotaiin	3	E190|E306|E312	BIOLOGICAL	B2|B3	OT+AIIN	nächstes Maß	PRODUCTIVE_COMPOSITION	BIOLOGICAL_33_COMPONENT_MANUAL	unchanged	UNIQUE_VALUE	write only card with this value	nächstes Maß	NO
PROC113	3ae9a121ba0045b913e8	qokar	1	E191	BIOLOGICAL	B2	OK+AR	von dort einsetzen	PRODUCTIVE_COMPOSITION	BIOLOGICAL_33_COMPONENT_MANUAL	unchanged	UNIQUE_VALUE	write only card with this value	von dort einsetzen	NO
PROC114	daa1347f456415fe8737	solshedy	1	E193	BIOLOGICAL	B2	OL+SH+E+DY	mit dem Vorigen kurz absetzen; Schluss	PRODUCTIVE_COMPOSITION	BIOLOGICAL_33_COMPONENT_MANUAL	unchanged	UNIQUE_VALUE	write only card with this value	mit dem Vorigen kurz absetzen; Schluss	NO
PROC115	5eff216ba51fbfb21f22	ls	1	E196	BIOLOGICAL	B2	LS	abfuehren	PRODUCTIVE_COMPOSITION	BIOLOGICAL_33_COMPONENT_MANUAL	unchanged	UNIQUE_VALUE	write only card with this value	abfuehren	NO
PROC116	0ab57b7166de99db3a55	lchy	1	E202	BIOLOGICAL	B2	L+CH+Y	dies abziehen	PRODUCTIVE_COMPOSITION	BIOLOGICAL_33_COMPONENT_MANUAL	unchanged	UNIQUE_VALUE	write only card with this value	dies abziehen	NO
PROC117	6b89d6dd70635bc60fe0	qcthey|shcthey	2	E204|E258	BIOLOGICAL	B2|B3	CTH+E+Y	dies kurz bereithalten	PRODUCTIVE_COMPOSITION	BIOLOGICAL_33_COMPONENT_MANUAL	unchanged	UNIQUE_VALUE	write only card with this value	dies kurz bereithalten	NO
PROC118	5fca8fc3dee57e1d8c1f	lcheey	1	E206	BIOLOGICAL	B2	L+EE+Y	dies länger abziehen	PRODUCTIVE_COMPOSITION	BIOLOGICAL_33_COMPONENT_MANUAL	unchanged	UNIQUE_VALUE	write only card with this value	dies länger abziehen	NO
PROC119	d25110e0d8488927278f	qokeeedy	1	E209	BIOLOGICAL	B2	OK+EEE+DY	vollständig ansetzen; Schluss	PRODUCTIVE_COMPOSITION	BIOLOGICAL_33_COMPONENT_MANUAL	unchanged	UNIQUE_VALUE	write only card with this value	vollständig ansetzen; Schluss	NO
PROC120	de7321bface5628e35d6	lchedy	8	E210|E235|E246|E262|E269|E282|E345|E357	BIOLOGICAL	B2|B3|B4	L+CHD+DY	hinausführen; Schluss	PRODUCTIVE_COMPOSITION	BIOLOGICAL_33_COMPONENT_MANUAL	unchanged	UNIQUE_VALUE	write only card with this value	hinausführen; Schluss	NO
PROC121	29e0eb222ef2fb99523a	lar	1	E211	BIOLOGICAL	B2	L+AR	von dort abführen	PRODUCTIVE_COMPOSITION	BIOLOGICAL_33_COMPONENT_MANUAL	unchanged	UNIQUE_VALUE	write only card with this value	von dort abführen	NO
PROC122	d4a31dbcf1ed6d9e5aa9	tshey	1	E212	BIOLOGICAL	B2	SH+E+Y	dies kurz halten	PRODUCTIVE_COMPOSITION	BIOLOGICAL_33_COMPONENT_MANUAL	unchanged	UNIQUE_VALUE	write only card with this value	dies kurz halten	NO
PROC123	0f15effeca7ab10bb026	lchedar	1	E215	BIOLOGICAL	B2	L+CHD+AR	von dort hinausführen	PRODUCTIVE_COMPOSITION	BIOLOGICAL_33_COMPONENT_MANUAL	unchanged	UNIQUE_VALUE	write only card with this value	von dort hinausführen	NO
PROC124	db729b598e89e11452e0	ches	1	E216	BIOLOGICAL	B2	WHOLE[ches]	teilen	MEMORIZED_WHOLE_CARD	BIOLOGICAL_SEVEN_WHOLE_CARDS	unchanged	UNIQUE_VALUE	write only card with this value	teilen	NO
PROC125	65df3cd9e59060042d47	pchedy	1	E221	BIOLOGICAL	B2	P+CHD+DY	hineinführen; Schluss	PRODUCTIVE_COMPOSITION	BIOLOGICAL_33_COMPONENT_MANUAL	unchanged	UNIQUE_VALUE	write only card with this value	hineinführen; Schluss	NO
PROC126	98bdc4244c84cbef3321	rsheal	1	E222	BIOLOGICAL	B2	R+SH+E+AL	an der Stelle kurz abkuehlen	PRODUCTIVE_COMPOSITION	BIOLOGICAL_33_COMPONENT_MANUAL	unchanged	UNIQUE_VALUE	write only card with this value	an der Stelle kurz abkuehlen	NO
PROC127	78b3b3140714da19090d	daldy	1	E223	BIOLOGICAL	B2	AL+DY	an der Stelle schliessen	PRODUCTIVE_COMPOSITION	BIOLOGICAL_33_COMPONENT_MANUAL	unchanged	UNIQUE_VALUE	write only card with this value	an der Stelle schliessen	NO
PROC128	7f68f60279efe6b28cd7	rshedy	1	E225	BIOLOGICAL	B2	R+SHED+DY	abkuehlen und absetzen; Schluss	PRODUCTIVE_COMPOSITION	BIOLOGICAL_33_COMPONENT_MANUAL	unchanged	UNIQUE_VALUE	write only card with this value	abkuehlen und absetzen; Schluss	NO
PROC129	ff178343c18e287ce3b7	qoteedy	2	E226|E292	BIOLOGICAL	B2|B3	OT+EE+DY	nächsten Schritt länger halten; Schluss	PRODUCTIVE_COMPOSITION	BIOLOGICAL_33_COMPONENT_MANUAL	unchanged	UNIQUE_VALUE	write only card with this value	nächsten Schritt länger halten; Schluss	NO
PROC130	f2af6326898fb5b490a4	lochedy	1	E228	BIOLOGICAL	B2	L+O+CHD+DY	weiter hinausfuehren; Schluss	PRODUCTIVE_COMPOSITION	BIOLOGICAL_33_COMPONENT_MANUAL	unchanged	UNIQUE_VALUE	write only card with this value	weiter hinausfuehren; Schluss	NO
PROC131	90bcf0a9ec0ef56399e6	otal|qotal	3	E230|E237|E320	BIOLOGICAL	B3|B4	OT+AL	Folgestelle	PRODUCTIVE_COMPOSITION	BIOLOGICAL_33_COMPONENT_MANUAL	unchanged	UNIQUE_VALUE	write only card with this value	Folgestelle	NO
PROC132	a84fbe3ad380df345b97	chkeedy	1	E231	BIOLOGICAL	B3	CHK+EE+DY	länger wärmen; Schluss	PRODUCTIVE_COMPOSITION	BIOLOGICAL_33_COMPONENT_MANUAL	unchanged	UNIQUE_VALUE	write only card with this value	länger wärmen; Schluss	NO
PROC133	5e8441397e7c0faf042b	chedchy	1	E240	BIOLOGICAL	B3	CHD+Y	dies umsetzen	PRODUCTIVE_COMPOSITION	BIOLOGICAL_33_COMPONENT_MANUAL	unchanged	LOCAL_CONTEXT	CHEDCHY before target-setting; otherwise CHDY/CHEDY	dies umsetzen	NO
PROC134	ba540da978ea132f6da5	pchedal	1	E248	BIOLOGICAL	B3	P+CHD+AL	an der Stelle hineinführen	PRODUCTIVE_COMPOSITION	BIOLOGICAL_33_COMPONENT_MANUAL	unchanged	UNIQUE_VALUE	write only card with this value	an der Stelle hineinführen	NO
PROC135	c45ebac60774620561e2	otedy	2	E249|E307	BIOLOGICAL	B3	OT+E+DY	kurzer Folgeschritt; Schluss	PRODUCTIVE_COMPOSITION	BIOLOGICAL_33_COMPONENT_MANUAL	unchanged	UNIQUE_VALUE	write only card with this value	kurzer Folgeschritt; Schluss	NO
PROC136	348e81ba084c5acdb32b	shecthedchy	1	E250	BIOLOGICAL	B3	SH+E+CTH+CHD+Y	dies kurz bereit umsetzen	PRODUCTIVE_COMPOSITION	BIOLOGICAL_33_COMPONENT_MANUAL	unchanged	UNIQUE_VALUE	write only card with this value	dies kurz bereit umsetzen	NO
PROC137	0bdc8b6db811b4e67a63	chary	1	E253	BIOLOGICAL	B3	AR+Y	dies aus der Quelle nehmen	PRODUCTIVE_COMPOSITION	BIOLOGICAL_33_COMPONENT_MANUAL	unchanged	UNIQUE_VALUE	write only card with this value	dies aus der Quelle nehmen	NO
PROC138	7d2404c835b10a2c06af	okair	1	E260	BIOLOGICAL	B3	OK+AIR	Lauf in Gang setzen	PRODUCTIVE_COMPOSITION	BIOLOGICAL_33_COMPONENT_MANUAL	unchanged	UNIQUE_VALUE	write only card with this value	Wasser in Gang setzen	YES
PROC139	03626ca94cb17800d767	sheedy	1	E261	BIOLOGICAL	B3	SH+EE+DY	länger absetzen; Schluss	PRODUCTIVE_COMPOSITION	BIOLOGICAL_33_COMPONENT_MANUAL	unchanged	UNIQUE_VALUE	write only card with this value	länger absetzen; Schluss	NO
PROC140	2b7fa918d1b2f5c656e3	lo	1	E263	BIOLOGICAL	B3	L+O	hinausfuehren	PRODUCTIVE_COMPOSITION	BIOLOGICAL_33_COMPONENT_MANUAL	unchanged	UNIQUE_VALUE	write only card with this value	hinausfuehren	NO
PROC141	db167f8e9b53eefb58f8	qokshedy	1	E267	BIOLOGICAL	B3	OK+SH+E+DY	kurz absetzen; Schluss	PRODUCTIVE_COMPOSITION	BIOLOGICAL_33_COMPONENT_MANUAL	unchanged	UNIQUE_VALUE	write only card with this value	kurz absetzen; Schluss	NO
PROC142	abb23e5e6936b4147f76	shedal	2	E275|E364	BIOLOGICAL	B3|B5	SHED+AL	an der Stelle absetzen	PRODUCTIVE_COMPOSITION	BIOLOGICAL_33_COMPONENT_MANUAL	unchanged	UNIQUE_VALUE	write only card with this value	an der Stelle absetzen	NO
PROC143	cb57b696b815fdef9cb7	shecthy	1	E276	BIOLOGICAL	B3	SH+E+CTH+Y	dies kurz bereit halten	PRODUCTIVE_COMPOSITION	BIOLOGICAL_33_COMPONENT_MANUAL	unchanged	UNIQUE_VALUE	write only card with this value	dies kurz bereit halten	NO
PROC144	2bc2ed2630dbdaaa6b59	dalchdy	1	E280	BIOLOGICAL	B3	AL+CHD+DY	an der Stelle überführen; Schluss	PRODUCTIVE_COMPOSITION	BIOLOGICAL_33_COMPONENT_MANUAL	unchanged	UNIQUE_VALUE	write only card with this value	an der Stelle überführen; Schluss	NO
PROC145	4de12cf322dfb76ded1e	otchedy|qotchedy	2	E281|E301	BIOLOGICAL	B3	OT+CHD+DY	danach umsetzen; Schluss	PRODUCTIVE_COMPOSITION	BIOLOGICAL_33_COMPONENT_MANUAL	unchanged	RECORD_RENDERER	short OTCHDY in B5; expanded OTCHEDY in B3	danach umsetzen; Schluss	NO
PROC146	342c3f0777337648f4b3	cheedar	1	E285	BIOLOGICAL	B3	EE+AR	laenger aus der Quelle fuehren	PRODUCTIVE_COMPOSITION	BIOLOGICAL_33_COMPONENT_MANUAL	unchanged	UNIQUE_VALUE	write only card with this value	laenger aus der Quelle fuehren	NO
PROC147	d72f71baff01cd0a0406	chldaiin	1	E286	BIOLOGICAL	B3	L+AIIN	Abfuehrmass	PRODUCTIVE_COMPOSITION	BIOLOGICAL_33_COMPONENT_MANUAL	unchanged	UNIQUE_VALUE	write only card with this value	Abfuehrmass	NO
PROC148	d788d8d72d41b25a3c71	chealror	1	E290	BIOLOGICAL	B3	AL+R+OR	Ansatz an der Stelle abkuehlen	PRODUCTIVE_COMPOSITION	BIOLOGICAL_33_COMPONENT_MANUAL	unchanged	UNIQUE_VALUE	write only card with this value	Ansatz an der Stelle abkuehlen	NO
PROC149	9247e38d29c79a0d2fa5	cheeety	1	E296	BIOLOGICAL	B3	EEE+T+Y	dies vollstaendig eintragen	PRODUCTIVE_COMPOSITION	BIOLOGICAL_33_COMPONENT_MANUAL	unchanged	UNIQUE_VALUE	write only card with this value	dies vollstaendig fuellen	YES
PROC150	b154ff779abe5f196c80	schedair	1	E300	BIOLOGICAL	B3	CHD+AIR	Lauf weiterfuehren	PRODUCTIVE_COMPOSITION	BIOLOGICAL_33_COMPONENT_MANUAL	unchanged	UNIQUE_VALUE	write only card with this value	Wasser weiterfuehren	YES
PROC151	d784b2abcaf1a3703de2	chedain	1	E303	BIOLOGICAL	B3	CHD+AIN	eine Portion überführen	PRODUCTIVE_COMPOSITION	BIOLOGICAL_33_COMPONENT_MANUAL	unchanged	UNIQUE_VALUE	write only card with this value	eine Portion überführen	NO
PROC152	1779decef17481ec2853	qotedaiin	1	E305	BIOLOGICAL	B3	OT+E+AIIN	kurzes Folgemaß	PRODUCTIVE_COMPOSITION	BIOLOGICAL_33_COMPONENT_MANUAL	unchanged	UNIQUE_VALUE	write only card with this value	kurzes Folgemaß	NO
PROC153	7811a7daff25d476e28d	olsaly	1	E313	BIOLOGICAL	B3	OL+AL+Y	dies an der Stelle fortsetzen	PRODUCTIVE_COMPOSITION	BIOLOGICAL_33_COMPONENT_MANUAL	unchanged	UNIQUE_VALUE	write only card with this value	dies an der Stelle fortsetzen	NO
PROC154	e2eb77ca9d9e1a8ba29a	qolchey	1	E316	BIOLOGICAL	B4	OL+Y	dies weiterführen	PRODUCTIVE_COMPOSITION	BIOLOGICAL_33_COMPONENT_MANUAL	unchanged	UNIQUE_VALUE	write only card with this value	dies weiterführen	NO
PROC155	eb2e4bc143f623ee03ac	qokylddy	1	E326	BIOLOGICAL	B4	OK+Y+LDDY	dies befestigen; Schluss	PRODUCTIVE_COMPOSITION	BIOLOGICAL_33_COMPONENT_MANUAL	unchanged	UNIQUE_VALUE	write only card with this value	dies befestigen; Schluss	NO
PROC156	53cd0637c6820ba5e91f	dain	2	E327|E379	BIOLOGICAL	B4|B6	AIN	Portion	PRODUCTIVE_COMPOSITION	PASS458_WHOLE_REDUCTION	both DAIN occurrences are wrapper-d realizations of PAGE_HOST AIN	UNIQUE_VALUE	write only card with this value	Portion	NO
PROC157	92e43836d82f98bf02d3	sheey	1	E334	BIOLOGICAL	B4	SH+EE+Y	dies länger halten	PRODUCTIVE_COMPOSITION	BIOLOGICAL_33_COMPONENT_MANUAL	unchanged	UNIQUE_VALUE	write only card with this value	dies länger halten	NO
PROC158	daf32e6db9e04413ce7f	okeeol	1	E340	BIOLOGICAL	B4	OK+EE+OL	länger fortsetzen	PRODUCTIVE_COMPOSITION	BIOLOGICAL_33_COMPONENT_MANUAL	unchanged	UNIQUE_VALUE	write only card with this value	länger fortsetzen	NO
PROC159	b958a512ca6a3559e86e	lkedy	1	E344	BIOLOGICAL	B4	L+K+E+DY	kurz abführen; Schluss	PRODUCTIVE_COMPOSITION	BIOLOGICAL_33_COMPONENT_MANUAL	unchanged	UNIQUE_VALUE	write only card with this value	kurz abführen; Schluss	NO
PROC160	232195d6ff2f326322f7	qokol	1	E346	BIOLOGICAL	B4	OK+OL	Fortsetzung einsetzen	PRODUCTIVE_COMPOSITION	BIOLOGICAL_33_COMPONENT_MANUAL	unchanged	UNIQUE_VALUE	write only card with this value	Fortsetzung einsetzen	NO
PROC161	ecce30bc8dcc400bf2c8	qockhey	1	E350	BIOLOGICAL	B4	O+CKH+E+Y	dies kurz durchführen	PRODUCTIVE_COMPOSITION	BIOLOGICAL_33_COMPONENT_MANUAL	unchanged	UNIQUE_VALUE	write only card with this value	dies kurz durchführen	NO
PROC162	8aedd154964a78e555d6	dairydy	1	E351	BIOLOGICAL	B4	AIR+Y+DY	Lauf schliessen	PRODUCTIVE_COMPOSITION	BIOLOGICAL_33_COMPONENT_MANUAL	unchanged	UNIQUE_VALUE	write only card with this value	Wasserlauf schliessen	YES
PROC163	21ed2873b71e57269c08	chckhal	1	E355	BIOLOGICAL	B4	CH+CKH+AL	Durchlassstelle	PRODUCTIVE_COMPOSITION	BIOLOGICAL_33_COMPONENT_MANUAL	unchanged	UNIQUE_VALUE	write only card with this value	Durchlassstelle	NO
PROC164	42cdc187d5b9ffc60063	solkey	1	E356	BIOLOGICAL	B4	SOLK+E+Y	kurz auffangen	PRODUCTIVE_COMPOSITION	BIOLOGICAL_33_COMPONENT_MANUAL	unchanged	UNIQUE_VALUE	write only card with this value	kurz auffangen	NO
PROC165	883a6708116c342cb10b	skar	1	E360	BIOLOGICAL	B4	K+AR	aus dem Vorrat zufuehren	PRODUCTIVE_COMPOSITION	BIOLOGICAL_33_COMPONENT_MANUAL	unchanged	UNIQUE_VALUE	write only card with this value	aus dem Vorrat zufuehren	NO
PROC166	601b77449028deed39de	otchdy	1	E362	BIOLOGICAL	B5	OT+CHD+DY	danach umsetzen; Schluss	PRODUCTIVE_COMPOSITION	BIOLOGICAL_33_COMPONENT_MANUAL	unchanged	RECORD_RENDERER	short OTCHDY in B5; expanded OTCHEDY in B3	danach umsetzen; Schluss	NO
PROC167	8c97dfde96fbc78e3355	lol	1	E367	BIOLOGICAL	B5	L+OL	weiterfuehren	PRODUCTIVE_COMPOSITION	PASS458_WHOLE_REDUCTION	L plus continue is sufficient; invisible warmth removed	RECORD_RENDERER	DL in B1; LOL in B5	weiterfuehren	NO
PROC168	00d8ebe3c68294eeac39	chdal	1	E368	BIOLOGICAL	B5	CHD+AL	an der Stelle umsetzen	PRODUCTIVE_COMPOSITION	BIOLOGICAL_33_COMPONENT_MANUAL	unchanged	UNIQUE_VALUE	write only card with this value	an der Stelle umsetzen	NO
PROC169	fcc1deda9e24ec268eb0	daiiin	1	E371	BIOLOGICAL	B5	WHOLE[daiiin]	zweite Stufe	MEMORIZED_WHOLE_CARD	BIOLOGICAL_SEVEN_WHOLE_CARDS	unchanged	UNIQUE_VALUE	write only card with this value	zweite Stufe	NO
PROC170	1bfd786e6b8b63734a59	solkeey	1	E373	BIOLOGICAL	B6	SOLK+EE+Y	laenger auffangen	PRODUCTIVE_COMPOSITION	BIOLOGICAL_33_COMPONENT_MANUAL	unchanged	UNIQUE_VALUE	write only card with this value	laenger auffangen	NO
PROC171	43eb9aa12959b4d5cdc9	qekey	1	E374	BIOLOGICAL	B6	E+K+E+Y	dies kurz zuführen	PRODUCTIVE_COMPOSITION	PASS458_WHOLE_REDUCTION	visible grade-supply-current sequence; invisible raw state removed	RECORD_RENDERER	KCHEY in H5; QEKY in B6	dies kurz zuführen	NO
PROC172	3e9c7f217843b588489d	raly	1	E375	BIOLOGICAL	B6	R+AL+Y	dies abkuehlen	PRODUCTIVE_COMPOSITION	BIOLOGICAL_33_COMPONENT_MANUAL	unchanged	UNIQUE_VALUE	write only card with this value	dies abkuehlen	NO
PROC173	97ddca78c9ebcc956d04	ldalor	1	E381	BIOLOGICAL	B6	L+AL+OR	Ansatz zur Stelle fuehren	PRODUCTIVE_COMPOSITION	BIOLOGICAL_33_COMPONENT_MANUAL	unchanged	UNIQUE_VALUE	write only card with this value	Ansatz zur Stelle fuehren	NO
