locus_serial	diagram_id	page	locus	visible_owner	namespace_id	group_count	surface_sequence	component_group_count	local_word_group_count	speakable_locus_reading_de	use_rule_de
75	A2	f68r1	f68r1.1	A2_LEFT_PANEL_HEADER	F68_LEFT_PANEL_HEADER_NS	9	shokchy chteey choteey cphol cheor opcheeol otor choctheeey okchoal	4	5	left panel header: Eingangsposten + Bearbeiten; lange oder volle Diagrammstufe; naechster Platz oder folgende Bedingung + lange oder volle Diagrammstufe; im selben Ring, Band oder Satz fortsetzen; Bedingungs-, Tabellen- oder Wahlansatz; lange oder volle Diagrammstufe + im selben Ring, Band oder Satz fortsetzen; nächster Satz; Eingangsposten + Bereitwert; Bearbeiten + Ziel	wähle diesen sichtbaren Besitzer/Locus; lies seine Gruppen in lokaler Schreibreihenfolge, nicht als globalen Kreisstart
76	A2	f68r1	f68r1.2	A2_MIDDLE_PANEL_HEADER	F68_MIDDLE_PANEL_HEADER_NS	9	tochso otchl qokeeedy cheey cheeteey yteody chpor cheokorchey chod	3	6	middle panel header: Grundzustand dieses Platzes; naechster Platz oder folgende Bedingung; vollstaendig setzen und den Eintrag schliessen; abgelesener oder freigegebener Diagrammwert; lange oder volle Diagrammstufe + lange oder volle Diagrammstufe; Phasenplatz fest eingetragen; Bedingungs-, Tabellen- oder Wahlansatz; Auszug/Ausgabe + Ansatz/Satz; Himmelsobjekt oder Eingangsbedingung	wähle diesen sichtbaren Besitzer/Locus; lies seine Gruppen in lokaler Schreibreihenfolge, nicht als globalen Kreisstart
77	A2	f68r1	f68r1.3	A2_RIGHT_PANEL_HEADER	F68_RIGHT_PANEL_HEADER_NS	8	ykor shey qocheey chokal okeey ror eckhear daram	4	4	right panel header: Bedingungs-, Tabellen- oder Wahlansatz; abgelesener oder freigegebener Diagrammwert; abgelesener oder freigegebener Wert; Eingangsposten + Ziel; in langer Stufe setzen; Bedingungs-, Tabellen- oder Wahlansatz; Seihen/Trennen + Quelle; Ausgangssektor, Ursprung oder Bezugswert	wähle diesen sichtbaren Besitzer/Locus; lies seine Gruppen in lokaler Schreibreihenfolge, nicht als globalen Kreisstart
78	A2	f68r1	f68r1.4	A2_MULTIPANEL_HEADER_FRAGMENT_04	F68_MULTIPANEL_HEADER_QUARANTINE_NS	2	dchor okaiiin	1	1	multipanel header fragment 04: Bedingungs-, Tabellen- oder Wahlansatz; Aktivieren + Stufe	wähle diesen sichtbaren Besitzer/Locus; lies seine Gruppen in lokaler Schreibreihenfolge, nicht als globalen Kreisstart
79	A2	f68r1	f68r1.5	A2_MULTIPANEL_HEADER_FRAGMENT_05	F68_MULTIPANEL_HEADER_QUARANTINE_NS	1	yky	0	1	multipanel header fragment 05: aktuelles Haus	wähle diesen sichtbaren Besitzer/Locus; lies seine Gruppen in lokaler Schreibreihenfolge, nicht als globalen Kreisstart
80	A2	f68r1	f68r1.6	A2_MULTIPANEL_HEADER_FRAGMENT_06	F68_MULTIPANEL_HEADER_QUARANTINE_NS	1	dary	0	1	multipanel header fragment 06: Ausgangssektor, Ursprung oder Bezugswert	wähle diesen sichtbaren Besitzer/Locus; lies seine Gruppen in lokaler Schreibreihenfolge, nicht als globalen Kreisstart
81	A2	f68r1	f68r1.7	A2_MULTIPANEL_HEADER_FRAGMENT_07	F68_MULTIPANEL_HEADER_QUARANTINE_NS	1	chkchykoly	1	0	multipanel header fragment 07: Bearbeiten + Fortsetzen	wähle diesen sichtbaren Besitzer/Locus; lies seine Gruppen in lokaler Schreibreihenfolge, nicht als globalen Kreisstart
82	A2	f68r1	f68r1.8	A2_CENTRE_KEY_UNRESOLVED	F68_CENTRE_KEY_QUARANTINE_NS	1	okodaly	1	0	centre key unresolved: dieses Ziel aktivieren; lokaler OD-Status	wähle diesen sichtbaren Besitzer/Locus; lies seine Gruppen in lokaler Schreibreihenfolge, nicht als globalen Kreisstart
83	A2	f68r1	f68r1.9	A2_STAR_STATION_01	F68_LOCAL_STAR_SLOT_NS	1	odchecthy	0	1	star station 01: feste abgeleitete Bedingung	wähle diesen sichtbaren Besitzer/Locus; lies seine Gruppen in lokaler Schreibreihenfolge, nicht als globalen Kreisstart
84	A2	f68r1	f68r1.10	A2_STAR_STATION_02	F68_LOCAL_STAR_SLOT_NS	1	otcheody	1	0	star station 02: Folge + Auszug/Ausgabe	wähle diesen sichtbaren Besitzer/Locus; lies seine Gruppen in lokaler Schreibreihenfolge, nicht als globalen Kreisstart
85	A2	f68r1	f68r1.11	A2_STAR_STATION_03	F68_LOCAL_STAR_SLOT_NS	1	okoaly	1	0	star station 03: dieses Ziel aktivieren	wähle diesen sichtbaren Besitzer/Locus; lies seine Gruppen in lokaler Schreibreihenfolge, nicht als globalen Kreisstart
86	A2	f68r1	f68r1.12	A2_STAR_STATION_04	F68_LOCAL_STAR_SLOT_NS	1	chocfhy	0	1	star station 04: Himmelsobjekt oder Eingangsbedingung	wähle diesen sichtbaren Besitzer/Locus; lies seine Gruppen in lokaler Schreibreihenfolge, nicht als globalen Kreisstart
87	A2	f68r1	f68r1.13	A2_STAR_STATION_05	F68_LOCAL_STAR_SLOT_NS	1	octhey	0	1	star station 05: ausgewählte Grundbedingung	wähle diesen sichtbaren Besitzer/Locus; lies seine Gruppen in lokaler Schreibreihenfolge, nicht als globalen Kreisstart
88	A2	f68r1	f68r1.14	A2_STAR_STATION_06	F68_LOCAL_STAR_SLOT_NS	1	otshey	0	1	star station 06: naechster Platz oder folgende Bedingung + abgelesener oder freigegebener Wert	wähle diesen sichtbaren Besitzer/Locus; lies seine Gruppen in lokaler Schreibreihenfolge, nicht als globalen Kreisstart
89	A2	f68r1	f68r1.15	A2_STAR_STATION_07	F68_LOCAL_STAR_SLOT_NS	1	otydy	0	1	star station 07: Teilsektor oder Untereintrag	wähle diesen sichtbaren Besitzer/Locus; lies seine Gruppen in lokaler Schreibreihenfolge, nicht als globalen Kreisstart
90	A2	f68r1	f68r1.16	A2_STAR_STATION_08	F68_LOCAL_STAR_SLOT_NS	1	okear	1	0	star station 08: Quelle kurz aktivieren	wähle diesen sichtbaren Besitzer/Locus; lies seine Gruppen in lokaler Schreibreihenfolge, nicht als globalen Kreisstart
91	A2	f68r1	f68r1.17	A2_STAR_STATION_09	F68_LOCAL_STAR_SLOT_NS	1	cphocthy	0	1	star station 09: Himmelsobjekt oder Eingangsbedingung	wähle diesen sichtbaren Besitzer/Locus; lies seine Gruppen in lokaler Schreibreihenfolge, nicht als globalen Kreisstart
92	A2	f68r1	f68r1.18	A2_STAR_STATION_10	F68_LOCAL_STAR_SLOT_NS	1	ytchody	0	1	star station 10: Himmelsobjekt oder Eingangsbedingung	wähle diesen sichtbaren Besitzer/Locus; lies seine Gruppen in lokaler Schreibreihenfolge, nicht als globalen Kreisstart
93	A2	f68r1	f68r1.19	A2_STAR_STATION_11	F68_LOCAL_STAR_SLOT_NS	1	otys	0	1	star station 11: Teilsektor oder Untereintrag	wähle diesen sichtbaren Besitzer/Locus; lies seine Gruppen in lokaler Schreibreihenfolge, nicht als globalen Kreisstart
94	A2	f68r1	f68r1.20	A2_STAR_STATION_12	F68_LOCAL_STAR_SLOT_NS	1	olor	1	0	star station 12: fortgesetzter Bedingungs- oder Tabellensatz	wähle diesen sichtbaren Besitzer/Locus; lies seine Gruppen in lokaler Schreibreihenfolge, nicht als globalen Kreisstart
95	A2	f68r1	f68r1.21	A2_STAR_STATION_13	F68_LOCAL_STAR_SLOT_NS	1	ockhy	0	1	star station 13: durch Sektor, Ring oder Pruefweg fuehren	wähle diesen sichtbaren Besitzer/Locus; lies seine Gruppen in lokaler Schreibreihenfolge, nicht als globalen Kreisstart
96	A2	f68r1	f68r1.22	A2_STAR_STATION_14	F68_LOCAL_STAR_SLOT_NS	1	ofcheor	0	1	star station 14: Bedingungs-, Tabellen- oder Wahlansatz	wähle diesen sichtbaren Besitzer/Locus; lies seine Gruppen in lokaler Schreibreihenfolge, nicht als globalen Kreisstart
97	A2	f68r1	f68r1.23	A2_STAR_STATION_15	F68_LOCAL_STAR_SLOT_NS	1	otchdy	1	0	star station 15: den folgenden Platz uebertragen und den Eintrag schliessen	wähle diesen sichtbaren Besitzer/Locus; lies seine Gruppen in lokaler Schreibreihenfolge, nicht als globalen Kreisstart
98	A2	f68r1	f68r1.24	A2_STAR_STATION_16	F68_LOCAL_STAR_SLOT_NS	1	otykchs	1	0	star station 16: Folge + Bearbeiten	wähle diesen sichtbaren Besitzer/Locus; lies seine Gruppen in lokaler Schreibreihenfolge, nicht als globalen Kreisstart
99	A2	f68r1	f68r1.25	A2_STAR_STATION_17	F68_LOCAL_STAR_SLOT_NS	1	otol	1	0	star station 17: danach im selben Ring oder Band fortsetzen	wähle diesen sichtbaren Besitzer/Locus; lies seine Gruppen in lokaler Schreibreihenfolge, nicht als globalen Kreisstart
100	A2	f68r1	f68r1.26	A2_STAR_STATION_18	F68_LOCAL_STAR_SLOT_NS	1	otor	1	0	star station 18: nächster Satz	wähle diesen sichtbaren Besitzer/Locus; lies seine Gruppen in lokaler Schreibreihenfolge, nicht als globalen Kreisstart
101	A2	f68r1	f68r1.27	A2_STAR_STATION_19	F68_LOCAL_STAR_SLOT_NS	1	oiinar	0	1	star station 19: Grad- oder Bedingungsstufe + Ausgangssektor, Ursprung oder Bezugswert	wähle diesen sichtbaren Besitzer/Locus; lies seine Gruppen in lokaler Schreibreihenfolge, nicht als globalen Kreisstart
102	A2	f68r1	f68r1.28	A2_STAR_STATION_20	F68_LOCAL_STAR_SLOT_NS	1	okoldy	1	0	star station 20: Fortsetzung aktivieren und festhalten	wähle diesen sichtbaren Besitzer/Locus; lies seine Gruppen in lokaler Schreibreihenfolge, nicht als globalen Kreisstart
103	A2	f68r1	f68r1.29	A2_STAR_STATION_21	F68_LOCAL_STAR_SLOT_NS	1	ykchdy	0	1	star station 21: Wert oder Platzbezug uebertragen	wähle diesen sichtbaren Besitzer/Locus; lies seine Gruppen in lokaler Schreibreihenfolge, nicht als globalen Kreisstart
104	A2	f68r1	f68r1.30	A2_STAR_STATION_22	F68_LOCAL_STAR_SLOT_NS	1	oeeody	0	1	star station 22: lange oder volle Diagrammstufe	wähle diesen sichtbaren Besitzer/Locus; lies seine Gruppen in lokaler Schreibreihenfolge, nicht als globalen Kreisstart
105	A2	f68r1	f68r1.31	A2_STAR_STATION_23	F68_LOCAL_STAR_SLOT_NS	1	ocphy	0	1	star station 23: Grundauswahl	wähle diesen sichtbaren Besitzer/Locus; lies seine Gruppen in lokaler Schreibreihenfolge, nicht als globalen Kreisstart
106	A2	f68r1	f68r1.32	A2_STAR_STATION_24	F68_LOCAL_STAR_SLOT_NS	1	okeeodal	1	0	star station 24: Ziel länger aktivieren; lokaler OD-Status	wähle diesen sichtbaren Besitzer/Locus; lies seine Gruppen in lokaler Schreibreihenfolge, nicht als globalen Kreisstart
107	A2	f68r1	f68r1.33	A2_STAR_STATION_25	F68_LOCAL_STAR_SLOT_NS	1	okshor	1	0	star station 25: Aktivieren + Eingangsposten	wähle diesen sichtbaren Besitzer/Locus; lies seine Gruppen in lokaler Schreibreihenfolge, nicht als globalen Kreisstart
108	A2	f68r1	f68r1.34	A2_STAR_STATION_26	F68_LOCAL_STAR_SLOT_NS	1	osdaiin	0	1	star station 26: Sollwert oder Grad eines Diagrammplatzes	wähle diesen sichtbaren Besitzer/Locus; lies seine Gruppen in lokaler Schreibreihenfolge, nicht als globalen Kreisstart
109	A2	f68r1	f68r1.35	A2_STAR_STATION_27	F68_LOCAL_STAR_SLOT_NS	1	otochedy	1	0	star station 27: Folge + Umsetzen	wähle diesen sichtbaren Besitzer/Locus; lies seine Gruppen in lokaler Schreibreihenfolge, nicht als globalen Kreisstart
110	A2	f68r1	f68r1.36	A2_STAR_STATION_28	F68_LOCAL_STAR_SLOT_NS	1	dolchedy	1	0	star station 28: Fortsetzen + Umsetzen	wähle diesen sichtbaren Besitzer/Locus; lies seine Gruppen in lokaler Schreibreihenfolge, nicht als globalen Kreisstart
111	A2	f68r1	f68r1.37	A2_CENTRAL_LEGEND_UNRESOLVED	F68_CENTRAL_LEGEND_QUARANTINE_NS	5	oky okchdy okardy qear oygy	2	3	central legend unresolved: diesen Diagrammposten setzen; Diagrammposten setzen oder aktivieren + Wert oder Platzbezug uebertragen; Quelle aktivieren und Auswahl festhalten; Ausgangssektor, Ursprung oder Bezugswert; aktueller Grundgrad	wähle diesen sichtbaren Besitzer/Locus; lies seine Gruppen in lokaler Schreibreihenfolge, nicht als globalen Kreisstart
112	A3	f69v	f69v.1	A3_LEFT_WHEEL_RING_TEXT	F69_LEFT_WHEEL_NS	40	dair cheyky otaza sar ar chykar okoirsh ar chetody okeeos o tey otokeeey okeeody okeey doiir teeo y chey ot y okedy chsdy okeod y dy choaiin okar okar chol chees yto odair oty oteeo dar o eykeody dchor char	14	26	left wheel ring text: Himmels-, Ring- oder Zeigerlauf; Ablesung dieses Hauses; naechster Platz oder folgende Bedingung; vom bezeichneten Ausgangsplatz; Ausgangssektor, Ursprung oder Bezugswert; Ausgangssektor, Ursprung oder Bezugswert; Diagrammposten setzen oder aktivieren + Position oder Bedingung halten; Ausgangssektor, Ursprung oder Bezugswert; abgeleiteter Platzwert; Diagrammposten setzen oder aktivieren + lange oder volle Diagrammstufe; Grundwert; aktueller Phasenwert; Folge + Aktivieren; Diagrammposten setzen oder aktivieren + lange oder volle Diagrammstufe; in langer Stufe setzen; fester Grundindex; lange oder volle Diagrammstufe; dieser lokale Diagrammposten; dieser lokale Diagrammposten; naechster Platz oder folgende Bedingung; dieser lokale Diagrammposten; Diagrammposten setzen oder aktivieren; sekundärer Zustand fest; Diagrammposten setzen oder aktivieren; dieser lokale Diagrammposten; dieser lokale Diagrammposten; Eingangsposten + Sollwert/Maß; Quelle aktivieren; Quelle aktivieren; im selben Ring oder Band fortsetzen; lange oder volle Diagrammstufe; aktueller Platz; Himmels-, Ring- oder Zeigerlauf; Teilsektor oder Untereintrag; naechster Platz oder folgende Bedingung + lange oder volle Diagrammstufe; vom bezeichneten Ausgangsplatz; Grundwert; ausgewählter Klassenplatz; Bedingungs-, Tabellen- oder Wahlansatz; vom bezeichneten Ausgangsplatz	wähle diesen sichtbaren Besitzer/Locus; lies seine Gruppen in lokaler Schreibreihenfolge, nicht als globalen Kreisstart
113	A3	f69v	f69v.2	A3_MIDDLE_WHEEL_RING_TEXT	F69_MIDDLE_WHEEL_NS	38	yka chol ykar dal ykady iokeeor cheey choly ykeeal cheo oaram ockhy sheey aiin y daiial cheody cheal yetey chear y dy ykey ch y dy chol ykar ol y ykeeody chey dal ody airchy choky ychey chey	20	18	middle wheel ring text: aktuelle Qualität; im selben Ring oder Band fortsetzen; Ausgangssektor, Ursprung oder Bezugswert; zum bezeichneten Zielplatz; aktuelle Qualität fest; Aktivieren + Ansatz/Satz; abgelesener oder freigegebener Diagrammwert; im selben Ring, Band oder Satz fortsetzen; lange oder volle Diagrammstufe + Zielsektor, Zielstern oder Zielfeld; Ablesewert; Ausgangssektor, Ursprung oder Bezugswert; durch Sektor, Ring oder Pruefweg fuehren; diese Position laenger halten; Sollwert oder Grad des bezeichneten Himmelsplatzes; dieser lokale Diagrammposten; Zielsektor, Zielstern oder Zielfeld; Ablesewert fest; zum bezeichneten Zielplatz; ausgewählter Phasenwert; Ausgangssektor, Ursprung oder Bezugswert; dieser lokale Diagrammposten; dieser lokale Diagrammposten; aktuelle Klasse; Zustand; dieser lokale Diagrammposten; dieser lokale Diagrammposten; im selben Ring oder Band fortsetzen; Ausgangssektor, Ursprung oder Bezugswert; im selben Ring oder Band fortsetzen; dieser lokale Diagrammposten; lange oder volle Diagrammstufe; dieser lokale Diagrammposten; zum bezeichneten Zielplatz; diesen Diagrammposten zuruecknehmen; Himmels-, Ring- oder Zeigerlauf; diesen Diagrammposten setzen; aktueller Ablesewert; dieser lokale Diagrammposten	wähle diesen sichtbaren Besitzer/Locus; lies seine Gruppen in lokaler Schreibreihenfolge, nicht als globalen Kreisstart
114	A3	f69v	f69v.3	A3_RIGHT_WHEEL_RING_TEXT	F69_RIGHT_WHEEL_NS	29	doair otaldal dair chdy otoar ar chy qoteor cho qotair chda oteeal cheor ar air oteody ytyd a dchy otoly okeodal oteoarar cheteeser dair chey okody dal oteey oteey	15	14	right wheel ring text: Himmels-, Ring- oder Zeigerlauf; Folge + Ziel + Ziel; Himmels-, Ring- oder Zeigerlauf; auf den bezeichneten Diagrammplatz uebertragen; nächste Quelle; Ausgangssektor, Ursprung oder Bezugswert; dieser lokale Diagrammposten; nächsten Satz kurz nehmen; Eingangsobjekt oder Eingangsbedingung; NÄCHSTER LAUF/NÄCHSTE BAHN; Wert oder Platzbezug uebertragen; Folge + Ziel; Bedingungs-, Tabellen- oder Wahlansatz; Ausgangssektor, Ursprung oder Bezugswert; Himmels-, Ring- oder Zeigerlauf; naechster Platz oder folgende Bedingung; Teilsektor oder Untereintrag; Hauptwert; fester Zustand; diese Fortsetzung als nächste nehmen; Ziel kurz aktivieren; lokaler OD-Status; Folge + Quelle + Quelle; lange oder volle Diagrammstufe; Himmels-, Ring- oder Zeigerlauf; dieser lokale Diagrammposten; Diagrammposten setzen oder aktivieren; zum bezeichneten Zielplatz; naechster Diagrammposten in langer Stufe; naechster Diagrammposten in langer Stufe	wähle diesen sichtbaren Besitzer/Locus; lies seine Gruppen in lokaler Schreibreihenfolge, nicht als globalen Kreisstart
115	A3	f69v	f69v.4	A3_LEFT_RADIAL_SLOT_01	F69_LEFT_WHEEL_NS	2	okeey sar	2	0	left radial slot 01: in langer Stufe setzen; vom bezeichneten Ausgangsplatz	wähle diesen sichtbaren Besitzer/Locus; lies seine Gruppen in lokaler Schreibreihenfolge, nicht als globalen Kreisstart
116	A3	f69v	f69v.5	A3_LEFT_RADIAL_SLOT_02	F69_LEFT_WHEEL_NS	2	okeo dy	1	1	left radial slot 02: Diagrammposten setzen oder aktivieren; dieser lokale Diagrammposten	wähle diesen sichtbaren Besitzer/Locus; lies seine Gruppen in lokaler Schreibreihenfolge, nicht als globalen Kreisstart
117	A3	f69v	f69v.6	A3_LEFT_RADIAL_SLOT_03	F69_LEFT_WHEEL_NS	1	ochoyk	0	1	left radial slot 03: Himmelsobjekt oder Eingangsbedingung	wähle diesen sichtbaren Besitzer/Locus; lies seine Gruppen in lokaler Schreibreihenfolge, nicht als globalen Kreisstart
118	A3	f69v	f69v.7	A3_LEFT_RADIAL_SLOT_04	F69_LEFT_WHEEL_NS	1	ykeey	0	1	left radial slot 04: lange oder volle Diagrammstufe	wähle diesen sichtbaren Besitzer/Locus; lies seine Gruppen in lokaler Schreibreihenfolge, nicht als globalen Kreisstart
119	A3	f69v	f69v.8	A3_LEFT_RADIAL_SLOT_05	F69_LEFT_WHEEL_NS	1	ytory	0	1	left radial slot 05: Bedingungs-, Tabellen- oder Wahlansatz	wähle diesen sichtbaren Besitzer/Locus; lies seine Gruppen in lokaler Schreibreihenfolge, nicht als globalen Kreisstart
120	A3	f69v	f69v.9	A3_LEFT_RADIAL_SLOT_06	F69_LEFT_WHEEL_NS	1	oeesy	0	1	left radial slot 06: lange oder volle Diagrammstufe	wähle diesen sichtbaren Besitzer/Locus; lies seine Gruppen in lokaler Schreibreihenfolge, nicht als globalen Kreisstart
121	A3	f69v	f69v.10	A3_LEFT_RADIAL_SLOT_07	F69_LEFT_WHEEL_NS	1	ytody	0	1	left radial slot 07: Platz fest eingetragen	wähle diesen sichtbaren Besitzer/Locus; lies seine Gruppen in lokaler Schreibreihenfolge, nicht als globalen Kreisstart
122	A3	f69v	f69v.11	A3_LEFT_RADIAL_SLOT_08	F69_LEFT_WHEEL_NS	1	okody	0	1	left radial slot 08: Diagrammposten setzen oder aktivieren	wähle diesen sichtbaren Besitzer/Locus; lies seine Gruppen in lokaler Schreibreihenfolge, nicht als globalen Kreisstart
123	A3	f69v	f69v.12	A3_LEFT_RADIAL_SLOT_09	F69_LEFT_WHEEL_NS	1	otody	0	1	left radial slot 09: naechster Platz oder folgende Bedingung	wähle diesen sichtbaren Besitzer/Locus; lies seine Gruppen in lokaler Schreibreihenfolge, nicht als globalen Kreisstart
124	A3	f69v	f69v.13	A3_LEFT_RADIAL_SLOT_10	F69_LEFT_WHEEL_NS	1	okeal	1	0	left radial slot 10: Ziel kurz aktivieren	wähle diesen sichtbaren Besitzer/Locus; lies seine Gruppen in lokaler Schreibreihenfolge, nicht als globalen Kreisstart
125	A3	f69v	f69v.14	A3_LEFT_RADIAL_SLOT_11	F69_LEFT_WHEEL_NS	1	okeod	0	1	left radial slot 11: Diagrammposten setzen oder aktivieren	wähle diesen sichtbaren Besitzer/Locus; lies seine Gruppen in lokaler Schreibreihenfolge, nicht als globalen Kreisstart
126	A3	f69v	f69v.15	A3_LEFT_RADIAL_SLOT_12	F69_LEFT_WHEEL_NS	1	oteeys	0	1	left radial slot 12: naechster Platz oder folgende Bedingung + lange oder volle Diagrammstufe	wähle diesen sichtbaren Besitzer/Locus; lies seine Gruppen in lokaler Schreibreihenfolge, nicht als globalen Kreisstart
127	A3	f69v	f69v.16	A3_LEFT_RADIAL_SLOT_13	F69_LEFT_WHEEL_NS	1	oteol	1	0	left radial slot 13: als nächstes kurz fortsetzen	wähle diesen sichtbaren Besitzer/Locus; lies seine Gruppen in lokaler Schreibreihenfolge, nicht als globalen Kreisstart
128	A3	f69v	f69v.17	A3_LEFT_RADIAL_SLOT_14	F69_LEFT_WHEEL_NS	1	ykeydy	0	1	left radial slot 14: aktuelle Klasse fest	wähle diesen sichtbaren Besitzer/Locus; lies seine Gruppen in lokaler Schreibreihenfolge, nicht als globalen Kreisstart
129	A3	f69v	f69v.18	A3_LEFT_RADIAL_SLOT_15	F69_LEFT_WHEEL_NS	1	okeod	0	1	left radial slot 15: Diagrammposten setzen oder aktivieren	wähle diesen sichtbaren Besitzer/Locus; lies seine Gruppen in lokaler Schreibreihenfolge, nicht als globalen Kreisstart
130	A3	f69v	f69v.19	A3_LEFT_RADIAL_SLOT_16	F69_LEFT_WHEEL_NS	1	saral	1	0	left radial slot 16: von Quelle zum Ziel	wähle diesen sichtbaren Besitzer/Locus; lies seine Gruppen in lokaler Schreibreihenfolge, nicht als globalen Kreisstart
131	A3	f69v	f69v.20	A3_LEFT_RADIAL_SLOT_17	F69_LEFT_WHEEL_NS	1	saiir	0	1	left radial slot 17: sekundärer Hauptindex	wähle diesen sichtbaren Besitzer/Locus; lies seine Gruppen in lokaler Schreibreihenfolge, nicht als globalen Kreisstart
132	A3	f69v	f69v.21	A3_LEFT_RADIAL_SLOT_18	F69_LEFT_WHEEL_NS	1	okolar	1	0	left radial slot 18: Aktivieren + Fortsetzen + Quelle	wähle diesen sichtbaren Besitzer/Locus; lies seine Gruppen in lokaler Schreibreihenfolge, nicht als globalen Kreisstart
133	A3	f69v	f69v.22	A3_LEFT_RADIAL_SLOT_19	F69_LEFT_WHEEL_NS	1	ykeody	0	1	left radial slot 19: Klassenplatz fest eingetragen	wähle diesen sichtbaren Besitzer/Locus; lies seine Gruppen in lokaler Schreibreihenfolge, nicht als globalen Kreisstart
134	A3	f69v	f69v.23	A3_LEFT_RADIAL_SLOT_20	F69_LEFT_WHEEL_NS	1	sarydy	0	1	left radial slot 20: Ausgangssektor, Ursprung oder Bezugswert	wähle diesen sichtbaren Besitzer/Locus; lies seine Gruppen in lokaler Schreibreihenfolge, nicht als globalen Kreisstart
135	A3	f69v	f69v.24	A3_LEFT_RADIAL_SLOT_21	F69_LEFT_WHEEL_NS	1	otchy	0	1	left radial slot 21: naechster Platz oder folgende Bedingung	wähle diesen sichtbaren Besitzer/Locus; lies seine Gruppen in lokaler Schreibreihenfolge, nicht als globalen Kreisstart
136	A3	f69v	f69v.25	A3_LEFT_RADIAL_SLOT_22	F69_LEFT_WHEEL_NS	2	okeey dy	2	0	left radial slot 22: in langer Stufe setzen; dieser lokale Diagrammposten	wähle diesen sichtbaren Besitzer/Locus; lies seine Gruppen in lokaler Schreibreihenfolge, nicht als globalen Kreisstart
137	A3	f69v	f69v.26	A3_LEFT_RADIAL_SLOT_23	F69_LEFT_WHEEL_NS	2	okey d	1	1	left radial slot 23: in kurzer Stufe setzen; Festwert	wähle diesen sichtbaren Besitzer/Locus; lies seine Gruppen in lokaler Schreibreihenfolge, nicht als globalen Kreisstart
138	A3	f69v	f69v.27	A3_LEFT_RADIAL_SLOT_24	F69_LEFT_WHEEL_NS	1	okeod	0	1	left radial slot 24: Diagrammposten setzen oder aktivieren	wähle diesen sichtbaren Besitzer/Locus; lies seine Gruppen in lokaler Schreibreihenfolge, nicht als globalen Kreisstart
139	A3	f69v	f69v.28	A3_LEFT_RADIAL_SLOT_25	F69_LEFT_WHEEL_NS	1	okodchy	0	1	left radial slot 25: Diagrammposten setzen oder aktivieren	wähle diesen sichtbaren Besitzer/Locus; lies seine Gruppen in lokaler Schreibreihenfolge, nicht als globalen Kreisstart
140	A3	f69v	f69v.29	A3_LEFT_RADIAL_SLOT_26	F69_LEFT_WHEEL_NS	1	okeody	0	1	left radial slot 26: Diagrammposten setzen oder aktivieren	wähle diesen sichtbaren Besitzer/Locus; lies seine Gruppen in lokaler Schreibreihenfolge, nicht als globalen Kreisstart
141	A3	f69v	f69v.30	A3_LEFT_RADIAL_SLOT_27	F69_LEFT_WHEEL_NS	1	okcheys	0	1	left radial slot 27: Diagrammplatz berechnen oder bearbeiten	wähle diesen sichtbaren Besitzer/Locus; lies seine Gruppen in lokaler Schreibreihenfolge, nicht als globalen Kreisstart
142	A3	f69v	f69v.31	A3_LEFT_RADIAL_SLOT_28	F69_LEFT_WHEEL_NS	2	oar alys	0	2	left radial slot 28: Ausgangssektor, Ursprung oder Bezugswert; Zielsektor, Zielstern oder Zielfeld	wähle diesen sichtbaren Besitzer/Locus; lies seine Gruppen in lokaler Schreibreihenfolge, nicht als globalen Kreisstart
