event_id	page	record	statement_id	owner_de	surface	exact_card_id	component_recipe	card_meaning_de	semantic_atom_count	shared_with_herbal	quantity	target	source	passage	heat	close
E251	f83r	B3	B3-S011	untere Randfigur im korbartigen Gefäß	qoky	PROC008	OK+Y	ANSETZEN · POSTEN	2	YES	NO	NO	NO	NO	NO	NO
E252	f83r	B3	B3-S011	untere Randfigur im korbartigen Gefäß	chedy	PROC042	CHD+Y	UMSETZEN · POSTEN	2	YES	NO	NO	NO	NO	NO	NO
E253	f83r	B3	B3-S011	untere Randfigur im korbartigen Gefäß	chary	PROC137	AR+Y	QUELLE · POSTEN	2	NO	NO	NO	YES	NO	NO	NO
E254	f83r	B3	B3-S012	untere Randfigur im korbartigen Gefäß	sor	PROC016	OR	ANSATZ	1	YES	NO	NO	NO	NO	NO	NO
E255	f83r	B3	B3-S012	untere Randfigur im korbartigen Gefäß	shedy	PROC078	SHED+DY	STEHENLASSEN · SCHLUSS	2	NO	NO	NO	NO	NO	NO	YES
E256	f83r	B3	B3-S013	untere Randfigur im korbartigen Gefäß	qokaiin	PROC038	OK+AIIN	ANSETZEN · SOLLMASS	2	YES	YES	NO	NO	NO	NO	NO
E257	f83r	B3	B3-S013	untere Randfigur im korbartigen Gefäß	chkain	PROC069	K+AIN	ZUGEBEN · PORTION	2	NO	YES	NO	NO	NO	NO	NO
E258	f83r	B3	B3-S013	untere Randfigur im korbartigen Gefäß	shcthey	PROC117	CTH+E+Y	BEREITEN · KURZ · POSTEN	3	NO	NO	NO	NO	NO	NO	NO
E259	f83r	B3	B3-S013	untere Randfigur im korbartigen Gefäß	qokedy	PROC067	OK+E+DY	ANSETZEN · KURZ · SCHLUSS	3	NO	NO	NO	NO	NO	NO	YES
E260	f83r	B3	B3-S014	untere Randfigur im korbartigen Gefäß	okair	PROC138	OK+AIR	ANSETZEN · WASSER	2	NO	NO	NO	NO	NO	NO	NO
E261	f83r	B3	B3-S014	untere Randfigur im korbartigen Gefäß	sheedy	PROC139	SH+EE+DY	HALTEN · LANG · SCHLUSS	3	NO	NO	NO	NO	NO	NO	YES
E262	f83r	B3	B3-S015	untere Randfigur im korbartigen Gefäß	lchedy	PROC120	L+CHD+DY	LEITEN · UMSETZEN · SCHLUSS	3	NO	NO	NO	NO	NO	NO	YES
E263	f83r	B3	B3-S016	untere Randfigur im korbartigen Gefäß	lo	PROC140	L+O	LEITEN · ARBEITSGANG	2	NO	NO	NO	NO	NO	NO	NO
E264	f83r	B3	B3-S016	unverbundener Zwischenbereich	qokchedy	PROC091	OK+CHD+DY	ANSETZEN · UMSETZEN · SCHLUSS	3	NO	NO	NO	NO	NO	NO	YES
E265	f83r	B3	B3-S017	unverbundener Zwischenbereich	qokeedy	PROC100	OK+EE+DY	ANSETZEN · LANG · SCHLUSS	3	NO	NO	NO	NO	NO	NO	YES
E266	f83r	B3	B3-S018	unverbundener Zwischenbereich	shedy	PROC078	SHED+DY	STEHENLASSEN · SCHLUSS	2	NO	NO	NO	NO	NO	NO	YES
E267	f83r	B3	B3-S019	unverbundener Zwischenbereich	qokshedy	PROC141	OK+SH+E+DY	ANSETZEN · HALTEN · KURZ · SCHLUSS	4	NO	NO	NO	NO	NO	NO	YES
E268	f83r	B3	B3-S020	unverbundener Zwischenbereich	dal	PROC055	AL	ZIELSTELLE	1	YES	NO	YES	NO	NO	NO	NO
E269	f83r	B3	B3-S020	unverbundener Zwischenbereich	lchedy	PROC120	L+CHD+DY	LEITEN · UMSETZEN · SCHLUSS	3	NO	NO	NO	NO	NO	NO	YES
E270	f83r	B3	B3-S021	unverbundener Zwischenbereich	qokaiin	PROC038	OK+AIIN	ANSETZEN · SOLLMASS	2	YES	YES	NO	NO	NO	NO	NO
E271	f83r	B3	B3-S021	unverbundener Zwischenbereich	shcthy	PROC014	CTH+Y	BEREITEN · POSTEN	2	YES	NO	NO	NO	NO	NO	NO
E272	f83r	B3	B3-S021	unverbundener Zwischenbereich	dal	PROC055	AL	ZIELSTELLE	1	YES	NO	YES	NO	NO	NO	NO
E273	f83r	B3	B3-S021	unverbundener Zwischenbereich	sy	PROC019	Y	POSTEN	1	YES	NO	NO	NO	NO	NO	NO
E274	f83r	B3	B3-S021	unverbundener Zwischenbereich	saiin	PROC009	AIIN	SOLLMASS	1	YES	YES	NO	NO	NO	NO	NO
E275	f83r	B3	B3-S021	unverbundener Zwischenbereich	shedal	PROC142	SHED+AL	STEHENLASSEN · ZIELSTELLE	2	NO	NO	YES	NO	NO	NO	NO
E276	f83r	B3	B3-S021	unverbundener Zwischenbereich	shecthy	PROC143	SH+E+CTH+Y	HALTEN · KURZ · BEREITEN · POSTEN	4	NO	NO	NO	NO	NO	NO	NO
E277	f83r	B3	B3-S021	unverbundener Zwischenbereich	chey	PROC019	Y	POSTEN	1	YES	NO	NO	NO	NO	NO	NO
E278	f83r	B3	B3-S021	unverbundener Zwischenbereich	tal	PROC055	AL	ZIELSTELLE	1	YES	NO	YES	NO	NO	NO	NO
E279	f83r	B3	B3-S021	unverbundener Zwischenbereich	shcthy	PROC014	CTH+Y	BEREITEN · POSTEN	2	YES	NO	NO	NO	NO	NO	NO
E280	f83r	B3	B3-S021	unverbundener Zwischenbereich	dalchdy	PROC144	AL+CHD+DY	ZIELSTELLE · UMSETZEN · SCHLUSS	3	NO	NO	YES	NO	NO	NO	YES
E281	f83r	B3	B3-S022	unverbundener Zwischenbereich	qotchedy	PROC145	OT+CHD+DY	DANACH · UMSETZEN · SCHLUSS	3	NO	NO	NO	NO	NO	NO	YES
E282	f83r	B3	B3-S023	unverbundener Zwischenbereich	lchedy	PROC120	L+CHD+DY	LEITEN · UMSETZEN · SCHLUSS	3	NO	NO	NO	NO	NO	NO	YES
E283	f83r	B3	B3-S024	unverbundener Zwischenbereich	tchedy	PROC076	CHD+DY	UMSETZEN · SCHLUSS	2	NO	NO	NO	NO	NO	NO	YES
E284	f83r	B3	B3-S025	unverbundener Zwischenbereich	qokchdy	PROC082	OK+CHD+DY	ANSETZEN · UMSETZEN · SCHLUSS	3	NO	NO	NO	NO	NO	NO	YES
E285	f83r	B3	B3-S026	unverbundener Zwischenbereich	cheedar	PROC146	EE+AR	LANG · QUELLE	2	NO	NO	NO	YES	NO	NO	NO
E286	f83r	B3	B3-S026	unverbundener Zwischenbereich	chldaiin	PROC147	L+AIIN	LEITEN · SOLLMASS	2	NO	YES	NO	NO	NO	NO	NO
E287	f83r	B3	B3-S026	unverbundener Zwischenbereich	chedy	PROC042	CHD+Y	UMSETZEN · POSTEN	2	YES	NO	NO	NO	NO	NO	NO
E288	f83r	B3	B3-S026	unverbundener Zwischenbereich	qokain	PROC080	OK+AIN	ANSETZEN · PORTION	2	NO	YES	NO	NO	NO	NO	NO
E289	f83r	B3	B3-S026	unverbundener Zwischenbereich	checthy	PROC014	CTH+Y	BEREITEN · POSTEN	2	YES	NO	NO	NO	NO	NO	NO
E290	f83r	B3	B3-S026	unverbundener Zwischenbereich	chealror	PROC148	AL+R+OR	ZIELSTELLE · KUEHLEN · ANSATZ	3	NO	NO	YES	NO	NO	NO	NO
E291	f83r	B3	B3-S026	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	solkeedy	PROC098	SOLK+EE+DY	SAMMELN · LANG · SCHLUSS	3	NO	NO	NO	NO	NO	NO	YES
E292	f83r	B3	B3-S027	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	qoteedy	PROC129	OT+EE+DY	DANACH · LANG · SCHLUSS	3	NO	NO	NO	NO	NO	NO	YES
E293	f83r	B3	B3-S028	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	qokeey	PROC092	OK+EE+Y	ANSETZEN · LANG · POSTEN	3	NO	NO	NO	NO	NO	NO	NO
E294	f83r	B3	B3-S028	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	qokedy	PROC067	OK+E+DY	ANSETZEN · KURZ · SCHLUSS	3	NO	NO	NO	NO	NO	NO	YES
E295	f83r	B3	B3-S029	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	sol	PROC013	OL	WEITER	1	YES	NO	NO	NO	NO	NO	NO
E296	f83r	B3	B3-S029	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	cheeety	PROC149	EEE+T+Y	VOLL · BEARBEITEN · POSTEN	3	NO	NO	NO	NO	NO	NO	NO
E297	f83r	B3	B3-S029	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	qokedy	PROC067	OK+E+DY	ANSETZEN · KURZ · SCHLUSS	3	NO	NO	NO	NO	NO	NO	YES
E298	f83r	B3	B3-S030	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	qoky	PROC008	OK+Y	ANSETZEN · POSTEN	2	YES	NO	NO	NO	NO	NO	NO
E299	f83r	B3	B3-S030	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	saiin	PROC009	AIIN	SOLLMASS	1	YES	YES	NO	NO	NO	NO	NO
E300	f83r	B3	B3-S030	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	schedair	PROC150	CHD+AIR	UMSETZEN · WASSER	2	NO	NO	NO	NO	NO	NO	NO
E301	f83r	B3	B3-S030	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	otchedy	PROC145	OT+CHD+DY	DANACH · UMSETZEN · SCHLUSS	3	NO	NO	NO	NO	NO	NO	YES
E302	f83r	B3	B3-S031	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	qokeedy	PROC100	OK+EE+DY	ANSETZEN · LANG · SCHLUSS	3	NO	NO	NO	NO	NO	NO	YES
E303	f83r	B3	B3-S032	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	chedain	PROC151	CHD+AIN	UMSETZEN · PORTION	2	NO	YES	NO	NO	NO	NO	NO
E304	f83r	B3	B3-S032	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	chedy	PROC042	CHD+Y	UMSETZEN · POSTEN	2	YES	NO	NO	NO	NO	NO	NO
E305	f83r	B3	B3-S032	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	qotedaiin	PROC152	OT+E+AIIN	DANACH · KURZ · SOLLMASS	3	NO	YES	NO	NO	NO	NO	NO
E306	f83r	B3	B3-S032	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	otaiin	PROC112	OT+AIIN	DANACH · SOLLMASS	2	NO	YES	NO	NO	NO	NO	NO
E307	f83r	B3	B3-S032	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	otedy	PROC135	OT+E+DY	DANACH · KURZ · SCHLUSS	3	NO	NO	NO	NO	NO	NO	YES
E308	f83r	B3	B3-S033	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	ldy	PROC108	L+DY	LEITEN · SCHLUSS	2	NO	NO	NO	NO	NO	NO	YES
E309	f83r	B3	B3-S034	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	soiiin	PROC097	O+IIN	ARBEITSGANG · STUFE	2	NO	YES	NO	NO	NO	NO	NO
E310	f83r	B3	B3-S034	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	checthy	PROC014	CTH+Y	BEREITEN · POSTEN	2	YES	NO	NO	NO	NO	NO	NO
E311	f83r	B3	B3-S034	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	chety	PROC004	T+Y	BEARBEITEN · POSTEN	2	YES	NO	NO	NO	NO	NO	NO
E312	f83r	B3	B3-S034	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	otaiin	PROC112	OT+AIIN	DANACH · SOLLMASS	2	NO	YES	NO	NO	NO	NO	NO
E313	f83r	B3	B3-S034	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	olsaly	PROC153	OL+AL+Y	WEITER · ZIELSTELLE · POSTEN	3	NO	NO	YES	NO	NO	NO	NO
E314	f83r	B3	B3-S034	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	shedy	PROC078	SHED+DY	STEHENLASSEN · SCHLUSS	2	NO	NO	NO	NO	NO	NO	YES
E315	f83r	B4	B4-S001	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	qokeedy	PROC100	OK+EE+DY	ANSETZEN · LANG · SCHLUSS	3	NO	NO	NO	NO	NO	NO	YES
E316	f83r	B4	B4-S002	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	qolchey	PROC154	OL+Y	WEITER · POSTEN	2	NO	NO	NO	NO	NO	NO	NO
E317	f83r	B4	B4-S002	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	qokeey	PROC092	OK+EE+Y	ANSETZEN · LANG · POSTEN	3	NO	NO	NO	NO	NO	NO	NO
E318	f83r	B4	B4-S002	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	qokedy	PROC067	OK+E+DY	ANSETZEN · KURZ · SCHLUSS	3	NO	NO	NO	NO	NO	NO	YES
E319	f83r	B4	B4-S003	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	chedy	PROC042	CHD+Y	UMSETZEN · POSTEN	2	YES	NO	NO	NO	NO	NO	NO
E320	f83r	B4	B4-S003	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	otal	PROC131	OT+AL	DANACH · ZIELSTELLE	2	NO	NO	YES	NO	NO	NO	NO
E321	f83r	B4	B4-S003	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	otchey	PROC065	OT+Y	DANACH · POSTEN	2	YES	NO	NO	NO	NO	NO	NO
E322	f83r	B4	B4-S003	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	qokeey	PROC092	OK+EE+Y	ANSETZEN · LANG · POSTEN	3	NO	NO	NO	NO	NO	NO	NO
E323	f83r	B4	B4-S003	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	qoky	PROC008	OK+Y	ANSETZEN · POSTEN	2	YES	NO	NO	NO	NO	NO	NO
E324	f83r	B4	B4-S003	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	tol	PROC013	OL	WEITER	1	YES	NO	NO	NO	NO	NO	NO
E325	f83r	B4	B4-S003	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	shedy	PROC078	SHED+DY	STEHENLASSEN · SCHLUSS	2	NO	NO	NO	NO	NO	NO	YES
E326	f83r	B4	B4-S004	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	qokylddy	PROC155	OK+Y+LD+DY	ANSETZEN · POSTEN · BEFESTIGEN · SCHLUSS	4	NO	NO	NO	NO	NO	NO	YES
E327	f83r	B4	B4-S005	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	dain	PROC156	AIN	PORTION	1	NO	YES	NO	NO	NO	NO	NO
E328	f83r	B4	B4-S005	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	chedy	PROC042	CHD+Y	UMSETZEN · POSTEN	2	YES	NO	NO	NO	NO	NO	NO
E329	f83r	B4	B4-S005	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	qokeedy	PROC100	OK+EE+DY	ANSETZEN · LANG · SCHLUSS	3	NO	NO	NO	NO	NO	NO	YES
E330	f83r	B4	B4-S006	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	shckhedy	PROC099	SH+CKH+E+DY	HALTEN · DURCHLASS · KURZ · SCHLUSS	4	NO	NO	NO	NO	YES	NO	YES
E331	f83r	B4	B4-S007	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	shckhedy	PROC099	SH+CKH+E+DY	HALTEN · DURCHLASS · KURZ · SCHLUSS	4	NO	NO	NO	NO	YES	NO	YES
E332	f83r	B4	B4-S008	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	saiin	PROC009	AIIN	SOLLMASS	1	YES	YES	NO	NO	NO	NO	NO
E333	f83r	B4	B4-S008	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	cheeky	PROC046	CHK+EE+Y	WAERMEN · LANG · POSTEN	3	YES	NO	NO	NO	NO	YES	NO
E334	f83r	B4	B4-S008	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	sheey	PROC157	SH+EE+Y	HALTEN · LANG · POSTEN	3	NO	NO	NO	NO	NO	NO	NO
E335	f83r	B4	B4-S008	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	qokedy	PROC067	OK+E+DY	ANSETZEN · KURZ · SCHLUSS	3	NO	NO	NO	NO	NO	NO	YES
E336	f83r	B4	B4-S009	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	shedy	PROC078	SHED+DY	STEHENLASSEN · SCHLUSS	2	NO	NO	NO	NO	NO	NO	YES
E337	f83r	B4	B4-S010	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	oldy	PROC047	OL+DY	WEITER · SCHLUSS	2	YES	NO	NO	NO	NO	NO	YES
E338	f83r	B4	B4-S011	linke Hauptstation mit offenem Fransenlauf	saiin	PROC009	AIIN	SOLLMASS	1	YES	YES	NO	NO	NO	NO	NO
E339	f83r	B4	B4-S011	linke Hauptstation mit offenem Fransenlauf	cheky	PROC083	CHK+E+Y	WAERMEN · KURZ · POSTEN	3	NO	NO	NO	NO	NO	YES	NO
E340	f83r	B4	B4-S011	linke Hauptstation mit offenem Fransenlauf	okeeol	PROC158	OK+EE+OL	ANSETZEN · LANG · WEITER	3	NO	NO	NO	NO	NO	NO	NO
E341	f83r	B4	B4-S011	linke Hauptstation mit offenem Fransenlauf	okain	PROC080	OK+AIN	ANSETZEN · PORTION	2	NO	YES	NO	NO	NO	NO	NO
E342	f83r	B4	B4-S011	linke Hauptstation mit offenem Fransenlauf	chdy	PROC042	CHD+Y	UMSETZEN · POSTEN	2	YES	NO	NO	NO	NO	NO	NO
E343	f83r	B4	B4-S011	linke Hauptstation mit offenem Fransenlauf	sol	PROC013	OL	WEITER	1	YES	NO	NO	NO	NO	NO	NO
E344	f83r	B4	B4-S011	linke Hauptstation mit offenem Fransenlauf	lkedy	PROC159	L+K+E+DY	LEITEN · ZUGEBEN · KURZ · SCHLUSS	4	NO	NO	NO	NO	NO	NO	YES
E345	f83r	B4	B4-S012	linke Hauptstation mit offenem Fransenlauf	lchedy	PROC120	L+CHD+DY	LEITEN · UMSETZEN · SCHLUSS	3	NO	NO	NO	NO	NO	NO	YES
E346	f83r	B4	B4-S013	linke Hauptstation mit offenem Fransenlauf	qokol	PROC160	OK+OL	ANSETZEN · WEITER	2	NO	NO	NO	NO	NO	NO	NO
E347	f83r	B4	B4-S013	linke Hauptstation mit offenem Fransenlauf	shedy	PROC078	SHED+DY	STEHENLASSEN · SCHLUSS	2	NO	NO	NO	NO	NO	NO	YES
E348	f83r	B4	B4-S014	linke Hauptstation mit offenem Fransenlauf	or	PROC016	OR	ANSATZ	1	YES	NO	NO	NO	NO	NO	NO
E349	f83r	B4	B4-S014	linke Hauptstation mit offenem Fransenlauf	chey	PROC019	Y	POSTEN	1	YES	NO	NO	NO	NO	NO	NO
E350	f83r	B4	B4-S014	linke Hauptstation mit offenem Fransenlauf	qockhey	PROC161	O+CKH+E+Y	ARBEITSGANG · DURCHLASS · KURZ · POSTEN	4	NO	NO	NO	NO	YES	NO	NO
E351	f83r	B4	B4-S014	linke Hauptstation mit offenem Fransenlauf	dairydy	PROC162	AIR+Y+DY	WASSER · POSTEN · SCHLUSS	3	NO	NO	NO	NO	NO	NO	YES
E352	f83r	B4	B4-S015	linke Hauptstation mit offenem Fransenlauf	qokain	PROC080	OK+AIN	ANSETZEN · PORTION	2	NO	YES	NO	NO	NO	NO	NO
E353	f83r	B4	B4-S015	linke Hauptstation mit offenem Fransenlauf	shey	PROC031	SH+EE+Y	HALTEN · LANG · POSTEN	3	YES	NO	NO	NO	NO	NO	NO
E354	f83r	B4	B4-S015	linke Hauptstation mit offenem Fransenlauf	kain	PROC069	K+AIN	ZUGEBEN · PORTION	2	NO	YES	NO	NO	NO	NO	NO
E355	f83r	B4	B4-S015	linke Hauptstation mit offenem Fransenlauf	chckhal	PROC163	CH+CKH+AL	ENTNEHMEN · DURCHLASS · ZIELSTELLE	3	NO	NO	YES	NO	YES	NO	NO
E356	f83r	B4	B4-S015	rechte Hauptstation mit S-Lauf und Mehrarmknoten	solkey	PROC164	SOLK+E+Y	SAMMELN · KURZ · POSTEN	3	NO	NO	NO	NO	NO	NO	NO
E357	f83r	B4	B4-S015	rechte Hauptstation mit S-Lauf und Mehrarmknoten	lchedy	PROC120	L+CHD+DY	LEITEN · UMSETZEN · SCHLUSS	3	NO	NO	NO	NO	NO	NO	YES
E358	f83r	B4	B4-S016	rechte Hauptstation mit S-Lauf und Mehrarmknoten	qolkain	PROC070	OL+K+AIN	WEITER · ZUGEBEN · PORTION	3	NO	YES	NO	NO	NO	NO	NO
E359	f83r	B4	B4-S016	rechte Hauptstation mit S-Lauf und Mehrarmknoten	dal	PROC055	AL	ZIELSTELLE	1	YES	NO	YES	NO	NO	NO	NO
E360	f83r	B4	B4-S016	rechte Hauptstation mit S-Lauf und Mehrarmknoten	skar	PROC165	K+AR	ZUGEBEN · QUELLE	2	NO	NO	NO	YES	NO	NO	NO
E361	f83r	B4	B4-S016	rechte Hauptstation mit S-Lauf und Mehrarmknoten	shedy	PROC078	SHED+DY	STEHENLASSEN · SCHLUSS	2	NO	NO	NO	NO	NO	NO	YES
E362	f83r	B5	B5-S001	linke Fransenstation im B5-Nachtrag	otchdy	PROC166	OT+CHD+DY	DANACH · UMSETZEN · SCHLUSS	3	NO	NO	NO	NO	NO	NO	YES
E363	f83r	B5	B5-S002	linke Fransenstation im B5-Nachtrag	qokchdy	PROC082	OK+CHD+DY	ANSETZEN · UMSETZEN · SCHLUSS	3	NO	NO	NO	NO	NO	NO	YES
E364	f83r	B5	B5-S003	linke Fransenstation im B5-Nachtrag	shedal	PROC142	SHED+AL	STEHENLASSEN · ZIELSTELLE	2	NO	NO	YES	NO	NO	NO	NO
E365	f83r	B5	B5-S003	linke Fransenstation im B5-Nachtrag	dal	PROC055	AL	ZIELSTELLE	1	YES	NO	YES	NO	NO	NO	NO
E366	f83r	B5	B5-S003	linke Fransenstation im B5-Nachtrag	cheol	PROC013	OL	WEITER	1	YES	NO	NO	NO	NO	NO	NO
E367	f83r	B5	B5-S003	linke Fransenstation im B5-Nachtrag	lol	PROC167	L+OL	LEITEN · WEITER	2	NO	NO	NO	NO	NO	NO	NO
E368	f83r	B5	B5-S003	linke Fransenstation im B5-Nachtrag	chdal	PROC168	CHD+AL	UMSETZEN · ZIELSTELLE	2	NO	NO	YES	NO	NO	NO	NO
E369	f83r	B5	B5-S003	linke Fransenstation im B5-Nachtrag	aiin	PROC009	AIIN	SOLLMASS	1	YES	YES	NO	NO	NO	NO	NO
E370	f83r	B5	B5-S003	linke Fransenstation im B5-Nachtrag	sol	PROC013	OL	WEITER	1	YES	NO	NO	NO	NO	NO	NO
E371	f83r	B5	B5-S003	linke Fransenstation im B5-Nachtrag	daiiin	PROC169	DA+IIN	ZWEI · STUFE	2	NO	YES	NO	NO	NO	NO	NO
E372	f83r	B5	B5-S003	linke Fransenstation im B5-Nachtrag	chedy	PROC042	CHD+Y	UMSETZEN · POSTEN	2	YES	NO	NO	NO	NO	NO	NO
E373	f83r	B6	B6-S001	rechter S-Lauf im B6-Nachtrag	solkeey	PROC170	SOLK+EE+Y	SAMMELN · LANG · POSTEN	3	NO	NO	NO	NO	NO	NO	NO
E374	f83r	B6	B6-S001	rechter S-Lauf im B6-Nachtrag	qekey	PROC171	E+K+E+Y	KURZ · ZUGEBEN · KURZ · POSTEN	4	NO	NO	NO	NO	NO	NO	NO
E375	f83r	B6	B6-S001	rechter S-Lauf im B6-Nachtrag	raly	PROC172	R+AL+Y	KUEHLEN · ZIELSTELLE · POSTEN	3	NO	NO	YES	NO	NO	NO	NO
E376	f83r	B6	B6-S001	rechter S-Lauf im B6-Nachtrag	ol	PROC013	OL	WEITER	1	YES	NO	NO	NO	NO	NO	NO
E377	f83r	B6	B6-S001	rechter S-Lauf im B6-Nachtrag	daiin	PROC009	AIIN	SOLLMASS	1	YES	YES	NO	NO	NO	NO	NO
E378	f83r	B6	B6-S001	rechter S-Lauf im B6-Nachtrag	ol	PROC013	OL	WEITER	1	YES	NO	NO	NO	NO	NO	NO
E379	f83r	B6	B6-S001	rechter S-Lauf im B6-Nachtrag	dain	PROC156	AIN	PORTION	1	NO	YES	NO	NO	NO	NO	NO
E380	f83r	B6	B6-S001	rechter S-Lauf im B6-Nachtrag	chey	PROC019	Y	POSTEN	1	YES	NO	NO	NO	NO	NO	NO
E381	f83r	B6	B6-S001	rechter S-Lauf im B6-Nachtrag	ldalor	PROC173	L+AL+OR	LEITEN · ZIELSTELLE · ANSATZ	3	NO	NO	YES	NO	NO	NO	NO
