event_id	physical_page	locus	surface	component_recipe	primary_layer	primary_teaching_unit_ids	mnemonic_common_unit_ids	complete_working_reading_de
P912-E0714	f75r	f75r.30	shedy	SHED+DY	COMMON_FORMULA_CARD	F002		ABSETZEN · SCHLIESSEN
P912-E0715	f75r	f75r.30	okar	OK+AR	COMMON_FORMULA_CARD	F013		AN STATION SETZEN · QUELLSTATION
P912-E0716	f75r	f75r.30	olom	OL+O+AM_ADDR	PRODUCTIVE_ROOT_COMPOSITION	R-OL|R-O|R-AM_ADDR		FORTSETZEN · AUSFÜHREN · INNEN
P912-E0717	f75r	f75r.31	dshedy	SH+E+DY	PRODUCTIVE_ROOT_COMPOSITION	R-SH|R-E|R-DY		HALTEN · KURZ · SCHLIESSEN
P912-E0718	f75r	f75r.31	qokey	OK+E+Y	COMMON_FORMULA_CARD	F017		AN STATION SETZEN · KURZ · DIES
P912-E0719	f75r	f75r.31	chckhy	CKH+Y	COMMON_FORMULA_CARD	F020		DURCHLASS · DIES
P912-E0720	f75r	f75r.31	qokar	OK+AR	COMMON_FORMULA_CARD	F013		AN STATION SETZEN · QUELLSTATION
P912-E0721	f75r	f75r.31	shedy	SHED+DY	COMMON_FORMULA_CARD	F002		ABSETZEN · SCHLIESSEN
P912-E0722	f75r	f75r.31	chey	Y	PRODUCTIVE_ROOT_COMPOSITION	R-Y		DIES
P912-E0723	f75r	f75r.31	qoked	OK+E+D_ADDR	PRODUCTIVE_ROOT_COMPOSITION	R-OK|R-E|R-D_ADDR		AN STATION SETZEN · KURZ · TEIL
P912-E0724	f75r	f75r.31	qokedy	OK+E+DY	COMMON_FORMULA_CARD	F003		AN STATION SETZEN · KURZ · SCHLIESSEN
P912-E0725	f75r	f75r.31	daldy	AL+DY	PRODUCTIVE_ROOT_COMPOSITION	R-AL|R-DY		ZIELSTATION · SCHLIESSEN
P912-E0726	f75r	f75r.32	polshy	P+OL+SH+Y	PRODUCTIVE_ROOT_COMPOSITION	R-P|R-OL|R-SH|R-Y		EINSETZEN · FORTSETZEN · HALTEN · DIES
P912-E0727	f75r	f75r.32	dal	AL	PRODUCTIVE_ROOT_COMPOSITION	R-AL		ZIELSTATION
P912-E0728	f75r	f75r.32	shedy	SHED+DY	COMMON_FORMULA_CARD	F002		ABSETZEN · SCHLIESSEN
P912-E0729	f75r	f75r.32	qokain	OK+AIN	COMMON_FORMULA_CARD	F006		AN STATION SETZEN · TEILMENGE
P912-E0730	f75r	f75r.32	dar	D_ADDR+AR	COMMON_FORMULA_CARD	F012		TEIL · QUELLSTATION
P912-E0731	f75r	f75r.32	chsdy	CH+S+DY	PRODUCTIVE_ROOT_COMPOSITION	R-CH|R-S|R-DY		AUS STATION NEHMEN · AUSWÄHLEN · SCHLIESSEN
P912-E0732	f75r	f75r.32	shedy	SHED+DY	COMMON_FORMULA_CARD	F002		ABSETZEN · SCHLIESSEN
P912-E0733	f75r	f75r.32	qotar	OT+AR	COMMON_FORMULA_CARD	F016		DANACH · QUELLSTATION
P912-E0734	f75r	f75r.32	shedy	SHED+DY	COMMON_FORMULA_CARD	F002		ABSETZEN · SCHLIESSEN
P912-E0735	f75r	f75r.32	ldy	L+DY	PRODUCTIVE_ROOT_COMPOSITION	R-L|R-DY		LEITEN · SCHLIESSEN
P912-E0736	f75r	f75r.33	qokeey	OK+EE+Y	COMMON_FORMULA_CARD	F007		AN STATION SETZEN · LÄNGER · DIES
P912-E0737	f75r	f75r.33	l	L	PRODUCTIVE_ROOT_COMPOSITION	R-L		LEITEN
P912-E0738	f75r	f75r.33	shedy	SHED+DY	COMMON_FORMULA_CARD	F002		ABSETZEN · SCHLIESSEN
P912-E0739	f75r	f75r.33	qo	O	PRODUCTIVE_ROOT_COMPOSITION	R-O		AUSFÜHREN
P912-E0740	f75r	f75r.33	l	L	PRODUCTIVE_ROOT_COMPOSITION	R-L		LEITEN
P912-E0741	f75r	f75r.33	chedy	CHD+Y	COMMON_FORMULA_CARD	F001		UMSETZEN · DIES
P912-E0742	f75r	f75r.33	qokain	OK+AIN	COMMON_FORMULA_CARD	F006		AN STATION SETZEN · TEILMENGE
P912-E0743	f75r	f75r.33	chcthedy	CH+CTH+E+DY	PRODUCTIVE_ROOT_COMPOSITION	R-CH|R-CTH|R-E|R-DY		AUS STATION NEHMEN · BEREIT · KURZ · SCHLIESSEN
P912-E0744	f75r	f75r.33	ltedy	L+T+E+DY	PRODUCTIVE_ROOT_COMPOSITION	R-L|R-T|R-E|R-DY		LEITEN · EINSTELLEN · KURZ · SCHLIESSEN
P912-E0745	f75r	f75r.33	darom	D_ADDR+AR+O+AM_ADDR	PRODUCTIVE_ROOT_COMPOSITION	R-D_ADDR|R-AR|R-O|R-AM_ADDR		TEIL · QUELLSTATION · AUSFÜHREN · INNEN
P912-E0746	f75r	f75r.34	s	S	PRODUCTIVE_ROOT_COMPOSITION	R-S		AUSWÄHLEN
P912-E0747	f75r	f75r.34	olkedy	SOLK+E+DY	PRODUCTIVE_ROOT_COMPOSITION	R-SOLK|R-E|R-DY		AUFFANGEN · KURZ · SCHLIESSEN
P912-E0748	f75r	f75r.34	okal	OK+AL	COMMON_FORMULA_CARD	F009		AN STATION SETZEN · ZIELSTATION
P912-E0749	f75r	f75r.34	dar	D_ADDR+AR	COMMON_FORMULA_CARD	F012		TEIL · QUELLSTATION
P912-E0750	f75r	f75r.34	oty	OT+Y	COMMON_FORMULA_CARD	F011		DANACH · DIES
P912-E0751	f75r	f75r.34	okar	OK+AR	COMMON_FORMULA_CARD	F013		AN STATION SETZEN · QUELLSTATION
P912-E0752	f75r	f75r.34	otar	OT+AR	COMMON_FORMULA_CARD	F016		DANACH · QUELLSTATION
P912-E0753	f75r	f75r.34	ol	OL	PRODUCTIVE_ROOT_COMPOSITION	R-OL		FORTSETZEN
P912-E0754	f75r	f75r.34	kain	K+AIN	PRODUCTIVE_ROOT_COMPOSITION	R-K|R-AIN		IN STATION GEBEN · TEILMENGE
P912-E0755	f75r	f75r.34	oltedy	OL+T+E+DY	PRODUCTIVE_ROOT_COMPOSITION	R-OL|R-T|R-E|R-DY		FORTSETZEN · EINSTELLEN · KURZ · SCHLIESSEN
P912-E0756	f75r	f75r.35	qokain	OK+AIN	COMMON_FORMULA_CARD	F006		AN STATION SETZEN · TEILMENGE
P912-E0757	f75r	f75r.35	sheety	SH+EE+T+Y	PRODUCTIVE_ROOT_COMPOSITION	R-SH|R-EE|R-T|R-Y		HALTEN · LÄNGER · EINSTELLEN · DIES
P912-E0758	f75r	f75r.35	qokain	OK+AIN	COMMON_FORMULA_CARD	F006		AN STATION SETZEN · TEILMENGE
P912-E0759	f75r	f75r.35	dar	D_ADDR+AR	COMMON_FORMULA_CARD	F012		TEIL · QUELLSTATION
P912-E0760	f75r	f75r.35	dar	D_ADDR+AR	COMMON_FORMULA_CARD	F012		TEIL · QUELLSTATION
P912-E0761	f75r	f75r.35	shedy	SHED+DY	COMMON_FORMULA_CARD	F002		ABSETZEN · SCHLIESSEN
P912-E0762	f75r	f75r.35	qokain	OK+AIN	COMMON_FORMULA_CARD	F006		AN STATION SETZEN · TEILMENGE
P912-E0763	f75r	f75r.35	oldy	OL+DY	COMMON_FORMULA_CARD	F018		FORTSETZEN · SCHLIESSEN
P912-E0764	f75r	f75r.36	sol	OL	PRODUCTIVE_ROOT_COMPOSITION	R-OL		FORTSETZEN
P912-E0765	f75r	f75r.36	keedy	K+EE+DY	PRODUCTIVE_ROOT_COMPOSITION	R-K|R-EE|R-DY		IN STATION GEBEN · LÄNGER · SCHLIESSEN
P912-E0766	f75r	f75r.36	qokeedy	OK+EE+DY	COMMON_FORMULA_CARD	F004		AN STATION SETZEN · LÄNGER · SCHLIESSEN
P912-E0767	f75r	f75r.36	qokey	OK+E+Y	COMMON_FORMULA_CARD	F017		AN STATION SETZEN · KURZ · DIES
P912-E0768	f75r	f75r.36	okar	OK+AR	COMMON_FORMULA_CARD	F013		AN STATION SETZEN · QUELLSTATION
P912-E0769	f75r	f75r.36	otar	OT+AR	COMMON_FORMULA_CARD	F016		DANACH · QUELLSTATION
P912-E0770	f75r	f75r.36	dardardy	D_ADDR+AR+D_ADDR+AR+DY	PRODUCTIVE_ROOT_COMPOSITION	R-D_ADDR|R-AR|R-D_ADDR|R-AR|R-DY		TEIL · QUELLSTATION · TEIL · QUELLSTATION · SCHLIESSEN
P912-E0771	f75r	f75r.37	qokedy	OK+E+DY	COMMON_FORMULA_CARD	F003		AN STATION SETZEN · KURZ · SCHLIESSEN
P912-E0772	f75r	f75r.37	dy	Y	PRODUCTIVE_ROOT_COMPOSITION	R-Y		DIES
P912-E0773	f75r	f75r.37	sheety	SH+EE+T+Y	PRODUCTIVE_ROOT_COMPOSITION	R-SH|R-EE|R-T|R-Y		HALTEN · LÄNGER · EINSTELLEN · DIES
P912-E0774	f75r	f75r.37	qokedy	OK+E+DY	COMMON_FORMULA_CARD	F003		AN STATION SETZEN · KURZ · SCHLIESSEN
P912-E0775	f75r	f75r.37	qokeedy	OK+EE+DY	COMMON_FORMULA_CARD	F004		AN STATION SETZEN · LÄNGER · SCHLIESSEN
P912-E0776	f75r	f75r.37	qokechdy	OK+E+CHD+DY	PRODUCTIVE_ROOT_COMPOSITION	R-OK|R-E|R-CHD|R-DY		AN STATION SETZEN · KURZ · UMSETZEN · SCHLIESSEN
P912-E0777	f75r	f75r.37	lol	L+OL	PRODUCTIVE_ROOT_COMPOSITION	R-L|R-OL		LEITEN · FORTSETZEN
P912-E0778	f75r	f75r.38	qokeedy	OK+EE+DY	COMMON_FORMULA_CARD	F004		AN STATION SETZEN · LÄNGER · SCHLIESSEN
P912-E0779	f75r	f75r.38	qokeedy	OK+EE+DY	COMMON_FORMULA_CARD	F004		AN STATION SETZEN · LÄNGER · SCHLIESSEN
P912-E0780	f75r	f75r.38	qokedy	OK+E+DY	COMMON_FORMULA_CARD	F003		AN STATION SETZEN · KURZ · SCHLIESSEN
P912-E0781	f75r	f75r.38	qokedy	OK+E+DY	COMMON_FORMULA_CARD	F003		AN STATION SETZEN · KURZ · SCHLIESSEN
P912-E0782	f75r	f75r.38	qokeedy	OK+EE+DY	COMMON_FORMULA_CARD	F004		AN STATION SETZEN · LÄNGER · SCHLIESSEN
P912-E0783	f75r	f75r.38	ldy	L+DY	PRODUCTIVE_ROOT_COMPOSITION	R-L|R-DY		LEITEN · SCHLIESSEN
P912-E0784	f75r	f75r.39	yshedy	Y+SH+E+DY	PRODUCTIVE_ROOT_COMPOSITION	R-Y|R-SH|R-E|R-DY		DIES · HALTEN · KURZ · SCHLIESSEN
P912-E0785	f75r	f75r.39	qokeedy	OK+EE+DY	COMMON_FORMULA_CARD	F004		AN STATION SETZEN · LÄNGER · SCHLIESSEN
P912-E0786	f75r	f75r.39	qokeedy	OK+EE+DY	COMMON_FORMULA_CARD	F004		AN STATION SETZEN · LÄNGER · SCHLIESSEN
P912-E0787	f75r	f75r.39	olkeedy	SOLK+EE+DY	PRODUCTIVE_ROOT_COMPOSITION	R-SOLK|R-EE|R-DY		AUFFANGEN · LÄNGER · SCHLIESSEN
P912-E0788	f75r	f75r.39	otey	OT+E+Y	PRODUCTIVE_ROOT_COMPOSITION	R-OT|R-E|R-Y		DANACH · KURZ · DIES
P912-E0789	f75r	f75r.39	koldy	K+OL+DY	PRODUCTIVE_ROOT_COMPOSITION	R-K|R-OL|R-DY		IN STATION GEBEN · FORTSETZEN · SCHLIESSEN
P912-E0790	f75r	f75r.40	dar	D_ADDR+AR	COMMON_FORMULA_CARD	F012		TEIL · QUELLSTATION
P912-E0791	f75r	f75r.40	shedy	SHED+DY	COMMON_FORMULA_CARD	F002		ABSETZEN · SCHLIESSEN
P912-E0792	f75r	f75r.40	qokain	OK+AIN	COMMON_FORMULA_CARD	F006		AN STATION SETZEN · TEILMENGE
P912-E0793	f75r	f75r.40	shedy	SHED+DY	COMMON_FORMULA_CARD	F002		ABSETZEN · SCHLIESSEN
P912-E0794	f75r	f75r.40	dal	AL	PRODUCTIVE_ROOT_COMPOSITION	R-AL		ZIELSTATION
P912-E0795	f75r	f75r.40	keedy	K+EE+DY	PRODUCTIVE_ROOT_COMPOSITION	R-K|R-EE|R-DY		IN STATION GEBEN · LÄNGER · SCHLIESSEN
P912-E0796	f75r	f75r.40	rshedy	R+SHED+DY	PRODUCTIVE_ROOT_COMPOSITION	R-R|R-SHED|R-DY		MARKIEREN · ABSETZEN · SCHLIESSEN
P912-E0797	f75r	f75r.41	sokeedy	S+OK+EE+DY	PRODUCTIVE_ROOT_COMPOSITION	R-S|R-OK|R-EE|R-DY		AUSWÄHLEN · AN STATION SETZEN · LÄNGER · SCHLIESSEN
P912-E0798	f75r	f75r.41	qokeedy	OK+EE+DY	COMMON_FORMULA_CARD	F004		AN STATION SETZEN · LÄNGER · SCHLIESSEN
P912-E0799	f75r	f75r.41	oteedy	OT+EE+DY	COMMON_FORMULA_CARD	F022		DANACH · LÄNGER · SCHLIESSEN
P912-E0800	f75r	f75r.41	qoky	OK+Y	COMMON_FORMULA_CARD	F005		AN STATION SETZEN · DIES
P912-E0801	f75r	f75r.41	dy	Y	PRODUCTIVE_ROOT_COMPOSITION	R-Y		DIES
P912-E0802	f75r	f75r.41	keedy	K+EE+DY	PRODUCTIVE_ROOT_COMPOSITION	R-K|R-EE|R-DY		IN STATION GEBEN · LÄNGER · SCHLIESSEN
P912-E0803	f75r	f75r.41	sy	Y	PRODUCTIVE_ROOT_COMPOSITION	R-Y		DIES
P912-E0804	f75r	f75r.42	dshedy	SH+E+DY	PRODUCTIVE_ROOT_COMPOSITION	R-SH|R-E|R-DY		HALTEN · KURZ · SCHLIESSEN
P912-E0805	f75r	f75r.42	qokedy	OK+E+DY	COMMON_FORMULA_CARD	F003		AN STATION SETZEN · KURZ · SCHLIESSEN
P912-E0806	f75r	f75r.42	qokeedy	OK+EE+DY	COMMON_FORMULA_CARD	F004		AN STATION SETZEN · LÄNGER · SCHLIESSEN
P912-E0807	f75r	f75r.42	qoteey	OT+EE+Y	COMMON_FORMULA_CARD	F023		DANACH · LÄNGER · DIES
P912-E0808	f75r	f75r.42	qoteedy	OT+EE+DY	COMMON_FORMULA_CARD	F022		DANACH · LÄNGER · SCHLIESSEN
P912-E0809	f75r	f75r.42	dor	D_ADDR+OR	PRODUCTIVE_ROOT_COMPOSITION	R-D_ADDR|R-OR		TEIL · ARBEITSSATZ
P912-E0810	f75r	f75r.43	yshedy	Y+SH+E+DY	PRODUCTIVE_ROOT_COMPOSITION	R-Y|R-SH|R-E|R-DY		DIES · HALTEN · KURZ · SCHLIESSEN
P912-E0811	f75r	f75r.43	chekar	CHK+AR	PRODUCTIVE_ROOT_COMPOSITION	R-CHK|R-AR		BEHANDELN · QUELLSTATION
P912-E0812	f75r	f75r.43	oldy	OL+DY	COMMON_FORMULA_CARD	F018		FORTSETZEN · SCHLIESSEN
P912-E0813	f75r	f75r.43	qokain	OK+AIN	COMMON_FORMULA_CARD	F006		AN STATION SETZEN · TEILMENGE
P912-E0814	f75r	f75r.43	chkar	CHK+AR	PRODUCTIVE_ROOT_COMPOSITION	R-CHK|R-AR		BEHANDELN · QUELLSTATION
P912-E0815	f75r	f75r.43	otar	OT+AR	COMMON_FORMULA_CARD	F016		DANACH · QUELLSTATION
P912-E0816	f75r	f75r.43	oldy	OL+DY	COMMON_FORMULA_CARD	F018		FORTSETZEN · SCHLIESSEN
P912-E0817	f75r	f75r.44	dchedy	D_ADDR+CHD+Y	PRODUCTIVE_ROOT_COMPOSITION	R-D_ADDR|R-CHD|R-Y		TEIL · UMSETZEN · DIES
P912-E0818	f75r	f75r.44	sain	S+AIN	PRODUCTIVE_ROOT_COMPOSITION	R-S|R-AIN		AUSWÄHLEN · TEILMENGE
P912-E0819	f75r	f75r.44	okedy	OK+E+DY	COMMON_FORMULA_CARD	F003		AN STATION SETZEN · KURZ · SCHLIESSEN
P912-E0820	f75r	f75r.44	qokedy	OK+E+DY	COMMON_FORMULA_CARD	F003		AN STATION SETZEN · KURZ · SCHLIESSEN
P912-E0821	f75r	f75r.44	otedy	OT+E+DY	COMMON_FORMULA_CARD	F021		DANACH · KURZ · SCHLIESSEN
P912-E0822	f75r	f75r.44	okoldy	OK+OL+DY	PRODUCTIVE_ROOT_COMPOSITION	R-OK|R-OL|R-DY		AN STATION SETZEN · FORTSETZEN · SCHLIESSEN
P912-E0823	f75r	f75r.44	otar	OT+AR	COMMON_FORMULA_CARD	F016		DANACH · QUELLSTATION
P912-E0824	f75r	f75r.44	otam	OT+AM_ADDR	PRODUCTIVE_ROOT_COMPOSITION	R-OT|R-AM_ADDR		DANACH · INNEN
P912-E0825	f75r	f75r.44	olaiin	OL+AIIN	PRODUCTIVE_ROOT_COMPOSITION	R-OL|R-AIIN		FORTSETZEN · STATIONSWERT
P912-E0826	f75r	f75r.44	ch	CH	PRODUCTIVE_ROOT_COMPOSITION	R-CH		AUS STATION NEHMEN
P912-E0827	f75r	f75r.44	dar	D_ADDR+AR	COMMON_FORMULA_CARD	F012		TEIL · QUELLSTATION
P912-E0828	f75r	f75r.44	dy	Y	PRODUCTIVE_ROOT_COMPOSITION	R-Y		DIES
P912-E0829	f75r	f75r.45	sshedy	S+SH+E+DY	PRODUCTIVE_ROOT_COMPOSITION	R-S|R-SH|R-E|R-DY		AUSWÄHLEN · HALTEN · KURZ · SCHLIESSEN
P912-E0830	f75r	f75r.45	shckhy	SH+CKH+Y	PRODUCTIVE_ROOT_COMPOSITION	R-SH|R-CKH|R-Y		HALTEN · DURCHLASS · DIES
P912-E0831	f75r	f75r.45	qokey	OK+E+Y	COMMON_FORMULA_CARD	F017		AN STATION SETZEN · KURZ · DIES
P912-E0832	f75r	f75r.45	okedy	OK+E+DY	COMMON_FORMULA_CARD	F003		AN STATION SETZEN · KURZ · SCHLIESSEN
P912-E0833	f75r	f75r.45	sarol	S+AR+OL	PRODUCTIVE_ROOT_COMPOSITION	R-S|R-AR|R-OL		AUSWÄHLEN · QUELLSTATION · FORTSETZEN
P912-E0834	f75r	f75r.45	oty	OT+Y	COMMON_FORMULA_CARD	F011		DANACH · DIES
P912-E0835	f75r	f75r.45	otedy	OT+E+DY	COMMON_FORMULA_CARD	F021		DANACH · KURZ · SCHLIESSEN
P912-E0836	f75r	f75r.45	qotedy	OT+E+DY	COMMON_FORMULA_CARD	F021		DANACH · KURZ · SCHLIESSEN
P912-E0837	f75r	f75r.45	otedy	OT+E+DY	COMMON_FORMULA_CARD	F021		DANACH · KURZ · SCHLIESSEN
P912-E0838	f75r	f75r.45	okaiin	OK+AIIN	COMMON_FORMULA_CARD	F008		AN STATION SETZEN · STATIONSWERT
P912-E0839	f75r	f75r.46	qokey	OK+E+Y	COMMON_FORMULA_CARD	F017		AN STATION SETZEN · KURZ · DIES
P912-E0840	f75r	f75r.46	qokedy	OK+E+DY	COMMON_FORMULA_CARD	F003		AN STATION SETZEN · KURZ · SCHLIESSEN
P912-E0841	f75r	f75r.46	sheol	SH+E+OL	PRODUCTIVE_ROOT_COMPOSITION	R-SH|R-E|R-OL		HALTEN · KURZ · FORTSETZEN
P912-E0842	f75r	f75r.46	qokedy	OK+E+DY	COMMON_FORMULA_CARD	F003		AN STATION SETZEN · KURZ · SCHLIESSEN
P912-E0843	f75r	f75r.46	dain	AIN	PRODUCTIVE_ROOT_COMPOSITION	R-AIN		TEILMENGE
P912-E0844	f75r	f75r.46	shedy	SHED+DY	COMMON_FORMULA_CARD	F002		ABSETZEN · SCHLIESSEN
P912-E0845	f75r	f75r.46	otol	OT+OL	PRODUCTIVE_ROOT_COMPOSITION	R-OT|R-OL		DANACH · FORTSETZEN
P912-E0846	f75r	f75r.46	chedy	CHD+Y	COMMON_FORMULA_CARD	F001		UMSETZEN · DIES
P912-E0847	f75r	f75r.46	olor	OL+OR	PRODUCTIVE_ROOT_COMPOSITION	R-OL|R-OR		FORTSETZEN · ARBEITSSATZ
P912-E0848	f75r	f75r.47	sal	S+AL	LOCAL_ADDRESS_OR_KENNING	X001	R-S|R-AL	Zielklasse wählen; am zweiten Grad eintragen und schließen.
P912-E0849	f75r	f75r.47	okeedy	OK+EE+DY	LOCAL_ADDRESS_OR_KENNING	X001	R-OK|R-EE|R-DY	Zielklasse wählen; am zweiten Grad eintragen und schließen.
P912-E0850	f75r	f75r.48	daly	AL+Y	LOCAL_ADDRESS_OR_KENNING	X001	R-AL|R-Y	Diesen Zielplatz mit dem wiederholten Gegenplatz verbinden.
P912-E0851	f75r	f75r.48	ychey	Y+Y	LOCAL_ADDRESS_OR_KENNING	X001	R-Y|R-Y	Diesen Zielplatz mit dem wiederholten Gegenplatz verbinden.
P912-E0852	f75r	f75r.49	sols	OL+S	LOCAL_ADDRESS_OR_KENNING	X001	R-OL|R-S	Dieselbe Klasse an der unteren Quelladresse fortführen.
P912-E0853	f75r	f75r.49	dara	D_ADDR+AR+A_ADDR	LOCAL_ADDRESS_OR_KENNING	X001	R-D_ADDR|R-AR|R-A_ADDR	Dieselbe Klasse an der unteren Quelladresse fortführen.
P912-E0854	f75r	f75r.50	ychty	Y+CH+T+Y	LOCAL_ADDRESS_OR_KENNING	X001	R-Y|R-CH|R-T|R-Y	Diesen Platz auswählen, markieren und wieder als laufenden Platz setzen.
P912-E0855	f75r	f75r.51	saino	S+AIN+O	LOCAL_ADDRESS_OR_KENNING	X001	R-S|R-AIN|R-O	Eine Einheit auswählen und ihren örtlichen Gang aufrufen.
P912-E0856	f75r	f75r.52	saldy	S+AL+DY	LOCAL_ADDRESS_OR_KENNING	X001	R-S|R-AL|R-DY	Den gewählten Zielplatz schließen.
P912-E0857	f75r	f75r.53	dainy	AIN+Y	LOCAL_ADDRESS_OR_KENNING	X001	R-AIN|R-Y	Eine Einheit gehört zu diesem Platz.
P912-E0858	f81v	f81v.1	par	P+AR	PRODUCTIVE_ROOT_COMPOSITION	R-P|R-AR		EINSETZEN · QUELLSTATION
P912-E0859	f81v	f81v.1	shey	SH+E+Y	COMMON_FORMULA_CARD	F010		HALTEN · KURZ · DIES
P912-E0860	f81v	f81v.1	keedy	K+EE+DY	PRODUCTIVE_ROOT_COMPOSITION	R-K|R-EE|R-DY		IN STATION GEBEN · LÄNGER · SCHLIESSEN
P912-E0861	f81v	f81v.1	shekal	SH+E+K+AL	PRODUCTIVE_ROOT_COMPOSITION	R-SH|R-E|R-K|R-AL		HALTEN · KURZ · IN STATION GEBEN · ZIELSTATION
P912-E0862	f81v	f81v.1	dal	AL	PRODUCTIVE_ROOT_COMPOSITION	R-AL		ZIELSTATION
P912-E0863	f81v	f81v.1	dar	D_ADDR+AR	COMMON_FORMULA_CARD	F012		TEIL · QUELLSTATION
P912-E0864	f81v	f81v.1	ol	OL	PRODUCTIVE_ROOT_COMPOSITION	R-OL		FORTSETZEN
P912-E0865	f81v	f81v.1	pchedy	P+CHD+DY	PRODUCTIVE_ROOT_COMPOSITION	R-P|R-CHD|R-DY		EINSETZEN · UMSETZEN · SCHLIESSEN
P912-E0866	f81v	f81v.1	shek	SH+E+K	PRODUCTIVE_ROOT_COMPOSITION	R-SH|R-E|R-K		HALTEN · KURZ · IN STATION GEBEN
P912-E0867	f81v	f81v.1	dain	AIN	PRODUCTIVE_ROOT_COMPOSITION	R-AIN		TEILMENGE
P912-E0868	f81v	f81v.1	ofalsheky	O+LOCAL_CHAR_F+A_ADDR+LSH+E+K+Y	PRODUCTIVE_ROOT_COMPOSITION	R-O|R-LOCAL_CHAR_F|R-A_ADDR|R-LSH|R-E|R-K|R-Y		AUSFÜHREN · NEBENWEG · ORT · SPÜLEN · KURZ · IN STATION GEBEN · DIES
P912-E0869	f81v	f81v.2	qokedy	OK+E+DY	COMMON_FORMULA_CARD	F003		AN STATION SETZEN · KURZ · SCHLIESSEN
P912-E0870	f81v	f81v.2	okaiin	OK+AIIN	COMMON_FORMULA_CARD	F008		AN STATION SETZEN · STATIONSWERT
P912-E0871	f81v	f81v.2	kair	K+AIR	PRODUCTIVE_ROOT_COMPOSITION	R-K|R-AIR		IN STATION GEBEN · BECKENLAUF
P912-E0872	f81v	f81v.2	okal	OK+AL	COMMON_FORMULA_CARD	F009		AN STATION SETZEN · ZIELSTATION
P912-E0873	f81v	f81v.2	sar	S+AR	COMMON_FORMULA_CARD	F024		AUSWÄHLEN · QUELLSTATION
P912-E0874	f81v	f81v.2	ol	OL	PRODUCTIVE_ROOT_COMPOSITION	R-OL		FORTSETZEN
P912-E0875	f81v	f81v.2	kain	K+AIN	PRODUCTIVE_ROOT_COMPOSITION	R-K|R-AIN		IN STATION GEBEN · TEILMENGE
P912-E0876	f81v	f81v.2	olkain	OL+K+AIN	PRODUCTIVE_ROOT_COMPOSITION	R-OL|R-K|R-AIN		FORTSETZEN · IN STATION GEBEN · TEILMENGE
P912-E0877	f81v	f81v.2	al	AL	PRODUCTIVE_ROOT_COMPOSITION	R-AL		ZIELSTATION
P912-E0878	f81v	f81v.2	ol	OL	PRODUCTIVE_ROOT_COMPOSITION	R-OL		FORTSETZEN
P912-E0879	f81v	f81v.2	rol	R+OL	MEMORIZED_SPECIALIST_WHOLE_WORD	W046	R-R|R-OL	warm
P912-E0880	f81v	f81v.2	dl	L	MEMORIZED_SPECIALIST_WHOLE_WORD	R-AN	R-L	Zusatz
P912-E0881	f81v	f81v.3	saiin	S+AIIN	COMMON_FORMULA_CARD	F027		AUSWÄHLEN · STATIONSWERT
P912-E0882	f81v	f81v.3	daiin	AIIN	PRODUCTIVE_ROOT_COMPOSITION	R-AIIN		STATIONSWERT
P912-E0883	f81v	f81v.3	olkeedy	SOLK+EE+DY	PRODUCTIVE_ROOT_COMPOSITION	R-SOLK|R-EE|R-DY		AUFFANGEN · LÄNGER · SCHLIESSEN
P912-E0884	f81v	f81v.3	okedy	OK+E+DY	COMMON_FORMULA_CARD	F003		AN STATION SETZEN · KURZ · SCHLIESSEN
P912-E0885	f81v	f81v.3	dykain	D_ADDR+Y+K+AIN	PRODUCTIVE_ROOT_COMPOSITION	R-D_ADDR|R-Y|R-K|R-AIN		TEIL · DIES · IN STATION GEBEN · TEILMENGE
P912-E0886	f81v	f81v.3	shek	SH+E+K	PRODUCTIVE_ROOT_COMPOSITION	R-SH|R-E|R-K		HALTEN · KURZ · IN STATION GEBEN
P912-E0887	f81v	f81v.3	chdy	CHD+Y	COMMON_FORMULA_CARD	F001		UMSETZEN · DIES
P912-E0888	f81v	f81v.3	dalal	AL+AL	PRODUCTIVE_ROOT_COMPOSITION	R-AL|R-AL		ZIELSTATION · ZIELSTATION
P912-E0889	f81v	f81v.3	oldy	OL+DY	COMMON_FORMULA_CARD	F018		FORTSETZEN · SCHLIESSEN
P912-E0890	f81v	f81v.4	qokaiin	OK+AIIN	COMMON_FORMULA_CARD	F008		AN STATION SETZEN · STATIONSWERT
P912-E0891	f81v	f81v.4	okain	OK+AIN	COMMON_FORMULA_CARD	F006		AN STATION SETZEN · TEILMENGE
P912-E0892	f81v	f81v.4	cheeky	CHK+EE+Y	PRODUCTIVE_ROOT_COMPOSITION	R-CHK|R-EE|R-Y		BEHANDELN · LÄNGER · DIES
P912-E0893	f81v	f81v.4	dy	Y	PRODUCTIVE_ROOT_COMPOSITION	R-Y		DIES
P912-E0894	f81v	f81v.4	ol	OL	PRODUCTIVE_ROOT_COMPOSITION	R-OL		FORTSETZEN
P912-E0895	f81v	f81v.4	kaiin	K+AIIN	PRODUCTIVE_ROOT_COMPOSITION	R-K|R-AIIN		IN STATION GEBEN · STATIONSWERT
P912-E0896	f81v	f81v.4	dain	AIN	PRODUCTIVE_ROOT_COMPOSITION	R-AIN		TEILMENGE
P912-E0897	f81v	f81v.4	dy	Y	PRODUCTIVE_ROOT_COMPOSITION	R-Y		DIES
