selector_row	statement_id	record_unit_id	page	work_module_id	work_module_title_de	owner_sequence	program_card_id	program_surface	program_event_id	selector_axis	selector_axis_de	selector_value_de	axis_question_de	module_question_de	modifier_event_ids	modifier_cards_de	modifier_slots	surface_sequence	card_sequence_de	selected_instruction_de	selector_reading_de	module_choice_logic_de	strongest_confusion_de	program_reuse_count	program_reuse_modules	program_reuse_statements
VS033	B3-S017	B3	f83r	WM29	Ungedeutete Zwischenstation	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	7d25241b0e56c836372a	qokeedy	E265	CONTACT_DURATION	Kontakt- oder Folgegrad	länger ansetzen	Wie lange beziehungsweise in welcher kurzen oder langen Folge wird angesetzt?	Welche Routine gehört zur ungelösten Zwischenstation?	KEINE	KEINE	KEINE	qokeedy	länger ansetzen; Schluss	Setze länger an und schließe	Wähle Programm „länger ansetzen“; fülle davor KEINE.	Langkontakt, Absetzen, Abführen, Folgeumsetzung oder einfache Umsetzung.	Ohne sicheren Bildbesitzer kann dies auch ein heterogener Textrest sein.	8	WM16|WM22|WM25|WM29|WM31|WM32	B2-S003|B2-S018|B2-S021|B3-S007|B3-S017|B3-S031|B4-S001|B4-S005
VS034	B3-S018	B3	f83r	WM29	Ungedeutete Zwischenstation	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	bc4f1f5c006c74a4d26d	shedy	E266	SETTLING	Absetzen	absetzen	Soll der aktuelle oder vorige Posten jetzt absetzen oder weiter absetzen?	Welche Routine gehört zur ungelösten Zwischenstation?	KEINE	KEINE	KEINE	shedy	absetzen; Schluss	Lass absetzen und schließe	Wähle Programm „absetzen“; fülle davor KEINE.	Langkontakt, Absetzen, Abführen, Folgeumsetzung oder einfache Umsetzung.	Ohne sicheren Bildbesitzer kann dies auch ein heterogener Textrest sein.	9	WM10|WM12|WM15|WM18|WM29|WM31|WM32|WM33	B1-S004|B1-S008|B1-S019|B2-S008|B3-S018|B3-S034|B4-S003|B4-S009|B4-S013
VS035	B3-S019	B3	f83r	WM29	Ungedeutete Zwischenstation	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	db167f8e9b53eefb58f8	qokshedy	E267	SETTLING	Absetzen	absetzen	Soll der aktuelle oder vorige Posten jetzt absetzen oder weiter absetzen?	Welche Routine gehört zur ungelösten Zwischenstation?	KEINE	KEINE	KEINE	qokshedy	absetzen; Schluss	Lass absetzen und schließe	Wähle Programm „absetzen“; fülle davor KEINE.	Langkontakt, Absetzen, Abführen, Folgeumsetzung oder einfache Umsetzung.	Ohne sicheren Bildbesitzer kann dies auch ein heterogener Textrest sein.	1	WM29	B3-S019
VS036	B3-S020	B3	f83r	WM29	Ungedeutete Zwischenstation	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	de7321bface5628e35d6	lchedy	E269	OUTFLOW_WITHDRAW	Abführen oder abziehen	abführen	Wird der ganze Posten abgeführt, der Rest abgeführt oder nur eine Fraktion abgezogen?	Welche Routine gehört zur ungelösten Zwischenstation?	E268	dorthin	TARGET	dal · lchedy	dorthin · abführen; Schluss	Führe dorthin, führe ab und schließe	Wähle Programm „abführen“; fülle davor dorthin.	Langkontakt, Absetzen, Abführen, Folgeumsetzung oder einfache Umsetzung.	Ohne sicheren Bildbesitzer kann dies auch ein heterogener Textrest sein.	5	WM23|WM25|WM29|WM33	B3-S003|B3-S008|B3-S020|B3-S023|B4-S012
VS037	B3-S021	B3	f83r	WM29	Ungedeutete Zwischenstation	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	2bc2ed2630dbdaaa6b59	dalchdy	E280	TRANSFER_CONTINUE	Umsetzen oder fortführen	dorthin umsetzen	Wird umgesetzt, eingeführt, fortgesetzt oder als Folge umgesetzt?	Welche Routine gehört zur ungelösten Zwischenstation?	E270|E271|E272|E273|E274|E275|E276|E277|E278|E279	auf Sollmaß einstellen · bereit · dorthin · dieser Posten · Sollmaß · dort absetzen · handwarm · dieser Posten · dorthin · bereit	QUANTITY|OPERATION|STATE_GRADE|TARGET|OWNER_ITEM	qokaiin · shcthy · dal · sy · saiin · shedal · shecthy · chey · tal · shcthy · dalchdy	auf Sollmaß einstellen · bereit · dorthin · dieser Posten · Sollmaß · dort absetzen · handwarm · dieser Posten · dorthin · bereit · dorthin umsetzen; Schluss	Stelle das Sollmaß ein, halte bereit, führe dorthin, lass den Posten absetzen, bis er handwarm ist, führe ihn erneut dorthin, stelle bereit, setze dort um und schließe	Wähle Programm „dorthin umsetzen“; fülle davor auf Sollmaß einstellen · bereit · dorthin · dieser Posten · Sollmaß · dort absetzen · handwarm · dieser Posten · dorthin · bereit.	Langkontakt, Absetzen, Abführen, Folgeumsetzung oder einfache Umsetzung.	Ohne sicheren Bildbesitzer kann dies auch ein heterogener Textrest sein.	1	WM29	B3-S021
VS038	B3-S022	B3	f83r	WM29	Ungedeutete Zwischenstation	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	4de12cf322dfb76ded1e	qotchedy	E281	TRANSFER_CONTINUE	Umsetzen oder fortführen	Folgeumsetzung	Wird umgesetzt, eingeführt, fortgesetzt oder als Folge umgesetzt?	Welche Routine gehört zur ungelösten Zwischenstation?	KEINE	KEINE	KEINE	qotchedy	Folgeumsetzung; Schluss	Führe die Folgeumsetzung aus und schließe	Wähle Programm „Folgeumsetzung“; fülle davor KEINE.	Langkontakt, Absetzen, Abführen, Folgeumsetzung oder einfache Umsetzung.	Ohne sicheren Bildbesitzer kann dies auch ein heterogener Textrest sein.	2	WM29|WM31	B3-S022|B3-S030
VS039	B3-S023	B3	f83r	WM29	Ungedeutete Zwischenstation	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	de7321bface5628e35d6	lchedy	E282	OUTFLOW_WITHDRAW	Abführen oder abziehen	abführen	Wird der ganze Posten abgeführt, der Rest abgeführt oder nur eine Fraktion abgezogen?	Welche Routine gehört zur ungelösten Zwischenstation?	KEINE	KEINE	KEINE	lchedy	abführen; Schluss	Führe ab und schließe	Wähle Programm „abführen“; fülle davor KEINE.	Langkontakt, Absetzen, Abführen, Folgeumsetzung oder einfache Umsetzung.	Ohne sicheren Bildbesitzer kann dies auch ein heterogener Textrest sein.	5	WM23|WM25|WM29|WM33	B3-S003|B3-S008|B3-S020|B3-S023|B4-S012
VS040	B3-S024	B3	f83r	WM29	Ungedeutete Zwischenstation	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	259b2b3b0bf859882e2c	tchedy	E283	TRANSFER_CONTINUE	Umsetzen oder fortführen	umsetzen	Wird umgesetzt, eingeführt, fortgesetzt oder als Folge umgesetzt?	Welche Routine gehört zur ungelösten Zwischenstation?	KEINE	KEINE	KEINE	tchedy	umsetzen; Schluss	Setze um und schließe	Wähle Programm „umsetzen“; fülle davor KEINE.	Langkontakt, Absetzen, Abführen, Folgeumsetzung oder einfache Umsetzung.	Ohne sicheren Bildbesitzer kann dies auch ein heterogener Textrest sein.	3	WM10|WM16|WM29	B1-S002|B2-S001|B3-S024
VS041	B3-S025	B3	f83r	WM29	Ungedeutete Zwischenstation	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	87411f84689b4f93a303	qokchdy	E284	TRANSFER_CONTINUE	Umsetzen oder fortführen	umsetzen	Wird umgesetzt, eingeführt, fortgesetzt oder als Folge umgesetzt?	Welche Routine gehört zur ungelösten Zwischenstation?	KEINE	KEINE	KEINE	qokchdy	umsetzen; Schluss	Setze um und schließe	Wähle Programm „umsetzen“; fülle davor KEINE.	Langkontakt, Absetzen, Abführen, Folgeumsetzung oder einfache Umsetzung.	Ohne sicheren Bildbesitzer kann dies auch ein heterogener Textrest sein.	2	WM29|WM36	B3-S025|B5-S002
VS042	B3-S027	B3	f83r	WM31	Programme des Hauptbogenpaars	B3_MAIN_ARCH_LINKED_PAIR	ff178343c18e287ce3b7	qoteedy	E292	CONTACT_DURATION	Kontakt- oder Folgegrad	lange Folge	Wie lange beziehungsweise in welcher kurzen oder langen Folge wird angesetzt?	Welches Programm des Hauptbogenpaars wird gewählt?	KEINE	KEINE	KEINE	qoteedy	lange Folge; Schluss	Nimm die lange Folge und schließe	Wähle Programm „lange Folge“; fülle davor KEINE.	Kontaktgrade, Spülfolge, Wasserweitergabe, Wanne, Abziehen oder unteres Ziel.	Die acht Einträge könnten Abschnitte eines einzigen großen Programms sein.	2	WM22|WM31	B2-S020|B3-S027
VS043	B3-S028	B3	f83r	WM31	Programme des Hauptbogenpaars	B3_MAIN_ARCH_LINKED_PAIR	7db18b2f0fb7ed0fcfd3	qokedy	E294	CONTACT_DURATION	Kontakt- oder Folgegrad	kurz ansetzen	Wie lange beziehungsweise in welcher kurzen oder langen Folge wird angesetzt?	Welches Programm des Hauptbogenpaars wird gewählt?	E293	länger ansetzen	OWNER_ITEM|OPERATION|STATE_GRADE	qokeey · qokedy	länger ansetzen · kurz ansetzen; Schluss	Setze länger, dann kurz an und schließe	Wähle Programm „kurz ansetzen“; fülle davor länger ansetzen.	Kontaktgrade, Spülfolge, Wasserweitergabe, Wanne, Abziehen oder unteres Ziel.	Die acht Einträge könnten Abschnitte eines einzigen großen Programms sein.	7	WM10|WM12|WM31|WM32	B1-S001|B1-S009|B1-S010|B3-S028|B3-S029|B4-S002|B4-S008
VS044	B3-S029	B3	f83r	WM31	Programme des Hauptbogenpaars	B3_MAIN_ARCH_LINKED_PAIR	7db18b2f0fb7ed0fcfd3	qokedy	E297	CONTACT_DURATION	Kontakt- oder Folgegrad	kurz ansetzen	Wie lange beziehungsweise in welcher kurzen oder langen Folge wird angesetzt?	Welches Programm des Hauptbogenpaars wird gewählt?	E295|E296	fortsetzen · erste Spülung	ORDER|OPERATION	sol · cheeety · qokedy	fortsetzen · erste Spülung · kurz ansetzen; Schluss	Führe nach der ersten Spülung weiter, setze kurz an und schließe	Wähle Programm „kurz ansetzen“; fülle davor fortsetzen · erste Spülung.	Kontaktgrade, Spülfolge, Wasserweitergabe, Wanne, Abziehen oder unteres Ziel.	Die acht Einträge könnten Abschnitte eines einzigen großen Programms sein.	7	WM10|WM12|WM31|WM32	B1-S001|B1-S009|B1-S010|B3-S028|B3-S029|B4-S002|B4-S008
VS045	B3-S030	B3	f83r	WM31	Programme des Hauptbogenpaars	B3_MAIN_ARCH_LINKED_PAIR	4de12cf322dfb76ded1e	otchedy	E301	TRANSFER_CONTINUE	Umsetzen oder fortführen	Folgeumsetzung	Wird umgesetzt, eingeführt, fortgesetzt oder als Folge umgesetzt?	Welches Programm des Hauptbogenpaars wird gewählt?	E298|E299|E300	Posten ansetzen · Sollmaß · Wasser weiterleiten	OWNER_ITEM|OPERATION|QUANTITY|MEDIUM|FLOW_TRANSFER	qoky · saiin · schedair · otchedy	Posten ansetzen · Sollmaß · Wasser weiterleiten · Folgeumsetzung; Schluss	Setze den Posten nach Sollmaß an, leite Wasser weiter, führe die Folgeumsetzung aus und schließe	Wähle Programm „Folgeumsetzung“; fülle davor Posten ansetzen · Sollmaß · Wasser weiterleiten.	Kontaktgrade, Spülfolge, Wasserweitergabe, Wanne, Abziehen oder unteres Ziel.	Die acht Einträge könnten Abschnitte eines einzigen großen Programms sein.	2	WM29|WM31	B3-S022|B3-S030
VS046	B3-S031	B3	f83r	WM31	Programme des Hauptbogenpaars	B3_MAIN_ARCH_LINKED_PAIR	7d25241b0e56c836372a	qokeedy	E302	CONTACT_DURATION	Kontakt- oder Folgegrad	länger ansetzen	Wie lange beziehungsweise in welcher kurzen oder langen Folge wird angesetzt?	Welches Programm des Hauptbogenpaars wird gewählt?	KEINE	KEINE	KEINE	qokeedy	länger ansetzen; Schluss	Setze länger an und schließe	Wähle Programm „länger ansetzen“; fülle davor KEINE.	Kontaktgrade, Spülfolge, Wasserweitergabe, Wanne, Abziehen oder unteres Ziel.	Die acht Einträge könnten Abschnitte eines einzigen großen Programms sein.	8	WM16|WM22|WM25|WM29|WM31|WM32	B2-S003|B2-S018|B2-S021|B3-S007|B3-S017|B3-S031|B4-S001|B4-S005
VS047	B3-S032	B3	f83r	WM31	Programme des Hauptbogenpaars	B3_MAIN_ARCH_LINKED_PAIR	c45ebac60774620561e2	otedy	E307	CONTACT_DURATION	Kontakt- oder Folgegrad	kurze Folge	Wie lange beziehungsweise in welcher kurzen oder langen Folge wird angesetzt?	Welches Programm des Hauptbogenpaars wird gewählt?	E303|E304|E305|E306	Portion umsetzen · umsetzen · Wanne · Folgemaß	QUANTITY|OPERATION|OWNER_ITEM|ORDER	chedain · chedy · qotedaiin · otaiin · otedy	Portion umsetzen · umsetzen · Wanne · Folgemaß · kurze Folge; Schluss	Setze eine Portion um, führe sie in die Wanne, stelle das Folgemaß ein, nimm die kurze Folge und schließe	Wähle Programm „kurze Folge“; fülle davor Portion umsetzen · umsetzen · Wanne · Folgemaß.	Kontaktgrade, Spülfolge, Wasserweitergabe, Wanne, Abziehen oder unteres Ziel.	Die acht Einträge könnten Abschnitte eines einzigen großen Programms sein.	1	WM31	B3-S032
VS048	B3-S033	B3	f83r	WM31	Programme des Hauptbogenpaars	B3_MAIN_ARCH_LINKED_PAIR	04a3877f0fc81b7597c9	ldy	E308	OUTFLOW_WITHDRAW	Abführen oder abziehen	abziehen	Wird der ganze Posten abgeführt, der Rest abgeführt oder nur eine Fraktion abgezogen?	Welches Programm des Hauptbogenpaars wird gewählt?	KEINE	KEINE	KEINE	ldy	abziehen; Ende	Ziehe ab und schließe	Wähle Programm „abziehen“; fülle davor KEINE.	Kontaktgrade, Spülfolge, Wasserweitergabe, Wanne, Abziehen oder unteres Ziel.	Die acht Einträge könnten Abschnitte eines einzigen großen Programms sein.	2	WM16|WM31	B2-S005|B3-S033
VS049	B3-S034	B3	f83r	WM31	Programme des Hauptbogenpaars	B3_MAIN_ARCH_LINKED_PAIR	bc4f1f5c006c74a4d26d	shedy	E314	SETTLING	Absetzen	absetzen	Soll der aktuelle oder vorige Posten jetzt absetzen oder weiter absetzen?	Welches Programm des Hauptbogenpaars wird gewählt?	E309|E310|E311|E312|E313	Sollstufe · bereit · zerkleinern · Folgemaß · untere Zielstelle	QUANTITY|STATE_GRADE|OPERATION|ORDER|TARGET	soiiin · checthy · chety · otaiin · olsaly · shedy	Sollstufe · bereit · zerkleinern · Folgemaß · untere Zielstelle · absetzen; Schluss	Bringe auf Sollstufe, halte bereit, bearbeite gleichmäßig, stelle das Folgemaß ein, führe zur unteren Zielstelle, lass absetzen und schließe	Wähle Programm „absetzen“; fülle davor Sollstufe · bereit · zerkleinern · Folgemaß · untere Zielstelle.	Kontaktgrade, Spülfolge, Wasserweitergabe, Wanne, Abziehen oder unteres Ziel.	Die acht Einträge könnten Abschnitte eines einzigen großen Programms sein.	9	WM10|WM12|WM15|WM18|WM29|WM31|WM32|WM33	B1-S004|B1-S008|B1-S019|B2-S008|B3-S018|B3-S034|B4-S003|B4-S009|B4-S013
VS050	B4-S001	B4	f83r	WM32	Anwendungs- und Filterprogramme am Hauptpaar	B4_MAIN_ARCH_LINKED_PAIR	7d25241b0e56c836372a	qokeedy	E315	CONTACT_DURATION	Kontakt- oder Folgegrad	länger ansetzen	Wie lange beziehungsweise in welcher kurzen oder langen Folge wird angesetzt?	Welche Behandlung läuft am Hauptpaar?	KEINE	KEINE	KEINE	qokeedy	länger ansetzen; Schluss	Setze länger an und schließe	Wähle Programm „länger ansetzen“; fülle davor KEINE.	Kontakt, Becken, Befestigung, Tuch, Seihen, Wärme/Ablauf, Absetzen oder Fortsetzen.	Medizinische Auflage und technische Filterbedienung bleiben isomorph.	8	WM16|WM22|WM25|WM29|WM31|WM32	B2-S003|B2-S018|B2-S021|B3-S007|B3-S017|B3-S031|B4-S001|B4-S005
VS051	B4-S002	B4	f83r	WM32	Anwendungs- und Filterprogramme am Hauptpaar	B4_MAIN_ARCH_LINKED_PAIR	7db18b2f0fb7ed0fcfd3	qokedy	E318	CONTACT_DURATION	Kontakt- oder Folgegrad	kurz ansetzen	Wie lange beziehungsweise in welcher kurzen oder langen Folge wird angesetzt?	Welche Behandlung läuft am Hauptpaar?	E316|E317	Becken · länger ansetzen	TARGET|OWNER_ITEM|OPERATION|STATE_GRADE	qolchey · qokeey · qokedy	Becken · länger ansetzen · kurz ansetzen; Schluss	Bereite das Becken vor, setze länger und dann kurz an und schließe	Wähle Programm „kurz ansetzen“; fülle davor Becken · länger ansetzen.	Kontakt, Becken, Befestigung, Tuch, Seihen, Wärme/Ablauf, Absetzen oder Fortsetzen.	Medizinische Auflage und technische Filterbedienung bleiben isomorph.	7	WM10|WM12|WM31|WM32	B1-S001|B1-S009|B1-S010|B3-S028|B3-S029|B4-S002|B4-S008
VS052	B4-S003	B4	f83r	WM32	Anwendungs- und Filterprogramme am Hauptpaar	B4_MAIN_ARCH_LINKED_PAIR	bc4f1f5c006c74a4d26d	shedy	E325	SETTLING	Absetzen	absetzen	Soll der aktuelle oder vorige Posten jetzt absetzen oder weiter absetzen?	Welche Behandlung läuft am Hauptpaar?	E319|E320|E321|E322|E323|E324	umsetzen · danach dorthin · Folgeposten · länger ansetzen · Posten ansetzen · fortsetzen	OWNER_ITEM|OPERATION|TARGET|ORDER|STATE_GRADE	chedy · otal · otchey · qokeey · qoky · tol · shedy	umsetzen · danach dorthin · Folgeposten · länger ansetzen · Posten ansetzen · fortsetzen · absetzen; Schluss	Setze um, führe danach dorthin, wähle den Folgeposten, setze länger an, führe weiter, lass absetzen und schließe	Wähle Programm „absetzen“; fülle davor umsetzen · danach dorthin · Folgeposten · länger ansetzen · Posten ansetzen · fortsetzen.	Kontakt, Becken, Befestigung, Tuch, Seihen, Wärme/Ablauf, Absetzen oder Fortsetzen.	Medizinische Auflage und technische Filterbedienung bleiben isomorph.	9	WM10|WM12|WM15|WM18|WM29|WM31|WM32|WM33	B1-S004|B1-S008|B1-S019|B2-S008|B3-S018|B3-S034|B4-S003|B4-S009|B4-S013
VS053	B4-S004	B4	f83r	WM32	Anwendungs- und Filterprogramme am Hauptpaar	B4_MAIN_ARCH_LINKED_PAIR	eb2e4bc143f623ee03ac	qokylddy	E326	APPARATUS_CONFIGURATION	Gerätestellung	befestigen	Welche Öffnung, Verbindung oder Befestigung wird für diese Station gesetzt?	Welche Behandlung läuft am Hauptpaar?	KEINE	KEINE	KEINE	qokylddy	befestigen; Schluss	Befestige den Posten und schließe	Wähle Programm „befestigen“; fülle davor KEINE.	Kontakt, Becken, Befestigung, Tuch, Seihen, Wärme/Ablauf, Absetzen oder Fortsetzen.	Medizinische Auflage und technische Filterbedienung bleiben isomorph.	1	WM32	B4-S004
VS054	B4-S005	B4	f83r	WM32	Anwendungs- und Filterprogramme am Hauptpaar	B4_MAIN_ARCH_LINKED_PAIR	7d25241b0e56c836372a	qokeedy	E329	CONTACT_DURATION	Kontakt- oder Folgegrad	länger ansetzen	Wie lange beziehungsweise in welcher kurzen oder langen Folge wird angesetzt?	Welche Behandlung läuft am Hauptpaar?	E327|E328	Tuch · umsetzen	OPERATION|OWNER_ITEM	dain · chedy · qokeedy	Tuch · umsetzen · länger ansetzen; Schluss	Lege das Tuch ein, setze um, setze länger an und schließe	Wähle Programm „länger ansetzen“; fülle davor Tuch · umsetzen.	Kontakt, Becken, Befestigung, Tuch, Seihen, Wärme/Ablauf, Absetzen oder Fortsetzen.	Medizinische Auflage und technische Filterbedienung bleiben isomorph.	8	WM16|WM22|WM25|WM29|WM31|WM32	B2-S003|B2-S018|B2-S021|B3-S007|B3-S017|B3-S031|B4-S001|B4-S005
VS055	B4-S006	B4	f83r	WM32	Anwendungs- und Filterprogramme am Hauptpaar	B4_MAIN_ARCH_LINKED_PAIR	d68bc8de3bcee09db23c	shckhedy	E330	STRAINING	Seihen	seihen	Ist ein normaler Seihgang oder ein Abseih-/Folgegang fällig?	Welche Behandlung läuft am Hauptpaar?	KEINE	KEINE	KEINE	shckhedy	seihen; Schluss	Seih und schließe	Wähle Programm „seihen“; fülle davor KEINE.	Kontakt, Becken, Befestigung, Tuch, Seihen, Wärme/Ablauf, Absetzen oder Fortsetzen.	Medizinische Auflage und technische Filterbedienung bleiben isomorph.	3	WM15|WM32	B1-S020|B4-S006|B4-S007
VS056	B4-S007	B4	f83r	WM32	Anwendungs- und Filterprogramme am Hauptpaar	B4_MAIN_ARCH_LINKED_PAIR	d68bc8de3bcee09db23c	shckhedy	E331	STRAINING	Seihen	seihen	Ist ein normaler Seihgang oder ein Abseih-/Folgegang fällig?	Welche Behandlung läuft am Hauptpaar?	KEINE	KEINE	KEINE	shckhedy	seihen; Schluss	Seih und schließe	Wähle Programm „seihen“; fülle davor KEINE.	Kontakt, Becken, Befestigung, Tuch, Seihen, Wärme/Ablauf, Absetzen oder Fortsetzen.	Medizinische Auflage und technische Filterbedienung bleiben isomorph.	3	WM15|WM32	B1-S020|B4-S006|B4-S007
VS057	B4-S008	B4	f83r	WM32	Anwendungs- und Filterprogramme am Hauptpaar	B4_MAIN_ARCH_LINKED_PAIR	7db18b2f0fb7ed0fcfd3	qokedy	E335	CONTACT_DURATION	Kontakt- oder Folgegrad	kurz ansetzen	Wie lange beziehungsweise in welcher kurzen oder langen Folge wird angesetzt?	Welche Behandlung läuft am Hauptpaar?	E332|E333|E334	Sollmaß · länger wärmen · Ablauf	QUANTITY|OPERATION|STATE_GRADE	saiin · cheeky · sheey · qokedy	Sollmaß · länger wärmen · Ablauf · kurz ansetzen; Schluss	Stelle das Sollmaß ein, wärme länger, öffne den Ablauf, setze kurz an und schließe	Wähle Programm „kurz ansetzen“; fülle davor Sollmaß · länger wärmen · Ablauf.	Kontakt, Becken, Befestigung, Tuch, Seihen, Wärme/Ablauf, Absetzen oder Fortsetzen.	Medizinische Auflage und technische Filterbedienung bleiben isomorph.	7	WM10|WM12|WM31|WM32	B1-S001|B1-S009|B1-S010|B3-S028|B3-S029|B4-S002|B4-S008
VS058	B4-S009	B4	f83r	WM32	Anwendungs- und Filterprogramme am Hauptpaar	B4_MAIN_ARCH_LINKED_PAIR	bc4f1f5c006c74a4d26d	shedy	E336	SETTLING	Absetzen	absetzen	Soll der aktuelle oder vorige Posten jetzt absetzen oder weiter absetzen?	Welche Behandlung läuft am Hauptpaar?	KEINE	KEINE	KEINE	shedy	absetzen; Schluss	Lass absetzen und schließe	Wähle Programm „absetzen“; fülle davor KEINE.	Kontakt, Becken, Befestigung, Tuch, Seihen, Wärme/Ablauf, Absetzen oder Fortsetzen.	Medizinische Auflage und technische Filterbedienung bleiben isomorph.	9	WM10|WM12|WM15|WM18|WM29|WM31|WM32|WM33	B1-S004|B1-S008|B1-S019|B2-S008|B3-S018|B3-S034|B4-S003|B4-S009|B4-S013
VS059	B4-S010	B4	f83r	WM32	Anwendungs- und Filterprogramme am Hauptpaar	B4_MAIN_ARCH_LINKED_PAIR	1b1ffdd869fb1429ad03	oldy	E337	TRANSFER_CONTINUE	Umsetzen oder fortführen	fortsetzen	Wird umgesetzt, eingeführt, fortgesetzt oder als Folge umgesetzt?	Welche Behandlung läuft am Hauptpaar?	KEINE	KEINE	KEINE	oldy	fortsetzen; Schluss	Führe weiter und schließe	Wähle Programm „fortsetzen“; fülle davor KEINE.	Kontakt, Becken, Befestigung, Tuch, Seihen, Wärme/Ablauf, Absetzen oder Fortsetzen.	Medizinische Auflage und technische Filterbedienung bleiben isomorph.	1	WM32	B4-S010
VS060	B4-S011	B4	f83r	WM33	Linker Fransenposten	B4_MAIN_LEFT_OPEN_FRINGE_STATION	b958a512ca6a3559e86e	lkedy	E344	WASHING	Waschen	nachwaschen	Ist dies die Hauptwaschung oder ein Nachwaschgang?	Welche lokale Funktion übernimmt der linke Fransenposten?	E338|E339|E340|E341|E342|E343	Sollmaß · kurz wärmen · länger fortführen · eine Portion zugeben · umsetzen · fortsetzen	QUANTITY|OPERATION|STATE_GRADE|ORDER|OWNER_ITEM	saiin · cheky · okeeol · okain · chdy · sol · lkedy	Sollmaß · kurz wärmen · länger fortführen · eine Portion zugeben · umsetzen · fortsetzen · nachwaschen; Schluss	Stelle das Sollmaß ein, wärme kurz, führe länger fort, gib eine Portion zu, setze um, führe weiter, wasche nach und schließe	Wähle Programm „nachwaschen“; fülle davor Sollmaß · kurz wärmen · länger fortführen · eine Portion zugeben · umsetzen · fortsetzen.	Nachwaschen, Abführen, Fortsetzung/Absetzen oder Wasserlauf schließen.	Die vier Einträge könnten ein gemeinsamer Reinigungsablauf sein.	1	WM33	B4-S011
VS061	B4-S012	B4	f83r	WM33	Linker Fransenposten	B4_MAIN_LEFT_OPEN_FRINGE_STATION	de7321bface5628e35d6	lchedy	E345	OUTFLOW_WITHDRAW	Abführen oder abziehen	abführen	Wird der ganze Posten abgeführt, der Rest abgeführt oder nur eine Fraktion abgezogen?	Welche lokale Funktion übernimmt der linke Fransenposten?	KEINE	KEINE	KEINE	lchedy	abführen; Schluss	Führe ab und schließe	Wähle Programm „abführen“; fülle davor KEINE.	Nachwaschen, Abführen, Fortsetzung/Absetzen oder Wasserlauf schließen.	Die vier Einträge könnten ein gemeinsamer Reinigungsablauf sein.	5	WM23|WM25|WM29|WM33	B3-S003|B3-S008|B3-S020|B3-S023|B4-S012
VS062	B4-S013	B4	f83r	WM33	Linker Fransenposten	B4_MAIN_LEFT_OPEN_FRINGE_STATION	bc4f1f5c006c74a4d26d	shedy	E347	SETTLING	Absetzen	absetzen	Soll der aktuelle oder vorige Posten jetzt absetzen oder weiter absetzen?	Welche lokale Funktion übernimmt der linke Fransenposten?	E346	Fortsetzung einsetzen	ORDER|OPERATION	qokol · shedy	Fortsetzung einsetzen · absetzen; Schluss	Setze die Fortsetzung ein, lass absetzen und schließe	Wähle Programm „absetzen“; fülle davor Fortsetzung einsetzen.	Nachwaschen, Abführen, Fortsetzung/Absetzen oder Wasserlauf schließen.	Die vier Einträge könnten ein gemeinsamer Reinigungsablauf sein.	9	WM10|WM12|WM15|WM18|WM29|WM31|WM32|WM33	B1-S004|B1-S008|B1-S019|B2-S008|B3-S018|B3-S034|B4-S003|B4-S009|B4-S013
VS063	B4-S014	B4	f83r	WM33	Linker Fransenposten	B4_MAIN_LEFT_OPEN_FRINGE_STATION	8aedd154964a78e555d6	dairydy	E351	APPARATUS_CONFIGURATION	Gerätestellung	Wasserlauf schließen	Welche Öffnung, Verbindung oder Befestigung wird für diese Station gesetzt?	Welche lokale Funktion übernimmt der linke Fransenposten?	E348|E349|E350	Ansatz · dieser Posten · Überlauf	PREPARATION|OWNER_ITEM|OPERATION	or · chey · qockhey · dairydy	Ansatz · dieser Posten · Überlauf · Wasserlauf schließen; Schluss	Führe den Ansatz am Überlauf, schließe den Wasserlauf und beende den Schritt	Wähle Programm „Wasserlauf schließen“; fülle davor Ansatz · dieser Posten · Überlauf.	Nachwaschen, Abführen, Fortsetzung/Absetzen oder Wasserlauf schließen.	Die vier Einträge könnten ein gemeinsamer Reinigungsablauf sein.	1	WM33	B4-S014
VS064	B5-S001	B5	f83r	WM36	Linker Stationsnachtrag	B5_LEFT_OPEN_FRINGE_STATION	601b77449028deed39de	otchdy	E362	TRANSFER_CONTINUE	Umsetzen oder fortführen	Folgeumsetzung	Wird umgesetzt, eingeführt, fortgesetzt oder als Folge umgesetzt?	Welcher Nachtrag gilt an der linken offenen Station?	KEINE	KEINE	KEINE	otchdy	Folgeumsetzung; Schluss	Führe die Folgeumsetzung aus und schließe	Wähle Programm „Folgeumsetzung“; fülle davor KEINE.	Folgeumsetzung, einfache Umsetzung oder ein mehrstufiger warmer Recordausgang.	Der kurze Nachtrag könnte chronologisch an B4 anschließen.	1	WM36	B5-S001
