copy_order	event_id	statement_id	record	page	locus	owner_code	owner_reset	teaching_mode	teaching_parts	card_no	component_parse	procedure_tokens	automaton_before	automaton_after	line_carry_in	renderer_first_choice	renderer_final_surface	renderer_action	card_roundtrip	surface_roundtrip	apprentice_spoken_reading_de	statement_first_event	program_status	master_conscious_decision_count	master_conscious_reasons	master_mode	allograph_block_id	block_rendering_mode	block_start_decision	revised_conscious_decision_count	revised_conscious_reasons	revised_master_mode
54	E054	H3-S004	H3	f11r	f11r.7	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	NO	TWENTY_TWO_COMPONENT_STRIPS	CTH+Y	PROC014	CTH+Y	HOLD_STATE	WORK	WORK	NO	cthy	cthy	ACCEPT_RULE	YES	YES	bereit · dies	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
55	E055	H3-S004	H3	f11r	f11r.7	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	NO	SEVENTEEN_EXACT_CARD_DECK	Y	PROC019	Y	CONTINUE_USE	WORK	WORK	NO	chey	dy	COPY_LOCAL_EXEMPLAR	YES	YES	dies	NO	UNIQUE	1	COPY_LOCAL_ALLOGRAPH	CONSCIOUS_LOCAL_CHOICE	AB11	COPY_BLOCK_FROM_EXEMPLAR	YES	1	ENTER_ALLOGRAPH_BLOCK	CONSCIOUS_LOCAL_CHOICE
56	E056	H4-S001	H4	f55v	f55v.5	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	YES	TWENTY_TWO_COMPONENT_STRIPS	OK+AIIN	PROC038	OK+AIIN	METER_CHECK	START	AFTER_METER	NO	qokaiin	qokaiin	ACCEPT_RULE	YES	YES	ansetzen · Maß	YES	UNIQUE	2	SELECT_UNUSUAL_PROGRAM|RESET_VISIBLE_OWNER	CONSCIOUS_LOCAL_CHOICE	NONE	RENDER_BY_RULE	NO	2	SELECT_UNUSUAL_PROGRAM|RESET_VISIBLE_OWNER	CONSCIOUS_LOCAL_CHOICE
57	E057	H4-S001	H4	f55v	f55v.5	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	NO	SEVENTEEN_EXACT_CARD_DECK	AIIN	PROC009	AIIN	METER_CHECK	AFTER_METER	AFTER_METER	NO	daiin	chaiin	COPY_LOCAL_EXEMPLAR	YES	YES	Maß	NO	UNIQUE	1	COPY_LOCAL_ALLOGRAPH	CONSCIOUS_LOCAL_CHOICE	AB12	COPY_BLOCK_FROM_EXEMPLAR	YES	1	ENTER_ALLOGRAPH_BLOCK	CONSCIOUS_LOCAL_CHOICE
58	E058	H4-S001	H4	f55v	f55v.5	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	NO	TWENTY_TWO_COMPONENT_STRIPS	Y+K+AIN	PROC039	Y+K+AIN	ACTIVATE_CHARGE	AFTER_METER	WORK	NO	ykain	ykain	ACCEPT_RULE	YES	YES	dies · zuführen · Portion	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
59	E059	H4-S001	H4	f55v	f55v.5	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	NO	TWENTY_TWO_COMPONENT_STRIPS	Y+K+AIN	PROC040	Y+K+AIN	ACTIVATE_CHARGE	WORK	WORK	NO	ykan	ykan	ACCEPT_RULE	YES	YES	dies · zuführen · Portion	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
60	E060	H4-S001	H4	f55v	f55v.5	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	NO	TWENTY_TWO_COMPONENT_STRIPS	O+DY	PROC041	O+DY	CONTINUE_USE>CLOSE	WORK	CLOSED	NO	ody	ody	ACCEPT_RULE	YES	YES	Arbeitsgang · Schluss	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
61	E061	H4-S002	H4	f55v	f55v.5	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	NO	SEVENTEEN_EXACT_CARD_DECK	AIIN	PROC009	AIIN	METER_CHECK	START	AFTER_METER	NO	daiin	daiin	ACCEPT_RULE	YES	YES	Maß	YES	UNIQUE	1	SELECT_UNUSUAL_PROGRAM	CONSCIOUS_LOCAL_CHOICE	NONE	RENDER_BY_RULE	NO	1	SELECT_UNUSUAL_PROGRAM	CONSCIOUS_LOCAL_CHOICE
62	E062	H4-S002	H4	f55v	f55v.5	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	NO	TWENTY_TWO_COMPONENT_STRIPS	CHD+Y	PROC042	CHD+Y	ACTIVATE_CHARGE	AFTER_METER	WORK	NO	chedy	chedy	ACCEPT_RULE	YES	YES	umsetzen · dies	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
63	E063	H4-S002	H4	f55v	f55v.5	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	NO	SEVENTEEN_EXACT_CARD_DECK	PROC043	PROC043	TALAM	CONTINUE_USE	WORK	WORK	NO	talam	talam	ACCEPT_RULE	YES	YES	verwahren	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
64	E064	H4-S003	H4	f55v	f55v.11	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	NO	TWENTY_TWO_COMPONENT_STRIPS	Y+K+AIIN	PROC044	Y+K+AIIN	METER_CHECK	START	AFTER_METER	NO	ykaiin	ykaiin	ACCEPT_RULE	YES	YES	dies · zuführen · Maß	YES	UNIQUE	1	SELECT_UNUSUAL_PROGRAM	CONSCIOUS_LOCAL_CHOICE	NONE	RENDER_BY_RULE	NO	1	SELECT_UNUSUAL_PROGRAM	CONSCIOUS_LOCAL_CHOICE
65	E065	H4-S003	H4	f55v	f55v.11	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	NO	TWENTY_TWO_COMPONENT_STRIPS	CH+E+O+AR	PROC045	CHEO+AR	SOURCE_DRAW	AFTER_METER	AFTER_SOURCE	NO	cheoar	cheoar	ACCEPT_RULE	YES	YES	abziehen · kurz · Arbeitsgang · von dort	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
66	E066	H4-S003	H4	f55v	f55v.11	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	NO	TWENTY_TWO_COMPONENT_STRIPS	CHK+EE+Y	PROC046	CHK+EE+Y	ACTIVATE_CHARGE	AFTER_SOURCE	WORK	NO	cheeky	cheeky	ACCEPT_RULE	YES	YES	wärmen · länger · dies	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
67	E067	H4-S003	H4	f55v	f55v.11	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	NO	TWENTY_TWO_COMPONENT_STRIPS	OL+DY	PROC047	OL+DY	CONTINUE_USE>CLOSE	WORK	CLOSED	NO	oldy	oldy	ACCEPT_RULE	YES	YES	fortsetzen · Schluss	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
68	E068	H4-S004	H4	f55v	f55v.11	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	NO	SEVENTEEN_EXACT_CARD_DECK	AIIN	PROC009	AIIN	METER_CHECK	START	AFTER_METER	NO	daiin	aiin	COPY_LOCAL_EXEMPLAR	YES	YES	Maß	YES	UNIQUE	2	SELECT_UNUSUAL_PROGRAM|COPY_LOCAL_ALLOGRAPH	CONSCIOUS_LOCAL_CHOICE	AB13	COPY_BLOCK_FROM_EXEMPLAR	YES	2	SELECT_UNUSUAL_PROGRAM|ENTER_ALLOGRAPH_BLOCK	CONSCIOUS_LOCAL_CHOICE
69	E069	H4-S004	H4	f55v	f55v.11	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	NO	TWENTY_TWO_COMPONENT_STRIPS	OK+AL	PROC048	OK+AL	TARGET_HANDOFF	AFTER_METER	WORK	NO	qokal	okal	COPY_LOCAL_EXEMPLAR	YES	YES	ansetzen · Zielstelle	NO	UNIQUE	1	COPY_LOCAL_ALLOGRAPH	CONSCIOUS_LOCAL_CHOICE	AB13	COPY_BLOCK_FROM_EXEMPLAR	NO	0	NONE	AUTOMATIC_FLOW
70	E070	H4-S004	H4	f55v	f55v.11	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	NO	TWENTY_TWO_COMPONENT_STRIPS	OL+T+Y	PROC049	OL+T+Y	ACTIVATE_CHARGE	WORK	WORK	NO	oltchy	oltchy	ACCEPT_RULE	YES	YES	fortsetzen · eintragen · dies	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	AB13	COPY_BLOCK_FROM_EXEMPLAR	NO	0	NONE	AUTOMATIC_FLOW
71	E071	H4-S004	H4	f55v	f55v.11	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	NO	SEVENTEEN_EXACT_CARD_DECK	OR	PROC016	OR	ACTIVATE_CHARGE	WORK	WORK	NO	chor	or	COPY_LOCAL_EXEMPLAR	YES	YES	Ansatz	NO	UNIQUE	1	COPY_LOCAL_ALLOGRAPH	CONSCIOUS_LOCAL_CHOICE	AB13	COPY_BLOCK_FROM_EXEMPLAR	NO	0	NONE	AUTOMATIC_FLOW
72	E072	H4-S004	H4	f55v	f55v.11	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	NO	SEVENTEEN_EXACT_CARD_DECK	Y	PROC019	Y	CONTINUE_USE	WORK	WORK	NO	chey	y	COPY_LOCAL_EXEMPLAR	YES	YES	dies	NO	UNIQUE	1	COPY_LOCAL_ALLOGRAPH	CONSCIOUS_LOCAL_CHOICE	AB13	COPY_BLOCK_FROM_EXEMPLAR	NO	0	NONE	AUTOMATIC_FLOW
73	E073	H4-S004	H4	f55v	f55v.11	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	NO	TWENTY_TWO_COMPONENT_STRIPS	OR+AIN	PROC050	OR+AIN	ACTIVATE_CHARGE	WORK	WORK	NO	orain	orain	ACCEPT_RULE	YES	YES	Ansatz · Portion	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
74	E074	H5-S001	H5	f56r	f56r.5	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	YES	TWENTY_TWO_COMPONENT_STRIPS	HO+CH+OR	PROC051	HO+CH+OR	ACTIVATE_CHARGE	START	WORK	NO	chochor	chochor	ACCEPT_RULE	YES	YES	Gabe · abziehen · Ansatz	YES	UNIQUE	2	SELECT_UNUSUAL_PROGRAM|RESET_VISIBLE_OWNER	CONSCIOUS_LOCAL_CHOICE	NONE	RENDER_BY_RULE	NO	2	SELECT_UNUSUAL_PROGRAM|RESET_VISIBLE_OWNER	CONSCIOUS_LOCAL_CHOICE
75	E075	H5-S001	H5	f56r	f56r.5	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	NO	SEVENTEEN_EXACT_CARD_DECK	HO	PROC052	HO	ACTIVATE_CHARGE	WORK	WORK	NO	cho	cho	ACCEPT_RULE	YES	YES	Gabe	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
76	E076	H5-S001	H5	f56r	f56r.5	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	NO	TWENTY_TWO_COMPONENT_STRIPS	HO+AL+Y	PROC053	HO+AL+Y	TARGET_HANDOFF	WORK	WORK	NO	chodaly	chodaly	ACCEPT_RULE	YES	YES	Gabe · Zielstelle · dies	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
77	E077	H5-S001	H5	f56r	f56r.5	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	NO	SEVENTEEN_EXACT_CARD_DECK	AIIN	PROC009	AIIN	METER_CHECK	WORK	AFTER_METER	NO	daiin	daiin	ACCEPT_RULE	YES	YES	Maß	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
78	E078	H5-S001	H5	f56r	f56r.7	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	NO	SEVENTEEN_EXACT_CARD_DECK	HO	PROC052	HO	ACTIVATE_CHARGE	AFTER_METER	WORK	YES	sho	sho	ACCEPT_RULE	YES	YES	Gabe	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
79	E079	H5-S001	H5	f56r	f56r.7	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	NO	TWENTY_TWO_COMPONENT_STRIPS	K+OL	PROC054	K+OL	MOVE_PASS	WORK	WORK	NO	kchol	kchol	ACCEPT_RULE	YES	YES	zuführen · fortsetzen	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
80	E080	H5-S001	H5	f56r	f56r.7	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	NO	TWENTY_TWO_COMPONENT_STRIPS	OT+CH+OR	PROC020	OT+CH+OR	ACTIVATE_CHARGE	WORK	WORK	NO	otchor	otchor	ACCEPT_RULE	YES	YES	danach · abziehen · Ansatz	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
81	E081	H5-S001	H5	f56r	f56r.7	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	NO	TWENTY_TWO_COMPONENT_STRIPS	OK+Y	PROC008	OK+Y	CONTINUE_USE	WORK	WORK	NO	choky	choky	ACCEPT_RULE	YES	YES	ansetzen · dies	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
82	E082	H5-S001	H5	f56r	f56r.7	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	NO	SEVENTEEN_EXACT_CARD_DECK	AL	PROC055	AL	TARGET_HANDOFF	WORK	WORK	NO	dal	dal	ACCEPT_RULE	YES	YES	Zielstelle	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
83	E083	H5-S002	H5	f56r	f56r.8	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	NO	SEVENTEEN_EXACT_CARD_DECK	OL	PROC034	OL	CONTINUE_USE	START	WORK	NO	dchol	schol	COPY_LOCAL_EXEMPLAR	YES	YES	fortsetzen	YES	UNIQUE	2	SELECT_UNUSUAL_PROGRAM|COPY_LOCAL_ALLOGRAPH	CONSCIOUS_LOCAL_CHOICE	AB14	COPY_BLOCK_FROM_EXEMPLAR	YES	2	SELECT_UNUSUAL_PROGRAM|ENTER_ALLOGRAPH_BLOCK	CONSCIOUS_LOCAL_CHOICE
84	E084	H5-S002	H5	f56r	f56r.8	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	NO	TWENTY_TWO_COMPONENT_STRIPS	HO+Y	PROC056	HO+Y	ACTIVATE_CHARGE	WORK	WORK	NO	choy	choy	ACCEPT_RULE	YES	YES	Gabe · dies	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
85	E085	H5-S002	H5	f56r	f56r.8	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	NO	TWENTY_TWO_COMPONENT_STRIPS	OK+Y	PROC008	OK+Y	ACTIVATE_CHARGE	WORK	WORK	NO	choky	choky	ACCEPT_RULE	YES	YES	ansetzen · dies	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
86	E086	H5-S002	H5	f56r	f56r.8	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	NO	TWENTY_TWO_COMPONENT_STRIPS	CH+EE+CKH+O+DY	PROC057	CH+EE+CKH+O+DY	HOLD_STATE>CLOSE	WORK	CLOSED	NO	cheeckhody	cheeckhody	ACCEPT_RULE	YES	YES	abziehen · länger · Durchlass · Arbeitsgang · Schluss	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
87	E087	H5-S003	H5	f56r	f56r.12	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	NO	SEVENTEEN_EXACT_CARD_DECK	SH	PROC058	SH	HOLD_STATE	START	WORK	NO	sh	sh	ACCEPT_RULE	YES	YES	halten	YES	UNIQUE	1	SELECT_UNUSUAL_PROGRAM	CONSCIOUS_LOCAL_CHOICE	NONE	RENDER_BY_RULE	NO	1	SELECT_UNUSUAL_PROGRAM	CONSCIOUS_LOCAL_CHOICE
88	E088	H5-S003	H5	f56r	f56r.12	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	NO	SEVENTEEN_EXACT_CARD_DECK	HO	PROC052	HO	ACTIVATE_CHARGE	WORK	WORK	NO	cho	cho	ACCEPT_RULE	YES	YES	Gabe	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
89	E089	H5-S003	H5	f56r	f56r.12	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	NO	TWENTY_TWO_COMPONENT_STRIPS	K+E+Y	PROC059	K+E+Y	HOLD_STATE	WORK	WORK	NO	kchey	kchey	ACCEPT_RULE	YES	YES	zuführen · kurz · dies	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
90	E090	H5-S003	H5	f56r	f56r.12	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	NO	TWENTY_TWO_COMPONENT_STRIPS	OK+OK+Y	PROC060	OK+OK+Y	ACTIVATE_CHARGE	WORK	WORK	NO	qokokchy	qokokchy	ACCEPT_RULE	YES	YES	ansetzen · ansetzen · dies	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
91	E091	H5-S004	H5	f56r	f56r.13	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	NO	TWENTY_TWO_COMPONENT_STRIPS	OK+Y	PROC011	OK+Y	ACTIVATE_CHARGE	START	WORK	NO	okchy	okchy	ACCEPT_RULE	YES	YES	ansetzen · dies	YES	UNIQUE	1	SELECT_UNUSUAL_PROGRAM	CONSCIOUS_LOCAL_CHOICE	NONE	RENDER_BY_RULE	NO	1	SELECT_UNUSUAL_PROGRAM	CONSCIOUS_LOCAL_CHOICE
92	E092	H5-S004	H5	f56r	f56r.13	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	NO	TWENTY_TWO_COMPONENT_STRIPS	OK+CH+E+O	PROC061	OK+CHEO	ACTIVATE_CHARGE	WORK	WORK	NO	chokcheo	chokcheo	ACCEPT_RULE	YES	YES	ansetzen · abziehen · kurz · Arbeitsgang	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
93	E093	H5-S004	H5	f56r	f56r.13	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	NO	TWENTY_TWO_COMPONENT_STRIPS	K+AL	PROC062	K+AL	TARGET_HANDOFF	WORK	WORK	NO	kchal	kchal	ACCEPT_RULE	YES	YES	zuführen · Zielstelle	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
94	E094	H5-S005	H5	f56r	f56r.18	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	NO	SEVENTEEN_EXACT_CARD_DECK	HO	PROC052	HO	ACTIVATE_CHARGE	START	WORK	NO	sho	sho	ACCEPT_RULE	YES	YES	Gabe	YES	UNIQUE	1	SELECT_UNUSUAL_PROGRAM	CONSCIOUS_LOCAL_CHOICE	NONE	RENDER_BY_RULE	NO	1	SELECT_UNUSUAL_PROGRAM	CONSCIOUS_LOCAL_CHOICE
95	E095	H5-S005	H5	f56r	f56r.18	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	NO	TWENTY_TWO_COMPONENT_STRIPS	OK+Y	PROC011	OK+Y	ACTIVATE_CHARGE	WORK	WORK	NO	okchy	chokchy	COPY_LOCAL_EXEMPLAR	YES	YES	ansetzen · dies	NO	UNIQUE	1	COPY_LOCAL_ALLOGRAPH	CONSCIOUS_LOCAL_CHOICE	AB15	COPY_BLOCK_FROM_EXEMPLAR	YES	1	ENTER_ALLOGRAPH_BLOCK	CONSCIOUS_LOCAL_CHOICE
96	E096	H5-S005	H5	f56r	f56r.18	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	NO	TWENTY_TWO_COMPONENT_STRIPS	K+HO+AR	PROC063	K+HO+AR	ACTIVATE_CHARGE	WORK	WORK	NO	kchoar	kchoar	ACCEPT_RULE	YES	YES	zuführen · Gabe · von dort	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
97	E097	H5-S005	H5	f56r	f56r.18	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	NO	TWENTY_TWO_COMPONENT_STRIPS	OT+O+AIN	PROC064	OT+O+AIN	ACTIVATE_CHARGE	WORK	WORK	NO	sotodan	sotodan	ACCEPT_RULE	YES	YES	danach · Arbeitsgang · Portion	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
98	E098	H5-S006	H5	f56r	f56r.19	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	NO	TWENTY_TWO_COMPONENT_STRIPS	OT+Y	PROC065	OT+Y	ACTIVATE_CHARGE	START	WORK	NO	otchey	otchey	ACCEPT_RULE	YES	YES	danach · dies	YES	UNIQUE	1	SELECT_UNUSUAL_PROGRAM	CONSCIOUS_LOCAL_CHOICE	NONE	RENDER_BY_RULE	NO	1	SELECT_UNUSUAL_PROGRAM	CONSCIOUS_LOCAL_CHOICE
99	E099	H5-S006	H5	f56r	f56r.19	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	NO	TWENTY_TWO_COMPONENT_STRIPS	K+E+OL	PROC066	K+E+OL	HOLD_STATE	WORK	WORK	NO	keol	keol	ACCEPT_RULE	YES	YES	zuführen · kurz · fortsetzen	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
100	E100	H5-S006	H5	f56r	f56r.19	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	NO	SEVENTEEN_EXACT_CARD_DECK	AIIN	PROC009	AIIN	METER_CHECK	WORK	AFTER_METER	NO	daiin	daiin	ACCEPT_RULE	YES	YES	Maß	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
101	E101	B1-S001	B1	f81v	f81v.2	B1_SHARED_TWO_ROW_POOL	YES	TWENTY_TWO_COMPONENT_STRIPS	OK+E+DY	PROC067	OK+E+DY	HOLD_STATE>CLOSE	START	CLOSED	NO	qokedy	qokedy	ACCEPT_RULE	YES	YES	ansetzen · kurz · Schluss	YES	RECURRENT	1	RESET_VISIBLE_OWNER	CONSCIOUS_LOCAL_CHOICE	NONE	RENDER_BY_RULE	NO	1	RESET_VISIBLE_OWNER	CONSCIOUS_LOCAL_CHOICE
102	E102	B1-S002	B1	f81v	f81v.2	B1_SHARED_TWO_ROW_POOL	NO	TWENTY_TWO_COMPONENT_STRIPS	OK+AIIN	PROC038	OK+AIIN	METER_CHECK	START	AFTER_METER	NO	qokaiin	okaiin	COPY_LOCAL_EXEMPLAR	YES	YES	ansetzen · Maß	YES	UNIQUE	2	SELECT_UNUSUAL_PROGRAM|COPY_LOCAL_ALLOGRAPH	CONSCIOUS_LOCAL_CHOICE	AB16	COPY_BLOCK_FROM_EXEMPLAR	YES	2	SELECT_UNUSUAL_PROGRAM|ENTER_ALLOGRAPH_BLOCK	CONSCIOUS_LOCAL_CHOICE
103	E103	B1-S002	B1	f81v	f81v.2	B1_SHARED_TWO_ROW_POOL	NO	TWENTY_TWO_COMPONENT_STRIPS	K+AIR	PROC068	K+AIR	MOVE_PASS	AFTER_METER	WORK	NO	kair	kair	ACCEPT_RULE	YES	YES	zuführen · Lauf	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	AB16	COPY_BLOCK_FROM_EXEMPLAR	NO	0	NONE	AUTOMATIC_FLOW
104	E104	B1-S002	B1	f81v	f81v.2	B1_SHARED_TWO_ROW_POOL	NO	TWENTY_TWO_COMPONENT_STRIPS	OK+AL	PROC048	OK+AL	TARGET_HANDOFF	WORK	WORK	NO	qokal	okal	COPY_LOCAL_EXEMPLAR	YES	YES	ansetzen · Zielstelle	NO	UNIQUE	1	COPY_LOCAL_ALLOGRAPH	CONSCIOUS_LOCAL_CHOICE	AB16	COPY_BLOCK_FROM_EXEMPLAR	NO	0	NONE	AUTOMATIC_FLOW
105	E105	B1-S002	B1	f81v	f81v.2	B1_SHARED_TWO_ROW_POOL	NO	SEVENTEEN_EXACT_CARD_DECK	AR	PROC003	AR	SOURCE_DRAW	WORK	AFTER_SOURCE	NO	char	sar	COPY_LOCAL_EXEMPLAR	YES	YES	von dort	NO	UNIQUE	1	COPY_LOCAL_ALLOGRAPH	CONSCIOUS_LOCAL_CHOICE	AB16	COPY_BLOCK_FROM_EXEMPLAR	NO	0	NONE	AUTOMATIC_FLOW
106	E106	B1-S002	B1	f81v	f81v.2	B1_SHARED_TWO_ROW_POOL	NO	SEVENTEEN_EXACT_CARD_DECK	OL	PROC013	OL	CONTINUE_USE	AFTER_SOURCE	WORK	NO	ol	ol	ACCEPT_RULE	YES	YES	fortsetzen	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
107	E107	B1-S002	B1	f81v	f81v.2	B1_SHARED_TWO_ROW_POOL	NO	TWENTY_TWO_COMPONENT_STRIPS	K+AIN	PROC069	K+AIN	ACTIVATE_CHARGE	WORK	WORK	NO	kain	kain	ACCEPT_RULE	YES	YES	zuführen · Portion	NO	UNIQUE	0	NONE	AUTOMATIC_FLOW	NONE	RENDER_BY_RULE	NO	0	NONE	AUTOMATIC_FLOW
