target_occurrence_id	page	physical_folio	locus	line_number	section	language	hand	target_surface	target_ordinal	line_token_count	target_line_position	target_polarity	target_carrier_role	target_working_candidate_de	written_line_eva	l2_ordinal	l2_surface	l2_status	l2_axes	l2_semantic_candidate_de	l2_semantic_source	l2_unknown_cell	l1_ordinal	l1_surface	l1_status	l1_axes	l1_semantic_candidate_de	l1_semantic_source	l1_unknown_cell	r1_ordinal	r1_surface	r1_status	r1_axes	r1_semantic_candidate_de	r1_semantic_source	r1_unknown_cell	r2_ordinal	r2_surface	r2_status	r2_axes	r2_semantic_candidate_de	r2_semantic_source	r2_unknown_cell
G761-O045	f114r	f114	f114r.35	35	S	B	3	sheo	4	13	MIDDLE	MOIST	PREPARATION	Feuchtzubereitung	pcheos air oy sheo qokey sheekas oar ytched lked o kchdar otal kar	2	air	SUSPECT	NONE	QUARANTINED_SOURCE_COMPOSITION	GDT754_PROVENANCE_SIEVE	0	3	oy	ELIGIBLE	PREPARATION|BEGIN_STAGE	Ansatz in Grundform	GDT734_COMPLETE_WHOLE	0	5	qokey	NONEXACT	NONE	heiß in der Mitte des Grades	GDT734_COMPLETE_WHOLE	0	6	sheekas	ELIGIBLE	NONE	[sheekas:?]	GDT734_CELL	1
G761-O046	f114r	f114	f114r.43	43	S	B	3	cheo	10	11	MIDDLE	DRY	PREPARATION	trocken angesetzte Zubereitung	ycheedy qoodaiin daiiral chedal chos oral tedy qotchdy qotar cheo dain	8	qotchdy	ELIGIBLE	COLD|DRY|CLOSE|BEGIN_STAGE|END_STAGE	kalt und trocken am Anfang des Grades, abgeschlossen	GDT734_COMPLETE_WHOLE	0	9	qotar	ELIGIBLE	NONE	kalter Drogenanteil I	GDT734_COMPLETE_WHOLE	0	11	dain	ELIGIBLE	NONE	Grad-/Maßwert II	GDT734_CELL	0	0	LINE_EDGE	EDGE	NONE	NONE	LINE_EDGE	1
G761-O047	f114v	f114	f114v.6	6	S	B	3	cheo	2	10	MIDDLE	DRY	PREPARATION	trocken angesetzte Zubereitung	tedcheo cheo cthedy qotchedy qotaiin opchedy shedy qepoepy chedar dairy	0	LINE_EDGE	EDGE	NONE	NONE	LINE_EDGE	1	1	tedcheo	ELIGIBLE	NONE	[tedcheo:?]	GDT734_CELL	1	3	cthedy	ELIGIBLE	NONE	[cthedy:?]	GDT734_CELL	1	4	qotchedy	ELIGIBLE	NONE	kalt-trockene Mittelstufe erreicht	GDT734_COMPLETE_WHOLE	0
G761-O048	f114v	f114	f114v.14	14	S	B	3	cheo	2	9	MIDDLE	DRY	PREPARATION	trocken angesetzte Zubereitung	tsheodar cheo ckhor qopchedy qopchedy qokchedy shody qotaiin ofcheds	0	LINE_EDGE	EDGE	NONE	NONE	LINE_EDGE	1	1	tsheodar	ELIGIBLE	NONE	[tsheodar:?]	GDT734_CELL	1	3	ckhor	NONEXACT	NONE	Portion Arzneikompositum	GDT734_COMPLETE_WHOLE	0	4	qopchedy	SUSPECT	NONE	QUARANTINED_SOURCE_COMPOSITION	GDT754_PROVENANCE_SIEVE	0
G761-O049	f114v	f114	f114v.18	18	S	B	3	cheo	2	9	MIDDLE	DRY	PREPARATION	trocken angesetzte Zubereitung	dorkcheky cheo aiin qotaiin otody qokalsheody choypshedy qoto shxam	0	LINE_EDGE	EDGE	NONE	NONE	LINE_EDGE	1	1	dorkcheky	ELIGIBLE	NONE	[dorkcheky:?]	GDT734_CELL	1	3	aiin	ELIGIBLE	NONE	Wert III	GDT760_AMOUNT_FAMILY	0	4	qotaiin	ELIGIBLE	NONE	kalt; Wert III	GDT734_COMPLETE_WHOLE	0
G761-O050	f114v	f114	f114v.31	31	S	B	3	cheo	2	9	MIDDLE	DRY	PREPARATION	trocken angesetzte Zubereitung	olaiin cheo otcheody lkchedy okol okaiin otaiin otal qotar	0	LINE_EDGE	EDGE	NONE	NONE	LINE_EDGE	1	1	olaiin	ELIGIBLE	AMOUNT|MATERIAL	drei Portionen Drogenstoff	GDT734_COMPLETE_WHOLE	0	3	otcheody	SUSPECT	NONE	QUARANTINED_SOURCE_COMPOSITION	GDT754_PROVENANCE_SIEVE	0	4	lkchedy	ELIGIBLE	NONE	Holzdroge erhitzen, bis zur Mittelstufe trocknen und abschließen	GDT734_COMPLETE_WHOLE	0
G761-O051	f115r	f115	f115r.9	9	S	B	@	cheor	9	10	MIDDLE	DRY	MATERIAL_PART	trockener Drogenteil	dchedaiin qoteeedy qokeedy qoteo lor cheo r ar cheor cheody	7	r	NONEXACT	NONE	Wurzel	GDT734_CELL	0	8	ar	ELIGIBLE	NONE	Anteilsform	GDT760_AMOUNT_FAMILY	0	10	cheody	ELIGIBLE	NONE	getrocknete Masse	GDT734_COMPLETE_WHOLE	0	0	LINE_EDGE	EDGE	NONE	NONE	LINE_EDGE	1
G761-O052	f115r	f115	f115r.11	11	S	B	@	cheo	9	12	MIDDLE	DRY	PREPARATION	trocken angesetzte Zubereitung	daiin chedy chol chedy qokoiin qokcheedy qototeeey rain cheo chkain cho lory	7	qototeeey	ELIGIBLE	NONE	[qototeeey:?]	GDT734_CELL	1	8	rain	SUSPECT	NONE	QUARANTINED_SOURCE_COMPOSITION	GDT754_PROVENANCE_SIEVE	0	10	chkain	ELIGIBLE	HOT|DRY|LEVEL_II	trocken-heiß, Stufe II	GDT734_COMPLETE_WHOLE	0	11	cho	ELIGIBLE	DRY|PREPARATION	Trockenansatz	GDT734_COMPLETE_WHOLE	0
G761-O053	f115r	f115	f115r.28	28	S	B	@	cheo	1	7	FIRST	DRY	PREPARATION	trocken angesetzte Zubereitung	cheo chos al saiin cheody llsan arorochees	0	LINE_EDGE	EDGE	NONE	NONE	LINE_EDGE	1	0	LINE_EDGE	EDGE	NONE	NONE	LINE_EDGE	1	2	chos	ELIGIBLE	NONE	trockene Zubereitung	GDT734_COMPLETE_WHOLE	0	3	al	ELIGIBLE	NONE	Material I	GDT712_GDT734_POST_G734_OVERRIDE	0
G761-O054	f115r	f115	f115r.30	30	S	B	@	sheo	2	10	MIDDLE	MOIST	PREPARATION	Feuchtzubereitung	dsheodar sheo qokecheos cheos r char qokchar qolcheey lkedy qotal	0	LINE_EDGE	EDGE	NONE	NONE	LINE_EDGE	1	1	dsheodar	ELIGIBLE	NONE	[dsheodar:?]	GDT734_CELL	1	3	qokecheos	ELIGIBLE	NONE	[qokecheos:?]	GDT734_CELL	1	4	cheos	ELIGIBLE	DRY|AMOUNT|PREPARATION	Charge eines mitteltrockenen Ansatzes	GDT734_COMPLETE_WHOLE	0
G761-O055	f115r	f115	f115r.44	44	S	B	@	cheor	4	12	MIDDLE	DRY	MATERIAL_PART	trockener Drogenteil	dcheos shedar qoor cheor shody qokain otar ar otar ytar ar aloky	2	shedar	ELIGIBLE	NONE	[shedar:?]	GDT734_CELL	1	3	qoor	ELIGIBLE	AMOUNT|MATERIAL	Drogenportion	GDT734_COMPLETE_WHOLE	0	5	shody	ELIGIBLE	PREPARATION|END_STAGE	vollständig eingeweichter Ansatz	GDT734_COMPLETE_WHOLE	0	6	qokain	ELIGIBLE	NONE	heiß, Grad II	GDT734_COMPLETE_WHOLE	0
G761-O056	f115v	f115	f115v.16	16	S	B	3	sheo	7	13	MIDDLE	MOIST	PREPARATION	Feuchtzubereitung	dain ar oteey qoteol kar y sheo lkechdy qokar qokey lko rokeedy ld	5	kar	ELIGIBLE	HOT|PART|MATERIAL	heiße Drogenfraktion I	GDT734_COMPLETE_WHOLE	0	6	y	ELIGIBLE	NONE	Eintragsteil abgeschlossen	GDT734_CELL	0	8	lkechdy	ELIGIBLE	NONE	[lkechdy:?]	GDT734_CELL	1	9	qokar	ELIGIBLE	NONE	heißer Drogenanteil I	GDT734_COMPLETE_WHOLE	0
G761-O057	f115v	f115	f115v.20	20	S	B	3	cheo	5	8	MIDDLE	DRY	PREPARATION	trocken angesetzte Zubereitung	ysheey qoteey lkeey raiin cheo lor otal otchedy	3	lkeey	ELIGIBLE	NONE	heiß/warm als Hypothese; genaue Funktion und Identität offen	GDT749_POST_G734_OVERRIDE	0	4	raiin	ELIGIBLE	NONE	Wurzel, Charge III	GDT734_COMPLETE_WHOLE	0	6	lor	ELIGIBLE	NONE	Holzportion	GDT734_COMPLETE_WHOLE	0	7	otal	ELIGIBLE	NONE	Material I im kalten Anfangsansatz	GDT734_COMPLETE_WHOLE	0
G761-O058	f115v	f115	f115v.35	35	S	B	3	cheo	4	12	MIDDLE	DRY	PREPARATION	trocken angesetzte Zubereitung	shos shee oky cheo lkain cheeos al ches kcheo rain checthey lcham	2	shee	ELIGIBLE	MOIST|END_STAGE	vollständig anfeuchten	GDT734_COMPLETE_WHOLE	0	3	oky	ELIGIBLE	NONE	erste Wärmestufe	GDT758_COMPLETE_WHOLE	0	5	lkain	NONEXACT	NONE	Holzdroge, heiß auf Stufe II	GDT734_COMPLETE_WHOLE	0	6	cheeos	ELIGIBLE	NONE	[cheeos:?]	GDT734_CELL	1
G761-O059	f115v	f115	f115v.41	41	S	B	3	sheo	2	9	MIDDLE	MOIST	PREPARATION	Feuchtzubereitung	dcheodl sheo kolchey fchedol shedy qotoee tchy choy qopchyr	0	LINE_EDGE	EDGE	NONE	NONE	LINE_EDGE	1	1	dcheodl	ELIGIBLE	NONE	[dcheodl:?]	GDT734_CELL	1	3	kolchey	ELIGIBLE	NONE	[kolchey:?]	GDT734_CELL	1	4	fchedol	ELIGIBLE	NONE	[fchedol:?]	GDT734_CELL	1
G761-O060	f15v	f15	f15v.11	11	H	A	1	cheor	3	6	MIDDLE	DRY	MATERIAL_PART	trockener Drogenteil	sol oiin cheor chol daiin cthy	1	sol	NONEXACT	NONE	Samenmaterial	GDT734_COMPLETE_WHOLE	0	2	oiin	NONEXACT	NONE	Zubereitungsform III	GDT734_COMPLETE_WHOLE	0	4	chol	ELIGIBLE	NONE	trocken/getrocknet	GDT758_COMPLETE_WHOLE	0	5	daiin	ELIGIBLE	NONE	Qualitätsgrad III	GDT734_CELL	0
G761-O061	f17v	f17	f17v.7	7	H	A	1	cheor	4	7	MIDDLE	DRY	MATERIAL_PART	trockener Drogenteil	sor chkeey poiis cheor os s aiin	2	chkeey	ELIGIBLE	NONE	heiß-trocken, Endstufe	GDT734_COMPLETE_WHOLE	0	3	poiis	ELIGIBLE	NONE	[poiis:?]	GDT734_CELL	1	5	os	ELIGIBLE	NONE	Zubereitung	GDT734_COMPLETE_WHOLE	0	6	s	ELIGIBLE	NONE	Mengen-/Gleichteileform	GDT760_AMOUNT_FAMILY	0
G761-O062	f17v	f17	f17v.15	15	H	A	1	cheo	4	6	MIDDLE	DRY	PREPARATION	trocken angesetzte Zubereitung	ychor cthy cheeky cheo otor oteol	2	cthy	ELIGIBLE	MATERIAL	Blattgut	GDT761_CARRIER_PRIOR	0	3	cheeky	ELIGIBLE	HOT|DRY|BEGIN_STAGE|END_STAGE	trocken am Gradende, dann heiß am Gradanfang	GDT734_COMPLETE_WHOLE	0	5	otor	ELIGIBLE	COLD|AMOUNT|MATERIAL|PREPARATION	kalte Drogenportion im Ansatz	GDT734_COMPLETE_WHOLE	0	6	oteol	ELIGIBLE	COLD|MATERIAL|PREPARATION|PROCESS|MIDDLE_STAGE	Drogenstoff im Ansatz bis zur Mittelstufe abkühlen	GDT734_COMPLETE_WHOLE	0
G761-O063	f17v	f17	f17v.20	20	H	A	1	cheor	3	6	MIDDLE	DRY	MATERIAL_PART	trockener Drogenteil	ykeey okeey cheor chol sho odaiin	1	ykeey	ELIGIBLE	HOT|PROCESS|END_STAGE	erhitze hiervon bis zur Endstufe und schließe ab	GDT734_COMPLETE_WHOLE	0	2	okeey	ELIGIBLE	NONE	heiß an der End-/Vollstufe; Trägerrolle offen	GDT752_POST_G734_OVERRIDE	0	4	chol	ELIGIBLE	NONE	trocken/getrocknet	GDT758_COMPLETE_WHOLE	0	5	sho	ELIGIBLE	MOIST|PREPARATION	feuchter Ansatz	GDT734_COMPLETE_WHOLE	0
G761-O064	f17v	f17	f17v.21	21	H	A	1	sheor	2	7	MIDDLE	MOIST	MATERIAL_PART	feuchter Drogenteil	oal sheor sholor or shecthy cpheor daiin	0	LINE_EDGE	EDGE	NONE	NONE	LINE_EDGE	1	1	oal	ELIGIBLE	MATERIAL|PREPARATION	Rohstoffklasse I im Ansatz	GDT734_COMPLETE_WHOLE	0	3	sholor	ELIGIBLE	NONE	[sholor:?]	GDT734_CELL	1	4	or	ELIGIBLE	NONE	Portionsform	GDT760_AMOUNT_FAMILY	0
G761-O065	f20r	f20	f20r.8	8	H	A	1	cheo	2	4	MIDDLE	DRY	PREPARATION	trocken angesetzte Zubereitung	schodain cheo r cheody	0	LINE_EDGE	EDGE	NONE	NONE	LINE_EDGE	1	1	schodain	SUSPECT	NONE	QUARANTINED_SOURCE_COMPOSITION	GDT754_PROVENANCE_SIEVE	0	3	r	ELIGIBLE	NONE	Wurzel	GDT734_CELL	0	4	cheody	ELIGIBLE	NONE	getrocknete Masse	GDT734_COMPLETE_WHOLE	0
G761-O066	f21r	f21	f21r.3	3	H	A	1	cheor	5	10	MIDDLE	DRY	MATERIAL_PART	trockener Drogenteil	qotol shy o l cheor chy qokchey chey keey dy	3	o	NONEXACT	NONE	Grundansatz	GDT734_CELL	0	4	l	NONEXACT	NONE	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	GDT734_CELL	0	6	chy	ELIGIBLE	NONE	trocken am Anfang des Grades	GDT734_COMPLETE_WHOLE	0	7	qokchey	ELIGIBLE	HOT|DRY|MIDDLE_STAGE	heiß und trocken in der Mitte des Grades	GDT734_COMPLETE_WHOLE	0
G761-O067	f21r	f21	f21r.7	7	H	A	1	cheor	2	6	MIDDLE	DRY	MATERIAL_PART	trockener Drogenteil	shoeor cheor chokeody cho cthor shy	0	LINE_EDGE	EDGE	NONE	NONE	LINE_EDGE	1	1	shoeor	NONEXACT	NONE	[shoeor:?]	GDT734_CELL	1	3	chokeody	NONEXACT	NONE	[chokeody:?]	GDT734_CELL	1	4	cho	NONEXACT	NONE	Trockenansatz	GDT734_COMPLETE_WHOLE	0
G761-O068	f24r	f24	f24r.7	7	H	A	1	cheor	5	7	MIDDLE	DRY	MATERIAL_PART	trockener Drogenteil	q kar chtar s cheor cthol qodol	3	chtar	ELIGIBLE	NONE	[chtar:?]	GDT734_CELL	1	4	s	ELIGIBLE	NONE	Mengen-/Gleichteileform	GDT760_AMOUNT_FAMILY	0	6	cthol	ELIGIBLE	MATERIAL	Pflanzendrogenstoff	GDT734_COMPLETE_WHOLE	0	7	qodol	ELIGIBLE	NONE	[qodol:?]	GDT734_CELL	1
G761-O069	f26r	f26	f26r.7	7	H	B	2	sheo	4	12	MIDDLE	MOIST	PREPARATION	Feuchtzubereitung	pcho qokedy dar sheo ypchseds s aiin sha p chedyfchy dalchedy sar	2	qokedy	ELIGIBLE	NONE	heiße Mittelstufe erreicht	GDT734_COMPLETE_WHOLE	0	3	dar	ELIGIBLE	NONE	abgemessener Anteil I	GDT734_COMPLETE_WHOLE	0	5	ypchseds	ELIGIBLE	NONE	[ypchseds:?]	GDT734_CELL	1	6	s	ELIGIBLE	NONE	Mengen-/Gleichteileform	GDT760_AMOUNT_FAMILY	0
G761-O070	f28v	f28	f28v.2	2	H	A	1	cheor	9	10	MIDDLE	DRY	MATERIAL_PART	trockener Drogenteil	ykcholy qoty chy dy qokchol chor tchy qokchody cheor o	7	tchy	NONEXACT	NONE	kalt und trocken am Anfang des Grades	GDT734_COMPLETE_WHOLE	0	8	qokchody	ELIGIBLE	NONE	[qokchody:?]	GDT734_CELL	1	10	o	ELIGIBLE	NONE	Ansatzwasser	GDT734_CELL	0	0	LINE_EDGE	EDGE	NONE	NONE	LINE_EDGE	1
G761-O071	f28v	f28	f28v.4	4	H	A	1	cheor	2	10	MIDDLE	DRY	MATERIAL_PART	trockener Drogenteil	tshoiin cheor chor o chty qotol sheol shor daiin qoty	0	LINE_EDGE	EDGE	NONE	NONE	LINE_EDGE	1	1	tshoiin	ELIGIBLE	COLD|MOIST|PREPARATION	kalter Feuchtansatz in Form III	GDT734_COMPLETE_WHOLE	0	3	chor	ELIGIBLE	NONE	Blüten-/Samenstand	GDT761_CARRIER_PRIOR	0	4	o	ELIGIBLE	NONE	Ansatzwasser	GDT734_CELL	0
G761-O072	f29r	f29	f29r.5	5	H	A	1	cheor	2	8	MIDDLE	DRY	MATERIAL_PART	trockener Drogenteil	kcheol cheor sheos sheey teey da shos o	0	LINE_EDGE	EDGE	NONE	NONE	LINE_EDGE	1	1	kcheol	ELIGIBLE	NONE	[kcheol:?]	GDT734_CELL	1	3	sheos	ELIGIBLE	NONE	[sheos:?]	GDT734_CELL	1	4	sheey	ELIGIBLE	NONE	feucht, Endstufe	GDT734_COMPLETE_WHOLE	0
G761-O073	f2v	f2	f2v.4	4	H	A	1	cheor	3	4	MIDDLE	DRY	MATERIAL_PART	trockener Drogenteil	sho cholo cheor chodaiin	1	sho	ELIGIBLE	MOIST|PREPARATION	feuchter Ansatz	GDT734_COMPLETE_WHOLE	0	2	cholo	ELIGIBLE	DRY|MATERIAL|PREPARATION	Trockenstoff in Ansatzform	GDT734_COMPLETE_WHOLE	0	4	chodaiin	ELIGIBLE	NONE	trockene Zubereitung; Mengenwert III	GDT734_COMPLETE_WHOLE	0	0	LINE_EDGE	EDGE	NONE	NONE	LINE_EDGE	1
G761-O074	f30r	f30	f30r.2	2	H	A	1	cheor	6	10	MIDDLE	DRY	MATERIAL_PART	trockener Drogenteil	ychody chey chkeey ksho keeor cheor shey she keeodol sy	4	ksho	ELIGIBLE	HOT|PROCESS	erhitze, weiche ein und setze an	GDT734_COMPLETE_WHOLE	0	5	keeor	NONEXACT	NONE	[keeor:?]	GDT734_CELL	1	7	shey	ELIGIBLE	NONE	feucht in der Mitte des Grades	GDT734_COMPLETE_WHOLE	0	8	she	ELIGIBLE	MOIST	feucht, attributiv gebunden	GDT734_COMPLETE_WHOLE	0
G761-O075	f30r	f30	f30r.11	11	H	A	1	cheor	2	9	MIDDLE	DRY	MATERIAL_PART	trockener Drogenteil	qotchor cheor chey cheor chey soeeb ydey sor daiin	0	LINE_EDGE	EDGE	NONE	NONE	LINE_EDGE	1	1	qotchor	ELIGIBLE	COLD|DRY|AMOUNT|MATERIAL	kalt-trockene Drogenportion	GDT734_COMPLETE_WHOLE	0	3	chey	ELIGIBLE	NONE	trocken in der Mitte des Grades	GDT734_COMPLETE_WHOLE	0	4	cheor	TARGET	DRY|PART|MATERIAL	trockener Drogenteil	GDT761_TARGET_PRIOR	0
G761-O076	f30r	f30	f30r.11	11	H	A	1	cheor	4	9	MIDDLE	DRY	MATERIAL_PART	trockener Drogenteil	qotchor cheor chey cheor chey soeeb ydey sor daiin	2	cheor	TARGET	DRY|PART|MATERIAL	trockener Drogenteil	GDT761_TARGET_PRIOR	0	3	chey	ELIGIBLE	NONE	trocken in der Mitte des Grades	GDT734_COMPLETE_WHOLE	0	5	chey	ELIGIBLE	NONE	trocken in der Mitte des Grades	GDT734_COMPLETE_WHOLE	0	6	soeeb	NONEXACT	NONE	[soeeb:?]	GDT734_CELL	1
G761-O077	f32r	f32	f32r.2	2	H	A	1	sheor	3	7	MIDDLE	MOIST	MATERIAL_PART	feuchter Drogenteil	okor okchor sheor ckhy dal dshodar qotchol	1	okor	ELIGIBLE	HOT|AMOUNT|MATERIAL|PREPARATION	heiße Drogenportion im Ansatz	GDT734_COMPLETE_WHOLE	0	2	okchor	ELIGIBLE	HOT|DRY|AMOUNT|MATERIAL|PREPARATION	eine Portion heiß-trockene Droge im Ansatz	GDT734_COMPLETE_WHOLE	0	4	ckhy	ELIGIBLE	NONE	Mischung, Anfangsstufe	GDT734_COMPLETE_WHOLE	0	5	dal	ELIGIBLE	NONE	Rohstoff I, abgemessen	GDT734_COMPLETE_WHOLE	0
G761-O078	f37r	f37	f37r.8	8	H	A	1	sheor	7	8	MIDDLE	MOIST	MATERIAL_PART	feuchter Drogenteil	koiin chorody qokaiin ory otal shor sheor dar	5	otal	ELIGIBLE	NONE	Material I im kalten Anfangsansatz	GDT734_COMPLETE_WHOLE	0	6	shor	ELIGIBLE	NONE	Blüte / Fruchtstand	GDT761_CARRIER_PRIOR	0	8	dar	ELIGIBLE	NONE	abgemessener Anteil I	GDT734_COMPLETE_WHOLE	0	0	LINE_EDGE	EDGE	NONE	NONE	LINE_EDGE	1
G761-O079	f39v	f39	f39v.4	4	H	B	2	cheor	4	14	MIDDLE	DRY	MATERIAL_PART	trockener Drogenteil	y okeey chody cheor aiin okody chodal ykedy qokedy dal o d aiin shky	2	okeey	NONEXACT	NONE	heiß an der End-/Vollstufe; Trägerrolle offen	GDT752_POST_G734_OVERRIDE	0	3	chody	ELIGIBLE	NONE	leicht getrocknet; abgeschlossen	GDT734_COMPLETE_WHOLE	0	5	aiin	ELIGIBLE	NONE	Wert III	GDT760_AMOUNT_FAMILY	0	6	okody	ELIGIBLE	NONE	[okody:?]	GDT734_CELL	1
G761-O080	f39v	f39	f39v.9	9	H	B	2	cheor	6	13	MIDDLE	DRY	MATERIAL_PART	trockener Drogenteil	tar aiin dal ar ain cheor ydam shody okal shd y kshy or	4	ar	ELIGIBLE	NONE	Anteilsform	GDT760_AMOUNT_FAMILY	0	5	ain	ELIGIBLE	NONE	Wert II	GDT760_AMOUNT_FAMILY	0	7	ydam	NONEXACT	NONE	[ydam:?]	GDT734_CELL	1	8	shody	ELIGIBLE	PREPARATION|END_STAGE	vollständig eingeweichter Ansatz	GDT734_COMPLETE_WHOLE	0
G761-O081	f3r	f3	f3r.19	19	H	A	1	cheor	3	9	MIDDLE	DRY	MATERIAL_PART	trockener Drogenteil	otchor ol cheor qoeor dair qoteol qosaiin chor cthy	1	otchor	ELIGIBLE	COLD|DRY|AMOUNT|MATERIAL|PREPARATION	kalt-trockene Drogenportion im Ansatz	GDT734_COMPLETE_WHOLE	0	2	ol	ELIGIBLE	NONE	Ansatz oder Stoffkopf	GDT761_CARRIER_PRIOR	0	4	qoeor	ELIGIBLE	NONE	[qoeor:?]	GDT734_CELL	1	5	dair	ELIGIBLE	NONE	Wurzelteil oder Mengenform II	GDT761_CARRIER_PRIOR	0
G761-O082	f3v	f3	f3v.6	6	H	A	1	cheor	2	5	MIDDLE	DRY	MATERIAL_PART	trockener Drogenteil	or cheor kor chodaly chom	0	LINE_EDGE	EDGE	NONE	NONE	LINE_EDGE	1	1	or	ELIGIBLE	NONE	Portionsform	GDT760_AMOUNT_FAMILY	0	3	kor	ELIGIBLE	NONE	heiße Portion	GDT734_COMPLETE_WHOLE	0	4	chodaly	ELIGIBLE	NONE	[chodaly:?]	GDT734_CELL	1
G761-O083	f41r	f41	f41r.9	9	H	B	5	cheo	8	10	MIDDLE	DRY	PREPARATION	trocken angesetzte Zubereitung	qokeedy okedy chekedy chedy chckheody chekol daiin cheo al otedy	6	chekol	NONEXACT	NONE	[chekol:?]	GDT734_CELL	1	7	daiin	ELIGIBLE	NONE	Qualitätsgrad III	GDT734_CELL	0	9	al	ELIGIBLE	NONE	Material I	GDT712_GDT734_POST_G734_OVERRIDE	0	10	otedy	NONEXACT	NONE	kalter Ansatz, Mittelstufe erreicht	GDT734_COMPLETE_WHOLE	0
G761-O084	f42r	f42	f42r.16	16	H	A	1	sheor	2	6	MIDDLE	MOIST	MATERIAL_PART	feuchter Drogenteil	pydaiin sheor shaiin tsh olchy sholy	0	LINE_EDGE	EDGE	NONE	NONE	LINE_EDGE	1	1	pydaiin	ELIGIBLE	NONE	[pydaiin:?]	GDT734_CELL	1	3	shaiin	ELIGIBLE	NONE	feucht, Grad III	GDT734_CELL	0	4	tsh	ELIGIBLE	NONE	[tsh:?]	GDT734_CELL	1
G761-O085	f43v	f43	f43v.11	11	H	B	2	sheo	7	12	MIDDLE	MOIST	PREPARATION	Feuchtzubereitung	ysheey or air yteey cheody ar sheo qody chckhy chdy choty she	5	cheody	ELIGIBLE	NONE	getrocknete Masse	GDT734_COMPLETE_WHOLE	0	6	ar	ELIGIBLE	NONE	Anteilsform	GDT760_AMOUNT_FAMILY	0	8	qody	ELIGIBLE	NONE	fertige Zubereitung	GDT734_COMPLETE_WHOLE	0	9	chckhy	ELIGIBLE	NONE	trockene Mischung, Anfangsstufe	GDT734_COMPLETE_WHOLE	0
G761-O086	f47v	f47	f47v.1	1	H	A	1	cheor	2	6	MIDDLE	DRY	MATERIAL_PART	trockener Drogenteil	psheot cheor cholsho chopchy sal sary	0	LINE_EDGE	EDGE	NONE	NONE	LINE_EDGE	1	1	psheot	ELIGIBLE	NONE	[psheot:?]	GDT734_CELL	1	3	cholsho	ELIGIBLE	NONE	[cholsho:?]	GDT734_CELL	1	4	chopchy	ELIGIBLE	NONE	[chopchy:?]	GDT734_CELL	1
G761-O087	f47v	f47	f47v.6	6	H	A	1	cheor	2	5	MIDDLE	DRY	MATERIAL_PART	trockener Drogenteil	chody cheor saiin dochod chol	0	LINE_EDGE	EDGE	NONE	NONE	LINE_EDGE	1	1	chody	ELIGIBLE	NONE	leicht getrocknet; abgeschlossen	GDT734_COMPLETE_WHOLE	0	3	saiin	ELIGIBLE	NONE	drei Drachmen	GDT760_AMOUNT_FAMILY	0	4	dochod	ELIGIBLE	NONE	eine Portion abgeschlossenen Trockenansatzes	GDT734_COMPLETE_WHOLE	0
G761-O088	f49r	f49	f49r.5	5	H	A	1	sheor	2	5	MIDDLE	MOIST	MATERIAL_PART	feuchter Drogenteil	chor sheor chey teey qotan	0	LINE_EDGE	EDGE	NONE	NONE	LINE_EDGE	1	1	chor	ELIGIBLE	NONE	Blüten-/Samenstand	GDT761_CARRIER_PRIOR	0	3	chey	ELIGIBLE	NONE	trocken in der Mitte des Grades	GDT734_COMPLETE_WHOLE	0	4	teey	ELIGIBLE	COLD|END_STAGE	kalt am Ende des Grades	GDT734_COMPLETE_WHOLE	0
G761-O089	f49r	f49	f49r.12	12	H	A	1	cheo	2	5	MIDDLE	DRY	PREPARATION	trocken angesetzte Zubereitung	podaiin cheo kcho daiin chcthy	0	LINE_EDGE	EDGE	NONE	NONE	LINE_EDGE	1	1	podaiin	ELIGIBLE	NONE	drei Portionen Pulverzubereitung	GDT734_COMPLETE_WHOLE	0	3	kcho	ELIGIBLE	HOT|DRY|PREPARATION	Zubereitung: heiß und trocken	GDT734_COMPLETE_WHOLE	0	4	daiin	ELIGIBLE	NONE	Grad-/Maßwert III	GDT734_CELL	0
G761-O090	f49r	f49	f49r.18	18	H	A	1	sheor	1	7	FIRST	MOIST	MATERIAL_PART	feuchter Drogenteil	sheor cheol od cho dcheeey qot chotchy	0	LINE_EDGE	EDGE	NONE	NONE	LINE_EDGE	1	0	LINE_EDGE	EDGE	NONE	NONE	LINE_EDGE	1	2	cheol	ELIGIBLE	NONE	trockenes Material	GDT734_COMPLETE_WHOLE	0	3	od	ELIGIBLE	PREPARATION	miss vom Ansatz ab	GDT734_COMPLETE_WHOLE	0
G761-O091	f49v	f49	f49v.16	16	H	A	1	cheo	2	4	MIDDLE	DRY	PREPARATION	trocken angesetzte Zubereitung	qoteees cheo daiin dol	0	LINE_EDGE	EDGE	NONE	NONE	LINE_EDGE	1	1	qoteees	ELIGIBLE	NONE	kalter Qualitätsendwert, abgeschlossen	GDT734_COMPLETE_WHOLE	0	3	daiin	NONEXACT	NONE	Grad-/Maßwert III	GDT734_CELL	0	4	dol	ELIGIBLE	NONE	Materialmaß	GDT734_COMPLETE_WHOLE	0
