neighbor_surface	direct_contacts	direct_contact_pages	target_coverage	target_counts	polarity_counts	side_counts	global_reader_exact_occurrences	global_reader_exact_pages	direct_contact_share	global_background_share	descriptive_contact_lift	current_semantic_candidate_de	current_role_class	decision	carrier_candidate_selected	specific_identity_confirmed	component_export_credit
pchedy	1	1	1	cheo:1	DRY:1	R:1	25	21	0.004464	0.001084	4.117143	getrocknetes Pulver	OPEN_OR_OTHER_WHOLE	SINGLE_TARGET_NEIGHBOR	0	0	0
chos	1	1	1	cheo:1	DRY:1	R:1	27	21	0.004464	0.001171	3.812169	trockene Zubereitung	OPEN_OR_OTHER_WHOLE	SINGLE_TARGET_NEIGHBOR	0	0	0
keey	1	1	1	cheo:1	DRY:1	L:1	27	23	0.004464	0.001171	3.812169	heiß am Ende des Grades	OPEN_OR_OTHER_WHOLE	SINGLE_TARGET_NEIGHBOR	0	0	0
tol	1	1	1	sheor:1	MOIST:1	L:1	27	22	0.004464	0.001171	3.812169	kalt	OPEN_OR_OTHER_WHOLE	SINGLE_TARGET_NEIGHBOR	0	0	0
choky	1	1	1	cheor:1	DRY:1	L:1	30	26	0.004464	0.001301	3.430952	heiß-trockene Zubereitung, Grundform	CONTENT_OR_PREPARATION_WHOLE	SINGLE_TARGET_NEIGHBOR	0	0	0
lol	1	1	1	cheor:1	DRY:1	L:1	31	22	0.004464	0.001345	3.320276	Holzstoff	OPEN_OR_OTHER_WHOLE	SINGLE_TARGET_NEIGHBOR	0	0	0
choty	1	1	1	sheo:1	MOIST:1	R:1	32	23	0.004464	0.001388	3.216518	kalter Trockenansatz	CONTENT_OR_PREPARATION_WHOLE	SINGLE_TARGET_NEIGHBOR	0	0	0
olaiin	1	1	1	cheo:1	DRY:1	L:1	32	29	0.004464	0.001388	3.216518	drei Portionen Drogenstoff	CONTENT_OR_PREPARATION_WHOLE	SINGLE_TARGET_NEIGHBOR	0	0	0
o	1	1	1	cheor:1	DRY:1	R:1	33	25	0.004464	0.001431	3.119048	Ansatzwasser	OPEN_OR_OTHER_WHOLE	SINGLE_TARGET_NEIGHBOR	0	0	0
qodaiin	1	1	1	cheor:1	DRY:1	R:1	34	23	0.004464	0.001475	3.027311	Qualitätsgrad III	OPEN_OR_OTHER_WHOLE	SINGLE_TARGET_NEIGHBOR	0	0	0
sor	1	1	1	cheo:1	DRY:1	L:1	34	30	0.004464	0.001475	3.027311	Samenportion	OPEN_OR_OTHER_WHOLE	SINGLE_TARGET_NEIGHBOR	0	0	0
chodaiin	1	1	1	cheor:1	DRY:1	R:1	37	32	0.004464	0.001605	2.781853	trockene Zubereitung; Mengenwert III	OPEN_OR_OTHER_WHOLE	SINGLE_TARGET_NEIGHBOR	0	0	0
qoteey	1	1	1	sheor:1	MOIST:1	R:1	38	27	0.004464	0.001648	2.708647	kalt am Ende des Grades	QUALITY_OR_STATE_WHOLE	SINGLE_TARGET_NEIGHBOR	0	0	0
shody	1	1	1	cheor:1	DRY:1	R:1	41	29	0.004464	0.001778	2.510453	vollständig eingeweichter Ansatz	CONTENT_OR_PREPARATION_WHOLE	SINGLE_TARGET_NEIGHBOR	0	0	0
ykeey	1	1	1	sheor:1	MOIST:1	L:1	41	33	0.004464	0.001778	2.510453	erhitze hiervon bis zur Endstufe und schließe ab	QUALITY_OR_STATE_WHOLE	SINGLE_TARGET_NEIGHBOR	0	0	0
kaiin	1	1	1	cheo:1	DRY:1	R:1	44	30	0.004464	0.001908	2.339286	heiß, Grad III	QUALITY_OR_STATE_WHOLE	SINGLE_TARGET_NEIGHBOR	0	0	0
raiin	1	1	1	cheo:1	DRY:1	L:1	45	27	0.004464	0.001952	2.287302	Wurzel, Charge III	OPEN_OR_OTHER_WHOLE	SINGLE_TARGET_NEIGHBOR	0	0	0
sar	1	1	1	cheor:1	DRY:1	R:1	45	33	0.004464	0.001952	2.287302	Samenanteil I	OPEN_OR_OTHER_WHOLE	SINGLE_TARGET_NEIGHBOR	0	0	0
oly	1	1	1	sheor:1	MOIST:1	R:1	48	30	0.004464	0.002082	2.144345	abseihen	PROCESS_OR_CLOSE_WHOLE	SINGLE_TARGET_NEIGHBOR	0	0	0
qotedy	1	1	1	sheor:1	MOIST:1	R:1	49	30	0.004464	0.002125	2.100583	kalt in der Mitte des Grades, abgeschlossen	QUALITY_OR_STATE_WHOLE	SINGLE_TARGET_NEIGHBOR	0	0	0
cthol	1	1	1	cheor:1	DRY:1	R:1	50	33	0.004464	0.002169	2.058571	Pflanzendrogenstoff	CONTENT_OR_PREPARATION_WHOLE	SINGLE_TARGET_NEIGHBOR	0	0	0
okol	1	1	1	cheor:1	DRY:1	R:1	50	39	0.004464	0.002169	2.058571	heißer Ansatzstoff	OPEN_OR_OTHER_WHOLE	SINGLE_TARGET_NEIGHBOR	0	0	0
qotar	1	1	1	cheo:1	DRY:1	L:1	53	34	0.004464	0.002299	1.942049	kalter Drogenanteil I	OPEN_OR_OTHER_WHOLE	SINGLE_TARGET_NEIGHBOR	0	0	0
cheody	1	1	1	cheor:1	DRY:1	R:1	54	35	0.004464	0.002342	1.906085	getrocknete Masse	OPEN_OR_OTHER_WHOLE	SINGLE_TARGET_NEIGHBOR	0	0	0
r	1	1	1	cheo:1	DRY:1	R:1	57	46	0.004464	0.002472	1.805764	Wurzel	OPEN_OR_OTHER_WHOLE	SINGLE_TARGET_NEIGHBOR	0	0	0
qokchy	1	1	1	sheor:1	MOIST:1	R:1	58	44	0.004464	0.002516	1.774631	heiß-trocken, Anfangsstufe	OPEN_OR_OTHER_WHOLE	SINGLE_TARGET_NEIGHBOR	0	0	0
dair	1	1	1	sheo:1	MOIST:1	L:1	63	51	0.004464	0.002732	1.633787	Wurzelteil oder Mengenform II	ROOT_OR_AMOUNT_CONFLICT	SINGLE_TARGET_NEIGHBOR	0	0	0
ain	1	1	1	cheor:1	DRY:1	L:1	67	34	0.004464	0.002906	1.536247	Wert II	AMOUNT_OR_VALUE_FORM	SINGLE_TARGET_NEIGHBOR	0	0	0
shy	1	1	1	cheor:1	DRY:1	R:1	67	48	0.004464	0.002906	1.536247	feucht, Anfangsstufe	OPEN_OR_OTHER_WHOLE	SINGLE_TARGET_NEIGHBOR	0	0	0
sheol	1	1	1	cheor:1	DRY:1	R:1	71	43	0.004464	0.003079	1.449698	eingeweicht/feucht	CONTENT_OR_PREPARATION_WHOLE	SINGLE_TARGET_NEIGHBOR	0	0	0
oky	1	1	1	cheo:1	DRY:1	L:1	80	62	0.004464	0.003470	1.286607	erste Wärmestufe	OPEN_OR_OTHER_WHOLE	SINGLE_TARGET_NEIGHBOR	0	0	0
qokol	1	1	1	cheor:1	DRY:1	L:1	82	48	0.004464	0.003557	1.255226	erhitzen	QUALITY_OR_STATE_WHOLE	SINGLE_TARGET_NEIGHBOR	0	0	0
y	1	1	1	sheo:1	MOIST:1	L:1	84	57	0.004464	0.003643	1.225340	Eintragsteil abgeschlossen	OPEN_OR_OTHER_WHOLE	SINGLE_TARGET_NEIGHBOR	0	0	0
otain	1	1	1	sheor:1	MOIST:1	L:1	88	42	0.004464	0.003817	1.169643	kalter Ansatz, Grad II	OPEN_OR_OTHER_WHOLE	SINGLE_TARGET_NEIGHBOR	0	0	0
saiin	1	1	1	cheor:1	DRY:1	R:1	89	55	0.004464	0.003860	1.156501	drei Drachmen	AMOUNT_OR_VALUE_FORM	SINGLE_TARGET_NEIGHBOR	0	0	0
sho	1	1	1	cheor:1	DRY:1	L:1	93	59	0.004464	0.004034	1.106759	feuchter Ansatz	CONTENT_OR_PREPARATION_WHOLE	SINGLE_TARGET_NEIGHBOR	0	0	0
otal	1	1	1	cheo:1	DRY:1	L:1	109	53	0.004464	0.004728	0.944299	Material I im kalten Anfangsansatz	OPEN_OR_OTHER_WHOLE	SINGLE_TARGET_NEIGHBOR	0	0	0
chy	1	1	1	cheor:1	DRY:1	R:1	114	74	0.004464	0.004944	0.902882	trocken am Anfang des Grades	OPEN_OR_OTHER_WHOLE	SINGLE_TARGET_NEIGHBOR	0	0	0
cheol	1	1	1	sheor:1	MOIST:1	R:1	118	65	0.004464	0.005118	0.872276	trockenes Material	OPEN_OR_OTHER_WHOLE	SINGLE_TARGET_NEIGHBOR	0	0	0
otaiin	1	1	1	sheo:1	MOIST:1	L:1	128	56	0.004464	0.005552	0.804129	kalter Ansatz, Grad III	AMOUNT_OR_VALUE_FORM	SINGLE_TARGET_NEIGHBOR	0	0	0
cheey	1	1	1	cheo:1	DRY:1	R:1	137	59	0.004464	0.005942	0.751303	trocken; genaue Funktion und Identität offen	QUALITY_OR_STATE_WHOLE	SINGLE_TARGET_NEIGHBOR	0	0	0
dal	1	1	1	cheo:1	DRY:1	R:1	147	77	0.004464	0.006376	0.700194	Rohstoff I, abgemessen	OPEN_OR_OTHER_WHOLE	SINGLE_TARGET_NEIGHBOR	0	0	0
qokal	1	1	1	cheor:1	DRY:1	L:1	158	50	0.004464	0.006853	0.651447	heißes Material I, Anfangsstufe	OPEN_OR_OTHER_WHOLE	SINGLE_TARGET_NEIGHBOR	0	0	0
shey	1	1	1	cheor:1	DRY:1	R:1	179	69	0.004464	0.007764	0.575020	feucht in der Mitte des Grades	OPEN_OR_OTHER_WHOLE	SINGLE_TARGET_NEIGHBOR	0	0	0
or	1	1	1	cheor:1	DRY:1	L:1	235	96	0.004464	0.010193	0.437994	Portionsform	AMOUNT_OR_VALUE_FORM	SINGLE_TARGET_NEIGHBOR	0	0	0
qokaiin	1	1	1	cheor:1	DRY:1	L:1	241	64	0.004464	0.010453	0.427090	heiß/warm; genaue Funktion und Identität offen	QUALITY_OR_STATE_WHOLE	SINGLE_TARGET_NEIGHBOR	0	0	0
