parse_unit_id	statement_id	record_unit_id	unit_kind	source_event_ids	visible_surface_sequence	literal_value_sequence	construction_reading_de
U293	B3-S034	B3	ATOMIC_CARD	E309	soiiin	Arbeitsstufe	Arbeitsstufe
U294	B3-S034	B3	ATOMIC_CARD	E310	checthy	bereit	bereit
U295	B3-S034	B3	ATOMIC_CARD	E311	chety	Teil	Teil
U296	B3-S034	B3	ATOMIC_CARD	E312	otaiin	Folgemaß	Folgemaß
U297	B3-S034	B3	ATOMIC_CARD	E313	olsaly	Zwischenziel	Zwischenziel
U298	B3-S034	B3	ATOMIC_CARD	E314	shedy	kurz absetzen; Schluss	kurz absetzen; Schluss
U299	B4-S001	B4	ATOMIC_CARD	E315	qokeedy	lange einwirken; Schluss	lange einwirken; Schluss
U300	B4-S002	B4	ATOMIC_CARD	E316	qolchey	Weiterposten	Weiterposten
U301	B4-S002	B4	ATOMIC_CARD	E317	qokeey	lange einwirken	lange einwirken
U302	B4-S002	B4	ATOMIC_CARD	E318	qokedy	kurz einwirken; Schluss	kurz einwirken; Schluss
U303	B4-S003	B4	ATOMIC_CARD	E319	chedy	überführen	überführen
U304	B4-S003	B4	ATOMIC_CARD	E320	otal	danach dorthin	danach dorthin
U305	B4-S003	B4	ATOMIC_CARD	E321	otchey	das nächste	das nächste
U306	B4-S003	B4	ATOMIC_CARD	E322	qokeey	lange einwirken	lange einwirken
U307	B4-S003	B4	ATOMIC_CARD	E323	qoky	einsetzen	einsetzen
U308	B4-S003	B4	ATOMIC_CARD	E324	tol	weiter	weiter
U309	B4-S003	B4	ATOMIC_CARD	E325	shedy	kurz absetzen; Schluss	kurz absetzen; Schluss
U310	B4-S004	B4	ATOMIC_CARD	E326	qokylddy	befestigen; Schluss	befestigen; Schluss
U311	B4-S005	B4	ATOMIC_CARD	E327	dain	Einlage	Einlage
U312	B4-S005	B4	ATOMIC_CARD	E328	chedy	überführen	überführen
U313	B4-S005	B4	ATOMIC_CARD	E329	qokeedy	lange einwirken; Schluss	lange einwirken; Schluss
U314	B4-S006	B4	ATOMIC_CARD	E330	shckhedy	durchlassen; Schluss	durchlassen; Schluss
U315	B4-S007	B4	ATOMIC_CARD	E331	shckhedy	durchlassen; Schluss	durchlassen; Schluss
U316	B4-S008	B4	ATOMIC_CARD	E332	saiin	Sollwert	Sollwert
U317	B4-S008	B4	ATOMIC_CARD	E333	cheeky	länger bearbeiten	länger bearbeiten
U318	B4-S008	B4	ATOMIC_CARD	E334	sheey	Langhalt	Langhalt
U319	B4-S008	B4	ATOMIC_CARD	E335	qokedy	kurz einwirken; Schluss	kurz einwirken; Schluss
U320	B4-S009	B4	ATOMIC_CARD	E336	shedy	kurz absetzen; Schluss	kurz absetzen; Schluss
U321	B4-S010	B4	ATOMIC_CARD	E337	oldy	Schluss	Schluss
U322	B4-S011	B4	ATOMIC_CARD	E338	saiin	Sollwert	Sollwert
U323	B4-S011	B4	ATOMIC_CARD	E339	cheky	kurz wärmen	kurz wärmen
U324	B4-S011	B4	ATOMIC_CARD	E340	okeeol	Langfortsetzung	Langfortsetzung
U325	B4-S011	B4	ATOMIC_CARD	E341	okain	Anteil zugeben	Anteil zugeben
U326	B4-S011	B4	ATOMIC_CARD	E342	chdy	überführen	überführen
U327	B4-S011	B4	ATOMIC_CARD	E343	sol	weiter	weiter
U328	B4-S011	B4	ATOMIC_CARD	E344	lkedy	Kurzabzug; Schluss	Kurzabzug; Schluss
U329	B4-S012	B4	ATOMIC_CARD	E345	lchedy	abführen; Schluss	abführen; Schluss
U330	B4-S013	B4	ATOMIC_CARD	E346	qokol	Weiter einsetzen	Weiter einsetzen
U331	B4-S013	B4	ATOMIC_CARD	E347	shedy	kurz absetzen; Schluss	kurz absetzen; Schluss
U332	B4-S014	B4	ATOMIC_CARD	E348	or	Ansatz	Ansatz
U333	B4-S014	B4	ATOMIC_CARD	E349	chey	dies	dies
U334	B4-S014	B4	ATOMIC_CARD	E350	qockhey	Kurzdurchgang	Kurzdurchgang
U335	B4-S014	B4	ATOMIC_CARD	E351	dairydy	Laufschluss	Laufschluss
U336	B4-S015	B4	ATOMIC_CARD	E352	qokain	Anteil zugeben	Anteil zugeben
U337	B4-S015	B4	ATOMIC_CARD	E353	shey	Ergebnis	Ergebnis
U338	B4-S015	B4	ATOMIC_CARD	E354	kain	Portion	Portion
U339	B4-S015	B4	ATOMIC_CARD	E355	chckhal	Zielpassage	Zielpassage
U340	B4-S015	B4	ATOMIC_CARD	E356	solkey	Kurzsammlung	Kurzsammlung
U341	B4-S015	B4	ATOMIC_CARD	E357	lchedy	abführen; Schluss	abführen; Schluss
U342	B4-S016	B4	ATOMIC_CARD	E358	qolkain	weiterer Anteil	weiterer Anteil
U343	B4-S016	B4	ATOMIC_CARD	E359	dal	dorthin	dorthin
U344	B4-S016	B4	ATOMIC_CARD	E360	skar	Quellausguss	Quellausguss
U345	B4-S016	B4	ATOMIC_CARD	E361	shedy	kurz absetzen; Schluss	kurz absetzen; Schluss
U346	B5-S001	B5	ATOMIC_CARD	E362	otchdy	Nachtransfer; Schluss	Nachtransfer; Schluss
U347	B5-S002	B5	ATOMIC_CARD	E363	qokchdy	einführen; Schluss	einführen; Schluss
U348	B5-S003	B5	ATOMIC_CARD	E364	shedal	am Ziel absetzen	am Ziel absetzen
U349	B5-S003	B5	ATOMIC_CARD	E365	dal	dorthin	dorthin
U350	B5-S003	B5	ATOMIC_CARD	E366	cheol	weiter	weiter
U351	B5-S003	B5	ATOMIC_CARD	E367	lol	Weiterabzug	Weiterabzug
U352	B5-S003	B5	ATOMIC_CARD	E368	chdal	Zieltransfer	Zieltransfer
U353	B5-S003	B5	ATOMIC_CARD	E369	aiin	Sollwert	Sollwert
U354	B5-S003	B5	ATOMIC_CARD	E370	sol	weiter	weiter
U355	B5-S003	B5	ATOMIC_CARD	E371	daiiin	Endstufe	Endstufe
U356	B5-S003	B5	ATOMIC_CARD	E372	chedy	überführen	überführen
U357	B6-S001	B6	ATOMIC_CARD	E373	solkeey	Langsammlung	Langsammlung
U358	B6-S001	B6	ATOMIC_CARD	E374	qekey	kurz bearbeiten	kurz bearbeiten
U359	B6-S001	B6	ATOMIC_CARD	E375	raly	Endposten	Endposten
U360	B6-S001	B6	ABA_RETURN_FRAME	E376|E377|E378	ol daiin ol	weiter > Sollwert > weiter	Den laufenden Gang auf Sollwert bringen und danach fortsetzen.
U361	B6-S001	B6	ATOMIC_CARD	E379	dain	Einlage	Einlage
U362	B6-S001	B6	ATOMIC_CARD	E380	chey	dies	dies
U363	B6-S001	B6	ATOMIC_CARD	E381	ldalor	Endziel	Endziel
