statement_id	record_unit_id	visible_owner	visible_sequence	source_event_count	parse_unit_count	aba_frame_count	parse_unit_ids	construction_aware_reading	fluent_construction_aware_de	revision_status
B3-S032	B3	Hauptpaar am sichtbaren ungerichteten Bogen	chedain chedy qotedaiin otaiin otedy	5	5	0	U287|U288|U289|U290|U291	[KARTE:Anteilstransfer] [KARTE:überführen] [KARTE:Kurzsoll] [KARTE:Folgemaß] [KARTE:Kurzfolge; Schluss]	Anteil übertragen, überführen, Kurzsoll und Folgemaß setzen, kurz weiterführen; Schluss.	UNCHANGED
B3-S033	B3	Hauptpaar am sichtbaren ungerichteten Bogen	ldy	1	1	0	U292	[KARTE:abziehen; Schluss]	Abziehen; Schluss.	UNCHANGED
B3-S034	B3	Hauptpaar am sichtbaren ungerichteten Bogen	soiiin checthy chety otaiin olsaly shedy	6	6	0	U293|U294|U295|U296|U297|U298	[KARTE:Arbeitsstufe] [KARTE:bereit] [KARTE:Teil] [KARTE:Folgemaß] [KARTE:Zwischenziel] [KARTE:kurz absetzen; Schluss]	Arbeitsstufe bereitstellen, Teil und Folgemaß am Zwischenziel kurz absetzen; Schluss.	UNCHANGED
B4-S001	B4	Hauptpaar am sichtbaren ungerichteten Bogen	qokeedy	1	1	0	U299	[KARTE:lange einwirken; Schluss]	Am Hauptpaar länger einwirken lassen; Schluss.	UNCHANGED
B4-S002	B4	Hauptpaar am sichtbaren ungerichteten Bogen	qolchey qokeey qokedy	3	3	0	U300|U301|U302	[KARTE:Weiterposten] [KARTE:lange einwirken] [KARTE:kurz einwirken; Schluss]	Den Weiterposten zuerst länger, dann kurz einwirken lassen; Schluss.	UNCHANGED
B4-S003	B4	Hauptpaar am sichtbaren ungerichteten Bogen	chedy otal otchey qokeey qoky tol shedy	7	7	0	U303|U304|U305|U306|U307|U308|U309	[KARTE:überführen] [KARTE:danach dorthin] [KARTE:das nächste] [KARTE:lange einwirken] [KARTE:einsetzen] [KARTE:weiter] [KARTE:kurz absetzen; Schluss]	Überführen, danach das Nächste dorthin bringen, länger einwirken, einsetzen, weiterführen und kurz absetzen; Schluss.	UNCHANGED
B4-S004	B4	Hauptpaar am sichtbaren ungerichteten Bogen	qokylddy	1	1	0	U310	[KARTE:befestigen; Schluss]	Den Posten befestigen; Schluss.	UNCHANGED
B4-S005	B4	Hauptpaar am sichtbaren ungerichteten Bogen	dain chedy qokeedy	3	3	0	U311|U312|U313	[KARTE:Einlage] [KARTE:überführen] [KARTE:lange einwirken; Schluss]	Die Einlage überführen und länger einwirken lassen; Schluss.	UNCHANGED
B4-S006	B4	Hauptpaar am sichtbaren ungerichteten Bogen	shckhedy	1	1	0	U314	[KARTE:durchlassen; Schluss]	Einmal durchlassen; Schluss.	UNCHANGED
B4-S007	B4	Hauptpaar am sichtbaren ungerichteten Bogen	shckhedy	1	1	0	U315	[KARTE:durchlassen; Schluss]	Ein zweites Mal durchlassen; Schluss.	UNCHANGED
B4-S008	B4	Hauptpaar am sichtbaren ungerichteten Bogen	saiin cheeky sheey qokedy	4	4	0	U316|U317|U318|U319	[KARTE:Sollwert] [KARTE:länger bearbeiten] [KARTE:Langhalt] [KARTE:kurz einwirken; Schluss]	Auf Sollmaß bringen, länger bearbeiten, länger halten und kurz einwirken lassen; Schluss.	UNCHANGED
B4-S009	B4	Hauptpaar am sichtbaren ungerichteten Bogen	shedy	1	1	0	U320	[KARTE:kurz absetzen; Schluss]	Kurz absetzen lassen; Schluss.	UNCHANGED
B4-S010	B4	Hauptpaar am sichtbaren ungerichteten Bogen	oldy	1	1	0	U321	[KARTE:Schluss]	Schluss.	UNCHANGED
B4-S011	B4	linke offene Fransen-/Unterlaufstation	saiin cheky okeeol okain chdy sol lkedy	7	7	0	U322|U323|U324|U325|U326|U327|U328	[KARTE:Sollwert] [KARTE:kurz wärmen] [KARTE:Langfortsetzung] [KARTE:Anteil zugeben] [KARTE:überführen] [KARTE:weiter] [KARTE:Kurzabzug; Schluss]	Sollwert kurz wärmen, länger weiterführen, Anteil zugeben, überführen, fortsetzen und kurz abziehen; Schluss.	UNCHANGED
B4-S012	B4	linke offene Fransen-/Unterlaufstation	lchedy	1	1	0	U329	[KARTE:abführen; Schluss]	Abführen; Schluss.	UNCHANGED
B4-S013	B4	linke offene Fransen-/Unterlaufstation	qokol shedy	2	2	0	U330|U331	[KARTE:Weiter einsetzen] [KARTE:kurz absetzen; Schluss]	Weiter einsetzen und kurz absetzen lassen; Schluss.	UNCHANGED
B4-S014	B4	linke offene Fransen-/Unterlaufstation	or chey qockhey dairydy	4	4	0	U332|U333|U334|U335	[KARTE:Ansatz] [KARTE:dies] [KARTE:Kurzdurchgang] [KARTE:Laufschluss]	Diesen Ansatz durch den kurzen Gang führen und den Lauf schließen.	UNCHANGED
B4-S015	B4	linke offene Fransen-/Unterlaufstation	qokain shey kain chckhal solkey lchedy	6	6	0	U336|U337|U338|U339|U340|U341	[KARTE:Anteil zugeben] [KARTE:Ergebnis] [KARTE:Portion] [KARTE:Zielpassage] [KARTE:Kurzsammlung] [KARTE:abführen; Schluss]	Anteil zum Ergebnis geben, Portion durch die Zielpassage führen, kurz sammeln und abführen; Schluss.	UNCHANGED
B4-S016	B4	rechte S-Lauf-/Mehrarmknotenstation	qolkain dal skar shedy	4	4	0	U342|U343|U344|U345	[KARTE:weiterer Anteil] [KARTE:dorthin] [KARTE:Quellausguss] [KARTE:kurz absetzen; Schluss]	Weiteren Anteil dorthin bringen, davon ausgießen und kurz absetzen; Schluss.	UNCHANGED
B5-S001	B5	linker offener Fransen-Endposten	otchdy	1	1	0	U346	[KARTE:Nachtransfer; Schluss]	Den Nachtransfer am linken Endposten ausführen; Schluss.	UNCHANGED
B5-S002	B5	linker offener Fransen-Endposten	qokchdy	1	1	0	U347	[KARTE:einführen; Schluss]	In den linken Endposten einführen; Schluss.	UNCHANGED
B5-S003	B5	linker offener Fransen-Endposten	shedal dal cheol lol chdal aiin sol daiiin chedy	9	9	0	U348|U349|U350|U351|U352|U353|U354|U355|U356	[KARTE:am Ziel absetzen] [KARTE:dorthin] [KARTE:weiter] [KARTE:Weiterabzug] [KARTE:Zieltransfer] [KARTE:Sollwert] [KARTE:weiter] [KARTE:Endstufe] [KARTE:überführen]	Am Ziel absetzen, dorthin bringen, weiterführen und weiter abziehen; Zieltransfer auf Sollwert bringen, bis zur Endstufe fortsetzen und überführen.	UNCHANGED
B6-S001	B6	rechter S-Lauf-/Mehrarm-Endposten	solkeey qekey raly ol daiin ol dain chey ldalor	9	7	1	U357|U358|U359|U360|U361|U362|U363	[KARTE:Langsammlung] [KARTE:kurz bearbeiten] [KARTE:Endposten] [ABA:Den laufenden Gang auf Sollwert bringen und danach fortsetzen.] [KARTE:Einlage] [KARTE:dies] [KARTE:Endziel]	Länger sammeln und kurz bearbeiten; am Endposten den laufenden Gang auf Sollwert bringen und fortsetzen, dann die Einlage zum Endziel führen.	ABA_REWRITTEN
